Stunden,Neutor (gesamt),FR stadteinwärts,FR stadtauswärts,Temperatur (°C),Windstärke (km/h),Wetter
1/22/2016 8:00,821,438,383,-6,9,
1/22/2016 9:00,650,413,237,-5,9,
1/22/2016 10:00,691,440,251,-3,9,
1/22/2016 11:00,655,371,284,-2,11,
1/22/2016 12:00,776,447,329,-1,15,Klarer Himmel
1/22/2016 13:00,852,430,422,0,15,Klarer Himmel
1/22/2016 14:00,761,409,352,1,13,Klarer Himmel
1/22/2016 15:00,819,461,358,1,11,Klarer Himmel
1/22/2016 16:00,732,394,338,0,9,Klarer Himmel
1/22/2016 17:00,741,374,367,0,13,Klarer Himmel
1/22/2016 18:00,632,289,343,0,13,Klarer Himmel
1/22/2016 19:00,622,355,267,1,13,Klarer Himmel
1/22/2016 20:00,456,221,235,0,11,Klarer Himmel
1/22/2016 21:00,281,131,150,0,9,Regen
1/22/2016 22:00,274,86,188,0,11,Regen
1/22/2016 23:00,246,101,145,0,9,Regen
1/23/2016 0:00,239,71,168,1,9,Regen
1/23/2016 1:00,160,56,104,2,9,Regen
1/23/2016 2:00,127,41,86,3,11,Regen
1/23/2016 3:00,63,20,43,3,20,wolkig
1/23/2016 4:00,38,17,21,4,19,Regen
1/23/2016 5:00,26,17,9,4,17,wolkig
1/23/2016 6:00,38,21,17,5,9,wolkig
1/23/2016 7:00,52,40,12,5,13,wolkig
1/23/2016 8:00,190,127,63,5,15,wolkig
1/23/2016 9:00,353,272,81,6,22,wolkig
1/23/2016 10:00,427,287,140,6,15,wolkig
1/23/2016 11:00,460,310,150,6,15,wolkig
1/23/2016 12:00,501,329,172,7,17,wolkig
1/23/2016 13:00,534,308,226,7,24,wolkig
1/23/2016 14:00,509,288,221,6,17,wolkig
1/23/2016 15:00,477,241,236,6,17,wolkig
1/23/2016 16:00,380,164,216,6,11,wolkig
1/23/2016 17:00,381,148,233,6,13,Regen
1/23/2016 18:00,458,223,235,6,13,Regen
1/23/2016 19:00,395,183,212,6,13,wolkig
1/23/2016 20:00,375,225,150,6,11,wolkig
1/23/2016 21:00,295,191,104,6,9,wolkig
1/23/2016 22:00,210,105,105,6,11,wolkig
1/23/2016 23:00,236,92,144,6,9,wolkig
1/24/2016 0:00,218,89,129,5,7,wolkig
1/24/2016 1:00,199,62,137,5,9,wolkig
1/24/2016 2:00,148,43,105,5,6,
1/24/2016 3:00,99,24,75,4,6,Klarer Himmel
1/24/2016 4:00,74,26,48,4,7,Klarer Himmel
1/24/2016 5:00,48,11,37,5,9,Klarer Himmel
1/24/2016 6:00,30,14,16,4,9,Klarer Himmel
1/24/2016 7:00,34,23,11,4,7,wolkig
1/24/2016 8:00,66,41,25,4,7,Klarer Himmel
1/24/2016 9:00,212,178,34,4,11,Regen
1/24/2016 10:00,273,197,76,6,13,wolkig
1/24/2016 11:00,197,114,83,6,13,wolkig
1/24/2016 12:00,256,133,123,7,15,wolkig
1/24/2016 13:00,267,132,135,6,13,wolkig
1/24/2016 14:00,282,154,128,7,15,Regen
1/24/2016 15:00,279,143,136,7,13,Regen
1/24/2016 16:00,297,157,140,7,11,Regen
1/24/2016 17:00,268,108,160,7,7,Regen
1/24/2016 18:00,311,139,172,7,9,Regen
1/24/2016 19:00,285,102,183,7,9,Regen
1/24/2016 20:00,186,69,117,8,11,Regen
1/24/2016 21:00,165,71,94,8,13,wolkig
1/24/2016 22:00,182,52,130,9,17,wolkig
1/24/2016 23:00,92,39,53,9,15,wolkig
1/25/2016 0:00,60,23,37,9,15,wolkig
1/25/2016 1:00,25,11,14,9,15,wolkig
1/25/2016 2:00,6,4,2,9,15,wolkig
1/25/2016 3:00,7,4,3,9,15,wolkig
1/25/2016 4:00,16,13,3,9,15,wolkig
1/25/2016 5:00,45,37,8,9,11,wolkig
1/25/2016 6:00,144,105,39,9,11,wolkig
1/25/2016 7:00,644,442,202,9,6,wolkig
1/25/2016 8:00,1016,631,385,9,4,wolkig
1/25/2016 9:00,824,468,356,10,6,wolkig
1/25/2016 10:00,792,432,360,10,9,wolkig
1/25/2016 11:00,823,372,451,12,13,wolkig
1/25/2016 12:00,812,404,408,13,15,wolkig
1/25/2016 13:00,1000,517,483,13,19,wolkig
1/25/2016 14:00,917,457,460,13,17,wolkig
1/25/2016 15:00,1156,646,510,13,17,Klarer Himmel
1/25/2016 16:00,1206,668,538,12,13,Klarer Himmel
1/25/2016 17:00,1370,649,721,11,13,Klarer Himmel
1/25/2016 18:00,1062,485,577,10,11,Klarer Himmel
1/25/2016 19:00,895,393,502,8,9,Klarer Himmel
1/25/2016 20:00,571,224,347,9,9,Klarer Himmel
1/25/2016 21:00,374,169,205,11,15,Klarer Himmel
1/25/2016 22:00,352,133,219,11,24,wolkig
1/25/2016 23:00,154,64,90,11,17,wolkig
1/26/2016 0:00,90,24,66,11,17,wolkig
1/26/2016 1:00,34,9,25,11,20,wolkig
1/26/2016 2:00,19,5,14,11,20,wolkig
1/26/2016 3:00,15,6,9,10,20,wolkig
1/26/2016 4:00,16,8,8,10,20,wolkig
1/26/2016 5:00,58,38,20,10,20,wolkig
1/26/2016 6:00,160,108,52,9,17,wolkig
1/26/2016 7:00,796,495,301,9,13,teilweise bewölkt
1/26/2016 8:00,1084,659,425,9,11,Klarer Himmel
1/26/2016 9:00,990,552,438,9,7,wolkig
1/26/2016 10:00,957,549,408,10,15,wolkig
1/26/2016 11:00,1034,503,531,10,20,wolkig
1/26/2016 12:00,1001,527,474,11,19,wolkig
1/26/2016 13:00,940,446,494,10,17,Regen
1/26/2016 14:00,756,292,464,11,19,wolkig
1/26/2016 15:00,1058,546,512,11,26,wolkig
1/26/2016 16:00,1116,610,506,11,26,wolkig
1/26/2016 17:00,1230,631,599,11,22,wolkig
1/26/2016 18:00,1075,502,573,10,28,Klarer Himmel
1/26/2016 19:00,964,502,462,10,30,wolkig
1/26/2016 20:00,513,219,294,9,30,Regen
1/26/2016 21:00,441,149,292,9,28,Regen
1/26/2016 22:00,368,124,244,9,32,Regen
1/26/2016 23:00,210,74,136,9,33,Regen
1/27/2016 0:00,85,29,56,9,32,Regen
1/27/2016 1:00,55,13,42,9,28,wolkig
1/27/2016 2:00,17,6,11,10,24,wolkig
1/27/2016 3:00,5,3,2,10,28,wolkig
1/27/2016 4:00,16,13,3,10,30,wolkig
1/27/2016 5:00,46,32,14,10,32,wolkig
1/27/2016 6:00,136,106,30,11,33,wolkig
1/27/2016 7:00,659,420,239,11,30,wolkig
1/27/2016 8:00,1108,651,457,11,30,wolkig
1/27/2016 9:00,900,495,405,11,28,wolkig
1/27/2016 10:00,758,442,316,10,32,Regen
1/27/2016 11:00,697,365,332,10,26,Regen
1/27/2016 12:00,832,459,373,10,30,wolkig
1/27/2016 13:00,826,445,381,11,28,wolkig
1/27/2016 14:00,809,422,387,11,28,wolkig
1/27/2016 15:00,860,419,441,12,26,wolkig
1/27/2016 16:00,890,437,453,12,26,wolkig
1/27/2016 17:00,1145,594,551,12,32,wolkig
1/27/2016 18:00,933,405,528,12,28,wolkig
1/27/2016 19:00,784,416,368,11,26,wolkig
1/27/2016 20:00,593,262,331,10,24,Regen
1/27/2016 21:00,366,168,198,10,28,Regen
1/27/2016 22:00,393,144,249,10,28,Regen
1/27/2016 23:00,234,112,122,10,26,Regen
1/28/2016 0:00,162,53,109,10,26,Regen
1/28/2016 1:00,97,21,76,10,26,Regen
1/28/2016 2:00,51,18,33,8,24,Regen
1/28/2016 3:00,39,8,31,8,22,Regen
1/28/2016 4:00,33,7,26,7,19,wolkig
1/28/2016 5:00,51,33,18,7,22,wolkig
1/28/2016 6:00,124,94,30,7,20,wolkig
1/28/2016 7:00,645,401,244,6,19,teilweise bewölkt
1/28/2016 8:00,940,557,383,5,17,teilweise bewölkt
1/28/2016 9:00,847,487,360,6,19,teilweise bewölkt
1/28/2016 10:00,893,565,328,7,28,teilweise bewölkt
1/28/2016 11:00,890,437,453,7,30,teilweise bewölkt
1/28/2016 12:00,905,469,436,8,24,teilweise bewölkt
1/28/2016 13:00,1049,499,550,8,26,teilweise bewölkt
1/28/2016 14:00,963,480,483,8,22,teilweise bewölkt
1/28/2016 15:00,1083,583,500,8,20,teilweise bewölkt
1/28/2016 16:00,1067,553,514,7,17,teilweise bewölkt
1/28/2016 17:00,1160,590,570,6,13,Klarer Himmel
1/28/2016 18:00,997,484,513,5,11,Klarer Himmel
1/28/2016 19:00,858,361,497,5,13,Klarer Himmel
1/28/2016 20:00,514,245,269,5,15,Klarer Himmel
1/28/2016 21:00,379,190,189,4,13,Klarer Himmel
1/28/2016 22:00,374,154,220,4,11,Klarer Himmel
1/28/2016 23:00,242,91,151,4,15,Klarer Himmel
1/29/2016 0:00,148,52,96,4,13,Klarer Himmel
1/29/2016 1:00,63,16,47,4,17,Klarer Himmel
1/29/2016 2:00,35,17,18,4,20,Klarer Himmel
1/29/2016 3:00,16,7,9,5,20,Klarer Himmel
1/29/2016 4:00,21,15,6,5,28,wolkig
1/29/2016 5:00,39,28,11,5,22,wolkig
1/29/2016 6:00,112,87,25,6,24,wolkig
1/29/2016 7:00,576,376,200,6,28,wolkig
1/29/2016 8:00,892,507,385,6,26,wolkig
1/29/2016 9:00,748,475,273,7,28,wolkig
1/29/2016 10:00,788,464,324,7,30,wolkig
1/29/2016 11:00,781,415,366,8,33,wolkig
1/29/2016 12:00,819,435,384,8,32,wolkig
1/29/2016 13:00,812,387,425,9,33,wolkig
1/29/2016 14:00,744,376,368,9,32,wolkig
1/29/2016 15:00,733,396,337,9,39,wolkig
1/29/2016 16:00,691,359,332,9,33,wolkig
1/29/2016 17:00,688,348,340,9,33,wolkig
1/29/2016 18:00,696,330,366,9,33,wolkig
1/29/2016 19:00,511,258,253,9,30,wolkig
1/29/2016 20:00,485,230,255,8,32,wolkig
1/29/2016 21:00,308,144,164,9,32,Regen
1/29/2016 22:00,262,122,140,9,30,wolkig
1/29/2016 23:00,250,96,154,9,33,Regen
1/30/2016 0:00,210,93,117,9,32,Regen
1/30/2016 1:00,192,81,111,9,35,Regen
1/30/2016 2:00,135,40,95,9,35,wolkig
1/30/2016 3:00,85,24,61,9,41,wolkig
1/30/2016 4:00,53,18,35,8,32,Regen
1/30/2016 5:00,39,13,26,8,28,Regen
1/30/2016 6:00,22,14,8,8,32,Regen
1/30/2016 7:00,76,58,18,8,37,Regen
1/30/2016 8:00,151,96,55,9,33,Regen
1/30/2016 9:00,262,203,59,9,33,Regen
1/30/2016 10:00,218,149,69,9,33,Regen
1/30/2016 11:00,215,142,73,8,33,Regen
1/30/2016 12:00,223,137,86,8,24,Regen
1/30/2016 13:00,205,112,93,7,17,Regen
1/30/2016 14:00,247,99,148,7,32,Regen
1/30/2016 15:00,223,111,112,7,19,Regen
1/30/2016 16:00,192,81,111,6,19,wolkig
1/30/2016 17:00,258,114,144,6,20,wolkig
1/30/2016 18:00,283,120,163,5,20,wolkig
1/30/2016 19:00,352,187,165,4,22,teilweise bewölkt
1/30/2016 20:00,310,173,137,4,19,Klarer Himmel
1/30/2016 21:00,212,118,94,4,22,teilweise bewölkt
1/30/2016 22:00,173,54,119,4,22,Klarer Himmel
1/30/2016 23:00,144,53,91,4,30,teilweise bewölkt
1/31/2016 0:00,217,96,121,3,22,teilweise bewölkt
1/31/2016 1:00,145,62,83,3,22,teilweise bewölkt
1/31/2016 2:00,119,34,85,3,24,Klarer Himmel
1/31/2016 3:00,65,18,47,3,24,Klarer Himmel
1/31/2016 4:00,51,26,25,3,24,Klarer Himmel
1/31/2016 5:00,38,19,19,3,28,teilweise bewölkt
1/31/2016 6:00,22,15,7,3,22,Klarer Himmel
1/31/2016 7:00,29,16,13,3,22,Klarer Himmel
1/31/2016 8:00,65,38,27,3,26,Klarer Himmel
1/31/2016 9:00,182,148,34,4,22,Klarer Himmel
1/31/2016 10:00,260,204,56,4,22,Klarer Himmel
1/31/2016 11:00,225,136,89,5,24,Klarer Himmel
1/31/2016 12:00,253,165,88,6,24,wolkig
1/31/2016 13:00,296,155,141,5,20,wolkig
1/31/2016 14:00,338,175,163,6,20,Regen
1/31/2016 15:00,227,129,98,5,15,Regen
1/31/2016 16:00,293,146,147,5,11,Regen
1/31/2016 17:00,340,159,181,5,9,Regen
1/31/2016 18:00,249,104,145,5,9,Regen
1/31/2016 19:00,292,130,162,5,9,Regen
1/31/2016 20:00,204,65,139,6,7,Regen
1/31/2016 21:00,165,64,101,6,9,wolkig
1/31/2016 22:00,148,49,99,8,22,wolkig
1/31/2016 23:00,77,25,52,9,19,Regen
2/1/2016 0:00,38,13,25,9,20,wolkig
2/1/2016 1:00,25,14,11,9,13,Regen
2/1/2016 2:00,9,6,3,9,15,wolkig
2/1/2016 3:00,8,3,5,10,17,Regen
2/1/2016 4:00,17,13,4,10,20,Regen
2/1/2016 5:00,38,24,14,11,28,Regen
2/1/2016 6:00,115,83,32,11,28,wolkig
2/1/2016 7:00,544,384,160,11,26,Regen
2/1/2016 8:00,883,576,307,11,33,Regen
2/1/2016 9:00,749,454,295,11,28,Regen
2/1/2016 10:00,615,344,271,11,32,Regen
2/1/2016 11:00,683,308,375,11,30,Regen
2/1/2016 12:00,643,339,304,11,39,wolkig
2/1/2016 13:00,825,424,401,11,37,wolkig
2/1/2016 14:00,723,374,349,11,44,wolkig
2/1/2016 15:00,938,459,479,12,39,wolkig
2/1/2016 16:00,961,503,458,11,35,wolkig
2/1/2016 17:00,1126,542,584,11,33,Regen
2/1/2016 18:00,854,375,479,11,30,wolkig
2/1/2016 19:00,707,308,399,11,33,wolkig
2/1/2016 20:00,459,186,273,11,32,wolkig
2/1/2016 21:00,362,154,208,11,37,wolkig
2/1/2016 22:00,241,88,153,11,37,Regen
2/1/2016 23:00,162,49,113,12,35,wolkig
2/2/2016 0:00,78,26,52,10,37,Regen
2/2/2016 1:00,34,11,23,11,33,Regen
2/2/2016 2:00,23,3,20,11,32,wolkig
2/2/2016 3:00,7,4,3,10,33,wolkig
2/2/2016 4:00,19,11,8,10,43,teilweise bewölkt
2/2/2016 5:00,37,23,14,10,26,wolkig
2/2/2016 6:00,132,83,49,10,33,wolkig
2/2/2016 7:00,599,397,202,9,33,wolkig
2/2/2016 8:00,954,565,389,10,41,wolkig
2/2/2016 9:00,874,533,341,10,32,wolkig
2/2/2016 10:00,828,488,340,10,33,wolkig
2/2/2016 11:00,839,445,394,10,35,Regen
2/2/2016 12:00,908,531,377,8,50,Regen
2/2/2016 13:00,775,356,419,7,39,Regen
2/2/2016 14:00,748,365,383,8,32,Regen
2/2/2016 15:00,813,399,414,6,24,Regen
2/2/2016 16:00,860,423,437,7,20,teilweise bewölkt
2/2/2016 17:00,1070,536,534,7,28,wolkig
2/2/2016 18:00,868,430,438,7,28,wolkig
2/2/2016 19:00,810,385,425,7,37,teilweise bewölkt
2/2/2016 20:00,488,201,287,7,33,teilweise bewölkt
2/2/2016 21:00,384,153,231,7,33,wolkig
2/2/2016 22:00,319,109,210,7,33,Klarer Himmel
2/2/2016 23:00,199,73,126,7,30,Klarer Himmel
2/3/2016 0:00,73,30,43,6,30,teilweise bewölkt
2/3/2016 1:00,55,16,39,6,28,Klarer Himmel
2/3/2016 2:00,35,8,27,5,24,Klarer Himmel
2/3/2016 3:00,13,3,10,5,22,teilweise bewölkt
2/3/2016 4:00,17,14,3,4,20,teilweise bewölkt
2/3/2016 5:00,41,24,17,4,22,wolkig
2/3/2016 6:00,158,114,44,4,20,teilweise bewölkt
2/3/2016 7:00,691,490,201,4,17,teilweise bewölkt
2/3/2016 8:00,1004,627,377,4,15,teilweise bewölkt
2/3/2016 9:00,928,635,293,4,26,wolkig
2/3/2016 10:00,932,578,354,5,28,wolkig
2/3/2016 11:00,977,534,443,6,32,wolkig
2/3/2016 12:00,922,489,433,7,33,teilweise bewölkt
2/3/2016 13:00,946,459,487,7,32,teilweise bewölkt
2/3/2016 14:00,904,464,440,6,24,teilweise bewölkt
2/3/2016 15:00,939,434,505,5,30,teilweise bewölkt
2/3/2016 16:00,1016,526,490,4,24,wolkig
2/3/2016 17:00,1183,561,622,4,28,wolkig
2/3/2016 18:00,966,452,514,5,26,wolkig
2/3/2016 19:00,935,431,504,4,26,wolkig
2/3/2016 20:00,600,234,366,4,26,wolkig
2/3/2016 21:00,449,130,319,3,17,teilweise bewölkt
2/3/2016 22:00,477,201,276,3,17,teilweise bewölkt
2/3/2016 23:00,328,137,191,2,19,teilweise bewölkt
2/4/2016 0:00,196,91,105,3,19,teilweise bewölkt
2/4/2016 1:00,159,89,70,3,15,teilweise bewölkt
2/4/2016 2:00,110,82,28,2,19,teilweise bewölkt
2/4/2016 3:00,62,41,21,3,19,wolkig
2/4/2016 4:00,40,31,9,3,15,Klarer Himmel
2/4/2016 5:00,57,40,17,3,19,wolkig
2/4/2016 6:00,135,88,47,3,19,wolkig
2/4/2016 7:00,648,437,211,3,17,wolkig
2/4/2016 8:00,867,574,293,4,17,Regen
2/4/2016 9:00,732,474,258,3,19,Regen
2/4/2016 10:00,612,363,249,3,15,Regen
2/4/2016 11:00,683,378,305,4,15,Regen
2/4/2016 12:00,653,344,309,4,19,Regen
2/4/2016 13:00,613,318,295,3,13,Regen
2/4/2016 14:00,633,307,326,3,9,Regen
2/4/2016 15:00,749,387,362,3,6,Regen
2/4/2016 16:00,846,467,379,4,4,wolkig
2/4/2016 17:00,949,509,440,3,6,wolkig
2/4/2016 18:00,819,439,380,3,9,wolkig
2/4/2016 19:00,701,344,357,3,11,wolkig
2/4/2016 20:00,490,224,266,3,11,wolkig
2/4/2016 21:00,376,175,201,4,11,wolkig
2/4/2016 22:00,302,132,170,4,11,wolkig
2/4/2016 23:00,250,90,160,4,11,wolkig
2/5/2016 0:00,121,34,87,4,7,wolkig
2/5/2016 1:00,94,38,56,4,11,wolkig
2/5/2016 2:00,32,4,28,4,7,wolkig
2/5/2016 3:00,41,6,35,4,9,wolkig
2/5/2016 4:00,35,15,20,4,11,wolkig
2/5/2016 5:00,39,25,14,4,11,Regen
2/5/2016 6:00,112,70,42,4,11,Regen
2/5/2016 7:00,554,376,178,4,15,Regen
2/5/2016 8:00,744,499,245,4,13,Regen
2/5/2016 9:00,606,400,206,5,13,wolkig
2/5/2016 10:00,540,298,242,6,15,Regen
2/5/2016 11:00,550,299,251,6,13,wolkig
2/5/2016 12:00,605,327,278,8,17,wolkig
2/5/2016 13:00,762,403,359,8,15,wolkig
2/5/2016 14:00,716,371,345,10,15,wolkig
2/5/2016 15:00,717,358,359,10,15,wolkig
2/5/2016 16:00,666,342,324,10,15,wolkig
2/5/2016 17:00,684,330,354,9,15,wolkig
2/5/2016 18:00,631,302,329,10,17,wolkig
2/5/2016 19:00,548,275,273,9,13,wolkig
2/5/2016 20:00,493,233,260,9,13,Regen
2/5/2016 21:00,362,159,203,9,15,wolkig
2/5/2016 22:00,297,122,175,9,11,Regen
2/5/2016 23:00,315,153,162,9,13,wolkig
2/6/2016 0:00,193,80,113,10,15,wolkig
2/6/2016 1:00,152,54,98,9,13,wolkig
2/6/2016 2:00,105,61,44,10,15,wolkig
2/6/2016 3:00,84,45,39,9,11,wolkig
2/6/2016 4:00,64,31,33,9,13,wolkig
2/6/2016 5:00,61,27,34,8,11,teilweise bewölkt
2/6/2016 6:00,37,22,15,8,9,wolkig
2/6/2016 7:00,94,58,36,7,11,wolkig
2/6/2016 8:00,217,161,56,8,19,wolkig
2/6/2016 9:00,391,299,92,8,17,wolkig
2/6/2016 10:00,346,236,110,9,19,wolkig
2/6/2016 11:00,503,312,191,9,19,wolkig
2/6/2016 12:00,499,297,202,10,15,wolkig
2/6/2016 13:00,536,286,250,10,24,wolkig
2/6/2016 14:00,546,273,273,10,17,wolkig
2/6/2016 15:00,453,160,293,11,15,wolkig
2/6/2016 16:00,477,232,245,11,19,wolkig
2/6/2016 17:00,735,442,293,10,13,Klarer Himmel
2/6/2016 18:00,438,190,248,9,13,Klarer Himmel
2/6/2016 19:00,515,273,242,9,15,Klarer Himmel
2/6/2016 20:00,404,234,170,9,17,Klarer Himmel
2/6/2016 21:00,201,122,79,8,11,Klarer Himmel
2/6/2016 22:00,212,112,100,9,11,Klarer Himmel
2/6/2016 23:00,218,99,119,8,15,Klarer Himmel
2/7/2016 0:00,208,82,126,8,17,Klarer Himmel
2/7/2016 1:00,131,35,96,8,17,Klarer Himmel
2/7/2016 2:00,133,31,102,9,15,Klarer Himmel
2/7/2016 3:00,82,16,66,9,19,Klarer Himmel
2/7/2016 4:00,72,22,50,9,17,Klarer Himmel
2/7/2016 5:00,34,9,25,10,19,Klarer Himmel
2/7/2016 6:00,28,13,15,10,20,Klarer Himmel
2/7/2016 7:00,36,20,16,10,20,Regen
2/7/2016 8:00,60,40,20,11,20,wolkig
2/7/2016 9:00,281,226,55,11,24,Regen
2/7/2016 10:00,252,185,67,9,19,wolkig
2/7/2016 11:00,206,131,75,10,22,wolkig
2/7/2016 12:00,269,140,129,10,32,wolkig
2/7/2016 13:00,329,132,197,10,28,wolkig
2/7/2016 14:00,371,172,199,10,28,wolkig
2/7/2016 15:00,363,175,188,9,22,wolkig
2/7/2016 16:00,367,182,185,9,24,wolkig
2/7/2016 17:00,439,233,206,9,22,teilweise bewölkt
2/7/2016 18:00,395,202,193,8,24,teilweise bewölkt
2/7/2016 19:00,360,147,213,8,24,Klarer Himmel
2/7/2016 20:00,262,92,170,8,20,Klarer Himmel
2/7/2016 21:00,174,78,96,7,20,Klarer Himmel
2/7/2016 22:00,167,83,84,7,22,Klarer Himmel
2/7/2016 23:00,117,57,60,7,26,Klarer Himmel
2/8/2016 0:00,60,19,41,6,24,Klarer Himmel
2/8/2016 1:00,35,21,14,7,26,Klarer Himmel
2/8/2016 2:00,38,16,22,7,26,teilweise bewölkt
2/8/2016 3:00,20,8,12,8,28,wolkig
2/8/2016 4:00,126,76,50,8,32,wolkig
2/8/2016 5:00,52,24,28,8,33,Regen
2/8/2016 6:00,49,30,19,8,35,Regen
2/8/2016 7:00,90,53,37,7,28,Regen
2/8/2016 8:00,154,86,68,8,30,wolkig
2/8/2016 9:00,153,90,63,9,26,wolkig
2/8/2016 10:00,189,107,82,9,24,Regen
2/8/2016 11:00,244,145,99,10,39,Regen
2/8/2016 12:00,294,159,135,10,35,wolkig
2/8/2016 13:00,267,150,117,9,39,Regen
2/8/2016 14:00,275,163,112,9,33,wolkig
2/8/2016 15:00,280,153,127,9,39,wolkig
2/8/2016 16:00,280,133,147,9,39,wolkig
2/8/2016 17:00,292,148,144,9,37,wolkig
2/8/2016 18:00,252,120,132,8,39,Regen
2/8/2016 19:00,173,65,108,7,39,Regen
2/8/2016 20:00,181,68,113,7,43,Regen
2/8/2016 21:00,103,37,66,8,46,Regen
2/8/2016 22:00,118,38,80,7,41,Regen
2/8/2016 23:00,77,23,54,7,43,Regen
2/9/2016 0:00,46,15,31,7,43,Regen
2/9/2016 1:00,23,10,13,7,41,Regen
2/9/2016 2:00,15,4,11,7,35,wolkig
2/9/2016 3:00,5,3,2,7,39,wolkig
2/9/2016 4:00,13,10,3,6,32,Regen
2/9/2016 5:00,34,23,11,7,30,teilweise bewölkt
2/9/2016 6:00,100,69,31,7,32,wolkig
2/9/2016 7:00,479,322,157,7,30,
2/9/2016 8:00,685,430,255,6,24,Regen
2/9/2016 9:00,701,419,282,7,15,wolkig
2/9/2016 10:00,607,385,222,7,19,wolkig
2/9/2016 11:00,725,410,315,8,17,wolkig
2/9/2016 12:00,688,352,336,8,13,wolkig
2/9/2016 13:00,552,259,293,6,19,Regen
2/9/2016 14:00,443,229,214,4,13,Regen
2/9/2016 15:00,480,240,240,5,11,Regen
2/9/2016 16:00,588,300,288,5,11,Regen
2/9/2016 17:00,684,323,361,6,13,wolkig
2/9/2016 18:00,615,293,322,8,33,Regen
2/9/2016 19:00,528,225,303,1,37,Schnee
2/9/2016 20:00,338,167,171,0,32,Schnee
2/9/2016 21:00,236,100,136,1,22,Schnee
2/9/2016 22:00,216,69,147,2,26,teilweise bewölkt
2/9/2016 23:00,112,44,68,3,22,wolkig
2/10/2016 0:00,76,23,53,4,24,teilweise bewölkt
2/10/2016 1:00,24,6,18,4,24,teilweise bewölkt
2/10/2016 2:00,23,8,15,3,19,teilweise bewölkt
2/10/2016 3:00,11,6,5,4,22,wolkig
2/10/2016 4:00,11,8,3,4,20,wolkig
2/10/2016 5:00,31,20,11,4,17,wolkig
2/10/2016 6:00,101,74,27,1,19,Schnee
2/10/2016 7:00,511,361,150,1,15,Schnee
2/10/2016 8:00,788,511,277,2,11,wolkig
2/10/2016 9:00,707,432,275,3,17,wolkig
2/10/2016 10:00,705,437,268,4,17,wolkig
2/10/2016 11:00,621,338,283,4,17,Regen
2/10/2016 12:00,706,364,342,5,20,wolkig
2/10/2016 13:00,665,315,350,5,24,wolkig
2/10/2016 14:00,612,311,301,6,24,wolkig
2/10/2016 15:00,825,490,335,6,17,wolkig
2/10/2016 16:00,860,476,384,6,19,Regen
2/10/2016 17:00,823,437,386,5,19,Regen
2/10/2016 18:00,682,352,330,5,20,Regen
2/10/2016 19:00,778,371,407,5,20,wolkig
2/10/2016 20:00,494,256,238,5,20,wolkig
2/10/2016 21:00,291,107,184,5,26,wolkig
2/10/2016 22:00,372,152,220,4,20,wolkig
2/10/2016 23:00,213,95,118,3,20,teilweise bewölkt
2/11/2016 0:00,126,49,77,4,20,teilweise bewölkt
2/11/2016 1:00,99,27,72,4,20,wolkig
2/11/2016 2:00,41,5,36,4,19,Klarer Himmel
2/11/2016 3:00,45,9,36,4,17,Klarer Himmel
2/11/2016 4:00,28,11,17,3,17,wolkig
2/11/2016 5:00,44,29,15,3,17,wolkig
2/11/2016 6:00,136,92,44,3,20,wolkig
2/11/2016 7:00,706,488,218,3,17,wolkig
2/11/2016 8:00,844,512,332,4,17,teilweise bewölkt
2/11/2016 9:00,749,512,237,4,17,teilweise bewölkt
2/11/2016 10:00,736,439,297,5,20,teilweise bewölkt
2/11/2016 11:00,704,409,295,6,19,teilweise bewölkt
2/11/2016 12:00,691,394,297,6,26,teilweise bewölkt
2/11/2016 13:00,915,514,401,6,28,teilweise bewölkt
2/11/2016 14:00,915,473,442,7,24,teilweise bewölkt
2/11/2016 15:00,857,409,448,7,24,teilweise bewölkt
2/11/2016 16:00,904,456,448,6,15,teilweise bewölkt
2/11/2016 17:00,971,474,497,6,9,wolkig
2/11/2016 18:00,850,407,443,4,7,wolkig
2/11/2016 19:00,798,369,429,4,7,wolkig
2/11/2016 20:00,499,236,263,4,7,wolkig
2/11/2016 21:00,311,138,173,3,6,wolkig
2/11/2016 22:00,322,145,177,2,4,wolkig
2/11/2016 23:00,236,79,157,4,6,wolkig
2/12/2016 0:00,126,30,96,3,4,wolkig
2/12/2016 1:00,84,32,52,3,7,wolkig
2/12/2016 2:00,22,12,10,1,4,teilweise bewölkt
2/12/2016 3:00,27,9,18,2,6,wolkig
2/12/2016 4:00,35,9,26,2,6,Nebel
2/12/2016 5:00,45,27,18,1,4,wolkig
2/12/2016 6:00,128,95,33,1,4,wolkig
2/12/2016 7:00,644,438,206,1,4,Nebel
2/12/2016 8:00,757,500,257,2,6,wolkig
2/12/2016 9:00,697,465,232,2,6,wolkig
2/12/2016 10:00,652,408,244,3,6,wolkig
2/12/2016 11:00,653,331,322,4,15,wolkig
2/12/2016 12:00,733,374,359,5,9,wolkig
2/12/2016 13:00,987,562,425,6,11,wolkig
2/12/2016 14:00,711,327,384,6,11,wolkig
2/12/2016 15:00,894,465,429,6,7,wolkig
2/12/2016 16:00,789,423,366,5,6,teilweise bewölkt
2/12/2016 17:00,837,437,400,4,6,wolkig
2/12/2016 18:00,683,327,356,3,6,teilweise bewölkt
2/12/2016 19:00,649,368,281,2,7,teilweise bewölkt
2/12/2016 20:00,519,289,230,1,6,Klarer Himmel
