vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,igo,ago,t,sv,lv,anzahl_beteiligte,fg,rf,helm,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,kennz_01,2,kennz_02,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,urs_02,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,02_alter_in_jahren,bemerkungen,kinder,18_24,senioren
Wienburgstraße,4,fr,9/9/2016,8:30,5,X,,,,,,1,,,,,,,1,1,,,21,te,44,st,,551,,37,,,,,,21,,,,,
Danziger Freiheit,Warendorfer Straße,di,9/27/2016,20:15,2,,,,,1,,2,,1,n,,,,1,,,,71,,21,ms,,301,,10,,,,2/3,,68,52,,,,
Lippstädter Straße,1 Parkhaus,fr,9/30/2016,16:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,st,,703,,49,,,,,,F,,,,,
Am Angelkamp,Umgehungsstraße,so,9/29/2016,9:30,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,342,,28,,,,,,80,53,,,,
Grevener Straße,Am Max-Klemens-Kanal,do,9/29/2016,9:40,3,,,,,,1,2,,1,j,,,,1,,,,21,st,71,,,342,,28,,,,,,53,82,,,,
B 54 ,"FR  MS km 0,4",sa,9/24/2016,20:45,3,,,,,,2,2,,,,,,,2,,,,21,un,21,so,,611,,14,49,,,2,,19,30,,,,
Sudmühlenstraße,kurz vor Havichhorster Mühle FR Schifff.,fr,9/16/2016,7:00,5,X,,,,,,2,,,,,,,2,,,,21,st,21,ms,,681,,9,17,,,1,1,F,,,,,
Alter Steinweg,21 Parkhaus,fr,9/23/2016,10:45,5,X,,,,,,2,,,,,,,2,,,,21,w,21,ms,,703,,14,,,,,,63,,,,,
Heisstraße,10,do,9/15/2016,9:00,5,X,,,,,,1,,,,,,,,1,,,40,wi,,,,141,,49,,,,,,45,,,,,
Manfred-von-Richthofen-Straße,31,sa,9/24/2016,14:30,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,mi,,711,,36,,,,,,23,,,,,
Patronatsstraße,Beaugencyplatz,fr,9/16/2016,20:15,5,X,,,,,,2,,,,,,,1,,,1,92,,21,waf,,799,,49,,,,,,F,,,,,
Ferdinand-Freiligrath-Straße,,do,10/13/2016,21:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,an,,501,,49,,,,,,F,,,,,
Hafenstraße,Junkerstraße,mi,10/19/2016,19:00,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,nor,,651,,26,,,,2/3,1,55,,,,,
Sternstraße,22,mo,10/17/2016,21:15,5,X,,,,,,2,,,,,,,1,1,,,40,ms,21,noh,,799,,49,,,,2/3,,20,,,,,
Umgehungsstraße,Kanalbrücke FR Albersloher Weg,mi,10/19/2016,15:40,5,,a,,,,,2,,,,,,,2,,,,21,dau,21,coe,,699,,37,,,,,1,47,,,,,
Robert-Bosch-Straße,21 Parkplatz,di,10/4/2016,14:50,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,waf,,703,,49,,,,,,72,,,,,
Handorfer Straße,Kötterstraße,so,9/25/2016,7:15,5,X,,,,,,1,,,,,,,,1,,,44,waf,,,,799,,14,,,,,,51,,,,,
Wienburgstraße,60-62,mi,10/5/2016,6:00,5,X,,,,,,2,,,,,,,1,1,,,40,,21,ms,,799,,49,,,,,,F,,,,,
Hoher Heckenweg,An der Meerwiese,mi,9/14/2016,18:57,3,,,,,,2,2,,1,n,,,,1,,,,71,,21,ms,,343,,31,49,,,,,10,49,,,,
Grüner Grund,Sentmaringer Weg,mi,9/14/2016,12:50,5,,a,,,,,2,,,,,,,1,1,,,40,wi,21,ms,,594,,34,,,,,,37,,,,,
Langestraße,55,di,9/13/2016,15:30,5,X,,,,,,2,,1,n,,,,1,,,,21,os,71,,,711,,36,,,,,,F,,Schulweg,,,
Niedersachsenring,28,mo,9/12/2016,10:40,2,,,,,1,1,3,,1,n,,,,1,1,,,21,ms,71,,,343,,52,49,,,,,80,79,,,,
Marktallee,Patronatsstraße,mo,9/5/2016,11:30,5,X,,,,,,1,,,,,,,,1,,,51,su,,,,799,,49,,,,,,51,,,,,
Hafenweg,26 Parkplatz,so,9/11/2016,19:30,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,coe,,703,,14,,,,,,19,,,,,
Robert-Bosch-Straße,5,do,10/20/2016,10:08,3,,,,,,1,2,,,,,,,,2,,,44,ms,40,re,,681,,49,,,,,,67,28,,,,
Kappenberger Damm,73,mo,9/26/2016,8:47,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ham,,501,,49,,,,,,F,,,,,
Manfred-von-Richthofen-Straße,56 Parkplatz,mo,9/12/2016,18:08,5,X,,,,,,2,,,,,,,1,,,1,92,,21,st,,703,,49,,,,2/3,,F,,,,,
Haus Uhlenkotten,28 Parkplatz,do,9/22/2016,12:15,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,75,,,,,
Eisenbahnstraße,11,fr,9/16/2016,20:20,5,X,,,,,,2,,,,,,,2,,,,21,st,21,waf,,631,,26,,,,2/3,,18,,,,,
Mauritzstraße,Asche,di,9/27/2016,16:58,2,,,,,1,,2,,,,,1,,1,,,,21,waf,01,,,211,,35,,,,,,47,49,,,,
Am Kreuztor,Breul,sa,10/1/2016,12:00,3,X,,,,,1,2,,2,n,,,,,,,,71,,71,,,202,,22,,,,,,F,80,,,,
Georgskommende,Parkhaus UKM,sa,9/10/2016,18:00,5,X,,,,,,2,,,,,,,2,,,,21,st,21,lp,,703,,49,,,,,,52,,,,,
Sprakeler Straße,???,mi,10/5/2016,12:45,3,,,,,,2,3,,,,,,,3,,,,21,ms,21,ms,,201,,49,,,,,,58,34,,,,
Kesslerweg,38 Parkstreifen,di,9/6/2016,7:20,5,X,,,,,,2,,,,,,,1,1,,,46,os,21,waf,,799,,49,,,,,,26,,,,,
Frauenstraße,44,mo,9/26/2016,15:09,5,X,,,,,,2,,1,,,,,,1,,,44,st,71,,,799,,49,,,,,,41,,,,,
Hafenweg,31,mi,9/14/2016,14:45,3,,,,,,1,3,,1,,,,,1,,,1,93,,71,,,799,,69,,,,,,,49,,,,
Dülmener Straße,33,mi,9/14/2016,15:40,5,,a,,,,,2,,,,,,,2,,,,21,coe,21,ms,,581,,45,,,,,,45,,,,,
Marktallee,20 Parkplatz,mi,9/21/2016,11:45,5,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,703,,49,,,,,,F,,,,,
Sentruper Straße,Parkplatz Franz Hitze Haus,mo,9/26/2016,9:10,5,X,,,,,,2,,,,,,,1,,,1,92,,21,du,,703,,49,,,,,,F,,,,,
Hegerskamp,32 a,so,10/2/2016,13:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,vie,,799,,49,,,,,,F,,,,,
Max-Winkelmann-Straße,Am Klosterwald,mi,9/21/2016,13:35,3,,,,,,1,2,,1,j,,,,,1,,,40,ms,71,,,321,,28,49,,,,,46,13,Schulweg,,,
Rösnerstraße,???,mi,9/21/2016,8:50,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,49,,,,,,47,,,,,
August-Schepers-Straße,Parkplatz TUS Saxonia,fr,10/14/2016,18:40,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,2/3,1,F,,,,,
Am Hof Hesselmann,10 Parkplatz,sa,10/15/2016,14:45,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ac,,799,,49,,,,,,F,,,,,
Dorbaumstraße,1 Parkplatz,sa,10/15/2016,11:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,bor,,703,,49,,,,,,F,,,,,
York-Ring,Grevener Straße,do,10/13/2016,14:50,5,X,,,,,,2,,,,,,,1,,,1,92,,21,st,,251,,36,,,,,,F,,,,,
Röschweg,21,mo,10/3/2016,19:00,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,so,,572,,36,49,,,2,,64,,,,,
Grealstraße,32,mi,10/19/2016,9:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,vie,,799,,49,,,,,,F,,,,,
Freiherr-vom-Stein-Platz,Piusallee,do,10/20/2016,18:40,3,,,,,,1,2,,,,,,,2,,,,21,ms,21,ms,,211,,32,,,,2/3,,21,27,,,,
Grevener Straße,305,sa,9/24/2016,10:19,5,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,646,,26,,,,,,F,,,,,
Dieckmannstraße,142,mi,10/5/2016,22:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,,,799,,49,,,,,,F,,,,,
An der Gräfte,6,mo,10/10/2016,8:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,waf,,799,,49,,,,,,F,,,,,
Hoher Heckenweg,168,mi,10/19/2016,15:40,3,,,,,,1,1,,,,1,,,,,,,02,,,,,141,,49,,,,,1,57,,,,,
Westhoffstraße,138 Parkplatz,sa,10/22/2016,11:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,14,49,,,,,F,,,,,
Jessingstraße,10,fr,10/21/2016,7:00,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,36,,,,1,,26,,,,,
Tegederstraße,15,sa,9/17/2016,16:40,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,799,,49,,,,,,26,,,,,
Rishon-Le-Zion-Ring,FR Waldeyerstraße Laterne Nr. 10,fr,10/21/2016,23:45,4,X,,,,,,1,,,,,,,1,,,,21,ms,,,,141,,49,,,,,,F,,,,,
Lublinring,Parkplatz,so,9/25/2016,18:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,,F,,,,,
Oberschlesier Straße,zw.Gut Insel und Inselbogen,mo,10/24/2016,7:45,5,X,,,,,,2,,,,,,,1,,,1,92,,21,bf,,501,,14,,,,,,F,,,,,
Vechtastraße,18,so,10/23/2016,19:30,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,49,,,,,,53,,,,,
Tibusstraße,22 Parkplatz,mi,10/12/2016,9:26,5,X,,,,,,2,,,,,,,1,,,1,92,,21,st,,703,,49,,,,1/3,,F,,,,,
Patronatsstraße,11,sa,10/22/2016,19:45,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,clp,,501,,49,,,,2/3,,52,,,,,
Warendorfer Straße,Zumsandeweg,mo,10/3/2016,19:10,2,,,,,1,,2,,,,,1,,1,,,,21,ms,01,,,322,,28,,,,1/3,,52,21,,,,
Hohenzollernring,97,mi,10/19/2016,10:15,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,14,49,,,,1,F,,,,,
Steinfurter Straße,Johann-Krane-Weg,sa,10/22/2016,10:03,3,,,,,,1,1,,,,,1,,,,,,01,,,,,141,,13,,,,,1,20,,,,,
Geringhoffstraße,4 Parkplatz,mo,10/24/2016,12:50,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,49,,,,,72,,,,,
Correnstraße,25 Parkplatz,fr,10/14/2016,9:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,st,,501,,49,,,,,,F,,,,,
Deventer Straße,Antwepener Straße,fr,10/14/2016,6:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,501,,49,,,,,,F,,,,,
Kanalstraße,Lublinring,mo,9/26/2016,12:16,2,,,,,1,,2,,1,n,,,,1,,,,21,st,71,,,211,,35,,,,,,80,52,,,,
An den Loddenbüschen,ggü. Lechtenbergweg,di,10/4/2016,16:00,3,,,,,,2,2,1,1,n,,,,,,,,81,,71,,,421,,65,,,,,,75,25,,,,
Friedrich-Ebert-Straße,47,do,10/20/2016,12:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,,,
Im Moorhock,79 Parkplatz,do,10/20/2016,16:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,703,,49,,,,,,F,,,,,
Albersloher Weg,14 Parkhaus Cineplex,sa,9/17/2016,22:45,5,X,,,,,,2,,,,,,,2,,,,21,st,21,clp,,703,,36,,,,2/3,,57,,,,,
Wilhelmstraße,65 Parkstreifen,di,9/27/2016,15:00,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,61,,,,,
Stellmacherweg,130,do,9/29/2016,11:00,5,,a,,,,,1,,,,,,,1,,,,21,ms,,,,102,,11,,,,,,77,,,,,
Hamburger Straße,2b,mi,9/7/2016,9:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,f,,703,,49,,,,,,F,,,,,
Dieckstraße,79 Parkplatz,mo,10/24/2016,16:30,5,X,,,,,,2,,,,,,,1,,,1,22,ms,21,ms,,703,,49,,,,,,75,,,,,
Bahnhofstraße,62,sa,9/3/2016,23:05,3,,,,,,1,2,,1,n,,,,1,,,,21,coe,71,,,601,,49,,,,2/3,,24,18,,,,
Modersohnweg,1,fr,8/19/2016,10:35,2,,,,,1,,2,,1,n,,,,,,,1,82,,71,,,752,,0,,87,,,,49,75,,,,
Buddenstraße,29,fr,10/21/2016,19:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,2/3,,F,,,,,
Haus Uhlenkotten,28 Parkplatz,sa,10/15/2016,11:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,st,,703,,49,,,,,,F,,,,,
Hammer Straße,230 Parkbucht,mi,10/26/2016,14:45,5,,a,,,,,2,,,,,,,2,,,,21,waf,21,wi,,712,,36,,,,,,39,,,,,
Hafenweg,16,fr,9/16/2016,7:30,5,X,,,,,,2,,,,,,,2,,,,21,ham,21,ms,,501,,49,,,,,1,23,,,,,
Deipenfohr,30,sa,9/3/2016,1:00,6,X,,,,,,2,,,,,,,2,,,,21,lv,21,ww,01,799,01,49,,,,2/3,,32,,"1,93%o",,,
Sprakeler Straße,Ashölterweg,di,9/13/2016,7:10,2,,,,,1,3,2,,,,,,,2,,,,21,os,25,te,,202,,18,,,,,,30,46,,,,
Robert-Koch-Straße,Pottkamp,mi,9/7/2016,11:45,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,501,,49,,,,,,F,,,,,
Telgter Straße,Hofstraße,fr,10/7/2016,11:12,3,,,,,,1,2,,1,n,,,,1,,,,21,waf,71,,,342,,28,,,,,,72,61,,,,
Marktallee,27,di,10/25/2016,18:45,2,,,,,1,,2,,1,n,,,,1,,,,21,ms,71,,,582,,45,,,,2/3,,17,35,,,,
Warendorfer Straße,Dechaneistraße,mo,10/10/2016,17:25,3,,,,,,1,2,,,,,1,,1,,,,01,,21,waf,,201,,14,49,,,,,16,28,,,,
Emdener Straße,10,fr,10/14/2016,12:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,coe,,799,,49,,,,,,F,,,,,
Schmeddingstraße,70,do,10/20/2016,13:15,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,,,
Willy-Brandt-Weg,11,di,9/20/2016,16:20,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,coe,,799,,49,,,,,,F,,,,,
Münsterstraße,52a Parkplatz,mi,9/14/2016,9:03,5,X,,,,,,2,,,,,,,1,1,,,40,ms,21,coe,,703,,49,,,,,,50,,,,,
Kappenberger Damm,Werneweg,sa,10/22/2016,15:52,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,coe,,646,,21,,,,,,70,,,,,
Alter Steinweg,21 Parkhaus,fr,9/23/2016,18:30,5,X,,,,,,2,,,,,,,2,,,,21,nl,21,fr,,703,,49,,,,,,73,,,,,
Rilkeweg,43 Parkplatz,mi,9/21/2016,16:40,5,X,,,,,,2,,,,,,,1,,,1,92,,21,st,,703,,49,,,,,,F,,,,,
Warendorfer Straße,121 Parkstreifen,sa,8/20/2016,9:50,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,hsk,,711,,36,49,,,,,86,,,,,
Salzstraße,Promenade,di,9/27/2016,7:45,3,X,,,,,1,2,,2,,,,,,,,,71,,71,,,301,,28,,,,,,19,,,,,
Meesenstiege,54 Parkplatz,do,10/20/2016,14:30,5,X,,,,,,2,,,,,,,1,,,1,82,,21,ms,,703,,49,,,,,,F,,,,,
Wolbecker Straße,Lambertistraße,do,10/13/2016,15:00,5,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,501,,49,,,,,,F,,,,,
Graelstraße,17,do,10/13/2016,14:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,waf,,501,,49,,,,,,F,,,,,
Warendorfer Straße,20 Radweg,so,8/21/2016,12:10,3,,,,,,1,2,,2,n,,,,,,,,71,,71,,,681,,9,49,,,,1,54,19,,,,
Korduanenstraße,12,sa,8/20/2016,19:16,5,X,,,,,,2,,,,,,,2,,,,21,f,21,ms,,711,,36,49,,,,,F,,,,,
Frie-Vendt-Straße,Hafenstraße,do,10/20/2016,11:45,5,X,,,,,,2,,,,,,,1,,1,,33,,21,st,,651,,11,,,,,,F,,,,,
Domplatz,38 Parkplatz,mo,10/17/2016,9:20,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,501,,49,,,,,,F,,,,,
Münsterstraße,25,sa,10/15/2016,16:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ks,,501,,49,,,,,,F,,,,,
Weseler Straße,B 51,mi,8/17/2016,23:27,3,,,,,,1,2,,,,,,,2,,,,21,ms,21,coe,,301,,28,,,,2/3,,18,55,,,,
Coermühle,50,so,10/2/2016,13:10,4,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,321,,27,,,,,1,F,,Stadt,,,
Geiststraße,2 Parkplatz,sa,10/15/2016,14:00,5,X,,,,,,2,,1,,,,,2,,,,21,,71,,,711,,36,49,,,,,F,,,,,
Von-Hünefeld-Weg,43,mi,10/5/2016,18:00,5,X,,,,,,1,,,,,,,,,,1,92,,,,,799,,49,,,,,,F,,,,,
Marktallee,44,do,9/29/2016,16:30,5,X,,,,,,2,,,,,,,2,,,,21,waf,21,ms,,711,,36,,,,,,46,,,,,
Mümmelmannpfad,12,do,10/27/2016,11:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,,,
Idenbrockplatz,27,do,10/27/2016,16:30,5,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,703,,49,,,,,,F,,,,,
Verspoel,13,do,10/27/2016,19:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,coe,,501,,14,,,,,,F,,,,,
Nienberger Straße,13,so,10/23/2016,16:15,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,1,F,,,,,
Kapitelstraße,30,fr,9/30/2016,7:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,1,F,,,,,
Donders-Ring,1 Parkplatz,so,10/9/2016,14:40,5,X,,,,,,2,,,,,,,2,,,,21,kr,21,ms,,703,,36,,,,,,44,,,,,
Hittorfstraße,1,mo,10/3/2016,19:00,5,X,,,,,,2,,,,,,,2,,,,21,gt,21,ms,,799,,49,,,,1,,20,,,,,
Finkenstraße,1 Parkstreifen,mi,8/24/2016,12:20,5,X,,,,,,2,,,,,,,1,1,,,40,dn,21,st,,501,,49,,,,,,53,,,,,
Josef-Beckmann-Straße,9 Feuerwehrzufahrt,fr,9/23/2016,20:40,5,X,,,,,,1,,,,,,,,,,1,59,PL,,,,711,,36,,,,2/3,,48,,,,,
Dauvemühle,Grevener Straße,di,10/18/2016,18:50,5,X,,,,,,2,,,,,,,1,1,,,21,,40,ms,,621,,49,,,,2,1,F,,,,,
Weseler Straße,323,so,8/21/2016,22:20,5,X,,,,,,2,,,,,,,2,,,,21,wes,21,ms,,602,,14,,,,2/3,1,22,,,,,
Weseler Straße,237,mo,8/22/2016,8:52,5,X,,,,,,2,,,,,,,,2,,,40,do,40,do,,501,,14,,,,,1,48,,,,,
Unckelstraße,3 Parkplatz,fr,8/19/2016,8:55,5,X,,,,,,2,,,,,,,1,,,1,92,,21,waf,,703,,49,,,,,,F,,,,,
Hansaring,10,di,8/30/2016,10:55,5,X,,,,,,2,,,,,,,1,1,,,44,st,21,ms,,501,,49,,,,,,49,,,,,
Warendorfer Straße,53,mi,10/26/2016,17:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,,,
Gartenstraße,Bohlweg,di,10/11/2016,7:35,5,X,,,,,,2,,,,,,,1,,1,,21,bor,33,st,,503,,49,,,,1,,20,,,,,
Toppheideweg,,do,10/27/2016,12:30,5,X,,,,,,2,,1,F,,,,1,,,,71,,21,ms,,601,,49,,,,,,F,,,,,
Schlaunstraße,Parkfläche,fr,9/2/2016,8:19,5,X,,,,,,2,,,,,,,2,,,,21,te,21,st,,703,,49,,,,,,24,,,,,
Stehrweg,7,fr,9/23/2016,8:50,5,X,,,,,,2,,,,,1,,1,,,,21,ms,02,,,711,,36,,,,,,38,,,,,
Wichernstraße,23,mo,9/12/2016,8:17,5,X,,,,,,2,,,,,,,1,,1,,33,ms,21,waf,,593,,49,,,,,,56,,,,,
Schützenstraße,8,mi,9/21/2016,19:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,,,
Albersloher Weg,Gremmendorfer Weg,mo,10/17/2016,8:40,5,X,,,,,,2,,,,,,,2,,,,21,rd,21,ms,,630,,26,,,,,,65,,,,,
Schützenstraße,32,sa,10/29/2016,13:15,5,X,,,,,,2,,,,,,,2,,,,21,,21,del,,711,,36,,,,,,F,,,,,
Hörsterstraße,32,mi,10/19/2016,11:10,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,vec,,711,,36,,,,,1,69,,,,,
Am Schloßgarten,39,sa,10/29/2016,11:00,5,,a,,,,,2,,,,,,,2,,,,21,ms,21,st,,711,,36,,,,,,70,,,,,
Kinderhauser Straße,37,fr,10/28/2016,10:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,hf,,799,,49,,,,,,F,,,,,
Albert-Schweitzer-Straße,33 Parkhaus,do,9/8/2016,8:24,5,X,,,,,,2,,,,,,,1,,,1,92,,21,m,,703,,49,,,,,,F,,,,,
Hölkenbusch,200,sa,10/1/2016,12:00,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,49,,,,,,27,,,,,
Albersloher Weg,200m v. Martin-Luther-weg,do,10/13/2016,16:55,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,waf,,631,,26,,,,,,66,,,,,
Aegidiistraße,1,di,10/4/2016,13:10,5,X,,,,,,2,,,,,,,2,,,,21,m,21,h,,701,,49,,,,,,72,,,,,
Hülshoffstraße,Schonebecker Straße,mi,10/26/2016,18:25,5,,a,,,,,2,,,,,,,2,,,,21,b,21,coe,,202,,35,23,,,2,,55,,,,,
Eupener Weg,Malmedyweg,di,9/27/2016,9:30,5,X,,,,,,2,,,,,,,1,,1,,33,st,21,so,,799,,36,,,,,,50,,,,,
Ostmarkstraße,Dieckstraße,mi,10/26/2016,13:55,5,X,,,,,,2,,,,,,,1,1,,,44,st,21,ms,,651,,14,,,,,,F,,,,,
Plöniesstraße,1,fr,10/28/2016,13:45,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,,,
Albersloher Weg,580,sa,10/8/2016,8:15,5,X,,,,,,2,,,,,,,1,1,,,21,ms,44,ms,,501,,49,,,,,,21,,,,,
Frie-Vendt-Straße,19,fr,10/14/2016,20:33,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,do,,601,,49,,,,2/3,,58,,,,,
Bremer Straße,56,di,11/1/2016,4:10,5,,a,,,,,2,,,,,,,2,,,,21,waf,21,st,,501,,49,,,,2/3,,18,,,,,
Düesbergweg,109,mi,9/28/2016,13:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,coe,,799,,49,,,,,,F,,,,,
Warendorfer Straße,Piusallee,so,9/11/2016,10:40,5,X,,,,,,2,,,,,,,2,,,,21,st,21,ms,,621,,14,,,,,,36,,,,,
Rüschhausweg,Ahausweg,sa,10/29/2016,12:40,3,,,,,,1,2,,1,n,,,,1,,,,71,,21,su,,303,,28,,,,,,29,35,,,,
Goldstraße,7,fr,10/28/2016,13:31,3,,,,,,1,2,,1,n,,,,1,,,,71,,21,ms,,503,,14,,,,,,50,46,,,,
Königsberger Straße,Dachsleite,mi,10/5/2016,14:55,3,,,,,,2,3,,2,n/n,,,,1,,,,21,ms,71,,,301,,28,,,,,,53,13,,,,
Wolbecker Straße,48,di,10/11/2016,13:50,3,,,,,,1,2,1,1,n,,,,,,,,81,,71,,,421,,64,,,,,1,59,71,,,,
Hammer Straße,Metzer Straße,mi,10/5/2016,17:55,3,,,,,,1,2,,1,j,,,,1,,,,21,coe,71,,,301,,49,,,,,,38,11,,,,
Industrieweg,43,sa,10/22/2016,4:45,3,,,,,,1,2,,,,,,,2,,,,21,ms,21,LT,,101,,13,49,,,2/3,1,19,21,,,,
Steinfurter Straße,Orleans-Ring,di,10/18/2016,3:15,4,,,,,,,2,,,,,,,2,,,,21,te,21,ms,,321,0.75,49,,,,2/3,,26,,,,,
Mindener Straße,Von-der-Tinnen-Straße,sa,10/15/2016,19:25,6,X,,,,,,3,,,,,,,3,,,,21,ms,21,ms,,501,01,49,,,,2/3,1,20,,2.94 °/oo,,,
Hammer Straße,51,di,10/18/2016,9:55,3,,,,,,1,3,,2,n/n,,,,1,,,,71,,71,,,611,,49,,,,,,44,52,,,,
Ludgeriplatz,1,fr,10/28/2016,9:22,3,,,,,,1,2,,1,n,,,,1,,,,71,,21,ms,,141,,49,,,,,,49,51,,,,
Kappenberger Damm,Oberschlesier Straße,do,9/22/2016,16:40,3,,,,,,1,2,,1,n,,,,1,,,,21,be,71,,,299,,35,,,,,,24,75,,,,
Am Steintor,63,do,10/27/2016,11:55,2,,,,,1,,1,,,,,,,1,,,,21,in,,,,751,,0,,86,,,1,54,,,,,
Pankokstraße,Rincklakeweg,do,9/22/2016,10:10,3,,,,,,1,2,,1,n,,,,,1,,,44,hi,71,,,711,,36,,,,,,39,37,,,,
Hüfferstraße,4,do,10/6/2016,15:55,2,,,,,1,,2,,1,n,,,,1,,,,71,,21,st,,371,,35,37,,,,,20,39,,,,
Mauritz-Lindenweg,Andreas-Hofer-Straße,mo,10/3/2016,18:45,2,,,,,1,,2,,1,n,,,,1,,,,21,ms,71,,,224,,35,,,,1,1,79,54,,,,
Piusallee,Holsteiner Straße,sa,10/15/2016,19:35,3,,,,,,1,2,,1,n,,,,1,,,,21,ms,71,,,341,,28,,,,2/3,,32,73,,,,
Gartenstraße,67 Radweg,di,8/30/2016,19:45,3,,,,,,2,2,,2,n/n,,,,,,,,71,,71,,,681,,9,,,,,,39,68,,,,
Industrieweg,43 Gehweg,mi,8/24/2016,0:39,3,,,,,,1,1,,1,n,,,,,,,,71,,,,,141,,9,10,,,2/3,,32,,,,,
Weseler Straße,569,di,10/25/2016,9:00,3,,,,,,1,2,,,,,,,1,,1,,21,ms,33,ms,,303,,28,,,,,1,31,55,,,,
Eugen-Müller-Straße,Kapitelstraße,mo,8/22/2016,11:40,2,,,,,1,,2,,1,n,,,,1,,,,21,st,71,,,321,,27,,,,,1,41,90,,,,
Wielerort,14,mo,8/29/2016,11:12,2,,,,,1,,2,,2,n/n,,,,,,,,71,,71,,,651,,11,49,,,,,48,72,,,,
Friedrich-Ebert-Straße,Dahlweg,do,10/27/2016,8:00,3,,,,,,1,2,,1,j,,,,,1,,,40,un,71,,,243,,34,,,,,1,34,35,,,,
Hohenzollernring,80,sa,8/27/2016,12:40,3,,,,,,2,3,,,,,,,3,,,,21,ms,21,ms,,601,,49,,,,,,52,40,,,,
Am Berler Kamp,37,fr,8/26/2016,11:50,3,,,,,,1,2,1,,,,,,,,1,,81,,33,ms,,479,,69,65,,,,,12,60,Schulweg,,,
