vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,igo,ago,t,sv,lv,anzahl_beteiligte,fg,rf,helm,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,kennz_01,2,kennz_02,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,urs_02,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,02_alter_in_jahren,bemerkungen,kinder,18_24,senioren
Schifffahrter Damm,an der Alten Ziegelei,do,5/21/2015,4:00,5,,,o,,,,1,,,,,,,1,,,,21,e,,,,751,,0,,86,,2,,43,,,,,
Hammer Straße,Königsweg,do,5/21/2015,7:40,5,,m,,,,,2,,,,,,,1,1,,,21,ms,40,ms,,631,,26,,,,,,22,,,,,
Schneidemühler Straße,114,do,5/21/2015,20:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,18,,,,,
Pleistermühlenweg,FR Mondstraße,do,5/21/2015,22:00,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,86,,2/3,,47,,,,,
Sentmaringer Weg,61 / Parkplatz,do,5/21/2015,10:50,5,,m,,,,,2,,,,,,,2,,,,21,k,21,waf,,703,,36,,,,,,19,,,,,
Farwicksheide,23,fr,5/22/2015,5:40,5,,,o,,,,1,,,,,,,1,,,,21,coe,,,,751,,0,,86,,,,26,,,,,
Alte Dorfstraße,10,fr,5/22/2015,9:30,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,501,,14,,,,,,56,,,,,
Holtmannsweg,Höhe Speicherstadt,fr,5/22/2015,15:20,5,,o,,,,,1,,,,,,,1,,,,21,ms,,,,771,,51,,,,,,62,,Stadt,,,
Schlüterstraße,10,fr,5/22/2015,15:05,5,,m,,,,,2,,,,,,,1,1,,,44,e,21,ms,,501,,14,,,,,,42,,,,,
Grevener Straße,Westhoffstraße,fr,5/22/2015,13:20,5,,o,,,,,2,,1,n,,,,1,,,,71,,21,ms,,342,,31,,,,,,43,,,,,
Hägerstraße,281,fr,5/22/2015,7:10,5,,o,,,,,2,,,,,,,1,,1,,33,st,21,ms,,501,,14,,,,,,23,,,,,
Hansestraße,24,fr,5/22/2015,9:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,25,BG,,501,,14,,,,,,43,,,,,
Düesbergweg,34,fr,5/22/2015,8:40,5,,m,,,,,2,,,,,,,2,,,,21,bn,21,ms,,501,,14,,,,,,25,,,,,
Täppken,19,fr,5/22/2015,22:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,os,,702,,14,,,,2,,20,,,,,
Hammer Straße,10,sa,5/23/2015,17:40,5,,m,,,,,3,,,,,,,2,,1,,21,ms,33,ms,,799,,45,,,,,,41,,,,,
Wolbecker Straße,282,sa,5/23/2015,9:50,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,ms,,711,,36,,,,,,28,,,,,
Wermelingstraße,22,sa,5/23/2015,8:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,lip,,711,,36,,,,,,44,,,,,
Roxeler Straße,416 / Parkplatz ,sa,5/23/2015,15:45,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,m,,703,,36,,,,,,35,,,,,
Saarstraße,7,sa,5/23/2015,18:00,5,,m,,,,,2,,,,,,,2,,,,25,ms,21,gp,,501,,14,,,,,,22,,,,,
Am Berg Fidel ,Parkplatz Sportplatz,sa,5/23/2015,10:15,5,,m,,,,,2,,,,,,,1,,1,,31,coe,21,ms,,703,,36,,,,,,59,,,,,
Am Schütthook,1,sa,5/23/2015,18:40,5,,o,,,,,1,,,,,,,1,,,,21,ms,,,,141,,14,49,,,,,41,,Stadt,,,
Sentruper Straße,159,so,5/24/2015,17:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,el,,711,,36,,,,,,55,,,,,
Steinfurter Straße,Yorkring,so,5/24/2015,17:55,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,ms,,201,,14,,,,,,40,,,,,
Ludwig-Wolker-Straße,Parkplatz Volksbank,mo,5/25/2015,16:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,waf,,703,,36,,,,,,78,,,,,
Alte Dorfstraße,5,mo,5/25/2015,14:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,68,,,,,
Breslauer Straße,64,mo,5/25/2015,20:10,5,,m,,,,,1,,,,,,,1,,,,21,ms,,,,711,,36,,,,,,32,,,,,
Am Max-Klemens-Kanal,303,mo,5/25/2015,7:00,5,,o,,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,87,,,,?,,,,,
L 585,200m v. Kreisverkehr,di,5/26/2015,5:45,5,,o,,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,86,,,,54,,,,,
Neubrückenstraße,16,di,5/26/2015,7:20,5,,o,,,,,1,,,,,,,,1,,,46,st,,,,711,,36,,,,,,28,,Stadt,,,
Hammer Straße,155,di,5/26/2015,16:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,os,,703,,36,,,,,,33,,,,,
Mauritzstraße,Parkplatz Buddenturm,di,5/26/2015,16:05,5,,o,,,,,2,,,,,,,2,,,,21,el,21,CH,,703,,36,,,,,,38,,,,,
Ludgeriplatz,Schorlemerstraße,di,5/26/2015,12:20,5,,m,,,,,2,,,,,,,1,,1,,21,coe,33,ms,,231,,14,,,,,,36,,,,,
Propsteistraße,Dechaneistraße,di,5/26/2015,7:25,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,641,,37,,,,,,33,,,,,
Weseler Straße,Geiststraße,di,5/26/2015,18:15,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,ms,,623,,14,,,,,,26,,,,,
Heisstraße,ggü. 1,di,5/26/2015,10:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,502,,14,,,,,,59,,,,,
Bahnhofstraße,5,di,5/26/2015,13:55,5,,m,,,,,2,,,,,,1,1,,,,21,ms,11,ms,,501,,14,,,,,,45,,,,,
Schifffahrter Damm,Ostmarkstraße,di,5/26/2015,7:45,5,,m,,,,,2,,,,,,,2,,,,21,st,21,st,,601,,14,,,,,,27,,,,,
Bismarckallee,Richard-Schirrmann-Straße,fr,5/22/2015,7:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,bor,,711,,36,,,,,,57,,,,,
Hansaring,40a,fr,5/22/2015,16:40,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,592,,14,,,,,,37,,,,,
Augustastraße,64,fr,5/22/2015,17:20,5,,m,,,,,2,,,,,,,1,,,1,22,h,21,coe,,501,,14,,,,,,34,,,,,
Am Mittelhafen,42,fr,5/22/2015,12:45,5,,m,,,,,2,,,,,,,1,1,,,51,vec,21,hsk,,711,,36,,,,,,46,,,,,
Kolde-Ring,Scharnhorststraße,fr,5/22/2015,12:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,231,,14,,,,,,52,,,,,
Augustastraße,8,sa,5/23/2015,11:30,5,,m,,,,,2,,,,,,,2,,,,21,d,21,gl,,502,,14,,,,,,28,,,,,
Scharnhorststraße,11,so,5/24/2015,22:40,5,,o,,,,,2,,,,,,,2,,,,21,coe,21,ms,,711,,36,,,,2/3,,29,,,,,
Bösenseller Straße,100,mo,5/25/2015,3:10,5,,m,,,,,2,,,,,,,2,,,,21,st,21,wes,,711,,36,,,,2,,27,,,,,
B 51,500m westl. Wolbecker Straße,mo,5/25/2015,2:58,5,,,o,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,86,,,,?,,,,,
Lortzingstraße,7,mo,5/25/2015,17:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,46,,,,,
Scharnhorststraße,Weseler Straße,di,5/26/2015,11:55,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,mtk,,231,,14,,,,,,73,,,,,
Martin-Luther-King-Weg,22,di,5/26/2015,8:50,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,44,,,,,
Berliner Platz,Höhe Postbank,di,5/26/2015,9:18,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,en,,711,,36,,,,,,65,,,,,
Werneweg,ggü. 111,di,5/26/2015,10:00,5,,o,,,,,2,,,,,,,1,,,1,59,ms,21,ms,,501,,14,,,,,,56,,,,,
Hammer Straße,Düesbergweg,di,5/26/2015,20:20,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,st,,231,,14,,,,,,32,,,,,
Hansaring,38,mi,5/27/2015,16:51,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,coe,,501,,14,,,,,,24,,,,,
Grevener Straße,Melchersstraße,mi,5/27/2015,17:33,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,coe,,321,,37,,,,,,24,,,,,
Steinfurter Straße,Tankstellengelände Westfalen,mi,5/27/2015,15:13,5,,m,,,,,2,,,,,,,1,,1,,21,waf,33,ham,,703,,14,,,,,,22,,,,,
Albersloher Weg,Egbert-Snoek-Straße,mi,5/27/2015,9:55,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,waf,,623,,14,,,,,,33,,,,,
Hohenzollernring,53,mi,5/27/2015,12:30,5,,o,,,,,2,,,,,,,2,,,,25,ms,21,ms,,501,,14,,,,,,50,,,,,
Schifffahrter Damm,62,mi,5/27/2015,7:10,5,,o,,,,,2,,,,,,,2,,,,21,m,21,bor,,711,,36,,,,,,29,,,,,
Finkenstraße,60,mi,5/27/2015,8:03,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,waf,,711,,36,,,,,,50,,,,,
Industrieweg,120,do,5/28/2015,19:13,5,,m,,,,,2,,,,,,,2,,,,21,e,21,ms,,202,,35,,,,,,52,,,,,
Friedrich-Ebert-Straße,Hammer Straße,do,5/28/2015,17:08,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,623,,14,,,,,,49,,,,,
Einsteinstraße,12,do,5/28/2015,19:00,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,st,,501,,14,,,,,,28,,,,,
Friedrich-Ebert-Straße,Leostraße,do,5/28/2015,17:40,5,,m,,,,,2,,,,,,,1,,1,,33,ms,21,ms,,501,,14,,,,,1,29,,,,,
Ludgeristraße,Klarissengasse,do,5/28/2015,10:10,5,,o,,,,,2,,,,,,,1,1,,,44,el,21,k,,501,,14,,,,,,53,,,,,
Kuhstraße,Hollenbeckerstraße,do,5/28/2015,14:45,5,,o,,,,,2,,,,,,,2,,,,21,hef,21,ms,,594,,14,,,,,,51,,,,,
Domagkstraße,Parkplatz ggü. Augenklinik,do,5/28/2015,17:45,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,bor,,703,,36,,,,,1,19,,,,,
Grevener Straße,Yorkring,do,5/28/2015,7:05,5,,m,,,,,2,,,,,,,2,,,,21,st,21,ms,,231,,14,,,,,,27,,,,,
B 51,Höhe Wolbecker Straße,do,5/28/2015,22:40,5,,,o,,,,1,,,,,,,1,,,,21,coe,,,,751,,0,,86,,1,,76,,,,,
Rudolf-Diesel-Straße,47,do,5/28/2015,12:15,5,,m,,,,,3,,,,,,,2,1,,,51,kle,21,ms,,501,,14,,,,,,55,,,,,
Kösliner Straße,14,do,5/28/2015,8:20,5,,m,,,,,2,,,,,,,1,1,,,51,st,21,ms,,502,,14,,,,,,49,,,,,
Sebastianstraße,11a,do,5/28/2015,17:50,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,ms,,501,,14,,,,,,74,,,,,
Ludgeriplatz,Schorlemerstraße,do,5/28/2015,14:05,5,,m,,,,,2,,,,,,,1,,1,,21,ms,31,coe,,232,,26,,,,,,51,,,,,
Kaiser-Wilhelm-Ring,3a,do,5/28/2015,15:30,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,ms,,601,,14,,,,,,30,,,,,
Soester Straße,Hansaring,do,5/28/2015,13:35,5,,m,,,,,2,,,,,,,1,1,,,21,ms,44,un,,501,,14,,,,,,52,,,,,
Robert-Bosch-Straße,2 / Parkplatz,do,5/28/2015,14:45,5,,m,,,,,2,,,,,,,2,,,,21,ham,21,coe,,703,,36,,,,,,46,,,,,
Hammer Straße,Ludgeriplatz,do,5/28/2015,13:40,5,,m,,,,,2,,1,n,,,,1,,,,21,st,71,,,252,,14,,,,,,34,,,,,
Hammer Straße,Münstermannweg,do,5/28/2015,18:10,5,,m,,,,,3,,,,,,,3,,,,21,ms,21,ms,,623,,14,,,,,,29,,,,,
Ostmarkstraße,91,do,5/28/2015,10:58,5,,m,,,,,2,,,,,,,1,1,,,21,gt,51,st,,651,,14,,,,,,21,,,,,
Weseler Straße,651,do,5/28/2015,13:50,5,,m,,,,,2,,,,,,,2,,,,21,ab,21,ms,,703,,36,,,,,,47,,,,,
Scharnhorststraße,ggü. 76,fr,5/29/2015,8:45,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,st,,501,,14,,,,,,52,,,,,
Schifffahrter Damm,Parkplatz Rossmann,fr,5/29/2015,15:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,waf,,572,,36,,,,,,54,,,,,
Hessenweg,Schifffahrter Damm,fr,5/29/2015,17:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,st,,621,,14,,,,,,43,,,,,
Albert-Schweitzer-Straße,1 / parkhaus UKM,fr,5/29/2015,14:30,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,do,,703,,14,,,,3,,78,,,,,
Theodor-Scheiwe-Straße,2 / Parkplatz,fr,5/29/2015,13:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,53,,,,,
Hohenzollernring,Warendorfer Straße,fr,5/29/2015,16:20,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,,,30,,,,,
Friedrich-Ebert-Straße,105 / Gehweg,di,5/26/2015,15:45,3,,,,,,1,2,,2,n/n,,,,,,,,71,,71,,,342,,37,,,,,,47,48,,,,
Ludgeristraße,Klosterstraße,di,5/26/2015,11:55,5,,a,,,,,2,,,,,,,1,1,,,21,ms,44,ms,,583,,49,,,,,,55,,,,,
Dahlweg,19,mo,5/25/2015,13:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,,,
Hammer Straße,255,mi,5/13/2015,10:06,5,,a,,,,,2,,,,,,,1,1,,,40,hh,21,coe,,501,,14,,,,,,46,,,,,
Warendorfer Straße,118,mi,5/6/2015,14:00,3,,,,,,1,2,,2,n/n,,,,,,,,71,,71,,,651,,16,,,,,,53,60,,,,
Albersloher Weg,469,mi,5/13/2015,7:45,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,,,
Hammer Straße,74,sa,5/23/2015,13:15,3,,,,,,1,2,,1,n,,,,1,,,,21,bo,71,,,582,,45,,,,,,24,35,,,,
Berliner Platz,Bahnhofstraße / Busspur,fr,5/29/2015,8:25,5,X,,,,,,2,,,,,,,1,1,,,46,,21,du,,501,,14,,,,,,F,,,,,
Coerdestraße,51,di,5/26/2015,20:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,coe,,799,,49,,,,,,F,,,,,
haus-Kleve-Weg,8,mi,5/27/2015,7:20,5,X,,,,,,2,,,,,,,1,,,1,92,,21,coe,,799,,49,,,,,,F,,,,,
Goebenstraße,18,mi,5/27/2015,22:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,2/3,,F,,,,,
Corrensstraße,50,fr,5/29/2015,13:10,3,,,,,,1,1,,1,n,,,,,,,,71,,,,,799,,49,,,,,,24,,,,,
Bredeheide,vor BAB-Brücke,mi,5/27/2015,16:00,2,,,,,1,,1,,1,n,,,,,,,,71,,,,,799,,49,,,,,,54,,,,,
Gescherweg,ggü. 61,sa,5/30/2015,15:50,2,,,,,1,,1,,1,n,,,,,,,,71,,,,,141,,49,,,,,,68,,,,,
Hoyastraße,Kampstraße,sa,5/30/2015,7:55,3,,,,,,1,1,,1,n,,,,,,,,71,,,,,121,,13,35,73,,,1,54,,,,,
Gasselstiege,altes Tüv-Gelände,di,5/26/2015,11:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ms,,799,,49,,,,,,F,,,,,
Hohenzollernring,80 / Parkplatz,di,5/26/2015,12:15,5,X,,,,,,2,,,,,,,1,,,1,92,,21,ki,,703,,49,,,,,,F,,,,,
Hörsterstraße,Promenade,fr,4/24/2015,17:38,2,,,,,1,,2,,1,n,,,,1,,,,21,std,71,,,301,,31,,,,,,76,61,,,,
Hohenzollernring,59,do,4/30/2015,14:30,3,,,,,,1,2,,,,,,,2,,,,21,st,21,ms,,601,,14,,,,,,38,27,,,,
Geiststraße,69,mo,4/20/2015,17:00,5,X,,,,,,2,,,,,,,2,,,,25,b,21,ms,,799,,49,,,,,,54,,,,,
Bockhorststraße,45,fr,4/17/2015,22:30,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,49,,,,2/3,,44,,,,,
Kärntner Straße,32,do,5/28/2015,14:50,5,X,,,,,,2,,,,,,,2,,,,21,,21,ms,,501,,49,,,,,,F,,,,,
Grevener Straße,434,di,5/5/2015,15:50,5,X,,,,,,2,,,,,,1,1,,,,21,coe,12,ms,,710,,36,,,,,1,64,,,,,
Kanalstraße,42,mi,5/6/2015,1:40,6,,,,,,,3,,1,n,,,,2,,,,71,,21,ah,,501,01,49,,,,2/3,,22,,BAK = 1.27 °/oo,,,
Roxeler Straße,416 / Parkplatz ,sa,5/2/2015,16:20,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,580,,45,,,,,,78,,,,,
Domplatz,Parkplatz,do,4/30/2015,22:45,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,2,,21,,,,,
An den Loddenbüschen,93,mi,5/27/2015,15:20,3,,,,,,1,2,,,,,,,1,1,,,40,ms,21,ms,,302,,28,,,,,,61,35,,,,
Hohenzollernring,72 / Parkhaus,do,5/28/2015,9:30,5,X,,,,,,2,,,,,,,1,,,1,92,,21,,,703,,49,,,,,,F,,,,,
Warendorfer Straße,Dechaneistraße,fr,5/29/2015,11:43,3,,,,,,1,2,,1,n,,,,1,,,,21,st,71,,,243,,35,,,,,,49,21,,,,
Freckenhorster Straße,"km 2,0",mo,4/20/2015,7:25,3,,,,,,1,2,,,,,,1,1,,,,21,waf,11,waf,,721,,36,,,,,,31,21,,,,
Feuerstiege,330,mi,5/27/2015,8:50,5,X,,,,,,1,,,,,,,,,,1,92,,,,,799,,49,,,,,,F,,Stadt,,,
Friedrich-Ebert-Straße,ggü. 174,mi,5/13/2015,18:00,5,,o,,,,,2,,,,,,,2,,,,21,ms,21,waf,,601,,14,,,,,,90,,,,,
Hammer Straße,Trauttmansdorffstraße,so,5/17/2015,16:40,5,,a,,,,,2,,,,,,1,,1,,,40,ms,11,ms,,711,,36,,,,,,27,,,,,
Kleimannstraße,11,mo,5/18/2015,19:50,5,,z,,,,,3,,,,,,,3,,,,21,ms,21,hn,,501,,14,,,,,,80,,,,,
Freckenhorster Straße,"Abschn. 9, km 2,1",di,5/19/2015,22:10,5,,,o,,,,1,,,,,,,1,,,,21,coe,,,,751,,0,,86,,2,,49,,,,,
Jungeblodtplatz,Parkplatz,do,5/21/2015,14:10,5,,a,,,,,2,,,,,,,2,,,,21,st,21,ms,,703,,36,,,,,,70,,,,,
Kirchstraße,45,fr,5/22/2015,9:55,5,,z,,,,,2,,,,,,,1,1,,,44,ham,21,st,,502,,14,,,,,,24,,,,,
Höltenweg,18,fr,5/22/2015,14:10,5,,z,,,,,2,,,,,,,2,,,,21,coe,21,ms,,711,,36,,,,,,36,,,,,
Andreas-Hofer-Straße,Hoffschultestraße,fr,5/29/2015,12:00,5,,o,,,,,2,,,,,,,1,1,,,21,ms,40,coe,,799,,45,,,,,,47,,,,,
Studtstraße,32,fr,5/29/2015,8:55,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,st,,501,,14,,,,,,44,,,,,
Albersloher Weg,Hafenweg,fr,5/29/2015,16:22,5,,m,,,,,2,,,,,,,,2,,,44,ac,44,ms,,651,,14,,,,,,53,,,,,
Warendorfer Straße,Hohenzollernring,fr,5/29/2015,15:30,5,,m,,,,,2,,,,,,,2,,,,21,waf,21,ms,,623,,14,,,,,,30,,,,,
Hammer Straße,385,fr,5/29/2015,12:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,dn,,601,,14,,,,,,47,,,,,
Moränenstraße,Marktallee / Parkplatz,fr,5/29/2015,14:50,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ne,,703,,36,,,,,,22,,,,,
Industrieweg,Bernsmann,fr,5/29/2015,9:55,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,322,,37,,,,,,48,,,,,
Soester Straße,30,fr,5/29/2015,8:50,5,,m,,,,,2,,,,,,,1,,,1,59,ms,21,mk,,501,,14,,,,,,24,,,,,
Geringhoffstraße,44 / Parkplatz,fr,5/29/2015,14:45,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,21,,,,,
Im Drostebusch,8a,fr,5/29/2015,16:25,5,,m,,,,,1,,,,,,,1,,,,21,ms,,,,711,,36,,,,,,57,,Stadt,,,
Georgskommende,Parkhaus ,fr,5/29/2015,20:10,5,,o,,,,,2,,,,,,,2,,,,21,ham,21,ms,,703,,14,,,,,,58,,,,,
Königsstraße,Parkhaus Arkaden,sa,5/30/2015,16:30,5,,o,,,,,3,,,,,,,3,,,,21,ms,21,hg,,703,,14,,,,,,85,,,,,
Nordstraße,17,sa,5/30/2015,11:30,5,,m,,,,,2,,,,,,,2,,,,21,wes,21,bor,,711,,36,,,,,1,50,,,,,
Engelstraße,53,sa,5/30/2015,16:55,5,,o,,,,,2,,,,,,,2,,,,21,sls,21,ms,,711,,36,,,,,1,28,,,,,
Krumme Straße,3,sa,5/30/2015,20:55,5,,o,,,,,2,,,,,,,2,,,,21,un,21,un,,501,,14,,,,1,,52,,,,,
Coermühle,200m h. Wöstebach,sa,5/30/2015,2:20,5,,,o,,,,1,,,,,,,1,,,,21,nrw,,,,751,,0,,86,,2,1,58,,,,,
Schützenstraße,7,sa,5/30/2015,10:25,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,,42,,,,,
Wermelingstraße,2,sa,5/30/2015,9:10,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,50,,,,,
Domagkstraße,3,sa,5/30/2015,9:20,5,,o,,,,,1,,,,,,,,1,,,46,gf,,,,711,,36,,,,,,43,,Stadt,,,
Loddenheide,5 / Parkplatz,sa,5/30/2015,13:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,703,,36,,,,,,58,,,,,
Albersloher Weg,An den Loddenbüschen,sa,5/30/2015,14:10,5,,m,,,,,3,,,,,,,3,,,,21,ms,21,ms,,623,,14,,,,,1,19,,,,,
Wiengarten,29,sa,5/30/2015,10:15,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,501,,14,,,,,,41,,,,,
B 54,FR MS,sa,5/30/2015,13:05,5,,m,,,,,2,,,,,,,1,1,,,46,st,21,st,,731,,48,,,,,,24,,,,,
Hammer Straße,3,sa,5/30/2015,18:14,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,601,,14,,,,,,26,,,,,
Bremer Straße,38,sa,5/30/2015,18:20,5,,m,,,,,2,,,,,,,2,,,,21,m,21,un,,501,,14,,,,,1,33,,,,,
Hammer Straße,56,sa,5/30/2015,13:25,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,,,,,1,39,,,,,
Schmeddingstraße,ggü. 89a,sa,5/30/2015,12:00,5,,o,,,,,2,,,,,,,2,,,,21,hsk,21,sc,,501,,14,,,,,,27,,,,,
B 54,Höhe AK Münster-Nord,so,5/31/2015,11:58,5,,,m,,,,3,,,,,,,3,,,,21,ms,21,coe,,601,,14,,,,,,39,,,,,
Kristiansandstraße,143a,so,5/31/2015,16:40,5,,m,,,,,3,,,,,,,3,,,,21,st,21,ms,,501,,14,,,,,1,21,,,,,
Hornstraße,10,so,5/31/2015,12:40,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,el,,501,,14,,,,,,50,,,,,
Emdener Straße,16,so,5/31/2015,19:35,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,so,,501,,14,,,,,1,26,,,,,
Orleans-Ring,Einsteinstraße,so,5/31/2015,19:40,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,,1,20,,,,,
Zedernweg,43,so,5/31/2015,14:00,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,711,,36,37,,,,,60,,,,,
Hammer Straße,Friedrich-Ebert-Straße,so,5/31/2015,10:45,5,,m,,,,,2,,,,,,,2,,,,21,ham,21,ms,,251,,14,,,,,,79,,,,,
Philippistraße,4,mi,5/13/2015,19:00,5,X,,,,,,2,,,,,,,1,,,1,92,,21,hol,,703,,49,,,,,,F,,,,,
Coerheide,11,mo,4/20/2015,7:15,3,,,,,,2,3,,,,,,,2,,1,,21,ms,21,st,,711,,36,,,,,,80,55,Stadt,,,
Donders-Ring,Hochstraße,sa,5/2/2015,14:24,3,,,,,,2,2,,,,,,1,1,,,,21,ms,11,un,,321,,28,,,,,,28,46,,,,
Martin-Niemöller-Straße,17,sa,5/2/2015,19:10,5,X,,,,,,1,,,,,,,1,,,,21,ms,,,,711,,36,,,,,,62,,Stadt,,,
Wolbecker Straße,44,sa,5/2/2015,11:10,5,X,,,,,,2,,,,,,,1,1,,,44,ms,21,ms,,501,,49,,,,,,46,,,,,
Adenauerallee,100m v. Weseler Straße,mo,6/1/2015,20:25,3,,,,,,1,2,,,,,,1,1,,,,21,wl,11,ms,,721,,36,,,,,,31,21,,,,
Heinrich-von-Kleist-Straße,14,di,4/28/2015,22:10,5,X,,,,,,2,,,,,,,2,,,,21,ms,21,ms,,799,,49,,,,2/3,,29,,,,,
Weseler Straße,B 51 FR BAB,mo,6/1/2015,15:08,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,ms,,621,,14,,,,,,47,,,,,
Angelstraße,11,mo,6/1/2015,17:20,5,,o,,,,,1,,,,,,,1,,,,21,ms,,,,703,,36,,,,,,46,,Stadt,,,
Zuhornstraße,10,mo,6/1/2015,15:45,5,,o,,,,,2,,1,n,,,,1,,,,71,,21,os,,501,,14,,,,,,14,,,,,
Münzstraße,1,mo,6/1/2015,19:20,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,st,,623,,14,,,,,,40,,,,,
Warendorfer Straße,427,mo,6/1/2015,22:50,5,,o,,,,,1,,,,,,,1,,,,21,ms,,,,751,,0,,86,,2,,57,,,,,
Hülshoffstraße,Auffahrt B 54,mo,6/1/2015,6:50,5,,m,,,,,2,,,,,,,2,,,,21,coe,21,coe,,231,,14,,,,,,56,,,,,
Angelsachsenweg,Frankenweg,mo,6/1/2015,21:15,5,,m,,,,,2,,1,n,,,,1,,,,71,,21,ms,,321,,27,,,,1,,19,,,,,
Bergstraße,Höhe Buddenturm,mo,6/1/2015,18:55,5,,m,,,,,2,,,,,,,2,,,,21,os,21,ms,,601,,14,,,,,,33,,,,,
Kaiser-Wilhelm-Ring,1,mo,6/1/2015,13:30,5,,m,,,,,2,,,,,,,2,,,,21,ms,21,ms,,623,,14,,,,,,,45,,,,
Warendorfer Straße,150m v. Lützowstraße einw.,mo,6/1/2015,9:25,5,,m,,,,,2,,,,,,,1,1,,,40,ms,21,ms,,601,,14,,,,,,28,,,,,
Von-Vincke-Straße,14,mo,6/1/2015,11:50,5,,m,,,,,3,,,,,,,3,,,,21,waf,21,ms,,601,,14,,,,,,74,,,,,
