vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,t,sv,lv,anzahl_beteiligte,fg,rf,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,2,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,kinder,18_24,senioren
Hafenstraße,Bremer Straße,So.,4/2/2007,2:30,5,,,,,2,,,,,,2,,,,21,21,,211,35,,,,2/3/2016,0,,,,
Hornstraße,16,Mo.,5/2/2007,1:40,5,,,,,2,,1,,,,1,,,,71,21,,501,14,,,,2/3/2016,0,,,,
Am Schütthook,36,Mo.,5/2/2007,18:20,5,,,,,2,,,,,,2,,,,21,21,,701,36,,,,1,1,,,,
Meesenstiege,Parkplarz Edeka-Center,Mo.,5/2/2007,11:20,5,,,,,2,,,,,,2,,,,21,21,,703,14,,,,0,0,,,,
Mersmannsstiege,Einfahrt Knubel,Mo.,5/2/2007,17:05,5,,,,,2,,,,,,2,,,,21,21,,322,37,,,,0,1,,,,
Warendorfer Straße,vor Haus Nr. 189,Mo.,5/2/2007,9:30,5,,,,,2,,,,,,1,1,,,41,21,,601,14,,,,0,,,,,
Hülshoffstraße,50 m vor B 54,Mo.,5/2/2007,7:40,5,,,,,2,,,,,,2,,,,21,21,,712,44,,,,0,,,,,
Angelmodder Weg,Pirolweg,Mo.,5/2/2007,15:05,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,0,1,,,,
Weseler Straße,Fa. Paco,Mo.,5/2/2007,18:30,5,,,,,2,,,,,,2,,,,21,21,,703,36,,,,2,1,,,,
Altenberger Straße,B 54,Mo.,5/2/2007,7:45,5,,,,,2,,,,,,1,1,,,41,21,,501,14,,,,1,0,,,,
York-Ring,Feuerwache,Mo.,5/2/2007,0:20,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,2/3/2016,0,,,,
Beldensnyderweg,3,Mo.,5/2/2007,21:15,5,,,,,2,,,,,,2,,,,21,21,,572,36,,,,2,1,,,,
Grevener Straße,Parkplatz,Mo.,5/2/2007,18:09,5,,,,,2,,,,,,2,,,,21,21,,703,36,,,,2,1,,,,
Sentmaringer Weg,Marktplatz,Mo.,5/2/2007,11:30,5,,,,,2,,,,,,2,,,,21,21,,703,36,,,,0,0,,,,
Schifffahrter Damm,Saarstraße,Mo.,5/2/2007,14:50,5,,,,,2,,,,1,,1,,,,1,21,,201,14,,,,0,1,,,,
Friedrich-Ebert-Straße,25,Mo.,5/2/2007,10:00,5,,,,,2,,,,,,1,,,1,59,21,,501,14,,,,0,0,,,,
Weseler Straße,649,Mo.,5/2/2007,11:35,5,,,,,2,,,,,,1,,,1,21,59,,645,14,,,,0,0,,,,
An den Loddenbüschen,1,Mo.,5/2/2007,10:50,5,,,,,3,,,,,,3,,,,21,21,,621,14,,,,0,0,,,,
Hammer Straße,Fritz-Pütter-Straße,Mo.,5/2/2007,18:10,3,,,,2,3,,,,,,3,,,,21,21,,602,14,,,,2/3/2016,1,,,1,
Moltkestraße,32,Mo.,5/2/2007,14:00,3,,,,3,3,,,,,,3,,,,21,21,,601,14,,,,0,0,,,1,1
Dieckstraße,7,Mo.,5/2/2007,8:22,3,,,,1,2,,1,,,,,,,1,83,71,,752,69,,,,0,0,,,,
Hoher Heckenweg,Rumphorstweg,Mo.,5/2/2007,7:45,3,,,,1,2,,1,,,,1,,,,71,21,,471,31,,,,1,0,,1,,
Breite Gasse,47,Mo.,5/2/2007,10:45,7,,,,,2,,,,,,1,,,1,92,21,,799,49,,,,0,0,,,,
Hülshoffstraße,B 54,Mo.,5/2/2007,7:40,2,,,1,2,3,,,,,,3,,,,21,21,,211,35,,,,0,0,,,1,
Weseler Straße,Blumenstraße,Mo.,5/2/2007,16:25,5,,,,,2,,,,,,1,,,1,59,21,,231,14,,,,0,1,,,,
Kolde-Ring,Kardinal-von-Galen-Ring,Mo.,5/2/2007,13:40,5,,,,,2,,,,,,2,,,,21,21,,623,14,,,,0,0,,,,
Albert-Schweitzer-Straße,Höhe UKM,Mo.,5/2/2007,11:30,5,,,,,2,,,,,,1,1,,,21,41,,551,37,,,,0,0,,,,
Erphostraße,10,Mo.,5/2/2007,15:45,7,,,,,2,,,,,,2,,,,21,21,,799,49,,,,0,1,,,,
Hammer Straße,Umgehungsstraße,Mo.,5/2/2007,18:00,4,,,,,2,,,,,,2,,,,21,21,,304,28,,,,2/3/2016,1,,,1,
Hindenburgplatz,Frauenstraße,Mo.,5/2/2007,18:50,3,,,,1,3,,,,,,3,,,,21,21,,601,14,,,,1/3/2016,1,,,,
Albersloher Weg,Umgehungsstraße,Mo.,5/2/2007,14:07,7,,,,,1,,,,,,,,,1,92,,,102,49,,,,0,0,,,,
Pötterhoek,Parkplatz  Grundschule,Mo.,5/2/2007,15:55,7,,,,,2,,,,,,2,,,,21,21,,571,36,,,,0,1,,,,
Norbertstraße,25,Mo.,5/2/2007,6:00,7,,,,,2,,,,,,1,,,1,92,21,,799,49,,,,2,0,,,,
Warendorfer Straße,Handorfer Kreuz,Mo.,5/2/2007,8:00,3,,,,2,3,,,,,,3,,,,21,21,,611,1,,,,1,1,,,,
Idenbrockplatz,22,Mo.,5/2/2007,19:15,7,,,,,2,,,,,,1,,,1,92,21,,799,49,,,,2,1,,,,
Rüschhausweg,10,Mo.,5/2/2007,13:35,5,,,,,2,,,,,,2,,,,21,21,,703,36,,,,0,0,,,,
Hensenstraße,Rüschhausweg,Mo.,5/2/2007,16:15,4,,,,,2,,,,,,2,,,,21,21,,211,35,,,,0,1,,,1,
Erbdrostenweg,Vörnste Esch,Di.,6/2/2007,19:55,5,,,,,2,,,,,,2,,,,21,21,,681,,,,,2/3/2016,0,,,,
Oberort,2,Di.,6/2/2007,7:40,3,,,,1,2,1,,,,,1,,,,81,21,,401,64,,,,2/3/2016,1,,1,,
Von-Esmarch-Straße,Arnheimweg,Di.,6/2/2007,18:22,7,,,,,2,,,,,,2,,,,21,21,,681,11,,,,2/3/2016,0,,,,1
Hülshoffstraße,Schonebecker Weg,Di.,6/2/2007,14:40,5,,,,,2,,,,,,1,1,,,41,21,,202,35,,,,0,1,,,,
Domagkstraße,Höhe Pathologie,Di.,6/2/2007,7:50,5,,,,,2,,1,,,,1,,,,71,21,,371,37,,,,2/3/2016,2,,,,
Ferdinandstraße,16,Di.,6/2/2007,22:30,5,,,,,2,,,,,,2,,,,21,21,,501,14,,,,2,0,,,,
Gronowskistraße,15,Di.,6/2/2007,9:00,5,,,,,2,,,,,,1,1,,,21,41,,501,14,,,,0,1,,,,
Wortkamp,,Di.,6/2/2007,15:45,5,,,,,2,,,,,,2,,,,21,21,,711,36,,,,0,0,,,,
Lützowstraße,Höhe Panzerstraße,Di.,6/2/2007,8:40,5,,,,,2,,,,,,1,,,1,59,21,,202,35,,,,0,0,,,,
Windthorststraße,Promenade,Di.,6/2/2007,10:30,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,0,1,,,,
Johanniterstraße,1,Di.,6/2/2007,13:15,5,,,,,2,,,,,,2,,,,21,21,,799,49,,,,0,0,,,,
Lippstädter Straße,Messehalle Nord,Di.,6/2/2007,13:05,5,,,,,2,,,,,,1,1,,,41,21,,302,37,,,,0,0,,,,
Albersloher Weg,Lippstädter Straße,Di.,6/2/2007,16:00,5,,,,,3,,,,,,3,,,,21,21,,611,14,,,,0,0,,,,
Warendorfer Straße,54,Di.,6/2/2007,11:30,5,,,,,2,,,,,,2,,,,21,21,,700,14,,,,0,0,,,,
Dechaneischanze,ggü. 3,Di.,6/2/2007,14:55,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,0,0,,,,
Lippstädter Straße,Parkplatz Cineplex,Di.,6/2/2007,15:50,5,,,,,2,,,,,,2,,,,21,21,,703,36,,,,1,0,,,,
Mecklenbecker Straße,Boeselagerstraße,Di.,6/2/2007,20:15,5,,,,,2,,,,,,2,,,,21,21,,231,14,,,,2/3/2016,0,,,,
Robert-Bosch-Straße,24,Di.,6/2/2007,15:45,5,,,,,2,,,,,,1,1,,,41,21,,703,36,,,,0,0,,,,
Schorlemerstraße,8,Mo.,6/2/2007,7:00,7,,,,,2,,,,,,1,,,1,92,21,,703,49,,,,0,0,,,,
Wolbecker Straße,86,Di.,6/2/2007,17:15,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,1/3/2016,1,,,,
Umgehungsstraße,Weseler Straße,Di.,6/2/2007,19:07,5,,,,,2,,,,,,2,,,,21,21,,623,14,,,,2/3/2016,0,,,,
Hammer Straße,315,Di.,6/2/2007,14:00,5,,,,,2,,,,,,1,1,,,21,41,,601,14,,,,0,1,,,,
Dorbaumstraße,78,Di.,6/2/2007,2:30,4,,,,,1,,,,,,1,,,,21,,,102,1,,,,2/3/2016,2,,,,
Steinbrede,11,Di.,6/2/2007,17:50,7,,,,,2,,,,,,1,,,1,59,21,,703,36,,,,2/3/2016,0,,,,
Feldstiege,Adelword,Di.,6/2/2007,20:30,7,,,,,2,,,,,,1,,,1,92,21,,799,49,,,,2,0,,,,
Jöttenweg,2,Di.,6/2/2007,16:40,7,,,,,2,,,,,,2,,,,21,21,,701,36,,,,0,0,,,,1
Berliner Platz,Höhe Bussteig C 2,Di.,6/2/2007,13:40,3,,,,1,2,1,,,,1,,,,,81,11,,434,65,,,,0,0,,,,
Hölkenbusch,121,Di.,6/2/2007,8:37,3,,,,1,1,,,,,,1,,,,21,,,141,13,,,,0,2,,,,
Roxeler Straße,Höhe Barkenhof,Mi.,6/2/2007,7:51,5,,,,,2,,,,,,1,,,1,83,21,,752,,,,87,2,1,,,,
Friedrich-Ebert-Straße,Parkplatz Edeka,Di.,6/2/2007,19:00,7,,,,,2,,,,,,1,,,1,92,21,,799,49,,,,1,0,,,,
Niedersachsenring,Gartenstraße,Mi.,7/2/2007,16:36,5,,,,,2,,,,,,2,,,,21,21,,331,31,,,,0,1,,,,
Grevener Straße,Westhoffstraße,Mi.,7/2/2007,10:55,3,,,,1,2,,,,,,1,1,,,41,21,,621,14,,,,0,1,,,,
Gievenbecker Weg,Hensenstraße,Mi.,7/2/2007,21:55,2,,,1,,1,,,,,,1,,,,21,,,102,13,,,,2/3/2016,2,,,1,
Wolbecker Straße,280,Mi.,7/2/2007,11:50,3,,,,1,2,,1,,,,,,,1,92,71,,243,35,,,,0,0,,,,1
Coerdeplatz,10,Mi.,7/2/2007,21:45,2,,,1,,2,1,,,,,1,,,,21,81,,473,40,,,,2/3/2016,0,,,,
Hohenzollernring,59,Mi.,7/2/2007,11:15,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,0,1,,,,
Boeselagerstraße,Mecklenbecker Straße,Mi.,7/2/2007,8:10,5,,,,,2,,,,,,2,,,,21,21,,623,14,,,,0,1,,,,
Hammer Straße,Umgehungsstraße,Mi.,7/2/2007,6:50,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,2/3/2016,1,,,,
Hohenholter Straße,Hülshoffstraße,Mi.,7/2/2007,6:35,5,,,,,1,,,,,,1,,,,21,,,121,13,,,,2,2,,,,
Grevener Straße,York-Ring,Mi.,7/2/2007,20:00,5,,,,,2,,,,,,2,,,,21,21,,623,14,,,,1,1,,,,
Horstmarer Landweg,Corrensstraße,Mi.,7/2/2007,7:40,5,,,,,2,,,,,,2,,,,21,21,,231,14,,,,0,1,,,,
Hoppengarten,22,Mi.,7/2/2007,11:50,5,,,,,2,,,,,,1,1,,,21,41,,711,36,,,,0,0,,,,
Catharina-Müller-Straße,ggü. 60,Mi.,7/2/2007,11:15,5,,,,,2,,,,,,2,,,,21,21,,703,36,,,,0,1,,,,
Rüschhausweg,Parkplatz Edeka,Mi.,7/2/2007,16:15,5,,,,,2,,,,,,2,,,,21,21,,703,36,,,,0,0,,,,
Albert-Schweitzer-Straße,Uni-Parkplatz,Mi.,7/2/2007,10:50,5,,,,,2,,,,,,2,,,,21,21,,703,14,,,,0,1,,,,
Havixbecker Straße,2,Mi.,7/2/2007,15:30,5,,,,,1,,,,,,1,,,,21,,,711,36,,,,0,0,,,,
Gemenweg,170,Mi.,7/2/2007,0:30,5,,,,,2,,,,,,2,,,,21,21,,703,36,,,,2,,,,,
Burgstraße,1,Mi.,7/2/2007,11:15,5,,,,,1,,,,,,1,,,,21,,,711,36,,,,0,1,,,,
Burgstraße,Geiststraße,Mi.,7/2/2007,12:15,5,,,,,2,,,,,,2,,,,21,21,,501,64,,,,0,0,,,,
Robert-Koch-Straße,31,Mi.,7/2/2007,14:30,5,,,,,2,,1,,,,1,,,,71,21,,601,14,,,,0,0,,,,
Stiftsstraße,St. Mauritz-Freiheit,Mi.,7/2/2007,16:00,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,0,0,,,,
Einsteinstraße,Edith-Stein-Straße,Mi.,7/2/2007,21:25,5,,,,,2,,,,,,2,,,,21,21,,501,14,,,,2/3/2016,1,,,,
Ludgeriplatz,Moltkestraße,Mi.,7/2/2007,13:40,5,,,,,2,,,,,,2,,,,21,21,,630,26,,,,0,0,,,,
Wolbecker Straße,25,Mi.,7/2/2007,13:45,5,,,,,2,,,,,,2,,,,21,21,,640,26,,,,0,0,,,,
Von-Steuben-Straße,,Mi.,7/2/2007,7:15,5,,,,,2,,,,,,,2,,,41,41,,640,26,,,,2/3/2016,1,,,,
Westfalenstraße,109,Mi.,7/2/2007,15:03,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,0,1,,,,
Schubertstraße,ggü. 12,Mi.,7/2/2007,10:45,7,,,,,1,,,,,,,,,1,92,,,799,49,,,,0,0,,,,
Albersloher Weg,189,Mi.,7/2/2007,10:30,7,,,,,2,,,,,,1,,,1,92,21,,799,14,,,,0,1,,,,
Marktallee,11,Mi.,7/2/2007,18:10,7,,,,,2,,1,,,,1,,,,71,21,,301,31,,,,2/3/2016,0,,,,1
Hammer Straße,Königsweg,Mi.,7/2/2007,9:00,5,,,,,3,,,,,,3,,,,21,21,,201,14,,,,0,0,,,,
Schifffahrter Damm,58,Mi.,7/2/2007,14:55,2,,,1,,2,1,,,,,1,,,,81,21,,421,64,,,,0,0,,,,
Sentmaringer Weg,Geiststraße,Mi.,7/2/2007,13:10,5,,,,,2,,,,,,1,1,,,41,21,,703,36,,,,0,0,,,,
Am Stadtgraben,Parkhaus,Mi.,7/2/2007,18:00,7,,,,,2,,,,,,1,,,1,92,21,,799,49,,,,2/3/2016,0,,,,
Andreas-Hofer-Straße,Hoffschultestraße,Di.,7/2/2007,17:40,7,,,,,2,,,,,,2,,,,21,21,,701,49,,,,2/3/2016,1,,,,
Marktallee,Glasuritstraße,Do.,8/2/2007,15:50,7,,,,,2,,,,,,1,,1,,33,21,,551,37,,,,0,2,,,,
Sendener Stiege,ggü. 51,Do.,8/2/2007,6:30,7,,,,,2,,,,,,2,,,,21,21,,799,49,,,,2/3/2016,2,,,,
Oberschlesier Straße,25,Do.,8/2/2007,9:30,7,,,,,2,,,,,,1,,,1,92,21,,799,49,,,,0,1,,,1,
Warendorfer Straße,103,Do.,8/2/2007,13:55,5,,,,,2,,,,,,2,,,,21,21,,501,14,,,,0,2,,,,
Holtmannsweg,Zum Rieselfeld,Do.,8/2/2007,16:40,5,,,,,2,,,,,,2,,,,21,21,,101,13,,,,0,2,,,,
Coermühle,100 m vor Haus Heidekrug,Do.,8/2/2007,14:30,5,,,,,1,,,,,,1,,,,21,,,141,13,,,,0,1/2/2016,,,,
Bohlweg,Parkplatz Aldi,Do.,8/2/2007,13:50,5,,,,,2,,,,,,2,,,,21,21,,703,36,,,,0,1/2/2016,,,,
Corrensstraße,Apffelstaedtstraße,Do.,8/2/2007,15:40,5,,,,,1,,,,,,1,,,,21,,,102,13,,,,0,1/2/2016,,,,
Von-Esmarch-Straße,Parkplatz Hautklinik,Do.,8/2/2007,8:40,5,,,,,2,,,,,,2,,,,21,21,,703,14,,,,0,0,,,,
Grevener Straße,Höhe Yellow,Do.,8/2/2007,17:10,5,,,,,2,,,,,,2,,,,21,21,,231,14,,,,0,2,,,,
Toppheideweg,Hensenstraße,Do.,8/2/2007,13:45,5,,,,,2,,,,,,1,,,1,21,59,,122,13,,,,0,2,,,,
Wilkinghege,Höhe Altenwohnheim,Do.,8/2/2007,14:22,5,,,,,2,,,,,,2,,,,21,21,,102,13,,,,0,2,,,,
Dieckmannstraße,Höhe Gymnasium,Do.,8/2/2007,15:30,5,,,,,2,,,,,,1,,1,,33,21,,501,14,,,,0,2,,,,
Hoher Heckenweg,Vivaldistraße,Do.,8/2/2007,14:10,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,0,2,,,,
Wolbecker Straße,Umgehungsstraße,Do.,8/2/2007,14:45,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,0,2,,,,
Überwasserstraße,11,Do.,8/2/2007,14:25,5,,,,,2,,,,,,1,,1,,33,21,,502,14,,,,0,2,,,,
Hohenzollernring,67,Do.,8/2/2007,16:55,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,0,2,,,,
Hammer Straße,41,Do.,8/2/2007,15:00,5,,,,,2,,,,,,2,,,,21,21,,141,13,,,,0,2,,,,
Theißingstraße,11,Do.,8/2/2007,13:10,5,,,,,2,,,,,,2,,,,21,21,,551,37,,,,0,1/2/2016,,,,
Hindenburgplatz,22,Do.,8/2/2007,12:45,5,,,,,2,,,,,,2,,,,21,21,,602,14,,,,0,1,,,,
Holtmannsweg,1,Do.,8/2/2007,14:25,5,,,,,2,,,,,,1,1,,,41,21,,102,13,,,,0,2,,,,
Kappenberger Damm,Bahnunterführung Brunnenweg,Do.,8/2/2007,15:15,5,,,,,2,,,,,,1,,1,,21,33,,601,14,,,,0,2,,,,
Gremmendorfer Weg,Albersloher Weg,Do.,8/2/2007,13:34,5,,,,,2,,,,,,1,1,,,21,41,,623,14,,,,0,2,,,,
Weseler Straße,575,Do.,8/2/2007,12:45,5,,,,,2,,,,,,2,,,,21,21,,231,14,,,,0,2,,,,
Hamsens Busch,29,Do.,8/2/2007,15:30,5,,,,,1,,,,,,,1,,,41,,,711,36,,,,0,2,,,,
Albersloher Weg,Osttor,Do.,8/2/2007,15:40,5,,,,,2,,,,,,2,,,,21,21,,121,13,,,,0,2,,,,
Mecklenbecker Straße,Dingbängerweg,Do.,8/2/2007,14:00,5,,,,,2,,,,,,2,,,,21,21,,623,14,,,,0,2,,,,
Westfalenstraße,Meesenstiege,Do.,8/2/2007,13:30,5,,,,,2,,,,,,1,1,,,21,41,,623,14,,,,0,2,,,,
Warendorfer Straße,Alter Mühlenweg,Do.,8/2/2007,16:28,4,,,,,2,,,,,,1,,,1,21,92,,245,31,,,,0,2,,,,
Siemensstraße,Robert-Bosch-Straße,Do.,8/2/2007,13:30,3,,,,1,2,,,,,,2,,,,21,21,,611,14,,,,0,2,,,,1
Münsterstraße,Freckenhorster Straße,Do.,8/2/2007,14:25,5,,,,,1,,,,,,1,,,,21,,,123,13,,,,0,2,,,,
Aegidiistraße,Zufahrt Parkhaus,Do.,8/2/2007,14:25,3,,,,1,2,,1,,,,1,,,,21,71,,551,37,,,,0,2,,,1,
Hansaring,Schillerstraße,Do.,8/2/2007,20:00,6,,,,,6,,,,,,6,,,,21,21,,141,1,,,,2/3/2016,2,,,,
Horstmarer Landweg,Kreisverkehr,Do.,8/2/2007,17:00,5,,,,,1,,,,,,1,,,,21,,,141,13,,,,1,2,,,,
B 54,Abf. Nienberge,Do.,8/2/2007,13:40,4,,,,,2,,,,,1,,,1,,11,34,,173,13,,,,0,2,,,1,
Boeselagerstraße,Lange Ossenbeck,Do.,8/2/2007,16:01,5,,,,,2,,,,,,2,,,,21,21,,323,28,,,,0,2,,,,
Eichhornweg,Holtmannsweg,Do.,8/2/2007,13:20,5,,,,,2,,1,,,,1,,,,21,71,,342,28,,,,0,2,,,,
Ostmarkstraße,Dieckstraße,Fr.,9/2/2007,7:25,3,,,,1,2,,1,,,,1,,,,21,71,,341,28,,,,1/3/2016,1,,,,
Wermelingstraße,39,Fr.,9/2/2007,19:00,7,,,,,2,,,,,,1,,,1,92,21,,599,49,,,,2,0,,,,
Hittorfstraße,7,Fr.,9/2/2007,14:00,3,,,,1,2,,1,,,,1,,,,21,71,,681,24,,,,0,1,,,,
Meesenstiege,Höhe Edeka-Center,Fr.,9/2/2007,18:00,5,,,,,2,,,,,,2,,,,21,21,,620,14,,,,2/3/2016,1,,,,
Robert-Bosch-Straße,Zufahrt Umgehungsstraße,Fr.,9/2/2007,15:30,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,0,0,,,,
Am Steintor,Hiltruper Straße,Fr.,9/2/2007,9:09,5,,,,,2,,,,,,1,1,,,41,21,,201,14,,,,0,1,,,,
Am Max-Klemens-Kanal,Langenhorster Stiege,Fr.,9/2/2007,13:30,3,,,,1,2,,1,,,,1,,,,21,71,,342,28,,,,0,1,,,,
Hammer Straße,Friedrich-Ebert-Straße,Fr.,9/2/2007,12:55,5,,,,,2,,,,,,2,,,,21,21,,623,14,,,,0,1,,,,
Weseler Straße,Umgehungsstraße,Fr.,9/2/2007,16:55,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,0,1,,,,
Manfred-von-Richthofen-Straße,31,Fr.,9/2/2007,11:03,5,,,,,2,,,,,,2,,,,21,21,,711,36,,,,0,1,,,,
Korduanenstraße,Parkplatz,Fr.,9/2/2007,14:00,5,,,,,2,,,,,,2,,,,21,21,,703,14,,,,0,1,,,,
Wolbecker Straße,67,Fr.,9/2/2007,17:09,5,,,,,2,,,,,,2,,,,21,21,,711,36,,,,1,1,,,,
Kaiser-Wilhelm-Ring,2,Fr.,9/2/2007,12:30,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,0,1,,,,
Weseler Straße,Sentmaringer Weg,Fr.,9/2/2007,15:05,5,,,,,2,,,,,,2,,,,21,21,,701,14,,,,0,0,,,,
Eisenbahnstraße,Mauritzstraße,Fr.,9/2/2007,13:30,5,,,,,2,,,,,,2,,,,21,21,,201,14,,,,0,1,,,,
Spiekerhof,12,Fr.,9/2/2007,16:30,5,,,,,2,,,,,,2,,,,21,21,,701,14,,,,0,1,,,,
Friedrich-Ebert-Straße,182,Fr.,9/2/2007,20:10,5,,,,,2,,,,,,2,,,,21,21,,630,26,,,,2/3/2016,0,,,,
Hörsterstraße,Fürstenbergstraße,Fr.,9/2/2007,11:15,5,,,,,2,,,,,,2,,,,21,21,,623,14,,,,0,1,,,,
Oberschlesier Straße,31,Fr.,9/2/2007,13:05,5,,,,,2,,,,,,1,1,,,41,21,,594,14,,,,0,1,,,,
Scheffer-Boichorst-Straße,8,Fr.,9/2/2007,10:45,5,,,,,2,,,,,,1,1,,,41,21,,501,14,,,,0,1,,,,
An der Kleimannbrücke,Virnkamp,Fr.,9/2/2007,11:20,5,,,,,2,,,,,,2,,,,21,21,,601,14,,,,0,1,,,,
Kanalstraße,35,Fr.,9/2/2007,19:35,5,,,,,3,,,,,,3,,,,21,21,,701,36,,,,2,1,,,,
Görresstraße,3,Fr.,9/2/2007,16:40,5,,,,,2,,,,,,2,,,,21,21,,701,14,,,,0,0,,,,
Nevinghoff,Parkplatz Com-Center,Fr.,9/2/2007,17:15,7,,,,,2,,,,,,2,,,,21,21,,703,45,,,,1,0,,,,
Westfalenstraße,109,Fr.,9/2/2007,18:15,3,,,,1,2,,,,,,2,,,,21,21,,601,14,,,,2/3/2016,0,,,,1
Catharina-Müller-Straße,Parkplatz Aldi,Fr.,9/2/2007,11:10,5,,,,,2,,,,,,2,,,,21,21,,681,11,,,,0,0,,,,
An der Kleimannbrücke,August-Horch-Straße,Fr.,9/2/2007,13:30,7,,,,,1,,,,,,,,,1,92,,,799,49,,,,0,1,,,,
Unckelstraße,2,Fr.,9/2/2007,11:30,7,,,,,2,,,,,,1,,,1,92,21,,799,49,,,,0,0,,,,
Edelbach,FR Schiffahrter Damm,Fr.,9/2/2007,15:00,7,,,,,1,,,,,,,,,1,92,,,799,49,,,,0,0,,,,
Hülshoffstraße,,Fr.,9/2/2007,21:00,5,,,,,1,,,,,,1,,,,21,,,751,,,,86,2,1,,,,
Dürerstraße,vor Nordstraße,Fr.,9/2/2007,10:00,7,,,,,2,,,,,,,2,,,41,41,,799,49,,,,0,0,,,1,
Schillerstraße,Ewaldistraße,Sa.,10/2/2007,2:38,7,,,,,5,,,,,,5,,,,21,21,,501,14,,,,2/3/2016,1,,,,
Pferdegasse,Parkplatz,Sa.,10/2/2007,7:45,7,,,,,2,,,,,,1,,,1,92,21,,799,49,,,,0,0,,,,
Alter Mühlenweg,300 m vor Auf der Laer,Sa.,10/2/2007,11:00,5,,,,,2,,,,,,2,,,,21,21,,681,11,,,,0,0,,,,
Weseler Straße,109,Sa.,10/2/2007,16:45,7,,,,,2,,,,,,2,,,,21,21,,703,49,,,,0,0,,,,1
Grevener Straße,69,Sa.,10/2/2007,15:30,7,,,,,2,,,,,,1,,,1,59,21,,703,49,,,,0,0,,,,
Kanalstraße,159,Sa.,10/2/2007,16:41,3,,,,1,2,1,,,,,1,,,,81,21,,421,64,,,,0,1,,,,
Am Dornbusch,24 a,Sa.,10/2/2007,19:35,5,,,,,1,,,,,,1,,,,21,,,173,13,,,,2/3/2016,1,,,,
Meesenstiege,Hünenburg,Sa.,10/2/2007,14:25,5,,,,,2,,,,,,2,,,,21,21,,620,14,,,,0,0,,,,
Siemensstraße,Parkplatz Media-Markt,Sa.,10/2/2007,11:30,5,,,,,2,,,,,,2,,,,21,21,,703,36,,,,0,1,,,,
Friedrichstraße,Servatiiplatz,Sa.,10/2/2007,12:50,5,,,,,1,,,,,,1,,,,21,,,703,36,,,,0,,,,,
Grevener Straße,69,Sa.,10/2/2007,15:40,3,,,,2,2,,,,,,2,,,,21,21,,211,36,,,,0,1,,,1,
Am Stadtgraben,Höhe Landgericht,Sa.,10/2/2007,17:48,5,,,,,2,,,,,,2,,,,21,21,,201,14,,,,2/3/2016,1,,,,
Loerstraße,Parkhaus Karstadt,Sa.,10/2/2007,15:27,5,,,,,2,,,,,,2,,,,21,21,,703,36,,,,0,0,,,,
Ludgeriplatz,Am Kanonengraben,Sa.,10/2/2007,11:30,5,,,,,2,,,,,,2,,,,21,21,,703,36,,,,0,1,,,,
Weseler Straße,75,Sa.,10/2/2007,19:00,5,,,,,2,,,,,,2,,,,21,21,,611,14,,,,2/3/2016,1,,,,
Hammer Straße,202,Sa.,10/2/2007,10:45,5,,,,,2,,,,,,2,,,,21,21,,602,14,,,,0,1,,,,
Niedersachsenring,Piusallee,Sa.,10/2/2007,12:15,5,,,,,2,,,,,,2,,,,21,21,,623,14,,,,0,1,,,,
Wangeroogeweg,Grevener Straße,Sa.,10/2/2007,16:00,5,,,,,2,,,,,,2,,,,21,21,,101,13,,,,0,0,,,,
Roxeler Straße,Parkplatz Ratio,Sa.,10/2/2007,12:50,5,,,,,2,,,,,,2,,,,21,21,,703,14,,,,0,0,,,,
Grevener Straße,Parkplatz York-Center,Sa.,10/2/2007,11:18,5,,,,,2,,,,,,2,,,,21,21,,703,36,,,,0,1,,,,
Marientalstraße,60,Sa.,10/2/2007,1:10,5,,,,,2,,,,,,2,,,,21,21,,701,36,,,,2/3/2016,0,,,,
Pienersallee,Könemannstraße,Sa.,10/2/2007,17:20,4,,,,,2,,,,,,2,,,,21,21,,211,35,,,,1/3/2016,1,,,1,
Darfeldweg,6,So.,11/2/2007,19:00,7,,,,,2,,,,,,1,,,1,92,21,,799,49,,,,1,1,,,,
Weseler Straße,Geiststraße,So.,11/2/2007,16:15,3,,,,1,2,,,,,,2,,,,21,21,,623,14,,,,0,1,,,,
Rostockweg,31,So.,11/2/2007,13:00,7,,,,,2,,,,,,1,,,1,92,21,,799,49,,,,0,0,,,,
