vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,t,sv,lv,anzahl_beteiligte,fg,rf,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,2,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,kinder,18_24,senioren
Warendorfer Straße,Dechaneistraße,Di,2/7/2012,19:17,5,,,,,2,,,,,,2,,,,21,21,,322,,28,,,2/3/2016,,58,,,
Hansaring,35,Di,2/7/2012,10:15,3,,,,2,4,,,,,,4,,,,21,21,,211,,35,,,,,33,,,
Hohenzollernring,97,Di,2/7/2012,18:15,5,X,,,,2,,,,,,2,,,,21,21,,599,,14,,,2/3/2016,,58,,,
Manfred-von-Richthofen-Straße,1,Di,2/7/2012,15:15,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,,,46,,,
Weseler Straße,27,Di,2/7/2012,16:15,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,,24,,,
Rüschhausweg,149,Di,2/7/2012,14:10,5,X,,,,2,,,,,,2,,,,21,21,,703,,49,,,,,F,,,
Weseler Straße,27,Di,2/7/2012,16:15,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,,25,,,
Grevener Straße,69 / Parkplatz,Di,2/7/2012,12:15,5,X,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,F,,,
Altenberger Straße,,Mi,2/8/2012,9:15,5,,,,,2,,,,,,1,1,,,41,21,,701,,14,,,,,31,,,
Augustastraße,70,Mi,2/8/2012,10:35,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,,21,,,
Dauvemühle,165,Mi,2/8/2012,19:30,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,2/3/2016,,81,,,
Davertstraße,198,Mi,2/8/2012,7:00,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,2,,44,,,
Burgwall,Meesenstiege,Mi,2/8/2012,21:35,5,,,,,2,,,,,,1,,1,,33,21,,681,,11,14,,2/3/2016,,55,,,
Borkstraße,9,Mi,2/8/2012,17:15,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,1,,44,,,
Weseler Straße,60,Mi,2/8/2012,19:20,5,,,,,2,,,,,,2,,,,21,21,,303,,37,,,2/3/2016,,22,,,
Ostmarkstraße,Kirchstraße,Mi,2/8/2012,9:25,3,,,,1,2,,1,,,,1,,,,21,71,,211,,35,,,,,21,,,
Piusallee,Kolpingstraße,Mi,2/8/2012,16:15,2,,,1,,2,,1,,,,1,,,,21,71,,341,,28,,,,,46,,,
Neubrückenstraße,Voßgasse,Mi,2/8/2012,10:10,5,,,,,2,,,,,,,1,1,,33,41,,651,,14,,,,,50,,,
Hülshoffstraße,Von-Schonebeck-Ring,Mi,2/8/2012,9:40,5,,,,,2,,,,,,2,,,,21,21,,301,,31,,,,,48,,,
Finkenstraße,84,Mi,2/8/2012,13:50,5,,,,,2,,,,,,1,1,,,41,21,,711,,36,,,,,33,,,
Metzerstraße,Habichtshöhe,Mi,2/8/2012,13:25,3,,,,1,2,1,1,,,,,,,,81,71,,421,,65,,,,,86,,,
Kaiser-Wilhelm-Ring,Havichhorststraße,Mi,2/8/2012,14:10,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,,,45,,,
Stralsundweg,5,Mi,2/8/2012,9:30,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Breite Gasse,50,Mi,2/8/2012,9:30,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,,,,,36,,,
Ludgeriplatz,Schorlemerstraße,Mi,2/8/2012,14:05,5,,,,,2,,,,,,1,,1,,21,33,,231,,14,,,,,21,,,
Nevinghoff,16 / Parkplatz,Mi,2/8/2012,14:00,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,,,F,,,
Vogelrohrsheide,71,Mi,2/8/2012,12:13,3,X,,,1,2,1,,,,,1,,,,81,21,,423,,64,,,,,50,,,
Stiftsstraße,17,Mi,2/8/2012,14:35,5,,,,,2,,,,,,2,,,,21,21,,681,,49,,,,,62,,,
Hafenstraße,Frie-Vendt-Straße,Mi,2/8/2012,18:15,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,2/3/2016,,40,,,
Diepenbrockstraße,Zumsandstraße,Mi,2/8/2012,9:50,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Roxeler Straße,416 / Parkplatz,Mi,2/8/2012,12:20,5,X,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,77,,,
Am Haselhof,77,Mi,2/8/2012,0:00,5,X,,,,2,,,,,,2,,,,21,21,,199,,49,,,2/3/2016,,18,,,
B 51,100 h. Wolbecker Str. FR BAB,Do,2/9/2012,15:49,5,,,,,3,,,,,,3,,,,21,21,,611,,14,,,,,33,,,
B 51,100 h. Wolbecker Str. FR BAB,Do,2/9/2012,15:48,5,,,,,3,,,,,,3,,,,21,21,,611,,14,,,,,20,,,
Hohenzollernring,200m v. Manfr.v.Richth.-Straße,Do,2/9/2012,12:15,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,,33,,,
Lahnstraße,6,Do,2/9/2012,13:30,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,,28,,,
Heimatfreiden,1a,Do,2/9/2012,8:45,5,,,,,2,,,,,,2,,,,21,21,,301,,37,,,,,37,,,
Alter Mühlenweg,72,Do,2/9/2012,6:30,5,,,,,2,,,,,,2,,,,21,21,,681,,11,14,,2,,31,,,
Daimlerweg,27,Do,2/9/2012,9:10,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,2,20,,,
Westfalenstraße,160,Do,2/9/2012,15:20,5,,,,,2,,,,,,2,,,,21,21,,551,,37,,,,,72,,,
Grevener Straße,182 / Parkplatz,Do,2/9/2012,10:55,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,,,39,,,
Dorpatweg,11,Do,2/9/2012,11:35,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,,,,,27,,,
Coerdestraße,53,Di,2/9/2012,13:14,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,,40,,,
Hansaring,27,Mo,2/9/2012,17:00,5,,,,,4,,3,,,,1,,,,71,71,,699,,14,10,,,,22,,,
Rigaweg,15,Mo,2/9/2012,13:30,5,,,,,2,,,,,,1,1,,,41,21,,711,,36,,,,,40,,,
Adolf-Wentrup-Weg,Dahlienweg,Do,2/9/2012,15:25,5,,,,,2,,1,,,,1,,,,71,21,,321,,27,,,,,24,,,
Moltkestraße,Antoniuskirchplatz,Do,2/9/2012,11:19,5,,,,,2,,,,,,,1,1,,41,33,,651,,14,,,,,61,,,
Andreas-Hofer-Straße,70,Do,2/9/2012,8:30,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Dieckmannstraße,Heekweg,Do,2/9/2012,7:40,3,,,,1,2,,1,,,,1,,,,21,71,,341,,28,,,1,,33,,,
Geiststraße,Paulstraße,Do,2/9/2012,20:35,2,,,1,,2,,,,1,,1,,,,21,2,,302,,28,,,2/3/2016,,68,,,
Aegidiistraße,61,Do,2/9/2012,16:00,3,,,,1,2,1,,,,,1,,,,21,81,,401,,38,,,,,39,,,
Propsteistraße,19,Do,2/9/2012,16:30,5,X,,,,2,,,,,,,1,,1,92,41,,799,,49,,,2/3/2016,,F,,,
Pleistermühlenweg,74,Do,2/9/2012,15:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Grevener Straße,69 / Parkplatz,Do,2/9/2012,12:15,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,,,F,,,
Graelstraße,21a,Do,2/9/2012,13:40,5,X,,,,2,,,,,,1,1,,,41,21,,594,,14,,,,,22,,,
Albersloher Weg,32,Fr,2/10/2012,0:30,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,2,,F,,,
Hansaring,Albersloher Weg,Fr,2/10/2012,17:15,5,,,,,2,,,,,,2,,,,21,21,,201,,14,,,,,47,,,
Hammer Straße,151,Fr,2/10/2012,11:40,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,,,39,,,
Augustastraße,33,Fr,2/10/2012,8:50,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,,58,,,
Steinfurter Straße,B 54,Fr,2/10/2012,13:30,5,,,,,2,,,,,,1,1,,,41,21,,601,,14,,,,,26,,,
Havixbecker Straße,8,Fr,2/10/2012,12:00,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,,,33,,,
Sebastianstraße,3 / Parkplatz,Fr,2/10/2012,12:15,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,73,,,
Rudolf-Harbig-Weg,8 / Parkplatz,Fr,2/10/2012,16:20,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,21,,,
Von-Walsen-Weg,1,Fr,2/10/2012,11:29,5,,,,,2,,1,,,,1,,,,71,21,,202,,35,,,,,16,,,
Robert-Bosch-Straße,2 / Parkplatz,Fr,2/10/2012,18:20,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,2,,65,,,
Schmeddingstraße,29 / Parkplatz,Fr,2/10/2012,9:25,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,,37,,,
Hindenburgplatz,Überwasserstraße,Fr,2/10/2012,14:30,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,,76,,,
Hacklenburg,6,Fr,2/10/2012,18:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,14,,,,,F,,,
Cheruskerring,Langemarckstraße,Fr,2/10/2012,15:06,3,,,,1,2,,1,,,,1,,,,21,71,,244,,35,82,,,,40,,,
Wilkinghege,42,Fr,2/10/2012,15:10,5,,,,,2,,,,,,2,,,,21,21,,321,,27,,,,,72,,,
Dieckmannstraße,116 / Parkplatz,Fr,2/10/2012,7:55,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,,,21,,,
Hafenweg,Dortmunder Straße,Fr,2/10/2012,7:50,5,,,,,2,,,,,,1,1,,,51,21,,501,,14,,,,,47,,,
Schulstraße,25,Fr,2/10/2012,8:04,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,48,,,,44,,,
Maximilianstraße,Hoyastraße,Fr,2/10/2012,10:48,5,,,,,2,,,,,,1,,,1,59,21,,711,,36,,,,,75,,,
Am Berg Fidel,51 / Parkplatz,Fr,2/10/2012,21:35,5,,,,,1,,,,,,1,,,,21,,,703,,36,,,2/3/2016,,58,,,
Hansaring,Schillerstraße,Fr,2/10/2012,7:40,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,,,40,,,
Harkortstraße,12,Fr,2/10/2012,17:29,5,,,,,2,,,,,,1,,,1,59,21,,302,,28,,,1,,23,,,
Willy-Brandt-Weg,Bertha-von-Suttner-Weg,Fr,2/10/2012,13:30,5,,,,,2,,,,,,2,,,,21,21,,322,,28,82,,,,69,,,
Weseler Straße,Inselbogen,Fr,2/10/2012,21:20,4,,,,,2,,,,,,2,,,,21,21,,211,,35,,,2/3/2016,,18,,,
Ronnebergweg,21,Fr,2/10/2012,6:05,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,2/3/2016,2,28,,,
Graelstraße,23,Fr,2/10/2012,2:25,6,X,,,,2,,,,,,2,,,,21,21,,501,1,14,,,2/3/2016,,19,,,
Egelshove,1,Fr,2/10/2012,12:30,5,X,,,,1,,,,,,,,,1,92,,,799,,49,,,,,F,,,
Schillerstraße,79,Fr,2/10/2012,8:00,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,1,1,26,,,
Meesenstiege,Westfalenstraße,Fr,2/10/2012,18:15,3,X,,,1,2,,1,,,,1,,,,21,71,,243,,35,,,1/3/2016,,64,,,
Ludgeriplatz,Schorlemerstraße,Fr,2/10/2012,15:30,5,X,,,,2,,,,,,2,,,,21,21,,641,,26,,,,,72,,,
Boeselagerstraße,Reinhold-Friedrichs-Straße,Fr,2/10/2012,11:06,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,58,,,
Wolbecker Straße,73,Fr,2/10/2012,13:30,5,X,,,,2,,,,,,1,,,1,92,21,,799,,14,,,,,F,,,
Dülmener Straße,45,Fr,2/10/2012,11:55,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,,,F,,,
Goldstraße,,Fr,2/10/2012,10:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Sudmühlenstraße,Höhe Boniburgallee,Fr,2/10/2012,7:50,3,,,,1,2,,1,,,,1,,,,71,21,,371,,37,,,,,11,,,
Scharnhorststraße,44,Fr,2/10/2012,14:30,5,X,,,,1,,,,,,1,,,,21,,,703,,14,,,,,64,,,
Staufenstraße,11,Sa,2/11/2012,10:42,5,,,,,2,,,,,,2,,,,21,21,,701,,14,,,,,26,,,
Egbertstraße,2,Sa,2/11/2012,9:20,5,,,,,2,,,,,,2,,,,21,21,,121,,13,14,,,,75,,,
Gartenstraße,149 / Parkplatz,Sa,2/11/2012,10:00,5,,,,,2,,,,,,2,,,,21,21,,703,,45,,,,,37,,,
Steinfurter Straße,1,Sa,2/11/2012,14:15,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,,45,,,
Loddenheide,5 / Parkplatz,Sa,2/11/2012,12:45,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,39,,,
Alter Steinweg,Asche,Sa,2/11/2012,11:55,5,,,,,2,,,,,,1,1,,,41,21,,711,,36,,,,,34,,,
Hohenzollernring,ggü. 51,Sa,2/11/2012,18:50,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,2,,56,,,
Westfalenstraße,66,Sa,2/11/2012,16:30,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,,41,,,
Siemensstraße,Trauttmansdorffstraße,Sa,2/11/2012,19:00,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,2,,47,,,
Mondstraße,Tannenhofallee,Sa,2/11/2012,15:45,5,,,,,3,,,,,,3,,,,21,21,,201,,14,,,,,35,,,
Königsberger Straße,1,Sa,2/11/2012,1:42,5,X,,,,3,,,,,,3,,,,21,21,,501,,11,49,,2/3/2016,,21,,,
Dorpatweg,1,Sa,2/11/2012,14:45,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,,53,,,
Eckernstraße,9,Sa,2/11/2012,14:30,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,,,,,79,,,
Heerdestraße,32,Sa,2/11/2012,19:50,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,2,,22,,,
Lindenallee,,Sa,2/11/2012,3:50,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,2,,21,,,
Ottmarsbocholter Straße,500m h. Bönneweg,Sa,2/11/2012,19:30,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,2,,36,,,
Mondstraße,72 / Parkplatz,Sa,2/11/2012,11:40,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,,,F,,,
Meesenstiege,54 / Parkplatz,Sa,2/11/2012,16:15,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,68,,,
Hindenburgplatz,,Sa,2/11/2012,11:00,5,,,,,3,,,,,,3,,,,21,21,,612,,14,,,,,26,,,
Loerstraße,23,Sa,2/11/2012,12:45,5,X,,,,2,,,,,,2,,,,21,21,,799,,49,,,,,F,,,
Am Max-Klemens-Kanal,102,Sa,2/11/2012,19:00,5,,,,,2,,,,,,1,,,1,53,21,,681,,11,14,46,2,,45,,,
Verth,hinter Kaserne,Sa,2/11/2012,23:30,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,2,,23,,,
Robert-Bosch-Straße,10,Sa,2/11/2012,5:30,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,,,F,,,
Kardinal-von-Galen-Ring,Sentruper Straße,So,2/12/2012,6:35,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,1,,37,,,
Eisenbahnstraße,Mauritztor,So,2/12/2012,0:05,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,2/3/2016,,42,,,
Warendorfer Straße,407,So,2/12/2012,15:35,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,,18,,,
B 51,Überführung WAF-Str. FR einw.,So,2/12/2012,12:15,5,,,,,1,,,,,,1,,,,21,,,752,,0,,87,,,60,,,
Weseler Straße,Höhe Welsingheide,So,2/12/2012,19:15,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,2,,52,,,
Hülshoffstraße,400m v. Rüschhausweg,So,2/12/2012,2:10,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,2,,46,,,
Tom-Rink-Straße,10,So,2/12/2012,23:20,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,2,,26,,,
Rudolf-von-Langen-Straße,45,So,2/12/2012,15:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Vogel-von-Falkenstein-Straße,Goebenstraße,Mo,2/13/2012,8:00,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,1,47,,,
Am Mittelhafen,46,Mo,2/13/2012,10:20,5,,,,,2,,,,,,,2,,,45,45,,501,,14,,,,1,62,,,
Von-Kluck-Straße,25,Mo,2/13/2012,13:05,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,1,45,,,
Davertstraße,Wiedaustraße,Mo,2/13/2012,14:30,5,,,,,2,,,,,,2,,,,21,21,,620,,14,,,,1,23,,,
Warendorfer Straße,160,Mo,2/13/2012,16:55,5,,,,,2,,,,,,2,,,,21,21,,711,,36,37,,1,1,23,,,
Münsterstraße,Alter Postweg,Mo,2/13/2012,17:40,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,1,1,57,,,
Von-Vincke-Straße,7,Mo,2/13/2012,12:25,5,,,,,2,,,,,,2,,,,21,21,,630,,26,,,,1,22,,,
Salzstraße,Winkelstraße,Mo,2/13/2012,12:40,5,,,,,2,,,,,,2,,,,21,21,,701,,14,,,,,28,,,
Mergelberg,119,Mo,2/13/2012,16:20,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,1,19,,,
Albert-Schweitzer-Straße,,Mo,2/13/2012,15:20,5,,,,,2,,,,,,2,,,,21,21,,651,,14,,,,1,25,,,
Kötterstraße,Am Dieckkamp,Mo,2/13/2012,6:10,5,,,,,2,,,,,,1,1,,,41,21,,711,,36,,,2,1,61,,,
Bohlweg,70 / Parkplatz,Mo,2/13/2012,20:25,5,X,,,,2,,,,,,2,,,,21,21,,703,,49,,,2/3/2016,1,F,,,
Pienersallee,Nottulner Landweg,Mo,2/13/2012,8:19,2,,,1,,2,,,,,,1,,,1,21,53,,321,,28,,,,1,23,,,
Moltkestraße,Ludgeriplatz,Mo,2/13/2012,14:15,5,,,,,2,,,,,,1,1,,,41,21,,252,,14,,,,1,29,,,
Hohenzollernring,Warendorfer Straße,Mo,2/13/2012,21:50,5,,,,,2,,,,,,1,1,,,41,21,,711,,36,,,2,1,24,,,
Jahnstraße,Kinderhauser Straße,Mo,2/13/2012,15:10,5,,,,,2,,1,,,,1,,,,21,71,,301,,28,,,,1,73,,,
Sentruper Straße,Tondernstraße,Mo,2/13/2012,10:00,5,,,,,1,,,,,,,1,,,41,,,799,,14,,,,1,43,,,
Mauritzstraße,Fürstenbergstraße,Mo,2/13/2012,15:35,5,,,,,2,,,,,,1,1,,,21,41,,623,,14,,,,1,22,,,
Hammer Straße,313,Mo,2/13/2012,16:40,3,,,,1,2,,,,,,2,,,,21,21,,623,,14,,,,1,41,,,
Hohe Geest,28,Mo,2/13/2012,13:00,3,X,,,1,2,1,,,,,1,,,,21,81,,431,,42,,,,1,80,,,
Kettelerstraße,81,Mo,2/13/2012,21:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Weseler Straße,Lühnstiege,Mo,2/13/2012,20:20,5,,,,,3,,,,,,3,,,,21,21,,231,,14,,,2/3/2016,1,18,,,
Bahnhofstraße,5,Mo,2/13/2012,15:25,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,,,F,,,
Königsstraße,Parkhaus,Mo,2/13/2012,16:30,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,,,F,,,
An der Alten Ziegelei,10,Mo,2/13/2012,11:30,3,,,,1,2,,,,,,2,,,,21,21,,211,,35,,,,1,21,,,
Telgter Straße,Alverskirchener Straße,Mo,2/13/2012,22:10,6,X,,,,2,,,,,,2,,,,21,21,,592,1,14,,,2/3/2016,1,18,,,
Hohenzollernring,67,Di,2/14/2012,17:10,5,,,,,2,,,,,,2,,,,21,21,,551,,37,,,1,1,48,,,
Hammer Straße,311,Di,2/14/2012,9:30,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,1,47,,,
Weseler Straße,Kolde-Ring,Di,2/14/2012,14:45,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,1,54,,,
Albersloher Weg,539,Di,2/14/2012,12:15,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,,1,39,,,
Bismarckallee,Körnerstraße,Di,2/14/2012,22:10,5,,,,,2,,,,,,1,1,,,41,21,,711,,36,,,2/3/2016,1,30,,,
Nienkamp,25,Di,2/14/2012,21:55,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,2/3/2016,1,18,,,
Albersloher Weg,10,Di,2/14/2012,10:00,5,,,,,2,,,,,,1,1,,,41,21,,623,,14,,,,1,25,,,
Loerstraße,23,Di,2/14/2012,16:10,5,,,,,2,,,,,,2,,,,21,21,,201,,14,,,,,18,,,
Bohlweg,66 / Parkplatz,Di,2/14/2012,10:35,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,1,64,,,
Rishon-le-Zion-Ring,Einsteinstraße,Di,2/14/2012,7:15,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,1/3/2016,1,25,,,
Thomas-Mann-Weg,45,Di,2/14/2012,8:05,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,,,,1,28,,,
Petronillaplatz,16,Di,2/14/2012,22:00,5,,,,,1,,,,,,1,,,,21,,,799,,14,,,2,1,49,,,
Warendorfer Straße,Kaiser-Wilhelm-Ring,Di,2/14/2012,17:10,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,,1,29,,,
Weseler Straße,Dingbängerweg,Di,2/14/2012,9:00,5,X,,,,2,,,,,,,1,1,,45,33,,299,,35,14,,,1,44,,,
Homannstraße,48,Di,2/14/2012,16:15,5,,,,,2,,,,,,2,,,,21,21,,714,,14,,,,1,63,,,
Hörsterstraße,Parkplatz,Di,2/14/2012,17:30,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,,,F,,,
Königsberger Straße,Kiesekampsweg,Di,2/14/2012,12:20,5,,,,,2,,,,,,,2,,,41,41,,651,,14,,,,1,28,,,
Albert-Schweitzer-Straße,Zufahrt UKM,Di,2/14/2012,8:57,5,X,,,,2,,,,,,1,1,,,41,21,,303,,37,,,,1,F,,,
Hofstraße,1,Di,2/14/2012,1:00,5,X,,,,1,,,,,,,,,1,92,,,799,,49,,,,,F,,,
Von-Kluck-Straße,Pro Vital,Di,2/14/2012,11:50,5,X,,,,2,,,,,,2,,,,21,21,,501,,14,,,,1,F,,,
Ottmarsbocholter Straße,23a,Di,2/14/2012,20:05,3,X,,,,2,1,,,,,1,,,,21,81,,799,,49,,,2/3/2016,1,F,,,
Hohenzollernring,51,Di,2/14/2012,19:55,2,,,1,,1,,,,,,1,,,,21,,,762,4,49,,,2/3/2016,1,24,,,
Catharina-Müller-Straße,,Di,2/14/2012,19:50,5,X,,,,2,,,,,,2,,,,21,21,,702,,14,,,2/3/2016,1,70,,,
Rinkerodeweg,25,Di,2/14/2012,20:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,2/3/2016,1,F,,,
Josef-Beckmann-Straße,7,Di,2/14/2012,13:30,5,X,,,,2,,,,,,1,,,1,92,21,,703,,14,,,,1,F,,,
Dingbängerweg,74,Di,2/14/2012,8:35,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,1,F,,,
Roxeler Straße,416 / Parkplatz,Di,2/14/2012,17:36,5,X,,,,2,,,,,,1,1,,,21,41,,703,,49,,,1,,23,,,
Kolde-Ring,Mecklenbecker Straße,Mi,2/15/2012,8:00,5,,,,,2,,,,,,2,,,,21,21,,623,,14,72,,,2,47,,,
Thierstraße,,Mi,2/15/2012,16:00,5,,,,,2,,,,,,2,,,,21,21,,681,,11,14,,,,46,,,
Herrenstraße,14a,Mi,2/15/2012,15:05,5,,,,,2,,,,,,2,,,,21,21,,301,,37,,,,,29,,,
Hansaring,Parkplatz,Mi,2/15/2012,20:25,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,2,,29,,,
Metzerstraße,27,Mi,2/15/2012,19:55,5,,,,,2,,,,,,2,,,,21,21,,799,,14,,,2/3/2016,,46,,,
An der Germaniabrauerei,8,Mi,2/15/2012,9:35,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,60,,,
Feuerstiege,10,Mi,2/15/2012,17:20,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,,,48,,,
Steinfurter Straße,Wilkinghege,Mi,2/15/2012,8:33,5,,,,,3,,,,,,2,1,,,21,21,,623,,14,,,,1,57,,,
Franz-Hitze-Straße,ggü.4,Mi,2/15/2012,11:40,5,,,,,1,,,,,,1,,,,21,,,711,,36,,,,1,38,,,
Sankt-Josefs-Kirchplatz,11,Mi,2/15/2012,9:32,5,,,,,2,,,,,,2,,,,21,21,,701,,14,,,,,59,,,
Düesbergweg,124 / Parkhaus,Mi,2/15/2012,17:30,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,1,,52,,,
Warendorfer Straße,Handorfer Straße,Mi,2/15/2012,18:30,5,,,,,3,,,,,,3,,,,21,21,,611,,14,,,2,,82,,,
Mondstraße,Pleistermühlenweg,Mi,2/15/2012,16:00,5,,,,,2,,,,,,2,,,,21,21,,711,,36,37,,,1,54,,,
Weseler Straße,111,Mi,2/15/2012,15:28,5,,,,,2,,,,,,2,,,,21,21,,630,,26,,,,1,62,,,
Westhoffstraße,128,Mi,2/15/2012,13:50,5,,,,,2,,,,,,2,,,,21,21,,301,,28,,,,1,72,,,
Albersloher Weg,32 / Parkplatz,Mi,2/15/2012,11:18,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,,,F,,,
Warendorfer Straße,Piusallee,Mi,2/15/2012,13:00,3,,,,1,2,1,,,,,1,,,,21,81,,713,,36,42,,,1,24,,,
Paul-Engelhard-Weg,50,Mi,2/15/2012,17:30,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,1,F,,,
Warendorfer Straße,Kaiser-Wilhelm-Ring,Mi,2/15/2012,17:50,3,,,,1,2,,,,,,2,,,,21,21,,621,,14,,,2/3/2016,,24,,,
Hohenzollernring,Bernsmeyerstiege,Mi,2/15/2012,9:20,5,X,,,,2,,,,,,1,1,,,41,21,,651,,14,,,,1,44,,,
Hoher Heckenweg,132,Mi,2/15/2012,16:00,5,X,,,,1,,,,,,1,,,,21,,,703,,36,,,,,32,,,
Aegidiistraße,21,Mi,2/15/2012,11:10,5,X,,,,2,,,,,,2,,,,21,21,,703,,49,,,,,F,,,
Schulte-Hermann-Straße,9,Do,2/16/2012,18:50,5,,,,,2,,,,,,1,1,,,21,41,,703,,14,,,1,1,84,,,
Hörsterplatz,3,Do,2/16/2012,7:37,5,,,,,2,,,,,,2,,,,21,21,,141,,13,14,72,,2,21,,,
Goebenstraße,32,Do,2/16/2012,12:30,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,,40,,,
Cheruskerring,92,Do,2/16/2012,15:20,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,,1,48,,,
