vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,t,sv,lv,anzahl_beteiligte,fg,rf,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,2,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,kinder,18_24,senioren
Wilkinghege,Gasselstiege,Mo,4/26/2010,7:40,2,,,1,,1,,1,,,,,,,,71,,,799,,49,,,0,0,42,,,
Urbanstraße,5,Di,4/27/2010,15:15,5,,,,,2,,,,,,2,,,,21,21,,711,,36,37,,0,0,32,,,
Twenteweg,41,Di,4/27/2010,23:15,5,,,,,2,,,,,,2,,,,21,21,,101,,13,,,2/3/2016,0,27,,,
An den Bleichen,Körnerstraße,Di,4/27/2010,16:10,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,35,,,
Handorfer Straße,Parkplatz Gartencenter,Di,4/27/2010,12:30,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,55,,,
Mecklenbecker Straße,Dingbängerweg,Di,4/27/2010,16:20,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,0,0,37,,,
Mersmannsstiege,Ausfahrt HIT,Di,4/27/2010,17:50,5,,,,,2,,1,,,,1,,,,21,71,,342,,37,,,0,0,29,,,
Albersloher Weg,Gremmendorfer Weg,Di,4/27/2010,13:10,5,,,,,2,,,,,,2,,,,21,21,,630,,26,,,0,0,75,,,
Tom-Rink-Straße,7,Di,4/27/2010,13:25,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,0,0,33,,,
Georgskommende,Am Stadtgraben,Di,4/27/2010,17:50,5,,,,,2,,,,,,2,,,,21,21,,620,,14,,,0,0,67,,,
Flensburger Straße,Holsteiner Straße,Di,4/27/2010,16:00,5,,,,,2,,,,,,2,,,,21,21,,620,,14,,,0,0,40,,,
Krüsbreede,29,Di,4/27/2010,10:25,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,52,,,
Pötterhoek,Vechtastraße,Di,4/27/2010,18:25,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,0,0,87,,,
Schmeddingstraße,47,Di,4/27/2010,12:20,5,X,,,,2,,,,,,2,,,,21,21,,501,,14,,,0,0,65,,,
Paul-Gerhardt-Straße,Ricarda-Huch-Straße,Di,4/27/2010,14:40,3,,,,3,2,,,,,,1,,1,,21,31,,302,,28,,,0,0,32,,,
Wolbecker Straße,245,Di,4/27/2010,8:40,5,,,,,2,,,,,,1,1,,,41,21,,634,,26,,,0,0,26,,,
Kinderhauser Straße,154 / Parkplatz LWL,Di,4/27/2010,14:07,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,0,20,,,
Am Max-Klemens-Kanal,10,Di,4/27/2010,18:50,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,0,0,22,,,
Hammer Straße,ggü. 120,Di,4/27/2010,14:40,5,,,,,2,,,,,,2,,,,21,21,,701,,14,,,0,0,45,,,
Hafenstraße,Albersloher Weg,Di,4/27/2010,12:45,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,0,0,51,,,
Friedrich-Ebert-Straße,Hafenstraße / parkplatz,Di,4/27/2010,23:40,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,2/3/2016,0,23,,,
Hölkenbusch,200,Di,4/27/2010,23:00,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,2,0,43,,,
Wevelinghofergasse,Schulhof Schlaun-Gymn.,Di,4/27/2010,7:35,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,0,0,F,,,
Malteserstraße,30,Di,4/27/2010,18:30,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,0,0,F,,,
Kanalstraße,Bröderichweg,Di,4/27/2010,18:20,4,,,,,2,,,,,,2,,,,21,21,,321,,31,,,0,0,31,,,
Steinfurter Straße,Yorkring,Di,4/27/2010,14:58,3,,,,2,2,1,1,,,,,,,,71,81,,671,,14,,,0,0,23,,,
Neutor,Wilhelmstraße,Di,4/27/2010,16:25,5,,,,,2,,,,,,2,,,,21,21,,631,,26,,,0,0,49,,,
Friedrich-Ebert-Straße,143a,Di,4/27/2010,11:45,5,X,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,0,F,,,
Eisenbahnstraße,Höhe Mauritzhof,Di,4/27/2010,17:30,5,X,,,,2,,,,,,2,,,,21,21,,651,,14,,,0,0,80,,,
Mecklenburger Straße,20,Di,4/27/2010,2:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,0,0,F,,,
Albersloher Weg,587,Di,4/27/2010,17:50,3,,,,2,2,,,,,,2,,,,21,21,,611,,14,,,0,0,19,,,
Hammer Straße,B 51,Di,4/27/2010,15:15,3,,,,1,2,,1,,,,1,,,,21,71,,343,,31,,,0,0,24,,,
Ottmarsbocholter Straße,88,Di,4/27/2010,10:21,3,,,,1,1,,,,,,1,,,,21,,,101,4,49,,,0,0,80,,,
Franz-Hitze-Straße,Kappenberger Damm,Mi,4/28/2010,13:40,5,,,,,1,,,,,,1,,,,21,,,711,,36,,,0,0,50,,,
Rosenplatz,8,Mi,4/28/2010,12:48,5,,,,,1,,,,,,,1,,,41,,,711,,36,,,0,0,44,,,
Heekweg,Zufahrt Sparkasse,Mi,4/28/2010,16:30,5,,,,,1,,,,,,1,,,,21,,,711,,36,,,0,0,31,,,
Kampstraße,7,Mi,4/28/2010,15:57,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,0,0,72,,,
Schmeddingstraße,ggü. Theresiengrund,Mi,4/28/2010,8:20,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,0,0,38,,,
Nevinghoff,100m vor Kanalstraße,Mi,4/28/2010,10:38,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,0,0,20,,,
Wallstraße,1,Mi,4/28/2010,11:40,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,0,0,29,,,
Düesbergweg,128,Mi,4/28/2010,9:10,5,,,,,2,,,,,,2,,,,21,21,,594,,14,,,0,0,39,,,
Kerßenbrockstraße,21,Mi,4/28/2010,9:41,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,59,,,
Gasselstiege,Wilkinghege,Mi,4/28/2010,7:15,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,0,0,25,,,
Weseler Straße,Moltkestraße,Mi,4/28/2010,10:00,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,0,0,24,,,
Piusallee,9,Mi,4/28/2010,11:45,5,,,,,2,,,,,,2,,,,21,21,,681,,14,,,0,0,56,,,
Gartenstraße,Lublinring,Mi,4/28/2010,18:05,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,0,0,59,,,
Hanseller Straße,230,Mi,4/28/2010,17:35,5,,,,,2,,,,,,2,,,,21,21,,322,,37,,,0,0,31,,,
Steinfurter Straße,3,Mi,4/28/2010,10:24,5,,,,,1,,,,,,,1,,,41,,,799,,14,,,0,0,42,,,
Metzer Straße,Habichtshöhe,Mi,4/28/2010,18:26,5,,,,,2,,,,,,2,,,,21,21,,201,,14,,,0,0,19,,,
Metzer Straße,67,Mi,4/28/2010,19:20,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,20,,,
Borkstraße,2,Mi,4/28/2010,16:35,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,0,0,41,,,
Kappenberger Damm,Drensteinfurtweg,Mi,4/28/2010,16:55,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,0,0,22,,,
Südstraße,41,Mi,4/28/2010,5:45,5,X,,,,2,,,,,,2,,,,21,21,,701,,14,,,1/3/2016,0,28,,,
Promenade,Hörsterstraße,Mi,4/28/2010,12:10,3,,,,1,2,,2,,,,,,,,71,71,,232,,35,,,0,0,56,,,
Schillerstraße,Hubertistraße,Mi,4/28/2010,8:00,5,X,,,,2,,,,,,1,1,,,41,21,,501,,14,,,0,0,49,,,
Papenburger Straße,3,Mi,4/28/2010,13:45,5,X,,,,2,,1,,,,1,,,,21,71,,701,,49,,,0,0,F,,,
Aegidiistraße,21,Mi,4/28/2010,8:45,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,0,0,F,,,
Gerichtsstraße,Badestraße,Mi,4/28/2010,13:02,3,,,,2,3,,2,,,,,1,,,41,71,,243,,35,,,0,0,26,,,
Wolbecker Straße,Schaumburgstraße,Mi,4/28/2010,20:10,3,,,,1,2,1,,,,,1,,,,81,21,,451,,64,,,0,0,68,,,
Am Berler Kamp,76,Mi,4/28/2010,11:10,5,X,,,,2,,,,,,2,,,,21,21,,301,,37,,,0,0,F,,,
Raesfeldstraße,54,Do,4/29/2010,8:20,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,20,,,
Düesbergweg,11,Do,4/29/2010,16:40,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,0,0,81,,,
Hochstraße,12,Do,4/29/2010,17:20,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,0,0,38,,,
Wolbecker Straße,45,Do,4/29/2010,7:35,5,,,,,1,,,,,,,1,,,41,,,799,,14,,,1,0,27,,,
Mauritztor,Eisenbahnstraße,Do,4/29/2010,10:10,5,,,,,2,,,,,,2,,,,21,21,,640,,26,,,0,0,45,,,
Travelmannstraße,29,Do,4/29/2010,18:45,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,26,,,
Alter Mühlenweg,70,Do,4/29/2010,9:15,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,0,0,48,,,
Hammer Straße,95,Do,4/29/2010,19:10,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,0,0,35,,,
Gartenstraße,26,Do,4/29/2010,10:00,5,,,,,2,,,,,,1,1,,,41,21,,601,,14,,,0,0,28,,,
Annette-Allee,,Do,4/29/2010,13:00,5,,,,,2,,,,,,1,1,,,21,51,,711,,36,,,0,0,48,,,
Kirschgarten,1,Do,4/29/2010,16:55,5,,,,,2,,,,,,2,,,,21,21,,551,,37,,,0,0,77,,,
Grevener Straße,Ausfahrt Rewe,Do,4/29/2010,14:30,5,,,,,2,,,,,,2,,,,21,21,,303,,37,,,0,0,22,,,
Altenberger Straße,319,Do,4/29/2010,6:00,5,,,,,1,,,,,,,1,,,41,,,141,,49,,,1,0,48,,,
Wolbecker Straße,91,Do,4/29/2010,15:45,5,,,,,2,,,,,,1,1,,,41,21,,799,,14,,,0,0,58,,,
Dyckburgstraße,34,Do,4/29/2010,17:40,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,0,0,21,,,
Hammer Straße,Münstermannweg,Do,4/29/2010,13:20,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,0,0,70,,,
Weißenburgstraße,36,Do,4/29/2010,19:00,5,,,,,2,,,,,,2,,,,21,21,,681,,14,,,0,0,44,,,
Studtstraße,Gertrudenstraße,Do,4/29/2010,14:25,5,,,,,2,,,,,,2,,,,21,21,,799,,14,,,0,0,31,,,
Hammer Straße,214,Do,4/29/2010,17:11,5,X,,,,2,,,,,,2,,,,21,21,,399,,37,,,0,0,20,,,
Kriegerweg,99,Do,4/29/2010,7:35,3,,,,1,2,,1,,,,,,,1,59,71,,582,,45,,,0,0,43,,,
Gartenstraße,Hoher Heckenweg,Do,4/29/2010,8:10,3,,,,1,2,,1,,,,1,,,,21,71,,224,,35,,,0,0,65,,,
Aegidiistraße,35,Do,4/29/2010,13:15,3,,,,1,1,,1,,,,,,,,71,,,773,,52,,,0,0,23,,,
Melchersstraße,Kinderhauser Straße,Do,4/29/2010,19:55,5,,,,,2,,,,,,2,,,,21,21,,202,,35,,,0,0,30,,,
Von-Esmarch-Straße,Roxeler Straße,Do,4/29/2010,20:29,3,,,,1,2,,,,1,,1,,,,2,21,,621,,14,,,0,0,17,,,
Kärntner Straße,14,Do,4/29/2010,8:30,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,0,0,F,,,
Wehrstraße,2,Do,4/29/2010,14:00,5,X,,,,2,,,,,,2,,,,21,21,,799,,49,,,0,0,F,,,
Am Kattwinkel,182,Do,4/29/2010,12:25,5,,,,,2,,,,,,1,1,,,41,21,,681,,14,,,0,0,40,,,
Meppener Straße,2,Do,4/29/2010,20:00,5,X,,,,2,,,,,,1,1,,,41,21,,701,,49,,,2,0,49,,,
Warendorfer Straße,54,Do,4/29/2010,20:15,3,X,,,1,2,,1,,,,1,,,,21,71,,341,,37,,,0,0,F,,,
Westfalenstraße,Hummelbrink,Do,4/29/2010,21:30,3,X,,,1,2,,1,,,,1,,,,21,71,,371,,36,,,1/3/2016,0,21,,,
Gremmendorfer Weg,k.v. Albersloher Weg,Do,4/29/2010,17:15,3,,,,1,1,,1,,,,,,,,71,,,141,,49,,,0,0,36,,,
Hammer Straße,455,Do,4/29/2010,15:00,5,,,,,2,,,,,,1,1,,,51,21,,631,,26,,,0,0,35,,,
Schifffahrter Damm,Königsberger Straße,Do,4/29/2010,7:05,3,,,,1,2,,,,1,,,1,,,12,51,,501,,14,,,0,0,34,,,
Zumsandestraße,150m vor Warendorfer Straße,Do,4/29/2010,11:00,5,X,,,,2,,,,,,1,,,1,92,21,,501,,14,,,0,0,F,,,
Siemensstraße,51,Fr,4/30/2010,10:10,5,,,,,3,,,,,,2,1,,,45,21,,501,,14,,,0,0,33,,,
Steinfurter Straße,Höhe Am Rüschhaus,Fr,4/30/2010,7:55,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,0,0,44,,,
Bröderichweg,Grevener Straße,Fr,4/30/2010,7:30,5,,,,,2,,,,,,1,1,,,41,21,,623,,14,,,0,0,21,,,
Dyckburgstraße,Eisenbahnbrücke,Fr,4/30/2010,0:05,5,,,,,1,,,,,,,1,,,45,,,799,,14,,,2,0,46,,,
Davertstraße,ggü. 35,Fr,4/30/2010,14:40,5,,,,,1,,,,,,,,1,,31,,,799,,14,,,0,0,51,,,
Idenbrockplatz,Parkplatz,Fr,4/30/2010,14:10,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,0,1,39,,,
Augustastraße,Sebastiankirchweg,Fr,4/30/2010,14:30,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,0,0,65,,,
Angelmodder Weg,Pirolweg,Fr,4/30/2010,10:50,5,,,,,2,,,,,,2,,,,21,21,,201,,14,,,0,0,74,,,
Am Stadtgraben,13,Fr,4/30/2010,13:30,5,,,,,2,,,,,,1,1,,,41,21,,640,,26,,,0,0,44,,,
Hüfferstraße,57,Fr,4/30/2010,16:00,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,0,23,,,
Adenauerallee,Weseler Straße,Fr,4/30/2010,12:00,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,0,0,22,,,
Dieckstraße,Parkplatz Dursty,Fr,4/30/2010,15:55,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,0,63,,,
Münsterstraße,50,Fr,4/30/2010,10:45,5,,,,,2,,,,,,1,1,,,41,21,,711,,36,,,0,1,27,,,
Domagkstraße,Parkhaus,Fr,4/30/2010,13:10,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,0,0,32,,,
Wichernstraße,23,Fr,4/30/2010,12:55,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,92,,,
Rüschhausweg,3,Fr,4/30/2010,17:05,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,74,,,
Hammer Straße,221,Fr,4/30/2010,17:55,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,0,0,21,,,
Hammer Straße,B 51,Fr,4/30/2010,17:50,5,,,,,2,,,,,,1,1,,,41,21,,623,,14,,,0,0,60,,,
Schaumburgstraße,10,Fr,4/30/2010,17:55,5,,,,,2,,,,,,2,,,,21,21,,321,,27,,,0,0,66,,,
Boeselagerstraße,25,Fr,4/30/2010,17:00,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,0,0,73,,,
Warendorfer Straße,Bahnbrücke,Fr,4/30/2010,13:38,5,,,,,1,,,,,,,1,,,41,,,799,,14,,,0,0,44,,,
Warendorfer Straße,Alter Mühlenweg,Fr,4/30/2010,9:09,5,,,,,3,,,,,,2,1,,,21,21,,623,,14,,,0,0,71,,,
Loddenheide,Dornierweg,Fr,4/30/2010,12:10,3,,,,2,2,,,,,,2,,,,21,21,,211,,35,,,0,0,42,,,
Wolbecker Straße,304,Fr,4/30/2010,6:50,5,X,,,,2,,,,1,,,1,,,41,2,,711,,36,,,0,0,43,,,
Meesenstiege,54,Fr,4/30/2010,11:30,5,X,,,,2,,,,,,2,,,,21,21,,703,,14,,,0,0,40,,,
Andreas-Hofer-Straße,72,Fr,4/30/2010,14:47,5,X,,,,2,,1,,,,1,,,,21,71,,701,,49,,,0,0,52,,,
Hammer Straße,154,Fr,4/30/2010,13:00,5,,,,,2,,,,,,2,,,,21,21,,631,,26,,,0,0,54,,,
Schillerstraße,60,Fr,4/30/2010,17:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,2,0,F,,,
Zum Rieselfeld,Kanalstraße,Fr,4/30/2010,8:48,5,X,,,,2,,,,,,1,1,,,41,21,,201,,35,,,0,0,47,,,
Albert-Schweitzer-Straße,Parkhaus UKM,Fr,4/30/2010,10:00,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,0,0,F,,,
Hohenzollernring,Wolbecker Straße,Fr,4/30/2010,20:29,5,,,,,2,,,,,,2,,,,21,21,,611,,14,,,0,0,33,,,
Damaschkeweg,1,Fr,4/30/2010,7:10,5,,,,,2,,,,,,2,,,,21,21,,141,,49,82,,0,0,49,,,
Scheibenstraße,37a,Fr,4/30/2010,6:30,5,X,,,,1,,,,,,,,,1,92,,,799,,49,,,0,0,F,,,
Niederort,190,Sa,5/1/2010,3:05,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,2,0,41,,,
Westfalenstraße,48,Sa,5/1/2010,14:30,5,,,,,1,,,,,,1,,,,21,,,711,,36,,,0,0,56,,,
Friedrich-Ebert-Straße,Clevornstraße,Sa,5/1/2010,6:50,5,,,,,2,,,,,,2,,,,21,21,,322,,28,,,0,0,50,,,
Zum Hiltruper See,173,Sa,5/1/2010,15:15,3,X,,,1,2,,2,,,,,,,,71,71,,681,,49,,,0,0,F,,,
Westfalenstraße,252,Sa,5/1/2010,19:30,3,,,,1,1,,,,,,1,,,,21,,,151,1,10,13,,0,0,18,,,
Wolbecker Straße,Servatiiplatz,Sa,5/1/2010,3:17,2,,,1,,1,,1,,,,,,,,71,,,141,1,49,,,2/3/2016,0,22,,,
Hülsebrockstraße,An der Christuskirche,Sa,5/1/2010,15:55,3,,,,1,1,,1,,,,,,,,71,,,141,,49,,,0,0,47,,,
Dingbängerweg,Am Rohrbusch,Sa,5/1/2010,23:10,5,,,,,2,,1,,,,1,,,,21,71,,342,,28,,,2/3/2016,0,31,,,
Bredeheide,2,So,5/2/2010,15:20,5,,,,,2,,,,,,2,,,,21,21,,301,,37,,,0,0,48,,,
Schifffahrter Damm,Alte Schifffahrt,So,5/2/2010,16:44,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,0,0,18,,,
Weseler Straße,Inselbogen,So,5/2/2010,15:40,5,,,,,2,,,,,,,1,1,,41,33,,501,,14,,,0,0,21,,,
Burgstraße,16,So,5/2/2010,18:32,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,,,0,1,57,,,
Dülmener Straße,101,So,5/2/2010,22:25,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,2,1,76,,,
Gartenstraße,83 / Parkplatz Edeka,So,5/2/2010,11:25,5,,,,,1,,,,,,1,,,,21,,,703,,14,,,0,0,56,,,
Handorfer Straße,Parkplatz Gartencenter,So,5/2/2010,14:50,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,0,57,,,
Warendorfer Straße,Handorfer Straße,So,5/2/2010,18:02,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,0,0,31,,,
Mecklenbecker Straße,440,So,5/2/2010,1:05,2,,,1,,1,,1,,,,,,,,71,,,141,1,49,,,2/3/2016,0,44,,,
Osttor,63,So,5/2/2010,2:05,4,,,,,1,,,,,,1,,,,21,,,141,1,13,,,2/3/2016,0,21,,,
Schmitz-Kühlken,1,So,5/2/2010,4:23,3,,,,2,1,,,,,,1,,,,21,,,751,,13,86,,2/3/2016,0,18,,,
Wolbecker Straße,128,So,5/2/2010,7:34,3,X,,,3,2,,,,,,2,,,,21,21,,681,1,11,10,,0,0,39,,,
Warendorfer Straße,Kaiser-Wilhelm-Ring,Mo,5/3/2010,16:20,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,0,0,18,,,
Albersloher Weg,550,Mo,5/3/2010,18:14,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,0,0,35,,,
Fliednerstraße,21,Mo,5/3/2010,7:55,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,0,0,22,,,
An der Apostelkirche,ggü. 3,Mo,5/3/2010,13:15,5,,,,,1,,,,,,1,,,,21,,,799,,14,,,0,0,28,,,
Joseph-König-Straße,,Mo,5/3/2010,12:55,5,,,,,2,,,,,,2,,,,21,21,,799,,14,,,0,0,28,,,
Tegederstraße,Probsteistraße,Mo,5/3/2010,15:15,5,,,,,2,,1,,,,1,,,,21,71,,342,,27,,,0,0,69,,,
Geiststraße,110,Mo,5/3/2010,16:20,5,,,,,2,,,,,,2,,,,21,21,,301,,37,,,0,0,45,,,
Moltkestraße,40,Mo,5/3/2010,17:35,5,,,,,2,,,,,,2,,,,21,21,,602,,14,,,0,0,22,,,
Piusallee,58,Mo,5/3/2010,9:30,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,28,,,
Krummer Timpen,65,Mo,5/3/2010,8:30,5,,,,,2,,,,,,2,,,,21,21,,799,,14,,,0,0,45,,,
Unckelstraße,2,Mo,5/3/2010,11:35,5,,,,,2,,,,,,2,,,,21,21,,701,,14,,,0,0,81,,,
Albersloher Weg,Martin-Luther-King-Weg,Mo,5/3/2010,8:00,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,0,1,46,,,
Hamannplatz,Parkplatz,Mo,5/3/2010,12:30,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,0,76,,,
Bremer Straße,Hamburger Straße,Mo,5/3/2010,13:50,5,,,,,2,,,,,,1,1,,,21,41,,711,,36,,,0,0,20,,,
Coerdestraße,Rudolf-von-Langen-Straße,Mo,5/3/2010,8:00,5,,,,,2,,,,,,2,,,,21,21,,682,,11,14,,0,0,41,,,
Eltingstraße,Parkplatz Inkmann,Mo,5/3/2010,8:50,5,,,,,2,,,,,,1,1,,,41,21,,711,,36,,,0,1,30,,,
Neubrückenstraße,ggü. 60,Mo,5/3/2010,18:50,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,25,,,
Nevinghoff,Parkplatz,Mo,5/3/2010,17:30,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,0,0,80,,,
Grevener Straße,69 / Parkplatz Saturn,Mo,5/3/2010,18:25,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,0,27,,,
Geiststraße,110,Mo,5/3/2010,16:40,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,0,?,,,
Aegidiimarkt,1 / Parkhaus,Mo,5/3/2010,10:00,5,X,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,0,F,,,
Schifffahrter Damm,Konradstraße,Mo,5/3/2010,11:50,3,,,,2,2,,,,,,2,,,,21,21,,763,4,49,,,0,0,58,,,
Hermannstraße,51,Mo,5/3/2010,17:25,5,X,,,,2,,,,,,2,,,,21,21,,712,,36,,,0,0,23,,,
Albersloher Weg,449 / Nebenfahrbahn,Mo,5/3/2010,12:20,5,X,,,,2,,,,,,2,,,,21,21,,702,,49,,,0,0,58,,,
Nerzweg,26,Mo,5/3/2010,15:40,5,,,,,2,,,,,,1,1,,,41,21,,682,,11,,,0,0,21,,,
Andreas-Hofer-Straße,50,Mo,5/3/2010,13:10,3,,,,2,2,,,,1,,1,,,,12,21,,611,,14,,,0,0,64,,,
Hammer Straße,4,Mo,5/3/2010,16:40,3,,,,1,2,,,,,,1,,1,,21,33,,661,,17,,,0,0,40,,,
Dülmener Straße,18,Di,5/4/2010,11:30,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,,,0,0,48,,,
Am Kanonengraben,ggü. 17,Di,5/4/2010,10:15,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,71,,,
Davertstraße,44,Di,5/4/2010,11:45,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,69,,,
Bennostraße,4,Di,5/4/2010,15:50,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,0,0,79,,,
Warendorfer Straße,Gereonstraße,Di,5/4/2010,13:10,5,,,,,2,,,,,,2,,,,21,21,,201,,14,,,0,0,21,,,
Weseler Straße,32,Di,5/4/2010,9:40,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,0,0,71,,,
Staufenstraße,5,Di,5/4/2010,7:05,5,,,,,2,,,,,,1,1,,,41,21,,711,,36,,,0,0,38,,,
Hohenzollernring,Warendorfer Straße,Di,5/4/2010,14:20,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,0,0,28,,,
Hammer Straße,82,Di,5/4/2010,18:35,5,,,,,2,,,,,,2,,,,21,21,,701,,14,,,0,0,25,,,
Grevener Straße,222,Di,5/4/2010,8:50,5,,,,,2,,,,1,,1,,,,21,12,,623,,14,,,0,0,28,,,
Hammer Straße,234,Di,5/4/2010,7:25,5,,,,,2,,2,,,,,,,,71,71,,681,,10,14,,0,0,28,,,
Grüner Grund,40,Di,5/4/2010,11:30,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,0,0,32,,,
Nienberger Straße,k.v. Bereichsgrenze,Di,5/4/2010,21:35,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,2,0,48,,,
Marktallee,Glasuritstraße,Di,5/4/2010,16:15,5,,,,,2,,,,,1,1,,,,21,11,,601,,11,,,0,0,42,,,
Langebusch,40,Di,5/4/2010,13:00,5,,,,,2,,,,,,1,1,,,21,41,,711,,36,,,0,0,41,,,
Idenbrockplatz,ggü. Aldi,Di,5/4/2010,18:02,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,0,59,,,
An der Alten Ziegelei,Parkplatz Hornbach,Di,5/4/2010,15:45,5,,,,,2,,,,,,2,,,,21,21,,703,,45,,,0,0,?,,,
Hafenstraße,Ludgeriplatz,Di,5/4/2010,7:50,5,,,,,2,,,,,,2,,,,21,21,,252,,14,,,0,0,25,,,
Hammer Straße,97,Di,5/4/2010,17:25,3,,,,1,2,1,,,,,1,,,,21,81,,241,,40,,,0,0,47,,,
Emsländer Weg,6,Di,5/4/2010,17:30,3,,,,1,2,,2,,,,,,,,71,71,,681,,11,,,0,0,51,,,
Friedrich-Ebert-Straße,Augustastraße,Di,5/4/2010,8:35,5,X,,,,2,,,,,,2,,,,21,21,,715,,49,,,0,0,F,,,
Zum Erlenbusch,Homannstraße,Di,5/4/2010,16:15,5,,,,,2,,,,,,2,,,,21,21,,711,,49,,,0,0,27,,,
Auf der Horst,8,Di,5/4/2010,22:00,5,X,,,,3,,,,,,3,,,,21,21,,799,,49,,,0,0,F,,,
Jüdefelderstraße,54,Di,5/4/2010,17:15,5,,,,,2,,,,,,2,,,,21,21,,701,,14,,,0,0,54,,,
Hohenzollernring,82 / Parkplatz,Di,5/4/2010,7:00,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,0,0,F,,,
Dammstraße,3,Di,5/4/2010,23:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,2,0,F,,,
