vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,t,sv,lv,anzahl_beteiligte,fg,rf,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,2,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,kinder,18_24,senioren
Kinderhauser Straße,Arndtstraße,Do,1/9/2014,13:15,5,X,,,,2,,,,,,2,,,,21,21,,719,,36,,,,1,45,,,
Melchersstraße,80,Mo,1/6/2014,9:05,5,,,,,2,,,,,,1,,1,,33,21,,501,,14,,,,1,42,,,
Heumannsweg,Schmittingheide,Mo,1/6/2014,17:40,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,2,1,44,,,
Friesenring,31,Mi,1/8/2014,17:41,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,2,,29,,,
Dingbängerweg,Weseler Straße,Do,1/9/2014,7:25,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,1,1,53,,,
Wolbecker Straße,einw. / Zufahrt Umgehungsstraße,Do,1/9/2014,6:26,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,2,1,51,,,
Hensenstraße,140,Do,1/9/2014,8:05,5,,,,,2,,,,,,2,,,,21,21,,301,,37,,,,1,31,,,
Rudolf-von-Langen-Straße,Kampstraße,Do,1/9/2014,8:20,5,,,,,2,,,,,,1,1,,,44,21,,502,,14,,,1,,43,,,
Am Schütthook,1,Do,1/9/2014,8:40,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,1,72,,,
Pottkamp,17,Do,1/9/2014,9:15,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,1,53,,,
Davertstraße,k.v. Südhoff FR Amelsbüren,Do,1/9/2014,11:30,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,,1,34,,,
Marktallee,ggü. 13,Do,1/9/2014,11:37,5,,,,,2,,,,,,,1,1,,40,33,,501,,14,,,,1,21,,,
Hoher Heckenweg,Piusallee,Do,1/9/2014,12:40,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,1,55,,,
Norbertstraße,8,Do,1/9/2014,13:45,5,,,,,2,,,,,,1,1,,,40,40,,501,,14,,,,1,38,,,
Bodelschwinghstraße,5,Do,1/9/2014,16:22,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,2,1,34,,,
Hohenzollernring,Höhe Warendorfer Straße,Do,1/9/2014,16:23,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,1,1,42,,,
Roxeler Straße,468,Do,1/9/2014,17:08,5,,,,,2,,1,,,,1,,,,21,71,,601,,14,,,1,1,61,,,
Kanalstraße,150m v. Bröderichweg FR  auswärts,Do,1/9/2014,17:45,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,2,1,24,,,
Gasselstiege,ggü. 21,Do,1/9/2014,18:00,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,2,1,30,,,
Weseler Straße,111,Do,1/9/2014,18:45,5,,,,,3,,,,,,3,,,,21,21,,611,,14,,,2,1,25,,,
Coermühle,150m h. Gaststätte Heidehof,Do,1/9/2014,20:45,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,2,,30,,,
Am Hörsterfriedhof,27,Do,1/9/2014,21:30,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,2/3/2016,1,26,,,
Dyckburgstraße,Mariendorfer Straße,Do,1/9/2014,17:20,3,,,,2,2,,,,,,2,,,,21,21,,621,,14,,,2/3/2016,1,22,,,
Kronprinzenstraße,62 / Fahrbahnrand,So,1/5/2014,16:00,5,X,,,,2,,,,,,1,,,1,92,21,,501,,49,,,,,F,,,
Wolbecker Straße,11,Di,1/7/2014,17:55,5,,,,,2,,,,,1,1,,,,21,12,,721,,36,,,1,,47,,,
Mendelstraße,Busso-Peuss-Straße / KV,Do,1/9/2014,8:00,3,,,,1,2,,1,,,,1,,,,21,71,,341,,28,,,,,56,,,
Steinfurter Straße,Wilkinghege,Fr,1/10/2014,11:25,3,,,,1,2,,1,,,,1,,,,21,71,,344,,31,,,,,66,,,
Sebastiankirchweg,10,Mi,1/8/2014,19:30,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Gremmendorfer Weg,44,Fr,1/10/2014,7:43,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,1/3/2016,,34,,,
Toppheideweg,Höhe Wartburgschule,Fr,1/10/2014,8:05,5,,,,,2,,,,,,1,,1,,21,33,,711,,36,,,1,1,45,,,
Trauttmansdorffstraße,im Verlauf,Fr,1/10/2014,8:35,5,,,,,2,,,,,,1,1,,,40,21,,640,,26,,,,,58,,,
Neutor,Münzstraße,Fr,1/10/2014,9:15,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,,1,32,,,
Wiener Straße,Ostmarkstraße,Fr,1/10/2014,10:35,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,,30,,,
Morthorststraße,20,Fr,1/10/2014,11:30,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,,39,,,
Am Klosterwald,Marktallee,Fr,1/10/2014,11:55,5,,,,,2,,,,,,2,,,,21,21,,571,,36,37,,,,40,,,
Düesbergweg,12,Fr,1/10/2014,12:47,5,,,,,2,,,,,,1,1,,,44,21,,501,,14,,,,,20,,,
Bismarckallee,Körnerstraße,Fr,1/10/2014,13:55,5,,,,,2,,,,,,1,,1,,31,21,,711,,36,,,,,58,,,
B 51,in der Abfahrt Weseler Straße,Fr,1/10/2014,14:30,5,,,,,2,,,,,,1,,1,,21,33,,630,,26,,,,,34,,,
Fuggerstraße,2,Fr,1/10/2014,15:00,5,,,,,2,,,,,,1,1,,,44,21,,711,,36,,,,,60,,,
Ludgeriplatz,Hammer Straße,Fr,1/10/2014,15:48,5,,,,,2,,,,,,1,1,,,44,21,,601,,14,,,,,49,,,
Dyckburgstraße,ca. 500m hinter Sudmühlenstraße,Fr,1/10/2014,16:00,5,,,,,2,,,,,,2,,,,21,21,,681,,14,,,,1,62,,,
Schillerstraße,47,Fr,1/10/2014,16:15,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,,40,,,
Neubrückentor,Promenade,Fr,1/10/2014,16:25,5,,,,,2,,1,,,,1,,,,71,21,,601,,14,,,,,13,,,
Wolbecker Straße,282a,Fr,1/10/2014,17:00,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,1/3/2016,,21,,,
Roxeler Straße,Dieckmannstraße,Fr,1/10/2014,17:20,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,2/3/2016,,69,,,
Piusallee,132 / Parkplatz,Fr,1/10/2014,19:50,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,2,,19,,,
Alter Mühlenweg,120,Sa,1/11/2014,7:35,5,,,,,2,,,,,,2,,,,21,21,,681,,14,,,1,,25,,,
Mecklenbecker Straße,229 / Parkplatz,Sa,1/11/2014,8:00,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,,,22,,,
Dürerstraße,8,Sa,1/11/2014,9:05,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,,26,,,
Hoher Heckenweg,75,Sa,1/11/2014,13:44,5,,,,,2,,,,,,2,,,,21,21,,551,,37,,,,1,38,,,
Althausweg,105 / Parkplatz,Sa,1/11/2014,14:55,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,1,51,,,
Augustastraße,4,Sa,1/11/2014,15:45,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,1,34,,,
Schifffahrter Damm,ggü. Ostmarkstraße / Parkplatz Netto,Sa,1/11/2014,15:50,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,1,29,,,
Sternstraße,24,Sa,1/11/2014,16:05,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,1,54,,,
Wolbecker Straße,10,Sa,1/11/2014,17:10,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,1,1,49,,,
Wielandstraße,6,Sa,1/11/2014,18:20,5,,,,,3,,,,,,3,,,,21,21,,711,,36,,,2/3/2016,1,69,,,
Bremer Platz,Taxistand,Sa,1/11/2014,18:25,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,2/3/2016,1,19,,,
Gescherweg,Schöppingenweg,Sa,1/11/2014,23:00,5,,,,,2,,,,,,1,,,1,59,21,,711,,36,,,2,1,30,,,
Kardinal-von-Galen-Ring,65,So,1/12/2014,4:20,5,,,,,1,,,,,,1,,,,21,,,122,,13,,72,2/3/2016,2,55,,,
Vogelsang,Höhe Kamenbach,So,1/12/2014,7:00,5,,,,,1,,,,,,1,,,,21,,,141,,13,72,80,2,2,43,,,
Buldernweg,9,So,1/12/2014,7:30,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,2,1,39,,,
Alter Milchhof,4 / Tiefgarage,So,1/12/2014,18:15,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,,,59,,,
Steinfurter Straße,Orleans-Ring,So,1/12/2014,18:30,5,,,,,2,,,,,,2,,,,21,21,,252,,14,,,2/3/2016,,17,,,
Patronatsstraße,23,So,1/12/2014,23:20,5,,,,,2,,,,,,2,,,,21,21,,562,,36,37,,2/3/2016,,27,,,
Hiltruper Straße,Hiltruper Straße,Mo,1/13/2014,6:40,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,2/3/2016,1,49,,,
Kappenberger Damm,44,Mo,1/13/2014,7:50,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,1,2,19,,,
Loerstraße,17a,Mo,1/13/2014,9:20,5,,,,,1,,,,,,,1,,,44,,,711,,36,,,,,34,,,
Maximilianstraße,Zuhornstraße,Mo,1/13/2014,9:30,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,,55,,,
Hammer Straße,Münstermannweg,Mo,1/13/2014,10:40,5,,,,,2,,,,,,2,,,,21,21,,641,,26,,,,,84,,,
Hohenholter Straße,48,Mo,1/13/2014,12:10,5,,,,,1,,,,,,,1,,,40,,,141,,13,14,,,1,35,,,
Düesbergweg,124 / Parkhaus,Mo,1/13/2014,13:00,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,85,,,
Lambertistraße,35,Mo,1/13/2014,13:10,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,,23,,,
Neutor,Wilhelmstraße,Mo,1/13/2014,13:37,5,,,,,3,,,,,,3,,,,21,21,,201,,14,,,,,58,,,
Hansaring,35,Mo,1/13/2014,14:15,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,,39,,,
Zum Häpper,15,Mo,1/13/2014,14:20,5,,,,,1,,,,,,,1,,,40,,,711,,36,,,,,21,,,
Bachstraße,ggü. 14,Mo,1/13/2014,15:35,5,,,,,2,,,,,,2,,,,21,21,,711,,36,37,,,1,36,,,
Schifffahrter Damm,Höhe Pötterhoek,Mo,1/13/2014,15:40,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,,46,,,
Pottkamp,19,Mo,1/13/2014,16:05,5,,,,,2,,,,,,1,1,,,40,21,,501,,14,,,1,,24,,,
Münsterstraße,Wersewinkel,Mo,1/13/2014,16:40,5,,,,,3,,,,,,2,1,,,40,21,,611,,14,,,,,23,,,
Hammer Straße,28,Mo,1/13/2014,18:20,5,,,,,2,,,,,,1,,1,,33,21,,501,,14,,,2,,60,,,
Einsteinstraße,Rishon-le-Zion-Ring,Mo,1/13/2014,21:15,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,2/3/2016,1,24,,,
Daimlerweg,???,Mi,1/8/2014,17:30,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Kösliner Straße,75,Di,1/14/2014,14:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Domagkstraße,Zufahrt Parkhaus Mensa,Di,1/14/2014,12:52,5,,,,,2,,1,,,,1,,,,21,71,,222,,35,,,,,53,,,
Warendorfer Straße,Höhe Wilhelmshavenufer,Di,1/14/2014,12:40,2,,,1,,1,,1,,,,,,,,72,,,141,,49,73,,,1,73,,,
Gartenstraße,81,Di,1/14/2014,16:22,5,,,,,2,,,,,,1,,1,,33,21,,651,,26,,,,,59,,,
Coerdestraße,53,Do,1/9/2014,10:07,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,1,24,,,
Everswinkeler Straße,34,Fr,1/10/2014,8:00,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,1,1,44,,,
Hägerstraße,Derßenbrockstiege,Mo,1/13/2014,17:33,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,2,,56,,,
Ludgeriplatz,im Kreis Höhe Moltkestraße,Di,1/14/2014,7:50,5,,,,,2,,,,,,2,,,,21,21,,630,,26,,,1,,62,,,
Im Flothfeld,100m v. Hanseller Straße,Di,1/14/2014,7:51,5,,,,,1,,,,,,1,,,,21,,,101,,13,72,,2,2,33,,,
Schulstraße,4,Di,1/14/2014,8:55,5,,,,,1,,,,,,1,,,,21,,,711,,36,,,,,64,,,
Alter Steinweg,17 / Parkhaus,Di,1/14/2014,9:45,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,,,29,,,
Stadtlohnweg,Haltestelle Weitkampweg,Di,1/14/2014,9:46,5,,,,,2,,,,,,1,,1,,33,21,,501,,14,,,,,36,,,
Goldstraße,ggü. 54,Di,1/14/2014,10:05,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,,51,,,
Franz-Hitze-Straße,9,Di,1/14/2014,11:08,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,1,28,,,
Schlossplatz,Parkplatz,Di,1/14/2014,11:15,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,1,60,,,
Auf dem Dorn,21,Di,1/14/2014,11:50,5,,,,,2,,,,,,2,,,,21,21,,201,,14,,,,,27,,,
Hafenstraße,Frie-Vendt-Straße,Di,1/14/2014,12:05,5,,,,,1,,,,,,,1,,,44,,,799,,49,,,,1,60,,,
Steinfurter Straße,7,Di,1/14/2014,12:20,5,,,,,3,,,,,,2,1,,,40,21,,611,,14,,,,,58,,,
Austermannstraße,k.v. Gievenbecker Weg,Di,1/14/2014,12:41,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,82,,1,59,,,
Manfred-von-Richthofen-Straße,Andreas-Hofer-Straße,Di,1/14/2014,13:55,5,,,,,2,,,,,,2,,,,21,21,,201,,14,,,,1,18,,,
