vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,t,sv,lv,anzahl_beteiligte,fg,rf,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,2,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,kinder,18_24,senioren
Hamannplatz,Parkplatz,Mi,3/30/2011,9:30,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Schifffahrter Damm,87,Mi,3/30/2011,9:40,5,,,,,1,,,,,,1,,,,21,,,711,,36,,,,,?,,,
Hammer Straße,Reha-Mathel-Falk-Weg,Mi,3/30/2011,10:50,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,,,26,,,
Schorlemer Straße,Ludgeriplatz,Mi,3/30/2011,10:56,5,,,,,2,,,,,,,1,1,,32,41,,252,,14,,,,,57,,,
Krumme Straße,Schule,MI,3/30/2011,11:05,5,,,,,2,,,,,,1,,,1,59,21,,501,,14,,,,,45,,,
Marktallee,Parkplatz Wiewel-Markt,Mi,3/30/2011,11:30,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,,,26,,,
Andreas-Hofer-Straße,72,Mi,3/30/2011,11:35,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,,,,,31,,,
Stubengasse,21,Mi,3/30/2011,12:00,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,3,,47,,,
Albersloher Weg,437,Mi,3/30/2011,12:10,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,,35,,,
Domagkstraße,ggü.3,Mi,3/30/2011,13:10,5,,,,,2,,1,,,,1,,,,71,21,,501,,14,,,,,20,,,
Dülmener Straße,22 Parkplatz,Mi,3/30/2011,13:15,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,,41,,,
Am Tinnenbusch,Sendener Stiege,Mi,3/30/2011,13:20,5,X,,,,2,,,,,,2,,,,21,21,,501,,14,,,,,F,,,
Rudolfstraße,Nottebohmstraße,Mi,3/30/2011,13:30,5,,,,,1,,,,,,,1,,,41,,,703,,14,,,,,59,,,
B 51,Abfahrt Hammer Straße,Mi,3/30/2011,14:49,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,,59,,,
Königsberger Straße,156,Mi,3/30/2011,15:58,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,,53,,,
Echelmeyerstraße,Franz-Meis-Straße,Mi,3/30/2011,16:45,5,,,,,2,,1,,,,1,,,,71,21,,302,,37,,,,,42,,,
Sprakeler Straße,402,Mi,3/30/2011,17:40,5,,,,,1,,,,,,1,,,,21,,,141,,13,14,,,,35,,,
Geiststraße,Antoniusstraße,Mi,3/30/2011,17:55,5,,,,,2,,,,,,2,,,,21,21,,302,,28,,,,,26,,,
Hägerstraße,Derßenbrockstiege,Mi,3/30/2011,18:10,5,,,,,2,,,,,,2,,,,21,21,,201,,14,,,,,19,,,
Schifffahrter Damm,Hessenweg,Mi,3/30/2011,18:25,5,,,,,2,,,,,,2,,,,21,21,,303,,28,,,,,18,,,
Von-Schonebeck-Ring,104,Mi,3/30/2011,18:53,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,1,46,,,
Friedrichstraße,ggü.5,Mi,3/30/2011,19:28,5,,,,,2,,,,,,2,,,,21,21,,799,,49,,,,1,50,,,
Wolbecker Straße,Dortmunder Straße,Mi,3/30/2011,19:30,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,1,,F,,,
Hiltruper Straße,Franz-von-Waldeck-Straße,Mi,3/30/2011,19:50,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,2,,F,,,
Gartenstraße,Lublinring,Mi,3/30/2011,19:50,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,2/3/2016,1,61,,,
Am Berler Kamp,Hiltruper Straße,Mi,3/30/2011,20:00,4,,,,,2,,,,,,2,,,,21,21,,301,,28,,,2/3/2016,1,42,,,
Thomas-Morus-Weg,32,Mi,3/30/2011,20:00,5,X,,,,2,,,,,,1,,,1,92,21,,703,,14,,,,,F,,,
Grevener Straße,Steinfurter Straße,Mi,3/30/2011,20:18,5,,,,,2,,,,,,2,,,,21,21,,581,,45,,,2,1,22,,,
Hindenburgplatz,Gerichtsstraße,Mi,3/30/2011,20:29,3,,,,2,3,2,,,,,1,,,,21,81,,221,,40,,,2/3/2016,1,57,,,
Heisstraße,7,Mi,3/30/2011,20:30,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,1,71,,,
Erbdrostenweg,48 Vörnste Esch,Mi,3/30/2011,20:35,3,,,,1,2,,1,,,,1,,,,21,71,,303,,28,,,2/3/2016,1,46,,,
Brunnenstraße,Höhe Nr.10,Mi,3/30/2011,21:00,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,2/3/2016,,43,,,
Weseler Straße,Kolde-Ring,Do,3/31/2011,6:20,3,,,,1,2,,,,,,2,,,,21,21,,623,,14,,,1,,53,,,
Kaiser-Wilhelm-Ring,1,Do,3/31/2011,7:45,5,,,,,2,,,,,,2,,,,21,21,,714,,36,,,,1,70,,,
Hoyastraße,2a,Do,3/31/2011,9:10,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,1,20,,,
Marktallee,44,Do,3/31/2011,9:45,5,X,,,,2,,,,,,2,,,,21,21,,701,,36,,,,,41,,,
Wolbecker Straße,Höhe  Rewe Markt,Do,3/31/2011,10:05,5,,,,,2,,,,,,2,,,,21,21,,594,,14,,,,,26,,,
Weseler Straße,Kolde-Ring,Do,3/31/2011,10:08,3,,,,1,2,1,1,,,,,,,,81,71,,673,,66,,,,,29,,,
Hafenstraße,Frie-Vendt-Straße,Do,3/31/2011,11:50,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,1,38,,,
Rüschhausweg,87,Do,3/31/2011,12:33,2,,,1,,2,,2,,,,,,,,71,71,,651,,23,49,,,1,70,,,
Aegidiistraße,27,Do,3/31/2011,12:47,3,,,,1,2,,1,,,,1,,,,21,71,,582,,45,,,,1,24,,,
Hammer Straße,41,Do,3/31/2011,13:10,5,,,,,2,,,,,,1,,1,,21,33,,711,,36,,,,1,23,,,
Hammer Straße,225 einw.,Do,3/31/2011,13:45,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,1,18,,,
Scharnhorststraße,Averkampstraße,Do,3/31/2011,13:55,5,X,,,,2,1,,,,,1,,,,81,21,,451,,64,,,,1,F,,,
Rishon-le-Zion-Ring,,Do,3/31/2011,13:55,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,1,37,,,
Lublinring,Gartenstraße,Do,3/31/2011,14:00,3,,,,1,2,,,,,,2,,,,21,21,,601,,14,,,,1,19,,,
Düesbergweg,13,Do,3/31/2011,14:00,5,,,,,2,,,,,,2,,,,21,21,,594,,14,,,,1,27,,,
Hessenbusch,188 Köstendeel,Do,3/31/2011,14:25,5,X,,,,2,,,,,,1,1,,,21,45,,303,,49,,,,1,81,,,
Guerickeweg,36,Do,3/31/2011,14:30,5,X,,,,2,,,,,,1,1,,,41,21,,681,,14,,,,1,52,,,
Schifffahrter Damm,Havichhorster Mühle,Do,3/31/2011,14:35,3,,,,1,2,,,,,,2,,,,21,21,,611,,14,,,,1,81,,,
Friedrich-Ebert-Straße,105,Do,3/31/2011,15:00,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,1,37,,,
Trauttmansdorffstraße,65,Do,3/31/2011,15:05,3,,,,1,2,,,,,,1,1,,,41,21,,302,,28,,,,1,47,,,
Zum Hiltruper See,10,Do,3/31/2011,15:10,5,,,,,2,,,,,,1,1,,,21,41,,711,,36,,,,1,89,,,
Warendorfer Straße,Höhe Dodostraße,Do,3/31/2011,15:30,5,,,,,3,,,,,,3,,,,21,21,,501,,14,,,,1,18,,,
Grevener Straße,York-Ring,Do,3/31/2011,15:37,5,X,,,,2,,1,,,,,1,,,41,71,,243,,35,,,,1,46,,,
Fresnostraße,7,Do,3/31/2011,15:50,5,,,,,2,,,,,,2,,,,21,21,,711,,14,36,,,1,27,,,
Mersmannsstiege,Daimlerweg,Do,3/31/2011,16:05,5,,,,,2,,,,,,1,1,,,41,21,,201,,14,,,,1,25,,,
Wilkinghege,Höhe Schloß,Do,3/31/2011,16:10,5,,,,,1,,,,,,1,,,,21,,,101,,13,,,,1,46,,,
Wickenkamp,2,Do,3/31/2011,16:35,5,X,,,,2,,,,,,2,,,,21,21,,711,,36,,,,,43,,,
Sternbusch,6,Do,3/31/2011,17:05,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,1,43,,,
Sentmaringer Weg,Weseler Straße,Do,3/31/2011,17:15,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,1,20,,,
Eisenbahnstraße,Servatiiplatz,Do,3/31/2011,17:20,5,,,,,2,,,,,,2,,,,21,21,,630,,26,,,,1,38,,,
Hammer Straße,243 Umgehungsstraße,Do,3/31/2011,17:30,3,,,,1,2,,1,,,,1,,,,21,71,,243,,35,,,,1,24,,,
Hoher Heckenweg,Edelbach,Do,3/31/2011,18:20,4,,,,,2,,,,,,2,,,,21,21,,302,,28,,,,1,30,,,
Grevener Straße,Wilhelmstraße,Do,3/31/2011,18:25,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,,1,52,,,
Sentmaringer Weg,Geistmarkt,Do,3/31/2011,19:35,5,,,,,2,,,,,,2,,,,21,21,,712,,14,44,,,,?,,,
Waldeyer Straße,Schmeddingstraße,Do,3/31/2011,21:50,4,,,,,2,,,,,,2,,,,21,21,,301,,28,,,2,,18,,,
Engelenschanze,Parkhaus,Fr,4/1/2011,7:10,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Daimlerweg,51,Fr,4/1/2011,7:40,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,,23,,,
Apffelstaedtstraße,Correnstraße,Fr,4/1/2011,7:45,5,,,,,2,,,,,,2,,,,21,21,,251,,14,,,,,55,,,
Grevener Straße,Dreizehnerstraße,Fr,4/1/2011,8:25,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,,,29,,,
Steinfurter Straße,166 Westfalentankstelle,Fr,4/1/2011,8:40,3,,,,1,2,1,,,,,1,,,,21,81,,713,,36,,,,,30,,,
Loddenweg,10,Fr,4/1/2011,9:20,5,X,,,,2,,,,,,2,,,,21,21,,714,,49,,,,,18,,,
Düesbergweg,34,Fr,4/1/2011,9:24,5,X,,,,2,,,,,,2,,,,21,21,,501,,14,,,,,71,,,
Heisstraße,34,Fr,4/1/2011,10:30,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,,68,,,
Albersloher Weg,170,Fr,4/1/2011,10:45,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,,,53,,,
Piusallee,123,Fr,4/1/2011,11:00,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,,48,,,
Hohenzollernring,Magaretenstraße,Fr,4/1/2011,11:30,5,,,,,2,,,,,,2,,,,21,21,,202,,35,,,,,43,,,
Wilhelmstraße,27 Parkplatz,Do,4/1/2011,12:00,5,X,,,,2,,,,,,2,,,,21,21,,581,,45,,,,,45,,,
Waltruper Weg,Recyclinghof,Fr,4/1/2011,12:05,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,69,,,
Bernhard-Ernst-Straße,2,Fr,4/1/2011,12:05,5,,,,,2,,,,,,1,1,,,41,21,,701,,14,,,,,24,,,
Marktallee,52,Fr,4/1/2011,12:18,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,,,34,,,
Westfalenstraße,105 Parkplatzzufahrt,Fr,4/1/2011,13:15,3,,,,1,2,,2,,,,,,,,71,71,,341,,28,10,,,1,18,,,
B 51,Abfahrt Hammer Straße,Fr,4/1/2011,13:15,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,1,,52,,,
Badestraße,8 Parkplatz,Fr,4/1/2011,13:20,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,,1,18,,,
Albersloher Weg,579,Fr,4/1/2011,13:45,3,,,,1,2,,,,,,2,,,,21,21,,601,,49,,,,,73,,,
Rudol-Diesel-Straße,Höhe Behindertenwerkstätten,Fr,4/1/2011,13:58,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Bahnhofstraße,5,Fr,4/1/2011,15:00,5,,,,,2,,,,,,1,1,,,41,21,,640,,26,,,,,45,,,
Westfalenstraße,156,Fr,4/1/2011,15:15,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,1,,56,,,
Davertstraße,51,Fr,4/1/2011,15:40,5,X,,,,2,,,,,,2,,,,21,21,,724,,36,14,,,,82,,,
Albersloher Weg,Egbert-Snoek-Straße,Fr,4/1/2011,15:45,5,X,,,,2,,,,,,2,,,,21,21,,302,,31,,,,1,59,,,
Augustastraße,15,Fr,4/1/2011,16:30,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,1,,81,,,
Grevener Straße,Kristiansandstraße,Fr,4/1/2011,16:45,5,,,,,2,,,,,,2,,,,21,21,,211,,35,,,,,42,,,
Sudmühlenstraße,128,Fr,4/1/2011,17:05,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,,36,,,
Weseler Straße,539,Fr,4/1/2011,17:10,5,,,,,2,,,,,,1,1,,,41,21,,703,,14,,,,,41,,,
Weseler Straße,Buckstraße,Fr,4/1/2011,17:35,5,,,,,2,,,,,,1,1,,,41,21,,640,,26,,,,,26,,,
Rüpingstraße,18,Fr,4/1/2011,17:50,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Wolbecker Straße,286,Fr,4/1/2011,18:30,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,,21,,,
Weseler Straße,485,Fr,4/1/2011,18:30,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,,29,,,
Catharina-Müller-Straße,4 Parkplatz,Fr,4/1/2011,19:50,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,1/3/2016,,23,,,
Bremer Straße,19,Fr,4/1/2011,20:40,5,X,,,,2,,,,,,2,,,,21,21,,501,,14,,,1/3/2016,,31,,,
Gerichtsstraße,Parkplatz,Fr,4/1/2011,20:57,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,2/3/2016,,40,,,
Vesaliusweg,,Fr,4/1/2011,21:10,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,2/3/2016,,20,,,
Am Schloßgarten,36,Fr,4/1/2011,21:25,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,2/3/2016,,23,,,
Trauttmansdorffstraße,65,Fr,4/1/2011,22:15,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,1,,44,,,
An der Germania Brauerei,Parkplatz,Sa,4/2/2011,5:35,6,,,,,2,,,,,,2,,,,21,21,,714,1,36,,,,,24,,,
Warendorfer Straße,Hööhe Handorfer Bahnhof,Sa,4/2/2011,9:30,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,,20,,,
Hammer Straße,hinter Trautmannsdorfstr. FR Innenstadt,Sa,4/2/2011,9:50,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,,,79,,,
Alter Steinweg,Parkhaus,Sa,4/2/2011,10:15,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,,,53,,,
Cheruskerring,Kanalstraße,Sa,4/2/2011,10:35,5,,,,,2,,,,,,2,,,,21,21,,799,,14,,,,,60,,,
Mauritzstraße,25,Sa,4/2/2011,10:45,5,,,,,2,,,,,1,1,,,,11,21,,231,,14,,,,,47,,,
Von-Vincke-Straße,9,Sa,4/2/2011,11:56,5,,,,,2,,,,,,2,,,,21,21,,202,,35,,,,,34,,,
Bismarckallee,33,Sa,4/2/2011,12:20,5,,,,,2,,,,,,2,,,,21,21,,681,,11,14,,,,23,,,
Lambertistraße,40,Sa,4/2/2011,12:30,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,,21,,,
Marktallee,Unckelstraße,Sa,4/2/2011,13:00,5,,,,,2,,,,,,2,,,,21,21,,322,,28,,,,,73,,,
Hüfferstraße,Himmelreichallee,Sa,4/2/2011,13:20,3,,,,1,2,,1,,,,1,,,,21,71,,224,,35,,,,,52,,,
Honebachaue,47,Sa,4/2/2011,14:05,5,,,,,2,,1,,,,1,,,,71,21,,501,,14,,,,,8,,,
Bahnhofstraße,FR Mauritztor,Sa,4/2/2011,14:20,5,X,,,,2,,,,,,2,,,,21,21,,799,,49,,,,,F,,,
Am Dornbusch,,Sa,4/2/2011,14:30,3,,,,1,2,,,1,,,,,,,21,1,,699,,14,17,,,,F,,,
Hammer Straße,20,Sa,4/2/2011,15:00,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,,36,,,
Westfalenstraße,Nottebrock,Sa,4/2/2011,15:15,1,,1,1,,,,1,,,1,,,,,71,11,,203,,35,,,,,81,,,
Münzstraße,22,Sa,4/2/2011,15:30,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,,,F,,,
Idenbrockplatz,Parkplatz Aldi,Sa,4/2/2011,16:00,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,27,,,
Pottkamp,25,Sa,4/2/2011,16:01,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,,24,,,
Sternstraße,38,Sa,4/2/2011,16:30,5,,,,,2,,,,,,2,,,,21,21,,701,,14,,,,,29,,,
Geringhoffstraße,45,Sa,4/2/2011,16:49,5,,,,,1,,,,,,1,,,,21,,,711,,36,,,,,20,,,
Weseler Straße,Parkplatz Mc Donald,Sa,4/2/2011,18:40,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,29,,,
Raesfeldstraße,Nordstraße,Sa,4/2/2011,19:25,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,,,,,25,,,
Schulstraße,6,Sa,4/2/2011,19:55,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,1,,23,,,
Havixbecker Straße,2,Sa,4/2/2011,20:01,5,,,,,2,,,,,,2,,,,21,21,,322,,37,,,1,,26,,,
Melcherstraße,88,Sa,4/2/2011,20:40,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,1/3/2016,,47,,,
Adenauer Allee,150m hinter Kreuzung Am Stadtgraben,Sa,4/2/2011,21:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,2,,F,,,
Am Hawerkamp,ggü.Einfahrt Halle Münsterland,So,4/3/2011,5:42,4,,,,,1,,,,,,1,,,,21,,,101,1,12,,,2/3/2016,,23,,,
Albersloher Weg,1 Parkplatz,So,4/3/2011,11:45,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,69,,,
Werseaue,74,So,4/3/2011,14:00,5,X,,,,2,,1,,,,1,,,,71,21,,799,,14,,,,,75,,,
Meesenstiege,111 Wilhelm-Spieker-Straße,So,4/3/2011,14:55,2,,,1,,2,,1,,,,1,,,,21,71,,342,,28,,,,1,33,,,
Grevener Straße,9,So,4/3/2011,15:29,5,,,,,2,,,,,,2,,,,21,21,,701,,14,,,,,64,,,
Am Kanonengraben,…3 a..,So,4/3/2011,16:05,5,,,,,2,,,,,,2,,,,21,21,,711,,36,37,,,1,21,,,
Bremer Straße,12,So,4/3/2011,17:00,5,X,,,,2,,,,,,1,1,,,41,21,,501,,14,,,,1,F,,,
Jüdefelderstraße,20m hinter Einmündung Überwasserstr.,So,4/3/2011,18:00,5,X,,,,2,,1,,,,1,,,,71,21,,681,,14,,,,1,F,,,
Roxeler Straße,"km 1,200 einw.",Mo,4/4/2011,6:30,3,,,,1,2,,,,,,1,1,,,41,21,,621,,14,,,1/3/2016,1,28,,,
Kappenberger Damm,50m vor Kesselfeld 4,Mo,4/4/2011,6:45,5,,,,,1,,,,,,,1,,,51,,,141,,49,,,1,,61,,,
Hermannstraße,73,Mo,4/4/2011,7:15,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,1,30,,,
Neutor,Bushaltestelle Neutor,Mo,4/4/2011,7:40,5,X,,,,2,,,,,,,1,1,,45,32,,501,,14,,,,1,F,,,
Friedrich-Ebert-Straße,165 Dahlweg,Mo,4/4/2011,8:12,3,,,,1,2,,1,,,,1,,,,21,71,,232,,35,,,,1,46,,,
Salzstraße,30,Mo,4/4/2011,8:28,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,1,37,,,
Hohenzollernring,Wolbecker Straße,Mo,4/4/2011,8:33,3,,,,1,2,,1,,,,1,,,,21,71,,211,,35,,,,,81,,,
Löningenstraße,10,Mo,4/4/2011,9:05,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,,,1,,35,,,
Münsterstraße,Wersewinkel,Mo,4/4/2011,9:25,5,,,,,2,,,,,,1,,,1,92,21,,601,,14,,,,,37,,,
Am Stadtgraben,Georgskommende,Mo,4/4/2011,9:30,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,,,20,,,
Am Pulverschuppen,300 m vor Coppenrathsweg,Mo,4/4/2011,9:35,5,,,,,1,,,,,,,1,,,41,,,141,,13,,,1/3/2016,,35,,,
Gut Insel,3,Mo,4/4/2011,10:10,3,X,,,1,2,1,1,,,,,,,,71,81,,799,,42,12,,,,F,,,
Am Mittelhafen,43,Mo,4/4/2011,10:25,5,,,,,2,,,,,,1,1,,,51,21,,711,,36,,,,,44,,,
Bremer Platz,3,Mo,4/4/2011,11:00,5,,,,,2,,,,,,1,1,,,21,41,,630,,26,,,,,48,,,
Hägerstraße,249,Mo,4/4/2011,12:10,5,,,,,2,,,,,,,1,1,,31,41,,501,,14,,,,,43,,,
Meesenstiege,52-54 Parkplatz E-Center,Mo,4/4/2011,12:40,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,,,F,,,
Herwarthstraße,7,Mo,4/4/2011,12:44,5,,,,,2,,,,,,2,,,,21,21,,630,,26,,,,,51,,,
Hammer Straße,15,Mo,4/4/2011,13:30,5,,,,,2,,,,,,2,,,,21,21,,701,,14,,,,,36,,,
Ludgeriplatz,Moltkestraße,Mo,4/4/2011,15:15,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,,,35,,,
Dingbängerweg,49,Mo,4/4/2011,16:00,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,54,,,
Heisenbergstraße,Correnstraße,Mo,4/4/2011,16:05,5,,,,,2,,,,,,2,,,,21,21,,322,,28,,,,,53,,,
Enschedeweg,Hensenstraße,Mo,4/4/2011,16:05,5,,,,,2,,,,,,2,,,,21,21,,640,,26,,,,,36,,,
Kesslerweg,53 Einfahrt Westfalenfleiß,Mo,4/4/2011,16:20,5,X,,,,2,,,,,,,2,,,45,41,,799,,49,,,,,F,,,
Hansaring,59,Mo,4/4/2011,17:00,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,,,87,,,
Sebastiankirchweg,Auguststraße,Mo,4/4/2011,17:15,5,,,,,1,,,,,,,1,,,41,,,711,,36,,,,,?,,,
Kappenberger Damm,114 Lüdinghauser Straße,Mo,4/4/2011,18:00,5,X,,,,1,,,,,,1,,,,21,,,710,,36,,,,,25,,,
Ludgeriplatz,Hammer Straße,Mo,4/4/2011,18:10,5,,,,,2,,,,,,1,1,,,41,21,,252,,14,,,,,31,,,
Gasselstiege,44,Mo,4/4/2011,18:25,5,X,,,,2,,,,,,1,1,,,45,21,,122,,14,,,,,F,,,
Robert-Bosch-Straße,16,Mo,4/4/2011,18:41,2,,,1,,2,,1,,,,1,,,,21,71,,341,,28,,,,,41,,,
Steinfurter Straße,Lazarettstraße,Mo,4/4/2011,0:00,5,,,,,2,,,,,,2,,,,25,21,,799,,48,,,2,,42,,,
Warendorfer Straße,Ende,Di,4/5/2011,3:15,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,2,,29,,,
Auf dem Draun,Theresiengrund,Di,4/5/2011,4:25,3,,,,1,1,,1,,,,,,,,71,,,122,1,49,,,2/3/2016,,19,,,
Wiedaustraße,Gropiusstraße,Di,4/5/2011,6:15,3,,,,1,2,,1,,,,1,,,,21,71,,224,,35,,,,,47,,,
Hansaring,25,Di,4/5/2011,6:30,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,,39,,,
Lützowstraße,hinter Einfahrt 241-247,Di,4/5/2011,6:40,5,,,,,1,,,,,,1,,,,21,,,751,,0,,86,,,45,,,
An der Alten Ziegelei,33 Parkplatz Hornbach,Di,4/5/2011,7:00,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,,,F,,,
Ostmarkstraße,Dieckstraße,Di,4/5/2011,7:55,5,,,,,2,,,,,,,2,,,41,41,,601,,14,,,,,30,,,
Albachtener Straße,90,Di,4/5/2011,8:45,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,,35,,,
Albert-Schweitzer-Straße,Uni-Klinik-Parkplatz,Di,4/5/2011,9:00,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,21,,,
Schützenstraße,1,Di,4/5/2011,9:15,5,,,,,2,,,,,,1,1,,,41,21,,601,,14,,,,,56,,,
Hammer Straße,455 Einfahrt Toom,Di,4/5/2011,9:27,2,,,1,,2,,,,,,2,,,,21,21,,631,,26,,,,,56,,,
Am Wasserturm,3,Di,4/5/2011,9:30,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,,,35,,,
Kinderhauser Straße,Meßkamp,Di,4/5/2011,9:50,5,,,,,2,,,,,,2,,,,21,21,,681,,11,14,,,,40,,,
Meesenstiege,Wielandstraße,Di,4/5/2011,10:10,3,,,,1,2,,1,,,,1,,,,41,71,,342,,28,,,,,55,,,
Hammer Straße,140,Di,4/5/2011,10:40,2,,,1,,2,,1,,,,1,,,,21,71,,342,,37,,,,,45,,,
Glasuritstraße,1,Di,4/5/2011,10:40,5,,,,,2,,,,,,,2,,,41,41,,703,,14,,,,,53,,,
An der Kleimannbrücke,Parkplatz Hornbach,Di,4/5/2011,11:00,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,76,,,
Marktallee,40,Di,4/5/2011,11:40,5,,,,,2,,,,,,1,1,,,41,21,,651,,14,,,,,63,,,
Harkortstraße,30,Di,4/5/2011,12:40,5,,,,,2,,,,,,,2,,,41,41,,501,,14,,,,,57,,,
Roxeler Straße,Parkplatz Ratio,Di,4/5/2011,13:30,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,63,,,
Moltkestraße,Ludgeriplatz,Di,4/5/2011,13:50,5,,,,,2,,,,,,1,1,,,41,21,,252,,14,,,,,38,,,
Ludgeristraße,Kreisverkehr,Di,4/5/2011,15:48,5,,,,,2,,,,,,1,1,,,45,21,,252,,14,,,,,57,,,
Amelsbürener Straße,3,Di,4/5/2011,15:50,5,,,,,2,,,,,,2,,,,21,21,,322,,37,,,,,30,,,
Ludgeristraße,Ludgeriplatz,Di,4/5/2011,15:55,5,,,,,2,,,,,,1,1,,,41,21,,252,,14,,,,,38,,,
An der Kleimannbrücke,75,Di,4/5/2011,16:00,5,,,,,2,,,,,,2,,,,21,21,,301,,37,,,,,59,,,
Ostmarkstraße,67,Di,4/5/2011,16:02,5,,,,,2,,,,,,2,,,,21,21,,303,,37,,,,,58,,,
Schillerstraße,49,Di,4/5/2011,16:30,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,,,41,,,
Schaumburgstraße,11,Di,4/5/2011,16:50,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,,,60,,,
Düesbergweg,Einmündungsber. vor Kappenberger Damm,Di,4/5/2011,16:54,5,X,,,,2,,,,,,2,,,,21,21,,651,,14,,,,,46,,,
Hohenzollernring,80,Di,4/5/2011,17:05,5,,,,,2,,,,,,1,1,,,41,21,,581,,45,48,,,,60,,,
Altumstraße,Schulstraße,Di,4/5/2011,17:15,5,,,,,2,,,,,,2,,,,25,21,,711,,36,,,,,52,,,
