vu_ort,vu_hoehe,tag,datum,uhrzeit,kat,flucht,t,sv,lv,anzahl_beteiligte,fg,rf,mofa,kkr,krad,pkw,lkw,kom,sonstige,1,2,alkohol,typ,1_urs,2_urs,3_urs,sonst_urs,lichtverhaeltnisse,strassenzustand,01_alter_in_jahren,kinder,18_24,senioren
Hammer Straße,141 / Parkplatz Auto Krause,Fr,10/16/2009,8:30,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,1,,,,
Weseler Straße,112,Fr,10/16/2009,13:25,5,,,,,2,,,,,,2,,,,21,21,,631,,26,,,0,1,,,,
Hörsterplatz,,Fr,10/16/2009,9:25,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,,,0,1,,,2,
Marktallee,62,Fr,10/16/2009,12:30,5,X,,,,2,,,,,,2,,,,21,21,,701,,49,,,0,0,,,,
Grevener Straße,Meßkamp,Fr,10/16/2009,10:00,5,,,,,2,,,,,,2,,,,21,21,,723,,36,,,0,1,,,,
Bogenstraße,3,Fr,10/16/2009,14:46,3,,,,1,2,1,1,,,,,,,,81,71,,421,,64,,,0,1,,,,
Wolbecker Straße,Lambertistraße,Fr,10/16/2009,7:30,5,,,,,2,,,,,,1,1,,,41,21,,303,,28,,,1,1,,,1,
Mauritzstraße,Weevelinghofergasse,Fr,10/16/2009,17:10,5,X,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,,,,1
Hohenzollernring,78,Fr,10/16/2009,12:15,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,0,0,,,,
Ostmarkstraße,Wiener Straße,Fr,10/16/2009,15:30,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,0,0,,,,
Mauritzstraße,Eisenbahnstraße,Fr,10/16/2009,21:20,3,,,,1,2,,,,,,2,,,,21,21,,321,,31,,,2/3/2016,1,,,1,
Grüner Grund,14,Fr,10/16/2009,12:30,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,0,1,,,,
Havixbecker Straße,60,Fr,10/16/2009,10:15,5,X,,,,1,,,,,,,1,,,41,,,799,,49,,,0,1,,,,
Westfalenstraße,Meesenstiege,Fr,10/16/2009,20:02,3,,,,2,2,,,,,,2,,,,21,21,,211,,35,,,2/3/2016,1,,,,
Warendorfer Straße,Tegeder Straße,Fr,10/16/2009,14:45,5,X,,,,2,,,,,,2,,,,21,21,,201,,14,,,0,1,,,1,
Lublinring,Kanalstraße,Fr,10/16/2009,20:50,3,,,,1,2,,,,,,2,,,,21,21,,212,,35,,,2/3/2016,1,,,2,
Hohe Geest,30 / Parkplatz K&K,Fr,10/16/2009,14:00,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,0,0,,,,
Schillerstraße,,Fr,10/16/2009,10:00,5,,,,,1,,,,,,,1,,,45,,,799,,14,,,0,1,,,,
Hindenburgplatz,Überwasserstraße,Fr,10/16/2009,11:55,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,0,0,,,1,
Diepenbrockstraße,35,Fr,10/16/2009,20:00,5,X,,,,2,,,,,,2,,,,21,21,,799,,49,,,2/3/2016,0,,,,
Weseler Straße,383,Fr,10/16/2009,14:00,5,X,,,,3,,,,,,3,,,,21,21,,302,,35,,,0,1,,,,
Coermühle,Rieselfelder,Fr,10/16/2009,15:30,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,,,,
Weißenburgstraße,3,Fr,10/16/2009,8:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,0,0,,,,
Hörsterstraße,Bült,Do,10/15/2009,8:05,5,,,,,2,,,,,,2,,,,21,21,,201,,14,,,0,0,,,,
Turmstraße,ggü. 34,Do,10/15/2009,16:35,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,,,,
Zum Guten Hirten,Alerdinckstraße,Do,10/15/2009,19:05,5,,,,,2,,,,,,2,,,,21,21,,681,,14,,,2/3/2016,0,,,,1
Kinderhauser Straße,Einfahrt LWL,Do,10/15/2009,11:10,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,,,,
Catharina-Müller-Straße,4,Do,10/15/2009,15:50,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,0,0,,,1,
Dieckmannstraße,132,Do,10/15/2009,15:45,5,,,,,2,,,,,,1,1,,,45,21,,501,,14,,,0,0,,,1,
Ludgeriplatz,im Kreis,Do,10/15/2009,16:25,5,,,,,2,,,,,,2,,,,21,21,,630,,26,,,0,0,,,,
Vollmerweg,19,Do,10/15/2009,15:00,5,,,,,2,,,,1,,1,,,,21,1,,501,,14,,,0,0,,,,1
Rjasanstraße,Eckenerstraße,Do,10/15/2009,10:05,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,,,,1
Hoher Heckenweg,132 / Parkplatz Plus,Do,10/15/2009,10:40,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,0,,,,1
Grevener Straße,15,Do,10/15/2009,8:30,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,,,0,0,,,,
York-Ring,Höhe Feuerwache,Do,10/15/2009,9:10,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,0,0,,,,1
Hansestraße,5,Do,10/15/2009,15:00,5,,,,,2,,,,,,2,,,,21,21,,681,,11,14,,0,0,,,,1
Hammer Straße,Düesbergweg,Do,10/15/2009,15:50,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,,,,
Saarbrücker Straße,72,Do,10/15/2009,14:10,5,,,,,3,,,,,,2,,,1,59,21,,501,,14,,,0,0,,,,
An den Mühlen,Hoppendamm,Do,10/15/2009,19:20,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,2,0,,,,
Marktallee,41 / Parkplatz Deutsche Bank,Do,10/15/2009,17:00,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,0,,,,
Höltenweg,50 /Parkplatz,Do,10/15/2009,14:05,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,0,,,,
Rosenplatz,6,Do,10/15/2009,12:00,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,0,0,,,,
Schifffahrter Damm,Hessenweg,Do,10/15/2009,14:10,5,,,,,2,,,,,,1,1,,,21,41,,252,,49,16,,0,0,,,,
Westfalenstraße,An der alten Kirche,Do,10/15/2009,22:05,3,,,,1,2,,,,1,,1,,,,21,1,,301,,28,,,2/3/2016,0,,,1,
Rosenstraße,17,Do,10/15/2009,17:00,5,,,,,2,,,,,,1,,1,,33,21,,711,,36,,,0,0,,,,
An den Loddenbüschen,93,Do,10/15/2009,14:43,2,,,1,,2,,1,,,,1,,,,21,71,,211,,35,,,0,0,,,,1
Killingstraße,kv. Arnethstraße,Do,10/15/2009,19:30,5,X,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,1,,,,
Wiener Straße,20,Do,10/15/2009,10:15,5,X,,,,2,,,,,,1,1,,,51,21,,501,,14,,,0,0,,,,
Bremer Straße,56,Do,10/15/2009,18:47,3,,,,1,2,,1,,,,1,,,,21,71,,243,,35,,,2/3/2016,0,,,,
Ottmarsbocholter Straße,Buddenbrink,Do,10/15/2009,21:15,3,,,,1,2,,,,1,,,,,1,59,1,,302,,37,,,2,0,,,,
Orleans-Ring,Einsteinstraße,Mi,10/14/2009,8:55,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,0,0,,,1,
Albert-Schweitzer-Straße,Haltestelle Lukaskirche,Mi,10/14/2009,8:10,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,0,0,,,,
Königsberger Straße,90,Mi,10/14/2009,12:50,5,,,,,2,,,,,,2,,,,21,21,,714,,36,37,,0,0,,,,
Daverstraße,78,Mi,10/14/2009,12:05,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,,,0,0,,,,
Schillerstraße,82,Mi,10/14/2009,17:40,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,0,0,,,1,
Von-Vincke-Straße,6,Mi,10/14/2009,13:10,5,,,,,2,,,,,,2,,,,21,21,,799,,14,,,0,0,,,,
Dorpatweg,Parkplatz Kaufpark,Mi,10/14/2009,13:25,5,,,,,2,,,,,,1,1,,,41,21,,703,,36,,,0,0,,,,
Warendorfer Straße,Bushaltestelle Danziger Freiheit,Mi,10/14/2009,12:30,5,,,,,2,,1,,,,1,,,,21,71,,222,,35,,,0,0,,,,
Steintor,Hafenstraße,Mi,10/14/2009,17:10,5,,,,,2,,,,,,1,,,1,59,21,,689,,14,,,0,0,,,,
York-Ring,Steinfurter Straße,Mi,10/14/2009,8:20,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,0,0,,,,
Weseler Straße,Scharnhorststraße,Mi,10/14/2009,10:20,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,0,0,,,,
Von-Esmarch-Straße,18,Mi,10/14/2009,16:31,3,,,,1,1,,,,,1,,,,,11,,,121,,13,37,,0,0,,,,
Am Angelkamp,35,Mi,10/14/2009,14:00,5,,,,,2,,,,,,2,,,,21,21,,715,,36,,,0,0,,,2,
Kolde-Ring,Von-Witzleben-Straße,Mi,10/14/2009,8:50,3,,,,1,2,,,,,,2,,,,21,21,,302,,28,,,0,0,,,,
Wilhelmstraße,13,Mi,10/14/2009,21:30,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,2,0,,,,
Kolde-Ring,Von-Lüninck-Straße,Mi,10/14/2009,16:25,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,0,0,,,,
Westfalenstraße,131 / Parkplatz Lidl,Mi,10/14/2009,16:55,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,0,,,,
Albersloher Weg,607,Mi,10/14/2009,7:17,5,,,,,3,,,,,,3,,,,21,21,,611,,14,,,1,0,,,,
Münsterstraße,Wolbecker Windmühle,Mi,10/14/2009,7:35,5,X,,,,2,,,,,,2,,,,21,21,,715,,36,,,0,0,,,,
Malmedyweg,Hintereingang HNO,Mi,10/14/2009,7:00,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,0,0,,,,
Weseler Straße,653,Mi,10/14/2009,17:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,0,0,,,,
Friedrich-Ebert-Straße,18,Mi,10/14/2009,13:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,0,0,,,,
Johanniterstraße,k.v. Unterführung,Mi,10/14/2009,6:30,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,0,0,,,,
Rudolf-von-Langen-Straße,Kampstraße,Di,10/13/2009,19:20,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,,,2/3/2016,0,,,1,
Hohenzollernring,ggü. 80,Di,10/13/2009,15:30,5,,,,,2,,,,,,1,1,,,41,21,,711,,36,,,0,0,,,,
Umgehungsstraße,Bereich Nordstraße,Di,10/13/2009,17:30,5,,,,,1,,,,,,1,,,,21,,,751,,,,86,1,1,,,,
Laerer Landweg,160,Di,10/13/2009,13:55,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,1,,,1,
Sophienstraße,3,Di,10/13/2009,8:35,5,,,,,2,,,,,,2,,,,21,21,,681,,11,,,0,0,,,,
Eisenbahnstraße,15,Di,10/13/2009,7:50,5,,,,,2,,,,,,1,,,1,21,59,,601,,14,,,0,0,,,1,
Wermelingstraße,21,Di,10/13/2009,10:35,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,,,0,1,,,1,
Harkortstraße,ggü. 14,Di,10/13/2009,17:20,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,,,0,0,,,,
Weseler Straße,Am Umspannwerk,Di,10/13/2009,16:55,5,,,,,2,,,,,,2,,,,21,21,,601,,14,,,0,0,,,1,
Burgwall,15 a,Di,10/13/2009,9:30,5,X,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,1,,,,
Hittorfstraße,1,Di,10/13/2009,9:15,5,,,,,2,,,,,,2,,,,21,21,,551,,37,,,0,0,,,1,
Hohenzollernring,Oststraße,Di,10/13/2009,17:53,4,,,,,2,,,,,,2,,,,21,21,,211,,35,,,0,0,,,,1
York-Ring,Grevener Straße,Di,10/13/2009,11:20,5,X,,,,2,,,,,,,2,,,41,45,,251,,35,14,,0,0,,,,
Gievenbecker Weg,Enschedeweg,Di,10/13/2009,20:00,5,,,,,2,,,,,,2,,,,21,21,,211,,35,,,1/3/2016,0,,,1,
Bröderichweg,Zum Rieselfeld,Di,10/13/2009,11:10,2,,,1,,2,,,,,1,1,,,,11,21,,211,,35,,,0,0,,,,
Vogelsang,,Di,10/13/2009,13:40,4,,,,,2,,,,,,2,,,,21,21,,682,,11,,,0,1,,,,
Bernsmeyerstiege,vor KH,Di,10/13/2009,9:27,5,,,,,2,,,,,,2,,,,21,21,,701,,49,,,0,1,,,,
Albersloher Weg,619,Di,10/13/2009,12:48,3,,,,1,2,,1,,,,,1,,,41,71,,711,,36,,,0,0,,,,
Junkerstraße,16,Di,10/13/2009,8:45,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,0,0,,,,
Hohenzollernring,97,Di,10/13/2009,15:00,5,X,,,,2,,,,,,1,,,1,92,21,,501,,49,,,0,0,,,,
Johanniterstraße,ggü. 15,Di,10/13/2009,22:00,5,X,,,,2,,,,,,2,,,,21,21,,799,,49,,,2/3/2016,0,,,,
Meesenstiege,54 a,Di,10/13/2009,18:30,3,X,,,1,2,1,1,,,,,,,,71,81,,671,,42,,,1,0,,,,
Weseler Straße,593,Mo,10/12/2009,16:15,5,,,,,2,,,,,,2,,,,21,21,,302,,37,,,0,1,,,,
Ottmarsbocholter Straße,350m h. Bonneweg 88,Mo,10/12/2009,9:30,5,,,,,1,,,,,,1,,,,21,,,751,,,,86,0,1,,,,
Am Hagen,Hohe Geest,Mo,10/12/2009,14:15,5,,,,,2,,,,,,2,,,,21,21,,620,,14,,,0,0,,,,
Heerdestraße,33,Mo,10/12/2009,20:40,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,2/3/2016,1,,,,
Piusallee,121,Mo,10/12/2009,10:20,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,,,1,
Geiststraße,Weseler Straße,Mo,10/12/2009,19:10,5,,,,,2,,,,,,2,,,,21,21,,623,,14,,,2,1,,,,
Scheibenstraße,102,Mo,10/12/2009,18:10,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,1,1,,,,
Steinfurter Straße,AS Nienberge,Mo,10/12/2009,17:00,5,,,,,1,,,,,,,1,,,51,,,102,,13,,,0,1,,,,
Robert-Bosch-Straße,Parkplatz Media Markt,Mo,10/12/2009,14:40,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,0,,,,
Sebastianstraße,7,Mo,10/12/2009,17:05,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,0,0,,,,
Grevener Straße,York-Ring,Mo,10/12/2009,13:50,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,0,0,,,1,
Domplatz,23 a / Parkplatz,Mo,10/12/2009,15:00,5,,,,,2,,,,,,2,,,,21,21,,703,,45,,,0,0,,,,
Meesenstiege,54 / Parkplatz E-Center,Mo,10/12/2009,17:20,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,0,,,,
Schillerstraße,79,Mo,10/12/2009,8:03,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,,,0,1,,,1,
Burchardstraße,30,Mo,10/12/2009,7:20,5,,,,,2,,,,,,1,1,,,41,21,,501,,14,,,1,0,,,,
Hafenstraße,18,Mo,10/12/2009,20:10,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,2,0,,,,
Hammer Straße,Umgehungsstraße,Mo,10/12/2009,15:37,5,,,,,2,,,,,,2,,,,21,21,,231,,14,,,0,0,,,,
Waldeyerstraße,Parkplatz Uniklinik,Mo,10/12/2009,10:40,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,1,,,,
Sentmaringer Weg,106,Mo,10/12/2009,11:20,5,X,,,,1,,,,,,,1,,,41,,,711,,36,,,0,0,,,,
Rüschhausweg,21,Mo,10/12/2009,6:00,5,X,,,,1,,,,,,,1,,,41,,,711,,36,,,2,1,,,,
Hindenburgplatz,Parkplatz,Mo,10/12/2009,11:00,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,0,0,,,,
York-Ring,ggü. Koburger Weg,Mo,10/12/2009,13:40,2,,,1,,1,,1,,,,,,,,71,,,141,,49,,,0,0,,,1,
Eisenbahnstraße,Fürstenbergstraße,Mo,10/12/2009,19:00,3,,,,1,2,,1,,,,1,,,,71,21,,343,,31,10,,2/3/2016,1,,,1,
Hensenstraße,Gescherweg,Mo,10/12/2009,10:50,4,,,,,2,,,,,,2,,,,21,21,,211,,35,,,0,0,,,,
Salzmannstraße,88,Mo,10/12/2009,9:20,5,X,,,,2,,,,,,1,1,,,41,21,,711,,36,,,0,0,,,,
Alter Mühlenweg,500m vor Bahnübergang,Mo,10/12/2009,11:55,5,X,,,,2,,,,,,2,,,,21,21,,681,,11,,,0,0,,,,
Warendorfer Straße,103,Mo,10/12/2009,9:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,0,0,,,,
Westfalenstraße,128,Mo,10/12/2009,13:00,3,,,,1,4,,,,,,4,,,,21,21,,301,,37,,,0,0,,,1,1
Marktallee,54,Mo,10/12/2009,19:00,5,,,,,3,,,,,,3,,,,21,21,,231,,14,,,2/3/2016,1,,,,
Normannenweg,56,Mo,10/12/2009,8:15,3,,,,1,2,,,,,,1,1,,,21,41,,572,,36,37,,0,1,,,,
Merkureck,3,Mo,10/12/2009,16:18,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,,,,1
An den Loddenbüschen,Höltenweg,Mo,10/12/2009,11:10,4,,,,,2,,,,,,2,,,,21,21,,302,,31,,,0,1,,,,1
Geiststraße,Sentmaringer Weg,Mo,10/12/2009,12:45,3,,,,1,2,,,,,,2,,,,21,21,,303,,28,,,0,0,,,,1
An der Alten Ziegelei,An der Kleimannbrücke,Mo,10/12/2009,20:42,4,,,,,1,,,,,,1,,,,21,,,121,1,35,,,2/3/2016,1,,,,
Apenrader Straße,13,Mo,10/12/2009,15:45,5,,,,,2,,,,,,1,,,1,59,21,,711,,36,,,0,0,,,,
Catharina-Müller-Straße,Parkplatz Rewe,Mo,10/12/2009,20:30,5,X,,,,2,,,,,,1,,,1,92,21,,703,,49,,,2,0,,,,
Westfalenstraße,48,So,10/11/2009,9:30,5,,,,,1,,,,,,1,,,,21,,,141,,13,,,0,1,,,,1
Eckenerstraße,4,So,10/11/2009,19:00,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,2/3/2016,1,,,,
Rudolf-Diesel-Straße,Schifffahrter Damm,So,10/11/2009,22:15,5,,,,,2,,,,,,2,,,,21,21,,620,,14,,,2,1,,,1,
Loddenheide,Parkplatz Ratio,So,10/11/2009,10:50,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,0,0,,,,1
Meckmannweg,Rote Erde,So,10/11/2009,17:20,5,,,,,2,,,,,,2,,,,21,21,,323,,28,,,0,1/5/2016,,,,
Bremer Platz,Parkplatz Busbahnhof,So,10/11/2009,20:00,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,2/3/2016,1,,,1,
Niedersachsenring,Lublinring,So,10/11/2009,17:05,3,,,,2,2,,,,,,2,,,,21,21,,231,,14,,,0,1,,,,1
Johann-Krane-Weg,Parkplatz,So,10/11/2009,22:50,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,2/3/2016,1,,,2,
Davertstraße,Emmerweg,So,10/11/2009,18:20,5,X,,,,1,,,,,,,,,1,92,,,122,,49,,,1,0,,,,
Kanalstraße,Wibbeltstraße,So,10/11/2009,4:20,4,,,,,1,,,,,,1,,,,21,,,101,1,13,,,2,1,,,1,
Industrieweg,43,So,10/11/2009,3:35,4,X,,,,2,,,,,,2,,,,21,21,,681,,11,,,2/3/2016,1,,,1,
Warendorfer Straße,Umgehungsstraße,Sa,10/10/2009,13:15,5,,,,,1,,,,,,1,,,,21,,,141,,13,,,0,1,,,,
Hindenburgplatz,Neutor,Sa,10/10/2009,7:20,5,,,,,2,,,,,,2,,,,21,21,,630,,26,,,1/3/2016,1,,,1,
Steinfurter Straße,15,Sa,10/10/2009,12:50,5,,,,,2,,,,,,2,,,,21,21,,602,,14,,,0,1,,,1,1
Wolbecker Straße,87,Sa,10/10/2009,13:00,5,,,,,2,,,,,,1,1,,,45,21,,711,,36,,,0,1,,,1,
Korduanenstraße,28,Sa,10/10/2009,15:45,5,,,,,2,,,,,,2,,,,21,21,,703,,14,,,0,0,,,,1
Westfalenstraße,148,Sa,10/10/2009,20:20,5,,,,,1,,,,,,1,,,,21,,,752,,,,87,2/3/2016,0,,,,
Steinfurter Straße,ggü. 130,Sa,10/10/2009,13:05,5,,,,,2,,,,,,,2,,,41,41,,501,,14,,,0,1,,,,
Meesenstiege,Wielandstraße,Fr,10/10/2009,18:15,2,,,3,1,3,,,,,,2,1,,,41,21,,611,,14,,,0,1,,1,,
Graelstraße,19,Sa,10/10/2009,18:00,5,X,,,,2,,,,,,2,,,,21,21,,799,,49,,,2,0,,,,
Böttcherstraße,4,Sa,10/10/2009,18:00,5,X,,,,1,,,,,,,,,1,92,,,141,,49,,,0,1,,,,
Hammer Straße,79,Sa,10/10/2009,16:31,5,X,,,,2,,,,,,2,,,,21,21,,701,,49,,,0,1,,,,
Sentruper Straße,Theo-Breider-Weg,Sa,10/10/2009,17:25,4,,,,,2,,,,,,2,,,,21,21,,321,,28,,,0,0,,,,
Moltkestraße,Von-Kluck-Straße,Sa,10/10/2009,12:35,4,,,,,2,,,,,,2,,,,21,21,,232,,35,,,0,1,,,,1
Zum Kaiserbusch,25,Sa,10/10/2009,14:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,0,1,,,,
Eisenbahnstraße,Höhe Promenade,Sa,10/10/2009,19:10,3,,,,3,3,,2,,,,1,,,,81,81,,434,,64,,,2/3/2016,1,,1,,
Nienkamp,64,Sa,10/10/2009,6:00,5,X,,,,2,,,,,,2,,,,21,21,,703,,49,,,0,1,,,,
Sentmaringer Weg,Parkplatz Geistmarkt,Sa,10/10/2009,17:30,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,0,0,,,,
Kirchstraße,20,Sa,10/10/2009,10:00,5,X,,,,2,,,,,,,,,2,92,59,,799,,49,,,0,0,,,,
Hafenstraße,Albersloher Weg,Sa,10/10/2009,5:20,6,,,,,2,,,,,,2,,,,21,21,,603,1,14,,,2/3/2016,1,,,,
Hammer Straße,Paulstraße,Sa,10/10/2009,21:45,3,,,,1,2,,1,,,,1,,,,71,21,,301,,28,,,2/3/2016,0,,,,
Grevener Straße,Ermlandweg,Sa,10/10/2009,20:25,3,,,,5,3,,,,,,3,,,,21,21,,641,,26,,,2/3/2016,1,,,2,
Von-Vincke-Straße,Servatiiplatz,Sa,10/10/2009,2:10,3,,,,1,1,,1,,,,,,,,71,,,681,1,10,,,2/3/2016,1,,,,
Gartenstraße,27,Sa,10/10/2009,13:00,5,,,,,2,,,,,,2,,,,21,21,,501,,14,,,0,1,,,,
Von-Esmarch-Straße,Roxeler Straße,Sa,10/10/2009,13:35,2,X,,1,,2,,,,1,,1,,,,21,1,,303,,28,,,0,1,,,1,
Hohenholter Straße,48,Fr,10/9/2009,19:16,5,,,,,2,,,,,,1,,,1,59,21,,581,,45,,,2,1,,,,
Hohenholter Straße,48,Fr,10/9/2009,19:15,5,,,,,2,,,,,,1,,,1,59,21,,601,,14,,,2,0,,,,1
Hindenburgplatz,Frauenstraße,Fr,10/9/2009,8:17,5,,,,,2,,,,,,,1,1,,41,31,,651,,14,,,0,0,,,,
Weseler Straße,Am Stadtgraben,Fr,10/9/2009,16:35,5,,,,,2,,,,,,1,1,,,41,21,,252,,14,,,0,0,,,,1
Thierstraße,k.v. Daverstraße,Fr,10/9/2009,19:17,5,,,,,1,,,,,,1,,,,21,,,751,,,,86,2,0,,,,
Warendorfer Straße,Dyckburgstraße,Fr,10/9/2009,13:40,5,,,,,2,,,,,,1,1,,,41,21,,601,,14,,,0,0,,,,
Gerhard-Hauptmann-Straße,2,Fr,10/9/2009,15:45,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,,,,1
Geiststraße,Hochstraße,Fr,10/9/2009,11:35,5,,,,,1,,,,,,,1,,,41,,,711,,36,,,0,0,,,,
Scharnhorststraße,22a,Fr,10/9/2009,11:31,5,,,,,2,,,,,,2,,,,21,21,,701,,14,,,0,0,,,,
Kappenberger Damm,Inselbogen,Fr,10/9/2009,6:18,5,,,,,2,,,,,,1,,1,,33,21,,501,,14,,,2,0,,,,
Hammer Straße,Umgehungsstraße,Fr,10/9/2009,14:00,5,,,,,2,,,,,,1,1,,,41,21,,601,,14,,,0,0,,,1,
Schifffahrter Damm,Zufahrt Kaufpark,Fr,10/9/2009,8:05,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,,,,
Moränenstraße,17 a,Fr,10/9/2009,10:00,5,X,,,,2,,,,,,2,,,,21,21,,703,,45,,,0,0,,,,1
Von-Stauffenberg-Straße,12,Fr,10/9/2009,8:00,5,,,,,2,,,,,,,2,,,41,41,,681,,49,,,0,0,,,,
Arnheimweg,9,Fr,10/9/2009,18:30,5,X,,,,2,,,,,,2,,,,21,21,,703,,14,,,2/3/2016,1,,,,1
Gartenbreie,20,Fr,10/9/2009,12:40,5,X,,,,2,,,,,,,2,,,45,41,,799,,49,,,0,0,,,,
Hensenstraße,Gescherweg,Fr,10/9/2009,13:30,5,,,,,2,,,,,,2,,,,21,21,,211,,35,,,0,0,,,,
Coerheide,Gleiwitzer Straße,Fr,10/9/2009,12:35,3,,,,1,2,,1,,,,1,,,,21,71,,211,,35,,,0,0,,,,1
Burgstraße,2,Fr,10/9/2009,12:10,5,X,,,,2,,,,,,1,1,,,41,21,,501,,14,,,0,0,,,,
Dahlweg,Industrieweg,Fr,10/9/2009,22:20,3,,,,1,2,,2,,,,,,,,71,71,,651,,49,,,2/3/2016,0,,,,
Hohenzollernring,Bernsmeyerstiege,Fr,10/9/2009,12:50,4,,,,,2,,,,,,2,,,,21,21,,211,,35,,,0,0,,,,
Hoher Heckenweg,Piusallee,Fr,10/9/2009,23:45,3,,,,1,1,,1,,,,,,,,71,,,141,1,49,,,2/3/2016,0,,,,
Fürstenbergstraße,Bohlweg,Fr,10/9/2009,16:30,3,,,,1,2,,1,,,,1,,,,21,71,,224,,35,,,0,0,,,,
Meppener Straße,3,Fr,10/9/2009,10:00,5,X,,,,2,,,,,,1,,,1,92,21,,799,,49,,,0,0,,,,
Hammer Straße,Ludgeriplatz,Fr,10/9/2009,8:28,5,,,,,2,,,,,,1,1,,,45,21,,252,,14,,,0,0,,,,
Hohenzollernring,72,Fr,10/9/2009,8:12,5,X,,,,2,,,,,,1,1,,,41,21,,514,,14,,,0,0,,,,
Ludgeriplatz,Moltkestraße,Do,10/8/2009,16:14,5,,,,,2,,1,,,,1,,,,71,21,,231,,14,,,0,0,,,,
Königsstraße,ggü. 17,Do,10/8/2009,13:15,5,,,,,2,,1,,,,1,,,,71,21,,501,,14,,,0,0,,,1,
Kolde-Ring,Weseler Straße,Do,10/8/2009,8:41,5,,,,,2,,,,,,2,,,,21,21,,630,,26,,,0,1,,,,
Kappenberger Damm,8,Do,10/8/2009,8:30,5,,,,,2,,,,,,2,,,,21,21,,701,,14,,,0,1,,,1,
Sebastiankirchweg,10,Do,10/8/2009,11:36,5,,,,,2,,,,,,2,,,,21,21,,703,,36,,,0,0,,,,
Steveninkstraße,7,Do,10/8/2009,12:05,5,,,,,2,,,,,,2,,,,21,21,,711,,36,,,0,0,,,,
