Name  /  Date: 2015_03_29;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03150_FV2_L (MQ259);92;85;78;147;115;78;78;288;113;263;195;290;197;264;169;317;201;178;405;173;244;60;62;
MQ_08052_FV1_G (MQ26);158;164;101;95;65;70;79;72;117;173;319;455;427;535;522;441;533;437;352;308;297;216;95;
MQ_08070_FV3_G (MQ260);116;110;72;72;107;93;82;156;293;446;494;518;569;682;603;523;623;529;414;303;198;124;89;
MQ_03150_FV2_R (MQ261);27;7;50;4;10;26;14;34;10;45;19;52;36;26;24;20;81;27;42;15;39;18;18;
MQ_08070_FV3_L (MQ262);5;1;2;0;3;3;3;4;5;10;24;16;11;16;15;23;19;13;14;10;6;7;2;
MQ_03150_FV3_G (MQ263);111;82;61;62;73;75;54;85;171;223;295;367;379;443;451;419;449;399;327;250;185;140;63;
MQ_03150_FV3_L (MQ264);131;108;75;80;71;97;52;79;173;203;262;349;358;394;396;383;414;399;323;261;183;167;73;
MQ_03150_FV3_R (MQ265);8;6;6;3;4;3;2;4;7;11;14;15;15;18;18;18;23;18;16;8;9;5;4;
MQ_08080_FV1_G (MQ266);169;162;95;82;66;74;82;87;145;197;346;490;489;570;598;516;630;486;395;364;319;237;118;
MQ_08080_FV1_R (MQ267);1;1;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;1;1;1;1;0;
MQ_08080_FV1_L (MQ268);12;11;8;13;4;5;3;4;9;16;28;42;35;40;53;41;53;46;35;34;14;14;8;
MQ_06161_FV2_R (MQ269);18;12;9;8;3;3;3;12;21;21;31;61;75;101;69;75;92;71;54;53;39;24;9;
MQ_08020_FV2_R (MQ27);20;20;13;19;7;9;4;3;4;9;9;14;9;18;13;16;19;16;10;15;12;14;11;
MQ_06161_FV2_L (MQ270);55;38;37;34;42;33;33;56;101;127;177;215;232;317;277;233;289;228;198;152;122;69;24;
MQ_03150_FV4_G (MQ271);22;16;11;10;7;9;6;9;20;28;36;45;51;49;63;48;55;45;49;38;29;19;13;
MQ_08080_FV2_R (MQ272);4;11;2;2;6;5;7;9;19;31;48;48;35;47;38;37;33;41;22;23;12;11;8;
MQ_08080_FV2_L (MQ273);1;3;1;1;2;1;2;2;5;8;13;13;9;12;10;10;9;11;6;6;3;3;2;
MQ_08080_FV2_G (MQ274);0;1;0;0;0;0;0;1;1;2;3;3;2;3;3;2;2;3;1;2;1;1;1;
MQ_08080_FV3_R (MQ275);8;3;0;1;4;6;8;16;20;22;22;22;22;36;27;24;30;24;23;22;5;14;8;
MQ_08080_FV3_G (MQ276);116;101;73;67;101;89;80;151;279;417;465;484;535;646;573;508;599;501;404;285;194;120;85;
MQ_03150_FV4_L (MQ277);36;17;16;16;12;12;8;14;29;36;44;55;75;64;69;67;71;76;61;50;38;30;23;
MQ_08080_FV3_L (MQ278);5;5;1;0;0;3;1;5;10;9;14;15;10;13;13;12;11;16;15;9;9;3;1;
MQ_03150_FV4_R (MQ279);20;14;10;9;6;9;5;8;18;26;33;42;47;45;58;44;50;41;46;35;26;18;12;
MQ_08020_FV2_L (MQ28);62;60;51;48;38;26;12;13;20;17;54;69;68;73;68;67;77;71;58;52;47;61;31;
MQ_03170_FV1_G (MQ280);120;72;50;35;78;68;70;103;169;244;394;468;504;619;536;492;559;499;358;306;207;143;62;
MQ_06161_FV3_G (MQ281);48;38;31;23;16;19;23;32;67;110;155;171;170;215;203;145;212;170;136;116;88;67;34;
MQ_08080_FV4_G (MQ282);2;0;1;0;2;1;0;3;8;6;10;10;9;7;9;8;8;10;9;6;4;4;1;
MQ_08080_FV4_R (MQ283);0;0;0;0;1;1;1;2;6;3;4;4;5;4;4;5;4;5;8;2;1;2;0;
MQ_08080_FV4_L (MQ284);5;1;2;0;5;3;1;6;18;14;22;22;20;15;21;18;19;23;20;13;9;9;3;
MQ_03170_FV1_L (MQ285);22;14;8;5;3;8;8;11;22;32;42;55;71;69;75;64;77;74;55;56;32;25;16;
MQ_03170_FV1_R (MQ286);4;2;2;2;3;2;3;4;6;8;13;15;16;20;16;17;18;16;12;10;8;5;2;
MQ_06161_FV1_L (MQ287);28;30;11;6;7;8;11;20;33;40;80;91;88;100;98;78;90;84;62;57;46;22;14;
MQ_03170_FV2_G (MQ288);15;11;6;3;8;5;9;16;28;36;28;43;49;59;44;48;52;45;34;28;20;16;9;
MQ_03170_FV2_L (MQ289);25;17;8;6;14;8;14;21;36;47;51;65;79;94;75;81;77;69;70;49;34;26;15;
MQ_08052_FV1_R (MQ29);1;1;0;0;0;1;0;1;1;1;2;5;1;1;0;1;2;3;1;1;0;1;0;
MQ_03170_FV2_R (MQ290);15;11;5;3;8;5;8;15;27;35;27;41;47;57;43;46;49;43;33;27;20;16;9;
MQ_03170_FV3_G (MQ291);168;133;93;63;125;121;73;87;188;291;301;395;454;521;513;493;515;495;377;300;305;177;114;
MQ_03170_FV3_L (MQ292);4;8;0;1;7;0;2;9;8;10;7;15;13;20;12;10;14;18;13;10;6;5;2;
MQ_08090_FV1_G (MQ293);130;130;78;63;51;64;67;64;115;138;255;363;379;443;447;401;482;360;288;280;251;181;91;
MQ_03170_FV3_R (MQ294);9;5;4;2;3;5;3;5;12;13;15;21;25;29;27;24;26;26;20;16;12;10;4;
MQ_03170_FV4_G (MQ295);22;34;12;11;11;12;10;17;33;34;67;57;56;69;74;76;83;80;57;49;50;35;13;
MQ_03170_FV4_L (MQ296);24;41;14;13;12;13;11;22;45;40;80;73;70;78;90;84;102;90;80;59;63;40;14;
MQ_08090_FV1_L (MQ297);42;38;19;20;10;18;21;26;51;70;113;146;124;145;169;146;149;158;123;99;75;65;33;
MQ_03170_FV4_R (MQ298);2;3;1;1;1;1;1;1;3;3;5;4;4;5;6;6;6;6;4;4;4;3;1;
MQ_08090_FV2_R (MQ299);45;28;22;15;32;30;26;51;93;133;157;125;152;207;191;128;173;152;118;80;43;36;20;
MQ_03290_FV12_G (MQ3);86;82;64;64;55;59;41;50;65;92;106;126;139;181;165;181;198;182;160;119;110;115;40;
MQ_06160_FV2_G (MQ30);4;2;2;2;2;2;2;3;6;6;8;12;14;18;15;11;13;12;10;8;6;4;2;
MQ_08090_FV2_L (MQ300);5;3;3;4;2;1;1;11;14;16;38;30;24;29;43;16;25;28;17;22;9;4;3;
MQ_08063_FV1_G (MQ301);10;8;5;3;3;8;8;11;23;40;61;68;67;96;73;74;79;68;48;56;28;22;18;
MQ_08063_FV1_L (MQ302);1;0;0;4;2;3;1;8;5;12;19;17;19;18;8;21;15;7;9;14;12;7;2;
MQ_08090_FV3_G (MQ303);73;66;49;49;66;53;51;62;126;215;245;329;339;391;323;345;393;319;246;188;131;80;53;
MQ_08063_FV2_L (MQ304);12;3;2;2;20;5;11;14;25;54;75;81;69;80;81;60;53;50;35;39;22;16;8;
MQ_08063_FV2_R (MQ305);1;0;0;0;2;1;1;2;3;5;8;8;7;8;8;6;5;5;4;4;2;2;1;
MQ_08063_FV3_G (MQ306);44;28;17;22;11;11;14;19;41;62;90;138;136;153;179;132;123;98;89;84;73;55;25;
MQ_08090_FV3_R (MQ307);9;4;1;1;1;2;5;36;64;58;70;36;47;51;54;45;44;49;44;34;13;8;9;
MQ_08063_FV3_R (MQ308);14;9;5;7;3;3;5;6;13;20;29;43;43;49;57;41;39;31;28;27;23;18;8;
MQ_08062_FV1_G (MQ309);33;15;16;7;25;16;21;23;43;90;134;154;128;172;152;128;133;118;82;95;45;40;25;
MQ_08020_FV3_G (MQ31);235;234;189;196;146;152;113;145;200;257;306;336;360;491;447;463;535;491;395;307;323;337;100;
MQ_08062_FV1_L (MQ310);2;3;0;0;0;0;0;2;6;7;12;13;10;11;10;11;15;6;7;7;6;7;4;
MQ_08062_FV2_L (MQ311);12;9;6;4;3;7;3;4;5;19;33;34;46;44;44;47;37;25;23;34;46;47;50;
MQ_08062_FV2_R (MQ312);9;8;4;4;2;5;2;3;4;15;26;27;37;34;35;37;30;20;19;27;36;37;40;
MQ_08062_FV3_G (MQ313);16;17;10;10;7;11;11;13;34;55;75;94;97;129;122;83;75;68;53;46;36;24;18;
MQ_08062_FV3_R (MQ314);16;17;10;10;7;11;11;13;34;55;75;94;97;129;122;83;75;68;53;46;36;24;18;
MQ_08100_FV1_R (MQ316);;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;
MQ_08100_FV1_G (MQ317);132;132;81;67;53;62;68;77;134;153;279;391;400;473;479;414;507;383;304;298;261;189;94;
MQ_08052_FV2_R (MQ32);0;1;0;0;0;1;0;0;0;0;1;1;2;1;0;1;1;2;0;2;0;0;0;
MQ_06170_FV1_G (MQ322);104;84;62;53;47;46;31;81;123;228;342;437;445;536;442;373;424;336;261;228;162;89;63;
MQ_08100_FV3_G (MQ323);50;68;26;56;66;46;38;86;164;230;276;334;374;418;360;368;438;348;282;208;120;72;52;
MQ_08100_FV3_L (MQ325);0;0;0;0;0;0;0;0;0;0;;;2;1;0;0;1;0;0;1;0;0;0;
MQ_08052_FV2_L (MQ33);2;0;0;0;1;0;0;1;0;0;3;1;4;0;0;3;2;0;1;2;0;0;0;
MQ_08065_FV1_G (MQ332);36;37;20;24;25;25;22;32;64;103;142;165;174;206;206;153;136;118;120;101;72;47;28;
MQ_08110_FV1_G (MQ333);124;125;79;64;53;61;65;71;120;137;260;368;383;449;445;396;482;350;276;283;250;178;89;
MQ_08065_FV2_L (MQ334);0;0;0;1;0;1;1;0;0;0;4;4;0;5;10;3;0;3;2;2;3;0;1;
MQ_08110_FV1_L (MQ335);7;7;6;3;4;5;7;8;18;17;21;26;27;27;42;31;30;36;30;22;22;11;7;
MQ_08065_FV2_R (MQ336);1;0;0;0;0;0;1;1;1;0;1;10;3;5;6;8;2;4;4;2;1;0;1;
MQ_08065_FV3_L (MQ337);3;0;1;0;1;0;0;1;3;6;8;13;10;14;7;6;7;7;4;4;4;1;2;
MQ_08065_FV4_G (MQ338);44;26;21;11;10;20;16;23;40;97;119;150;140;185;201;156;166;134;95;131;60;60;32;
MQ_06170_FV2_R (MQ339);6;2;1;1;5;2;4;8;17;23;36;43;34;45;52;40;39;30;34;20;19;9;3;
MQ_08052_FV3_G (MQ34);126;122;65;69;99;87;78;143;253;349;415;459;502;610;542;462;577;476;333;253;169;128;78;
MQ_08110_FV3_R (MQ341);4;4;1;1;1;1;5;11;21;16;20;21;18;20;18;15;22;20;18;9;6;6;2;
MQ_08110_FV3_G (MQ342);84;70;46;52;65;55;62;99;196;281;335;372;397;438;383;398;443;390;299;230;136;94;62;
MQ_08052_FV3_L (MQ35);0;0;0;0;0;0;0;0;3;1;2;1;3;2;2;0;3;1;0;1;0;0;0;
MQ_08120_FV1_R (MQ350);117;86;45;31;34;47;11;0;0;3;6;5;8;9;9;7;7;6;7;111;77;91;83;
MQ_08120_FV1_G (MQ351);79;111;73;75;43;44;80;117;172;220;376;494;495;608;561;485;614;467;368;280;268;190;56;
MQ_08120_FV1_L (MQ352);9;4;9;4;4;6;14;9;26;20;30;43;58;49;50;42;43;33;38;36;16;9;7;
MQ_08120_FV2_G (MQ354);1;0;1;1;0;0;1;1;3;3;4;5;5;12;13;4;8;8;7;5;5;2;1;
MQ_08120_FV2_R (MQ355);8;3;0;4;9;3;9;9;20;33;41;62;34;35;37;59;57;33;38;26;14;7;2;
MQ_08120_FV2_L (MQ356);5;1;2;6;0;2;4;6;10;11;14;22;22;48;50;16;31;30;28;20;20;8;3;
MQ_06170_FV3_G (MQ357);83;73;39;55;62;49;40;89;188;262;294;398;439;503;558;437;432;423;284;211;158;94;46;
MQ_06170_FV5_G (MQ358);84;68;36;52;61;44;39;83;181;248;287;384;434;500;557;427;427;421;284;213;155;94;46;
MQ_08120_FV3_G (MQ359);117;104;69;87;94;81;93;161;284;400;482;507;562;648;535;567;634;587;456;341;217;143;95;
MQ_03020_FV1L (MQ36);4;3;3;1;3;10;3;3;14;26;44;46;42;53;49;54;62;48;48;47;17;18;8;
MQ_08120_FV3_R (MQ360);6;5;4;3;4;4;5;8;15;19;24;24;28;30;24;27;28;29;22;16;11;8;5;
MQ_06170_FV5_R (MQ361);3;3;2;2;2;2;1;3;6;8;11;13;15;17;18;15;14;14;10;8;5;4;2;
MQ_08120_FV4_G (MQ362);1;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;1;0;1;0;1;1;0;
MQ_08120_FV4_R (MQ363);4;1;1;1;2;1;0;0;3;2;4;1;4;5;2;2;5;2;4;1;2;2;0;
MQ_08120_FV4_L (MQ364);4;1;1;1;2;1;0;0;3;2;4;1;4;5;2;2;5;2;4;1;2;2;0;
MQ_01090_16_DRad3 (MQ365);84;71;72;58;25;21;8;10;15;28;41;65;46;67;58;62;61;91;61;68;39;46;28;
MQ_01090_15_DRad1 (MQ368);59;69;23;20;24;11;20;47;62;88;72;66;92;85;67;55;58;75;68;47;46;40;24;
MQ_03023_FV2_G (MQ37);59;41;27;16;38;30;33;60;107;197;280;329;317;335;318;215;249;246;219;188;137;89;54;
MQ_08130_FV1_R (MQ371);17;17;13;13;5;12;10;16;23;24;47;42;43;53;52;45;52;40;39;41;37;23;18;
MQ_08130_FV1_G (MQ372);114;113;63;58;46;52;55;72;98;127;226;320;313;378;363;326;422;299;242;232;208;166;68;
MQ_06170_FV6_R (MQ374);9;6;3;1;5;2;4;14;22;36;37;31;41;56;42;39;40;35;29;25;18;8;4;
MQ_08130_FV3_G (MQ375);73;57;37;47;49;46;52;85;166;219;275;288;337;387;329;332;389;340;260;198;134;85;50;
MQ_08130_FV3_L (MQ377);3;3;4;0;2;1;2;2;6;8;13;17;13;15;15;21;21;18;26;17;11;6;5;
MQ_08053_FV1_G (MQ38);162;164;100;94;67;70;80;74;107;168;294;428;418;507;512;447;534;439;354;311;301;215;93;
MQ_08140_FV1_G (MQ385);76;56;38;40;47;43;54;81;166;223;287;308;328;397;337;341;412;354;283;205;131;77;50;
MQ_08140_FV2_G (MQ386);115;109;65;56;42;47;54;61;101;130;237;329;313;390;386;324;448;300;255;230;216;162;68;
MQ_08053_FV1_R (MQ39);2;3;0;0;1;2;1;2;7;16;32;41;22;38;23;6;4;6;0;2;4;3;0;
MQ_29100_FV1_G (MQ392);72;50;37;35;48;40;46;75;142;204;258;259;309;369;314;328;387;320;261;193;126;69;45;
MQ_29100_FV2_G (MQ393);112;104;57;47;43;47;51;57;87;117;213;294;279;355;348;296;406;273;227;205;188;151;66;
MQ_29110_FV1_G (MQ398);71;48;35;35;47;40;47;75;138;202;257;260;308;369;318;327;385;323;253;187;129;69;47;
MQ_29110_FV2_G (MQ399);114;101;54;49;45;50;51;60;92;115;210;300;273;348;343;302;396;267;230;210;185;150;65;
MQ_03290_FV12_L (MQ4);111;118;96;109;62;61;48;64;95;112;139;140;138;207;185;177;224;204;138;124;151;159;43;
MQ_08053_FV2_R (MQ40);7;1;2;0;1;0;2;1;0;4;22;43;42;40;39;27;3;1;1;3;4;5;0;
MQ_29120_FV1_G (MQ402);97;83;44;40;35;44;43;48;73;95;174;239;223;283;282;247;325;215;194;172;151;121;53;
MQ_29120_FV1_L (MQ403);21;18;9;8;8;9;9;11;16;21;38;52;49;62;62;54;71;47;42;38;33;27;12;
MQ_29120_FV2_R (MQ404);14;13;5;4;7;7;14;21;29;38;50;65;64;73;57;60;66;55;51;52;30;18;15;
MQ_29120_FV2_L (MQ405);8;7;2;2;4;4;7;11;16;21;27;35;35;39;30;32;36;29;28;28;16;9;8;
MQ_29120_FV3_G (MQ406);60;35;33;31;39;34;29;47;108;151;221;193;246;302;267;262;315;265;199;139;90;55;34;
MQ_06160_FV1_L (MQ407);29;32;30;14;18;13;18;22;41;58;95;111;108;140;112;83;141;107;98;80;62;51;24;
MQ_29120_FV3_R (MQ408);3;2;1;1;2;2;1;2;5;6;9;8;10;13;11;11;13;11;8;6;4;2;1;
MQ_08053_FV2_L (MQ41);7;14;7;4;1;2;2;1;4;6;28;48;45;59;61;16;5;4;1;5;0;2;1;
MQ_08053_FV3_G (MQ42);121;113;63;67;96;86;79;145;252;346;393;413;466;555;490;450;577;474;337;251;173;122;77;
MQ_08053_FV3_L (MQ43);4;1;4;4;12;2;2;2;8;23;43;34;39;57;39;12;21;23;14;2;2;1;1;
MQ_03290_FV12_R (MQ432);58;54;42;42;36;40;28;34;43;62;70;84;92;121;110;121;132;121;107;79;74;76;27;
MQ_03290_FV3_R (MQ433);9;7;6;5;5;4;5;4;5;7;10;10;11;12;12;13;12;13;13;10;8;7;4;
MQ_03290_FV3_L (MQ434);60;56;44;38;36;24;20;12;20;28;15;35;27;35;34;38;36;55;37;46;37;28;19;
MQ_03290_FV4_R (MQ435);8;6;5;3;3;2;2;2;4;6;8;10;11;13;13;12;15;14;12;8;7;6;3;
MQ_08020_FV3_R (MQ436);83;91;69;97;74;46;30;33;78;82;80;88;99;124;113;121;155;174;98;77;145;77;44;
MQ_08030_FV2_R (MQ437);92;68;56;48;56;34;38;38;30;66;72;104;72;106;62;74;166;242;88;70;162;110;46;
MQ_08031_FV2_G (MQ438);2;1;0;1;1;1;1;1;2;1;1;1;1;2;2;3;3;2;3;1;7;1;1;
MQ_08031_FV2_R (MQ439);9;7;3;4;3;3;3;7;10;4;3;8;6;9;10;14;17;13;14;6;38;7;3;
MQ_06160_FV1_G (MQ44);68;55;49;44;37;20;23;45;64;122;186;211;215;253;216;227;226;185;144;124;85;51;33;
MQ_08031_FV4_G (MQ440);6;5;6;6;5;4;3;2;2;1;2;2;1;2;2;3;3;6;1;0;22;6;1;
MQ_08031_FV4_R (MQ441);31;31;37;36;26;20;19;12;9;5;14;9;6;9;9;14;14;31;5;3;124;33;7;
MQ_08032_FV2_R (MQ442);2;1;0;0;0;0;0;1;1;1;2;2;2;4;4;4;3;4;1;1;5;1;1;
MQ_08032_FV2_L (MQ443);1;1;0;0;0;0;0;1;0;0;2;2;2;2;2;2;2;3;1;1;4;1;1;
MQ_08041_FV2_G (MQ444);1;0;0;1;1;1;1;0;1;1;3;2;3;2;4;3;3;5;2;2;1;1;0;
MQ_08041_FV2_R (MQ445);6;2;2;5;3;3;7;1;4;3;14;14;18;12;20;14;17;28;9;10;4;7;2;
MQ_08041_FV4_G (MQ446);0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;1;0;1;2;1;0;
MQ_08041_FV4_R (MQ447);3;4;3;3;1;2;3;3;2;4;7;9;8;4;8;12;4;9;3;10;15;7;0;
MQ_08060_FV2_R (MQ448);;;;;;;;;;;;;;132;108;125;130;104;71;73;52;40;38;
MQ_08070_FV1_R (MQ449);2;2;1;1;1;1;1;1;1;2;3;4;4;5;5;4;5;4;3;3;3;2;1;
MQ_08100_FV2_R (MQ450);;;;;;;;;;;;;;;;26;20;23;15;21;36;23;10;
MQ_08100_FV2_L (MQ451);;;;;;;;;;;;;;;;;;;;;;;;
MQ_08110_FV2_R (MQ452);5;4;2;1;1;2;4;10;15;16;17;19;41;18;15;11;17;14;17;7;11;7;2;
MQ_08110_FV2_L (MQ453);3;2;1;1;1;1;2;6;9;9;10;11;24;11;9;7;10;8;10;4;6;4;1;
MQ_06170_FV2_L (MQ454);16;11;4;8;2;6;9;11;36;62;55;82;72;97;89;69;107;81;57;47;39;26;13;
MQ_08130_FV2_R (MQ455);3;2;3;1;3;2;3;5;9;12;14;14;13;14;13;13;13;11;10;8;5;3;3;
MQ_08130_FV2_L (MQ456);8;7;8;2;8;5;8;14;26;37;41;41;38;43;39;38;40;32;29;23;15;8;8;
MQ_01210_FV5_L (MQ457);20;17;13;13;14;17;20;16;29;60;76;74;74;86;80;56;77;63;50;49;42;24;14;
MQ_01160_FV3_G (MQ458);131;111;65;55;55;67;86;165;241;318;486;459;495;530;529;465;555;430;400;319;216;142;91;
MQ_01210_FV2_L (MQ459);13;9;8;7;8;9;12;13;24;40;51;52;49;62;59;43;51;43;37;32;27;14;9;
MQ_08030_FV1_R (MQ46);146;94;73;42;55;49;40;45;62;79;144;170;179;274;198;258;223;244;207;161;110;125;75;
MQ_01210_FV2_G (MQ460);9;5;6;4;5;5;7;11;20;27;34;38;34;44;49;35;38;31;28;23;16;7;7;
MQ_01210_FV2_R (MQ461);31;16;21;15;16;17;24;34;65;87;110;124;113;144;164;114;127;100;93;77;51;24;23;
MQ_01210_FV32_G (MQ462);144;91;85;47;59;48;76;142;271;414;455;493;581;580;586;520;587;519;425;352;283;200;88;
MQ_01210_FV12_G (MQ463);120;84;62;46;46;41;45;75;131;179;287;427;438;479;518;497;535;388;305;293;195;132;83;
MQ_02021_FV2_G (MQ464);;;;;;;;;;;;;;;;;;;;;;;;
MQ_02021_FV1_G (MQ465);;;;;;;;;;;;;;;;;;;;;;;;
MQ_02020_FV4_G (MQ466);104;79;56;41;69;67;76;84;145;225;285;400;470;534;528;437;542;508;368;314;186;112;76;
MQ_02020_FV3_G (MQ467);62;66;58;38;33;34;34;45;83;113;188;183;205;246;255;236;220;195;189;183;126;77;55;
MQ_02020_FV2_G (MQ468);155;105;92;64;81;113;72;130;226;301;399;503;528;618;586;509;535;518;376;359;227;187;88;
MQ_02020_FV1_G (MQ469);71;67;67;51;69;41;30;81;133;195;182;221;273;400;298;279;336;286;218;181;125;79;71;
MQ_08030_FV1_G (MQ47);289;304;221;255;177;175;144;89;138;186;296;360;372;436;437;412;468;460;349;309;275;222;105;
MQ_01051_FV1_G (MQ472);169;111;75;56;110;113;92;143;258;342;500;641;669;773;739;637;660;655;464;457;277;213;110;
MQ_01051_FV3_G (MQ473);160;122;79;55;84;111;92;116;249;368;452;589;717;793;790;683;854;781;564;491;305;191;125;
MQ_01060_FV1_G (MQ474);91;102;50;65;67;60;69;94;176;239;222;212;270;334;351;328;430;394;266;239;170;141;79;
MQ_01070_FV1_G (MQ476);101;64;60;64;64;54;47;73;164;197;226;216;310;355;372;387;432;449;327;258;158;130;47;
MQ_01060_FV3_G (MQ477);150;138;83;72;70;47;46;68;133;183;277;330;340;378;341;354;354;323;255;254;216;184;94;
MQ_01070_FV3_R (MQ479);96;121;84;64;51;55;45;61;128;164;271;313;292;385;369;378;367;317;303;278;213;108;76;
MQ_03290_FV4_GRL (MQ48);109;108;83;148;61;62;54;34;54;75;143;176;172;202;215;195;233;199;178;159;123;102;45;
MQ_01070_FV3_G (MQ480);152;145;83;72;68;52;49;65;134;204;265;316;350;373;349;357;361;333;267;257;227;193;92;
MQ_01080_FV1_G (MQ481);181;170;133;121;122;91;81;138;284;354;386;410;531;623;611;574;744;679;487;420;274;197;137;
MQ_01160_FV1_G (MQ482);228;187;137;85;79;71;75;139;269;361;496;583;712;777;748;769;869;776;545;519;310;215;142;
MQ_01080_FV3_G (MQ483);250;224;147;130;108;92;86;112;200;298;428;518;539;613;597;605;621;535;497;457;365;257;163;
MQ_01090_FV1_G (MQ484);146;129;78;69;85;71;71;141;295;342;393;418;496;616;592;572;683;624;474;410;270;178;126;
MQ_01090_FV2_R (MQ485);157;147;140;113;99;66;56;51;89;115;143;205;210;212;247;247;250;234;194;199;165;135;76;
MQ_01090_FV31_G (MQ486);218;187;105;98;92;80;74;116;211;299;442;522;534;619;584;626;661;544;516;469;373;247;160;
MQ_01110_FV1_G (MQ487);230;178;154;96;89;80;84;171;374;427;525;591;623;776;750;731;807;759;539;508;307;220;147;
MQ_01110_FV3_G (MQ488);223;207;126;100;98;91;76;137;232;376;531;632;674;776;748;756;829;681;610;546;431;264;160;
MQ_01120_FV3_G (MQ489);195;176;96;81;84;84;66;124;224;345;480;534;570;653;634;616;700;567;518;451;359;225;133;
MQ_03181_FV3_G (MQ49);111;99;58;34;40;44;53;63;129;177;297;378;395;456;445;346;402;358;308;226;153;106;67;
MQ_01120_FV1_G (MQ490);233;193;147;90;83;92;101;157;266;361;484;582;636;722;734;782;814;640;497;442;342;216;162;
MQ_01190_FV3_G (MQ491);128;81;72;46;37;38;52;134;224;298;325;366;408;442;467;415;493;410;338;269;211;118;78;
MQ_01140_FV1_G (MQ492);201;160;124;69;74;64;67;114;234;292;374;451;535;639;619;613;699;631;452;446;278;195;136;
MQ_01140_FV2_L (MQ493);49;48;30;23;18;15;11;56;82;80;137;124;164;153;146;139;165;131;116;105;63;52;28;
MQ_01190_FV3_L (MQ494);25;24;18;6;25;25;17;34;78;161;215;239;229;214;219;141;153;171;138;108;93;57;30;
MQ_01130_FV1_G (MQ495);235;194;152;85;87;85;81;131;260;332;416;490;591;697;690;684;769;703;512;497;322;219;161;
MQ_01050_FV4_L (MQ496);22;16;11;4;7;9;7;11;36;64;79;95;119;128;109;121;156;116;80;58;35;25;12;
MQ_01025_FV3_G (MQ497);253;183;116;80;112;90;88;133;261;376;586;714;693;828;740;734;829;684;507;462;338;302;149;
MQ_01025_FV2_L (MQ498);26;13;17;10;14;19;17;33;36;65;75;101;127;124;136;114;152;141;102;74;67;45;28;
MQ_01025_FV1_G (MQ499);158;120;76;80;116;112;100;152;296;457;466;509;648;805;754;696;860;797;597;498;287;209;110;
MQ_08050_FV1_G (MQ5);170;169;102;101;71;76;84;77;125;182;342;458;435;542;550;448;546;458;364;326;312;229;102;
MQ_03181_FV3_L (MQ50);16;12;16;11;7;10;9;5;14;18;44;46;44;49;70;53;70;67;69;32;22;29;6;
MQ_01050_FV1_G (MQ500);102;72;54;60;64;50;55;81;154;230;215;240;314;359;349;321;407;368;300;258;170;112;62;
MQ_01050_FV1_L (MQ501);86;68;52;40;63;57;53;71;155;211;239;278;337;379;384;363;452;410;313;259;175;114;60;
MQ_01050_FV2_G (MQ502);83;71;47;29;81;73;59;75;137;172;260;330;376;405;393;329;314;347;260;249;160;113;66;
MQ_01050_FV3_G (MQ503);158;146;88;72;82;40;44;58;120;200;260;356;324;384;340;352;358;310;232;262;214;160;80;
MQ_01050_FV4_G (MQ504);70;57;35;24;29;59;37;49;99;158;220;292;315;367;361;314;388;344;230;206;136;80;59;
MQ_01040_FV3_G (MQ505);273;200;121;95;112;93;94;139;268;405;595;744;739;847;790;766;832;715;524;495;373;300;160;
MQ_01040_FV1_G (MQ506);167;130;89;84;118;108;101;154;291;465;486;530;659;806;785;722;910;841;622;522;323;223;115;
MQ_01190_FV2_R (MQ507);38;34;13;13;33;32;30;38;81;85;143;217;247;280;320;361;388;233;162;144;94;61;33;
MQ_01190_FV1_G (MQ508);165;124;96;57;46;41;60;99;136;208;311;418;420;484;480;460;465;403;334;325;222;151;114;
MQ_01030_FV3_G (MQ509);249;194;122;97;120;93;99;139;263;405;586;733;696;753;706;705;703;616;474;475;337;286;142;
MQ_03181_FV1_G (MQ51);53;35;22;28;27;21;20;42;83;96;107;196;201;280;256;237;240;234;181;129;106;67;34;
MQ_01030_FV1_G (MQ510);163;133;83;87;118;113;106;158;293;456;460;522;621;721;715;642;745;729;594;498;306;217;110;
MQ_01190_FV2_L (MQ511);27;27;6;5;13;12;11;19;49;50;76;77;73;95;100;120;133;122;76;58;47;27;24;
MQ_01140_FV31_G (MQ512);194;171;90;85;88;78;71;140;238;379;479;524;561;648;634;604;693;568;519;445;359;227;140;
MQ_01240_FV3_G (MQ513);110;62;60;34;38;28;57;113;209;315;350;401;440;445;422;368;441;417;321;263;206;155;66;
MQ_01240_FV1_G (MQ514);127;113;70;51;41;45;58;113;169;218;321;415;454;485;540;523;567;389;276;221;179;92;72;
MQ_01240_FV2_G (MQ515);74;47;50;34;35;33;32;30;90;122;160;223;234;296;285;234;257;202;165;144;129;83;57;
MQ_01230_FV3_G (MQ516);;;;;;;;;;;;;;;;;;;;;;;;
MQ_01230_FV1_G (MQ517);3601;3602;3600;3601;3601;3602;3600;3601;3601;3602;3600;3601;3601;3602;3600;3602;3600;3602;3600;3602;3600;3602;3600;
