Name  /  Date: 2015_09_29;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);38;22;18;12;28;92;244;314;312;339;350;331;346;338;370;373;353;365;377;347;238;179;199;95;
MQ_03020_FV4_L (MQ1);17;8;6;0;10;58;137;324;326;198;176;185;197;234;243;230;283;300;231;171;98;60;39;28;
MQ_03290_FV3_GR (MQ10);32;48;13;12;27;68;151;232;251;192;187;196;212;232;219;247;234;238;212;190;173;156;102;55;
MQ_03020_FV2_L (MQ100);1;2;0;0;1;3;18;41;19;22;32;35;30;34;31;33;51;43;32;25;15;14;13;7;
Alle Motion Det Albersloherweg (MQ1000);2613;1745;1084;1191;2883;9806;28310;50404;46658;37316;34988;35800;38410;40969;42985;47008;52833;51961;44016;32656;21364;14605;13411;6525;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;1;2;2;2;2;2;2;3;2;2;1;1;1;1;0;
MQ_06170_FV4_L (MQ1002);0;0;0;0;0;3;0;6;7;12;12;14;15;7;10;7;11;10;18;8;7;2;2;3;
MQ_08050_FV3_L (MQ1003);2;5;0;1;6;22;45;47;60;97;107;118;134;116;96;112;132;120;114;77;39;4;1;2;
MQ_06161_FV3_L (MQ1004);8;6;6;0;8;16;80;162;210;134;100;78;88;82;98;128;116;154;136;88;44;42;28;12;
MQ_06170_FV6_L (MQ1005);2;2;0;0;1;8;28;67;50;35;29;30;35;30;41;39;49;51;40;28;26;10;10;6;
MQ_08110_FV1_LO (MQ1006);0;0;0;0;0;1;4;9;12;15;12;16;18;15;20;19;21;25;19;11;9;3;4;2;
MQ_08110_FV3_RO (MQ1007);0;0;1;0;0;3;6;22;21;20;20;23;21;19;21;25;24;35;20;18;12;6;3;2;
MQ_06160_FV2_R (MQ1009);7;6;8;2;12;59;119;242;274;196;196;162;148;173;213;190;230;244;191;138;80;70;53;20;
MQ_02020_FV4_L (MQ101);22;12;7;4;12;43;147;285;335;247;252;258;293;330;313;427;436;425;335;240;154;114;60;26;
MQ_03030_FV1_G (MQ1010);31;11;7;15;19;117;418;892;784;523;522;559;646;666;769;898;942;847;659;424;310;237;135;69;
LSA 3290 Schleifen (MQ1012);746;546;225;230;440;1362;3611;6067;6051;5972;5889;5934;6036;6089;6438;6474;6632;6670;6541;5695;3842;3098;3005;1454;
LSA 8020 Schleifen (MQ1013);601;411;203;186;442;1401;3776;6055;5886;5489;5306;5280;5695;5632;5969;6092;6372;6255;5874;5032;3572;2703;2955;1375;
LSA 8030 Schleifen (MQ1014);222;183;81;63;148;518;1445;2667;2588;2334;2130;2167;2303;2362;2544;2779;3119;3069;2601;2194;1519;1128;1478;568;
LSA 8031 Schleifen (MQ1015);288;138;43;62;123;390;1326;2183;2576;2176;1951;1923;1994;2199;2150;2511;2819;2620;2081;1699;1074;941;1007;415;
LSA 8040 Schleifen (MQ1016);386;276;246;220;589;2106;6005;10134;9484;7192;6418;6604;6897;7493;7742;8602;9936;9434;7818;5180;3148;2245;1812;766;
LSA 8032 Schleifen (MQ1017);213;155;80;93;165;571;1673;2870;2948;2320;2233;2384;2474;2753;2729;2965;3255;3035;2523;2023;1551;1179;1328;573;
LSA 8041 Schleifen (MQ1018);122;86;53;58;158;407;1066;1465;1574;1548;1476;1545;1513;1653;1712;1854;1924;1818;1593;1374;857;634;698;282;
LSA 8054 Schleifen (MQ1019);91;56;46;34;109;435;1356;2687;2355;1770;1603;1624;1887;1974;1944;2184;2678;2652;2086;1496;1038;679;491;256;
MQ_02020_FV3_L (MQ102);4;1;0;0;1;4;32;70;64;31;46;53;51;53;56;52;65;74;61;36;33;15;22;12;
LSA 8140 Schleifen (MQ1020);60;35;22;33;82;272;817;1402;1169;941;866;898;934;1035;1105;1185;1360;1370;1244;873;554;352;319;155;
MQ_01210_FV32_L (MQ1021);1;1;0;2;3;23;130;176;170;102;45;60;52;48;43;44;47;41;48;45;41;17;22;6;
MQ_01081_FV3_G (MQ1022);28;27;11;9;11;44;124;264;288;243;251;267;252;284;272;333;362;374;360;265;189;162;158;88;
MQ_03030_FV1_L (MQ1023);1;0;0;0;0;5;6;18;45;14;8;13;18;12;23;17;14;20;21;6;12;8;8;5;
MQ_01200_FV1_G (MQ1024);52;22;25;26;32;133;470;937;772;644;776;868;972;1083;1251;1572;1685;1482;1131;813;527;410;307;182;
MQ_01121_FV1_G (MQ1025);8;4;2;4;4;24;84;167;226;233;201;205;160;168;182;165;162;170;165;116;59;25;22;13;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;1;1;2;2;2;3;3;3;3;4;3;4;3;3;2;1;1;0;
MQ_01121_FV3_G (MQ1027);1;1;1;0;0;5;25;46;76;79;104;139;161;131;171;186;161;186;157;131;80;69;34;19;
MQ_01121_FV1_R (MQ1028);1;1;0;1;1;3;12;23;31;32;27;28;22;23;25;23;22;23;23;16;8;4;3;2;
MQ_01200_FV1_L (MQ1029);0;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);0;0;1;3;5;3;4;12;22;22;23;22;18;11;11;16;18;17;22;9;7;8;4;10;
---Test (MQ1032);0;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;
