Name  /  Date: 2016_11_28;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);37;17;20;11;34;98;248;316;342;352;342;363;346;361;360;356;353;352;364;328;216;160;111;60;
MQ_03290_FV3_GR (MQ10);51;25;15;8;24;88;192;250;251;223;226;198;234;227;225;244;240;216;236;175;180;136;100;62;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;3;3;2;2;1;1;1;1;0;
MQ_06170_FV4_L (MQ1002);0;0;0;0;0;2;3;10;7;13;8;14;14;8;9;22;20;21;24;7;5;1;1;2;
MQ_08050_FV3_L (MQ1003);3;2;2;2;11;22;37;42;96;120;127;112;158;130;150;135;118;124;117;59;30;11;2;3;
MQ_06161_FV3_L (MQ1004);9;2;0;2;6;39;185;358;393;236;209;236;213;206;218;244;233;317;237;189;74;54;41;20;
MQ_06170_FV6_L (MQ1005);2;1;0;1;3;7;29;58;52;36;32;29;31;32;35;48;53;45;37;32;18;13;9;6;
MQ_08110_FV1_LO (MQ1006);1;0;0;0;0;1;4;10;13;14;16;17;18;18;17;22;26;27;18;11;7;6;3;1;
MQ_08110_FV3_RO (MQ1007);0;0;0;1;0;1;5;33;35;24;29;30;29;22;30;32;31;34;20;15;8;5;0;1;
LSA 29120 Schleifen (MQ1008);34;31;75;0;0;1734;1277;1114;1159;1000;1274;1176;1412;1531;1278;1278;1356;845;657;520;346;121;
MQ_06160_FV2_R (MQ1009);6;5;6;6;17;56;145;272;304;236;196;192;190;187;234;233;249;255;183;135;91;54;52;16;
MQ_02020_FV4_L (MQ101);14;6;5;10;11;48;130;276;281;265;272;247;260;277;300;348;389;402;323;257;166;116;65;22;
MQ_03030_FV1_G (MQ1010);34;10;7;11;20;105;459;942;845;620;573;578;662;720;786;1001;1104;861;719;447;269;212;204;64;
LSA 3290 Schleifen (MQ1012);564;412;257;195;473;1508;4001;6097;6364;6163;6295;6291;6360;6302;6439;6659;6715;6486;6223;5247;3955;2819;2177;1043;
LSA 8020 Schleifen (MQ1013);472;384;219;158;474;1517;4096;6089;6267;5567;5665;5823;5984;6142;6173;6341;6203;5799;5846;4541;3545;2566;2004;961;
LSA 8030 Schleifen (MQ1014);199;171;85;61;183;581;1565;2726;2656;2380;2232;2313;2409;2512;2570;2736;2998;2978;2460;1916;1479;1025;843;413;
LSA 8031 Schleifen (MQ1015);195;155;174;48;157;565;1476;2534;2689;2478;2194;2128;2257;2279;2259;2595;2698;2282;1812;1383;923;604;471;238;
LSA 8040 Schleifen (MQ1016);357;234;244;224;593;2277;6239;10133;9993;7268;6706;6974;7322;7258;7735;8788;9198;8939;6867;4515;2814;1964;1290;585;
LSA 8032 Schleifen (MQ1017);151;131;89;56;191;584;1708;2768;2955;2416;2416;2532;2630;2519;2593;2890;3116;2811;2241;1562;1216;847;626;286;
