Name  /  Date: 2016_06_18;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);108;119;84;56;84;103;98;101;213;267;324;334;377;339;365;321;346;340;334;305;230;185;218;175;
MQ_03290_FV3_GR (MQ10);127;85;68;58;56;85;84;99;118;155;157;198;198;240;241;228;239;233;219;208;183;144;151;145;
Alle Motion Det Albersloherweg (MQ1000);8347;6051;3788;4182;3945;4262;7776;12271;14521;27684;35539;41858;38634;41748;40285;40312;36529;36732;33852;28578;20814;15108;13721;12620;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;0;
MQ_06170_FV4_L (MQ1002);3;0;0;0;3;0;1;2;6;7;7;12;18;15;7;12;11;5;6;;7;3;3;0;
MQ_08050_FV3_L (MQ1003);5;2;0;0;4;9;5;21;56;108;186;191;204;186;160;169;172;151;112;89;56;5;3;3;
MQ_06161_FV3_L (MQ1004);38;16;6;6;18;15;39;57;134;182;181;195;208;176;197;151;157;166;176;144;105;69;51;64;
MQ_06170_FV6_L (MQ1005);10;3;4;0;2;2;4;9;21;28;26;29;34;34;34;32;29;35;35;;22;15;11;9;
MQ_08110_FV1_LO (MQ1006);1;1;1;1;1;2;1;5;11;11;10;15;15;12;15;13;7;12;13;8;7;4;3;4;
MQ_08110_FV3_RO (MQ1007);1;1;0;0;0;2;5;10;20;26;30;33;30;24;22;17;16;20;14;20;11;8;5;4;
LSA 29120 Schleifen (MQ1008);226;127;108;70;72;175;229;368;589;886;1052;1143;1168;1302;1159;1114;1095;1049;884;796;614;477;366;365;
MQ_06160_FV2_R (MQ1009);50;24;11;21;20;36;34;68;106;165;204;213;192;189;184;185;151;200;159;153;115;83;81;60;
MQ_02020_FV4_L (MQ101);39;18;12;13;13;17;39;56;135;171;218;210;272;254;288;256;215;252;246;198;124;121;63;87;
MQ_03030_FV1_G (MQ1010);89;42;29;21;32;55;91;159;276;300;404;443;542;594;618;503;468;510;435;355;255;199;130;183;
LSA 3290 Schleifen (MQ1012);2279;1835;1234;1038;1095;1530;1600;2176;3174;4271;5405;5887;6316;6386;6486;5830;6018;5963;5683;5333;4282;3355;3234;3048;
LSA 8020 Schleifen (MQ1013);2124;2083;1396;1205;1330;1538;1341;1730;2568;3441;4385;4817;5237;5566;5783;4955;5262;5175;5160;4786;3889;2914;3186;3016;
LSA 8030 Schleifen (MQ1014);902;930;493;400;420;547;519;600;994;1327;1741;1902;2097;2208;2389;2023;2235;2085;2046;2005;1593;1308;1713;1265;
LSA 8031 Schleifen (MQ1015);623;729;662;693;610;622;569;580;812;1159;1351;1394;1567;1707;1812;1554;1628;1447;1502;1417;1113;919;1004;1033;
LSA 8040 Schleifen (MQ1016);1022;811;432;458;545;824;1184;2195;3345;4640;5923;6598;6960;7037;7105;6305;5938;5566;5614;4546;3402;2101;1966;1786;
LSA 8032 Schleifen (MQ1017);522;434;267;295;289;360;402;633;988;1346;1745;1924;2065;2265;2318;2045;2187;1928;1864;1650;1251;953;975;838;
LSA 8041 Schleifen (MQ1018);329;355;174;197;182;255;280;505;802;1080;1391;1507;1635;1706;1706;1604;1598;1385;1379;1198;895;623;662;574;
LSA 8054 Schleifen (MQ1019);284;195;121;110;144;217;303;609;857;1226;1626;1728;1870;1919;1970;1714;1649;1633;1507;1236;980;575;533;550;
MQ_02020_FV3_L (MQ102);9;7;2;1;2;4;8;9;22;33;42;53;54;63;73;53;58;55;52;40;40;16;9;18;
LSA 8140 Schleifen (MQ1020);190;124;87;73;67;133;196;329;510;787;994;990;1043;1087;1108;1001;993;953;914;733;567;425;326;354;
MQ_01210_FV32_L (MQ1021);10;3;3;4;2;6;2;8;23;26;23;41;28;34;42;27;34;23;52;45;18;7;9;13;
MQ_03030_FV1_L (MQ1023);2;1;2;1;2;4;4;9;10;13;6;13;14;15;24;11;17;31;51;11;8;17;9;21;
MQ_01200_FV1_G (MQ1024);236;146;90;69;56;77;116;243;405;480;677;804;959;1064;1172;1162;1148;1290;1024;756;573;395;327;357;
MQ_01121_FV1_G (MQ1025);22;18;10;17;24;40;91;125;224;282;356;328;305;309;237;202;208;168;133;101;66;32;35;36;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;0;1;2;2;3;4;5;6;5;5;5;5;4;3;2;1;1;1;
MQ_01121_FV3_G (MQ1027);19;6;4;2;3;4;14;57;78;100;130;214;241;296;227;226;220;262;208;162;91;49;31;39;
MQ_01121_FV1_R (MQ1028);3;3;1;2;3;5;13;17;31;39;49;45;41;42;32;27;28;23;18;14;9;5;5;5;
MQ_01200_FV1_L (MQ1029);11;5;6;4;3;1;4;20;37;26;29;31;63;47;41;36;39;31;50;25;26;16;11;20;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);16;11;1;4;2;1;8;7;31;15;21;14;32;21;18;18;8;22;12;12;16;8;4;5;
Test (MQ1032);182;117;93;82;77;107;141;201;303;414;471;534;537;537;513;475;436;433;451;395;304;241;234;239;
MQ_09040_FV1_G (MQ1033);75;50;34;23;24;35;40;66;83;161;212;237;248;346;300;323;321;289;293;235;216;146;135;109;
MQ_09040_FV3_G (MQ1034);61;35;24;18;19;71;103;111;212;347;403;372;345;340;299;280;266;272;231;198;181;131;101;84;
MQ_09050_FV1_G (MQ1035);124;80;43;31;29;33;75;109;194;314;325;426;489;548;543;551;517;532;512;390;329;225;194;179;
MQ_09050_FV3_G (MQ1036);87;48;30;26;35;92;138;191;316;452;501;443;478;433;432;410;390;398;379;313;285;208;151;139;
MQ_09060_FV11_G (MQ1037);120;76;40;29;27;34;76;95;195;325;339;429;487;550;538;539;504;515;487;362;306;201;183;174;
MQ_09060_FV11L (MQ1038);8;4;2;6;9;8;7;19;22;34;24;27;39;39;30;28;40;24;41;29;28;28;14;11;
MQ_09060_FV2_L (MQ1039);17;6;4;3;2;10;21;23;44;74;115;121;141;126;140;117;100;123;119;94;44;43;31;21;
MQ_03023_FV1_G (MQ104);55;33;20;13;26;34;60;94;174;211;273;288;391;466;444;383;407;462;377;267;185;146;124;149;
MQ_09060_FV2_R (MQ1040);4;1;1;1;1;2;5;5;9;15;23;25;29;26;29;24;20;25;24;19;9;9;7;4;
MQ_09060_FV3_G (MQ1041);91;53;36;27;33;90;132;191;315;441;525;482;459;424;440;412;383;395;364;294;270;195;152;147;
MQ_09060_FV3_R (MQ1042);16;12;2;4;5;26;20;42;67;77;100;91;114;113;126;121;87;103;106;76;55;39;27;28;
MQ_03250_FV1_R (MQ1043);8;6;3;2;2;3;6;8;13;20;29;31;38;41;37;41;40;38;38;28;24;16;14;13;
MQ_03250_FV1_G (MQ1044);47;34;20;12;12;20;32;46;71;115;162;176;216;230;209;231;224;217;217;158;137;89;77;71;
MQ_03250_FV1_L (MQ1045);24;13;9;9;7;10;15;24;27;37;53;68;67;79;85;82;73;59;57;56;52;46;54;34;
MQ_03250_FV2_R (MQ1046);11;8;4;4;5;8;11;14;22;34;44;49;47;52;48;43;40;47;46;41;33;25;22;18;
MQ_03250_FV2_G (MQ1047);83;55;25;30;36;54;79;105;161;247;323;357;342;385;354;315;290;345;333;301;245;188;161;132;
MQ_03250_FV2_L (MQ1048);42;35;15;17;11;9;35;43;73;130;119;171;166;197;193;189;164;172;164;138;122;82;67;72;
MQ_03250_FV3_R (MQ1049);17;10;6;4;5;19;30;40;68;95;112;103;98;87;88;81;78;79;71;56;52;38;27;28;
MQ_03250_FV3_G (MQ105);50;30;18;13;14;58;90;119;205;285;337;308;294;261;265;242;233;237;212;168;157;114;80;83;
MQ_03250_FV3_L (MQ1050);26;13;9;11;11;23;21;35;43;85;87;88;85;82;77;91;83;78;95;88;79;64;44;36;
MQ_03250_FV4_R (MQ1051);24;14;11;11;7;12;14;20;35;44;56;66;77;78;88;76;77;89;86;63;56;46;40;37;
MQ_03250_FV4_G (MQ1052);94;58;45;46;27;48;54;81;139;176;223;265;309;313;350;304;308;354;346;254;226;183;160;146;
MQ_03250_FV4_L (MQ1053);9;9;4;3;5;4;9;5;12;20;18;24;38;25;23;16;25;27;16;28;25;26;13;9;
MQ_03030_FV1_R (MQ1054);2;4;1;1;1;2;6;19;53;52;100;85;88;90;102;85;68;32;42;37;17;8;11;13;
MQ_03030_FV2_G (MQ1055);0;0;0;0;0;0;0;1;1;2;1;2;2;1;1;2;2;3;5;2;1;1;1;1;
MQ_03030_FV2_L (MQ1056);2;2;2;1;1;2;5;6;13;27;17;23;20;14;16;24;22;34;70;26;15;12;17;17;
MQ_03030_FV2_R (MQ1057);2;2;1;0;0;1;3;4;9;19;11;16;14;10;11;17;15;23;48;18;10;8;12;12;
MQ_03030_FV3_G (MQ1058);66;41;35;16;22;76;79;119;298;295;353;442;456;492;455;350;345;423;406;313;243;141;120;110;
MQ_03030_FV3_L (MQ1059);10;5;3;3;1;4;6;36;48;53;83;89;84;95;89;80;67;41;46;48;46;13;13;23;
MQ_03080_FV4_R (MQ106);14;2;2;2;0;6;10;18;33;28;49;47;49;39;66;40;31;56;33;21;31;9;10;15;
MQ_03030_FV3_R (MQ1060);1;1;1;0;0;1;1;;1;5;5;;;;14;4;5;7;7;5;4;2;2;2;
MQ_03030_FV4_G (MQ1061);2;1;1;0;0;1;2;3;5;8;8;9;10;10;11;11;11;9;11;8;5;4;4;3;
MQ_03030_FV4_L (MQ1062);12;6;3;2;2;8;15;20;36;53;56;59;67;67;75;77;71;62;75;52;33;25;28;22;
MQ_03030_FV4_R (MQ1063);12;6;3;2;2;8;15;20;36;53;56;59;67;67;75;77;71;62;75;52;33;25;28;22;
MQ_06070_10_D_TLS_S1S (MQ1064);182;117;93;82;77;107;141;201;303;414;471;534;537;537;513;475;436;433;451;395;304;241;234;239;
MQ_06070_11_D_TLS_S3S4 (MQ1065);201;161;139;132;99;108;95;148;290;392;539;614;695;687;670;618;578;638;557;458;378;270;269;260;
MQ_03120_FV1_G (MQ107);155;133;62;68;76;133;166;253;503;618;807;854;1006;952;999;902;811;897;798;636;515;399;292;309;
MQ_03120_FV1_R (MQ109);2;2;1;1;1;2;2;3;6;7;5;9;10;10;10;9;9;10;9;7;6;5;4;4;
MQ_08050_FV2_L (MQ11);23;20;8;16;21;26;36;61;134;218;312;417;454;511;456;441;434;343;351;264;187;75;23;16;
MQ_03120_FV2_L (MQ110);6;0;1;4;1;5;13;5;21;36;16;31;33;47;21;20;21;29;23;21;26;13;5;4;
MQ_03120_FV2_R (MQ111);1;0;1;1;5;2;8;7;13;18;11;20;21;43;17;11;10;16;16;7;10;6;5;4;
