Name  /  Date: 2016_07_11;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);88;28;5;14;24;85;262;331;337;356;363;349;357;340;365;352;361;333;365;287;228;154;157;65;
MQ_03290_FV3_GR (MQ10);74;30;19;15;31;91;150;209;214;231;213;221;223;213;237;246;240;234;218;191;144;108;99;55;
Alle Motion Det Albersloherweg (MQ1000);6758;2646;1676;1592;2506;8675;29608;40085;41472;36987;36987;37063;41371;38637;40869;48754;48754;48952;45683;27360;19090;14686;12079;6895;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;1;2;2;2;1;2;2;2;2;2;1;1;1;0;0;
MQ_06170_FV4_L (MQ1002);4;2;0;0;0;0;0;7;7;12;18;18;15;18;13;13;14;22;23;15;8;4;5;0;
MQ_08050_FV3_L (MQ1003);2;4;2;4;15;21;37;51;83;101;148;138;151;135;135;133;124;146;115;79;35;9;2;3;
MQ_06161_FV3_L (MQ1004);25;9;1;3;12;49;203;286;292;238;214;176;188;171;205;196;241;278;230;158;90;73;51;27;
MQ_06170_FV6_L (MQ1005);3;4;0;1;2;5;22;41;36;31;28;27;26;29;32;36;50;34;38;25;15;12;8;5;
MQ_08110_FV1_LO (MQ1006);1;1;0;0;1;1;3;11;12;13;16;15;19;14;20;20;21;25;21;12;9;7;2;1;
MQ_08110_FV3_RO (MQ1007);1;0;1;0;1;2;7;10;18;25;23;29;24;17;23;28;29;30;24;15;9;8;1;1;
LSA 29120 Schleifen (MQ1008);164;58;34;50;107;353;858;1145;1123;1059;1043;1112;1068;1037;1174;1272;1505;1442;1203;740;547;436;323;125;
MQ_06160_FV2_R (MQ1009);23;8;7;5;13;59;126;211;253;205;197;201;173;157;190;199;209;218;179;127;113;92;62;33;
MQ_02020_FV4_L (MQ101);21;12;10;5;8;33;117;229;231;252;232;216;260;311;272;344;342;362;298;223;141;100;78;25;
MQ_03030_FV1_G (MQ1010);63;21;14;7;22;121;357;748;690;514;570;545;578;598;639;844;943;812;604;395;263;221;149;72;
LSA 8020 Schleifen (MQ1013);1422;486;235;265;511;1406;3760;5503;5442;5509;5324;5657;5517;5497;5464;5935;6164;6411;5465;4648;3357;2521;2223;1373;
LSA 8030 Schleifen (MQ1014);547;219;80;100;179;502;1505;2207;2228;2236;2189;2340;2344;2290;2339;2565;2730;2947;2371;1920;1363;1062;1059;558;
LSA 8031 Schleifen (MQ1015);397;101;66;71;151;415;1282;1957;2057;2083;1873;1928;1996;2014;1937;2155;2318;2130;1797;1368;906;664;637;329;
LSA 8040 Schleifen (MQ1016);786;311;273;260;580;2014;5766;8826;7789;6851;6506;6767;6836;6709;7312;7853;8715;8542;6747;4721;3014;1982;1495;730;
LSA 8032 Schleifen (MQ1017);411;147;88;97;185;584;1674;2473;2457;2328;2292;2423;2542;2434;2474;2638;2901;2681;2247;1681;1177;819;800;390;
LSA 8041 Schleifen (MQ1018);270;93;61;88;155;388;1036;1348;1373;1479;1495;1580;1717;1612;1659;1693;1809;1739;1609;1267;805;565;524;246;
LSA 8054 Schleifen (MQ1019);266;97;47;56;119;467;1435;2345;2210;1857;1787;1792;1952;2010;2064;2260;2526;2624;1953;1300;877;539;443;231;
MQ_02020_FV3_L (MQ102);5;1;0;0;0;6;23;43;41;63;47;55;54;49;60;65;60;61;50;36;27;16;8;8;
LSA 8140 Schleifen (MQ1020);153;62;30;46;82;295;773;1044;1038;947;991;988;963;964;1037;1199;1343;1324;1126;749;550;381;292;142;
MQ_01210_FV32_L (MQ1021);15;3;0;2;2;8;101;141;123;48;32;25;47;38;39;55;47;47;51;35;20;15;8;6;
MQ_01081_FV3_G (MQ1022);72;33;16;13;20;56;143;196;229;253;236;254;253;296;267;276;334;334;335;253;184;169;137;75;
MQ_03030_FV1_L (MQ1023);3;0;1;0;0;3;4;15;10;14;19;11;21;9;18;17;18;22;23;10;6;7;10;3;
MQ_01200_FV1_G (MQ1024);124;58;33;24;32;172;380;661;681;671;753;772;937;921;1064;1388;1561;1300;1040;685;522;394;254;170;
MQ_01200_FV1_L (MQ1029);7;2;2;2;0;2;10;59;83;31;35;41;44;44;40;56;61;67;53;41;8;11;10;5;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
Test (MQ1032);126;56;36;18;31;86;225;400;442;450;436;444;444;444;437;451;511;495;501;366;239;189;165;100;
MQ_09040_FV1_G (MQ1033);45;24;11;9;21;32;67;126;143;134;185;206;230;229;214;245;305;282;229;199;166;109;62;70;
MQ_09040_FV3_G (MQ1034);33;17;6;7;20;64;145;218;253;240;282;237;231;229;231;249;220;240;206;190;124;91;73;50;
MQ_09050_FV1_G (MQ1035);77;33;16;12;26;71;168;226;249;233;281;317;308;337;331;389;441;399;387;341;231;163;130;100;
MQ_09050_FV3_G (MQ1036);57;23;11;8;21;112;272;346;346;293;311;303;301;279;293;299;288;300;276;265;197;152;132;58;
MQ_09060_FV11_G (MQ1037);11;1;2;1;5;4;4;15;11;16;11;31;12;14;10;13;10;12;11;17;26;16;15;20;
MQ_09060_FV11L (MQ1038);67;33;13;9;26;73;187;260;286;241;281;306;316;325;342;364;425;397;390;332;214;160;118;81;
MQ_09060_FV2_L (MQ1039);14;3;3;6;2;18;52;98;97;74;82;100;93;106;100;130;176;157;130;96;51;46;34;12;
MQ_03023_FV1_G (MQ104);52;18;8;2;14;89;253;534;485;369;401;392;431;416;459;644;722;600;475;293;234;155;113;60;
MQ_09060_FV2_R (MQ1040);3;1;1;1;0;4;11;20;20;15;17;20;19;22;21;27;36;32;27;20;11;10;7;3;
MQ_09060_FV3_G (MQ1041);30;7;2;1;10;45;124;171;183;184;225;214;221;215;135;19;209;247;259;222;113;89;77;46;
MQ_09060_FV3_R (MQ1042);128;56;32;23;52;241;603;778;826;641;707;735;761;757;763;857;954;874;841;728;483;360;281;169;
MQ_03250_FV1_R (MQ1043);5;2;1;1;2;4;10;15;17;16;19;25;24;28;23;27;33;34;28;23;15;12;5;8;
MQ_03250_FV1_G (MQ1044);26;13;6;4;10;24;54;84;95;93;110;141;138;158;132;150;188;194;159;132;88;68;31;44;
MQ_03250_FV1_L (MQ1045);14;9;1;1;6;12;41;61;60;54;70;58;70;61;61;85;71;73;71;58;49;38;23;23;
MQ_03250_FV2_R (MQ1046);6;3;2;2;5;13;34;46;59;49;56;55;54;54;50;57;59;55;49;41;28;20;14;11;
MQ_03250_FV2_G (MQ1047);45;21;16;14;32;97;246;334;430;355;408;403;392;396;365;418;430;406;363;300;206;147;105;80;
MQ_03250_FV2_L (MQ1048);23;12;4;3;12;32;79;102;119;101;119;126;120;127;109;158;163;153;158;128;70;60;52;27;
MQ_03250_FV3_R (MQ1049);9;4;2;2;6;22;56;70;68;65;70;66;57;56;59;61;58;61;52;49;37;29;23;11;
MQ_03250_FV3_G (MQ105);27;12;5;5;17;66;168;209;203;194;209;197;170;167;176;183;173;182;155;148;110;86;68;32;
MQ_03250_FV3_L (MQ1050);21;7;5;2;2;16;50;74;74;50;50;57;61;64;53;60;64;69;73;68;55;49;38;17;
MQ_03250_FV4_R (MQ1051);19;8;4;3;3;13;37;69;60;78;74;79;77;79;83;90;95;106;89;73;57;40;35;22;
MQ_03250_FV4_G (MQ1052);74;31;14;13;10;50;147;274;238;310;295;316;308;317;331;358;378;423;354;290;227;160;142;86;
MQ_03250_FV4_L (MQ1053);7;1;0;1;0;1;7;12;18;33;19;16;15;24;22;31;27;36;25;18;21;14;13;8;
MQ_03030_FV1_R (MQ1054);3;1;1;1;1;2;11;38;51;56;70;65;61;61;80;78;85;86;76;48;26;19;8;5;
MQ_03030_FV2_G (MQ1055);0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;
MQ_03030_FV2_L (MQ1056);2;1;1;1;1;1;2;6;9;12;17;16;13;23;27;14;18;13;15;15;11;13;17;7;
MQ_03030_FV2_R (MQ1057);2;1;0;0;1;1;1;4;6;9;11;11;9;15;18;9;12;9;11;10;8;9;11;5;
MQ_03030_FV3_G (MQ1058);58;27;15;10;51;114;363;649;654;595;513;437;479;456;468;575;679;690;524;309;257;147;99;47;
MQ_03030_FV3_L (MQ1059);13;6;0;1;1;9;30;66;72;50;52;63;55;42;51;74;80;95;87;54;39;24;17;4;
MQ_03080_FV4_R (MQ106);11;3;0;0;2;7;37;118;108;64;46;49;51;53;45;65;60;69;35;34;13;20;12;6;
MQ_03030_FV3_R (MQ1060);1;0;0;0;1;2;4;8;9;8;7;6;6;6;6;7;9;10;8;5;4;2;1;1;
MQ_03030_FV4_G (MQ1061);1;0;0;0;0;1;7;10;10;9;9;9;9;9;10;11;11;13;11;9;9;7;3;2;
MQ_03030_FV4_L (MQ1062);6;1;1;0;3;9;46;68;69;60;61;62;58;58;65;72;71;85;73;59;59;43;18;11;
MQ_03030_FV4_R (MQ1063);6;1;1;0;3;9;46;68;69;60;61;62;58;58;65;72;71;85;73;59;59;43;18;11;
MQ_06070_10_D_TLS_S1S (MQ1064);126;56;36;18;31;86;225;400;442;450;436;444;444;444;437;451;511;495;501;366;239;189;165;100;
MQ_06070_11_D_TLS_S3S4 (MQ1065);108;53;27;28;31;97;236;441;512;518;538;511;514;514;545;593;559;564;472;375;269;206;154;94;
MQ_03120_FV1_G (MQ107);120;56;35;15;65;201;528;879;966;863;891;939;907;955;1007;1243;1179;1196;948;651;468;337;215;149;
MQ_03120_FV1_R (MQ109);2;1;0;0;1;3;6;8;9;9;8;10;9;10;10;12;11;12;10;7;6;4;3;2;
MQ_08050_FV2_L (MQ11);12;10;25;8;35;74;128;221;289;345;397;508;495;536;544;575;612;606;433;302;212;110;42;23;
MQ_03120_FV2_L (MQ110);0;1;0;4;2;4;7;25;27;38;36;41;43;40;36;42;46;42;35;17;19;11;6;0;
MQ_03120_FV2_R (MQ111);0;0;0;1;4;0;9;35;16;19;27;22;17;46;166;26;34;104;28;11;10;6;5;0;
MQ_06160_FV3_L (MQ112);3;2;0;0;1;4;16;40;54;32;51;51;71;53;54;62;75;83;91;54;42;27;7;6;
MQ_03120_FV3_G (MQ113);121;36;16;16;33;206;716;1062;1045;863;856;756;746;787;900;982;1044;1014;895;723;444;344;255;112;
MQ_03120_FV3_L (MQ115);4;1;2;4;1;10;65;74;43;40;53;32;49;43;43;51;50;48;39;37;33;12;16;3;
MQ_03140_FV1_G (MQ116);92;28;13;12;26;181;615;918;967;777;792;737;707;730;859;920;1010;983;819;687;426;325;228;103;
MQ_03140_FV1_L (MQ117);2;0;0;0;1;2;6;12;25;32;28;28;31;25;22;28;28;34;30;31;19;11;8;3;
MQ_03140_FV1_R (MQ118);3;1;1;0;1;5;13;21;23;20;19;16;16;16;20;22;23;22;19;16;11;9;6;3;
MQ_03140_FV2_G (MQ119);0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
MQ_03290_FV3_G (MQ12);70;28;18;14;29;86;141;196;201;217;200;208;210;200;223;231;226;220;205;180;135;102;93;52;
MQ_03140_FV2_L (MQ120);2;0;0;0;1;1;6;11;14;11;16;17;14;11;13;12;17;14;13;12;11;5;8;2;
MQ_08040_FV1_L (MQ121);13;5;0;2;4;4;17;38;32;42;51;52;71;65;67;99;92;100;89;67;36;27;41;10;
MQ_03140_FV2_R (MQ122);3;0;1;0;1;2;10;18;22;17;26;26;23;17;21;19;27;22;20;19;18;8;12;3;
