Name  /  Date: 2016_06_26;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);201;155;106;109;94;97;65;55;89;126;166;202;226;261;320;292;312;321;173;143;300;230;126;83;
MQ_03290_FV3_GR (MQ10);156;126;80;82;83;57;54;65;60;118;140;156;202;186;207;202;228;228;154;145;180;129;109;73;
MQ_03181_FV3_R (MQ1001);1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;1;1;1;0;0;0;
MQ_08050_FV3_L (MQ1003);1;2;2;1;4;1;4;6;8;7;9;14;13;24;24;11;23;15;2;4;13;3;3;1;
MQ_06161_FV3_L (MQ1004);55;41;16;15;8;14;18;19;50;72;113;128;134;159;170;197;189;197;130;55;115;99;49;34;
MQ_08110_FV1_LO (MQ1006);2;1;1;1;1;1;0;2;3;6;6;6;8;8;9;9;10;10;6;5;8;4;3;3;
MQ_08110_FV3_RO (MQ1007);2;1;0;1;0;0;0;2;7;10;9;9;8;8;11;8;11;11;6;3;8;4;2;1;
LSA 29120 Schleifen (MQ1008);317;216;136;107;118;111;105;135;211;383;592;699;810;865;900;880;897;930;464;382;641;431;265;179;
MQ_06160_FV2_R (MQ1009);53;44;39;21;22;34;22;16;36;56;112;107;116;137;185;164;179;194;122;83;104;97;54;28;
MQ_02020_FV4_L (MQ101);45;24;19;16;19;14;26;24;46;101;115;156;140;155;199;218;212;267;130;99;154;99;55;57;
MQ_03030_FV1_G (MQ1010);107;62;42;31;19;38;73;49;98;195;286;332;391;432;489;491;500;529;248;216;355;232;129;92;
LSA 8030 Schleifen (MQ1014);1357;1144;647;759;598;473;339;302;431;669;939;1252;1504;1616;1773;1676;1951;1844;964;855;1627;1041;726;495;
