Name  /  Date: 2016_05_20;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_08080_FV4_G (MQ282);-26;12;16;9;16;17;18;23;21;17;21;12;11;3;4;4;
MQ_08080_FV4_R (MQ283);-1;5;9;5;6;6;9;10;9;6;10;5;4;2;1;1;
MQ_08080_FV4_L (MQ284);-61;27;38;21;37;40;41;54;49;40;48;27;25;8;8;9;
MQ_03170_FV1_L (MQ285);;;;;;;;;
MQ_03170_FV1_R (MQ286);;;;;;;;;
MQ_06161_FV1_L (MQ287);34;127;150;156;188;201;160;194;161;198;171;111;81;60;35;28;
MQ_03170_FV2_G (MQ288);;;;;;;;;
MQ_03170_FV2_L (MQ289);;;;;;;;;
MQ_08052_FV1_R (MQ29);;19;21;12;21;17;40;22;15;10;6;2;1;3;0;3;
MQ_03170_FV2_R (MQ290);;;;;;;;;
MQ_03170_FV3_G (MQ291);;;;;;;;;
MQ_03170_FV3_L (MQ292);;;;;;;;;
MQ_08090_FV1_G (MQ293);455;457;587;630;808;896;760;912;863;915;723;578;459;311;235;195;
MQ_03170_FV3_R (MQ294);;;;;;;;;
MQ_03170_FV4_G (MQ295);;;;;;;;;
MQ_03170_FV4_L (MQ296);;;;;;;;;
MQ_08090_FV1_L (MQ297);-5;146;183;230;263;270;320;323;297;333;267;229;163;106;112;64;
MQ_03170_FV4_R (MQ298);;;;;;;;;
MQ_08090_FV2_R (MQ299);182;324;210;251;252;227;360;270;250;272;247;176;95;73;54;46;
MQ_03290_FV12_G (MQ3);151;199;214;197;209;219;240;226;221;217;219;200;169;119;122;72;
MQ_06160_FV2_G (MQ30);22;16;15;21;20;26;16;28;24;22;20;16;9;7;7;6;
MQ_08090_FV2_L (MQ300);40;49;47;70;48;46;80;57;53;65;53;48;47;11;18;10;
MQ_08063_FV1_G (MQ301);640;197;164;171;197;230;280;234;244;159;145;119;54;42;39;38;
MQ_08063_FV1_L (MQ302);-28;27;31;34;42;36;40;40;26;43;39;25;18;7;5;1;
MQ_08090_FV3_G (MQ303);575;597;541;527;545;551;480;593;548;550;535;358;256;181;152;117;
MQ_08063_FV2_L (MQ304);431;424;437;389;329;245;291;238;234;214;150;107;75;49;29;20;
MQ_08063_FV2_R (MQ305);42;42;43;39;33;24;29;24;23;21;15;11;7;5;3;2;
MQ_08063_FV3_G (MQ306);680;262;251;274;330;387;213;429;415;385;263;234;144;87;85;49;
MQ_08090_FV3_R (MQ307);-45;83;104;111;110;87;40;118;112;118;91;67;40;36;23;14;
MQ_08063_FV3_R (MQ308);215;83;79;86;104;122;67;136;131;121;83;74;45;27;27;16;
MQ_08062_FV1_G (MQ309);1022;411;350;340;345;468;480;436;399;367;298;212;127;87;68;55;
MQ_08020_FV3_G (MQ31);702;632;672;576;640;624;640;640;633;651;580;534;446;306;318;195;
MQ_08062_FV1_L (MQ310);40;59;64;60;46;65;80;90;62;63;38;50;24;20;21;17;
MQ_08062_FV2_L (MQ311);29;119;120;113;145;164;90;165;149;143;137;89;48;34;39;14;
MQ_08062_FV2_R (MQ312);22;94;95;89;114;129;70;129;117;113;108;70;37;27;30;11;
MQ_08062_FV3_G (MQ313);554;246;256;293;326;361;340;382;372;309;221;160;101;70;44;34;
MQ_08062_FV3_R (MQ314);554;246;256;293;326;361;340;382;372;309;221;160;101;70;44;34;
MQ_08061_FV1_G (MQ315);;;;;;;;;
MQ_08100_FV1_R (MQ316);100;14;6;4;6;5;;22;6;4;7;1;0;1;2;2;
MQ_08100_FV1_G (MQ317);346;477;625;697;847;934;760;937;917;960;760;619;470;327;245;198;
MQ_08061_FV1_L (MQ318);;;;;;;;;
MQ_08061_FV1_R (MQ319);;;;;;;;;
MQ_08052_FV2_R (MQ32);;8;4;9;8;7;40;0;0;0;0;0;0;0;0;0;
MQ_08061_FV2_G (MQ320);;;;;;;;;
MQ_08061_FV2_L (MQ321);;;;;;;;;
MQ_06170_FV1_G (MQ322);400;418;491;592;664;750;1000;793;704;646;652;488;329;254;228;170;
MQ_08100_FV3_G (MQ323);618;632;585;603;635;575;520;685;603;664;606;409;297;214;155;122;
MQ_08061_FV2_R (MQ324);;;;;;;;;
MQ_08100_FV3_L (MQ325);11;4;9;2;8;6;0;13;7;6;9;6;3;7;1;0;
MQ_08061_FV3_L (MQ327);;;;;;;;;
MQ_08061_FV3_R (MQ328);;;;;;;;;
MQ_08061_FV4_G (MQ329);;;;;;;;;
MQ_08052_FV2_L (MQ33);-70;17;22;22;21;17;20;24;28;11;12;2;8;9;0;1;
MQ_08061_FV4_L (MQ330);;;;;;;;;
MQ_08061_FV4_R (MQ331);;;;;;;;;
MQ_08065_FV1_G (MQ332);200;50;46;56;93;81;80;50;60;33;17;7;92;33;7;6;
MQ_08110_FV1_G (MQ333);349;747;956;974;934;881;800;882;846;873;722;593;450;312;236;193;
MQ_08065_FV2_L (MQ334);;;;;;;;;;;;;;;;;
MQ_08110_FV1_L (MQ335);128;71;80;123;79;73;96;86;78;92;58;38;32;23;14;17;
MQ_08065_FV2_R (MQ336);40;15;15;17;19;27;40;23;13;11;9;3;4;3;2;0;
MQ_08065_FV3_L (MQ337);;33;30;36;26;23;;18;12;6;1;0;3;1;2;0;
MQ_08065_FV4_G (MQ338);320;304;310;271;190;149;80;78;38;25;
MQ_06170_FV2_R (MQ339);135;44;44;54;52;56;67;54;58;58;51;48;26;28;8;5;
MQ_08052_FV3_G (MQ34);1298;1007;908;911;1002;1086;640;1194;1101;1007;826;613;374;276;202;155;
MQ_08110_FV3_R (MQ341);17;124;134;109;72;50;112;62;61;70;55;34;34;24;7;4;
MQ_08110_FV3_G (MQ342);1225;1106;1076;1078;768;635;720;717;663;682;644;446;329;246;169;126;
MQ_08052_FV3_L (MQ35);40;11;14;8;11;11;20;11;6;8;4;4;2;2;0;0;
MQ_08120_FV1_R (MQ350);-70;50;53;47;57;59;80;53;53;69;65;29;13;8;12;6;
MQ_08120_FV1_G (MQ351);375;364;474;508;662;725;720;744;738;736;586;504;396;269;223;173;
MQ_08120_FV1_L (MQ352);95;42;62;54;49;69;0;76;54;64;55;69;37;36;7;6;
MQ_08120_FV2_G (MQ354);12;10;8;17;8;11;8;18;11;14;22;8;4;3;2;0;
MQ_08120_FV2_R (MQ355);;89;53;86;46;76;160;133;109;145;30;1;22;43;9;3;
MQ_08120_FV2_L (MQ356);48;41;34;70;31;46;32;72;42;58;89;33;17;13;8;2;
MQ_06170_FV3_G (MQ357);884;692;649;588;554;666;280;700;693;666;653;503;324;229;165;115;
MQ_06170_FV5_G (MQ358);429;629;614;535;539;657;426;681;674;657;644;493;310;220;164;117;
MQ_08120_FV3_G (MQ359);556;624;612;593;615;586;694;608;610;588;561;385;293;206;143;120;
MQ_03020_FV1L (MQ36);;;;;;;;;
MQ_08120_FV3_R (MQ360);-13;26;27;25;27;24;26;26;27;27;24;18;14;11;7;6;
MQ_06170_FV5_R (MQ361);15;18;18;18;17;20;14;20;21;20;21;16;11;8;7;5;
MQ_08120_FV4_G (MQ362);8;5;7;6;8;7;20;7;7;7;8;7;1;1;0;0;
MQ_08120_FV4_R (MQ363);36;24;32;27;35;30;90;30;30;31;36;30;6;5;1;0;
MQ_08120_FV4_L (MQ364);36;24;32;27;35;30;90;30;30;31;36;30;6;5;1;0;
MQ_01090_16_DRad3 (MQ365);-217;229;230;224;299;378;240;352;312;329;294;280;237;172;196;132;
MQ_01090_15_DRad1 (MQ368);-24;373;289;333;319;368;640;395;369;423;387;360;284;194;149;116;
MQ_03023_FV2_G (MQ37);594;458;399;376;377;460;549;497;413;416;407;261;215;143;115;94;
MQ_08130_FV1_R (MQ371);64;40;52;53;86;87;80;78;92;98;89;69;53;38;33;13;
MQ_08130_FV1_G (MQ372);431;529;690;732;751;729;880;801;735;741;584;510;370;256;211;166;
MQ_06170_FV6_R (MQ374);39;50;44;41;53;64;192;62;70;67;67;44;26;19;12;13;
MQ_08130_FV3_G (MQ375);880;915;901;887;684;569;680;558;567;546;522;359;275;188;132;113;
MQ_08130_FV3_L (MQ377);40;7;24;19;32;27;80;21;36;27;31;29;25;11;10;2;
MQ_08053_FV1_G (MQ38);942;591;670;731;930;966;1240;1023;982;940;814;669;499;355;291;218;
MQ_08140_FV1_G (MQ385);189;591;599;558;591;571;720;562;588;574;535;376;285;193;140;100;
MQ_08140_FV2_G (MQ386);-428;393;490;510;641;684;1000;764;670;753;548;501;357;266;215;174;
MQ_08053_FV1_R (MQ39);364;96;94;91;107;111;140;66;69;50;32;16;8;12;0;3;
MQ_29100_FV1_G (MQ392);40;550;556;513;565;548;640;525;549;537;500;349;267;181;123;101;
MQ_29100_FV2_G (MQ393);46;359;458;508;654;660;440;754;689;705;541;456;329;238;190;159;
MQ_29110_FV1_G (MQ398);40;550;565;524;562;552;720;530;533;538;502;342;269;188;119;101;
MQ_29110_FV2_G (MQ399);-54;358;467;486;647;643;560;736;685;678;539;449;319;223;179;162;
MQ_03290_FV12_L (MQ4);335;340;343;298;340;310;320;315;325;317;243;244;198;130;157;124;
MQ_08053_FV2_R (MQ40);-14;66;87;129;141;173;320;160;141;151;118;83;37;21;6;1;
MQ_29120_FV1_G (MQ402);364;293;371;394;502;526;656;600;563;551;449;362;262;186;148;133;
MQ_29120_FV1_L (MQ403);80;64;81;87;110;115;144;132;123;121;98;80;57;41;32;29;
MQ_29120_FV2_R (MQ404);97;36;40;46;36;38;0;38;36;42;35;38;34;16;16;16;
MQ_29120_FV2_L (MQ405);52;20;21;25;19;21;0;21;19;23;19;21;18;9;9;8;
MQ_29120_FV3_G (MQ406);233;439;447;436;462;493;691;466;465;468;443;280;214;150;86;81;
MQ_06160_FV1_L (MQ407);224;137;185;204;229;250;240;228;213;253;210;136;77;81;72;48;
MQ_29120_FV3_R (MQ408);10;18;19;18;19;21;29;19;19;19;18;12;9;6;4;3;
MQ_08053_FV2_L (MQ41);175;91;91;93;119;163;160;228;201;137;76;46;19;23;15;5;
MQ_08053_FV3_G (MQ42);589;937;837;822;912;920;680;982;910;893;760;562;358;259;188;154;
MQ_08053_FV3_L (MQ43);65;104;106;114;114;93;40;102;92;80;46;33;22;16;1;0;
MQ_03290_FV12_R (MQ432);100;133;142;132;139;146;160;151;148;144;146;133;112;80;81;48;
MQ_03290_FV3_R (MQ433);10;14;13;13;14;14;14;14;14;15;15;14;13;9;10;7;
MQ_03290_FV3_L (MQ434);;26;36;31;28;34;80;32;29;26;40;47;35;37;30;23;
MQ_03290_FV4_R (MQ435);22;13;13;14;15;14;10;14;14;13;15;13;10;9;8;5;
MQ_08020_FV3_R (MQ436);0;197;143;163;146;166;80;164;164;189;190;144;114;117;80;62;
MQ_08030_FV2_R (MQ437);191;66;136;76;215;126;;130;126;116;112;102;78;110;114;52;
MQ_08031_FV2_G (MQ438);12;7;6;6;10;7;12;6;5;4;2;4;1;2;2;2;
MQ_08031_FV2_R (MQ439);68;37;37;32;54;39;68;33;28;23;13;20;4;13;13;10;
MQ_06160_FV1_G (MQ44);215;187;254;301;342;332;304;369;349;317;321;265;189;129;125;81;
MQ_08031_FV4_G (MQ440);14;3;3;3;6;5;3;3;5;5;3;2;2;2;3;5;
MQ_08031_FV4_R (MQ441);80;14;17;19;36;28;17;18;28;30;15;14;14;9;17;31;
MQ_08032_FV2_R (MQ442);57;20;21;19;35;42;48;20;15;8;7;2;5;3;5;3;
MQ_08032_FV2_L (MQ443);38;13;14;13;23;28;32;13;10;5;5;1;3;2;3;2;
MQ_08041_FV2_G (MQ444);14;6;6;8;4;8;12;9;9;9;6;5;3;2;1;0;
MQ_08041_FV2_R (MQ445);80;31;33;45;20;47;68;52;50;52;33;30;15;13;8;2;
MQ_08041_FV4_G (MQ446);-8;2;2;3;5;2;0;2;1;2;2;1;1;1;1;1;
MQ_08041_FV4_R (MQ447);-77;15;15;28;47;19;0;14;12;21;14;5;8;10;9;10;
MQ_08060_FV2_R (MQ448);;135;117;132;116;;;;
MQ_08070_FV1_R (MQ449);4;5;6;7;9;10;7;11;10;11;9;7;5;4;3;2;
MQ_03070_FV2_R (MQ45);;20;25;46;21;21;;28;22;20;17;16;10;5;3;7;
MQ_08100_FV2_R (MQ450);;;;;44;43;;53;33;35;43;41;27;32;22;25;
MQ_08100_FV2_L (MQ451);;;;;60;83;0;72;93;46;54;51;26;35;31;25;
MQ_08110_FV2_R (MQ452);24;52;56;43;53;34;48;43;41;46;37;19;12;9;12;8;
MQ_08110_FV2_L (MQ453);14;30;33;25;31;20;28;25;24;27;21;11;7;5;7;5;
MQ_06170_FV2_L (MQ454);11;108;115;112;119;141;200;118;130;116;122;129;63;52;41;16;
MQ_08130_FV2_R (MQ455);26;19;14;16;13;12;0;22;21;23;16;14;11;8;7;4;
MQ_08130_FV2_L (MQ456);78;56;41;47;39;35;0;66;63;68;47;41;32;23;20;11;
MQ_01210_FV5_L (MQ457);60;83;98;110;120;123;150;149;149;149;121;80;96;59;47;34;
MQ_01160_FV3_G (MQ458);138;807;735;762;762;875;400;882;884;886;859;787;366;281;207;197;
MQ_01210_FV2_L (MQ459);72;62;71;73;77;79;82;90;87;88;81;49;48;33;25;21;
MQ_08030_FV1_R (MQ46);185;258;215;242;307;317;360;344;309;287;271;279;228;152;209;150;
MQ_01210_FV2_G (MQ460);75;51;55;57;63;61;40;64;59;62;59;36;26;20;14;12;
MQ_01210_FV2_R (MQ461);213;172;182;190;213;206;128;216;198;210;196;123;87;66;46;39;
MQ_01210_FV32_G (MQ462);1233;955;775;686;754;810;920;819;812;821;801;644;403;284;212;198;
MQ_01210_FV12_G (MQ463);-28;455;496;608;797;960;1152;966;916;824;697;501;365;296;270;198;
MQ_02021_FV2_G (MQ464);;;;;;;;;;;;;;;;;
MQ_02021_FV1_G (MQ465);;;;;;;;;;;;;;;;;
MQ_02020_FV4_G (MQ466);1670;652;600;618;755;784;1076;784;803;775;739;586;382;269;174;159;
MQ_02020_FV3_G (MQ467);349;291;286;336;377;407;176;401;372;420;394;314;237;161;166;103;
MQ_02020_FV2_G (MQ468);1258;732;733;845;996;1090;1000;973;954;927;772;586;396;325;272;226;
MQ_02020_FV1_G (MQ469);843;475;416;421;421;567;680;574;568;523;421;355;303;179;176;109;
MQ_08030_FV1_G (MQ47);175;560;596;644;643;680;840;643;633;623;568;515;371;273;306;250;
MQ_01100_FV3_G (MQ470);226;850;811;902;996;1118;1147;1149;1112;1161;1093;952;658;448;436;326;
MQ_01100_FV1_G (MQ471);1918;927;889;898;949;1018;1018;1003;980;930;855;814;607;479;435;280;
MQ_01051_FV1_G (MQ472);1248;918;890;976;1253;1270;1301;1216;1170;1152;945;676;484;406;340;257;
MQ_01051_FV3_G (MQ473);-134;1071;1021;1119;1360;1406;1600;1434;1413;1371;1285;969;672;466;319;241;
MQ_01060_FV1_G (MQ474);867;538;549;460;499;525;429;519;525;472;495;441;287;229;168;156;
MQ_01061_FV1_G (MQ475);1465;982;992;838;846;726;560;778;678;532;552;504;348;250;178;162;
MQ_01070_FV1_G (MQ476);1367;923;932;788;766;682;526;731;637;500;519;474;327;235;167;152;
MQ_01060_FV3_G (MQ477);415;386;429;519;626;721;760;633;650;614;567;471;322;256;272;200;
MQ_01061_FV3_G (MQ478);-257;344;397;480;585;679;680;616;608;575;536;439;297;246;262;199;
MQ_01070_FV3_R (MQ479);591;406;370;468;508;533;1000;566;517;612;507;456;320;208;194;161;
MQ_03290_FV4_GRL (MQ48);-10;259;302;318;341;341;400;331;345;316;297;259;195;125;156;107;
MQ_01070_FV3_G (MQ480);705;377;427;505;618;715;640;620;618;606;561;459;319;268;273;204;
MQ_01080_FV1_G (MQ481);437;859;823;794;842;897;1033;1016;887;845;794;737;547;400;383;249;
MQ_01160_FV1_G (MQ482);43;731;827;875;1017;1071;760;1120;1133;1097;980;813;636;519;573;355;
MQ_01080_FV3_G (MQ483);387;654;654;795;917;1044;787;990;924;1003;916;769;551;405;393;326;
MQ_01090_FV1_G (MQ484);1600;733;731;724;732;792;920;832;780;734;705;692;503;400;363;228;
MQ_01090_FV2_R (MQ485);-208;223;252;286;381;331;400;323;319;330;320;287;218;213;177;193;
MQ_01090_FV31_G (MQ486);-32;643;649;754;790;959;880;955;900;942;890;737;562;393;405;294;
MQ_01110_FV1_G (MQ487);1782;962;901;946;977;1057;960;1068;1102;996;889;819;619;502;500;324;
MQ_01110_FV3_G (MQ488);291;866;840;934;1040;1172;1360;1187;1148;1207;1129;972;669;459;421;329;
MQ_01120_FV3_G (MQ489);421;730;740;806;900;964;1108;1001;962;1035;939;828;554;385;343;270;
MQ_03181_FV3_G (MQ49);469;379;421;516;588;664;1034;599;646;684;596;421;285;212;203;163;
MQ_01120_FV1_G (MQ490);477;729;762;837;1030;1119;880;1114;1094;994;878;701;537;465;489;341;
MQ_01190_FV3_G (MQ491);91;725;647;575;635;645;560;654;647;662;697;574;295;227;173;179;
MQ_01140_FV1_G (MQ492);1147;650;692;704;864;871;1024;910;925;871;776;680;529;434;501;284;
MQ_01140_FV2_L (MQ493);240;150;149;167;181;189;224;180;196;197;180;152;125;87;84;85;
MQ_01190_FV3_L (MQ494);425;336;283;261;269;297;240;363;261;290;265;159;122;80;74;38;
MQ_01130_FV1_G (MQ495);1366;732;779;795;925;961;960;1007;1041;930;857;748;610;487;557;322;
MQ_01050_FV4_L (MQ496);160;99;158;185;240;266;200;248;220;172;163;112;93;89;50;34;
MQ_01025_FV3_G (MQ497);1098;747;840;993;1333;1564;1560;1377;1304;1208;1109;824;592;491;425;320;
MQ_01025_FV2_L (MQ498);114;206;205;251;310;417;480;443;412;381;272;218;130;121;82;60;
MQ_01025_FV1_G (MQ499);1732;1007;877;783;851;1019;1360;999;994;958;927;790;522;391;280;237;
MQ_08050_FV1_G (MQ5);523;642;716;744;931;997;1040;959;950;850;758;586;458;359;308;229;
MQ_03181_FV3_L (MQ50);65;49;49;49;73;68;53;102;80;86;77;62;55;36;34;22;
MQ_01050_FV1_G (MQ500);601;430;393;359;366;437;341;376;409;382;402;383;271;220;161;130;
MQ_01050_FV1_L (MQ501);515;467;433;407;448;516;419;487;490;490;489;430;281;190;139;125;
MQ_01050_FV2_G (MQ502);255;490;469;480;518;615;680;640;634;595;492;347;248;216;176;144;
MQ_01050_FV3_G (MQ503);-781;386;412;514;579;712;640;678;676;638;564;504;324;236;246;224;
MQ_01050_FV4_G (MQ504);-327;486;447;496;561;651;792;705;645;649;576;390;296;200;127;114;
MQ_01040_FV3_G (MQ505);;;;;;;;;
MQ_01040_FV1_G (MQ506);;;;;;;;;
MQ_01190_FV2_R (MQ507);215;296;282;344;484;554;480;534;522;403;374;231;158;147;105;65;
MQ_01190_FV1_G (MQ508);182;440;465;522;643;719;656;714;739;716;634;503;409;313;335;257;
MQ_01030_FV3_G (MQ509);1255;737;786;939;1313;1436;1400;1224;1164;1090;989;804;601;494;413;325;
MQ_03181_FV1_G (MQ51);197;310;286;296;294;403;384;342;359;339;348;229;165;129;96;80;
MQ_01030_FV1_G (MQ510);760;924;804;674;803;974;862;890;869;789;809;771;533;387;276;247;
MQ_01190_FV2_L (MQ511);18;151;141;145;144;163;160;164;178;173;148;91;69;76;41;25;
MQ_01140_FV31_G (MQ512);825;792;771;803;852;919;760;954;948;978;925;894;509;358;336;253;
MQ_01240_FV3_G (MQ513);651;713;576;493;548;651;920;622;646;630;595;485;281;204;153;153;
MQ_01240_FV1_G (MQ514);526;366;401;504;700;891;960;859;827;830;705;431;334;270;280;182;
MQ_01240_FV2_G (MQ515);782;432;379;463;473;504;520;397;423;393;419;298;224;165;154;99;
MQ_01230_FV3_G (MQ516);;;;;;;;;;;;;;;;;
MQ_01230_FV1_G (MQ517);3600;3602;3576;3602;3550;3601;3560;3602;3601;3601;3600;3602;3601;3601;3600;3602;
MQ_01220_FV31_G (MQ518);1126;837;689;682;704;936;1000;869;831;768;748;614;319;301;274;212;
MQ_01220_FV1_G (MQ519);661;606;735;827;1182;1388;1433;1446;1341;1216;1028;645;480;507;508;262;
MQ_06160_FV2_L (MQ52);506;325;322;402;445;566;384;581;492;471;446;313;221;157;140;119;
MQ_01195_FV1_G (MQ520);511;729;768;903;1128;1303;1110;1293;1299;1182;1042;769;567;490;487;342;
MQ_01195_FV3_G (MQ521);1782;1017;892;791;814;856;480;929;870;889;911;703;403;297;224;211;
MQ_01200_FV3_G (MQ522);1051;1040;868;788;814;882;787;912;831;867;872;676;393;299;226;205;
MQ_01170_FV3_G (MQ523);-163;746;670;612;673;663;455;677;698;695;724;598;322;263;185;184;
MQ_01170_FV1_G (MQ524);836;460;505;600;745;812;1280;793;840;837;729;558;462;351;403;309;
MQ_01161_FV2_G (MQ525);1462;668;698;661;779;743;720;727;794;756;717;694;578;367;423;281;
MQ_01150_FV3_G (MQ526);877;1196;1130;1139;1175;1275;920;1289;1307;1304;1209;1149;674;479;433;345;
MQ_01150_FV1_G (MQ527);705;751;843;890;1039;1097;840;1154;1170;1122;997;828;641;533;591;364;
MQ_01130_FV3_G (MQ528);1166;858;842;879;923;1045;1040;1061;1029;1078;1007;980;565;397;377;285;
MQ_01025_FV1_R (MQ529);811;324;237;189;278;274;480;265;248;254;211;176;133;78;65;46;
MQ_08030_FV2_L (MQ53);407;184;172;213;246;227;160;229;231;200;224;213;191;144;220;137;
MQ_01025_FV2_R (MQ530);60;59;73;71;85;108;80;106;109;90;63;50;37;35;15;19;
MQ_01025_FV3_L (MQ531);160;81;71;88;97;100;0;98;86;102;84;88;61;44;33;38;
MQ_01030_FV1_R (MQ532);8;22;20;16;20;23;18;20;21;21;19;18;14;11;8;7;
MQ_01030_FV2_L (MQ533);-14;24;29;46;92;89;40;82;72;87;68;51;48;42;39;37;
MQ_01030_FV3_L (MQ534);-17;69;77;84;102;94;80;87;70;66;56;70;64;47;40;25;
MQ_01030_FV2_R (MQ535);40;42;47;61;98;87;40;66;68;87;67;69;50;41;29;25;
MQ_01050_FV1_R (MQ536);231;183;139;118;158;172;160;148;130;109;132;90;65;50;26;23;
MQ_01050_FV2_L (MQ537);40;25;21;24;21;16;80;24;19;29;18;17;7;2;17;9;
MQ_01050_FV2_R (MQ538);849;360;369;425;569;626;760;523;477;474;409;297;234;190;150;105;
MQ_01050_FV3_L (MQ539);-61;42;66;73;54;77;80;87;65;69;62;51;37;33;30;16;
MQ_03070_FV3_G (MQ54);359;369;356;394;545;675;520;658;634;567;484;306;247;185;134;94;
MQ_01050_FV3_R (MQ540);95;24;43;45;37;42;40;40;49;42;28;40;12;19;13;3;
MQ_01050_FV4_R (MQ541);-40;28;27;29;32;37;48;40;37;39;33;23;18;11;8;8;
MQ_01051_FV1_R (MQ542);23;16;16;17;21;22;19;19;20;20;17;13;10;9;7;5;
MQ_01060_FV1_R (MQ543);10;4;4;3;6;12;11;10;14;16;16;14;8;8;6;6;
MQ_01060_FV2_L (MQ544);;18;15;19;16;7;14;15;13;12;14;6;7;4;4;1;
MQ_01060_FV2_R (MQ545);;33;29;36;29;12;26;28;24;21;26;10;12;7;7;1;
MQ_01060_FV3_L (MQ546);2;5;6;7;10;11;10;10;10;9;8;7;5;4;4;3;
MQ_01061_FV1_L (MQ547);-206;38;45;48;48;34;;44;40;47;46;28;17;11;9;2;
MQ_01061_FV2_L (MQ548);40;45;68;61;61;48;80;71;57;59;51;34;23;12;10;3;
MQ_01061_FV2_R (MQ549);49;86;86;110;130;132;80;131;101;118;106;91;65;28;21;9;
MQ_03070_FV3_L (MQ55);399;296;287;279;277;319;360;406;299;258;279;185;151;93;77;67;
MQ_01061_FV3_R (MQ550);-6;12;15;17;18;22;25;20;19;20;19;15;11;9;10;8;
MQ_01070_FV1_R (MQ551);88;59;60;50;51;44;34;47;41;32;33;30;21;15;11;10;
MQ_01070_FV2_G (MQ552);;;;;;;;;;;;;;;;;
MQ_01070_FV2_R (MQ553);;;;;;;;;;;;;;;;;
MQ_01080_FV1_L (MQ554);60;18;26;23;30;29;40;39;42;33;49;34;35;28;14;16;
MQ_01080_FV1_R (MQ555);30;34;34;34;38;40;47;49;38;37;35;31;24;18;18;11;
MQ_01080_FV2_G (MQ556);67;57;49;50;53;66;45;58;52;45;49;46;26;22;20;18;
MQ_01080_FV2_L (MQ557);65;96;66;65;86;94;120;99;79;75;84;68;59;49;50;36;
MQ_01080_FV2_R (MQ558);53;45;38;39;42;52;35;46;41;35;38;37;20;18;16;15;
MQ_01080_FV3_L (MQ559);102;202;215;226;265;232;440;253;243;254;283;218;193;174;165;128;
MQ_03070_FV3_R (MQ56);;38;32;49;35;46;;49;42;45;49;46;21;16;9;1;
MQ_01080_FV3_R (MQ560);32;42;42;51;54;61;53;60;56;59;55;48;37;28;28;22;
MQ_01080_FV4_G (MQ561);164;43;50;53;66;64;88;64;62;74;68;57;36;29;27;17;
MQ_01080_FV4_L (MQ562);134;36;41;43;54;53;72;53;50;61;55;47;29;23;22;14;
MQ_01080_FV4_R (MQ563);458;243;268;249;295;298;280;341;300;289;322;276;178;137;120;104;
MQ_01081_FV1_G (MQ564);371;336;339;339;424;427;360;428;395;396;378;341;231;183;159;131;
MQ_01090_FV1_L (MQ565);-184;349;346;323;335;375;320;385;381;378;358;296;207;157;143;138;
MQ_01090_FV2_L (MQ566);295;206;194;223;210;239;160;209;226;234;206;173;129;116;115;96;
MQ_01090_FV31_R (MQ567);255;211;234;238;212;239;280;255;286;271;259;249;148;124;121;104;
MQ_01100_FV1_L (MQ568);102;39;37;37;40;43;48;40;41;38;34;31;23;20;17;11;
MQ_01100_FV1_R (MQ569);33;23;23;23;24;25;22;26;25;24;23;22;17;12;12;8;
MQ_03070_FV4_G (MQ57);3;176;177;192;208;229;320;225;227;208;199;174;134;87;77;57;
MQ_01100_FV2_G (MQ570);-6;3;2;1;2;3;0;2;2;2;2;2;2;2;2;2;
MQ_01100_FV2_L (MQ571);-133;53;31;24;45;65;0;41;46;42;42;44;32;34;36;36;
MQ_01100_FV2_R (MQ572);-7;3;2;3;4;3;10;3;2;3;3;3;3;2;2;2;
MQ_01100_FV3_L (MQ573);-4;33;29;33;39;42;42;44;41;42;43;35;24;16;15;12;
MQ_01100_FV3_R (MQ574);26;36;37;40;42;49;51;49;49;53;46;43;29;20;20;15;
MQ_01100_FV4_G (MQ575);-1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;
MQ_01100_FV4_L (MQ576);-48;79;59;45;50;62;59;41;62;62;48;58;44;43;98;34;
MQ_01100_FV4_R (MQ577);-50;81;60;46;51;64;60;42;63;64;49;60;45;44;100;35;
MQ_01110_FV2_R (MQ578);-83;43;37;39;62;38;40;62;57;63;56;47;50;38;39;28;
MQ_01120_FV1_L (MQ579);229;174;133;142;116;138;120;122;132;112;101;70;71;38;35;24;
MQ_08030_FV3_L (MQ58);120;53;57;66;92;82;120;67;75;40;42;54;33;23;30;12;
MQ_01120_FV1_R (MQ580);73;93;95;92;95;111;83;106;109;101;89;84;67;51;52;37;
MQ_01120_FV2_G (MQ581);25;88;84;142;121;169;240;126;228;151;233;123;88;62;49;48;
MQ_01120_FV2_L (MQ582);191;132;158;177;139;134;200;127;158;140;117;128;80;47;56;31;
MQ_01120_FV3_L (MQ583);191;122;101;117;86;102;40;87;84;92;98;152;45;33;25;12;
MQ_01120_FV3_R (MQ584);4;33;40;42;45;47;52;49;48;53;48;43;30;22;20;16;
MQ_01120_FV4_G (MQ585);-67;73;97;81;79;73;109;102;92;84;74;52;46;39;65;30;
MQ_01120_FV4_L (MQ586);11;116;92;112;124;142;160;148;138;107;126;81;61;51;65;30;
MQ_01120_FV4_R (MQ587);-29;35;46;38;37;35;51;48;44;39;35;24;22;19;30;15;
