Name  /  Date: 2015_01_01;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);80;166;149;107;105;92;74;112;79;63;51;58;104;123;156;137;175;147;155;154;114;48;88;59;
MQ_03020_FV4_L (MQ1);36;68;53;31;14;14;17;19;15;12;34;59;103;120;144;150;110;83;91;67;51;25;28;13;
MQ_03290_FV3_GR (MQ10);52;87;79;49;44;26;33;43;27;32;33;43;79;107;114;105;136;109;106;120;88;61;73;30;
MQ_03020_FV2_L (MQ100);20;8;9;7;8;5;5;4;3;5;5;13;16;19;29;37;25;12;17;8;8;10;5;7;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;
MQ_06170_FV4_L (MQ1002);1;0;2;0;0;1;0;0;0;1;1;0;2;1;7;4;7;4;4;2;1;3;1;0;
MQ_08050_FV3_L (MQ1003);0;3;0;1;3;2;1;1;2;1;1;3;4;1;2;7;3;2;2;1;1;2;0;1;
MQ_06161_FV3_L (MQ1004);16;60;51;32;19;28;16;12;9;19;32;47;85;95;133;139;115;136;95;72;67;40;28;20;
MQ_06170_FV6_L (MQ1005);5;9;9;5;3;6;2;2;5;4;9;12;14;20;19;18;20;21;21;12;6;5;5;2;
MQ_08110_FV1_LO (MQ1006);1;2;3;1;1;1;1;1;0;2;1;2;3;3;5;6;5;6;7;4;3;2;2;2;
MQ_08110_FV3_RO (MQ1007);1;2;2;1;0;0;0;1;2;2;2;2;4;6;5;5;10;8;6;3;3;2;1;1;
MQ_06160_FV2_R (MQ1009);21;47;43;35;31;31;29;27;29;25;51;51;63;82;91;96;126;103;86;82;65;46;28;13;
MQ_02020_FV4_L (MQ101);44;54;50;20;14;22;26;15;16;13;27;60;78;110;148;132;158;143;126;95;74;49;28;24;
MQ_03030_FV1_G (MQ1010);75;126;139;68;35;32;70;41;38;66;77;194;219;267;350;367;285;268;227;190;152;108;78;31;
LSA 3290 Schleifen (MQ1012);1936;2697;2404;1811;1614;1218;1134;1418;1021;972;983;1409;1876;2543;2928;2885;3251;2921;2722;2718;1853;1376;1714;931;
LSA 8020 Schleifen (MQ1013);2013;3037;2548;1937;1697;1229;1119;1653;1152;1020;830;1042;1457;2034;2332;2227;2638;2284;2015;2315;1573;1169;1528;969;
LSA 8030 Schleifen (MQ1014);800;1217;1003;783;733;518;464;580;375;352;302;389;585;776;881;810;1160;923;825;1103;764;479;791;473;
LSA 8031 Schleifen (MQ1015);913;1354;1216;1033;1106;808;677;1138;909;703;410;382;474;648;683;624;761;612;567;612;421;285;367;233;
LSA 8040 Schleifen (MQ1016);716;1413;1239;991;844;701;692;547;443;480;644;1113;1590;1953;2352;2554;2552;2146;1982;1795;1219;887;860;477;
LSA 8054 Schleifen (MQ1019);193;456;405;286;200;186;157;120;127;163;208;343;462;599;708;785;727;684;600;497;340;279;252;153;
MQ_02020_FV3_L (MQ102);7;9;13;5;12;7;5;4;3;8;7;9;14;20;22;15;15;19;17;23;14;7;9;4;
LSA 8140 Schleifen (MQ1020);109;315;262;188;143;112;89;79;76;123;172;264;364;468;577;597;612;542;441;374;250;192;161;117;
MQ_01210_FV32_L (MQ1021);1;8;7;5;0;1;2;2;1;2;8;8;10;16;18;17;14;17;22;14;7;9;8;3;
MQ_01081_FV3_G (MQ1022);76;90;97;79;102;92;81;43;34;40;54;71;121;131;164;164;163;181;148;144;108;88;117;51;
