Name  /  Date: 2015_01_24;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);134;93;79;59;67;89;75;64;126;190;228;218;277;297;299;318;305;316;289;295;149;136;215;185;
MQ_03020_FV4_L (MQ1);25;17;17;14;6;33;29;51;94;128;204;199;276;279;227;165;172;188;161;117;74;52;26;36;
MQ_03290_FV3_GR (MQ10);83;75;51;53;39;49;50;71;87;107;136;166;186;169;205;165;202;216;194;222;155;99;129;100;
MQ_03020_FV2_L (MQ100);11;8;6;0;6;1;3;10;11;29;25;29;51;23;28;33;17;36;27;20;13;12;8;6;
Alle Motion Det Albersloherweg (MQ1000);8771;6245;4558;4069;3552;5039;6416;10270;16019;23717;27387;29083;33206;33903;36093;34203;33537;33585;31851;28441;19424;12614;14266;12249;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;2;1;2;1;1;1;1;0;1;
MQ_06170_FV4_L (MQ1002);2;0;0;2;0;0;1;3;6;14;12;9;8;14;16;15;9;7;9;10;10;4;4;5;
MQ_08050_FV3_L (MQ1003);3;1;2;1;3;9;8;18;60;98;133;104;113;131;134;146;139;154;86;60;38;7;1;3;
MQ_06161_FV3_L (MQ1004);40;21;7;4;8;20;37;44;111;155;161;124;149;148;153;159;122;151;153;137;62;51;48;47;
MQ_06170_FV6_L (MQ1005);5;4;2;1;0;1;3;9;17;25;25;20;29;30;28;27;25;33;23;22;14;6;6;9;
MQ_08110_FV1_LO (MQ1006);3;1;1;1;0;1;2;3;7;8;10;8;12;12;9;11;10;12;10;9;7;4;5;2;
MQ_08110_FV3_RO (MQ1007);2;0;0;1;0;1;3;7;20;25;24;22;19;21;15;16;17;17;14;16;7;6;3;2;
MQ_06160_FV2_R (MQ1009);27;28;19;20;23;26;32;59;84;109;128;145;155;164;187;149;137;142;140;156;109;69;69;55;
MQ_02020_FV4_L (MQ101);34;29;12;9;14;23;33;52;115;129;218;205;246;263;232;238;228;233;219;180;124;100;45;43;
MQ_03030_FV1_G (MQ1010);89;46;26;19;22;47;103;207;236;265;297;391;420;436;548;490;391;412;353;310;221;191;125;118;
Alle Motion Det Weselerstr. (MQ1011);21258;16800;13653;12365;12221;14990;17294;24226;34616;42417;46291;49309;54740;58252;62110;57906;58396;59634;57501;49037;37769;27983;26347;26001;
LSA 3290 Schleifen (MQ1012);2404;1935;1475;1372;1153;1326;1229;1562;2188;3440;4096;4481;5093;5146;5590;5433;5421;5377;5420;5451;3962;2744;3549;3042;
LSA 8020 Schleifen (MQ1013);2266;1864;1472;1382;1219;1340;1137;1295;1825;2806;3490;3529;4151;4514;5016;4518;4689;4817;4775;5299;3582;2536;3550;2877;
LSA 8030 Schleifen (MQ1014);952;843;531;524;439;517;432;454;665;1090;1351;1443;1752;1943;2120;1800;1976;2154;2138;2417;1687;1101;2050;1366;
LSA 8031 Schleifen (MQ1015);906;820;617;655;614;564;476;485;645;996;1234;1252;1465;1535;1615;1469;1488;1630;1869;2196;1187;808;1304;1226;
LSA 8040 Schleifen (MQ1016);1108;783;474;463;493;725;1072;1805;2802;3685;4406;4867;5489;5505;5702;5508;5366;5315;5019;4543;2881;1860;1847;1507;
LSA 8032 Schleifen (MQ1017);690;530;348;371;323;316;339;496;730;1093;1345;1446;1765;1893;2074;1908;1858;1868;1893;1859;1215;833;1240;1011;
LSA 8041 Schleifen (MQ1018);465;306;198;202;191;209;275;416;751;1129;1430;1615;1866;1854;2006;2010;1950;1806;1729;1603;945;582;695;561;
LSA 8054 Schleifen (MQ1019);300;191;157;141;96;163;254;518;751;1019;1230;1310;1472;1493;1553;1452;1413;1422;1347;1123;765;481;480;429;
MQ_02020_FV3_L (MQ102);16;8;5;6;1;3;11;12;26;25;24;47;50;46;42;46;54;50;45;39;29;10;17;13;
LSA 8140 Schleifen (MQ1020);179;113;88;59;49;114;158;284;449;671;745;751;884;891;947;910;867;872;814;661;481;276;328;277;
MQ_01210_FV32_L (MQ1021);5;3;3;4;1;3;5;8;12;15;19;19;17;24;31;26;31;23;21;24;12;11;8;2;
MQ_01081_FV3_G (MQ1022);126;79;59;54;32;49;49;60;81;142;174;179;224;225;235;221;225;207;256;213;174;119;137;148;
MQ_03030_FV1_L (MQ1023);3;0;0;0;0;3;2;6;11;12;7;3;14;16;23;24;7;17;22;8;7;2;4;4;
MQ_01200_FV1_G (MQ1024);227;137;81;50;55;83;132;191;328;392;521;575;726;759;899;897;798;885;817;569;416;341;262;337;
MQ_01121_FV1_G (MQ1025);11;11;6;17;25;30;71;91;133;207;227;193;244;210;196;181;173;144;123;89;52;33;28;25;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;0;1;2;2;2;3;3;3;3;4;4;5;4;3;2;1;1;1;
MQ_01121_FV3_G (MQ1027);10;12;4;3;1;2;12;38;69;72;96;138;148;149;165;187;178;238;183;126;67;38;39;33;
MQ_01121_FV1_R (MQ1028);2;2;1;2;3;4;10;12;18;28;31;26;33;29;27;25;24;20;17;12;7;5;4;4;
MQ_01200_FV1_L (MQ1029);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);12;12;6;1;2;2;2;7;12;19;14;14;13;16;16;12;8;10;9;10;8;9;10;11;
---Test (MQ1032);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_09040_FV1_G (MQ1033);91;59;46;24;31;33;41;53;92;126;192;167;237;213;263;263;214;257;249;264;176;122;136;118;
MQ_09040_FV3_G (MQ1034);53;38;24;14;26;54;49;90;168;285;327;277;278;277;282;268;268;239;270;233;154;114;120;88;
MQ_09050_FV1_G (MQ1035);128;83;55;45;31;47;44;105;150;200;226;299;380;381;403;431;438;399;383;365;264;195;196;175;
MQ_09050_FV3_G (MQ1036);77;50;42;27;37;62;76;120;222;335;439;366;335;360;367;334;342;319;380;309;226;137;136;103;
MQ_09060_FV11_G (MQ1037);116;80;47;37;28;47;47;102;140;187;229;304;362;358;377;407;407;367;362;318;228;175;187;176;
MQ_09060_FV11L (MQ1038);19;11;22;7;12;5;6;13;25;45;331;83;36;34;44;39;51;41;48;38;33;21;23;19;
MQ_09060_FV2_L (MQ1039);18;6;8;3;2;12;29;22;42;56;75;86;130;124;134;116;95;111;113;75;57;38;33;33;
MQ_03023_FV1_G (MQ104);69;42;21;13;21;29;62;104;156;187;226;295;277;293;408;373;308;322;257;231;162;139;98;98;
MQ_09060_FV2_R (MQ1040);4;1;2;1;1;2;6;5;9;12;15;18;26;25;27;24;19;23;23;15;12;8;7;7;
MQ_09060_FV3_G (MQ1041);80;60;49;29;36;75;71;125;230;331;438;321;323;348;331;299;289;283;346;301;212;124;125;107;
MQ_09060_FV3_R (MQ1042);19;10;13;5;7;41;29;49;76;90;103;75;115;117;106;110;86;102;119;94;68;34;26;32;
MQ_03250_FV1_R (MQ1043);10;5;5;3;3;4;5;8;11;15;21;24;29;30;34;34;33;34;29;29;20;12;15;13;
MQ_03250_FV1_G (MQ1044);55;31;31;14;19;20;26;47;63;82;119;134;165;168;194;192;186;195;166;164;111;68;88;74;
MQ_03250_FV1_L (MQ1045);20;21;12;12;10;11;11;12;25;49;50;62;58;51;66;73;69;65;64;69;51;24;35;39;
MQ_03250_FV2_R (MQ1046);11;10;7;5;6;8;10;13;25;33;39;49;51;46;55;54;45;49;50;52;37;26;22;18;
MQ_03250_FV2_G (MQ1047);85;70;48;38;40;61;74;95;180;242;287;362;370;339;405;399;331;357;365;385;271;193;158;128;
MQ_03250_FV2_L (MQ1048);36;21;12;12;5;22;20;37;62;84;73;134;150;132;144;131;140;137;126;117;101;65;69;69;
MQ_03250_FV3_R (MQ1049);13;9;8;4;8;15;17;25;45;72;92;75;65;69;73;67;70;63;73;60;29;25;25;20;
MQ_03250_FV3_G (MQ105);40;26;23;12;25;44;50;75;136;217;275;224;195;207;219;200;210;188;218;180;87;74;74;61;
MQ_03250_FV3_L (MQ1050);25;20;13;16;12;20;12;22;44;57;83;76;86;79;83;79;76;76;99;129;133;50;48;32;
MQ_03250_FV4_R (MQ1051);31;27;12;14;13;16;13;22;33;48;52;62;73;85;85;84;83;86;85;80;59;41;45;40;
MQ_03250_FV4_G (MQ1052);124;107;48;54;50;63;52;86;132;190;209;250;294;339;341;338;332;342;342;318;236;163;179;159;
MQ_03250_FV4_L (MQ1053);13;9;4;4;3;6;6;5;17;30;22;29;38;40;39;43;31;40;34;37;18;24;25;25;
MQ_03030_FV1_R (MQ1054);5;1;1;2;0;2;3;22;43;28;40;32;42;39;46;43;31;35;27;22;20;8;6;5;
MQ_03030_FV2_G (MQ1055);0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;
MQ_03030_FV2_L (MQ1056);3;1;2;1;0;1;1;3;9;17;12;10;13;10;17;20;22;24;11;8;10;7;11;7;
MQ_03030_FV2_R (MQ1057);2;1;2;0;0;1;1;2;6;12;8;7;9;7;12;14;15;17;8;5;7;5;8;5;
MQ_03030_FV3_G (MQ1058);89;56;31;22;12;77;66;109;200;269;290;281;405;388;389;327;351;341;351;308;188;118;74;91;
MQ_03030_FV3_L (MQ1059);18;1;4;7;3;6;12;29;61;39;51;52;53;69;53;60;45;56;42;42;22;12;21;14;
