Name  /  Date: 2016_05_11;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);33;19;10;11;23;95;278;338;353;337;342;338;322;334;353;344;374;372;345;294;223;149;187;91;
MQ_03290_FV3_GR (MQ10);47;20;14;11;18;68;166;235;206;194;218;196;211;223;230;229;246;226;197;173;187;125;147;89;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;0;0;
MQ_06170_FV4_L (MQ1002);0;1;1;0;0;1;4;7;13;10;16;15;10;6;7;10;11;15;11;13;4;6;0;0;
MQ_08050_FV3_L (MQ1003);3;4;4;0;11;31;43;44;94;94;125;112;110;125;120;114;111;112;167;66;45;10;5;0;
MQ_06161_FV3_L (MQ1004);6;6;3;6;3;49;173;320;316;242;186;184;172;210;232;221;264;266;245;156;111;90;57;18;
MQ_06170_FV6_L (MQ1005);2;1;0;0;2;5;32;57;45;24;27;30;29;33;42;44;36;44;44;26;23;14;11;3;
MQ_08110_FV1_LO (MQ1006);2;1;0;0;1;1;8;17;20;21;25;24;27;24;24;27;32;35;30;18;14;8;6;4;
MQ_08110_FV3_RO (MQ1007);0;0;1;0;1;2;16;30;39;24;34;33;38;27;27;34;33;39;25;30;23;11;4;3;
LSA 29120 Schleifen (MQ1008);81;40;33;40;113;376;956;1483;1361;1096;1062;1012;1172;1115;1285;1455;1593;1549;1348;864;643;551;319;252;
MQ_06160_FV2_R (MQ1009);9;6;7;5;19;57;154;278;277;250;199;157;164;181;179;208;174;245;177;154;100;88;66;33;
MQ_02020_FV4_L (MQ101);18;12;5;9;15;35;134;284;323;258;289;270;329;303;326;374;433;397;357;226;161;134;89;45;
MQ_03030_FV1_G (MQ1010);26;10;16;9;26;127;422;931;810;597;537;573;616;707;789;939;950;792;675;488;334;272;191;71;
Alle Motion Det Weselerstr. (MQ1011);13646;12068;10658;9508;11621;21046;50340;79462;77082;69209;65406;65164;68972;71546;73532;80989;84702;79736;74300;57523;43741;36722;30025;20395;
LSA 3290 Schleifen (MQ1012);704;357;226;239;444;1414;3991;6269;6204;6061;6190;6017;5871;5972;6227;6345;6445;6482;6018;5029;3979;3256;3050;1601;
LSA 8020 Schleifen (MQ1013);647;291;161;228;471;1383;4090;6166;6181;5435;5581;5432;5483;5091;5930;6140;6147;6183;5623;4435;3539;2891;2777;1513;
LSA 8030 Schleifen (MQ1014);258;137;56;74;161;528;1678;2638;2685;2373;2252;2168;2246;2333;2522;2741;2819;2885;2369;1872;1495;1179;1149;615;
LSA 8031 Schleifen (MQ1015);139;78;35;67;114;394;1360;2148;2262;2118;2011;1761;1862;1947;2074;2384;2489;2186;1798;1336;999;749;943;397;
LSA 8040 Schleifen (MQ1016);402;280;188;270;633;2151;6494;10515;9361;7351;6775;6844;7006;6278;7640;8384;9447;8833;6906;4998;3293;2262;1798;860;
LSA 8032 Schleifen (MQ1017);215;86;53;104;177;579;1764;2807;2728;2390;2398;2230;2338;2434;2512;2769;2881;2640;2169;1584;1273;943;848;423;
LSA 8041 Schleifen (MQ1018);2698;2427;2267;2151;1876;1490;933;641;571;271;
LSA 8054 Schleifen (MQ1019);134;62;36;46;145;477;1599;2764;2502;1888;1817;1802;1975;2049;2117;2455;2729;2529;1976;1356;982;688;559;283;
MQ_02020_FV3_L (MQ102);4;1;2;0;3;9;39;42;42;37;40;43;42;40;48;63;62;47;62;36;25;22;12;9;
MQ_01210_FV32_L (MQ1021);3;1;1;0;8;14;122;184;178;76;37;56;31;47;60;42;45;54;45;33;23;23;12;7;
MQ_01081_FV3_G (MQ1022);58;23;7;3;11;41;139;258;302;262;284;353;297;293;266;353;402;371;379;254;212;167;146;76;
MQ_03030_FV1_L (MQ1023);0;0;0;0;1;5;9;21;70;30;8;18;18;18;15;21;15;23;13;15;6;3;9;4;
MQ_01200_FV1_G (MQ1024);63;44;30;18;41;144;447;1029;806;697;753;900;1091;1122;1305;1661;1649;1317;1103;843;587;473;374;153;
MQ_01121_FV1_G (MQ1025);4;7;5;7;21;34;120;226;352;283;230;202;170;180;169;187;188;172;145;104;63;45;31;13;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;1;1;2;2;3;3;3;4;4;4;4;4;4;3;2;1;1;1;
MQ_01121_FV3_G (MQ1027);4;3;0;2;3;8;28;70;94;97;123;134;174;173;172;219;168;185;194;125;86;43;38;23;
MQ_01121_FV1_R (MQ1028);1;1;1;1;3;5;16;31;48;38;31;28;23;25;23;25;26;23;20;14;9;6;4;2;
MQ_01200_FV1_L (MQ1029);2;1;1;1;0;2;17;81;102;51;42;50;35;49;59;53;76;64;54;39;42;19;19;4;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);2;1;0;1;1;6;7;16;18;23;18;17;24;17;12;13;13;15;11;15;10;6;6;11;
---Test (MQ1032);13;2;2;5;8;53;171;339;284;197;213;243;252;263;278;349;357;330;282;186;136;105;69;45;
MQ_09040_FV1_G (MQ1033);22;17;6;7;5;27;92;220;167;150;215;219;265;265;279;312;330;310;320;212;184;126;112;65;
MQ_09040_FV3_G (MQ1034);8;10;5;5;16;63;171;274;328;315;335;309;244;262;285;287;273;295;281;217;176;124;85;39;
MQ_09050_FV1_G (MQ1035);33;17;8;7;24;80;284;484;382;288;375;431;487;516;527;603;669;586;568;388;320;261;199;105;
MQ_09050_FV3_G (MQ1036);13;15;4;5;30;120;405;509;528;525;479;416;369;391;386;414;361;497;477;387;260;190;161;67;
MQ_09060_FV11_G (MQ1037);34;17;6;9;23;83;301;506;412;282;357;435;473;540;539;593;648;579;544;362;303;259;204;106;
MQ_09060_FV11L (MQ1038);2;3;4;1;9;11;23;70;36;38;30;36;39;42;48;47;42;51;49;45;26;15;16;9;
MQ_09060_FV2_L (MQ1039);3;6;1;1;5;17;66;154;122;107;120;149;161;150;189;205;227;179;165;120;80;86;36;14;
MQ_03023_FV1_G (MQ104);18;16;10;10;16;62;295;715;588;422;418;408;498;505;602;698;774;554;513;386;260;228;153;51;
MQ_09060_FV2_R (MQ1040);1;1;0;0;1;4;14;32;25;22;24;30;33;31;39;42;47;37;34;25;16;18;8;3;
MQ_09060_FV3_G (MQ1041);16;20;4;8;37;119;435;499;530;541;470;417;349;381;386;415;490;547;487;365;263;184;157;64;
MQ_09060_FV3_R (MQ1042);5;1;1;1;10;46;171;250;206;165;110;93;118;127;140;127;125;188;175;128;92;54;25;20;
MQ_03250_FV1_R (MQ1043);2;2;1;0;1;3;15;29;24;17;21;30;33;33;34;40;41;39;41;23;22;15;12;8;
MQ_03250_FV1_G (MQ1044);9;9;4;1;6;17;82;162;135;99;120;168;185;186;192;228;230;223;230;133;123;85;69;46;
MQ_03250_FV1_L (MQ1045);8;5;2;3;2;8;36;73;60;52;73;52;63;60;86;78;69;64;65;57;40;29;34;21;
MQ_03250_FV2_R (MQ1046);3;1;2;2;4;13;35;59;61;50;53;36;47;55;52;55;51;59;50;40;29;21;16;6;
MQ_03250_FV2_G (MQ1047);18;9;14;14;28;96;261;435;451;370;390;266;342;400;381;407;377;430;365;290;212;157;114;43;
MQ_03250_FV2_L (MQ1048);7;6;1;4;14;51;137;201;136;118;164;170;202;191;203;244;278;230;195;157;115;83;81;37;
MQ_03250_FV3_R (MQ1049);3;3;1;1;8;22;83;90;99;103;98;81;70;78;79;82;79;89;83;71;49;35;31;15;
MQ_03250_FV3_G (MQ105);8;8;2;3;23;67;250;269;296;309;295;242;211;233;236;245;238;266;249;212;147;104;92;44;
MQ_03250_FV3_L (MQ1050);3;4;1;1;3;23;57;109;108;98;80;87;75;70;70;70;101;106;91;93;64;52;42;11;
MQ_03250_FV4_R (MQ1051);8;3;3;3;3;15;44;89;74;72;75;81;79;97;93;92;100;104;87;68;61;49;41;27;
MQ_03250_FV4_G (MQ1052);34;13;10;11;11;62;178;356;297;287;298;323;318;389;373;368;399;418;350;271;242;195;165;106;
MQ_03250_FV4_L (MQ1053);1;0;3;0;1;2;5;21;21;13;13;23;32;28;35;16;28;29;33;35;17;12;11;7;
MQ_03030_FV1_R (MQ1054);1;0;0;0;1;4;7;56;67;48;58;45;59;65;66;76;124;115;70;41;28;17;12;4;
MQ_03030_FV2_G (MQ1055);0;0;0;0;0;0;0;1;2;2;1;1;2;2;2;2;4;2;2;1;1;1;1;0;
MQ_03030_FV2_L (MQ1056);2;0;0;1;1;1;4;12;30;28;11;18;22;21;26;34;61;22;20;14;13;9;10;6;
MQ_03030_FV2_R (MQ1057);2;0;0;0;1;1;3;8;21;19;8;12;15;14;18;23;42;15;14;10;9;6;7;4;
MQ_03030_FV3_G (MQ1058);39;17;6;9;34;114;444;714;792;698;597;499;584;609;564;620;718;692;576;361;285;213;143;59;
MQ_03030_FV3_L (MQ1059);5;1;0;1;3;9;38;103;85;65;57;63;87;61;66;67;87;140;116;70;26;24;29;9;
MQ_03080_FV4_R (MQ106);1;0;1;0;0;4;44;168;148;83;64;64;67;71;64;67;61;83;52;34;35;21;7;5;
MQ_03030_FV3_R (MQ1060);0;0;0;0;1;1;6;9;11;10;8;7;8;8;9;9;10;10;8;5;4;3;2;1;
MQ_03030_FV4_G (MQ1061);0;0;0;0;0;2;8;16;15;13;11;10;10;9;11;19;12;12;14;11;8;9;4;1;
MQ_03030_FV4_L (MQ1062);2;1;0;1;1;12;51;110;101;88;72;66;68;58;74;125;83;78;95;75;55;60;23;7;
MQ_03030_FV4_R (MQ1063);2;1;0;1;1;12;51;110;101;88;72;66;68;58;74;125;83;78;95;75;55;60;23;7;
MQ_03120_FV1_G (MQ107);77;33;21;42;73;222;579;1098;1046;899;861;901;1024;1096;1120;1238;1341;1287;1045;721;555;406;348;159;
MQ_03120_FV1_R (MQ109);1;1;0;1;1;2;6;10;10;9;9;9;10;11;12;12;13;12;11;8;6;5;4;2;
MQ_08050_FV2_L (MQ11);28;18;22;19;27;87;154;231;310;379;401;464;473;475;507;519;589;584;423;265;202;103;47;19;
MQ_03120_FV2_L (MQ110);4;0;0;13;0;2;11;44;57;52;37;43;49;36;79;63;67;54;41;39;29;16;8;6;
MQ_03120_FV2_R (MQ111);1;0;0;5;0;5;3;27;35;30;25;34;29;32;178;55;32;36;16;11;16;5;6;1;
MQ_06160_FV3_L (MQ112);1;1;0;0;3;8;19;76;53;43;52;64;57;65;65;67;71;85;79;72;52;22;18;4;
MQ_03120_FV3_G (MQ113);42;41;20;36;51;221;829;1346;1204;898;818;817;832;898;1003;1030;1208;1091;1070;790;506;402;296;154;
MQ_03120_FV3_L (MQ115);2;1;0;4;1;13;51;112;65;51;45;45;56;52;58;63;68;32;41;38;25;16;3;8;
MQ_03140_FV1_G (MQ116);34;29;13;17;35;191;733;1176;1096;797;744;785;805;850;906;985;1156;1051;1019;752;469;410;278;130;
MQ_03140_FV1_L (MQ117);0;2;0;0;3;1;3;30;40;22;19;25;27;16;73;41;42;32;57;24;12;9;2;8;
MQ_03140_FV1_R (MQ118);1;1;0;0;1;5;15;27;26;18;17;19;18;20;20;22;26;25;24;18;12;11;8;4;
MQ_03140_FV2_G (MQ119);0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;2;2;2;1;1;1;0;0;0;
MQ_03290_FV3_G (MQ12);44;19;13;10;17;64;156;221;194;182;205;184;198;210;216;215;231;213;185;163;176;118;138;84;
MQ_03140_FV2_L (MQ120);1;0;0;0;0;3;7;24;24;14;14;14;16;25;17;30;31;35;22;19;11;7;7;3;
MQ_08040_FV1_L (MQ121);7;2;0;1;10;2;14;38;32;53;54;57;62;67;96;126;121;74;77;61;34;24;28;17;
MQ_03140_FV2_R (MQ122);1;1;0;1;0;5;11;38;38;22;22;22;25;40;26;48;49;55;35;30;17;11;11;5;
MQ_08040_FV1_G (MQ123);60;18;12;24;30;106;256;418;458;426;520;454;540;503;512;598;570;521;478;364;315;232;220;119;
MQ_03140_FV3_G (MQ124);60;27;14;34;67;218;583;1074;1027;897;841;876;1014;1071;1069;1362;1289;1271;1079;715;550;383;308;140;
MQ_03140_FV3_L (MQ125);1;0;0;1;1;1;4;8;11;11;23;15;17;25;23;13;29;28;28;17;12;11;16;7;
MQ_03140_FV3_R (MQ126);1;1;0;1;2;5;11;17;17;15;14;16;17;19;20;24;22;22;19;13;11;8;7;3;
MQ_08040_FV1_R (MQ127);8;5;3;5;5;13;49;106;132;124;143;154;162;157;192;217;255;218;165;148;74;68;67;20;
MQ_08040_FV2_R (MQ128);0;1;0;1;2;22;103;72;87;74;68;61;64;44;55;64;74;64;61;49;25;10;17;3;
MQ_08040_FV2_L (MQ129);6;8;7;9;22;78;163;282;241;182;174;187;166;158;181;183;188;151;133;101;69;46;32;19;
MQ_08050_FV3_G (MQ13);36;23;19;21;85;237;824;1429;1239;914;768;730;702;731;869;1025;1132;1139;793;495;325;251;205;88;
MQ_03140_FV4_G (MQ130);2;0;1;2;0;7;18;54;31;18;24;27;22;33;41;46;36;45;40;20;20;16;9;3;
MQ_03140_FV4_L (MQ131);1;0;1;0;3;8;34;52;48;43;35;42;31;51;49;37;44;48;46;32;16;10;8;5;
MQ_03160_FV1_G (MQ132);27;21;12;20;36;205;631;1032;917;774;780;724;793;787;809;874;1016;927;939;706;458;357;292;128;
MQ_03160_FV1_L (MQ133);14;11;4;7;6;47;275;342;327;232;206;196;220;264;257;304;329;320;238;183;100;116;74;40;
MQ_03160_FV1_R (MQ134);3;2;1;2;3;17;48;72;68;59;56;54;54;57;58;57;66;63;64;51;35;27;24;10;
MQ_03160_FV2_G (MQ135);21;17;6;16;32;83;223;406;375;342;336;312;394;396;408;533;479;438;388;228;177;112;102;37;
MQ_03160_FV2_L (MQ136);1;1;1;1;1;5;18;47;40;31;47;60;78;69;67;133;138;107;82;28;16;12;5;0;
MQ_08040_FV3_L (MQ137);28;17;18;18;53;174;454;885;755;553;447;464;498;454;574;660;758;782;556;303;229;168;109;43;
MQ_03160_FV3_G (MQ138);41;14;9;24;39;144;547;729;711;631;592;554;591;649;707;704;708;734;665;493;372;270;201;118;
MQ_08040_FV3_R (MQ139);8;6;8;8;9;34;99;128;140;132;157;185;186;153;208;245;305;269;161;130;83;39;23;11;
