Name  /  Date: 2015_10_22;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);52;77;43;26;41;99;269;353;338;358;364;356;389;395;363;355;366;377;365;321;235;190;186;100;
MQ_03020_FV4_L (MQ1);12;7;7;6;15;64;154;375;349;263;204;205;208;253;265;290;300;339;253;187;107;68;69;27;
MQ_03290_FV3_GR (MQ10);55;48;36;31;27;71;156;246;245;202;201;233;224;233;218;252;238;242;239;212;163;177;151;65;
MQ_03020_FV2_L (MQ100);2;0;1;2;2;6;20;45;43;35;30;26;38;35;40;47;36;42;27;41;24;11;14;6;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;3;3;3;2;2;1;1;1;0;
MQ_06170_FV4_L (MQ1002);0;0;0;1;0;0;1;6;10;5;10;10;17;8;6;4;10;10;12;9;2;6;0;2;
MQ_08050_FV3_L (MQ1003);4;3;3;4;9;27;41;37;80;87;110;113;122;124;100;116;106;105;97;67;30;7;3;1;
MQ_06161_FV3_L (MQ1004);13;4;3;4;5;48;172;324;385;245;222;212;215;207;251;253;241;252;278;177;88;88;53;29;
MQ_06170_FV6_L (MQ1005);4;2;0;1;2;5;27;70;48;36;28;23;35;35;38;41;58;42;40;31;17;15;10;6;
MQ_08110_FV1_LO (MQ1006);1;1;0;0;1;1;3;9;16;12;13;14;19;15;18;19;31;29;20;9;8;7;4;2;
MQ_08110_FV3_RO (MQ1007);0;1;0;0;0;1;6;24;28;23;25;32;25;19;25;28;33;26;23;15;9;6;5;1;
LSA 29120 Schleifen (MQ1008);65;62;36;43;114;276;884;1508;1556;1291;1287;1254;1286;1466;1488;1738;1988;1963;1644;980;604;500;380;168;
MQ_06160_FV2_R (MQ1009);14;11;7;7;7;44;135;284;288;224;182;163;206;218;269;276;271;253;186;131;77;58;52;30;
MQ_02020_FV4_L (MQ101);18;8;10;10;14;47;128;281;342;303;221;295;280;322;312;394;425;449;378;298;177;111;86;45;
MQ_03030_FV1_G (MQ1010);38;16;13;15;33;117;426;923;842;625;557;625;673;748;743;954;1127;909;766;495;310;275;188;86;
LSA 3290 Schleifen (MQ1012);1031;1051;548;604;670;1529;3854;6285;6568;6100;6185;6376;6288;6346;6451;6725;6889;6788;6105;5705;3889;3360;3037;1637;
LSA 8020 Schleifen (MQ1013);1033;1117;604;732;763;1579;3881;5976;6029;5517;5403;5669;5540;5851;5955;6368;6325;6375;5837;4896;3482;2849;2789;1337;
LSA 8030 Schleifen (MQ1014);379;573;184;223;247;577;1516;2706;2827;2322;2150;2347;2395;2506;2633;2871;3091;3167;2572;2107;1495;1227;1312;599;
LSA 8031 Schleifen (MQ1015);487;536;734;876;681;601;1361;2349;2499;2315;1995;2140;2066;2237;2274;2852;2868;2768;2105;1538;1050;717;939;446;
LSA 8040 Schleifen (MQ1016);442;390;269;237;690;2209;6007;10438;9824;7264;6483;6897;7247;7547;7889;8864;9793;9182;7251;5042;3157;2218;1801;887;
LSA 8032 Schleifen (MQ1017);207;212;113;94;199;606;1696;2852;2856;2561;2257;2495;2500;2552;2628;3042;3212;3098;2315;1777;1235;950;938;472;
LSA 8041 Schleifen (MQ1018);138;128;76;66;160;437;1068;1528;1676;1599;1482;1679;1673;1623;1645;1897;1947;1947;1541;1250;811;595;573;295;
MQ_02020_FV3_L (MQ102);0;5;2;3;3;4;31;62;78;46;58;51;68;56;63;82;84;75;64;36;24;18;18;7;
LSA 8140 Schleifen (MQ1020);65;63;23;32;96;271;847;1407;1167;925;923;1023;1053;1056;1240;1239;1477;1369;1255;810;587;469;339;160;
MQ_01210_FV32_L (MQ1021);4;1;1;4;2;15;132;164;201;71;41;48;67;65;38;59;57;46;49;45;26;15;21;6;
MQ_03030_FV1_L (MQ1023);2;0;1;0;0;6;6;20;36;29;20;27;19;15;23;18;20;17;20;16;5;8;8;2;
MQ_01200_FV1_G (MQ1024);78;56;39;37;43;126;531;961;851;703;802;886;1104;1220;1288;1624;1720;1480;1147;863;576;449;398;195;
MQ_01121_FV1_G (MQ1025);15;8;3;6;5;23;84;183;265;278;261;241;235;206;224;228;242;201;155;148;76;32;28;18;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;1;1;1;2;2;3;3;4;4;4;5;5;4;3;2;2;1;1;
MQ_01121_FV3_G (MQ1027);6;2;4;3;4;5;27;52;48;82;116;156;159;170;206;217;244;248;202;146;101;72;66;26;
MQ_01121_FV1_R (MQ1028);2;1;0;1;1;3;11;25;36;38;36;33;32;28;30;31;33;27;21;20;11;5;4;2;
MQ_01200_FV1_L (MQ1029);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);5;3;3;3;3;5;1;19;26;21;21;23;14;23;28;21;24;29;18;18;13;13;4;10;
---Test (MQ1032);15;6;17;15;11;68;198;474;411;273;330;299;410;362;383;480;554;501;474;308;155;132;143;68;
MQ_09040_FV1_G (MQ1033);26;22;12;13;16;29;98;224;212;159;197;226;249;298;303;346;358;395;392;298;175;151;136;64;
MQ_09040_FV3_G (MQ1034);18;11;5;11;14;53;185;263;317;345;320;288;275;310;321;351;323;335;348;262;141;128;99;56;
MQ_09050_FV1_G (MQ1035);37;30;17;26;25;77;280;452;401;317;327;439;526;535;534;593;671;608;610;499;296;257;212;115;
MQ_09050_FV3_G (MQ1036);25;16;13;21;27;116;404;493;502;525;439;400;364;407;480;470;514;527;445;389;234;165;164;61;
MQ_09060_FV11_G (MQ1037);38;29;17;24;24;96;312;462;414;311;299;427;499;544;512;575;651;582;603;478;268;261;215;99;
MQ_09060_FV11L (MQ1038);8;1;2;2;4;10;29;75;30;31;52;40;43;36;54;52;56;63;54;38;21;24;18;9;
MQ_09060_FV2_L (MQ1039);1;2;2;2;2;12;58;149;141;118;117;131;143;132;222;236;256;215;178;119;69;56;41;23;
MQ_03023_FV1_G (MQ104);26;11;10;11;20;65;298;677;360;21;13;0;0;0;273;578;789;750;526;369;258;204;137;62;
MQ_09060_FV2_R (MQ1040);0;1;0;1;1;3;12;30;29;24;24;27;29;27;45;48;52;44;37;24;14;11;8;5;
MQ_09060_FV3_G (MQ1041);21;17;13;21;25;113;407;497;491;539;436;381;338;403;453;440;493;550;481;370;250;166;159;62;
MQ_09060_FV3_R (MQ1042);3;2;4;3;9;64;176;277;229;183;133;123;120;128;147;168;174;183;194;119;85;42;41;17;
MQ_03250_FV1_R (MQ1043);3;2;1;2;1;4;15;32;30;21;22;29;32;35;36;40;47;46;44;36;19;19;16;7;
MQ_03250_FV1_G (MQ1044);18;12;7;9;6;22;88;179;173;116;123;165;179;197;207;226;264;259;251;205;106;105;88;38;
MQ_03250_FV1_L (MQ1045);5;9;6;2;6;7;23;53;72;53;66;54;65;79;76;88;100;94;107;65;51;42;39;26;
MQ_03250_FV2_R (MQ1046);4;3;2;3;4;12;32;58;67;55;56;56;57;64;63;69;71;69;53;45;25;25;18;10;
MQ_03250_FV2_G (MQ1047);25;24;15;23;27;89;238;429;491;407;414;407;421;469;464;502;523;508;391;331;186;180;130;70;
MQ_03250_FV2_L (MQ1048);11;9;4;11;15;48;139;167;161;143;143;183;228;205;199;242;272;222;226;165;116;77;66;48;
MQ_03250_FV3_R (MQ1049);5;4;3;4;6;23;82;92;96;101;90;82;72;82;87;89;93;91;91;72;43;33;31;13;
MQ_03250_FV3_G (MQ105);14;11;8;11;18;69;245;275;289;303;271;245;215;245;261;266;279;274;272;215;129;98;92;39;
MQ_03250_FV3_L (MQ1050);9;4;4;8;8;19;57;106;133;102;81;88;68;89;111;114;105;122;96;87;60;38;38;18;
MQ_03250_FV4_R (MQ1051);9;11;3;5;5;15;43;81;83;79;72;83;89;90;98;102;109;111;104;89;52;58;44;23;
MQ_03250_FV4_G (MQ1052);38;42;14;21;22;61;170;325;334;317;287;333;357;361;390;410;435;442;418;356;210;230;175;90;
MQ_03250_FV4_L (MQ1053);2;0;2;2;1;4;4;24;32;29;23;21;32;38;36;39;29;29;45;28;9;16;10;12;
MQ_03030_FV1_R (MQ1054);1;0;1;0;1;4;26;83;66;70;60;70;68;67;68;78;100;111;78;53;31;14;11;6;
MQ_03030_FV2_G (MQ1055);0;0;0;0;0;0;0;1;3;2;1;2;2;1;2;2;2;2;1;1;1;1;1;0;
MQ_03030_FV2_L (MQ1056);2;0;2;0;1;2;2;12;42;20;18;30;23;17;23;26;25;35;17;17;8;7;9;6;
MQ_03030_FV2_R (MQ1057);2;0;1;0;0;1;2;8;29;14;12;21;16;11;16;18;17;24;12;12;5;5;6;4;
MQ_03030_FV3_G (MQ1058);21;20;17;13;30;124;372;825;762;712;571;525;533;627;608;722;781;769;652;429;235;184;163;63;
MQ_03030_FV3_L (MQ1059);3;1;2;2;2;11;35;124;118;77;61;68;75;85;66;69;112;116;120;82;42;28;32;8;
MQ_03080_FV4_R (MQ106);5;2;1;3;3;11;41;159;138;72;58;54;59;49;53;85;83;72;73;38;21;25;15;7;
MQ_03030_FV3_R (MQ1060);0;0;0;0;0;1;5;11;11;10;8;8;7;8;8;10;11;11;9;6;3;3;2;1;
MQ_03030_FV4_G (MQ1061);0;0;0;0;0;2;6;12;13;8;6;8;10;9;12;11;12;12;9;8;7;5;3;1;
MQ_03030_FV4_L (MQ1062);2;2;0;0;3;13;37;82;86;55;42;53;66;60;79;71;82;84;62;53;44;35;19;8;
MQ_03030_FV4_R (MQ1063);2;2;0;0;3;13;37;82;86;55;42;53;66;60;79;71;82;84;62;53;44;35;19;8;
MQ_03120_FV1_G (MQ107);70;45;28;33;65;193;590;1034;1137;947;906;939;950;1088;1165;1198;1254;1269;1167;813;517;460;320;161;
MQ_03020_FV2_R (MQ108);1;6;5;2;1;9;24;60;78;60;43;46;81;76;55;73;83;72;82;60;30;29;28;10;
