Name  /  Date: 2015_05_22;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);;;;;;;;;362;364;359;370;365;387;378;379;355;318;204;183;152;
MQ_09040_FV3_G (MQ1034);275;240;333;315;342;306;294;278;247;194;136;112;74;
MQ_09050_FV1_G (MQ1035);516;584;559;536;573;483;561;539;398;312;254;250;146;
MQ_09050_FV3_G (MQ1036);344;459;435;425;479;442;420;449;366;263;193;149;110;
MQ_09060_FV11_G (MQ1037);486;584;520;536;545;479;541;511;393;288;231;239;146;
MQ_09060_FV11L (MQ1038);45;43;72;62;45;44;43;52;27;29;22;14;6;
MQ_09060_FV2_L (MQ1039);146;203;226;211;193;163;135;154;88;64;40;23;37;
MQ_03023_FV1_G (MQ104);509;622;653;630;639;551;501;406;310;263;176;141;60;
MQ_09060_FV2_R (MQ1040);30;42;46;43;39;33;28;32;18;13;8;5;8;
MQ_09060_FV3_G (MQ1041);331;360;407;337;477;458;425;452;379;261;198;151;109;
MQ_09060_FV3_R (MQ1042);142;193;195;177;168;169;181;154;132;80;38;47;32;
MQ_03250_FV1_R (MQ1043);32;36;40;35;39;39;39;33;29;22;16;18;8;
MQ_03250_FV1_G (MQ1044);179;203;227;196;218;221;219;189;162;122;93;100;43;
MQ_03250_FV1_L (MQ1045);57;64;83;93;95;88;73;80;58;46;48;34;24;
MQ_03250_FV2_R (MQ1046);62;65;61;61;54;51;52;53;47;35;29;19;14;
MQ_03250_FV2_G (MQ1047);453;477;446;449;399;375;378;391;344;255;211;137;102;
MQ_03250_FV2_L (MQ1048);207;233;208;215;230;178;212;194;143;97;86;86;56;
MQ_03250_FV3_R (MQ1049);68;70;83;80;92;86;79;82;65;50;35;26;19;
MQ_03250_FV3_G (MQ105);203;211;248;240;275;257;237;245;196;150;106;78;57;
MQ_03250_FV3_L (MQ1050);96;79;117;102;100;90;99;104;103;70;57;48;29;
MQ_03250_FV4_R (MQ1051);94;99;94;104;96;95;91;96;82;67;48;50;31;
MQ_03250_FV4_G (MQ1052);377;395;376;417;385;379;364;382;328;269;193;198;125;
MQ_03250_FV4_L (MQ1053);28;36;43;39;35;16;33;25;20;22;13;17;13;
MQ_03030_FV1_R (MQ1054);59;64;70;73;83;75;49;61;37;24;12;14;3;
MQ_03030_FV2_G (MQ1055);2;1;1;1;2;1;1;1;1;1;1;1;1;
MQ_03030_FV2_L (MQ1056);21;12;15;18;23;14;14;14;14;10;9;15;6;
MQ_03030_FV2_R (MQ1057);15;8;10;13;16;10;10;10;10;7;6;10;4;
MQ_03030_FV3_G (MQ1058);534;589;702;663;657;568;564;493;373;267;182;120;92;
MQ_03030_FV3_L (MQ1059);68;93;78;96;90;92;76;72;67;36;20;22;9;
MQ_03080_FV4_R (MQ106);51;81;63;58;63;53;58;54;33;31;16;12;8;
MQ_03030_FV3_R (MQ1060);8;8;10;9;9;8;8;7;6;4;3;2;2;
MQ_03030_FV4_G (MQ1061);7;10;5;8;6;9;9;6;7;6;5;6;3;
MQ_03030_FV4_L (MQ1062);46;67;35;53;43;60;63;43;44;41;35;39;21;
MQ_03030_FV4_R (MQ1063);46;67;35;53;43;60;63;43;44;41;35;39;21;
MQ_03120_FV1_G (MQ107);992;1238;1287;1313;1166;1012;1034;921;691;502;379;339;201;
MQ_03020_FV2_R (MQ108);65;72;79;67;43;70;61;57;44;42;16;17;16;
MQ_03120_FV1_R (MQ109);11;12;13;13;11;10;10;9;7;6;5;4;3;
MQ_08050_FV2_L (MQ11);480;558;633;665;575;529;520;437;330;254;112;46;27;
MQ_03120_FV2_L (MQ110);29;45;50;47;46;33;39;30;21;15;10;4;0;
MQ_03120_FV2_R (MQ111);20;31;56;23;20;20;27;19;9;10;6;5;0;
MQ_06160_FV3_L (MQ112);65;64;63;84;81;73;68;78;47;41;25;8;12;
MQ_03120_FV3_G (MQ113);882;1056;1027;1097;1051;993;951;910;745;559;373;283;179;
MQ_03020_FV2_G (MQ114);104;153;154;137;110;139;135;113;96;55;49;47;33;
MQ_03120_FV3_L (MQ115);57;51;56;64;48;43;28;27;34;21;10;6;1;
MQ_03140_FV1_G (MQ116);808;967;955;1019;1009;939;910;819;700;526;339;292;164;
MQ_03140_FV1_L (MQ117);40;44;37;35;41;46;31;31;25;15;15;5;5;
MQ_03140_FV1_R (MQ118);19;22;21;24;23;22;23;20;17;14;9;9;5;
MQ_03140_FV2_G (MQ119);1;1;2;1;1;1;1;1;1;1;0;0;0;
MQ_03290_FV3_G (MQ12);214;227;226;231;235;223;222;234;203;185;140;126;100;
MQ_03140_FV2_L (MQ120);19;19;31;18;23;17;18;16;18;10;5;4;2;
MQ_08040_FV1_L (MQ121);77;120;102;91;102;71;73;66;58;49;28;46;25;
MQ_03140_FV2_R (MQ122);30;31;48;29;36;28;28;25;28;16;8;6;3;
MQ_08040_FV1_G (MQ123);490;606;617;634;618;513;506;502;388;293;223;219;157;
MQ_03140_FV3_G (MQ124);929;1169;1240;1257;1146;1006;1015;958;680;509;360;289;182;
MQ_03140_FV3_L (MQ125);28;32;36;21;22;27;35;34;23;17;15;8;6;
MQ_03140_FV3_R (MQ126);17;18;22;22;20;18;17;17;12;10;8;6;4;
MQ_08040_FV1_R (MQ127);189;213;220;212;216;185;184;149;117;89;62;63;54;
MQ_08040_FV2_R (MQ128);67;82;65;80;78;78;68;71;88;34;34;25;23;
MQ_08040_FV2_L (MQ129);190;220;219;222;174;198;164;121;80;58;31;21;16;
MQ_08050_FV3_G (MQ13);771;924;1003;1068;1071;982;926;755;521;362;250;206;150;
MQ_03140_FV4_G (MQ130);38;39;47;28;30;32;37;29;27;12;7;5;3;
MQ_03140_FV4_L (MQ131);47;46;54;55;48;41;48;35;37;13;12;12;5;
MQ_03160_FV1_G (MQ132);;;
MQ_03160_FV1_L (MQ133);;;
MQ_03160_FV1_R (MQ134);;;
MQ_03160_FV2_G (MQ135);;;
MQ_03160_FV2_L (MQ136);;;
MQ_08040_FV3_L (MQ137);489;632;707;803;727;667;625;468;305;233;155;105;61;
MQ_03160_FV3_G (MQ138);;;
MQ_08040_FV3_R (MQ139);193;214;269;273;278;229;229;194;118;107;38;21;18;
MQ_03070_FV1_L (MQ14);;;
MQ_08040_FV3_G (MQ140);630;617;650;629;628;615;577;557;457;314;183;133;110;
MQ_03160_FV3_L (MQ141);;;
MQ_03160_FV3_R (MQ142);;;
MQ_03160_FV4_G (MQ143);;;
MQ_03160_FV4_L (MQ144);;;
MQ_03171_FV1_G (MQ145);692;822;826;834;835;729;739;665;536;417;265;245;146;
MQ_08040_FV4_R (MQ146);436;558;535;590;570;529;442;435;343;242;137;112;69;
MQ_08040_FV4_L (MQ147);183;161;192;187;163;170;165;183;143;80;57;41;36;
MQ_08040_FV6_R (MQ148);31;16;24;32;36;36;26;36;35;23;14;8;11;
MQ_03171_FV1_L (MQ149);;14;9;10;8;12;4;7;4;6;3;3;0;
MQ_03290_FV4_G (MQ15);210;223;198;235;231;216;216;205;188;145;121;86;102;
MQ_03171_FV3_G (MQ151);632;762;793;747;747;682;675;637;525;356;258;212;149;
MQ_03171_FV3_R (MQ152);3;4;4;3;4;3;3;3;3;2;1;1;1;
MQ_03180_FV1_G (MQ153);434;515;539;496;525;442;477;431;355;253;196;172;116;
MQ_03180_FV1_L (MQ154);76;58;81;57;79;58;52;45;43;30;19;18;23;
MQ_03180_FV1_R (MQ155);30;36;35;32;34;31;34;32;25;19;14;14;10;
MQ_03180_FV2_G (MQ156);218;254;250;248;204;251;218;202;145;102;78;67;39;
MQ_03180_FV2_L (MQ157);42;58;39;39;42;30;33;29;26;15;10;3;11;
MQ_03180_FV2_R (MQ158);28;34;29;29;23;37;27;24;18;13;13;9;8;
MQ_03180_FV3_G (MQ159);425;468;459;488;490;428;430;394;332;239;169;157;88;
MQ_03290_FV4_L (MQ16);255;252;259;264;258;237;232;223;197;141;114;102;80;
MQ_03180_FV3_L (MQ160);254;337;374;361;356;308;307;270;206;174;92;89;54;
MQ_03180_FV3_R (MQ161);12;12;13;14;14;13;12;12;10;8;5;5;3;
MQ_03180_FV4_G (MQ162);126;121;139;145;123;121;123;118;94;52;37;17;38;
MQ_08041_FV1_G (MQ163);441;554;584;574;534;428;428;390;364;324;273;293;213;
MQ_03180_FV4_L (MQ164);54;60;54;51;51;58;53;64;45;38;24;21;10;
MQ_08041_FV1_L (MQ165);54;53;41;63;52;53;53;46;30;8;5;6;8;
MQ_08041_FV1_R (MQ166);20;27;24;17;20;9;25;16;17;22;15;18;10;
MQ_03180_FV4_R (MQ167);213;262;284;282;250;260;239;246;189;124;82;63;42;
MQ_03021_FV1_G (MQ168);622;725;809;784;761;678;663;582;459;313;213;151;105;
MQ_08041_FV2_L (MQ169);131;140;146;129;166;160;152;125;94;49;18;9;7;
MQ_03070_FV1_R (MQ17);;;
MQ_05010_FV1_L (MQ170);390;390;388;435;350;354;380;346;259;189;161;113;72;
MQ_05010_FV1_R (MQ171);47;67;55;45;40;26;28;25;20;6;8;3;1;
MQ_08041_FV3_G (MQ172);474;469;559;524;536;500;471;498;496;368;258;193;162;
MQ_05010_FV2_G (MQ173);183;198;193;179;207;206;169;151;148;104;77;57;43;
MQ_08041_FV3_L (MQ174);22;28;14;26;16;22;30;20;14;7;9;3;1;
MQ_08041_FV3_R (MQ175);131;141;130;156;162;157;138;111;71;16;15;10;3;
MQ_05010_FV2_R (MQ176);271;309;349;355;371;361;338;316;273;199;147;118;77;
MQ_03021_FV3_G (MQ177);732;898;952;972;1007;848;758;626;459;392;296;230;119;
MQ_08041_FV4_L (MQ178);13;10;12;12;15;3;9;5;8;7;3;6;8;
MQ_05010_FV3_G (MQ179);235;436;472;556;429;301;252;112;86;46;41;17;6;
MQ_03070_FV2_G (MQ18);;;
MQ_03020_FV3_L (MQ180);20;33;43;42;32;35;38;22;24;10;14;15;5;
MQ_05010_FV3_L (MQ181);;;;;;;;;;;;;;
MQ_16130_FV1_G (MQ182);26;55;65;54;52;32;30;26;21;11;2;6;0;
MQ_03020_FV3_G (MQ183);428;438;512;544;507;449;454;360;296;217;170;128;82;
MQ_16130_FV1_L (MQ184);67;78;82;71;75;68;65;53;43;26;16;12;6;
MQ_16130_FV1_R (MQ185);17;31;21;25;24;11;19;9;5;9;7;5;1;
MQ_16130_FV2_G (MQ186);324;330;332;338;379;317;347;317;268;210;152;126;97;
MQ_16130_FV2_L (MQ187);235;260;266;246;260;194;208;153;133;119;49;67;54;
MQ_16130_FV2_R (MQ188);58;54;40;34;49;38;32;44;23;17;17;10;4;
MQ_16130_FV3_G (MQ189);47;64;52;90;65;52;35;30;22;16;14;3;4;
MQ_03290_FV5_R (MQ19);;;78;67;81;85;78;70;44;73;40;49;32;
MQ_16130_FV3_L (MQ190);21;17;22;12;13;16;7;4;11;6;6;4;2;
MQ_16130_FV3_R (MQ191);296;281;311;302;328;318;263;219;205;164;109;61;43;
MQ_16130_FV4_G (MQ192);324;351;353;343;323;285;295;293;273;213;123;110;67;
MQ_16130_FV4_L (MQ193);16;19;27;28;15;8;10;5;5;2;0;2;2;
MQ_16130_FV4_R (MQ194);34;19;14;15;12;11;21;7;7;4;3;4;1;
MQ_03040_FV1_G (MQ195);629;792;821;857;875;730;694;542;404;318;231;172;90;
MQ_03040_FV1_L (MQ196);26;26;23;12;19;16;7;10;5;4;6;5;2;
MQ_03040_FV1_R (MQ197);;11;12;15;10;5;7;4;10;1;0;0;1;
MQ_03040_FV2_G (MQ198);25;30;43;35;34;33;18;13;8;9;5;5;1;
MQ_03040_FV2_L (MQ199);25;30;43;35;34;33;18;13;8;9;5;5;1;
MQ_03070_FV1_G (MQ2);;;
MQ_03070_FV2_L (MQ20);;;
MQ_08054_FV1_R (MQ200);81;72;59;65;54;55;41;27;21;15;8;1;6;
MQ_08054_FV1_G (MQ201);790;1054;1122;1203;1185;1052;953;912;808;588;353;308;210;
MQ_03040_FV2_R (MQ202);25;30;43;35;34;33;18;13;8;9;5;5;1;
MQ_08054_FV2_R (MQ203);23;44;26;26;23;12;22;4;8;9;1;3;1;
MQ_08054_FV2_L (MQ204);65;130;110;102;88;63;76;31;22;17;15;3;0;
MQ_03040_FV3_G (MQ205);568;641;746;719;697;621;624;541;415;318;207;124;101;
MQ_03040_FV3_L (MQ206);16;12;4;4;7;9;6;5;5;4;4;1;2;
MQ_03040_FV3_R (MQ207);25;28;34;34;32;28;30;25;21;15;9;8;5;
MQ_08054_FV3_G (MQ208);839;875;925;1023;980;982;960;873;577;402;237;201;154;
MQ_08054_FV3_L (MQ209);;13;12;9;6;15;6;5;1;3;1;2;0;
MQ_03020_FV4_G (MQ21);101;132;125;107;126;135;107;93;79;71;38;20;23;
MQ_08060_FV1_R (MQ210);81;87;69;58;62;52;42;39;40;24;12;10;7;
MQ_03040_FV4_G (MQ211);17;18;14;14;16;9;7;6;5;2;2;1;1;
MQ_08060_FV1_G (MQ212);605;858;952;1027;1004;892;840;779;702;524;310;282;195;
MQ_03040_FV4_L (MQ213);17;18;14;14;16;9;7;6;5;2;2;1;1;
MQ_08060_FV1_L (MQ214);87;105;101;109;116;100;72;83;64;37;22;14;6;
MQ_03040_FV4_R (MQ215);17;18;14;14;16;9;7;6;5;2;2;1;1;
MQ_03050_FV1_G (MQ216);627;788;806;808;844;696;645;556;413;326;220;169;94;
MQ_03050_FV1_L (MQ217);178;186;187;174;181;144;150;130;148;70;42;27;22;
MQ_02010_FV3_L (MQ218);10;14;13;16;14;14;14;14;11;6;4;4;4;
MQ_08060_FV2_G (MQ219);105;114;111;118;115;116;93;82;44;32;23;17;11;
MQ_03020_FV4_R (MQ22);34;44;42;36;42;45;36;31;26;24;13;7;8;
MQ_08060_FV2_L (MQ220);;;;;;;;;;;;;;
MQ_03050_FV1_R (MQ221);61;75;58;66;57;48;44;45;49;27;21;9;10;
MQ_03050_FV2_G (MQ222);153;181;174;189;166;163;160;145;138;108;67;73;48;
MQ_03050_FV2_L (MQ223);83;91;85;115;88;90;95;56;56;33;29;21;15;
MQ_08060_FV3_R (MQ224);81;86;104;104;94;83;73;73;62;43;21;34;8;
MQ_08060_FV3_G (MQ225);667;696;730;787;761;781;776;741;497;347;206;169;131;
MQ_03050_FV2_R (MQ226);174;215;200;245;229;197;218;167;138;93;72;52;45;
MQ_08060_FV3_L (MQ227);181;175;193;144;160;155;131;167;81;53;43;31;25;
MQ_03050_FV3_G (MQ228);512;576;681;680;673;604;571;492;379;289;185;115;92;
MQ_03050_FV3_L (MQ229);40;60;47;40;26;32;21;20;22;18;15;7;4;
MQ_03020_FV3_R (MQ23);19;17;19;20;20;17;17;15;12;9;7;6;4;
MQ_03050_FV3_R (MQ230);66;52;70;64;74;45;78;51;45;26;11;12;11;
MQ_03050_FV4_G (MQ231);114;118;114;128;126;132;102;73;63;50;38;22;18;
MQ_03050_FV4_L (MQ232);75;76;84;102;97;87;69;46;33;25;26;10;6;
MQ_03060_FV1_G (MQ233);857;1064;1071;1077;1088;920;860;725;613;430;286;212;126;
MQ_08060_FV4_R (MQ234);208;252;293;291;279;298;235;207;151;96;77;51;44;
MQ_08060_FV4_G (MQ235);109;151;169;172;155;172;157;89;78;34;26;29;32;
MQ_03060_FV2_G (MQ236);851;971;1025;1096;1065;955;915;749;592;452;308;208;163;
MQ_08060_FV4_L (MQ237);73;67;100;107;108;88;72;48;39;22;16;12;8;
MQ_03130_FV1_G (MQ238);;;
MQ_03130_FV1_L (MQ239);;;
MQ_08020_FV1_L (MQ24);155;156;154;158;177;123;128;124;116;148;90;97;79;
MQ_03130_FV1_R (MQ240);;;
MQ_03130_FV2_G (MQ241);;;
MQ_03130_FV2_L (MQ242);;;
MQ_03130_FV2_R (MQ243);;;
MQ_06160_FV1_R (MQ244);13;15;16;14;14;15;14;14;11;8;6;6;4;
MQ_03130_FV3_G (MQ245);;;
MQ_03130_FV3_L (MQ246);;;
MQ_03130_FV3_R (MQ247);;;
MQ_03130_FV4_G (MQ248);;;
MQ_03130_FV4_L (MQ249);;;
MQ_08020_FV1_G (MQ25);721;781;800;817;844;749;749;676;659;463;377;364;300;
MQ_03130_FV4_R (MQ250);;;
MQ_03150_FV1_G (MQ251);838;993;1004;1042;1026;964;935;851;716;545;334;304;171;
MQ_06161_FV1_R (MQ252);246;346;427;342;355;279;296;261;193;134;97;98;53;
MQ_08070_FV1_G (MQ253);;;;;;;;;;;;;;
MQ_03150_FV1_L (MQ254);120;154;116;112;126;120;84;78;66;55;32;26;10;
MQ_03150_FV1_R (MQ255);23;27;28;29;29;27;27;24;20;17;11;9;6;
MQ_08070_FV2_R (MQ256);;;;;;;;;;;;;;
MQ_08070_FV2_L (MQ257);;;;;;;;;;;;;;
MQ_03150_FV2_G (MQ258);97;149;277;194;153;138;147;270;106;57;149;115;26;
MQ_03150_FV2_L (MQ259);212;344;307;213;197;230;334;261;205;156;420;393;134;
MQ_08052_FV1_G (MQ26);710;928;968;1079;1018;871;768;705;635;445;306;298;198;
MQ_08070_FV3_G (MQ260);907;912;996;993;1009;977;950;958;615;429;255;228;158;
MQ_03150_FV2_R (MQ261);42;64;119;83;65;59;63;116;46;25;64;49;11;
MQ_08070_FV3_L (MQ262);22;30;41;23;21;16;23;30;17;23;6;7;4;
MQ_03150_FV3_G (MQ263);612;827;891;839;816;700;718;660;516;354;228;183;115;
MQ_03150_FV3_L (MQ264);545;634;639;657;622;548;567;531;422;333;275;205;134;
MQ_03150_FV3_R (MQ265);26;32;37;31;39;30;31;30;22;15;9;10;3;
MQ_08080_FV1_G (MQ266);817;1076;1188;1268;1242;1147;1019;950;834;633;369;326;238;
MQ_08080_FV1_R (MQ267);3;4;5;6;6;5;4;4;3;2;1;1;1;
MQ_08080_FV1_L (MQ268);71;98;127;143;128;118;114;106;73;53;32;27;18;
MQ_06161_FV2_R (MQ269);120;132;135;132;129;114;135;140;104;74;33;27;24;
MQ_08020_FV2_R (MQ27);38;58;53;27;29;32;39;30;36;36;22;34;45;
MQ_06161_FV2_L (MQ270);331;330;355;372;389;362;347;331;253;194;138;96;76;
MQ_03150_FV4_G (MQ271);78;88;114;105;103;95;90;95;80;48;33;32;16;
MQ_08080_FV2_R (MQ272);61;93;74;102;72;74;63;75;53;20;17;20;12;
MQ_08080_FV2_L (MQ273);16;25;20;27;19;20;17;20;14;5;4;5;3;
MQ_08080_FV2_G (MQ274);4;6;5;7;5;5;4;5;4;1;1;1;1;
MQ_08080_FV3_R (MQ275);30;38;40;50;31;48;30;46;32;18;21;11;10;
MQ_08080_FV3_G (MQ276);856;858;957;930;943;898;902;894;554;425;244;210;144;
MQ_03150_FV4_L (MQ277);79;96;105;122;121;99;118;116;75;60;39;43;28;
MQ_08080_FV3_L (MQ278);27;20;16;18;23;20;29;18;12;15;8;4;6;
MQ_03150_FV4_R (MQ279);72;81;106;97;95;88;84;87;73;45;30;30;14;
MQ_08020_FV2_L (MQ28);123;184;206;221;156;127;121;105;102;77;56;63;63;
MQ_03170_FV1_G (MQ280);698;795;812;824;859;713;771;658;534;417;265;247;132;
MQ_06161_FV3_G (MQ281);249;344;374;361;348;331;305;285;194;137;108;89;61;
MQ_08080_FV4_G (MQ282);18;15;24;18;27;20;23;21;19;13;5;5;5;
MQ_08080_FV4_R (MQ283);10;6;9;8;11;7;10;9;7;5;2;4;4;
MQ_08080_FV4_L (MQ284);42;35;55;42;63;46;53;47;44;28;12;11;11;
MQ_03170_FV1_L (MQ285);91;100;110;121;108;111;105;103;80;45;42;40;19;
MQ_03170_FV1_R (MQ286);21;23;24;24;25;20;23;20;16;14;9;8;5;
MQ_06161_FV1_L (MQ287);170;165;176;189;162;172;184;154;120;85;44;43;34;
MQ_03170_FV2_G (MQ288);63;61;64;60;62;60;52;67;53;35;25;16;27;
MQ_03170_FV2_L (MQ289);82;115;90;91;101;83;85;91;72;41;37;24;30;
MQ_08052_FV1_R (MQ29);21;21;19;32;25;29;39;10;11;4;2;4;1;
MQ_03170_FV2_R (MQ290);61;59;61;57;59;57;50;64;51;33;24;15;26;
MQ_03170_FV3_G (MQ291);625;750;772;723;728;654;645;614;518;331;321;234;253;
MQ_03170_FV3_L (MQ292);34;23;24;24;13;18;31;17;14;10;9;3;4;
MQ_08090_FV1_G (MQ293);640;841;886;973;942;846;728;701;616;462;285;240;179;
MQ_03170_FV3_R (MQ294);34;35;40;34;37;34;32;30;28;19;16;12;10;
MQ_03170_FV4_G (MQ295);107;135;119;120;135;118;108;110;92;69;46;36;31;
MQ_03170_FV4_L (MQ296);133;162;134;131;156;141;124;122;107;93;54;44;34;
MQ_08090_FV1_L (MQ297);222;281;313;342;323;338;295;285;224;163;103;98;58;
MQ_03170_FV4_R (MQ298);8;10;9;9;10;9;8;8;7;5;4;3;2;
MQ_08090_FV2_R (MQ299);226;230;254;262;248;241;279;292;153;133;72;59;39;
MQ_03290_FV12_G (MQ3);;;;;;;;;217;218;215;222;219;232;227;227;213;191;122;110;91;
MQ_06160_FV2_G (MQ30);18;25;28;25;26;23;22;19;13;10;7;7;5;
MQ_08090_FV2_L (MQ300);52;48;38;59;45;57;53;46;37;27;7;7;4;
MQ_08063_FV1_G (MQ301);184;215;212;214;188;143;138;110;97;54;40;18;24;
MQ_08063_FV1_L (MQ302);30;40;36;28;51;34;30;29;30;15;11;12;5;
MQ_08090_FV3_G (MQ303);492;522;599;583;563;557;523;538;343;277;158;147;101;
MQ_08063_FV2_L (MQ304);196;202;257;227;221;225;180;147;96;50;38;24;15;
MQ_08063_FV2_R (MQ305);19;20;25;22;22;22;18;15;9;5;4;2;2;
MQ_08063_FV3_G (MQ306);353;396;432;452;436;429;359;299;226;127;107;85;51;
MQ_08090_FV3_R (MQ307);98;94;95;88;134;97;99;84;62;44;22;18;9;
MQ_08063_FV3_R (MQ308);111;125;136;142;137;136;113;95;72;40;34;27;16;
MQ_08062_FV1_G (MQ309);371;400;447;435;402;353;302;248;191;105;71;37;44;
MQ_08020_FV3_G (MQ31);621;588;656;688;690;666;652;640;574;446;305;320;240;
MQ_08062_FV1_L (MQ310);34;44;57;35;37;29;34;28;12;7;8;8;3;
MQ_08062_FV2_L (MQ311);129;142;196;169;152;160;136;100;90;52;38;30;26;
MQ_08062_FV2_R (MQ312);102;112;155;133;120;126;107;78;70;41;30;23;20;
MQ_08062_FV3_G (MQ313);169;200;270;319;325;322;277;215;144;93;61;37;32;
MQ_08062_FV3_R (MQ314);169;200;270;319;325;322;277;215;144;93;61;37;32;
MQ_08061_FV1_G (MQ315);;;
MQ_08100_FV1_R (MQ316);10;8;4;9;5;0;0;0;0;0;1;0;0;
MQ_08100_FV1_G (MQ317);682;865;909;1019;972;890;780;742;646;490;290;251;178;
MQ_08061_FV1_L (MQ318);;;
MQ_08061_FV1_R (MQ319);;;
MQ_08052_FV2_R (MQ32);12;8;4;5;15;9;5;4;0;2;3;1;0;
MQ_08061_FV2_G (MQ320);;;
MQ_08061_FV2_L (MQ321);;;
MQ_06170_FV1_G (MQ322);616;695;794;730;693;650;629;557;431;318;226;221;125;
MQ_08100_FV3_G (MQ323);415;593;686;704;752;672;666;658;392;302;160;124;88;
MQ_08061_FV2_R (MQ324);;;
MQ_08100_FV3_L (MQ325);9;3;9;7;4;4;3;7;2;1;2;0;0;
MQ_08061_FV3_L (MQ327);;;
MQ_08061_FV3_R (MQ328);;;
MQ_08061_FV4_G (MQ329);;;
MQ_08052_FV2_L (MQ33);27;20;18;13;24;18;16;9;9;2;12;3;3;
MQ_08061_FV4_L (MQ330);;;
MQ_08061_FV4_R (MQ331);;;
MQ_08065_FV1_G (MQ332);441;437;440;363;391;391;286;298;175;126;92;58;61;
MQ_08110_FV1_G (MQ333);639;799;832;972;879;837;735;710;613;463;279;239;174;
