Name  /  Date: 2016_05_24;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_06160_FV1_R (MQ244);1;0;0;1;0;2;4;7;9;10;10;12;12;13;13;17;15;16;15;10;8;5;7;2;
MQ_03130_FV3_G (MQ245);75;36;23;30;84;232;592;1115;1070;932;891;924;997;999;1065;1338;1302;1285;1097;746;504;397;303;133;
MQ_03130_FV3_L (MQ246);9;4;1;2;4;35;96;187;222;196;165;203;197;203;199;231;258;211;184;166;123;87;68;24;
MQ_03130_FV3_R (MQ247);2;1;1;1;2;6;14;24;23;21;21;22;23;23;25;32;30;31;27;19;13;10;8;4;
MQ_03130_FV4_G (MQ248);3;1;1;1;1;3;13;22;30;22;26;24;23;27;24;28;27;36;24;18;13;9;7;5;
MQ_03130_FV4_L (MQ249);834;874;2320;546;30;118;326;169;75;126;302;99;101;74;80;88;151;114;199;171;308;126;143;463;
MQ_08020_FV1_G (MQ25);82;46;27;24;57;166;470;751;687;624;609;677;724;730;707;779;759;737;720;657;472;333;357;
MQ_03130_FV4_R (MQ250);8;2;2;3;4;8;39;67;91;66;78;71;69;81;70;83;81;107;72;53;39;26;22;14;
MQ_03150_FV1_G (MQ251);60;23;14;33;38;188;766;1239;1083;842;830;815;799;938;956;979;1116;1160;1028;833;501;380;293;120;
MQ_08070_FV1_G (MQ253);73;46;14;20;36;82;374;667;695;620;675;782;939;1012;1035;1242;1525;1579;1261;845;641;428;492;
MQ_03150_FV1_L (MQ254);5;1;1;2;5;19;87;160;193;122;104;116;105;140;114;120;152;127;105;74;43;29;20;14;
MQ_03150_FV1_R (MQ255);2;1;0;1;1;6;21;38;34;24;24;23;23;25;25;26;33;34;30;24;13;11;9;4;
MQ_08070_FV2_R (MQ256);2;1;0;0;1;1;25;35;29;25;12;15;22;28;20;23;17;27;27;18;12;8;16;
MQ_08070_FV2_L (MQ257);3;1;0;0;1;3;10;36;27;38;35;40;33;38;36;45;70;66;41;11;12;8;7;
MQ_03150_FV2_G (MQ258);199;1;263;2;146;18;134;231;227;154;113;167;126;192;174;195;267;200;185;164;62;95;40;43;
MQ_03150_FV2_L (MQ259);96;88;95;209;151;81;288;212;487;218;314;289;307;389;226;317;282;249;324;201;110;165;82;42;
MQ_08052_FV1_G (MQ26);60;32;14;26;47;183;630;1133;1025;737;662;701;869;871;858;1016;1129;1088;887;582;443;333;399;
MQ_08070_FV3_G (MQ260);43;22;21;26;93;351;1086;1864;1666;1073;931;817;823;828;888;946;967;881;879;601;385;239;168;
MQ_03150_FV2_R (MQ261);85;1;113;1;63;8;58;99;97;66;48;71;54;82;74;84;114;86;79;70;27;41;17;18;
MQ_08070_FV3_L (MQ262);0;0;1;0;0;6;25;63;58;38;29;40;41;23;28;45;34;27;28;16;8;6;9;
MQ_03150_FV3_G (MQ263);42;22;14;12;28;129;421;864;845;686;619;654;729;722;748;965;972;941;799;556;362;229;169;75;
MQ_03150_FV3_L (MQ264);43;26;13;15;51;140;348;527;524;493;459;490;529;509;564;666;638;655;607;438;325;251;200;92;
MQ_03150_FV3_R (MQ265);3;1;0;1;0;5;13;36;41;31;28;33;37;34;34;43;50;41;38;23;16;9;4;4;
MQ_08080_FV1_G (MQ266);72;42;14;20;32;79;362;619;639;588;658;757;854;944;954;1157;1398;1411;1159;769;587;403;462;
MQ_08080_FV1_R (MQ267);0;0;0;0;0;0;1;2;2;2;2;3;3;4;4;5;6;6;5;3;2;1;2;
MQ_08080_FV1_L (MQ268);2;3;1;0;1;4;10;76;38;40;35;51;75;67;93;111;173;205;135;62;55;27;31;
MQ_08020_FV2_R (MQ27);3;1;3;1;2;3;24;61;37;41;26;43;49;51;36;51;49;66;45;42;25;14;13;
MQ_03150_FV4_G (MQ271);6;4;0;2;1;10;41;105;87;68;65;72;82;96;103;105;129;112;118;72;46;46;31;16;
MQ_08080_FV2_R (MQ272);0;0;1;0;3;17;43;214;152;68;59;48;56;56;68;74;80;64;56;41;23;14;9;
MQ_08080_FV2_L (MQ273);0;0;0;0;1;4;11;57;40;18;16;13;15;15;18;20;21;17;15;11;6;4;2;
MQ_08080_FV2_G (MQ274);0;0;0;0;0;1;3;14;10;5;4;3;4;4;5;5;5;4;4;3;2;1;1;
MQ_08080_FV3_R (MQ275);1;2;1;4;2;12;29;20;39;34;28;39;35;36;42;47;53;55;55;34;30;19;8;
MQ_08080_FV3_G (MQ276);45;22;22;27;90;337;1057;1657;1518;1039;877;802;793;776;845;909;921;846;829;566;366;234;173;
MQ_03150_FV4_L (MQ277);5;4;2;3;4;14;68;111;109;76;86;104;97;110;109;125;126;121;106;79;69;55;31;23;
MQ_08080_FV3_L (MQ278);1;0;1;2;1;3;5;9;16;22;26;20;27;5;16;21;21;21;22;19;9;7;3;
MQ_03150_FV4_R (MQ279);5;4;0;1;1;9;37;96;81;63;60;66;76;89;95;97;119;104;109;67;42;43;29;14;
MQ_08020_FV2_L (MQ28);11;5;5;4;3;16;54;67;114;93;93;92;108;122;130;134;139;174;114;85;54;53;71;
MQ_08080_FV4_G (MQ282);0;0;0;1;1;2;6;22;15;13;13;16;15;20;17;17;19;20;19;15;8;5;5;
MQ_08080_FV4_R (MQ283);0;0;0;0;0;1;3;12;8;6;5;8;5;6;7;8;8;8;8;6;4;2;2;
MQ_08080_FV4_L (MQ284);1;1;0;2;2;4;13;51;34;31;30;36;35;46;39;40;43;46;43;34;17;11;10;
MQ_08052_FV1_R (MQ29);1;1;0;0;1;5;5;9;10;13;20;14;22;20;17;20;16;21;4;5;2;1;1;
MQ_08090_FV1_G (MQ293);55;34;10;15;26;65;317;542;517;472;501;568;625;715;772;876;1074;1077;839;550;438;297;343;
MQ_08090_FV1_L (MQ297);16;11;5;5;9;11;65;127;161;157;192;216;259;248;227;304;358;368;340;236;164;115;120;
MQ_08090_FV2_R (MQ299);11;9;4;4;24;68;324;623;606;317;247;238;209;188;195;232;246;222;227;180;121;61;48;
MQ_03290_FV12_G (MQ3);12;11;8;11;19;54;164;207;208;215;218;232;203;214;214;213;212;244;224;199;156;88;132;
MQ_06160_FV2_G (MQ30);2;1;1;1;2;4;11;31;20;16;17;15;18;18;20;26;27;26;23;16;11;7;6;2;
MQ_08090_FV2_L (MQ300);2;1;1;1;0;7;23;31;47;38;45;65;36;42;46;62;62;48;45;42;18;22;13;
MQ_08063_FV1_G (MQ301);12;4;6;3;14;62;168;370;285;211;222;200;182;184;208;268;245;199;153;101;66;45;30;18;
MQ_08063_FV1_L (MQ302);1;1;1;0;2;3;4;16;21;18;31;34;37;31;28;35;41;44;42;20;17;12;5;4;
MQ_08090_FV3_G (MQ303);31;12;18;24;64;257;680;939;786;622;511;462;481;521;570;563;543;500;505;320;229;160;117;
MQ_08063_FV2_L (MQ304);6;5;7;5;18;79;228;491;318;214;222;203;207;210;204;209;230;248;167;134;72;60;16;10;
MQ_08063_FV2_R (MQ305);1;1;1;1;2;8;23;49;31;21;22;20;21;21;20;21;23;24;17;13;7;6;2;1;
MQ_08063_FV3_G (MQ306);22;9;4;7;9;39;100;154;170;187;219;265;286;252;290;383;524;491;331;209;142;94;101;32;
MQ_08090_FV3_R (MQ307);2;0;1;1;1;0;16;37;58;84;83;105;88;76;84;110;136;133;123;101;43;27;16;
MQ_08063_FV3_R (MQ308);7;3;1;2;3;12;31;48;53;59;69;84;90;80;91;121;165;155;105;66;45;30;32;10;
MQ_08062_FV1_G (MQ309);17;11;15;14;36;143;418;763;527;353;392;340;337;331;349;437;428;438;289;223;137;96;71;34;
MQ_08020_FV3_G (MQ31);45;41;24;25;51;146;425;631;650;665;669;609;570;594;619;657;627;684;627;516;398;238;419;
MQ_08062_FV1_L (MQ310);3;0;3;0;2;13;41;119;96;61;57;63;47;59;65;50;80;58;41;42;22;23;16;7;
MQ_08062_FV2_L (MQ311);6;5;3;3;11;19;90;87;115;96;103;128;124;141;133;148;181;169;131;73;46;28;33;91;
MQ_08062_FV2_R (MQ312);4;4;3;3;9;15;70;68;91;75;81;101;98;111;104;116;143;133;103;57;36;22;26;72;
MQ_08062_FV3_G (MQ313);40;1;2;3;14;54;133;230;273;235;256;286;282;268;316;388;476;441;283;185;108;70;57;18;
MQ_08062_FV3_R (MQ314);40;1;2;3;14;54;133;230;273;235;256;286;282;268;316;388;476;441;283;185;108;70;57;18;
MQ_08100_FV1_R (MQ316);0;0;0;0;1;1;36;44;33;15;8;7;15;7;17;14;8;4;4;1;2;0;1;
MQ_08100_FV1_G (MQ317);59;34;11;15;26;70;301;517;527;501;532;623;671;743;799;922;1120;1123;870;591;449;312;357;
MQ_08052_FV2_R (MQ32);0;0;0;0;0;0;0;0;0;0;0;0;15;8;6;5;3;5;6;1;2;1;1;
MQ_06170_FV1_G (MQ322);41;16;8;11;18;88;289;538;488;409;465;499;584;637;621;727;811;719;678;473;319;244;210;82;
MQ_08100_FV3_G (MQ323);32;12;18;27;61;235;690;953;821;578;569;556;548;572;606;608;598;582;540;375;241;174;131;
MQ_08100_FV3_L (MQ325);1;0;0;0;0;0;9;30;14;1;6;7;9;4;11;11;7;2;7;1;2;3;0;
MQ_08052_FV2_L (MQ33);0;0;0;0;0;0;0;0;0;0;0;0;1;21;8;17;24;22;8;4;4;4;0;
MQ_08065_FV1_G (MQ332);4;1;0;1;1;5;10;55;50;48;49;58;73;62;59;69;95;102;33;21;13;7;4;2;
MQ_08110_FV1_G (MQ333);55;34;10;15;24;70;292;501;496;474;487;574;638;704;735;846;1022;1030;803;545;445;299;351;
MQ_08065_FV2_L (MQ334);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_08110_FV1_L (MQ335);6;2;1;0;2;5;19;34;47;45;66;62;60;59;90;95;117;106;78;51;22;23;15;
MQ_08065_FV2_R (MQ336);1;0;0;0;1;3;2;19;16;10;18;14;17;16;18;22;34;37;11;5;4;3;1;0;
MQ_08065_FV3_L (MQ337);0;1;0;0;0;0;22;53;52;24;35;32;44;38;18;20;32;28;10;3;3;0;1;0;
MQ_08065_FV4_G (MQ338);61;51;30;36;28;117;340;775;727;661;539;657;613;690;746;770;919;934;773;575;416;318;259;
MQ_06170_FV2_R (MQ339);0;2;0;0;1;6;13;47;42;36;39;37;50;60;76;62;77;76;46;39;30;32;10;7;
MQ_08052_FV3_G (MQ34);36;22;27;23;89;272;872;1499;1328;1019;855;786;945;858;954;1115;1254;1185;958;611;400;219;165;
MQ_08110_FV3_R (MQ341);2;1;1;0;4;1;20;41;61;57;60;53;63;54;58;63;72;76;48;43;25;17;10;
MQ_08110_FV3_G (MQ342);32;12;18;24;67;256;704;986;863;721;614;578;578;616;660;669;675;657;644;421;295;208;131;
MQ_08052_FV3_L (MQ35);0;0;0;0;0;0;3;15;15;8;9;16;16;15;9;11;9;9;6;2;3;1;0;
MQ_08120_FV1_R (MQ350);12;12;5;6;6;4;11;9;27;29;37;46;44;47;42;39;54;68;57;43;9;8;8;
MQ_08120_FV1_G (MQ351);36;21;4;9;18;56;247;455;438;389;411;475;536;558;619;726;879;884;679;458;385;257;316;
MQ_08120_FV1_L (MQ352);4;0;1;0;1;8;24;40;46;46;52;53;66;75;60;74;65;57;80;48;41;30;20;
MQ_08120_FV2_G (MQ354);1;0;0;0;0;2;2;7;9;8;7;9;8;7;14;15;29;11;8;6;3;3;2;
MQ_08120_FV2_R (MQ355);;;;;;;;;;;;;;;;;;;;;;;;
MQ_08120_FV2_L (MQ356);3;0;0;0;1;6;10;30;34;34;27;34;31;30;58;62;114;43;33;26;13;10;6;
MQ_06170_FV3_G (MQ357);27;13;8;11;22;159;460;982;976;708;608;566;523;533;595;614;680;698;651;455;251;193;149;73;
MQ_06170_FV5_G (MQ358);28;12;8;10;22;154;442;943;932;666;557;531;505;532;571;597;681;714;652;443;237;193;154;75;
MQ_08120_FV3_G (MQ359);30;13;17;23;62;233;665;914;794;644;562;511;561;534;600;591;608;611;561;363;245;180;103;
MQ_08120_FV3_R (MQ360);1;1;1;1;3;10;27;37;33;26;24;23;24;23;27;27;26;27;23;16;11;9;5;
MQ_06170_FV5_R (MQ361);1;1;0;1;1;6;14;25;25;20;17;16;17;18;18;19;20;22;20;14;9;7;6;3;
MQ_08120_FV4_G (MQ362);0;0;0;0;0;1;1;2;3;3;4;5;5;6;4;6;5;7;7;6;1;0;0;
MQ_08120_FV4_R (MQ363);0;0;0;0;0;2;6;7;12;15;16;24;25;26;20;27;23;33;29;28;6;2;1;
MQ_08120_FV4_L (MQ364);0;0;0;0;0;2;6;7;12;15;16;24;25;26;20;27;23;33;29;28;6;2;1;
MQ_01090_16_DRad3 (MQ365);73;26;17;7;4;10;46;267;501;465;453;395;500;487;467;574;544;656;565;473;340;301;279;
MQ_01090_15_DRad1 (MQ368);38;26;7;3;6;29;118;497;871;491;559;445;697;596;566;584;680;798;735;615;362;259;165;
MQ_03023_FV2_G (MQ37);26;8;2;5;18;93;324;568;575;543;394;396;421;423;395;473;531;564;453;299;231;145;115;63;
MQ_08130_FV1_R (MQ371);8;1;3;1;5;14;17;35;44;27;46;45;64;63;67;84;81;108;90;84;54;48;32;
MQ_08130_FV1_G (MQ372);47;33;7;13;24;64;243;466;448;387;427;477;539;571;626;727;904;895;677;448;369;235;296;
MQ_06170_FV6_R (MQ374);4;0;1;1;2;11;49;103;79;46;50;36;49;49;48;64;67;74;74;40;32;21;16;4;
MQ_08130_FV3_G (MQ375);28;14;15;20;55;215;627;855;741;611;546;504;514;522;570;565;564;587;536;325;219;165;95;
MQ_08130_FV3_L (MQ377);3;1;0;1;1;0;5;25;23;16;12;17;21;20;28;18;35;32;36;33;25;16;7;
MQ_08053_FV1_G (MQ38);61;35;14;18;44;142;504;927;833;669;619;699;843;895;877;1033;1158;1158;988;647;505;335;399;
MQ_08140_FV1_G (MQ385);29;14;15;21;53;211;630;879;744;623;547;514;480;540;585;577;593;608;569;359;243;165;101;
MQ_08140_FV2_G (MQ386);43;31;4;15;19;66;265;491;468;380;437;462;498;581;596;740;734;860;696;448;370;242;305;
MQ_08053_FV1_R (MQ39);0;0;2;12;10;60;125;237;232;115;96;95;111;76;98;76;74;66;30;10;14;18;1;
MQ_29100_FV1_G (MQ392);28;12;16;19;49;191;578;845;687;558;514;470;463;517;555;536;560;587;542;336;231;149;91;
MQ_29100_FV2_G (MQ393);46;30;2;11;20;61;251;482;457;363;417;454;504;547;589;694;835;842;643;395;338;205;269;
MQ_29110_FV1_G (MQ398);28;12;17;17;50;190;580;842;686;562;518;456;480;509;560;538;553;601;536;334;230;147;91;
MQ_29110_FV2_G (MQ399);43;27;2;10;20;66;244;489;441;375;410;460;496;538;574;671;810;833;624;381;323;202;261;
MQ_03290_FV12_L (MQ4);27;22;11;7;22;59;176;347;340;348;331;265;275;288;298;353;323;344;299;226;163;103;212;
MQ_08053_FV2_R (MQ40);1;1;1;0;1;2;9;20;27;53;76;113;122;113;123;122;164;159;115;49;46;13;17;
MQ_29120_FV1_G (MQ402);35;24;2;7;17;53;194;400;351;303;330;370;369;438;475;549;661;682;512;317;265;165;214;
MQ_29120_FV1_L (MQ403);8;5;1;2;4;12;42;88;77;67;73;81;81;96;104;120;145;150;112;70;58;36;47;
MQ_29120_FV2_R (MQ404);3;3;1;2;8;18;31;35;39;39;32;37;41;33;38;38;40;38;41;27;28;16;10;
MQ_29120_FV2_L (MQ405);2;2;1;1;4;9;16;19;21;21;17;20;22;18;20;21;21;21;22;15;15;9;6;
MQ_29120_FV3_G (MQ406);23;10;12;14;37;154;488;690;576;455;420;369;365;430;456;459;474;511;453;277;196;117;72;
MQ_06160_FV1_L (MQ407);13;7;5;5;7;24;67;157;140;140;154;178;208;194;204;210;224;242;199;117;86;66;60;23;
MQ_29120_FV3_R (MQ408);1;0;1;1;2;6;20;29;24;19;17;15;15;18;19;19;20;21;19;12;8;5;3;
MQ_08053_FV2_L (MQ41);1;6;2;0;12;16;27;53;59;71;94;99;120;106;121;189;257;248;148;46;25;14;9;
MQ_08053_FV3_G (MQ42);34;16;24;24;79;263;864;1474;1281;952;775;696;831;767;850;931;1009;957;816;560;381;208;161;
MQ_08053_FV3_L (MQ43);1;2;1;2;6;17;64;94;110;96;109;100;103;109;86;86;104;76;58;36;23;13;4;
MQ_03290_FV12_R (MQ432);8;8;6;8;12;36;109;138;139;143;146;155;135;143;143;142;141;162;149;133;104;59;88;
MQ_03290_FV3_R (MQ433);3;2;1;1;1;4;10;14;15;14;12;12;13;13;13;14;14;14;13;13;11;8;7;
MQ_03290_FV3_L (MQ434);14;9;3;9;5;27;13;23;27;22;21;29;15;28;28;18;36;21;46;31;28;27;21;
MQ_03290_FV4_R (MQ435);1;1;0;0;1;1;6;10;14;13;14;13;11;14;13;14;12;17;14;11;8;7;5;
MQ_08020_FV3_R (MQ436);28;23;15;21;27;54;139;120;138;135;130;118;130;130;164;134;126;101;150;98;58;91;113;
MQ_08030_FV2_R (MQ437);28;32;8;12;12;12;34;64;44;76;90;124;128;120;158;136;162;172;132;132;100;86;237;
MQ_08031_FV2_G (MQ438);0;0;0;0;0;1;2;5;6;9;4;5;4;6;6;11;9;8;5;2;1;1;6;
MQ_08031_FV2_R (MQ439);2;0;1;0;2;3;12;28;31;48;24;26;23;31;32;63;50;43;29;12;8;7;33;
MQ_06160_FV1_G (MQ44);21;5;4;11;6;28;111;191;181;196;207;259;287;330;312;337;372;362;320;220;173;129;124;45;
MQ_08031_FV4_G (MQ440);0;1;0;0;0;0;0;1;3;3;3;3;3;3;3;6;5;6;5;2;2;1;23;
MQ_08031_FV4_R (MQ441);2;5;1;0;0;0;2;6;18;14;15;19;17;20;20;32;26;34;26;10;12;8;133;
MQ_08032_FV2_R (MQ442);1;0;0;0;0;2;6;16;16;16;16;13;31;22;19;42;34;36;13;4;4;5;12;
MQ_08032_FV2_L (MQ443);0;0;0;0;0;1;4;10;10;10;10;9;21;15;13;28;22;24;9;3;2;3;8;
MQ_08041_FV2_G (MQ444);0;0;0;0;1;0;1;3;4;5;6;7;7;6;9;7;6;6;8;7;3;2;2;
MQ_08041_FV2_R (MQ445);1;1;0;3;6;0;5;16;23;26;36;42;37;32;49;41;32;35;47;40;18;12;12;
MQ_08041_FV4_G (MQ446);0;0;0;0;0;0;0;2;1;2;2;2;3;2;3;3;3;3;2;2;1;1;1;
MQ_08041_FV4_R (MQ447);1;1;0;1;0;4;3;15;13;19;18;22;29;20;28;27;27;26;15;15;13;10;12;
MQ_08060_FV2_R (MQ448);167;114;111;141;158;157;86;66;56;37;31;
MQ_08070_FV1_R (MQ449);1;1;0;0;1;1;3;4;5;5;5;6;7;8;8;10;13;14;10;7;5;3;4;
MQ_03070_FV2_R (MQ45);2;0;0;2;1;3;11;25;25;37;20;37;27;27;26;27;44;42;27;19;13;8;3;0;
MQ_08100_FV2_R (MQ450);7;5;2;1;3;12;14;23;28;30;43;44;36;43;51;55;60;52;41;30;27;40;39;
MQ_08100_FV2_L (MQ451);6;0;2;7;12;50;34;71;68;149;38;35;50;41;69;105;113;90;104;53;56;29;12;
MQ_08110_FV2_R (MQ452);1;1;8;1;3;3;18;35;47;30;41;42;37;23;43;54;53;41;43;28;13;9;10;
MQ_08110_FV2_L (MQ453);0;0;5;0;2;2;11;20;27;18;24;25;21;14;25;32;31;24;25;16;7;5;6;
MQ_06170_FV2_L (MQ454);6;1;1;0;2;16;47;109;130;106;75;98;99;120;126;123;164;121;146;86;65;52;23;16;
MQ_08130_FV2_R (MQ455);1;1;1;1;3;8;17;27;23;16;16;12;19;12;14;19;19;19;12;16;10;8;5;
MQ_08130_FV2_L (MQ456);3;2;2;3;8;25;52;82;70;48;47;35;56;37;41;58;57;56;37;47;31;23;14;
MQ_01210_FV5_L (MQ457);9;8;3;2;11;15;59;117;116;90;87;101;124;95;110;117;153;125;141;91;76;56;47;
MQ_01160_FV3_G (MQ458);38;40;11;15;46;137;575;937;1055;865;804;727;689;768;771;790;813;930;862;651;409;297;213;
MQ_01210_FV2_L (MQ459);5;5;3;3;7;14;57;87;86;71;63;73;77;69;76;77;89;82;82;61;46;30;29;
MQ_08030_FV1_R (MQ46);32;18;9;6;20;60;188;290;287;238;202;229;241;280;274;305;317;384;281;290;212;142;153;
MQ_01210_FV2_G (MQ460);3;3;3;3;4;12;51;77;74;60;49;55;54;56;57;58;69;63;62;44;31;19;18;
MQ_01210_FV2_R (MQ461);12;8;10;9;13;39;166;258;250;198;162;180;181;189;189;192;237;211;212;147;101;64;59;
MQ_01210_FV32_G (MQ462);49;24;13;24;33;163;712;1241;1222;1122;836;698;677;736;699;721;756;803;750;554;345;248;203;
MQ_01210_FV12_G (MQ463);48;14;10;6;14;70;321;688;574;471;520;575;701;748;824;994;1202;1015;815;544;386;269;227;
MQ_02021_FV2_G (MQ464);;;;;;;;;;;;;;;;;;;;;;;;
MQ_02021_FV1_G (MQ465);;;;;;;;;;;;;;;;;;;;;;;;
MQ_02020_FV4_G (MQ466);35;15;12;21;32;165;685;990;876;676;609;602;666;733;713;755;875;956;840;650;364;273;195;
MQ_02020_FV3_G (MQ467);30;25;7;8;17;59;213;382;380;283;291;311;338;370;375;368;501;451;395;326;241;164;159;
MQ_02020_FV2_G (MQ468);63;33;18;18;60;191;508;986;928;795;762;773;914;863;931;1135;1116;1110;904;649;438;347;311;
MQ_02020_FV1_G (MQ469);86;10;7;10;32;118;278;535;516;423;477;408;546;461;465;541;645;600;562;388;254;137;137;
MQ_08030_FV1_G (MQ47);83;49;30;24;58;152;382;605;622;552;575;607;611;653;631;693;658;663;617;494;382;290;328;
MQ_01100_FV3_G (MQ470);69;50;28;23;55;148;533;952;979;843;859;880;956;1046;1044;1138;1253;1267;1151;873;647;500;403;
MQ_01100_FV1_G (MQ471);64;29;25;19;56;220;660;1107;1152;907;932;880;902;902;943;1005;1059;1016;918;751;478;397;315;
MQ_01051_FV1_G (MQ472);67;34;11;23;71;234;688;1353;1194;977;895;930;1069;1003;1117;1398;1398;1364;1096;786;528;409;394;
MQ_01051_FV3_G (MQ473);79;22;13;35;51;246;1012;1675;1509;1117;1053;1123;1154;1263;1282;1411;1537;1680;1491;1085;645;458;324;
MQ_01060_FV1_G (MQ474);37;23;15;14;33;134;410;566;617;523;528;473;531;460;501;512;483;511;461;426;247;199;142;
MQ_01061_FV1_G (MQ475);26;26;12;16;36;154;524;1036;1108;952;948;872;907;820;912;884;624;612;542;510;282;230;152;
MQ_01070_FV1_G (MQ476);24;24;11;15;34;145;492;974;1042;895;891;820;829;771;857;831;587;575;510;479;265;216;143;
MQ_01060_FV3_G (MQ477);36;26;10;8;30;66;255;458;407;419;418;444;536;564;566;666;778;716;653;445;330;268;259;
MQ_01061_FV3_G (MQ478);40;28;13;9;28;63;249;431;377;367;377;393;507;519;542;627;739;673;592;410;320;259;255;
MQ_01070_FV3_R (MQ479);35;32;14;12;31;91;292;539;532;405;414;446;464;508;540;521;699;655;544;428;307;228;205;
MQ_03290_FV4_GRL (MQ48);37;19;10;10;21;58;183;299;331;285;269;313;300;334;329;362;333;334;325;239;212;150;176;
MQ_01070_FV3_G (MQ480);37;27;10;8;30;62;260;446;394;401;407;428;536;540;542;654;744;705;648;445;347;264;255;
MQ_01080_FV1_G (MQ481);56;41;23;18;55;215;641;944;977;854;823;788;824;734;854;843;936;932;836;728;458;329;252;
MQ_01160_FV1_G (MQ482);71;32;27;12;46;182;527;1013;962;742;820;863;943;988;985;1187;1217;1149;1046;910;590;471;389;
MQ_01080_FV3_G (MQ483);65;52;25;23;51;132;475;796;761;654;668;712;869;890;901;986;1162;1113;994;743;566;435;400;
MQ_01090_FV1_G (MQ484);59;34;24;16;51;215;571;893;920;728;781;731;753;728;782;803;877;850;743;647;440;332;261;
MQ_01090_FV2_R (MQ485);42;32;9;10;23;56;124;264;263;254;229;280;344;285;301;318;388;420;387;273;203;218;192;
MQ_01090_FV31_G (MQ486);68;43;20;20;50;131;484;786;770;649;670;677;813;856;869;927;1085;1074;929;730;571;437;369;
MQ_01110_FV1_G (MQ487);70;38;27;23;57;240;671;1158;1182;912;945;911;961;955;997;1090;1143;1058;977;799;515;422;345;
MQ_01110_FV3_G (MQ488);64;45;26;18;57;156;570;1007;1034;857;863;881;965;1047;1070;1153;1365;1352;1184;910;674;512;420;
MQ_01120_FV3_G (MQ489);54;40;20;15;49;136;510;908;919;744;766;754;812;920;909;987;1114;1131;995;772;554;419;355;
MQ_03181_FV3_G (MQ49);45;30;8;9;21;60;244;542;436;379;449;501;526;546;586;652;750;657;618;451;315;229;211;103;
MQ_01120_FV1_G (MQ490);83;30;24;20;51;184;513;939;899;702;765;778;864;926;986;1179;1347;1151;990;713;501;391;399;
MQ_01190_FV3_G (MQ491);28;19;10;20;28;90;391;645;757;712;700;576;518;573;593;640;663;677;631;469;304;216;172;
MQ_01140_FV1_G (MQ492);57;29;23;12;40;179;463;894;851;644;684;687;734;796;835;944;962;916;862;718;480;390;324;
MQ_01140_FV2_L (MQ493);16;5;4;5;5;27;95;128;151;140;155;173;194;176;186;186;192;194;205;173;112;89;95;
MQ_01190_FV3_L (MQ494);15;5;2;4;14;70;277;456;425;450;273;272;287;281;275;321;380;387;310;189;138;82;67;
MQ_01130_FV1_G (MQ495);67;37;28;17;51;219;516;997;940;716;760;774;835;872;930;1020;1078;977;936;801;521;441;352;
MQ_01050_FV4_L (MQ496);9;6;5;4;9;15;53;119;113;126;124;161;208;193;203;268;292;264;174;125;118;80;53;
MQ_01025_FV3_G (MQ497);67;46;20;24;63;142;559;987;734;729;749;868;1070;1121;1184;1454;1611;1441;1173;826;617;512;461;
MQ_01025_FV2_L (MQ498);14;8;3;3;13;31;148;246;233;183;168;204;249;296;305;441;521;442;328;222;156;112;63;
MQ_01025_FV1_G (MQ499);52;29;21;23;60;304;1150;1452;1314;1143;863;799;766;852;906;863;913;1050;913;742;388;318;265;
MQ_08050_FV1_G (MQ5);63;41;13;27;55;199;637;1150;1035;726;631;675;827;807;833;952;1101;1062;856;579;435;350;421;
MQ_03181_FV3_L (MQ50);7;7;4;2;1;4;21;32;36;32;47;46;66;60;58;62;94;97;90;64;53;42;36;19;
MQ_01050_FV1_G (MQ500);36;25;15;17;31;147;425;504;498;416;400;381;354;413;414;376;401;433;422;383;239;195;138;
MQ_01050_FV1_L (MQ501);36;17;15;11;27;139;523;642;600;493;460;404;383;483;485;460;485;528;522;434;228;184;136;
MQ_01050_FV2_G (MQ502);48;21;7;17;53;181;431;794;743;560;508;476;507;512;554;723;770;732;581;438;317;204;179;
MQ_01050_FV3_G (MQ503);50;36;14;6;26;54;286;500;452;402;422;428;522;620;620;700;856;748;684;448;370;298;275;
MQ_01050_FV4_G (MQ504);32;7;3;15;28;73;324;717;659;470;478;491;541;563;568;692;804;805;651;473;305;237;136;
MQ_01040_FV3_G (MQ505);;;60;374;450;528;705;789;651;549;512;
MQ_01040_FV1_G (MQ506);883;884;888;886;888;832;866;854;459;372;289;
MQ_01190_FV2_R (MQ507);19;7;2;4;13;50;198;428;392;293;328;333;357;396;492;599;717;596;438;256;200;139;93;
MQ_01190_FV1_G (MQ508);63;17;20;5;25;96;309;619;562;455;476;537;587;700;640;748;836;746;707;524;384;280;278;
MQ_01030_FV3_G (MQ509);71;49;23;31;66;169;544;890;710;690;732;837;1026;1098;1119;1300;1407;1255;1086;808;598;504;488;
MQ_03181_FV1_G (MQ51);13;12;4;7;10;66;228;477;486;362;306;268;287;289;292;294;369;355;345;258;153;114;85;35;
MQ_01030_FV1_G (MQ510);60;33;22;29;63;294;1058;1164;1098;995;840;744;762;832;848;792;801;875;827;747;403;334;275;
MQ_01190_FV2_L (MQ511);6;0;1;3;5;17;46;164;170;123;125;125;137;140;152;187;219;206;172;135;87;38;53;
