Name  /  Date: 2016_04_10;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);197;180;129;124;144;98;91;55;76;139;155;174;177;256;274;258;247;274;294;264;204;157;112;42;
MQ_03020_FV4_L (MQ1);24;26;15;6;15;31;17;20;54;77;128;115;167;156;187;157;159;146;171;121;99;50;20;21;
MQ_03290_FV3_GR (MQ10);173;153;89;100;92;91;62;51;65;114;112;141;162;220;221;181;187;189;238;191;191;136;111;59;
MQ_03020_FV2_L (MQ100);7;2;5;2;3;1;2;3;11;6;16;19;23;26;44;30;33;32;32;26;27;16;7;6;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;1;1;1;1;1;0;0;0;
MQ_06170_FV4_L (MQ1002);0;0;0;0;0;0;0;1;0;4;8;10;7;6;7;5;13;9;5;8;9;1;2;0;
MQ_08050_FV3_L (MQ1003);3;3;2;3;1;2;0;4;1;3;9;14;13;18;20;19;13;18;7;2;6;7;1;0;
MQ_06161_FV3_L (MQ1004);51;31;22;11;12;19;19;16;34;104;122;124;123;161;204;230;192;219;222;143;108;66;50;12;
MQ_06170_FV6_L (MQ1005);10;5;5;2;1;2;1;1;9;15;26;32;26;26;34;40;20;27;30;24;17;10;7;1;
MQ_08110_FV1_LO (MQ1006);3;2;2;2;1;1;1;2;6;11;14;8;11;14;13;15;14;12;17;12;7;3;5;1;
MQ_08110_FV3_RO (MQ1007);5;3;0;0;1;0;0;4;9;16;13;16;14;7;16;15;11;13;15;9;9;5;6;1;
LSA 29120 Schleifen (MQ1008);268;185;156;94;78;121;122;122;236;412;517;718;757;788;1053;940;771;837;877;729;556;368;200;124;
MQ_06160_FV2_R (MQ1009);52;42;23;25;23;32;23;26;52;90;114;104;174;167;176;196;164;182;193;153;115;74;32;30;
MQ_02020_FV4_L (MQ101);41;26;12;8;12;18;23;33;29;92;125;142;182;186;239;227;192;242;244;179;136;133;63;22;
MQ_03030_FV1_G (MQ1010);83;51;44;24;20;33;65;54;109;178;281;347;447;547;595;508;468;558;486;413;312;204;117;62;
Alle Motion Det Weselerstr. (MQ1011);26312;19593;15088;13650;12664;13702;13375;14979;19451;31438;41010;49978;57130;62546;68644;66167;62144;67671;67024;59887;48655;36997;26444;17289;
LSA 3290 Schleifen (MQ1012);2925;2550;1642;1456;1485;1281;894;782;1118;2107;2791;3404;3980;4575;5097;4570;4503;5010;5173;4280;3866;2559;1991;886;
LSA 8030 Schleifen (MQ1014);1360;1260;833;747;701;583;390;309;415;743;911;1169;1291;1427;1784;1494;1448;1671;1707;1454;1340;940;877;345;
LSA 8032 Schleifen (MQ1017);874;813;626;541;607;676;248;265;347;641;851;1125;1781;1490;1673;1445;1314;1553;1494;1156;1055;712;617;276;
LSA 8041 Schleifen (MQ1018);454;471;331;313;323;272;181;219;245;442;614;751;837;868;1031;905;859;974;947;823;669;486;355;175;
MQ_02020_FV3_L (MQ102);7;17;1;2;6;4;8;10;7;15;22;34;28;32;31;32;39;37;33;33;29;20;14;2;
LSA 8140 Schleifen (MQ1020);;;;;;;;;;477;504;663;727;758;829;925;
MQ_01210_FV32_L (MQ1021);9;3;2;3;3;1;1;4;6;8;16;38;34;18;25;31;24;28;43;31;28;17;6;11;
MQ_01081_FV3_G (MQ1022);118;65;53;39;37;42;38;37;65;112;147;209;205;272;301;309;271;245;327;298;249;168;133;82;
MQ_03030_FV1_L (MQ1023);1;2;0;0;3;0;2;2;8;9;12;20;26;22;29;25;15;10;17;8;9;3;5;3;
MQ_01200_FV1_G (MQ1024);330;168;110;94;64;65;74;111;182;286;465;625;778;914;1075;942;929;1045;920;753;660;501;296;187;
MQ_01121_FV1_G (MQ1025);28;21;8;7;9;4;9;12;38;136;107;183;194;234;227;275;229;188;191;125;108;60;25;18;
MQ_01121_FV3_L (MQ1026);1;0;0;0;0;0;0;0;0;1;1;2;2;3;3;3;4;5;4;3;3;2;1;0;
MQ_01121_FV3_G (MQ1027);54;7;4;5;2;0;1;6;8;29;30;78;78;129;126;135;186;240;200;166;126;74;45;8;
MQ_01121_FV1_R (MQ1028);4;3;1;1;1;1;1;2;5;19;15;25;26;32;31;38;31;26;26;17;15;8;4;2;
MQ_01200_FV1_L (MQ1029);8;7;14;3;2;5;7;6;10;12;22;22;69;16;49;30;18;35;31;21;21;19;12;3;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);5;5;3;4;0;2;0;2;0;9;4;15;14;12;14;14;13;20;23;11;17;12;3;1;
---Test (MQ1032);55;42;29;13;8;27;19;29;56;113;192;182;266;248;275;212;185;204;227;168;126;82;49;23;
MQ_09040_FV1_G (MQ1033);109;64;48;58;38;28;33;35;61;70;112;144;184;208;195;209;191;266;260;210;193;136;104;45;
MQ_09040_FV3_G (MQ1034);127;63;33;33;28;28;41;45;91;121;177;170;195;223;263;246;246;302;278;227;169;120;79;37;
MQ_09050_FV1_G (MQ1035);163;106;83;77;29;35;39;49;108;165;229;320;307;399;437;408;340;464;443;370;294;233;132;67;
MQ_09050_FV3_G (MQ1036);124;89;56;44;32;51;48;47;115;205;287;274;261;346;444;413;384;444;432;374;271;172;97;44;
MQ_09060_FV11_G (MQ1037);154;107;75;66;30;38;39;51;104;168;223;309;320;394;434;397;342;444;409;350;266;205;131;57;
MQ_09060_FV11L (MQ1038);12;12;9;5;9;7;13;5;11;18;26;35;22;28;25;25;23;38;35;24;30;21;15;6;
MQ_09060_FV2_L (MQ1039);21;8;6;7;5;6;13;12;21;51;80;102;109;139;129;109;85;129;104;75;79;45;29;8;
MQ_03023_FV1_G (MQ104);63;39;29;16;17;24;37;39;66;130;205;255;344;426;489;425;430;547;398;302;263;154;86;39;
MQ_09060_FV2_R (MQ1040);4;2;1;2;1;1;3;3;4;10;17;21;22;28;26;22;17;26;21;16;16;9;6;2;
MQ_09060_FV3_G (MQ1041);123;81;68;59;38;47;51;42;116;203;263;254;255;361;436;400;386;445;428;370;271;155;97;53;
MQ_09060_FV3_R (MQ1042);21;21;4;4;4;25;19;14;30;71;80;87;83;106;119;111;86;120;109;99;73;52;18;7;
MQ_03250_FV1_R (MQ1043);13;7;4;6;4;3;3;4;9;10;13;19;22;25;29;26;22;32;28;25;21;15;11;4;
MQ_03250_FV1_G (MQ1044);73;40;23;37;21;16;20;23;52;57;73;106;127;140;167;145;124;181;157;144;119;83;63;20;
MQ_03250_FV1_L (MQ1045);31;19;20;20;19;10;14;13;23;20;44;52;60;60;47;48;49;73;68;58;52;46;36;20;
MQ_03250_FV2_R (MQ1046);15;10;8;7;7;7;5;6;9;17;24;33;35;39;41;39;37;47;45;36;31;20;12;7;
MQ_03250_FV2_G (MQ1047);112;71;60;47;48;48;35;41;65;128;178;240;259;283;302;289;274;347;333;263;224;146;86;46;
MQ_03250_FV2_L (MQ1048);50;37;31;27;5;11;18;20;45;71;104;125;108;139;165;156;120;176;192;148;102;83;42;21;
MQ_03250_FV3_R (MQ1049);28;17;10;8;4;7;10;11;23;39;50;50;53;67;86;77;74;85;83;71;52;34;19;10;
MQ_03250_FV3_G (MQ105);83;50;31;23;12;20;29;34;70;117;150;149;158;200;257;230;221;256;250;212;156;101;56;29;
MQ_03250_FV3_L (MQ1050);31;27;22;25;22;13;11;6;14;43;59;68;59;81;106;87;82;82;87;78;58;36;23;7;
MQ_03250_FV4_R (MQ1051);34;24;18;17;12;11;9;9;13;26;31;48;50;68;68;63;58;67;70;63;52;37;23;11;
MQ_03250_FV4_G (MQ1052);137;95;73;67;47;43;34;36;53;104;124;190;200;271;273;254;232;267;279;252;206;148;94;43;
MQ_03250_FV4_L (MQ1053);14;6;6;6;9;8;2;2;9;10;6;13;12;15;13;11;21;20;23;18;19;15;17;3;
MQ_03030_FV1_R (MQ1054);6;4;3;0;2;0;3;11;54;63;113;133;112;124;132;106;56;57;39;34;18;19;6;4;
MQ_03030_FV2_G (MQ1055);0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;3;2;2;2;1;1;0;0;0;
MQ_03030_FV2_L (MQ1056);5;3;2;1;1;1;1;0;6;11;18;21;21;23;33;34;28;27;24;12;13;5;4;3;
MQ_03030_FV2_R (MQ1057);3;2;1;0;1;1;1;0;4;7;12;14;14;15;22;23;19;18;16;8;9;3;3;2;
MQ_03030_FV3_G (MQ1058);66;57;26;15;20;68;32;56;85;187;264;315;408;404;483;414;365;370;387;328;260;194;84;53;
MQ_03030_FV3_L (MQ1059);12;9;4;2;2;2;8;8;73;59;99;111;109;112;99;83;58;51;54;43;34;20;8;8;
MQ_03080_FV4_R (MQ106);9;6;3;4;1;2;3;5;11;19;19;31;29;39;43;32;29;36;29;36;30;23;13;3;
MQ_03030_FV3_R (MQ1060);1;1;0;0;0;1;0;1;1;3;4;5;6;6;8;7;6;6;6;5;4;3;1;1;
MQ_03030_FV4_G (MQ1061);1;2;1;0;0;0;1;1;2;5;7;10;13;14;11;12;13;10;10;8;6;3;2;1;
MQ_03030_FV4_L (MQ1062);8;11;5;2;3;1;4;6;15;36;46;65;90;95;73;83;84;67;66;50;38;17;11;5;
MQ_03030_FV4_R (MQ1063);8;11;5;2;3;1;4;6;15;36;46;65;90;95;73;83;84;67;66;50;38;17;11;5;
MQ_03120_FV1_G (MQ107);234;165;112;86;73;102;87;122;205;367;513;546;661;686;783;707;596;726;699;593;465;313;230;97;
MQ_03020_FV2_R (MQ108);9;7;1;3;0;0;1;4;15;22;32;34;54;56;51;45;46;61;45;46;38;15;6;3;
MQ_03120_FV1_R (MQ109);3;2;1;1;1;1;1;2;2;4;6;6;7;8;9;8;7;8;8;7;5;4;3;1;
MQ_08050_FV2_L (MQ11);17;17;9;13;20;13;15;15;21;20;58;72;91;89;100;64;60;68;62;33;33;23;12;9;
MQ_03120_FV2_L (MQ110);8;5;3;1;2;6;9;7;5;18;23;23;30;29;28;19;24;35;32;25;22;17;8;0;
MQ_03120_FV2_R (MQ111);8;38;2;0;1;0;4;4;1;4;13;15;19;17;20;22;10;24;17;20;19;4;6;0;
MQ_06160_FV3_L (MQ112);4;7;3;1;3;6;4;5;8;13;36;23;39;25;47;48;37;42;52;25;21;13;7;4;
MQ_03120_FV3_G (MQ113);166;121;90;53;51;92;82;105;170;313;460;497;640;773;800;741;660;797;780;649;499;350;210;101;
MQ_03020_FV2_G (MQ114);18;20;10;9;4;3;14;12;33;49;60;84;92;89;96;99;106;104;83;78;75;37;28;11;
MQ_03120_FV3_L (MQ115);10;5;0;3;1;8;3;9;10;14;26;19;36;36;32;24;19;19;27;30;32;15;10;5;
MQ_03140_FV1_G (MQ116);159;104;74;46;44;74;67;83;148;276;407;496;599;729;755;686;618;773;736;620;448;317;177;86;
MQ_03140_FV1_L (MQ117);3;3;3;1;0;0;1;3;4;6;17;20;34;23;27;25;19;24;29;24;14;17;13;3;
MQ_03140_FV1_R (MQ118);5;3;3;1;2;3;2;2;5;8;11;12;15;19;19;16;16;19;18;15;12;8;5;2;
MQ_03140_FV2_G (MQ119);0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;
MQ_03290_FV3_G (MQ12);163;144;84;94;87;86;58;48;61;107;105;133;152;207;208;170;176;178;224;180;180;128;104;56;
MQ_03140_FV2_L (MQ120);2;0;0;1;0;0;0;1;4;7;11;11;11;9;10;15;11;21;16;12;5;2;2;1;
MQ_03140_FV2_R (MQ122);4;1;0;1;0;0;1;2;7;11;17;17;18;15;16;24;17;33;25;19;7;3;3;1;
