Name  /  Date: 2015_07_15;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);55;50;17;15;21;98;262;342;330;354;353;320;366;343;334;368;403;380;362;317;218;182;176;93;
MQ_03020_FV4_L (MQ1);14;10;10;1;11;54;142;283;253;180;172;173;198;177;174;239;233;292;232;158;99;67;45;32;
MQ_03290_FV3_GR (MQ10);54;28;9;13;18;61;140;222;195;186;187;181;204;208;228;211;245;238;222;171;138;124;130;67;
MQ_03020_FV2_L (MQ100);3;2;1;0;0;2;6;13;18;30;39;22;26;32;27;35;46;44;32;27;16;18;9;4;
Alle Motion Det Albersloherweg (MQ1000);3836;2604;1538;1151;3176;10381;27442;44177;39668;35055;35296;35791;36063;36850;39596;43226;48353;48477;41988;29342;20487;14735;12270;6559;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;0;
MQ_06170_FV4_L (MQ1002);0;0;0;0;0;1;2;6;9;5;12;11;9;11;7;9;13;20;11;7;4;4;1;1;
MQ_08050_FV3_L (MQ1003);3;4;1;3;4;30;36;38;60;90;110;114;113;101;130;106;125;105;120;72;38;10;3;0;
MQ_06161_FV3_L (MQ1004);29;7;27;15;16;28;64;210;176;199;163;188;180;134;147;116;200;204;194;138;84;94;91;82;
MQ_06170_FV6_L (MQ1005);1;2;0;2;4;6;21;48;42;28;28;24;33;27;32;33;41;46;41;32;20;14;11;6;
MQ_08110_FV1_LO (MQ1006);0;0;1;0;0;1;5;7;14;13;15;12;14;14;12;15;19;20;17;11;8;6;2;1;
MQ_08110_FV3_RO (MQ1007);0;0;0;0;1;3;6;16;19;22;21;23;18;15;20;17;24;28;19;15;13;8;3;1;
MQ_06160_FV2_R (MQ1009);12;8;11;6;23;58;122;213;201;189;164;185;153;145;159;163;172;181;164;142;100;68;58;40;
MQ_02020_FV4_L (MQ101);19;16;9;4;11;31;142;212;238;211;248;224;238;307;314;368;408;370;339;221;145;120;68;62;
MQ_03030_FV1_G (MQ1010);38;23;12;9;19;128;373;707;607;523;539;521;593;624;733;819;850;689;609;423;286;231;142;92;
LSA 3290 Schleifen (MQ1012);889;686;275;267;481;1464;3657;5724;5611;5550;6035;5646;5757;5664;6019;6376;6673;6403;6165;5061;3855;2797;2898;1518;
LSA 8020 Schleifen (MQ1013);946;687;276;230;501;1504;3737;6113;5498;5170;4986;5192;5362;5409;5465;5741;6200;6038;5704;4566;3348;2552;2566;1406;
LSA 8030 Schleifen (MQ1014);380;343;103;79;164;549;1439;2454;2231;2095;2052;2025;2178;2225;2269;2562;2748;2728;2445;1903;1419;1092;1275;613;
LSA 8031 Schleifen (MQ1015);187;134;111;61;124;467;1346;2200;2110;2005;1785;1839;1835;1832;1920;2192;2347;2138;1792;1306;965;704;630;400;
LSA 8040 Schleifen (MQ1016);514;371;244;202;657;2072;5627;8968;7657;6331;6106;6306;6263;6084;6829;7525;8711;8534;6740;4619;2874;2128;1626;857;
LSA 8032 Schleifen (MQ1017);278;213;116;89;205;621;1515;2504;2256;2123;2153;2240;2388;2335;2445;2675;2891;2671;2389;1788;1311;880;953;480;
LSA 8041 Schleifen (MQ1018);189;104;75;68;157;417;1042;1417;1436;1383;1423;1463;1607;1546;1536;1673;1789;1719;1617;1209;812;585;563;331;
LSA 8054 Schleifen (MQ1019);165;100;67;42;134;490;1436;2500;2086;1759;1755;1797;1851;1829;1962;2203;2643;2684;2198;1384;941;645;532;241;
MQ_02020_FV3_L (MQ102);6;0;1;0;1;3;21;46;52;41;44;31;44;39;59;73;47;48;44;40;31;19;18;11;
LSA 8140 Schleifen (MQ1020);94;58;38;24;90;304;744;1078;1015;867;924;945;897;929;1049;1180;1235;1281;1150;805;581;403;321;172;
MQ_01210_FV32_L (MQ1021);4;3;0;1;3;21;92;132;108;48;29;40;53;50;34;44;36;53;39;30;19;14;11;7;
MQ_01081_FV3_G (MQ1022);52;27;12;11;12;46;130;198;226;224;276;295;283;259;247;274;295;298;316;271;187;124;133;76;
MQ_03030_FV1_L (MQ1023);1;1;0;0;0;5;11;16;14;13;20;17;11;18;21;13;14;12;16;10;6;4;5;4;
MQ_01200_FV1_G (MQ1024);71;56;36;28;42;133;386;618;656;667;724;781;967;1047;1129;1515;1617;1248;1080;779;517;430;305;175;
MQ_01121_FV1_G (MQ1025);5;4;4;5;14;47;113;173;201;249;265;215;195;179;209;177;166;149;121;95;64;29;27;11;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;1;1;1;2;2;3;4;4;4;4;4;4;3;3;2;1;1;1;
MQ_01121_FV3_G (MQ1027);5;3;0;2;0;5;24;55;59;95;111;135;192;186;197;204;212;176;166;139;84;42;36;20;
MQ_01121_FV1_R (MQ1028);1;1;1;1;2;6;15;23;28;34;36;29;27;24;28;24;23;20;16;13;9;4;4;2;
MQ_01200_FV1_L (MQ1029);3;2;1;3;1;2;17;52;71;33;39;37;37;32;60;45;63;43;45;25;38;8;21;3;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
