Name  /  Date: 2016_11_22;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);26;22;11;16;27;89;284;328;323;356;344;361;363;361;368;337;331;330;363;312;237;138;213;94;
MQ_03290_FV3_GR (MQ10);36;24;13;9;9;56;162;229;224;186;184;192;232;232;217;239;229;219;231;215;181;127;103;52;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;3;3;2;1;1;1;1;0;
MQ_06170_FV4_L (MQ1002);1;0;0;0;1;0;0;10;6;10;10;13;20;17;10;13;9;13;8;11;5;1;0;0;
MQ_08050_FV3_L (MQ1003);2;2;2;0;6;31;34;54;93;90;107;125;127;123;125;111;116;110;95;64;28;11;1;4;
MQ_06161_FV3_L (MQ1004);8;2;1;5;7;54;201;391;380;254;206;198;182;213;236;217;247;301;258;151;100;82;55;21;
MQ_06170_FV6_L (MQ1005);1;1;0;0;2;6;40;66;52;36;33;33;35;34;43;48;51;47;40;29;20;16;9;6;
MQ_08110_FV1_LO (MQ1006);1;0;0;0;0;1;5;10;14;12;17;18;21;18;19;22;31;29;15;13;6;5;4;2;
MQ_08110_FV3_RO (MQ1007);0;0;0;1;0;1;8;18;23;25;25;28;26;22;26;28;27;26;20;13;11;5;2;2;
LSA 29120 Schleifen (MQ1008);43;34;36;29;0;1008;1525;1521;1253;1103;1169;1173;1200;1200;1709;1649;1637;1327;853;360;360;386;138;
MQ_06160_FV2_R (MQ1009);11;8;9;5;13;59;149;299;287;204;229;191;176;197;208;221;210;241;187;171;80;71;60;32;
MQ_02020_FV4_L (MQ101);18;4;10;2;14;38;127;256;319;290;220;256;294;321;281;336;403;382;313;215;148;110;76;25;
MQ_03030_FV1_G (MQ1010);39;18;10;10;30;118;466;1030;901;595;580;547;671;702;733;913;1130;923;689;492;315;238;162;78;
LSA 3290 Schleifen (MQ1012);515;427;225;230;462;1383;4134;6174;6297;6068;6032;6336;6151;6324;6399;6358;6370;6321;6298;5407;4151;2804;2843;1346;
LSA 8020 Schleifen (MQ1013);508;420;211;207;489;1408;4183;6349;6350;5646;5422;5782;5975;6242;6195;6173;6093;5868;5707;4974;3810;2484;2740;1359;
LSA 8030 Schleifen (MQ1014);202;183;78;68;185;517;1662;2830;2803;2323;2195;2270;2476;2730;2613;2777;2965;2921;2624;2352;1690;1026;1359;633;
LSA 8031 Schleifen (MQ1015);222;167;95;106;165;508;1620;2646;2760;2343;2087;2215;2392;2620;2253;2759;2816;2490;2128;1730;1192;720;1331;709;
LSA 8040 Schleifen (MQ1016);470;301;283;223;543;2407;6660;10561;9587;7407;6721;6745;7219;7369;7672;8556;9531;9149;7070;5013;3162;2149;1756;847;
LSA 8032 Schleifen (MQ1017);207;99;77;62;164;632;1826;2900;2838;2468;2347;2578;2597;2645;2713;2898;3031;2961;2278;1764;1298;873;971;441;
LSA 8041 Schleifen (MQ1018);124;66;66;49;118;433;1246;1669;1697;1688;1647;1747;1776;1824;1910;1895;1921;1901;1643;1352;901;613;645;270;
LSA 8054 Schleifen (MQ1019);104;62;48;45;101;460;1615;2786;2600;1948;1747;1849;2024;2142;2259;2607;2808;2726;2029;1341;964;702;494;236;
MQ_02020_FV3_L (MQ102);3;3;1;0;2;8;32;48;52;49;47;70;48;44;53;63;59;67;46;38;33;15;12;7;
LSA 8140 Schleifen (MQ1020);66;39;30;28;69;268;907;1387;1366;1103;1007;996;1071;1129;1212;1397;1457;1419;1209;785;508;388;288;130;
MQ_01210_FV32_L (MQ1021);0;2;2;2;1;15;136;188;179;72;41;33;52;66;48;58;59;63;56;52;16;8;20;3;
MQ_01081_FV3_G (MQ1022);41;29;17;4;7;52;143;367;353;269;285;249;278;295;303;354;426;396;361;290;205;182;134;85;
MQ_03030_FV1_L (MQ1023);4;2;0;0;0;4;8;21;79;35;10;17;16;15;26;21;19;14;24;17;7;6;8;9;
MQ_01200_FV1_G (MQ1024);51;24;20;18;35;154;495;1017;847;682;738;862;1061;1043;1127;1523;1847;1452;1215;807;642;382;294;138;
MQ_01121_FV1_G (MQ1025);4;4;2;4;8;18;74;154;235;212;250;218;178;187;189;195;204;206;158;122;73;41;21;17;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;1;1;1;2;2;2;3;4;4;4;4;4;4;4;3;2;1;0;
MQ_01121_FV3_G (MQ1027);5;5;2;0;0;4;22;45;57;78;103;115;168;181;196;201;203;209;176;176;135;69;57;10;
MQ_01121_FV1_R (MQ1028);1;1;0;1;1;3;10;21;32;29;34;30;24;25;26;27;28;28;21;17;10;6;3;2;
MQ_01200_FV1_L (MQ1029);1;4;2;2;0;1;13;98;101;61;42;41;37;50;48;64;77;92;64;43;35;14;19;7;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);1;1;0;0;2;6;3;16;22;28;16;15;14;13;15;20;11;18;23;9;14;8;5;7;
Test (MQ1032);51;29;21;8;37;72;229;473;496;492;460;476;386;483;468;518;577;578;550;416;281;217;186;99;
MQ_09040_FV1_G (MQ1033);22;17;6;6;4;37;102;236;207;144;208;215;233;225;241;297;328;338;348;238;201;136;102;51;
MQ_09040_FV3_G (MQ1034);12;6;3;5;14;58;166;286;353;316;299;286;250;271;302;292;313;290;278;190;128;110;75;41;
MQ_09050_FV1_G (MQ1035);32;15;8;9;25;86;250;384;293;251;300;370;399;456;393;503;545;544;494;377;292;233;179;83;
MQ_09050_FV3_G (MQ1036);8;10;4;4;30;113;354;507;539;469;379;342;351;348;407;399;485;408;393;275;192;136;106;47;
MQ_03023_FV1_G (MQ104);19;11;4;7;14;63;319;742;683;426;407;426;520;517;580;718;946;716;503;352;242;164;118;51;
MQ_03250_FV1_R (MQ1043);2;1;1;1;1;4;16;29;22;20;22;27;28;28;27;35;41;41;41;28;22;15;11;5;
MQ_03250_FV1_G (MQ1044);10;7;4;3;3;24;90;166;123;111;126;155;156;156;151;196;230;234;234;156;127;85;60;31;
MQ_03250_FV1_L (MQ1045);14;11;3;4;2;19;32;65;81;65;79;68;63;72;86;85;76;95;92;83;53;49;37;11;
MQ_03250_FV2_R (MQ1046);3;2;2;2;4;14;35;58;68;59;54;58;55;63;56;58;62;64;51;43;29;26;13;7;
