Name  /  Date: 2016_12_20;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);36;25;15;13;19;94;260;314;299;283;340;353;335;344;376;358;345;340;357;319;234;155;172;110;
MQ_03020_FV4_L (MQ1);12;3;7;3;10;45;136;368;361;257;241;239;251;315;319;364;396;353;269;166;84;73;47;21;
MQ_03290_FV3_GR (MQ10);48;22;16;12;26;58;156;239;216;195;218;232;230;227;221;215;99;225;228;219;172;143;141;72;
MQ_03020_FV2_L (MQ100);2;0;1;0;1;4;18;39;32;39;41;31;34;38;38;53;62;46;41;28;35;29;19;12;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;1;2;2;2;2;2;3;3;2;2;1;1;1;1;0;
MQ_06170_FV4_L (MQ1002);0;0;0;0;0;3;2;9;9;13;16;16;14;19;16;19;22;15;14;12;8;5;3;2;
MQ_08050_FV3_L (MQ1003);2;1;0;4;8;32;41;46;52;80;131;184;159;139;155;145;158;147;115;76;38;14;1;4;
MQ_06161_FV3_L (MQ1004);6;3;5;2;8;44;150;372;349;297;235;200;242;212;244;244;273;283;263;170;95;60;50;43;
MQ_06170_FV6_L (MQ1005);2;1;0;2;3;5;31;58;51;39;31;34;34;40;41;48;53;48;50;26;14;13;14;6;
MQ_08110_FV1_LO (MQ1006);1;0;0;0;1;2;6;8;22;15;17;16;18;16;20;25;32;29;18;12;9;5;3;3;
MQ_08110_FV3_RO (MQ1007);1;0;0;0;1;2;5;18;33;19;31;34;29;24;34;39;38;33;22;11;7;6;3;1;
LSA 29120 Schleifen (MQ1008);62;41;31;36;28;0;0;0;1412;1360;1148;1160;1233;1116;991;1633;1806;1563;1273;1500;442;415;322;249;
MQ_06160_FV2_R (MQ1009);7;11;7;1;18;53;148;257;253;222;214;214;204;204;217;256;250;227;182;141;81;60;65;31;
MQ_02020_FV4_L (MQ101);22;13;6;7;12;35;139;247;254;240;259;270;322;307;351;401;426;382;325;225;149;104;62;37;
