Name  /  Date: 2016_11_11;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03130_FV1_G (MQ238);68;45;31;27;47;209;714;1228;1079;805;793;798;857;991;1085;962;945;881;697;470;324;286;215;
MQ_03130_FV1_L (MQ239);2;0;0;2;3;14;58;104;89;57;77;82;64;69;69;56;48;43;29;20;11;6;7;
MQ_08020_FV1_L (MQ24);54;36;61;35;41;104;105;144;151;170;186;193;209;158;;233;143;118;147;141;134;141;108;
MQ_03130_FV1_R (MQ240);6;5;2;2;5;15;49;91;84;58;60;56;65;73;84;74;66;67;56;36;27;25;21;
MQ_03130_FV2_G (MQ241);1;0;1;0;0;4;14;24;24;16;14;22;25;33;30;29;17;19;17;13;11;10;3;
MQ_03130_FV2_L (MQ242);2;1;2;1;0;5;21;38;36;25;22;34;38;52;46;45;26;29;26;21;18;16;4;
MQ_03130_FV2_R (MQ243);0;0;0;0;0;1;5;9;9;6;5;8;9;13;11;11;6;7;6;5;4;4;1;
MQ_06160_FV1_R (MQ244);1;1;1;0;1;1;4;9;10;11;12;14;17;17;13;13;15;12;12;9;7;5;5;
MQ_03130_FV3_G (MQ245);70;44;42;28;96;245;628;971;1046;851;829;949;1156;1186;1218;1049;1021;881;667;513;345;273;231;
MQ_03130_FV3_L (MQ246);8;8;2;5;7;29;83;168;173;152;178;197;233;226;216;177;170;171;121;97;66;41;48;
MQ_03130_FV3_R (MQ247);2;1;1;1;3;7;14;22;23;19;19;23;26;29;29;25;25;21;16;13;9;7;6;
MQ_03130_FV4_G (MQ248);2;1;1;1;0;1;10;27;29;22;26;28;30;26;39;27;25;26;19;13;8;7;6;
MQ_03130_FV4_L (MQ249);282;216;231;225;237;239;226;359;313;359;377;317;275;354;329;360;304;341;267;303;278;227;247;
MQ_08020_FV1_G (MQ25);120;68;84;61;75;180;475;726;677;621;690;719;748;793;;778;720;718;652;526;402;415;295;
MQ_03130_FV4_R (MQ250);6;4;2;1;1;4;30;80;88;65;79;84;91;78;116;81;74;78;57;40;23;21;17;
MQ_03150_FV1_G (MQ251);79;39;28;27;42;222;757;1215;1126;830;872;951;953;1098;1123;1040;985;945;760;529;357;325;238;
MQ_06161_FV1_R (MQ252);7;4;4;2;6;41;179;322;321;222;222;287;345;423;444;348;318;310;201;132;118;72;54;
MQ_08070_FV1_G (MQ253);74;39;25;19;30;97;380;664;724;686;769;900;1152;1374;1445;1417;1239;1152;804;599;439;383;283;
MQ_03150_FV1_L (MQ254);8;3;4;2;5;25;92;208;193;129;119;137;140;147;164;142;106;90;59;38;29;14;12;
MQ_03150_FV1_R (MQ255);2;2;1;1;1;6;19;37;34;23;25;24;26;30;30;30;27;26;21;16;10;10;7;
MQ_08070_FV2_R (MQ256);2;0;0;0;0;2;23;42;33;14;20;35;28;33;67;31;32;20;14;15;13;10;9;
MQ_08070_FV2_L (MQ257);0;0;0;3;2;2;5;27;34;32;37;35;33;53;12;42;41;17;15;10;4;7;2;
MQ_03150_FV2_G (MQ258);159;206;222;189;154;160;143;220;191;166;266;244;193;172;333;196;214;162;141;172;88;101;148;
MQ_03150_FV2_L (MQ259);258;419;359;274;257;318;484;231;303;343;430;349;359;321;340;306;318;243;302;374;239;250;346;
MQ_08052_FV1_G (MQ26);63;31;35;21;29;192;627;1190;1089;788;741;791;951;1038;1075;1012;951;767;598;440;359;324;232;
MQ_08070_FV3_G (MQ260);46;33;21;28;88;340;1063;1877;1447;1020;922;917;1005;990;1002;994;893;878;555;366;257;195;199;
MQ_03150_FV2_R (MQ261);68;88;95;81;66;69;61;94;82;71;114;104;83;74;143;84;92;70;61;74;38;43;63;
MQ_08070_FV3_L (MQ262);0;1;0;1;4;4;14;56;50;40;25;25;27;55;25;29;24;23;20;5;5;6;6;
MQ_03150_FV3_G (MQ263);42;36;19;20;58;161;464;829;843;642;666;681;889;978;920;788;739;660;481;325;211;179;159;
MQ_03150_FV3_L (MQ264);50;33;32;21;50;160;356;488;522;456;376;530;623;631;619;576;571;524;417;326;244;198;153;
MQ_03150_FV3_R (MQ265);2;2;1;1;2;7;15;29;44;36;32;37;43;50;47;36;27;25;19;13;9;8;8;
MQ_08080_FV1_G (MQ266);69;37;24;22;29;94;362;610;667;655;731;854;1054;1266;1371;1269;1125;927;735;548;389;350;254;
MQ_08080_FV1_R (MQ267);0;0;0;0;0;0;1;2;2;3;3;3;4;5;6;5;5;4;3;2;1;1;1;
MQ_08080_FV1_L (MQ268);2;2;1;0;1;2;6;59;46;41;55;62;102;148;181;167;138;111;57;53;36;26;22;
MQ_06161_FV2_R (MQ269);6;3;3;2;2;15;52;95;114;101;113;96;102;138;115;140;121;139;80;53;33;28;27;
MQ_08020_FV2_R (MQ27);10;3;1;4;3;13;22;36;39;36;23;45;54;62;;53;34;38;40;39;29;27;40;
MQ_06161_FV2_L (MQ270);14;14;16;5;29;83;246;501;412;371;339;308;354;390;378;357;345;337;235;141;116;96;70;
MQ_03150_FV4_G (MQ271);7;5;1;2;5;12;40;108;81;78;82;69;90;100;106;108;86;87;66;49;31;25;22;
MQ_08080_FV2_R (MQ272);2;2;1;0;2;14;53;187;124;63;57;56;71;101;66;85;53;77;46;22;24;26;19;
MQ_08080_FV2_L (MQ273);0;1;0;0;1;4;14;50;33;17;15;15;19;27;17;23;14;21;12;6;6;7;5;
MQ_08080_FV2_G (MQ274);0;0;0;0;0;1;4;12;8;4;4;4;5;7;4;6;4;5;3;1;2;2;1;
MQ_08080_FV3_R (MQ275);6;1;1;2;2;4;15;36;40;33;42;37;35;47;47;39;38;38;30;27;14;10;17;
MQ_08080_FV3_G (MQ276);44;30;20;30;91;329;1009;1710;1348;974;887;876;950;958;967;922;859;767;531;345;240;191;195;
MQ_03150_FV4_L (MQ277);11;7;0;5;4;16;55;91;95;103;85;100;96;111;100;102;97;107;85;62;39;30;29;
MQ_08080_FV3_L (MQ278);0;0;0;3;5;2;2;7;15;22;22;21;19;25;9;22;14;21;17;5;6;5;6;
MQ_03150_FV4_R (MQ279);7;5;1;2;4;11;36;100;75;72;76;64;83;92;98;99;80;80;61;46;28;23;20;
MQ_08020_FV2_L (MQ28);19;5;6;8;5;26;64;111;102;95;100;105;158;225;;148;114;105;96;76;71;82;59;
MQ_03170_FV1_G (MQ280);41;21;11;9;30;95;239;452;426;321;398;364;385;449;435;434;445;389;318;204;146;151;96;
MQ_06161_FV3_G (MQ281);13;7;9;3;4;30;108;221;226;238;223;277;355;390;296;296;291;242;186;114;85;83;65;
MQ_08080_FV4_G (MQ282);1;1;0;1;1;1;6;20;15;16;12;13;15;21;18;18;24;14;15;7;3;2;3;
MQ_08080_FV4_R (MQ283);1;0;0;0;0;0;3;8;8;7;5;6;5;9;9;10;10;7;5;3;1;1;2;
MQ_08080_FV4_L (MQ284);3;2;1;2;2;2;13;46;34;36;27;30;35;48;41;42;55;32;34;17;8;5;6;
MQ_03170_FV1_L (MQ285);26;12;5;8;18;110;295;525;477;377;428;415;488;530;540;495;495;457;327;225;153;120;93;
MQ_03170_FV1_R (MQ286);1;0;0;0;1;1;3;7;6;4;6;5;7;7;7;8;8;6;7;4;2;3;2;
MQ_06161_FV1_L (MQ287);20;10;5;6;10;34;50;126;103;126;149;177;200;195;222;164;183;152;95;75;48;36;27;
MQ_03170_FV2_G (MQ288);1;3;1;2;4;15;23;37;33;29;22;41;35;35;24;31;29;31;27;17;13;7;6;
MQ_03170_FV2_L (MQ289);10;7;6;7;14;37;105;185;175;130;116;122;116;115;114;138;140;123;82;69;39;34;29;
MQ_08052_FV1_R (MQ29);0;0;0;0;0;7;5;17;16;20;16;14;15;15;20;21;6;10;5;3;2;0;0;
MQ_03170_FV2_R (MQ290);1;3;1;2;4;14;23;35;32;28;21;39;33;33;23;30;29;30;26;16;13;6;6;
MQ_03170_FV3_G (MQ291);27;25;23;12;27;112;299;387;405;329;319;336;363;429;424;370;348;342;236;201;152;124;103;
MQ_03170_FV3_L (MQ292);17;13;12;11;22;79;278;433;389;302;315;316;358;414;478;371;378;339;228;162;115;96;85;
MQ_08090_FV1_G (MQ293);55;31;19;15;23;82;321;533;560;538;572;662;808;983;1010;962;843;704;572;392;302;252;187;
MQ_03170_FV3_R (MQ294);0;0;0;0;0;1;3;5;6;4;3;4;3;4;4;4;2;2;2;2;1;1;1;
MQ_03170_FV4_G (MQ295);1;6;1;1;2;4;22;38;63;51;47;62;85;73;85;68;56;60;34;23;28;17;12;
MQ_03170_FV4_L (MQ296);8;11;7;4;10;15;39;78;100;92;73;104;143;160;151;125;147;141;86;67;57;37;31;
MQ_08090_FV1_L (MQ297);14;4;5;10;12;14;41;133;159;156;190;215;267;308;267;322;297;277;195;171;108;106;82;
MQ_03170_FV4_R (MQ298);0;1;0;0;0;0;2;3;5;4;4;5;6;6;7;5;4;5;3;2;2;1;1;
MQ_08090_FV2_R (MQ299);5;9;2;7;27;81;314;602;471;268;260;224;261;258;215;269;204;265;153;92;66;54;52;
MQ_03290_FV12_G (MQ3);40;26;34;25;22;69;157;214;202;210;214;227;224;219;;220;220;213;203;184;134;157;104;
MQ_06160_FV2_G (MQ30);1;1;1;1;2;4;13;27;24;17;15;17;23;27;28;23;21;21;13;9;7;5;4;
MQ_08090_FV2_L (MQ300);1;1;0;1;1;4;18;57;58;56;50;64;37;70;72;49;61;55;33;21;17;8;5;
MQ_08063_FV1_G (MQ301);18;3;12;8;8;42;139;289;209;132;172;157;159;167;200;143;135;116;85;50;30;24;31;
MQ_08063_FV1_L (MQ302);;;2;2;3;2;2;11;14;19;34;24;44;22;24;35;21;27;21;17;10;3;6;
MQ_08090_FV3_G (MQ303);35;19;14;19;63;243;643;977;739;572;485;532;542;607;459;575;536;484;341;235;173;124;145;
MQ_08063_FV2_L (MQ304);9;8;3;5;18;88;233;519;349;234;239;221;248;271;237;288;225;157;105;57;39;34;17;
MQ_08063_FV2_R (MQ305);1;1;0;1;2;9;23;51;35;23;24;22;24;27;24;29;22;16;10;6;4;3;2;
MQ_08063_FV3_G (MQ306);50;23;9;11;15;58;132;147;173;203;231;267;350;395;496;444;317;290;192;112;87;65;58;
MQ_08090_FV3_R (MQ307);3;1;1;1;1;4;13;42;66;83;117;110;120;105;194;118;138;79;58;31;20;19;9;
MQ_08063_FV3_R (MQ308);16;7;3;3;5;18;42;46;54;64;73;84;111;125;157;140;100;91;61;35;28;21;19;
MQ_08062_FV1_G (MQ309);14;14;13;14;29;126;348;714;519;315;360;325;365;417;352;378;298;248;156;91;68;57;51;
MQ_08020_FV3_G (MQ31);106;69;79;71;77;177;437;653;624;636;631;615;636;642;;651;633;581;528;462;391;424;289;
MQ_08062_FV1_L (MQ310);2;0;1;0;2;10;43;147;80;73;71;84;70;62;96;91;79;48;44;22;14;19;13;
MQ_08062_FV2_L (MQ311);10;5;0;5;6;16;60;113;106;98;115;126;150;199;189;156;152;114;81;39;28;36;27;
MQ_08062_FV2_R (MQ312);8;4;0;4;4;13;47;89;84;77;91;99;118;156;148;123;119;89;63;30;22;28;21;
MQ_08062_FV3_G (MQ313);19;8;2;7;11;53;109;257;272;242;270;271;368;391;364;383;292;236;153;88;66;41;41;
MQ_08062_FV3_R (MQ314);19;8;2;7;11;53;109;257;272;242;270;271;368;391;364;383;292;236;153;88;66;41;41;
MQ_08061_FV1_G (MQ315);304;323;227;204;146;94;65;48;49;
MQ_08100_FV1_R (MQ316);0;0;0;0;0;2;30;64;61;14;9;7;6;8;29;4;5;10;;;;7;2;
MQ_08100_FV1_G (MQ317);54;32;20;15;24;85;303;518;548;584;608;691;833;1048;1051;1005;896;752;602;402;324;256;184;
MQ_08061_FV1_L (MQ318);24;39;25;21;14;5;7;7;6;
MQ_08061_FV1_R (MQ319);71;83;58;52;37;23;16;13;13;
MQ_08052_FV2_R (MQ32);0;0;0;0;0;0;0;5;1;8;12;6;5;10;5;8;6;4;4;2;1;0;0;
MQ_08061_FV2_G (MQ320);60;68;65;43;28;13;4;6;9;
MQ_08061_FV2_L (MQ321);168;154;125;100;60;23;24;12;18;
MQ_06170_FV1_G (MQ322);41;23;14;9;26;76;308;530;524;438;481;587;732;870;818;699;650;633;504;321;255;206;174;
MQ_08100_FV3_G (MQ323);37;20;14;20;63;247;655;1006;786;643;597;632;646;690;600;661;665;528;388;265;193;142;150;
MQ_08061_FV2_R (MQ324);57;56;48;36;22;9;7;5;7;
MQ_08100_FV3_L (MQ325);0;0;0;0;0;0;8;23;18;7;4;3;6;7;40;7;7;5;2;2;3;1;0;
MQ_08061_FV3_L (MQ327);148;140;135;91;55;22;19;9;6;
MQ_08061_FV3_R (MQ328);129;117;104;87;59;31;19;23;19;
MQ_08061_FV4_G (MQ329);52;45;35;30;20;11;6;6;5;
MQ_08052_FV2_L (MQ33);1;0;0;0;0;0;6;3;11;20;24;17;15;20;12;20;14;9;0;4;7;0;1;
MQ_08061_FV4_L (MQ330);56;60;54;25;15;9;6;8;1;
MQ_08061_FV4_R (MQ331);124;121;102;63;40;23;14;16;7;
MQ_08065_FV1_G (MQ332);5;2;1;0;1;5;12;48;50;52;62;62;103;117;72;52;45;18;12;25;21;11;14;
MQ_08110_FV1_G (MQ333);56;28;19;11;24;82;285;492;498;538;557;640;785;980;954;928;835;722;573;384;304;248;182;
MQ_08065_FV2_L (MQ334);2;2;1;0;0;4;10;42;37;30;44;43;73;72;56;39;28;15;8;12;12;5;9;
MQ_08110_FV1_L (MQ335);2;3;2;2;1;6;17;36;62;70;69;65;77;80;115;88;82;64;38;31;20;14;14;
MQ_08065_FV2_R (MQ336);3;1;0;0;0;3;5;11;20;19;24;27;36;57;24;19;24;5;6;14;12;7;7;
MQ_08065_FV3_L (MQ337);1;1;2;0;0;3;25;71;67;22;38;28;44;37;40;16;16;8;4;2;1;0;0;
MQ_08065_FV4_G (MQ338);400;400;400;79;648;423;329;325;299;
MQ_06170_FV2_R (MQ339);1;2;0;0;0;5;21;42;41;34;44;56;64;77;62;57;52;49;39;21;16;12;6;
MQ_08052_FV3_G (MQ34);52;33;26;22;84;267;842;1432;1220;966;877;913;1049;1117;1222;1168;970;896;536;465;321;192;184;
MQ_08110_FV3_R (MQ341);1;1;0;0;2;2;19;60;53;63;76;67;79;54;107;63;82;57;30;32;24;4;5;
MQ_08110_FV3_G (MQ342);37;20;15;20;65;251;662;1048;795;657;632;671;679;703;634;688;702;566;413;287;208;143;154;
MQ_08052_FV3_L (MQ35);0;0;0;0;0;0;0;18;9;11;12;13;18;18;9;15;8;5;3;2;0;0;0;
MQ_08120_FV1_R (MQ350);46;23;12;14;19;55;84;51;35;35;49;56;52;48;67;58;65;47;38;20;16;8;9;
MQ_08120_FV1_G (MQ351);13;0;1;2;2;15;166;408;408;432;440;508;649;852;911;797;693;619;481;331;263;221;147;
MQ_08120_FV1_L (MQ352);1;3;3;0;0;12;32;43;50;64;59;73;64;92;76;82;56;61;55;29;27;13;15;
MQ_08120_FV2_G (MQ354);0;1;0;0;0;2;4;12;11;25;10;15;20;19;12;14;12;15;9;6;3;2;1;
MQ_08120_FV2_R (MQ355);;;;;;;;;;;;;;;;;;;;;;;;
MQ_08120_FV2_L (MQ356);1;2;1;0;1;8;14;47;44;98;39;60;78;75;46;55;47;59;36;26;10;8;6;
MQ_06170_FV3_G (MQ357);30;19;13;10;29;155;520;966;855;676;674;558;641;712;742;700;651;570;400;271;162;131;118;
MQ_06170_FV5_G (MQ358);29;17;12;9;27;150;509;946;826;647;622;536;623;697;715;696;652;574;373;272;153;130;122;
MQ_08120_FV3_G (MQ359);33;18;14;18;63;234;634;989;739;581;569;590;624;604;667;593;614;519;367;253;178;133;139;
MQ_03020_FV1L (MQ36);2;2;0;2;4;3;30;87;82;86;;
MQ_08120_FV3_R (MQ360);2;1;1;1;3;9;26;42;30;25;25;26;28;25;31;26;27;22;15;12;9;7;8;
MQ_06170_FV5_R (MQ361);1;1;1;0;1;5;16;25;22;19;18;16;19;22;23;20;20;18;13;10;6;5;5;
MQ_08120_FV4_G (MQ362);0;0;0;0;0;1;1;3;3;6;6;8;6;6;8;6;7;6;4;1;0;0;0;
MQ_08120_FV4_R (MQ363);0;0;0;0;0;3;4;11;13;26;29;35;27;27;34;28;31;26;16;3;0;1;0;
MQ_08120_FV4_L (MQ364);0;0;0;0;0;3;4;11;13;26;29;35;27;27;34;28;31;26;16;3;0;1;0;
MQ_01090_16_DRad3 (MQ365);69;58;25;26;31;29;49;255;428;379;315;303;335;383;;;;330;236;201;144;134;136;
MQ_01090_15_DRad1 (MQ368);;;;;;;;;;;;;;;;;;;;;;;;
MQ_03023_FV2_G (MQ37);27;19;11;7;32;95;323;553;499;420;397;367;421;453;505;415;371;381;298;213;136;131;89;
MQ_08130_FV1_R (MQ371);7;5;6;2;5;11;18;43;51;46;38;53;59;57;120;103;99;87;71;49;42;22;26;
MQ_08130_FV1_G (MQ372);54;21;13;12;20;66;248;454;405;448;464;522;662;875;816;788;686;598;478;324;249;227;149;
MQ_06170_FV6_R (MQ374);1;2;0;1;4;8;50;90;74;50;46;49;49;88;53;69;71;55;48;27;21;18;16;
MQ_08130_FV3_G (MQ375);35;17;13;15;57;210;607;918;689;551;545;576;594;578;541;551;570;486;343;235;168;124;137;
MQ_08130_FV3_L (MQ377);1;0;0;0;1;2;8;15;28;9;17;18;33;20;40;28;45;40;25;14;9;7;8;
MQ_08053_FV1_G (MQ38);64;32;30;16;30;139;507;994;862;701;712;751;950;1083;1118;1050;1017;834;655;485;366;321;235;
MQ_08140_FV1_G (MQ385);33;15;13;15;55;210;610;923;702;539;554;585;609;583;565;572;620;446;362;241;171;126;139;
MQ_08140_FV2_G (MQ386);53;22;11;12;22;75;258;484;428;452;470;527;657;855;840;689;705;534;483;326;254;220;153;
MQ_08053_FV1_R (MQ39);1;0;9;8;1;60;127;226;266;128;77;100;95;82;76;70;55;33;35;6;12;4;1;
MQ_29100_FV1_G (MQ392);;;;;;;;;;;;;;;;;;;;;;;;
MQ_29100_FV2_G (MQ393);51;21;9;9;24;66;261;491;414;431;444;524;631;837;781;755;672;597;437;282;230;192;138;
MQ_29110_FV1_G (MQ398);44;30;21;18;89;308;875;1355;1022;801;844;882;895;905;529;531;587;459;343;224;160;117;130;
MQ_29110_FV2_G (MQ399);;;;;;;;;;;;;;;;;;;;;;;;
MQ_03290_FV12_L (MQ4);49;29;24;31;42;73;198;332;326;322;298;282;317;338;;337;301;256;229;195;196;190;154;
MQ_08053_FV2_R (MQ40);2;1;0;0;1;4;14;15;38;69;90;120;147;190;157;173;148;133;83;45;32;12;3;
MQ_29120_FV1_G (MQ402);40;17;8;7;20;57;204;406;316;337;352;406;488;692;603;590;531;377;349;233;182;152;124;
MQ_29120_FV1_L (MQ403);9;4;2;1;4;12;45;89;69;74;77;89;107;152;132;129;116;83;77;51;40;33;27;
MQ_29120_FV2_R (MQ404);5;1;1;0;12;21;24;9;;;;;;;42;31;23;25;33;22;18;15;12;
MQ_29120_FV2_L (MQ405);3;0;1;0;6;11;13;5;;;;;;;23;17;13;13;18;12;9;8;7;
MQ_29120_FV3_G (MQ406);20;15;6;11;34;148;480;711;521;406;406;448;477;507;413;454;495;321;287;192;139;99;104;
MQ_06160_FV1_L (MQ407);7;6;2;1;3;21;73;144;158;142;145;195;231;243;164;195;190;166;130;84;75;63;49;
MQ_29120_FV3_R (MQ408);1;1;0;1;2;6;20;30;22;17;17;19;20;21;17;19;21;13;12;8;6;4;4;
MQ_08053_FV2_L (MQ41);4;1;0;0;11;16;26;45;64;65;70;94;118;152;228;185;144;93;51;30;31;12;2;
MQ_08053_FV3_G (MQ42);47;34;27;23;72;253;822;1428;1163;903;823;832;943;980;997;985;843;809;489;441;289;183;183;
MQ_08053_FV3_L (MQ43);2;2;0;1;4;30;61;103;119;86;79;111;103;87;64;113;101;63;34;25;15;3;4;
MQ_03290_FV12_R (MQ432);27;17;22;17;15;46;104;143;135;140;142;151;149;146;;146;146;142;136;122;89;104;70;
MQ_03290_FV3_R (MQ433);4;2;2;2;2;4;10;15;15;13;13;14;15;15;;14;14;14;14;12;11;11;8;
MQ_03290_FV3_L (MQ434);17;16;14;16;10;19;10;35;40;30;26;27;27;23;;46;29;34;51;36;35;40;30;
MQ_03290_FV4_R (MQ435);1;1;0;0;1;2;5;11;13;13;13;13;14;14;;12;13;14;10;8;7;5;6;
MQ_08020_FV3_R (MQ436);27;33;29;25;33;77;127;126;125;181;154;164;143;115;;163;173;147;155;101;107;145;75;
MQ_08030_FV2_R (MQ437);22;19;17;13;14;18;30;90;66;71;72;83;80;100;;156;92;65;70;42;42;74;54;
MQ_08031_FV2_G (MQ438);1;0;0;0;0;0;2;3;9;7;5;5;9;9;;5;4;4;2;2;2;3;1;
MQ_08031_FV2_R (MQ439);3;0;2;0;2;2;9;17;48;42;28;31;50;51;;29;25;22;10;9;12;18;5;
MQ_06160_FV1_G (MQ44);23;13;9;1;11;27;96;199;214;216;235;287;344;408;302;315;324;286;264;175;132;105;105;
MQ_08031_FV4_G (MQ440);0;1;3;3;2;2;0;1;2;3;4;5;4;5;;3;6;4;3;4;9;5;6;
MQ_08031_FV4_R (MQ441);2;5;18;20;13;9;2;7;14;16;23;27;23;28;;18;34;24;20;22;53;30;37;
MQ_08032_FV2_R (MQ442);1;0;1;0;0;3;7;15;11;11;20;13;40;48;12;10;8;4;3;4;2;4;0;
MQ_08032_FV2_L (MQ443);0;0;0;0;0;2;4;10;8;8;13;9;27;32;8;7;6;3;2;2;2;3;0;
MQ_08041_FV2_G (MQ444);3;1;2;1;1;1;2;3;5;6;7;9;8;10;;8;9;5;6;4;4;3;1;
MQ_08041_FV2_R (MQ445);17;5;10;6;4;7;9;19;28;35;41;48;48;55;;44;53;26;36;21;25;15;8;
MQ_08041_FV4_G (MQ446);0;0;0;0;0;0;1;1;1;2;3;3;5;6;;2;3;1;1;1;1;1;1;
MQ_08041_FV4_R (MQ447);1;0;1;1;0;4;9;10;11;14;30;28;43;56;;18;27;12;7;11;8;7;5;
MQ_08060_FV2_R (MQ448);12;13;9;8;20;73;95;155;148;151;137;139;149;148;;163;129;130;;;;;;
MQ_08070_FV1_R (MQ449);1;0;0;0;0;1;3;5;6;5;6;7;9;11;13;12;10;10;7;5;3;3;2;
MQ_03070_FV2_R (MQ45);1;0;0;0;0;2;7;30;33;29;23;26;40;24;20;20;13;26;13;9;7;11;4;
MQ_08100_FV2_R (MQ450);10;3;6;2;3;11;11;19;19;42;40;42;54;57;44;46;58;10;
MQ_08100_FV2_L (MQ451);4;4;3;2;9;20;45;101;50;36;25;29;34;40;69;84;59;57;26;23;23;15;24;
MQ_08110_FV2_R (MQ452);3;0;0;1;2;3;15;46;47;47;50;46;50;42;50;38;52;35;24;20;11;8;4;
MQ_08110_FV2_L (MQ453);2;0;0;1;1;2;9;27;28;28;29;27;29;25;29;22;30;20;14;12;6;5;2;
MQ_06170_FV2_L (MQ454);3;2;2;1;0;12;39;103;86;100;105;110;127;127;84;124;105;89;75;53;36;37;20;
MQ_08130_FV2_R (MQ455);1;0;1;1;2;9;17;28;21;17;12;12;15;14;23;22;20;23;11;10;6;6;4;
MQ_08130_FV2_L (MQ456);2;1;2;3;6;27;52;85;62;50;36;36;44;41;69;65;61;69;32;29;17;18;11;
MQ_01210_FV5_L (MQ457);14;7;5;7;8;24;58;119;122;104;131;113;149;149;;;;129;89;63;67;39;50;
MQ_01160_FV3_G (MQ458);46;14;12;12;30;104;592;1044;1092;972;782;904;919;963;;;;880;618;382;276;174;130;
MQ_01210_FV2_L (MQ459);9;3;3;4;6;19;59;82;81;73;79;75;80;82;;;;81;59;42;40;26;29;
MQ_08030_FV1_R (MQ46);41;17;11;15;18;58;187;312;281;241;245;262;320;348;320;335;273;306;319;257;174;172;118;
MQ_01210_FV2_G (MQ460);6;2;2;2;5;15;50;68;66;60;51;57;54;53;;;;52;40;27;25;18;15;
MQ_01210_FV2_R (MQ461);20;5;6;5;15;49;159;230;226;201;168;191;187;181;;;;170;133;87;83;61;50;
MQ_01210_FV32_G (MQ462);47;45;18;17;41;155;642;1189;1166;930;827;762;773;747;;;;801;591;401;271;207;172;
MQ_01210_FV12_G (MQ463);46;29;17;10;25;80;291;635;497;439;519;643;881;990;;;;609;475;346;257;236;186;
MQ_02021_FV2_G (MQ464);68;53;41;24;82;218;605;984;1105;869;870;980;1249;1280;;;;899;670;502;346;290;252;
MQ_02021_FV1_G (MQ465);76;45;35;28;53;256;909;1415;1290;978;986;947;1055;1147;;;;1005;859;585;397;355;261;
MQ_02020_FV4_G (MQ466);45;30;19;19;26;189;636;986;867;670;653;623;727;822;;;;516;592;352;245;204;157;
MQ_02020_FV3_G (MQ467);33;10;16;13;19;55;173;353;338;273;302;324;394;404;;;;363;276;228;137;143;111;
MQ_02020_FV2_G (MQ468);52;41;27;13;75;179;558;884;910;714;773;851;1073;1082;;;;810;557;400;284;249;209;
MQ_02020_FV1_G (MQ469);37;18;24;12;36;80;277;461;467;409;442;414;445;488;;;;300;302;179;148;131;95;
MQ_08030_FV1_G (MQ47);119;73;97;74;88;167;392;609;601;557;607;629;721;775;880;689;644;601;493;445;357;365;277;
MQ_01100_FV3_G (MQ470);;;;;
MQ_01100_FV1_G (MQ471);;;;;
MQ_01051_FV1_G (MQ472);47;48;29;21;76;214;755;1165;1194;876;853;962;1234;1294;;;;963;678;479;342;292;210;
MQ_01051_FV3_G (MQ473);50;44;22;24;30;198;548;1072;892;632;654;590;724;853;;;;703;634;350;284;254;196;
MQ_01060_FV1_G (MQ474);34;28;11;23;25;137;416;477;507;501;487;457;462;450;;;;498;421;269;200;141;124;
MQ_01061_FV1_G (MQ475);;;;400;
MQ_01070_FV1_G (MQ476);34;34;9;24;30;150;483;525;643;551;543;496;579;483;;;;473;455;273;188;147;124;
MQ_01060_FV3_G (MQ477);53;39;18;16;28;87;302;457;459;364;436;512;637;782;;;;551;481;303;267;230;215;
MQ_01061_FV3_G (MQ478);;;;;
MQ_01070_FV3_R (MQ479);51;17;21;16;27;74;280;517;483;370;449;463;534;558;;;;503;422;319;216;199;163;
MQ_03290_FV4_GRL (MQ48);52;31;35;32;41;73;203;324;311;267;279;296;343;388;480;337;320;308;258;233;162;179;122;
MQ_01070_FV3_G (MQ480);58;39;17;15;26;84;293;434;436;359;431;488;607;755;;;;497;459;287;266;231;210;
MQ_01080_FV1_G (MQ481);68;42;36;34;51;215;658;845;884;871;849;848;809;829;;;;923;718;451;326;280;218;
MQ_01160_FV1_G (MQ482);88;45;42;26;45;182;530;967;880;754;820;939;1135;1083;;;;1029;817;596;460;423;305;
MQ_01080_FV3_G (MQ483);100;53;36;35;45;133;490;771;747;605;749;777;933;1089;;;;876;754;514;404;385;327;
MQ_01090_FV1_G (MQ484);76;35;39;35;47;206;558;850;828;765;798;829;785;747;;;;690;640;419;321;253;197;
MQ_01090_FV2_R (MQ485);69;44;33;25;22;49;139;247;280;215;260;273;332;387;;;;310;316;221;177;204;173;
MQ_01090_FV31_G (MQ486);113;51;35;36;50;123;493;796;718;629;705;749;922;1000;;;;885;697;505;394;354;301;
MQ_01110_FV1_G (MQ487);98;49;57;43;54;233;671;1106;1066;959;980;1010;1008;977;;;;855;728;525;394;337;282;
MQ_01110_FV3_G (MQ488);124;50;35;37;57;152;588;1029;933;857;939;996;1166;1223;;;;1111;868;599;462;403;325;
MQ_01120_FV3_G (MQ489);100;43;29;35;54;130;523;886;838;747;821;848;980;1016;;;;980;736;494;383;336;264;
MQ_03181_FV3_G (MQ49);49;32;15;9;20;90;272;533;534;428;483;604;675;760;806;664;622;612;448;311;233;186;145;
