Name  /  Date: 2016_04_30;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);265;212;139;139;123;163;106;107;186;303;330;336;371;353;356;379;343;335;341;343;243;213;238;259;
MQ_03020_FV4_L (MQ1);28;14;22;14;6;30;33;67;119;144;183;212;207;197;200;183;179;178;163;127;95;53;57;35;
MQ_03290_FV3_GR (MQ10);192;133;106;105;108;121;77;108;120;179;201;237;244;237;239;245;240;224;230;244;194;142;174;147;
MQ_03020_FV2_L (MQ100);5;6;3;5;3;2;2;5;18;9;29;24;35;37;45;34;29;22;23;20;21;15;26;10;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;
MQ_06170_FV4_L (MQ1002);2;1;0;1;1;0;0;1;3;4;18;19;12;17;12;11;9;11;9;11;14;5;3;0;
MQ_08050_FV3_L (MQ1003);1;2;1;0;3;7;4;13;87;114;158;160;192;201;167;184;170;143;140;83;71;13;0;3;
MQ_06161_FV3_L (MQ1004);31;22;9;16;12;32;31;49;103;158;196;208;181;175;212;198;179;180;164;154;105;82;64;56;
MQ_06170_FV6_L (MQ1005);6;5;2;2;4;3;2;9;18;36;33;37;36;38;40;36;29;26;42;26;19;17;11;13;
MQ_08110_FV1_LO (MQ1006);3;4;1;1;2;3;2;8;13;13;14;25;24;21;26;24;26;20;15;16;13;9;3;4;
MQ_08110_FV3_RO (MQ1007);2;1;0;1;1;2;4;13;31;43;47;54;56;39;36;30;31;25;29;22;18;18;3;3;
LSA 29120 Schleifen (MQ1008);262;162;100;90;95;147;258;406;648;806;1122;1252;1260;1203;1252;1173;1081;1056;1040;839;631;439;422;302;
MQ_06160_FV2_R (MQ1009);42;39;22;20;24;30;37;53;111;148;196;212;228;225;204;175;183;164;181;184;101;82;81;60;
MQ_02020_FV4_L (MQ101);36;30;11;18;11;15;48;59;101;174;211;212;278;275;273;275;274;236;237;182;155;115;63;58;
MQ_03030_FV1_G (MQ1010);65;52;52;23;25;46;98;181;264;310;442;455;536;590;525;552;511;453;415;346;237;175;152;111;
LSA 3290 Schleifen (MQ1012);3872;2682;1925;1859;1648;1775;1450;1951;2905;4780;5812;6448;6969;6592;6610;6609;6430;6164;5981;6080;4574;3896;4267;4068;
LSA 8020 Schleifen (MQ1013);4237;2919;2269;2182;1874;1837;1417;1691;2408;4105;4570;5307;5820;5714;6083;6046;5630;5292;5486;5767;4076;3402;3902;3938;
LSA 8030 Schleifen (MQ1014);2052;1214;811;830;665;672;506;591;884;1564;1724;2136;2408;2384;2538;2405;2462;2301;2315;2784;1731;1465;2124;1806;
LSA 8031 Schleifen (MQ1015);2850;1597;1505;1560;1209;1015;639;643;795;1310;1327;1771;1917;1877;2014;1978;2021;1971;2140;2687;1284;1123;1874;2067;
LSA 8040 Schleifen (MQ1016);2278;944;796;665;770;936;1125;2145;3270;4974;6314;7352;7476;7447;8045;7284;6668;6340;6322;5763;3283;2348;2269;1951;
LSA 8032 Schleifen (MQ1017);1611;652;537;512;422;422;433;681;973;1541;1914;2299;2527;2381;2593;2424;2335;2120;2183;2074;1328;1048;1382;1263;
LSA 8041 Schleifen (MQ1018);1021;401;360;306;292;278;284;525;852;1375;1771;2051;2209;2146;2279;2102;2008;1839;1935;1748;1014;739;908;853;
LSA 8054 Schleifen (MQ1019);455;267;184;129;157;180;303;599;896;1259;1629;1890;1989;2025;2163;1879;1801;1639;1590;1341;915;624;546;486;
MQ_02020_FV3_L (MQ102);8;9;6;2;4;5;6;10;29;36;48;61;69;53;73;67;56;67;56;55;40;17;18;18;
