Name  /  Date: 2016_05_04;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);46;24;10;15;26;88;288;336;353;362;352;364;365;357;372;361;362;358;369;361;322;251;235;116;
MQ_03020_FV4_L (MQ1);13;6;6;6;12;52;169;358;299;248;216;210;234;251;252;300;314;315;268;192;111;89;50;31;
MQ_03290_FV3_GR (MQ10);41;23;17;7;25;67;173;232;217;217;201;240;232;256;238;235;231;238;241;255;221;191;190;114;
MQ_03020_FV2_L (MQ100);1;1;1;0;0;3;14;77;132;44;26;27;55;67;47;49;47;43;25;27;21;13;10;4;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;1;2;2;2;2;2;2;3;2;2;2;1;1;0;0;
MQ_06170_FV4_L (MQ1002);0;0;0;1;0;0;3;4;10;9;11;15;14;6;18;19;10;19;18;11;5;5;4;4;
MQ_08050_FV3_L (MQ1003);1;5;3;2;8;26;38;51;113;117;139;120;143;132;149;144;175;168;170;114;74;10;3;2;
MQ_06161_FV3_L (MQ1004);8;5;6;3;6;54;196;326;359;238;213;195;199;212;209;252;250;273;273;170;118;82;74;50;
MQ_06170_FV6_L (MQ1005);2;1;1;0;2;6;25;60;50;33;34;28;37;41;37;47;48;63;46;32;23;12;12;6;
MQ_08110_FV1_LO (MQ1006);0;0;0;1;0;3;8;15;22;21;23;22;26;27;26;29;39;42;27;22;17;9;5;3;
MQ_08110_FV3_RO (MQ1007);0;0;0;0;1;2;11;32;41;44;50;51;47;37;44;44;48;52;38;35;32;18;5;2;
LSA 29120 Schleifen (MQ1008);76;24;32;40;100;327;998;1471;1398;1276;1209;1203;1211;1414;1409;1560;1783;1762;1465;1137;834;550;417;260;
MQ_06160_FV2_R (MQ1009);10;10;6;7;13;56;149;283;280;222;218;207;188;217;226;187;217;204;212;174;137;101;80;59;
MQ_02020_FV4_L (MQ101);80;11;6;7;9;37;134;276;294;240;272;231;277;303;338;426;444;451;336;260;166;128;83;60;
MQ_03030_FV1_G (MQ1010);33;15;13;13;20;117;430;896;809;543;550;634;729;732;774;985;1031;840;645;458;315;263;159;78;
LSA 3290 Schleifen (MQ1012);638;409;229;236;490;1394;4051;6312;6476;6469;6451;6424;6370;6473;6532;6589;6529;6722;6665;6157;5172;4172;3763;2579;
LSA 8020 Schleifen (MQ1013);588;376;221;215;523;1364;4129;6094;5966;5852;5542;6084;5889;6204;6202;6442;6266;6130;5988;5502;4489;3566;3362;2304;
LSA 8030 Schleifen (MQ1014);241;187;71;78;172;508;1692;2608;2582;2365;2349;2441;2494;2634;2709;2774;2887;2971;2674;2421;1947;1542;1614;948;
LSA 8031 Schleifen (MQ1015);131;76;53;46;122;385;1316;2206;2280;2166;2068;2154;2049;2164;2167;2469;2516;2252;1913;1677;1314;955;871;673;
LSA 8040 Schleifen (MQ1016);532;268;250;246;587;2311;6559;10362;9839;7716;7106;7248;7676;8130;8409;9263;9962;9469;7893;6063;3975;2782;1845;1257;
LSA 8032 Schleifen (MQ1017);184;104;67;80;184;570;1707;2809;2807;2577;2407;2550;2575;2700;2721;2858;3091;2813;2429;1985;1600;1081;1021;609;
LSA 8041 Schleifen (MQ1018);126;72;65;57;161;410;1252;1812;1925;1849;1850;2056;1963;2075;2028;2222;2340;2193;2046;1750;1225;781;665;406;
LSA 8054 Schleifen (MQ1019);134;65;43;49;110;471;1632;2725;2522;1957;1912;1892;2164;2277;2266;2590;2882;2677;2260;1714;1142;760;574;364;
MQ_02020_FV3_L (MQ102);0;13;3;1;1;8;36;49;42;42;61;47;66;47;63;52;88;92;77;51;41;26;20;18;
LSA 8140 Schleifen (MQ1020);82;34;30;34;69;268;916;1372;1238;1103;1066;1057;1132;1263;1277;1379;1519;1513;1362;1072;771;514;380;237;
MQ_01210_FV32_L (MQ1021);2;1;1;3;4;9;120;186;146;52;42;50;51;49;41;48;41;68;32;31;26;18;26;11;
MQ_01081_FV3_G (MQ1022);57;27;15;4;13;50;139;323;346;255;248;319;339;317;344;340;447;418;364;302;223;174;141;113;
MQ_03030_FV1_L (MQ1023);4;0;0;1;0;1;8;13;28;20;8;18;19;22;9;15;12;8;7;4;3;6;4;1;
MQ_01200_FV1_G (MQ1024);53;37;29;20;44;155;494;999;840;729;798;927;1160;1204;1353;1657;1710;1364;1157;828;577;498;347;259;
MQ_01121_FV1_G (MQ1025);5;7;2;7;18;40;148;230;282;287;255;223;197;191;198;190;194;184;143;99;68;50;32;33;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;1;1;2;2;2;4;4;4;4;4;4;4;4;2;2;1;1;1;
MQ_01121_FV3_G (MQ1027);4;2;0;0;0;6;31;65;78;104;121;181;183;188;212;206;184;190;186;125;79;60;46;20;
MQ_01121_FV1_R (MQ1028);1;1;0;1;3;5;20;31;39;39;35;30;27;26;27;26;26;25;20;14;9;7;4;5;
MQ_01200_FV1_L (MQ1029);3;35;9;14;27;6;94;108;103;44;42;36;46;73;55;49;73;82;60;34;33;18;17;12;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);1;0;0;3;1;2;6;12;23;22;25;20;17;24;25;19;16;19;16;13;14;2;10;8;
---Test (MQ1032);19;20;7;12;35;49;217;342;292;208;254;228;283;321;332;347;405;384;302;243;154;113;80;56;
MQ_09040_FV1_G (MQ1033);20;19;7;4;12;47;85;230;199;199;206;255;274;311;295;372;363;380;345;280;225;174;130;85;
MQ_09040_FV3_G (MQ1034);19;7;5;10;18;56;190;266;315;368;318;304;257;308;336;277;279;297;298;255;195;162;122;80;
MQ_09050_FV1_G (MQ1035);27;21;10;9;21;96;263;492;398;384;358;451;523;578;564;644;659;668;598;476;348;275;251;158;
