Name  /  Date: 2015_05_17;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_01080_FV4_L (MQ562);2;23;22;8;
MQ_01080_FV4_R (MQ563);120;98;71;36;
MQ_01081_FV1_G (MQ564);143;121;98;40;
MQ_01090_FV1_L (MQ565);168;111;102;61;
MQ_01090_FV2_L (MQ566);73;83;50;22;
MQ_01090_FV31_R (MQ567);106;95;74;45;
MQ_01100_FV1_L (MQ568);;
MQ_01100_FV1_R (MQ569);;
MQ_03070_FV4_G (MQ57);;
MQ_01100_FV2_G (MQ570);;
MQ_01100_FV2_L (MQ571);;
MQ_01100_FV2_R (MQ572);;
MQ_01100_FV3_L (MQ573);;
MQ_01100_FV3_R (MQ574);;
MQ_01100_FV4_G (MQ575);;
MQ_01100_FV4_L (MQ576);;
MQ_01100_FV4_R (MQ577);;
MQ_01110_FV2_R (MQ578);;
MQ_01120_FV1_L (MQ579);48;29;10;12;
MQ_08030_FV3_L (MQ58);0;17;9;5;
MQ_01120_FV1_R (MQ580);42;39;26;14;
MQ_01120_FV2_G (MQ581);4;32;18;10;
MQ_01120_FV2_L (MQ582);33;34;18;20;
MQ_01120_FV3_L (MQ583);23;13;5;2;
MQ_01120_FV3_R (MQ584);26;21;16;9;
MQ_01120_FV4_G (MQ585);18;22;8;9;
MQ_01120_FV4_L (MQ586);25;31;14;6;
MQ_01120_FV4_R (MQ587);9;10;4;4;
MQ_01123_FV1_G (MQ588);40;43;26;16;
MQ_01123_FV1_L (MQ589);0;0;0;0;
MQ_08030_FV3_G (MQ59);291;200;137;68;
MQ_01123_FV1_R (MQ590);0;0;0;0;
MQ_01123_FV3_G (MQ591);23;45;25;19;
MQ_01123_FV3_L (MQ592);0;0;0;0;
MQ_01123_FV3_R (MQ593);0;0;0;0;
MQ_01130_FV3_R (MQ594);3;2;2;1;
MQ_01140_FV1_L (MQ595);27;25;16;9;
MQ_01140_FV1_R (MQ596);7;7;4;3;
MQ_01140_FV2_G (MQ597);6;5;3;1;
MQ_01140_FV2_R (MQ598);10;8;6;2;
MQ_01140_FV31_L (MQ599);56;62;35;18;
MQ_08050_FV1_R (MQ6);33;18;12;19;
MQ_03070_FV4_L (MQ60);;
MQ_01140_FV31_R (MQ600);70;54;31;12;
MQ_01140_FV4_G (MQ601);28;11;7;5;
MQ_01140_FV4_L (MQ602);1;0;0;0;
MQ_01140_FV4_R (MQ603);51;49;23;19;
MQ_01150_FV1_R (MQ604);39;34;16;12;
MQ_01150_FV3_L (MQ605);20;44;31;11;
MQ_01160_FV1_L (MQ606);229;175;137;64;
MQ_01160_FV2_L (MQ607);142;120;95;41;
MQ_01160_FV2_R (MQ608);239;207;157;75;
MQ_01160_FV3_R (MQ609);65;82;68;33;
MQ_03070_FV4_R (MQ61);;
MQ_01160_FV4_L (MQ610);29;42;23;13;
MQ_01160_FV4_R (MQ611);91;43;34;17;
MQ_01161_FV1_G (MQ612);294;257;202;95;
MQ_01170_FV1_L (MQ614);104;141;98;52;
MQ_01170_FV2_L (MQ615);46;59;35;23;
MQ_01170_FV2_R (MQ616);149;128;81;39;
MQ_01170_FV3_R (MQ617);17;16;11;7;
MQ_01190_FV1_R (MQ618);90;91;62;34;
MQ_01195_FV1_R (MQ619);4;4;3;1;
MQ_03080_FV1_G (MQ62);167;161;84;43;
MQ_01195_FV2_L (MQ620);8;14;16;15;
MQ_01195_FV2_R (MQ621);19;13;13;4;
MQ_01195_FV3_L (MQ622);;6;7;0;
MQ_01200_FV2_L (MQ623);66;30;22;15;
MQ_01200_FV2_R (MQ624);32;12;6;4;
MQ_01200_FV3_R (MQ625);21;24;16;9;
MQ_01210_FV12_L (MQ626);163;95;71;42;
MQ_01210_FV12_R (MQ627);17;9;7;4;
MQ_01210_FV32_R (MQ628);51;35;30;26;
MQ_01210_FV4_G (MQ629);13;1;2;1;
MQ_03080_FV1_L (MQ63);;9;2;2;
MQ_01210_FV4_L (MQ630);;3;1;0;
MQ_01210_FV4_R (MQ631);;6;1;1;
MQ_01210_FV6_R (MQ632);47;33;11;13;
MQ_01220_FV1_R (MQ633);2;2;1;1;
MQ_01220_FV31_L (MQ634);1;1;1;0;
MQ_01230_FV2_L (MQ635);17;5;7;0;
MQ_01230_FV2_R (MQ636);11;4;6;0;
MQ_01240_FV1_L (MQ637);55;53;38;25;
MQ_01240_FV3_L (MQ638);74;67;57;28;
MQ_01240_FV4_G (MQ639);72;93;62;33;
MQ_03080_FV1_R (MQ64);120;68;51;19;
MQ_01240_FV4_L (MQ640);51;47;27;10;
MQ_01250_FV1_G (MQ641);149;116;96;50;
MQ_01250_FV1_L (MQ642);12;18;11;4;
MQ_01250_FV2_L (MQ643);17;57;34;16;
MQ_01250_FV2_R (MQ644);7;24;12;6;
MQ_01250_FV3_G (MQ645);159;169;135;75;
MQ_01250_FV3_R (MQ646);;;;;
MQ_01250_FV4_G (MQ647);;;;;
MQ_02010_FV1_G (MQ648);172;170;104;76;
MQ_02010_FV1_L (MQ649);80;37;26;13;
MQ_03080_FV2_G (MQ65);53;51;42;17;
MQ_02010_FV2_L (MQ650);27;19;21;11;
MQ_02010_FV2_R (MQ651);45;32;35;19;
MQ_02010_FV3_G (MQ652);182;159;102;53;
MQ_02010_FV3_R (MQ653);24;19;12;5;
MQ_02020_FV1_L (MQ654);102;56;41;21;
MQ_02020_FV1_R (MQ655);106;86;55;18;
MQ_02020_FV2_L (MQ656);20;17;8;5;
MQ_02020_FV2_R (MQ657);81;62;40;29;
MQ_02020_FV3_R (MQ658);16;26;14;8;
MQ_02020_FV4_R (MQ659);22;17;13;7;
MQ_03020_FV1_R (MQ66);40;51;37;15;
MQ_03080_FV2_L (MQ67);;;;;
MQ_03080_FV2_R (MQ68);;80;2;4;
MQ_03020_FV1_G (MQ69);149;200;101;56;
MQ_08050_FV2_R (MQ7);;6;0;1;
MQ_03080_FV3_G (MQ70);162;140;65;53;
MQ_03080_FV3_L (MQ71);;50;34;26;
MQ_06170_FV7_G (MQ72);161;180;125;55;
MQ_08031_FV11_L (MQ73);;
MQ_08031_FV11_G (MQ74);;
MQ_29010_FV1_R (MQ75);65;48;27;18;
MQ_29010_FV1_G (MQ76);97;73;40;27;
MQ_08031_FV11_R (MQ77);;
MQ_29010_FV1_L (MQ78);34;13;15;8;
MQ_06170_FV7_L (MQ79);13;6;10;7;
MQ_03290_FV2_R (MQ8);123;124;86;56;
MQ_06160_FV3_R (MQ80);131;140;76;47;
MQ_08031_FV2_L (MQ81);;
MQ_29010_FV2_R (MQ82);36;18;9;4;
MQ_29010_FV2_G (MQ83);104;53;27;12;
MQ_08031_FV3_ L (MQ84);;
MQ_08031_FV3_G (MQ85);;
MQ_29010_FV2_L (MQ86);3;2;1;0;
MQ_03181_FV1_R (MQ87);26;26;17;10;
MQ_08031_FV3_R (MQ88);;
MQ_29010_FV3_R (MQ89);1;1;0;0;
MQ_03290_FV2_G (MQ9);204;149;120;62;
MQ_29010_FV3_G (MQ90);62;59;40;27;
MQ_06160_FV3_G (MQ91);68;121;75;32;
MQ_08031_FV4_L (MQ92);;
MQ_29010_FV3_L (MQ93);;22;9;4;
MQ_03181_FV1_L (MQ94);26;26;17;10;
MQ_29010_FV4_G (MQ95);70;49;32;10;
MQ_29010_FV4_R (MQ96);23;16;11;3;
MQ_29010_FV4_L (MQ97);66;49;33;22;
MQ_03080_FV3_R (MQ98);;;;;
MQ_03080_FV4_G (MQ99);20;30;29;14;
