Name  /  Date: 2016_05_07;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);92;69;65;46;62;58;90;94;140;271;300;349;319;362;361;378;320;289;274;273;207;191;215;229;
MQ_03020_FV4_L (MQ1);27;20;12;11;6;26;27;45;94;138;173;188;194;183;153;180;157;144;143;99;88;59;48;41;
MQ_03290_FV3_GR (MQ10);104;85;70;61;46;61;46;84;92;142;207;206;247;215;213;181;198;199;180;182;163;128;151;127;
MQ_03020_FV2_L (MQ100);8;4;2;1;3;1;5;7;13;21;36;35;27;24;29;41;34;26;40;36;19;18;18;13;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;0;0;0;1;2;2;1;1;2;2;1;1;1;1;1;1;0;0;
MQ_06170_FV4_L (MQ1002);3;0;5;2;0;2;0;2;11;17;14;15;14;11;11;9;12;5;17;11;4;6;2;0;
MQ_08050_FV3_L (MQ1003);3;1;1;1;3;12;19;35;98;167;156;174;165;162;149;152;138;125;117;76;55;8;7;3;
MQ_06161_FV3_L (MQ1004);22;14;12;9;3;16;35;43;96;171;191;186;185;183;188;174;159;159;137;109;106;91;73;67;
MQ_06170_FV6_L (MQ1005);4;5;0;2;2;2;3;10;16;30;38;44;34;41;37;32;30;25;25;18;24;13;8;7;
MQ_08110_FV1_LO (MQ1006);2;1;0;0;0;2;1;6;10;17;22;19;24;23;19;19;20;14;20;15;12;10;3;6;
MQ_08110_FV3_RO (MQ1007);1;1;0;2;1;2;8;11;26;47;49;51;47;29;29;18;30;27;26;21;15;13;6;1;
LSA 29120 Schleifen (MQ1008);226;127;66;45;69;116;222;375;600;866;1133;1258;1290;1147;1116;1153;1071;1025;921;742;690;455;390;345;
MQ_06160_FV2_R (MQ1009);33;18;11;12;13;35;28;61;81;142;162;167;214;178;178;135;149;145;150;130;94;106;63;57;
MQ_02020_FV4_L (MQ101);33;13;7;13;9;15;41;53;86;170;209;246;231;228;243;197;188;193;168;154;133;113;67;53;
