Name  /  Date: 2015_12_14;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03020_FV4_L (MQ1);9;7;8;4;9;59;161;348;323;224;193;226;208;242;266;281;361;304;224;150;95;85;33;18;
MQ_03020_FV2_L (MQ100);2;2;2;1;0;2;23;38;31;34;30;37;30;53;37;45;39;35;39;33;18;14;8;6;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;0;0;
MQ_06170_FV4_L (MQ1002);3;0;0;0;1;0;1;8;5;6;11;15;13;20;8;14;16;20;10;6;6;9;0;0;
MQ_08050_FV3_L (MQ1003);2;5;1;2;11;26;40;43;71;111;134;125;136;119;153;109;114;126;99;71;35;10;1;3;
MQ_06161_FV3_L (MQ1004);7;3;1;8;10;56;177;342;340;245;238;216;200;195;242;223;249;280;240;149;82;64;46;19;
MQ_06170_FV6_L (MQ1005);5;1;0;0;2;6;32;75;44;38;25;28;32;34;36;52;47;47;38;27;18;13;11;4;
MQ_08110_FV1_LO (MQ1006);2;1;0;1;1;3;4;14;22;17;22;18;23;20;32;33;38;36;25;17;10;8;4;2;
MQ_08110_FV3_RO (MQ1007);1;0;0;0;1;3;11;31;33;46;55;44;47;30;40;48;47;46;38;20;17;7;5;2;
LSA 29120 Schleifen (MQ1008);59;43;36;30;112;316;943;1478;1370;1192;1165;1232;1271;1238;1441;1667;1668;1496;1271;981;574;376;332;179;
MQ_06160_FV2_R (MQ1009);9;10;6;3;17;52;141;281;271;224;238;208;188;181;202;239;227;256;180;149;92;43;43;27;
MQ_02020_FV4_L (MQ101);23;9;10;6;15;30;119;275;318;254;245;256;264;298;311;373;406;397;309;239;179;111;50;35;
MQ_03030_FV1_G (MQ1010);35;12;15;6;21;119;431;945;819;567;567;629;693;689;763;925;1054;919;701;503;286;239;174;64;
LSA 8020 Schleifen (MQ1013);430;240;192;152;393;1520;4133;5801;5865;5258;5823;5804;5959;5983;6352;6302;5957;6103;5688;4615;3367;2087;2170;1190;
LSA 8030 Schleifen (MQ1014);191;118;81;56;143;598;1639;2488;2414;2241;2348;2329;2417;2459;2628;2774;2725;2975;2518;1954;1415;857;1018;567;
LSA 8040 Schleifen (MQ1016);299;189;196;185;558;2113;6163;10397;9662;7203;7333;7464;7746;7888;8291;9080;9473;8940;7109;4695;2977;1940;1621;713;
LSA 8032 Schleifen (MQ1017);133;82;69;58;155;561;1699;2681;2636;2278;2421;2465;2510;2480;2665;2818;2815;2721;2259;1697;1186;778;866;391;
LSA 8041 Schleifen (MQ1018);90;67;53;42;140;427;1115;1454;1520;1483;1618;1695;1713;1647;1747;1816;1829;1866;1601;1242;750;525;527;225;
LSA 8054 Schleifen (MQ1019);76;45;34;48;97;472;1454;2722;2452;1869;1902;1902;2115;2079;2146;2394;2599;2601;1981;1364;896;609;501;213;
MQ_02020_FV3_L (MQ102);2;1;0;1;4;2;36;53;51;46;60;66;60;60;64;75;70;59;49;58;29;21;15;5;
LSA 8140 Schleifen (MQ1020);53;38;22;26;90;280;889;1355;1250;994;1069;1071;1168;1110;1165;1345;1408;1338;1159;867;530;356;316;169;
MQ_01210_FV32_L (MQ1021);1;2;1;2;17;17;113;171;186;71;43;43;47;68;38;56;44;46;40;48;24;14;13;5;
MQ_01081_FV3_G (MQ1022);40;22;5;4;13;62;135;292;293;245;271;297;323;319;305;319;419;372;363;298;195;134;151;74;
MQ_03030_FV1_L (MQ1023);1;0;0;0;0;2;10;19;24;13;12;12;17;13;15;14;19;15;21;26;1;6;8;3;
MQ_01200_FV1_G (MQ1024);41;30;28;20;37;168;528;929;845;661;737;947;1096;1172;1308;1571;1775;1455;1259;955;696;471;323;160;
MQ_01121_FV1_G (MQ1025);11;4;3;3;6;18;90;189;238;302;310;260;243;227;239;218;257;246;210;116;61;38;22;9;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;1;2;1;2;3;3;4;4;5;5;6;5;6;5;4;1;1;0;
MQ_01121_FV3_G (MQ1027);3;4;0;0;0;5;30;74;54;87;132;160;216;200;230;259;269;258;279;247;176;62;31;13;
MQ_01121_FV1_R (MQ1028);1;1;0;0;1;2;12;26;32;41;42;36;33;31;33;30;35;33;29;16;8;5;3;1;
MQ_01200_FV1_L (MQ1029);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);2;1;0;0;1;3;4;18;23;22;24;22;16;14;22;21;12;23;23;21;11;12;9;12;
---Test (MQ1032);8;5;0;14;12;71;237;464;389;251;282;305;326;321;321;429;489;461;365;257;170;125;117;24;
MQ_09040_FV1_G (MQ1033);25;15;6;4;12;33;104;240;201;184;207;266;307;315;298;350;393;395;361;286;213;130;117;75;
MQ_09040_FV3_G (MQ1034);14;4;3;3;20;54;190;291;361;399;370;355;298;323;342;359;354;323;318;193;134;98;70;42;
MQ_09050_FV1_G (MQ1035);28;20;9;8;28;93;308;487;398;334;319;441;548;534;524;599;633;615;594;496;331;239;177;95;
MQ_09050_FV3_G (MQ1036);16;9;5;10;37;108;411;514;533;593;495;462;401;465;481;479;509;538;463;315;193;136;97;53;
MQ_09060_FV11_G (MQ1037);26;20;7;7;30;89;336;473;403;338;321;434;555;504;522;602;624;633;577;477;328;235;173;87;
MQ_09060_FV11L (MQ1038);1;2;0;2;4;6;15;62;34;43;44;46;34;55;62;44;51;31;40;38;20;21;8;7;
MQ_09060_FV2_L (MQ1039);4;2;2;1;5;23;80;134;137;129;107;156;154;144;224;227;213;170;168;109;74;63;35;15;
MQ_03023_FV1_G (MQ104);3;1;1;0;0;6;31;98;74;48;59;62;54;66;87;96;104;94;67;50;32;29;17;7;
MQ_09060_FV2_R (MQ1040);1;1;0;0;1;5;16;28;28;26;22;32;32;29;46;47;44;35;34;22;15;13;7;3;
MQ_09060_FV3_G (MQ1041);15;14;8;16;35;113;434;500;524;568;492;438;416;452;464;474;514;562;481;331;182;126;93;60;
MQ_09060_FV3_R (MQ1042);3;1;1;3;5;64;178;245;211;162;128;127;126;131;153;159;172;163;176;131;60;50;25;13;
MQ_03250_FV1_R (MQ1043);2;2;1;0;2;4;16;34;28;23;24;34;35;38;37;43;49;47;46;33;26;15;14;8;
MQ_03250_FV1_G (MQ1044);11;10;5;3;10;22;88;192;160;128;134;193;201;213;212;245;280;264;259;187;145;82;80;47;
MQ_03250_FV1_L (MQ1045);10;4;1;1;4;18;42;72;57;63;51;72;81;64;73;75;81;83;88;57;42;32;32;23;
MQ_03250_FV2_R (MQ1046);3;2;1;2;5;12;35;52;59;54;43;51;54;54;55;57;57;60;55;39;29;18;15;8;
MQ_03250_FV2_G (MQ1047);22;14;10;12;38;90;254;380;433;396;316;376;397;395;404;414;420;436;403;288;209;134;109;56;
MQ_03250_FV2_L (MQ1048);10;3;3;4;15;47;152;169;152;154;133;150;187;208;198;224;226;217;208;173;113;83;62;25;
MQ_03250_FV3_R (MQ1049);3;2;2;2;8;22;83;91;102;114;103;91;80;90;95;95;97;95;89;57;37;27;22;9;
MQ_03250_FV3_G (MQ105);9;5;5;5;25;65;249;272;307;342;309;273;240;269;284;285;290;284;267;171;110;81;65;28;
MQ_03250_FV3_L (MQ1050);5;2;1;4;7;20;61;103;127;112;92;101;75;97;71;93;94;106;94;79;50;25;22;15;
MQ_03250_FV4_R (MQ1051);7;3;2;3;3;15;40;90;70;68;71;85;99;91;102;98;102;102;90;86;52;43;33;21;
MQ_03250_FV4_G (MQ1052);27;12;7;10;14;61;160;358;279;274;283;338;397;363;410;392;406;407;361;344;207;171;132;82;
MQ_03250_FV4_L (MQ1053);3;0;0;2;0;3;5;24;14;31;23;24;29;37;43;37;23;29;34;27;22;11;9;9;
MQ_03030_FV1_R (MQ1054);0;0;0;0;0;2;10;57;39;41;34;49;68;56;65;71;86;77;58;29;24;12;3;2;
MQ_03030_FV2_G (MQ1055);0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;2;2;1;1;0;2;1;0;
MQ_03030_FV2_L (MQ1056);1;1;0;0;1;1;5;5;13;13;10;17;17;10;18;18;27;21;17;14;5;20;18;2;
MQ_03030_FV2_R (MQ1057);1;0;0;0;1;0;3;4;9;9;7;11;11;7;12;13;18;15;12;10;4;14;12;2;
MQ_03030_FV3_G (MQ1058);26;14;13;7;25;117;405;794;754;664;589;558;546;558;589;645;832;719;547;386;233;201;110;44;
MQ_03030_FV3_L (MQ1059);3;2;0;0;2;10;28;116;79;58;40;72;75;61;69;74;95;93;110;65;42;18;15;9;
MQ_03080_FV4_R (MQ106);8;2;0;0;2;4;40;189;168;99;68;49;55;60;46;84;87;72;63;41;33;24;17;6;
MQ_03030_FV3_R (MQ1060);1;0;0;0;0;2;5;10;9;8;7;7;7;8;8;9;11;10;8;5;3;3;1;1;
MQ_03030_FV4_G (MQ1061);0;0;0;0;0;1;6;12;12;10;7;7;7;7;11;10;11;9;8;6;5;3;2;1;
MQ_03030_FV4_L (MQ1062);2;0;0;0;2;9;38;79;78;66;45;46;49;49;71;65;76;62;51;42;30;21;14;7;
MQ_03030_FV4_R (MQ1063);2;0;0;0;2;9;38;79;78;66;45;46;49;49;71;65;76;62;51;42;30;21;14;7;
MQ_03120_FV1_G (MQ107);45;27;21;30;73;198;609;1101;1102;909;945;951;1064;1107;1114;1346;1208;1151;1034;761;434;367;260;110;
MQ_03020_FV2_R (MQ108);4;2;1;0;3;6;22;80;62;62;43;72;65;56;67;65;97;81;64;55;37;21;16;3;
MQ_03120_FV1_R (MQ109);1;0;0;0;1;2;7;10;10;9;9;9;10;11;11;13;11;11;10;8;5;4;3;2;
MQ_08050_FV2_L (MQ11);7;6;17;10;18;78;156;241;279;387;448;519;548;563;575;627;619;582;427;275;200;106;51;22;
MQ_03120_FV2_L (MQ110);1;0;2;0;1;1;8;29;34;22;30;23;30;44;46;55;46;19;18;15;10;6;1;3;
MQ_03120_FV2_R (MQ111);0;0;5;0;1;3;8;31;12;18;17;16;20;28;32;40;34;21;16;6;10;5;6;0;
MQ_06160_FV3_L (MQ112);3;0;1;0;0;4;20;66;65;44;70;68;79;70;72;84;91;100;94;56;39;28;8;5;
MQ_03120_FV3_G (MQ113);42;25;16;17;54;201;836;1427;1365;951;937;839;919;913;1037;1080;1209;1111;981;734;514;349;228;100;
MQ_03020_FV2_G (MQ114);5;3;3;3;1;10;40;113;96;89;80;124;119;116;125;160;138;156;131;113;75;60;30;19;
MQ_03120_FV3_L (MQ115);1;1;1;0;1;21;70;103;79;50;56;35;48;52;67;75;57;39;46;29;23;10;3;2;
MQ_03140_FV1_G (MQ116);38;20;13;13;42;166;729;1233;1114;832;861;801;831;881;953;1019;1154;1089;924;671;472;352;219;88;
MQ_03140_FV1_L (MQ117);2;0;0;0;2;6;8;29;37;32;23;29;38;29;26;48;32;30;46;26;17;9;8;2;
MQ_03140_FV1_R (MQ118);1;1;0;0;1;4;16;30;26;19;21;19;19;20;22;23;26;25;22;16;11;9;6;3;
MQ_03140_FV2_G (MQ119);0;0;0;0;0;0;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;0;0;0;
MQ_03140_FV2_L (MQ120);0;0;0;0;1;2;8;37;23;14;17;17;16;20;17;32;16;22;11;11;8;4;3;0;
MQ_08040_FV1_L (MQ121);4;1;4;1;4;10;21;26;39;42;58;57;71;67;67;120;113;94;71;66;32;19;42;15;
MQ_03140_FV2_R (MQ122);0;0;0;0;2;3;12;59;37;22;27;26;26;31;26;50;26;35;17;17;13;7;5;1;
MQ_08040_FV1_G (MQ123);31;18;14;10;28;112;248;400;429;390;446;505;532;533;567;547;607;586;530;397;298;202;210;101;
MQ_03140_FV3_G (MQ124);42;24;16;28;61;197;586;1067;1023;889;902;905;999;1101;1056;1339;1252;1168;1053;748;423;356;227;105;
MQ_03140_FV3_L (MQ125);0;0;0;1;0;3;10;11;18;24;20;21;32;25;28;34;22;33;22;13;11;7;11;9;
MQ_03140_FV3_R (MQ126);1;1;1;1;2;4;11;17;17;13;15;15;17;18;19;22;21;19;18;13;8;7;4;2;
MQ_08040_FV1_R (MQ127);6;11;4;1;8;18;37;123;104;117;158;154;185;159;204;255;237;201;144;109;75;43;99;32;
MQ_08040_FV2_R (MQ128);2;1;0;1;6;21;89;70;92;66;75;71;57;68;67;69;65;75;73;46;19;12;6;4;
MQ_08040_FV2_L (MQ129);6;3;4;7;15;71;171;247;289;177;197;190;190;195;212;204;212;174;108;88;51;28;18;12;
MQ_08050_FV3_G (MQ13);27;20;13;21;70;250;809;1486;1229;892;876;791;838;765;847;990;1043;1019;812;502;288;203;169;65;
MQ_03140_FV4_G (MQ130);1;0;0;0;1;1;7;55;28;22;17;19;24;40;24;28;25;31;23;15;16;5;12;2;
MQ_03140_FV4_L (MQ131);1;0;1;1;2;7;28;58;67;51;39;46;39;45;42;41;51;30;47;29;17;11;10;5;
MQ_03160_FV1_G (MQ132);24;17;16;19;45;198;625;1042;972;799;863;755;801;803;933;964;1021;984;889;692;477;354;213;94;
MQ_03160_FV1_L (MQ133);17;5;3;3;8;44;294;355;354;212;211;208;218;249;230;271;327;296;231;177;126;95;67;30;
MQ_03160_FV1_R (MQ134);2;2;2;3;4;17;49;76;70;62;65;56;56;57;63;66;71;65;62;50;36;27;16;9;
MQ_03160_FV2_G (MQ135);14;13;13;8;39;98;227;400;398;347;359;361;398;394;371;500;475;465;304;242;165;105;83;42;
MQ_03160_FV2_L (MQ136);1;1;0;0;0;1;15;37;53;36;49;43;69;69;72;138;138;126;76;27;15;7;6;4;
MQ_08040_FV3_L (MQ137);14;15;15;12;52;178;451;921;815;529;489;543;583;588;630;742;802;713;594;316;236;133;96;38;
MQ_03160_FV3_G (MQ138);28;13;11;21;35;152;515;718;706;656;600;622;625;673;704;749;786;737;642;496;295;251;164;80;
MQ_08040_FV3_R (MQ139);4;4;6;5;6;32;86;141;132;143;175;177;212;179;222;253;278;290;161;129;83;50;28;9;
MQ_03070_FV1_L (MQ14);1;1;0;0;0;6;32;73;53;36;48;32;35;42;37;39;51;44;30;19;8;12;9;4;
MQ_08040_FV3_G (MQ140);25;11;11;16;33;134;463;683;639;648;664;584;576;581;613;667;598;606;512;363;197;142;112;49;
MQ_03160_FV3_L (MQ141);1;0;0;2;0;5;7;20;21;17;26;25;19;27;22;41;50;33;35;20;13;13;7;3;
MQ_03160_FV3_R (MQ142);0;0;0;0;0;0;3;4;4;4;3;3;3;4;4;4;4;4;4;3;1;1;1;0;
MQ_03160_FV4_G (MQ143);11;11;6;9;8;54;259;257;261;162;151;167;163;200;187;222;214;198;175;153;129;96;57;41;
MQ_03160_FV4_L (MQ144);31;23;16;10;14;86;325;402;358;312;340;347;401;423;392;482;476;448;422;342;279;234;150;73;
MQ_03171_FV1_G (MQ145);22;19;10;19;50;184;555;912;836;666;729;727;759;752;881;968;1014;1003;850;603;436;307;199;93;
