Name  /  Date: 2015_11_14;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);187;147;98;63;80;108;112;122;212;;
MQ_03020_FV4_L (MQ1);30;16;16;13;9;22;28;48;118;159;175;222;263;259;215;179;171;181;206;147;79;48;53;41;
MQ_03290_FV3_GR (MQ10);144;106;82;78;93;96;75;95;97;;
MQ_03020_FV2_L (MQ100);15;9;7;4;4;2;10;6;10;22;18;29;32;38;30;26;35;23;42;31;16;16;66;11;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;2;2;1;1;1;1;0;
MQ_06170_FV4_L (MQ1002);1;0;1;0;1;0;1;3;5;8;8;11;18;11;4;10;5;12;7;4;5;4;5;1;
MQ_08050_FV3_L (MQ1003);3;2;1;3;3;9;4;24;68;113;162;206;197;191;171;184;172;146;110;55;43;6;1;2;
MQ_06161_FV3_L (MQ1004);25;11;13;9;7;34;32;56;130;202;199;205;184;200;227;175;188;179;207;171;101;74;63;59;
MQ_06170_FV6_L (MQ1005);7;3;2;3;1;3;5;8;16;33;36;42;33;36;45;36;34;34;38;28;18;14;10;8;
MQ_08110_FV1_LO (MQ1006);3;2;1;0;0;1;3;3;8;10;11;15;13;16;13;12;15;11;12;11;5;5;4;2;
MQ_08110_FV3_RO (MQ1007);1;0;0;0;0;1;3;7;16;25;29;31;32;27;17;19;18;17;16;13;9;7;2;1;
LSA 29120 Schleifen (MQ1008);248;136;64;66;89;151;209;358;557;913;1054;1247;1265;1278;1348;1322;1137;1099;972;850;605;407;383;408;
MQ_06160_FV2_R (MQ1009);58;20;17;22;25;37;39;70;112;152;185;197;203;198;219;205;200;212;160;169;109;87;68;64;
MQ_02020_FV4_L (MQ101);29;16;13;8;3;12;32;63;93;158;206;210;270;288;275;287;289;244;268;213;125;101;77;61;
MQ_03030_FV1_G (MQ1010);87;46;33;19;27;58;102;187;270;295;428;430;529;542;655;644;570;493;516;372;237;217;145;142;
LSA 3290 Schleifen (MQ1012);2911;2241;1650;1447;1562;1446;1459;2022;2888;;
LSA 8020 Schleifen (MQ1013);2672;2143;1534;1373;1475;1423;1285;1680;2403;3759;4469;5066;5452;5449;5665;5764;5521;5234;5502;5995;4697;2797;3550;4179;
LSA 8030 Schleifen (MQ1014);1300;1052;661;485;536;545;516;615;937;1363;1780;2088;2183;2238;2388;2502;2429;2433;2608;2871;2260;1245;1947;2306;
LSA 8031 Schleifen (MQ1015);889;805;624;583;760;721;615;722;856;1255;1382;1540;1648;1543;1796;1752;1733;1700;1885;2061;1608;807;1196;2638;
LSA 8040 Schleifen (MQ1016);1248;940;539;417;655;852;997;2301;3402;4475;5731;6768;7177;7513;7864;7591;7101;6348;5829;4650;3107;1889;1961;2302;
LSA 8032 Schleifen (MQ1017);721;553;350;283;357;366;371;656;968;1456;1814;2089;2250;2247;2387;2337;2163;2009;1990;1723;1356;825;1084;1546;
LSA 8041 Schleifen (MQ1018);472;343;213;185;233;235;266;477;781;1224;1431;1667;1806;1776;1797;1800;1783;1562;1425;1291;856;518;702;942;
LSA 8054 Schleifen (MQ1019);325;235;152;109;136;177;244;630;936;1210;1534;1804;1864;1965;2089;1910;1767;1691;1490;1205;820;540;572;530;
MQ_02020_FV3_L (MQ102);7;6;8;4;2;1;9;15;23;45;53;66;78;80;74;66;64;63;59;50;42;17;14;15;
LSA 8140 Schleifen (MQ1020);198;141;62;66;72;126;168;311;518;805;958;1124;1132;1139;1174;1139;999;1005;904;781;540;376;373;359;
MQ_01210_FV32_L (MQ1021);8;2;2;1;7;2;4;11;12;12;23;26;27;55;30;32;33;42;36;32;25;8;6;15;
MQ_03030_FV1_L (MQ1023);2;3;1;0;1;1;3;9;15;16;8;14;16;11;45;19;11;14;21;13;4;6;9;9;
MQ_01200_FV1_G (MQ1024);221;130;103;62;51;77;131;217;300;510;654;743;971;1060;1213;1277;1257;1161;1001;766;507;392;486;365;
MQ_01121_FV1_G (MQ1025);18;8;12;15;19;36;61;105;176;280;299;303;312;289;253;242;216;184;121;103;62;45;33;29;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;0;1;2;2;2;4;5;6;5;5;5;5;5;3;2;1;1;1;
MQ_01121_FV3_G (MQ1027);13;6;5;7;2;4;7;33;78;80;115;178;234;289;261;262;257;257;233;163;108;39;38;46;
MQ_01121_FV1_R (MQ1028);3;1;2;2;3;5;8;14;24;38;41;41;42;39;34;33;29;25;17;14;9;6;5;4;
MQ_01200_FV1_L (MQ1029);8;6;4;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);12;6;1;3;1;0;5;12;7;9;12;16;19;20;23;9;7;21;9;9;9;18;12;13;
---Test (MQ1032);46;34;24;11;10;29;21;31;81;143;161;193;180;231;288;309;297;296;267;216;152;149;143;98;
MQ_09040_FV1_G (MQ1033);85;64;37;42;34;26;30;70;87;146;200;218;281;342;315;351;323;361;329;339;206;161;149;130;
MQ_09040_FV3_G (MQ1034);79;43;25;17;18;48;66;90;174;324;407;340;336;356;355;339;302;293;264;270;185;127;127;96;
MQ_09050_FV1_G (MQ1035);133;100;58;49;40;39;60;119;163;265;309;394;462;560;553;576;546;545;544;474;337;242;228;215;
MQ_09050_FV3_G (MQ1036);106;67;40;36;35;62;99;134;304;454;519;467;483;469;455;454;390;433;433;366;252;195;175;156;
MQ_09060_FV11_G (MQ1037);125;92;54;46;35;38;58;112;158;277;319;385;460;544;533;578;545;523;492;424;294;242;219;217;
MQ_09060_FV11L (MQ1038);12;5;9;4;6;9;3;12;19;24;30;35;34;41;35;49;47;37;37;37;44;17;27;15;
MQ_09060_FV2_L (MQ1039);19;7;8;2;4;11;26;31;63;80;90;135;156;138;180;150;139;138;119;86;70;53;41;28;
MQ_03023_FV1_G (MQ104);58;41;27;18;17;41;66;112;170;235;310;301;426;385;482;471;496;406;413;285;193;172;169;108;
MQ_09060_FV2_R (MQ1040);4;2;2;1;1;2;5;6;13;17;18;28;32;28;37;31;28;28;24;18;14;11;9;6;
MQ_09060_FV3_G (MQ1041);98;72;40;42;39;60;97;132;292;443;515;466;479;469;461;462;381;425;441;352;230;174;163;138;
MQ_09060_FV3_R (MQ1042);21;18;5;2;5;36;26;55;96;111;113;120;153;144;157;149;122;133;131;123;75;53;36;41;
MQ_03250_FV1_R (MQ1043);9;7;3;5;4;3;3;8;10;18;23;27;34;42;42;44;41;43;41;39;25;19;17;15;
MQ_03250_FV1_G (MQ1044);51;42;18;26;20;16;19;44;58;102;128;156;194;240;238;247;232;244;234;224;140;106;95;82;
MQ_03250_FV1_L (MQ1045);22;18;16;12;13;9;19;23;36;53;65;66;73;82;80;78;79;65;78;84;51;38;38;36;
MQ_03250_FV2_R (MQ1046);14;7;5;6;7;8;9;14;23;33;44;47;53;50;58;51;53;44;52;52;37;28;23;19;
MQ_03250_FV2_G (MQ1047);106;53;37;44;49;60;68;104;166;246;325;348;390;365;429;376;386;324;378;383;271;203;167;140;
MQ_03250_FV2_L (MQ1048);35;43;20;8;10;11;33;41;67;107;121;152;203;204;175;179;183;188;187;155;119;104;74;81;
MQ_03250_FV3_R (MQ1049);23;13;7;5;5;11;22;29;61;94;109;93;100;96;90;92;82;81;73;65;46;39;37;27;
MQ_03250_FV3_G (MQ105);69;38;20;15;15;32;66;86;182;283;326;278;299;287;271;275;245;244;220;194;137;116;111;80;
MQ_03250_FV3_L (MQ1050);21;21;14;19;18;13;15;24;49;67;77;84;89;91;86;102;73;109;103;96;74;65;44;48;
MQ_03250_FV4_R (MQ1051);34;27;13;11;10;13;13;21;42;44;57;71;84;82;89;99;84;85;80;72;57;42;53;51;
MQ_03250_FV4_G (MQ1052);136;108;53;46;41;54;50;83;169;176;229;282;334;327;355;398;338;341;318;290;230;169;213;206;
MQ_03250_FV4_L (MQ1053);13;6;5;9;5;4;1;6;11;11;25;33;30;41;35;40;37;29;23;15;28;22;24;15;
MQ_03030_FV1_R (MQ1054);7;1;0;0;0;3;8;24;47;52;71;67;68;85;80;79;65;44;39;22;12;5;8;7;
MQ_03030_FV2_G (MQ1055);0;0;0;0;0;0;0;0;1;1;1;2;1;1;3;2;3;2;2;1;1;1;1;1;
MQ_03030_FV2_L (MQ1056);2;4;1;0;2;1;1;4;7;14;14;24;16;17;48;24;44;21;20;12;9;15;18;9;
MQ_03030_FV2_R (MQ1057);1;3;1;0;1;0;0;3;5;10;10;17;11;12;33;17;30;14;14;8;6;10;12;6;
MQ_03030_FV3_G (MQ1058);69;42;32;18;19;64;74;114;275;357;349;454;514;511;560;431;394;361;404;307;182;131;158;110;
MQ_03030_FV3_L (MQ1059);12;5;5;2;1;4;9;30;71;50;63;73;85;101;83;71;68;60;55;32;25;25;23;17;
MQ_03080_FV4_R (MQ106);12;4;5;2;2;3;7;24;29;30;44;38;45;56;48;45;36;32;26;35;24;33;15;33;
MQ_03030_FV3_R (MQ1060);1;1;1;0;0;1;1;2;4;6;5;7;7;7;8;6;6;5;6;5;3;2;2;2;
MQ_03030_FV4_G (MQ1061);1;0;1;0;0;1;2;3;4;8;9;8;10;12;10;10;12;11;10;9;6;3;4;5;
MQ_03030_FV4_L (MQ1062);8;2;4;0;0;3;16;19;30;55;57;53;69;84;66;66;82;71;70;58;40;22;26;30;
MQ_03030_FV4_R (MQ1063);8;2;4;0;0;3;16;19;30;55;57;53;69;84;66;66;82;71;70;58;40;22;26;30;
MQ_03120_FV1_G (MQ107);168;111;92;55;69;115;165;223;409;621;699;813;948;989;1010;992;911;815;804;644;487;356;340;313;
MQ_03020_FV2_R (MQ108);5;4;7;1;2;2;7;13;25;29;43;38;52;54;61;50;60;35;48;41;28;19;46;21;
MQ_03120_FV1_R (MQ109);2;1;1;1;1;2;2;3;5;7;7;8;9;10;10;10;10;8;8;7;5;4;4;4;
MQ_08050_FV2_L (MQ11);17;21;7;12;27;36;33;68;137;243;300;427;488;527;543;508;494;470;336;216;175;72;19;16;
MQ_03120_FV2_L (MQ110);0;3;1;2;1;3;8;12;18;29;28;27;31;31;21;24;22;23;15;17;7;7;7;6;
MQ_03120_FV2_R (MQ111);2;1;1;0;1;3;12;8;10;17;20;12;21;14;20;10;18;24;66;16;23;7;5;4;
MQ_06160_FV3_L (MQ112);0;0;6;1;0;5;6;12;25;46;56;83;67;94;88;86;83;75;70;48;37;25;18;6;
MQ_03120_FV3_G (MQ113);171;100;61;49;45;103;162;218;515;604;646;731;800;869;898;826;818;879;833;757;496;386;298;252;
MQ_03020_FV2_G (MQ114);23;12;10;2;6;6;17;27;54;51;73;78;94;106;114;118;114;95;119;93;79;48;85;39;
MQ_03120_FV3_L (MQ115);5;3;3;3;0;13;10;12;28;17;32;22;47;43;33;25;30;34;37;18;33;18;11;5;
MQ_03140_FV1_G (MQ116);165;88;53;37;41;79;122;193;444;570;590;671;770;826;881;794;782;827;781;700;432;366;279;235;
MQ_03140_FV1_L (MQ117);6;3;1;0;1;1;1;2;13;21;23;23;21;30;19;30;25;38;25;25;15;11;15;9;
MQ_03140_FV1_R (MQ118);5;3;2;1;1;2;3;5;11;15;15;17;20;20;22;20;19;20;19;19;12;10;7;6;
MQ_03140_FV2_G (MQ119);0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;
MQ_03290_FV3_G (MQ12);135;100;77;73;88;90;71;89;91;;
MQ_03140_FV2_L (MQ120);2;0;1;0;1;1;1;5;6;11;17;15;16;13;12;14;10;17;6;10;6;2;3;2;
MQ_08040_FV1_L (MQ121);52;50;23;19;12;13;7;17;17;32;41;69;78;81;87;78;94;71;85;51;56;34;69;122;
