Name  /  Date: 2016_11_13;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);177;189;109;97;92;89;73;52;81;139;185;213;243;298;371;356;342;337;301;251;181;166;118;53;
MQ_03290_FV3_GR (MQ10);150;125;93;88;93;81;55;56;80;114;137;165;219;219;225;225;243;243;239;220;186;140;122;48;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;1;1;1;1;1;0;0;0;
MQ_06170_FV4_L (MQ1002);0;0;1;0;0;1;0;0;3;1;7;5;4;6;6;5;5;6;5;9;8;1;0;0;
MQ_08050_FV3_L (MQ1003);3;3;0;1;2;0;1;4;1;6;15;18;28;33;31;40;26;8;18;9;4;7;1;5;
MQ_06161_FV3_L (MQ1004);38;19;17;10;9;19;18;23;37;68;107;169;167;178;190;200;213;221;173;118;90;63;50;15;
MQ_06170_FV6_L (MQ1005);14;4;6;2;1;2;2;4;8;17;24;32;31;35;40;34;31;29;20;19;13;8;6;4;
MQ_08110_FV1_LO (MQ1006);1;2;1;2;1;0;0;2;2;8;6;6;8;9;9;11;7;9;8;6;4;4;1;1;
MQ_08110_FV3_RO (MQ1007);1;0;0;0;1;0;0;2;9;14;8;9;11;7;11;10;8;11;8;5;4;2;1;1;
LSA 29120 Schleifen (MQ1008);237;174;129;121;69;96;97;99;205;423;518;683;846;992;1012;1036;872;917;799;624;399;323;197;104;
MQ_06160_FV2_R (MQ1009);39;44;33;22;23;29;18;18;31;69;104;104;135;149;175;170;161;162;168;150;90;49;38;25;
MQ_02020_FV4_L (MQ101);28;29;17;9;5;13;30;18;27;69;112;127;133;150;183;212;209;182;170;129;79;76;50;18;
MQ_03030_FV1_G (MQ1010);98;62;39;21;16;29;57;58;93;176;280;310;417;456;563;513;451;481;406;307;217;188;104;50;
LSA 3290 Schleifen (MQ1012);2922;2768;1799;1546;1446;1333;955;851;1498;2777;3279;3907;4577;5025;5862;5479;5470;5565;5068;4356;3429;2481;1823;1068;
LSA 8020 Schleifen (MQ1013);3153;2884;2022;1740;1720;1451;972;861;1444;2550;2788;3106;3670;4278;5062;4444;4383;4650;4069;3462;2756;2155;1668;1003;
LSA 8030 Schleifen (MQ1014);1244;1313;728;667;649;529;337;325;576;958;1079;1244;1535;1672;2278;1792;1869;2019;1669;1575;1243;952;854;443;
LSA 8031 Schleifen (MQ1015);1384;1310;1117;1163;1123;904;539;484;681;1030;1041;1002;1137;1594;2035;1557;1460;1233;1129;951;767;525;367;298;
LSA 8032 Schleifen (MQ1017);739;726;495;540;437;341;218;239;384;700;878;1085;1388;1602;2013;1636;1531;1517;1368;1133;954;689;528;285;
LSA 8041 Schleifen (MQ1018);476;455;294;313;301;217;182;179;274;470;619;726;842;1005;1307;1095;1023;1042;947;743;649;430;311;171;
LSA 8054 Schleifen (MQ1019);398;314;189;191;119;136;138;137;255;507;704;877;1063;1280;1440;1326;1139;1234;1093;763;591;459;285;167;
MQ_02020_FV3_L (MQ102);12;13;8;1;2;3;1;1;7;27;24;21;29;27;20;36;20;31;25;21;25;13;14;12;
LSA 8140 Schleifen (MQ1020);223;179;122;113;60;71;79;82;190;375;498;625;793;939;990;944;796;896;679;508;405;310;190;110;
MQ_01210_FV32_L (MQ1021);14;3;3;1;2;1;0;4;6;21;25;34;31;29;27;43;36;44;44;17;16;14;7;8;
MQ_01081_FV3_G (MQ1022);98;99;63;47;45;52;40;41;48;91;124;191;233;257;323;258;260;282;255;208;184;160;112;71;
MQ_03030_FV1_L (MQ1023);4;5;3;2;1;5;3;9;18;12;23;19;17;10;30;20;15;8;14;4;4;2;3;0;
MQ_01200_FV1_G (MQ1024);242;201;146;87;48;57;63;77;137;274;407;552;701;862;967;930;851;870;802;555;431;304;207;97;
MQ_01121_FV1_G (MQ1025);17;12;9;4;5;3;15;8;40;126;127;178;123;136;135;137;123;112;122;54;37;25;11;10;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;0;0;0;1;1;1;3;2;2;2;2;3;2;2;1;1;1;0;
MQ_01121_FV3_G (MQ1027);14;10;10;6;4;4;1;6;9;33;31;58;135;113;105;120;119;128;86;89;64;31;27;14;
MQ_01121_FV1_R (MQ1028);2;2;1;1;1;0;2;1;6;17;17;24;17;18;19;19;17;15;17;8;5;4;2;1;
MQ_01200_FV1_L (MQ1029);8;6;4;2;0;0;5;0;2;10;14;21;24;27;35;36;36;32;35;21;19;13;5;6;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);1;5;4;5;2;1;1;0;3;8;8;12;9;10;12;12;17;15;10;7;6;1;3;6;
Test (MQ1032);194;191;132;111;80;99;73;65;85;167;277;301;340;347;456;460;403;460;476;281;277;193;147;84;
MQ_09040_FV1_G (MQ1033);91;71;59;40;31;31;45;28;42;56;94;150;160;189;241;215;263;277;281;222;166;122;91;37;
MQ_09040_FV3_G (MQ1034);70;63;40;31;26;27;34;42;64;129;188;195;198;228;266;293;262;283;294;229;165;89;77;31;
MQ_09050_FV1_G (MQ1035);145;89;84;46;42;44;58;43;74;137;223;324;330;342;427;390;441;428;402;340;258;163;123;63;
MQ_09050_FV3_G (MQ1036);96;81;48;39;32;32;34;40;74;201;278;276;270;297;418;391;356;382;381;289;205;130;91;45;
MQ_03023_FV1_G (MQ104);70;51;28;24;9;22;42;38;62;141;216;234;327;352;477;451;423;445;342;253;152;138;66;45;
MQ_03250_FV1_R (MQ1043);10;6;5;4;3;3;5;3;4;7;13;20;21;22;30;26;31;29;27;23;18;13;10;4;
MQ_03250_FV1_G (MQ1044);56;36;30;23;15;20;28;18;22;41;73;112;117;122;168;145;178;167;156;132;100;74;57;23;
MQ_03250_FV1_L (MQ1045);30;31;23;15;15;13;14;12;20;32;41;51;52;70;75;76;87;99;101;71;65;29;29;9;
MQ_03250_FV2_R (MQ1046);12;12;9;7;7;6;5;7;9;20;25;31;41;45;47;46;44;50;42;36;28;16;12;5;
MQ_03250_FV2_G (MQ1047);84;90;66;50;49;43;34;48;62;150;185;226;302;328;345;341;324;366;306;261;205;116;91;38;
MQ_03250_FV2_L (MQ1048);47;30;22;18;15;11;23;14;27;70;89;126;120;131;139;131;155;154;167;121;95;52;41;19;
MQ_03250_FV3_R (MQ1049);20;16;9;5;5;8;7;8;15;36;58;54;58;59;80;81;68;74;76;60;41;24;19;9;
MQ_03250_FV3_G (MQ105);59;48;27;15;16;23;22;24;46;108;174;161;174;176;239;242;203;221;228;181;123;73;57;27;
MQ_03250_FV3_L (MQ1050);25;25;15;20;17;19;7;11;17;45;40;67;82;59;90;59;82;96;89;53;45;41;18;11;
MQ_03250_FV4_R (MQ1051);29;26;18;16;13;12;8;8;13;27;41;56;69;72;77;80;76;80;73;62;46;29;22;13;
MQ_03250_FV4_G (MQ1052);116;103;74;64;50;46;32;33;52;107;165;223;274;286;307;320;302;319;294;248;183;116;88;52;
MQ_03250_FV4_L (MQ1053);7;10;6;11;8;1;7;5;8;9;9;12;7;12;19;17;16;18;16;19;14;8;6;3;
