Name  /  Date: 2015_01_08;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);42;14;13;31;28;67;182;338;321;326;290;263;273;297;344;330;338;354;353;324;188;142;226;218;
MQ_03020_FV4_L (MQ1);9;7;12;12;14;49;145;384;348;219;185;186;214;250;268;308;327;351;297;180;122;85;68;29;
MQ_03290_FV3_GR (MQ10);25;20;9;18;17;48;104;215;201;157;167;167;180;180;167;238;231;234;229;176;108;87;114;55;
MQ_03020_FV2_L (MQ100);4;2;2;1;0;3;9;47;24;33;27;33;35;42;29;36;45;46;51;29;25;18;15;7;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;1;2;2;2;2;2;3;3;3;2;1;1;1;1;0;
MQ_06170_FV4_L (MQ1002);1;0;0;0;0;0;1;12;10;10;11;25;23;6;7;12;8;10;12;6;12;6;3;2;
MQ_08050_FV3_L (MQ1003);2;4;1;1;10;21;40;35;65;91;92;107;116;120;95;93;116;108;88;45;30;5;1;3;
MQ_06161_FV3_L (MQ1004);12;5;2;4;6;38;152;280;327;264;194;202;181;198;216;252;237;270;274;172;86;62;61;32;
MQ_06170_FV6_L (MQ1005);2;0;1;1;2;4;32;71;54;35;29;25;26;26;44;47;55;45;40;25;17;14;6;5;
MQ_08110_FV1_LO (MQ1006);0;1;0;0;0;2;3;9;15;14;13;15;21;16;19;22;31;27;20;13;6;5;3;3;
MQ_08110_FV3_RO (MQ1007);1;0;0;0;1;3;9;27;26;23;29;29;26;19;24;31;27;30;22;13;5;4;2;1;
MQ_06160_FV2_R (MQ1009);8;7;7;5;13;63;140;272;252;180;193;177;198;161;191;199;254;255;229;144;90;54;36;28;
MQ_02020_FV4_L (MQ101);18;6;14;;;;176;309;340;276;227;264;302;343;371;401;480;432;417;242;156;124;84;40;
MQ_03030_FV1_G (MQ1010);30;11;10;13;18;101;465;929;838;541;523;605;664;716;774;923;1139;914;741;478;255;229;202;83;
LSA 3290 Schleifen (MQ1012);656;392;293;414;506;1218;3157;6129;5975;5693;5511;5425;5569;5918;6011;6372;6410;6439;6303;5367;3857;2661;3334;2330;
LSA 8020 Schleifen (MQ1013);657;369;236;336;530;1104;3146;5798;5690;5023;4884;4837;5221;5456;5486;5657;5920;6031;5619;4822;3433;2287;2896;2231;
LSA 8030 Schleifen (MQ1014);264;130;80;100;170;422;1265;2427;2402;2093;2001;1965;2253;2358;2353;2613;2784;3034;2856;2381;1680;1118;1712;1509;
LSA 8031 Schleifen (MQ1015);237;118;100;111;137;334;1235;2365;2244;2059;1867;1814;2043;2155;2263;2636;2608;2558;2584;1840;1352;928;1459;1554;
LSA 8040 Schleifen (MQ1016);345;245;175;214;601;1920;5722;10031;8838;6659;6237;6360;6825;6961;7180;7942;9361;9235;7469;4798;2976;2115;1864;1430;
LSA 8054 Schleifen (MQ1019);110;57;36;51;117;396;1333;2613;2329;1677;1534;1611;1795;1947;1889;2145;2582;2708;2058;1268;867;640;517;363;
MQ_02020_FV3_L (MQ102);7;0;1;;;;25;63;53;43;37;44;53;48;51;58;73;67;64;40;30;10;12;7;
LSA 8140 Schleifen (MQ1020);56;36;24;36;92;231;842;1421;1136;863;920;918;1006;1077;1037;1253;1454;1457;1212;765;472;346;350;238;
MQ_01210_FV32_L (MQ1021);3;0;2;2;6;24;138;191;185;53;33;46;49;48;44;47;49;47;44;37;21;20;8;10;
