Name  /  Date: 2016_03_03;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);;;;;;;;;;;;;365;365;360;233;166;225;110;
MQ_03020_FV4_L (MQ1);17;7;9;9;17;53;154;356;357;234;188;198;209;278;231;265;290;308;254;179;110;75;57;21;
MQ_03290_FV3_GR (MQ10);;;;;;;;;;;;;245;236;235;171;155;159;75;
MQ_03020_FV2_L (MQ100);3;0;0;2;2;4;16;46;36;20;26;30;40;36;43;37;52;46;40;27;29;13;5;2;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;1;2;2;2;2;2;2;3;2;2;1;1;1;0;0;
MQ_06170_FV4_L (MQ1002);0;1;0;0;0;0;0;12;7;7;11;7;11;6;22;7;12;14;12;6;6;2;5;1;
MQ_08050_FV3_L (MQ1003);2;5;3;0;6;26;50;40;72;101;104;99;119;90;89;87;91;87;91;52;35;10;2;3;
MQ_06161_FV3_L (MQ1004);9;8;2;1;10;48;171;382;399;284;219;181;186;219;232;227;266;286;267;180;91;54;61;24;
MQ_06170_FV6_L (MQ1005);4;1;1;0;3;7;32;63;48;30;30;26;32;34;38;41;47;47;36;28;16;15;12;7;
MQ_08110_FV1_LO (MQ1006);2;1;1;1;1;3;7;13;22;17;20;26;23;21;23;24;28;27;28;20;10;5;3;2;
MQ_08110_FV3_RO (MQ1007);0;0;1;1;1;1;14;58;68;34;34;45;38;33;30;44;55;53;42;28;17;10;3;2;
LSA 29120 Schleifen (MQ1008);89;44;38;46;93;305;893;1254;1140;951;1082;1149;1198;1106;1224;1382;1492;1432;1310;953;653;440;407;153;
MQ_06160_FV2_R (MQ1009);4;6;5;9;14;57;146;286;259;240;182;188;196;161;217;218;226;285;228;167;94;59;51;23;
MQ_02020_FV4_L (MQ101);21;7;7;10;10;53;152;290;323;244;251;247;279;304;325;372;439;413;356;285;158;128;69;39;
MQ_03030_FV1_G (MQ1010);28;16;14;19;23;133;427;975;900;549;557;580;605;692;722;908;1002;874;717;483;307;234;184;97;
Alle Motion Det Weselerstr. (MQ1011);12910;10737;10091;9802;11551;20271;49319;81210;77596;66022;62822;63441;67078;68413;73961;81437;88072;84733;77652;62173;42789;34219;29163;20181;
LSA 3290 Schleifen (MQ1012);;;;;;;;;;;;;7054;6149;5738;3927;2959;3127;1595;
LSA 8020 Schleifen (MQ1013);909;740;501;495;707;1553;3988;5823;5682;5292;5294;5025;5680;5527;5861;6129;5920;6077;5692;5188;3793;2886;3159;1825;
LSA 8030 Schleifen (MQ1014);349;256;158;152;235;548;1595;2601;2656;2243;2220;2040;2404;2352;2579;2769;2843;2916;2637;2519;1682;1164;1567;759;
LSA 8031 Schleifen (MQ1015);320;291;255;275;319;494;1380;2071;2247;2069;1928;1807;1896;2037;2154;2542;2463;2163;1872;2053;1452;860;1623;843;
LSA 8040 Schleifen (MQ1016);412;320;240;269;600;2141;6182;9821;8837;6644;6420;6368;6814;6874;7651;8467;8969;8272;6988;5492;3197;2045;1993;962;
LSA 8032 Schleifen (MQ1017);195;124;95;115;196;606;1723;2585;2611;2242;2320;2216;2459;2507;2529;2768;2791;2529;2157;1871;1270;944;1239;583;
LSA 8041 Schleifen (MQ1018);1911;1948;1859;1927;1963;2024;2150;2113;1934;1748;1570;926;593;784;354;
LSA 8054 Schleifen (MQ1019);119;79;43;57;133;445;1431;2397;2166;1694;1732;1711;1872;1895;1953;2261;2407;2290;1904;1432;1044;612;569;248;
MQ_02020_FV3_L (MQ102);0;0;3;0;4;8;24;60;50;50;53;54;58;59;52;65;43;50;65;38;23;15;21;9;
LSA 8140 Schleifen (MQ1020);87;43;35;37;;;;;;;;;;;;;;;;;;;336;226;
MQ_01210_FV32_L (MQ1021);9;4;1;3;3;13;114;198;203;44;31;48;54;41;46;54;55;49;60;45;25;18;19;4;
MQ_01081_FV3_G (MQ1022);58;18;16;17;18;44;140;349;309;235;253;268;293;300;319;345;372;359;387;285;213;176;152;95;
MQ_03030_FV1_L (MQ1023);0;0;0;0;0;5;6;18;52;25;15;26;27;20;14;22;16;14;16;6;3;6;4;6;
MQ_01200_FV1_G (MQ1024);61;39;32;27;47;143;481;989;820;725;809;905;1029;1039;1208;1473;1747;1415;1173;836;576;455;339;216;
MQ_01121_FV1_G (MQ1025);10;3;3;3;3;18;92;190;239;209;206;167;156;149;150;204;216;206;163;141;65;23;30;14;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;1;1;1;1;3;3;3;3;3;4;4;4;4;3;2;1;1;1;
MQ_01121_FV3_G (MQ1027);5;1;1;1;0;3;21;55;59;63;125;142;138;144;136;191;201;205;178;133;104;62;53;27;
MQ_01121_FV1_R (MQ1028);1;0;0;0;0;2;12;26;33;28;28;23;21;20;20;28;29;28;22;19;9;3;4;2;
MQ_01200_FV1_L (MQ1029);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);6;3;4;1;0;4;3;18;22;25;16;17;17;17;10;18;15;26;24;28;11;13;11;10;
MQ_09040_FV1_G (MQ1033);37;28;11;11;14;28;111;237;199;204;208;224;274;265;268;365;381;362;360;295;185;128;134;74;
MQ_09040_FV3_G (MQ1034);22;15;9;7;16;62;185;305;355;359;302;267;286;300;327;326;324;347;319;252;138;108;101;54;
MQ_09050_FV1_G (MQ1035);43;27;16;13;19;77;281;502;415;316;372;426;494;474;478;631;634;610;603;480;338;253;251;110;
MQ_09050_FV3_G (MQ1036);27;23;8;14;25;132;404;534;588;520;428;371;373;423;481;445;480;540;502;396;213;157;164;75;
MQ_09060_FV11_G (MQ1037);40;27;15;13;22;83;293;487;403;277;371;410;470;489;498;621;599;601;570;460;323;256;249;112;
MQ_09060_FV11L (MQ1038);7;3;2;3;1;11;19;74;51;45;34;40;44;35;40;37;53;42;51;42;28;13;19;10;
MQ_09060_FV2_L (MQ1039);8;0;2;4;4;14;78;150;161;107;96;144;168;187;204;221;237;206;173;118;95;63;45;11;
MQ_03023_FV1_G (MQ104);11;13;11;7;15;81;306;722;649;401;402;416;474;531;585;669;800;670;538;374;248;203;121;64;
MQ_09060_FV2_R (MQ1040);2;0;0;1;1;3;16;31;33;22;20;29;35;38;42;45;49;42;35;24;20;13;9;2;
MQ_09060_FV3_G (MQ1041);28;29;14;20;31;133;381;491;566;309;423;327;320;412;442;305;376;569;511;379;203;164;166;78;
MQ_09060_FV3_R (MQ1042);2;3;3;2;6;61;182;266;220;161;118;113;145;115;145;151;183;194;197;107;70;33;36;9;
MQ_03250_FV1_R (MQ1043);4;3;2;1;1;4;18;31;29;22;24;28;30;31;32;46;44;45;44;34;21;14;16;7;
MQ_03250_FV1_G (MQ1044);20;18;9;5;7;23;104;173;162;125;138;159;170;178;183;263;250;257;247;191;122;80;93;39;
MQ_03250_FV1_L (MQ1045);9;6;1;6;7;13;29;63;81;64;70;59;75;73;60;80;108;82;82;72;46;35;29;21;
MQ_03250_FV2_R (MQ1046);4;2;2;2;4;12;35;55;66;57;56;51;56;57;61;56;64;65;58;50;29;23;18;10;
MQ_03250_FV2_G (MQ1047);28;15;16;12;27;90;255;402;480;420;412;372;411;421;449;408;469;478;428;363;213;170;132;75;
MQ_03250_FV2_L (MQ1048);11;7;5;7;9;44;127;188;157;128;153;182;212;175;174;251;259;201;227;170;126;90;86;34;
MQ_03250_FV3_R (MQ1049);5;4;2;3;6;29;81;101;108;103;85;69;75;86;89;90;90;98;86;67;40;32;30;15;
MQ_03250_FV3_G (MQ105);14;11;5;10;17;87;244;304;323;310;254;207;224;257;268;269;269;293;259;202;119;96;89;44;
MQ_03250_FV3_L (MQ1050);7;8;5;6;5;17;59;122;124;107;87;85;85;84;103;80;105;124;121;103;51;34;38;20;
MQ_03250_FV4_R (MQ1051);8;4;3;2;2;14;40;92;76;80;80;82;81;87;99;94;108;111;100;84;59;53;47;26;
MQ_03250_FV4_G (MQ1052);33;17;13;9;10;56;160;369;306;318;321;330;323;348;398;375;432;443;400;335;234;213;188;102;
MQ_03250_FV4_L (MQ1053);3;1;2;0;2;1;8;23;23;20;26;28;32;33;26;27;21;31;34;27;13;11;10;12;
MQ_03030_FV1_R (MQ1054);2;0;1;2;2;3;17;54;56;41;42;42;67;59;48;76;82;85;68;36;28;12;8;7;
MQ_03030_FV2_G (MQ1055);0;0;0;0;0;0;0;1;3;2;1;2;2;1;1;2;1;1;1;1;1;2;1;1;
MQ_03030_FV2_L (MQ1056);1;2;1;0;1;3;2;9;39;25;14;30;23;18;18;29;18;10;13;9;10;32;7;8;
MQ_03030_FV2_R (MQ1057);0;2;1;0;1;2;1;6;26;17;10;20;16;13;12;20;12;7;9;6;7;22;5;6;
MQ_03030_FV3_G (MQ1058);28;14;13;14;28;137;434;811;829;603;490;457;525;559;578;684;717;700;527;387;303;166;146;66;
MQ_03030_FV3_L (MQ1059);4;1;1;0;2;10;32;98;101;68;48;77;76;62;87;70;85;129;121;76;40;30;20;9;
MQ_03080_FV4_R (MQ106);5;2;1;2;1;4;36;169;143;57;51;40;54;38;56;68;61;71;84;39;24;19;13;5;
MQ_03030_FV3_R (MQ1060);0;0;0;0;0;2;6;10;12;8;6;6;7;7;8;9;10;10;7;5;4;3;2;1;
MQ_03030_FV4_G (MQ1061);1;0;0;1;1;2;11;12;11;9;7;8;10;9;11;11;12;10;11;7;6;6;2;1;
MQ_03030_FV4_L (MQ1062);4;1;0;3;3;12;76;82;76;60;46;52;65;62;71;73;77;70;76;48;40;38;13;8;
MQ_03030_FV4_R (MQ1063);4;1;0;3;3;12;76;82;76;60;46;52;65;62;71;73;77;70;76;48;40;38;13;8;
MQ_03120_FV1_G (MQ107);61;47;48;34;74;231;604;1098;1122;901;889;928;1023;1137;1068;1297;1262;1223;1140;806;540;378;309;172;
MQ_03020_FV2_R (MQ108);5;2;2;2;1;6;20;72;72;37;53;52;70;55;56;64;82;79;52;55;42;32;15;6;
MQ_03120_FV1_R (MQ109);1;1;1;0;1;3;6;10;11;9;9;10;10;12;11;13;13;12;12;9;6;5;4;2;
MQ_08050_FV2_L (MQ11);18;10;25;10;17;84;169;239;280;329;436;391;469;438;506;575;622;517;421;274;175;86;52;20;
MQ_03120_FV2_L (MQ110);2;0;0;2;2;6;20;44;50;30;35;47;47;35;52;50;56;47;31;24;17;20;9;1;
MQ_03120_FV2_R (MQ111);0;0;0;3;2;4;8;31;17;10;19;24;23;38;44;34;27;20;14;20;15;15;5;0;
MQ_06160_FV3_L (MQ112);2;1;0;0;1;4;24;79;84;53;65;64;69;63;70;78;86;97;108;55;25;21;7;4;
MQ_03120_FV3_G (MQ113);55;33;18;24;45;252;787;1398;1308;1014;861;900;844;980;1007;1036;1197;1140;1071;831;523;416;285;144;
MQ_03020_FV2_G (MQ114);8;5;1;3;10;9;36;142;114;68;78;89;125;113;119;125;170;110;138;110;86;59;40;20;
