Name  /  Date: 2015_07_30;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);59;32;23;12;33;97;224;313;338;420;349;344;367;309;361;379;358;367;356;319;246;170;145;85;
MQ_03020_FV4_L (MQ1);16;11;9;5;9;56;135;226;218;178;169;181;202;172;179;232;296;274;208;143;102;57;51;32;
MQ_03290_FV3_GR (MQ10);67;50;27;31;39;70;136;203;184;175;169;210;224;228;222;243;241;244;236;235;151;130;123;63;
MQ_03020_FV2_L (MQ100);1;4;1;1;0;3;7;17;24;18;29;21;38;29;33;26;37;44;29;22;20;7;9;5;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;1;1;1;1;2;2;1;2;2;2;2;2;1;1;1;0;0;
MQ_06170_FV4_L (MQ1002);0;0;0;0;0;2;1;6;9;8;8;10;12;3;8;10;13;20;17;13;9;3;5;0;
MQ_08050_FV3_L (MQ1003);3;2;1;3;8;20;36;40;50;91;99;129;107;109;136;100;119;126;122;72;36;11;2;4;
MQ_06161_FV3_L (MQ1004);23;19;3;0;10;24;54;159;134;123;80;88;86;82;118;110;112;122;100;80;60;28;32;26;
MQ_06170_FV6_L (MQ1005);2;1;2;0;1;6;19;38;34;33;20;25;29;29;30;30;44;36;37;23;16;13;6;6;
MQ_08110_FV1_LO (MQ1006);1;0;0;0;0;2;3;8;11;10;13;15;14;15;14;21;23;23;17;13;8;4;4;2;
MQ_08110_FV3_RO (MQ1007);0;0;0;0;0;2;7;12;17;26;28;25;23;19;20;26;32;28;21;17;11;6;3;2;
MQ_06160_FV2_R (MQ1009);12;9;5;7;23;53;119;205;206;194;192;215;179;202;200;229;227;177;192;140;129;90;68;54;
MQ_02020_FV4_L (MQ101);27;9;9;11;16;39;121;211;253;226;226;222;272;302;266;362;409;376;344;240;176;113;67;35;
MQ_03030_FV1_G (MQ1010);35;17;13;11;27;100;377;687;583;478;518;501;592;574;651;790;835;707;644;393;277;214;135;84;
LSA 3290 Schleifen (MQ1012);1030;644;528;469;635;1550;3354;5364;5544;5612;5691;5919;6207;5903;6301;6381;6503;6629;6340;5361;4055;3181;2486;1519;
LSA 8020 Schleifen (MQ1013);1026;676;510;444;649;1512;3512;5486;5681;5131;5131;5440;5471;5449;5792;5884;6115;6311;5426;4757;3669;2606;2330;1527;
