Name  /  Date: 2015_01_16;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);50;32;11;14;18;67;201;341;333;343;286;329;338;330;385;343;366;344;338;309;248;159;202;167;
MQ_03020_FV4_L (MQ1);11;13;15;14;10;32;158;356;298;241;198;212;287;259;262;316;318;221;218;182;93;56;50;45;
MQ_03290_FV3_GR (MQ10);37;23;13;12;16;47;122;235;223;170;200;203;235;244;259;248;244;241;219;239;204;122;139;114;
MQ_03020_FV2_L (MQ100);0;3;0;1;2;3;12;41;25;46;31;22;47;53;41;29;34;41;37;29;18;12;15;16;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;1;2;2;2;2;2;3;2;2;2;2;1;1;1;0;
MQ_06170_FV4_L (MQ1002);1;1;0;0;0;1;3;8;10;12;15;11;16;12;17;18;18;17;15;6;10;9;1;2;
MQ_08050_FV3_L (MQ1003);3;3;1;1;7;21;44;39;53;91;112;129;169;123;113;147;163;131;85;63;36;10;1;2;
MQ_06161_FV3_L (MQ1004);12;6;5;5;7;34;149;310;287;215;184;191;200;232;282;260;216;222;191;175;96;68;56;55;
MQ_06170_FV6_L (MQ1005);2;1;0;0;1;3;30;62;52;34;25;32;36;41;43;48;48;44;34;25;13;6;10;8;
MQ_08110_FV1_LO (MQ1006);0;1;0;0;1;2;4;9;15;13;14;20;21;20;19;23;19;20;14;12;8;7;4;2;
MQ_08110_FV3_RO (MQ1007);0;0;1;0;1;3;8;22;22;26;27;32;27;23;21;33;30;29;17;16;9;7;3;4;
MQ_06160_FV2_R (MQ1009);15;12;7;7;20;47;127;260;207;186;195;182;168;195;217;221;213;182;170;147;105;57;67;51;
MQ_02020_FV4_L (MQ101);27;14;16;6;9;42;131;297;314;267;272;260;381;407;403;391;413;387;332;226;155;121;82;69;
MQ_03030_FV1_G (MQ1010);36;10;7;14;17;117;399;904;852;572;577;631;780;858;926;953;877;736;600;438;264;209;174;128;
LSA 3290 Schleifen (MQ1012);954;582;359;240;388;1145;3364;6009;6117;5888;5766;6178;6346;6325;6872;6573;6569;6282;5956;5665;4464;3297;3743;2914;
LSA 8020 Schleifen (MQ1013);877;624;426;235;361;1166;3308;5740;5656;5244;4960;5264;5715;5667;6054;5794;5736;5416;5076;5021;3844;2741;3538;2680;
LSA 8030 Schleifen (MQ1014);398;257;130;78;135;392;1343;2403;2274;2025;1966;2172;2414;2485;2753;2622;2652;2576;2394;2325;1735;1195;1854;1248;
LSA 8031 Schleifen (MQ1015);537;338;230;114;106;352;1223;2037;2237;2158;1924;1879;2356;2108;2364;2116;2020;2089;2059;1841;1297;1287;1369;1152;
LSA 8040 Schleifen (MQ1016);632;343;215;253;533;1859;5850;9930;8381;6570;6312;6795;7828;8616;9470;9088;8582;7678;6300;5341;3422;2503;2278;1571;
LSA 8054 Schleifen (MQ1019);131;85;43;56;95;390;1417;2609;2249;1663;1688;1820;2303;2378;2446;2517;2471;2055;1691;1435;957;714;599;425;
MQ_02020_FV3_L (MQ102);6;2;1;0;2;7;20;61;59;46;47;53;47;57;53;69;64;67;58;38;28;17;9;16;
LSA 8140 Schleifen (MQ1020);93;33;30;33;65;264;804;1396;1147;927;1008;1017;1148;1326;1321;1442;1294;1231;1154;892;608;426;403;304;
MQ_01210_FV32_L (MQ1021);3;1;1;2;6;13;106;200;148;41;36;38;45;60;80;55;50;43;36;38;22;31;8;8;
MQ_01081_FV3_G (MQ1022);54;19;16;15;18;52;119;311;321;279;272;274;343;328;319;358;362;324;362;255;207;146;164;122;
MQ_03030_FV1_L (MQ1023);2;0;1;0;0;2;5;18;43;37;18;14;23;13;16;17;18;17;28;19;1;0;5;4;
MQ_01200_FV1_G (MQ1024);84;41;21;20;28;121;445;952;710;645;798;888;1323;1350;1494;1496;1369;1260;1126;764;503;456;379;305;
MQ_01121_FV1_G (MQ1025);8;4;4;3;5;18;84;165;230;199;216;197;199;181;209;231;199;193;152;111;82;35;46;25;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;1;1;1;2;2;3;4;3;3;3;4;3;4;3;2;1;2;1;
MQ_01121_FV3_G (MQ1027);8;6;0;0;1;3;23;51;57;77;98;136;178;160;149;159;177;171;180;163;88;56;71;55;
MQ_01121_FV1_R (MQ1028);1;1;1;0;1;3;11;22;31;27;30;27;27;25;29;31;27;26;21;15;11;5;6;4;
MQ_01200_FV1_L (MQ1029);5;0;0;1;0;6;12;78;109;53;51;44;51;63;61;65;73;65;43;49;21;20;18;10;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);4;3;1;0;1;2;2;18;21;19;20;23;13;19;16;18;18;21;8;11;12;16;18;11;
---Test (MQ1032);5;0;0;1;0;6;12;78;109;53;51;44;51;63;61;65;73;65;43;49;21;20;18;10;
MQ_09040_FV1_G (MQ1033);35;19;6;4;16;25;99;239;163;186;200;205;299;311;349;332;349;365;352;245;211;144;149;104;
MQ_09040_FV3_G (MQ1034);21;9;10;11;7;44;186;327;367;354;312;320;329;359;364;353;375;359;304;277;201;124;101;99;
MQ_09050_FV1_G (MQ1035);50;24;8;16;21;56;263;418;304;253;353;381;459;548;544;549;527;560;543;446;307;244;216;165;
MQ_09050_FV3_G (MQ1036);33;10;12;9;18;92;367;513;534;438;404;424;427;436;479;474;486;456;433;347;273;185;131;124;
MQ_09060_FV11_G (MQ1037);47;22;8;15;18;59;265;421;292;268;331;356;511;537;520;527;511;519;520;409;278;221;201;165;
MQ_09060_FV11L (MQ1038);4;3;1;5;3;10;27;67;65;58;56;64;58;43;176;64;77;50;54;41;38;34;21;13;
MQ_09060_FV2_L (MQ1039);6;1;0;1;3;23;75;140;143;116;113;166;204;240;224;253;182;150;164;118;81;55;17;11;
MQ_03023_FV1_G (MQ104);23;11;3;13;13;62;258;656;554;382;407;444;610;631;637;636;650;575;433;309;195;175;143;92;
MQ_09060_FV2_R (MQ1040);1;0;0;0;1;5;15;29;29;24;23;34;42;49;46;52;37;31;33;24;17;12;3;2;
MQ_09060_FV3_G (MQ1041);28;12;16;16;19;99;369;543;512;438;403;380;399;424;471;462;475;444;407;326;234;159;120;116;
MQ_09060_FV3_R (MQ1042);7;5;7;5;6;56;245;373;233;187;135;135;165;185;197;185;188;188;166;127;65;28;42;30;
MQ_03250_FV1_R (MQ1043);4;2;1;1;1;3;16;32;24;23;25;27;38;42;40;42;42;45;39;36;24;18;17;12;
MQ_03250_FV1_G (MQ1044);20;10;5;3;5;17;88;183;137;130;143;156;218;236;227;241;241;254;222;204;137;100;95;71;
MQ_03250_FV1_L (MQ1045);11;7;3;0;8;11;26;60;57;56;55;75;64;90;83;92;94;83;99;67;54;30;39;24;
MQ_03250_FV2_R (MQ1046);4;3;2;2;6;14;39;68;65;65;63;65;71;79;76;72;72;65;62;57;37;14;24;17;
MQ_03250_FV2_G (MQ1047);32;24;16;12;41;104;288;496;478;475;460;475;517;581;561;529;528;476;455;415;271;105;180;124;
MQ_03250_FV2_L (MQ1048);19;5;4;6;14;27;117;162;121;123;141;169;195;190;202;217;181;199;194;149;101;81;69;61;
MQ_03250_FV3_R (MQ1049);7;1;3;2;4;21;74;102;97;93;81;80;84;85;88;87;90;87;78;69;53;30;23;23;
MQ_03250_FV3_G (MQ105);20;3;8;7;11;62;221;307;290;278;243;240;252;255;263;260;269;260;234;206;158;91;69;70;
MQ_03250_FV3_L (MQ1050);9;8;3;2;3;22;63;125;152;92;85;85;102;108;119;115;107;109;106;93;67;57;41;33;
MQ_03250_FV4_R (MQ1051);11;7;2;3;3;15;51;100;93;89;90;99;113;115;127;119;129;112;104;91;70;55;47;41;
MQ_03250_FV4_G (MQ1052);45;30;7;14;12;61;206;400;371;354;362;395;450;459;508;478;517;446;415;364;280;222;187;165;
MQ_03250_FV4_L (MQ1053);0;5;3;1;0;3;14;30;45;32;39;32;43;49;55;47;59;40;54;36;28;19;21;18;
MQ_03030_FV1_R (MQ1054);1;1;0;0;1;4;12;53;54;55;50;65;72;66;62;79;72;53;46;56;17;8;9;9;
MQ_03030_FV2_G (MQ1055);0;0;0;0;0;0;0;1;1;3;2;1;2;2;2;2;2;3;1;2;0;1;1;1;
MQ_03030_FV2_L (MQ1056);5;1;2;0;0;2;3;8;20;41;21;16;21;23;23;20;31;45;19;22;6;8;17;8;
MQ_03030_FV2_R (MQ1057);4;0;2;0;0;1;2;5;14;28;15;11;14;16;16;14;21;31;13;15;4;6;12;6;
MQ_03030_FV3_G (MQ1058);31;27;17;18;26;101;419;800;790;644;510;574;703;658;697;672;666;575;487;370;266;144;143;114;
MQ_03030_FV3_L (MQ1059);2;3;2;1;6;6;29;102;96;79;78;65;84;103;96;97;80;74;88;69;44;25;16;10;
MQ_03080_FV4_R (MQ106);3;2;0;0;1;2;47;147;116;70;53;51;66;76;50;57;69;57;61;40;14;15;17;5;
MQ_03030_FV3_R (MQ1060);1;0;0;0;0;1;5;11;11;10;8;9;10;9;9;10;9;8;7;6;4;2;2;2;
MQ_03030_FV4_G (MQ1061);1;0;0;0;1;2;6;15;13;11;8;10;9;10;10;12;13;16;15;12;7;9;5;4;
MQ_03030_FV4_L (MQ1062);8;1;2;1;6;11;40;102;90;70;56;68;62;64;66;81;86;110;104;81;47;60;30;24;
MQ_03030_FV4_R (MQ1063);8;1;2;1;6;11;40;102;90;70;56;68;62;64;66;81;86;110;104;81;47;60;30;24;
MQ_03120_FV1_G (MQ107);63;51;29;20;50;187;579;1050;1031;903;881;958;1156;1311;1323;1235;1116;1137;985;714;495;371;313;242;
MQ_03020_FV2_R (MQ108);8;3;0;1;1;4;26;79;53;62;58;71;86;86;79;68;58;79;72;46;33;25;14;7;
MQ_03120_FV1_R (MQ109);1;1;0;0;1;2;6;10;10;9;9;9;12;13;13;12;12;12;10;8;5;5;4;3;
MQ_08050_FV2_L (MQ11);38;12;15;11;22;84;155;269;293;385;404;483;526;628;681;618;597;548;377;289;198;137;39;31;
MQ_03120_FV2_L (MQ110);1;1;0;1;0;2;5;21;28;31;34;31;41;36;35;41;36;18;18;21;10;3;7;4;
