Name  /  Date: 2016_03_27;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03150_FV3_R (MQ265);5;4;3;2;3;2;2;3;13;13;10;16;13;17;13;14;14;17;13;9;7;8;5;
MQ_08080_FV1_G (MQ266);176;126;88;78;82;74;77;102;201;274;358;477;430;535;534;491;490;505;456;420;348;256;169;
MQ_08080_FV1_R (MQ267);1;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;
MQ_08080_FV1_L (MQ268);17;8;8;2;2;5;2;4;22;20;26;52;39;46;37;33;40;32;37;42;19;14;7;
MQ_06161_FV2_R (MQ269);5;5;2;5;4;5;5;8;25;25;37;40;56;68;52;48;69;69;62;56;37;24;14;
MQ_08020_FV2_R (MQ27);23;33;24;17;19;5;3;1;2;5;3;14;19;20;17;26;19;8;24;20;13;16;21;
MQ_06161_FV2_L (MQ270);56;34;33;26;39;35;45;48;126;158;174;199;196;220;209;177;248;243;192;186;113;115;78;
MQ_03150_FV4_G (MQ271);11;13;9;6;7;6;6;14;22;27;42;43;36;47;36;42;45;45;37;36;30;16;11;
MQ_08080_FV2_R (MQ272);11;2;3;2;5;3;4;8;30;23;38;34;32;48;33;32;46;31;29;19;15;13;12;
MQ_08080_FV2_L (MQ273);3;1;1;0;1;1;1;2;8;6;10;9;9;13;9;8;12;8;8;5;4;3;3;
MQ_08080_FV2_G (MQ274);1;0;0;0;0;0;0;1;2;2;3;2;2;3;2;2;3;2;2;1;1;1;1;
MQ_08080_FV3_R (MQ275);6;2;1;3;4;6;3;9;11;12;19;17;17;25;27;20;17;24;18;13;14;11;10;
MQ_08080_FV3_G (MQ276);102;68;59;54;77;83;77;131;302;394;378;450;465;563;523;479;523;503;478;351;314;259;158;
MQ_03150_FV4_L (MQ277);18;11;13;15;15;7;10;14;35;44;56;52;47;57;45;38;49;53;49;38;38;19;13;
MQ_08080_FV3_L (MQ278);8;3;4;0;1;0;0;2;13;11;13;7;7;5;21;6;11;14;13;10;10;10;6;
MQ_03150_FV4_R (MQ279);10;12;9;5;6;6;5;12;20;25;39;39;33;43;33;38;41;41;34;33;28;14;10;
MQ_08020_FV2_L (MQ28);75;63;65;42;36;24;22;15;12;16;31;44;48;36;38;57;42;49;41;52;57;51;51;
MQ_06161_FV3_G (MQ281);44;25;26;20;15;23;28;52;104;123;150;165;148;188;165;161;166;146;122;115;96;51;38;
MQ_08080_FV4_G (MQ282);2;2;1;0;0;1;1;3;7;5;7;6;6;7;10;9;12;10;7;7;6;4;1;
MQ_08080_FV4_R (MQ283);0;0;0;0;0;0;2;3;3;3;2;3;2;4;5;5;34;9;2;2;3;2;0;
MQ_08080_FV4_L (MQ284);4;4;2;1;1;2;3;7;17;12;17;14;13;15;22;21;27;22;16;15;15;10;3;
MQ_06161_FV1_L (MQ287);17;7;8;14;9;7;16;26;27;55;65;75;62;70;58;63;80;64;44;42;35;27;25;
MQ_08052_FV1_R (MQ29);0;0;0;0;2;1;0;0;0;0;0;1;3;4;0;0;0;1;1;4;0;1;1;
MQ_08090_FV1_G (MQ293);135;91;72;62;69;61;66;93;160;194;280;353;316;393;418;372;347;393;350;326;274;185;137;
MQ_08090_FV1_L (MQ297);46;36;21;16;15;12;14;21;54;84;96;138;116;161;144;134;166;149;122;117;83;89;38;
MQ_08090_FV2_R (MQ299);29;15;19;14;28;20;21;42;95;128;125;134;137;179;156;140;150;141;135;91;92;57;25;
MQ_03290_FV12_G (MQ3);76;76;58;59;53;55;45;26;58;91;87;100;111;125;105;164;145;170;124;155;155;92;70;
MQ_06160_FV2_G (MQ30);3;3;2;2;2;2;3;4;8;9;9;12;10;15;14;13;13;16;9;10;7;7;4;
MQ_08090_FV2_L (MQ300);6;6;2;1;0;1;4;6;13;16;23;45;27;28;41;24;34;22;24;24;13;15;7;
MQ_08063_FV1_G (MQ301);14;7;4;3;2;3;7;10;36;43;53;54;57;72;61;47;74;61;59;47;35;29;18;
MQ_08063_FV1_L (MQ302);6;1;2;0;2;5;3;4;6;13;15;13;14;12;13;15;18;14;15;16;7;11;8;
MQ_08090_FV3_G (MQ303);70;53;38;40;45;61;49;55;137;195;225;284;300;356;355;297;348;348;310;234;196;198;123;
MQ_08063_FV2_L (MQ304);18;7;5;5;6;6;4;13;22;41;61;99;66;82;65;57;63;69;52;54;35;16;15;
MQ_08063_FV2_R (MQ305);2;1;0;1;1;1;0;1;2;4;6;10;7;8;6;6;6;7;5;6;4;2;2;
MQ_08063_FV3_G (MQ306);35;20;8;8;10;10;11;28;39;47;82;76;93;128;109;96;98;80;83;77;66;55;38;
MQ_08090_FV3_R (MQ307);2;5;1;1;1;3;9;36;65;68;45;34;27;40;31;35;36;27;36;48;26;15;13;
MQ_08063_FV3_R (MQ308);11;7;2;3;3;3;4;9;13;15;26;24;29;40;35;31;31;25;26;25;21;17;12;
MQ_08062_FV1_G (MQ309);35;14;10;8;11;9;10;20;50;73;111;134;116;152;120;109;123;130;102;98;65;36;30;
MQ_08020_FV3_G (MQ31);208;209;167;195;146;156;105;85;163;221;226;255;285;328;295;493;360;410;323;381;414;270;197;
MQ_08062_FV1_L (MQ310);11;5;4;4;3;1;0;2;7;5;13;27;13;10;17;13;20;11;13;12;12;5;10;
MQ_08062_FV2_L (MQ311);82;34;19;7;7;2;1;14;59;87;26;53;35;32;39;368;171;145;232;51;12;40;19;
MQ_08062_FV2_R (MQ312);64;27;15;6;6;2;1;11;47;69;20;42;27;25;31;289;135;114;183;40;10;31;15;
MQ_08062_FV3_G (MQ313);16;12;5;4;13;7;8;24;33;39;64;75;79;110;91;86;72;68;67;55;56;46;19;
MQ_08062_FV3_R (MQ314);16;12;5;4;13;7;8;24;33;39;64;75;79;110;91;86;72;68;67;55;56;46;19;
MQ_08100_FV1_R (MQ316);;1;0;0;0;9;5;0;0;2;2;2;2;6;6;0;4;4;3;1;0;2;1;
MQ_08100_FV1_G (MQ317);138;91;71;64;68;54;63;98;176;217;297;380;336;413;444;392;372;412;368;345;284;189;140;
MQ_08052_FV2_R (MQ32);0;0;0;0;0;0;0;;;;2;0;0;5;2;0;0;2;0;0;0;1;0;
MQ_06170_FV1_G (MQ322);88;71;44;46;44;46;45;84;244;258;327;370;354;453;426;331;381;392;284;229;171;120;74;
MQ_08100_FV3_G (MQ323);65;59;38;41;47;61;55;84;201;260;270;318;332;392;368;330;380;383;337;283;238;210;136;
MQ_08100_FV3_L (MQ325);;;;;;4;1;0;1;0;4;1;1;2;0;0;0;4;0;0;1;0;0;
MQ_08052_FV2_L (MQ33);0;0;0;0;3;0;0;0;0;0;1;2;2;8;0;0;0;2;4;0;0;1;2;
MQ_08065_FV1_G (MQ332);1;1;0;3;1;0;2;0;6;1;4;3;2;2;7;7;9;6;4;7;6;4;0;
MQ_08110_FV1_G (MQ333);229;161;114;103;115;93;103;143;278;333;495;590;570;668;732;623;621;657;583;565;456;317;227;
MQ_08065_FV2_L (MQ334);1;1;0;2;0;0;2;2;2;0;2;2;1;1;4;5;5;2;2;3;3;3;0;
MQ_08110_FV1_L (MQ335);9;7;7;2;5;1;9;23;32;33;22;45;30;28;41;38;37;40;35;34;26;13;14;
MQ_08065_FV2_R (MQ336);0;0;0;0;1;0;0;0;4;1;0;1;1;2;3;2;4;4;2;4;3;1;0;
MQ_08065_FV3_L (MQ337);1;1;0;1;0;0;0;2;2;1;0;1;2;3;6;4;1;3;1;0;3;0;0;
MQ_06170_FV2_R (MQ339);4;2;7;3;2;2;4;13;16;29;41;47;34;33;48;45;39;45;26;27;27;18;5;
MQ_08052_FV3_G (MQ34);111;67;56;58;66;77;74;100;276;359;340;373;394;529;458;424;480;419;399;321;274;238;157;
MQ_08110_FV3_R (MQ341);6;1;0;1;1;1;2;18;39;36;22;23;20;32;32;18;26;30;13;21;12;6;6;
MQ_08110_FV3_G (MQ342);111;102;59;66;78;110;92;155;372;447;439;512;557;608;611;526;635;604;550;459;411;345;241;
MQ_08052_FV3_L (MQ35);0;0;0;0;0;0;0;1;0;1;2;1;1;3;3;0;0;1;0;0;0;0;0;
MQ_08120_FV1_R (MQ350);3;4;4;2;4;8;3;4;2;4;9;6;3;2;6;6;9;8;6;10;16;9;6;
MQ_08120_FV1_G (MQ351);124;80;61;57;59;46;52;78;151;176;261;318;304;380;402;331;319;364;326;315;233;165;116;
MQ_08120_FV1_L (MQ352);5;5;5;1;3;4;2;9;18;14;22;20;24;24;22;24;23;17;25;17;17;4;7;
MQ_08120_FV2_G (MQ354);1;1;0;0;0;0;0;2;3;3;5;4;3;3;5;3;6;10;5;4;2;1;1;
MQ_08120_FV2_R (MQ355);4;5;2;3;0;4;2;4;24;20;27;31;23;41;26;21;12;5;10;17;14;9;2;
MQ_08120_FV2_L (MQ356);3;3;1;0;1;1;0;6;11;10;19;17;14;11;19;14;22;41;22;17;6;6;2;
MQ_06170_FV3_G (MQ357);81;38;26;34;40;56;44;93;207;260;298;340;320;443;426;394;406;416;348;318;263;154;98;
MQ_06170_FV5_G (MQ358);78;36;25;32;38;53;42;88;198;248;292;334;322;438;432;406;426;401;366;312;267;160;99;
MQ_08120_FV3_G (MQ359);62;49;32;37;41;56;54;85;195;251;245;290;312;355;348;303;368;347;313;267;226;197;135;
MQ_03020_FV1L (MQ36);8;4;5;1;4;13;4;12;22;23;27;24;33;47;42;38;42;42;33;37;14;10;7;
MQ_08120_FV3_R (MQ360);4;3;1;2;2;2;2;5;10;12;12;14;14;16;17;14;18;16;15;14;11;9;7;
MQ_06170_FV5_R (MQ361);3;2;1;1;1;2;2;3;6;9;10;11;11;14;15;14;15;13;13;11;10;7;4;
MQ_08120_FV4_G (MQ362);0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;1;1;1;1;1;0;0;
MQ_08120_FV4_R (MQ363);0;0;0;0;0;0;0;3;2;3;3;0;2;5;1;4;2;3;2;3;3;1;0;
MQ_08120_FV4_L (MQ364);0;0;0;0;0;0;0;3;2;3;3;0;2;5;1;4;2;3;2;3;3;1;0;
MQ_01090_16_DRad3 (MQ365);45;70;41;37;26;18;15;15;16;15;9;27;44;58;53;67;60;49;84;61;61;36;26;
MQ_01090_15_DRad1 (MQ368);36;29;9;19;12;11;23;12;36;36;44;46;36;66;60;79;64;73;60;57;51;37;33;
MQ_03023_FV2_G (MQ37);48;22;17;25;52;36;34;53;113;188;194;252;247;255;273;208;194;210;155;146;120;105;49;
MQ_08130_FV1_R (MQ371);15;14;9;11;10;9;11;21;20;30;28;47;45;41;49;38;48;55;54;48;35;31;15;
MQ_08130_FV1_G (MQ372);119;75;58;56;56;48;51;72;143;164;265;300;283;354;385;322;305;333;300;288;220;154;112;
MQ_06170_FV6_R (MQ374);4;4;6;2;2;4;6;13;20;26;43;42;31;46;42;38;43;50;36;31;23;16;7;
MQ_08130_FV3_G (MQ375);62;42;30;40;40;47;52;73;183;226;222;269;297;313;320;295;340;330;296;247;199;176;118;
MQ_08130_FV3_L (MQ377);7;4;0;1;0;1;0;2;8;4;11;24;20;22;12;17;22;35;19;29;17;11;8;
MQ_08053_FV1_G (MQ38);157;125;86;85;86;62;80;79;171;229;301;416;378;443;478;444;447;469;400;356;309;218;144;
MQ_08140_FV1_G (MQ385);68;45;31;38;39;46;51;74;184;221;223;287;315;339;324;304;342;359;325;268;200;187;115;
MQ_08140_FV2_G (MQ386);124;77;60;52;61;46;49;74;144;158;264;313;284;374;382;320;316;342;314;301;235;162;114;
MQ_08053_FV1_R (MQ39);0;0;0;0;3;1;2;3;3;4;10;17;13;14;7;1;3;3;5;4;6;5;1;
MQ_29100_FV1_G (MQ392);61;43;27;37;35;45;44;70;152;197;208;269;280;296;303;280;326;332;307;249;178;174;111;
MQ_29100_FV2_G (MQ393);109;71;54;49;54;45;46;64;137;137;230;276;255;328;354;299;292;312;273;273;202;138;94;
MQ_29110_FV1_G (MQ398);62;40;28;36;34;45;42;73;145;192;206;264;276;296;301;276;324;331;296;245;180;169;112;
MQ_29110_FV2_G (MQ399);112;70;54;48;55;47;46;68;138;143;232;284;259;330;348;287;284;300;272;269;204;131;93;
MQ_03290_FV12_L (MQ4);104;116;93;114;76;68;33;42;68;75;84;103;119;139;137;245;138;135;140;143;168;133;102;
MQ_08053_FV2_R (MQ40);0;0;1;0;0;0;0;1;1;2;11;10;21;19;8;5;2;3;4;2;6;4;0;
MQ_29120_FV1_G (MQ402);92;60;46;38;46;39;38;54;111;116;187;233;212;265;285;232;234;248;220;221;166;106;80;
MQ_29120_FV1_L (MQ403);20;13;10;8;10;8;8;12;24;25;41;51;46;58;63;51;51;54;48;48;36;23;17;
MQ_29120_FV2_R (MQ404);9;7;5;5;7;10;8;16;25;30;21;27;27;29;41;27;29;32;23;20;16;15;14;
MQ_29120_FV2_L (MQ405);5;4;2;2;4;5;4;9;13;16;11;14;14;15;22;14;16;17;12;11;8;8;8;
MQ_29120_FV3_G (MQ406);45;29;26;31;25;35;31;54;105;148;150;217;217;246;253;218;277;276;246;195;152;141;87;
MQ_06160_FV1_L (MQ407);37;21;21;19;13;21;18;28;66;73;100;104;89;112;104;100;94;93;67;64;55;28;23;
MQ_29120_FV3_R (MQ408);2;1;1;1;1;2;1;2;4;6;6;9;9;10;11;9;12;11;10;8;6;6;4;
MQ_08053_FV2_L (MQ41);4;1;0;0;0;2;2;0;2;6;11;10;18;16;12;3;5;2;2;4;1;6;1;
MQ_08053_FV3_G (MQ42);107;67;57;59;66;75;74;102;276;354;332;365;381;516;453;424;486;412;401;320;275;232;158;
MQ_08053_FV3_L (MQ43);2;1;1;1;0;2;2;1;8;8;29;21;34;22;17;10;18;7;11;3;5;2;0;
MQ_03290_FV12_R (MQ432);51;50;38;39;35;37;30;18;39;60;58;66;74;84;70;110;96;113;83;103;104;61;46;
MQ_03290_FV3_R (MQ433);7;8;7;5;4;4;4;4;6;6;9;9;9;8;10;10;9;10;9;7;6;7;5;
MQ_03290_FV3_L (MQ434);31;48;47;20;21;18;10;18;6;13;11;11;29;21;16;14;24;15;15;17;19;16;27;
MQ_03290_FV4_R (MQ435);5;5;4;4;3;2;2;2;4;5;7;8;9;9;7;9;10;9;7;8;8;5;4;
MQ_08020_FV3_R (MQ436);76;64;57;101;68;37;47;30;54;59;66;45;77;67;79;115;91;89;86;79;128;89;110;
MQ_08030_FV2_R (MQ437);66;90;64;56;52;34;30;24;50;34;86;130;184;68;60;264;126;76;48;116;162;126;76;
MQ_08031_FV2_G (MQ438);1;1;1;1;1;0;1;0;0;0;0;1;1;0;0;2;3;1;1;2;6;1;0;
MQ_08031_FV2_R (MQ439);6;6;7;3;3;3;4;3;2;3;2;6;3;2;3;13;17;6;4;11;32;5;3;
MQ_06160_FV1_G (MQ44);54;58;32;34;26;27;17;42;130;128;181;172;176;202;206;171;173;177;149;118;90;66;28;
MQ_08031_FV4_G (MQ440);5;5;10;5;5;4;4;1;2;0;1;1;2;1;2;27;3;1;2;7;15;0;2;
MQ_08031_FV4_R (MQ441);31;26;54;30;31;20;20;7;9;2;4;8;14;6;9;152;18;7;9;37;84;3;11;
MQ_08032_FV2_R (MQ442);1;2;0;1;1;0;1;1;1;2;1;2;2;2;4;6;2;4;4;2;2;2;2;
MQ_08032_FV2_L (MQ443);1;2;0;1;0;0;1;0;1;1;1;2;2;1;3;4;1;3;2;1;2;2;2;
MQ_08041_FV2_G (MQ444);1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;1;1;0;1;1;0;0;
MQ_08041_FV2_R (MQ445);3;2;0;1;6;3;2;0;2;4;2;4;2;3;2;3;8;6;2;3;5;3;3;
MQ_08041_FV4_G (MQ446);1;2;1;1;1;0;0;0;1;1;0;1;1;1;1;2;1;1;1;1;2;0;0;
MQ_08041_FV4_R (MQ447);12;14;5;5;6;3;2;0;5;5;4;6;7;7;7;22;7;10;8;11;17;1;3;
MQ_08060_FV2_R (MQ448);31;19;16;14;15;20;17;28;37;63;56;67;70;74;52;65;63;55;77;47;43;38;44;
MQ_08070_FV1_R (MQ449);2;1;1;1;1;1;1;1;2;3;3;4;4;5;5;4;4;4;4;4;3;2;2;
MQ_03070_FV2_R (MQ45);4;2;1;0;1;2;0;2;3;11;9;10;11;21;13;8;14;12;7;10;7;3;2;
MQ_08100_FV2_R (MQ450);;
MQ_08100_FV2_L (MQ451);;
MQ_08110_FV2_R (MQ452);3;5;4;0;5;1;1;14;23;19;23;19;19;28;17;13;10;26;24;23;6;6;4;
MQ_08110_FV2_L (MQ453);2;3;2;0;3;1;0;8;14;11;13;11;11;16;10;8;6;15;14;13;4;4;2;
MQ_06170_FV2_L (MQ454);9;8;8;3;6;6;13;35;56;58;80;70;89;94;80;69;87;93;66;61;59;40;17;
MQ_08130_FV2_R (MQ455);3;3;1;0;1;2;2;5;7;10;10;13;13;14;15;10;13;12;11;12;14;10;8;
MQ_08130_FV2_L (MQ456);8;8;4;0;4;6;6;16;20;30;31;38;38;41;44;29;40;35;33;35;41;30;24;
MQ_01210_FV5_L (MQ457);19;14;11;15;10;11;11;17;50;47;68;75;67;86;76;55;64;60;48;53;42;26;17;
MQ_01160_FV3_G (MQ458);1537;1342;986;391;603;706;72;126;214;334;344;386;420;1094;980;1323;1118;851;282;314;198;1184;854;
MQ_01210_FV2_L (MQ459);13;8;5;7;7;7;8;14;35;35;45;47;46;60;55;43;51;47;37;38;26;18;11;
MQ_08030_FV1_R (MQ46);149;123;61;56;50;51;37;38;80;81;113;158;182;167;130;174;177;158;144;140;130;132;114;
MQ_01210_FV2_G (MQ460);9;4;3;3;6;4;5;10;25;25;30;31;33;39;37;34;41;36;28;25;15;12;9;
MQ_01210_FV2_R (MQ461);30;14;10;11;19;13;17;31;80;82;100;101;108;125;119;110;134;118;91;78;50;40;29;
MQ_01210_FV32_G (MQ462);111;85;45;34;68;69;53;95;254;327;360;423;457;490;454;408;502;525;392;365;298;251;150;
MQ_01210_FV12_G (MQ463);77;80;57;46;42;37;47;73;184;244;326;378;350;420;403;354;385;385;317;260;200;120;91;
MQ_02021_FV2_G (MQ464);;;;;;;;;;;;;;;;;;;;;;;;
MQ_02021_FV1_G (MQ465);;;;;;;;;;;;;;;;;;;;;;;;
MQ_02020_FV4_G (MQ466);78;48;28;18;65;67;52;77;220;250;307;335;347;409;451;416;463;494;431;359;299;213;113;
MQ_02020_FV3_G (MQ467);65;80;39;39;28;23;35;40;120;127;156;195;199;203;198;165;209;198;191;192;122;83;63;
MQ_02020_FV2_G (MQ468);121;82;53;44;74;83;88;132;286;367;440;500;497;620;485;410;458;449;390;312;283;172;99;
MQ_02020_FV1_G (MQ469);79;50;39;43;53;66;40;58;141;143;201;214;216;216;225;226;244;241;211;194;173;116;82;
MQ_08030_FV1_G (MQ47);272;264;273;228;190;137;129;99;166;178;253;363;363;298;306;300;354;308;297;258;224;206;206;
MQ_01100_FV3_G (MQ470);192;191;100;80;82;70;79;162;336;394;505;534;540;669;564;633;631;677;491;467;408;275;183;
MQ_01100_FV1_G (MQ471);195;115;85;76;79;108;78;111;416;334;468;559;565;596;580;556;635;598;517;433;420;268;220;
MQ_01051_FV1_G (MQ472);121;80;46;37;92;95;99;157;334;446;527;595;616;739;581;517;568;550;475;403;352;193;113;
MQ_01051_FV3_G (MQ473);139;78;35;31;99;122;82;113;353;420;464;532;542;699;716;663;737;788;665;572;446;322;172;
MQ_01060_FV1_G (MQ474);88;54;45;45;58;59;43;57;193;165;177;271;283;276;288;267;376;315;312;260;243;157;135;
MQ_01061_FV1_G (MQ475);88;56;38;46;68;56;34;34;172;156;154;244;272;294;272;266;372;330;328;258;240;130;120;
MQ_01070_FV1_G (MQ476);86;57;35;47;64;56;35;35;175;157;166;241;258;280;262;251;363;317;322;246;235;127;112;
MQ_01060_FV3_G (MQ477);104;90;81;75;57;52;45;95;210;231;302;282;278;391;260;357;301;297;219;185;207;120;100;
MQ_01061_FV3_G (MQ478);116;87;74;71;58;51;46;90;225;226;316;280;279;384;261;361;289;292;215;178;212;123;94;
MQ_01070_FV3_R (MQ479);86;97;55;52;46;45;49;70;154;176;204;277;302;274;317;275;300;322;277;286;169;132;78;
MQ_03290_FV4_GRL (MQ48);107;106;88;87;66;48;43;42;77;72;118;155;156;142;153;131;151;161;147;131;107;82;87;
MQ_01070_FV3_G (MQ480);105;92;82;75;57;51;53;99;198;240;298;274;265;384;266;368;296;298;220;188;208;125;98;
MQ_01080_FV1_G (MQ481);167;106;86;87;100;124;71;99;350;261;375;455;475;486;464;478;589;522;507;419;380;265;209;
MQ_01160_FV1_G (MQ482);211;195;99;80;76;88;76;99;271;316;470;598;626;638;631;621;702;658;597;480;401;265;194;
MQ_01080_FV3_G (MQ483);170;166;130;115;93;86;94;144;304;329;441;474;442;564;476;534;502;547;416;401;343;220;164;
MQ_01090_FV1_G (MQ484);154;91;66;74;83;116;66;103;339;264;369;455;454;494;461;465;570;502;460;399;371;258;197;
MQ_01090_FV2_R (MQ485);107;86;112;94;81;70;54;50;110;115;148;177;153;185;147;168;163;183;150;150;138;105;109;
MQ_01090_FV31_G (MQ486);175;170;106;72;77;61;75;149;293;338;451;468;461;585;495;542;541;561;430;408;358;241;163;
MQ_01110_FV1_G (MQ487);222;142;117;92;90;116;87;124;432;369;503;577;593;614;626;589;679;629;549;464;428;294;238;
MQ_01110_FV3_G (MQ488);190;194;101;79;76;63;79;168;333;400;530;562;567;701;580;652;657;691;498;482;416;277;183;
MQ_01120_FV3_G (MQ489);164;142;81;60;68;61;62;144;320;355;480;463;474;596;480;529;551;599;428;423;361;241;156;
MQ_03181_FV3_G (MQ49);79;50;40;47;29;40;46;79;164;219;260;327;269;355;350;290;324;343;282;204;187;117;110;
MQ_01120_FV1_G (MQ490);193;166;126;107;70;83;81;128;314;389;506;577;590;619;632;591;667;597;515;439;369;242;203;
MQ_01190_FV3_G (MQ491);93;81;36;27;50;50;38;76;241;226;276;323;340;393;345;344;424;431;310;267;224;181;122;
MQ_01140_FV1_G (MQ492);182;131;86;72;68;83;65;82;235;260;362;466;482;489;512;506;574;513;470;396;364;238;190;
MQ_01140_FV2_L (MQ493);57;75;35;30;20;16;17;58;107;80;140;140;129;109;117;92;113;108;113;82;60;41;32;
MQ_01190_FV3_L (MQ494);27;11;8;10;36;25;23;33;69;138;130;162;173;179;183;135;129;139;104;113;68;66;31;
MQ_01130_FV1_G (MQ495);208;147;102;85;85;94;74;94;262;290;411;510;532;540;571;562;643;564;527;436;413;265;212;
MQ_01050_FV4_L (MQ496);20;16;6;5;12;12;11;19;37;78;85;65;93;126;117;120;138;107;73;55;37;26;18;
MQ_01025_FV3_G (MQ497);192;126;106;87;91;96;99;192;445;521;661;634;662;867;632;640;662;614;464;395;393;227;144;
MQ_01025_FV2_L (MQ498);25;26;19;12;16;42;21;46;61;93;130;124;132;182;149;117;142;142;107;109;76;49;40;
MQ_01025_FV1_G (MQ499);134;93;63;47;117;109;74;109;368;382;412;555;554;651;613;576;732;713;704;592;501;338;225;
MQ_08050_FV1_G (MQ5);158;129;87;93;100;73;86;89;181;238;319;446;391;467;500;469;463;480;425;384;333;231;150;
MQ_03181_FV3_L (MQ50);13;14;7;10;4;7;3;7;18;26;33;29;42;38;46;41;32;35;39;30;28;17;19;
MQ_01050_FV1_G (MQ500);83;53;44;31;62;50;42;47;189;182;191;258;260;291;280;284;357;336;319;292;258;177;121;
MQ_01050_FV1_L (MQ501);70;42;32;27;54;57;32;54;193;189;213;282;271;308;298;285;372;384;361;286;237;162;119;
MQ_01050_FV2_G (MQ502);62;45;29;25;58;62;52;75;141;226;231;325;304;360;318;272;306;273;259;238;185;112;64;
MQ_01050_FV3_G (MQ503);114;78;80;76;52;44;36;82;218;220;324;282;282;366;256;354;282;280;200;180;214;116;88;
MQ_01050_FV4_G (MQ504);54;29;15;11;30;55;34;51;140;170;196;234;276;303;341;298;335;318;239;211;147;114;72;
MQ_01040_FV3_G (MQ505);196;134;111;87;101;101;96;194;452;539;683;636;678;880;624;681;668;647;466;403;394;239;154;
MQ_01040_FV1_G (MQ506);141;94;67;56;119;114;69;107;366;382;435;565;565;665;614;593;755;743;704;594;517;341;232;
MQ_01190_FV2_R (MQ507);25;24;18;13;25;25;23;49;100;139;183;210;203;251;254;251;251;221;165;122;93;53;35;
MQ_01190_FV1_G (MQ508);106;111;79;71;40;38;48;75;189;237;313;354;347;396;367;361;361;375;315;278;217;138;117;
MQ_01030_FV3_G (MQ509);192;131;110;80;104;105;94;195;463;550;677;648;664;852;610;678;650;616;446;388;362;219;144;
MQ_03181_FV1_G (MQ51);30;17;9;16;12;27;24;55;93;120;146;144;174;231;224;178;207;220;192;158;131;79;39;
MQ_01030_FV1_G (MQ510);137;96;68;52;120;109;69;109;363;367;410;548;540;625;598;569;718;703;683;577;491;335;214;
MQ_01190_FV2_L (MQ511);11;12;10;10;9;18;6;20;44;57;68;65;68;83;77;87;87;94;51;54;31;32;31;
MQ_01140_FV31_G (MQ512);162;127;79;60;73;62;66;147;340;363;443;455;450;600;480;525;546;576;394;408;360;250;159;
MQ_01240_FV3_G (MQ513);80;68;29;16;38;46;34;56;184;252;282;332;358;380;328;308;383;398;314;296;249;197;108;
MQ_01240_FV1_G (MQ514);84;87;54;51;37;33;32;96;231;317;408;416;359;445;381;352;406;384;301;242;185;101;74;
MQ_01240_FV2_G (MQ515);50;31;32;26;34;28;31;44;92;143;171;207;226;248;231;225;222;210;190;163;130;81;52;
MQ_01230_FV3_G (MQ516);;;;;;;;;;;;;;;;;;;;;;;;
MQ_01230_FV1_G (MQ517);3600;3601;3601;3602;3600;3601;3601;3556;3600;3601;3601;3602;3600;3602;3600;3602;3600;3602;3600;3602;3600;3602;3600;
MQ_01220_FV31_G (MQ518);115;86;48;29;78;62;55;91;215;336;362;405;453;507;460;411;517;511;395;374;318;249;150;
MQ_01220_FV1_G (MQ519);134;145;83;77;58;52;61;119;319;396;515;567;521;631;559;527;597;571;438;359;277;164;131;
MQ_06160_FV2_L (MQ52);57;35;28;32;37;34;49;78;180;202;219;281;242;335;311;245;280;323;215;182;130;111;70;
MQ_01195_FV1_G (MQ520);145;161;107;96;65;67;73;120;298;395;523;585;583;679;643;628;667;639;523;428;324;194;162;
MQ_01195_FV3_G (MQ521);119;89;43;36;83;74;62;111;298;363;395;475;505;561;515;473;548;563;412;373;291;245;153;
MQ_01200_FV3_G (MQ522);116;87;47;34;79;67;56;99;280;340;383;444;477;532;496;448;542;565;421;377;297;247;155;
MQ_01170_FV3_G (MQ523);92;82;44;31;54;54;40;89;247;239;305;341;352;402;373;373;438;439;317;280;215;184;128;
MQ_01170_FV1_G (MQ524);695;951;140;952;954;1111;275;116;264;364;480;450;464;556;606;847;570;548;458;410;338;649;176;
MQ_01161_FV2_G (MQ525);191;154;131;129;109;101;63;130;264;325;412;363;405;454;387;470;415;433;350;342;357;239;158;
MQ_01150_FV3_G (MQ526);218;173;112;86;103;94;88;230;519;520;611;639;659;853;714;707;736;752;547;508;431;308;205;
MQ_01150_FV1_G (MQ527);210;198;104;85;78;89;79;101;275;318;480;610;642;649;646;629;717;663;604;485;412;283;204;
MQ_01130_FV3_G (MQ528);179;145;80;65;77;65;72;161;360;399;493;502;505;670;525;594;604;636;432;454;395;266;171;
MQ_01025_FV1_R (MQ529);24;20;11;5;31;30;30;19;51;99;88;119;119;151;137;104;131;165;141;145;97;68;37;
MQ_08030_FV2_L (MQ53);128;122;105;143;100;69;65;31;56;75;76;81;108;122;122;210;139;171;130;149;133;158;149;
MQ_01025_FV2_R (MQ530);12;6;6;8;5;8;8;10;10;16;24;27;26;39;38;28;44;32;25;21;15;19;10;
