Name  /  Date: 2015_09_06;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);167;173;119;99;97;97;86;85;103;142;200;229;313;296;341;324;313;340;346;253;197;144;98;51;
MQ_03020_FV4_L (MQ1);30;22;13;9;7;24;17;41;69;56;69;89;91;103;125;134;127;141;158;120;85;36;28;23;
MQ_03290_FV3_GR (MQ10);149;122;97;81;91;76;87;89;71;98;173;183;209;239;245;239;241;230;231;207;175;133;81;57;
MQ_03020_FV2_L (MQ100);10;4;5;4;4;2;4;4;12;8;7;15;29;30;43;40;28;24;30;18;18;13;7;5;
Alle Motion Det Albersloherweg (MQ1000);11446;9644;6583;5476;5187;4967;4910;6135;8980;13736;18591;23017;27893;30198;33874;32151;28511;29036;26792;22502;17299;11067;8239;4218;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;1;1;1;1;1;1;0;0;
MQ_06170_FV4_L (MQ1002);1;2;2;0;2;1;4;0;2;2;5;3;4;7;7;7;10;9;12;12;7;3;0;0;
MQ_08050_FV3_L (MQ1003);3;3;1;1;2;1;3;6;8;25;96;136;133;123;124;120;102;37;18;7;3;2;3;2;
MQ_06161_FV3_L (MQ1004);26;22;10;14;12;12;8;12;28;54;48;68;58;58;66;110;80;80;82;70;46;38;26;14;
MQ_06170_FV6_L (MQ1005);5;3;7;3;0;1;3;4;9;14;20;26;27;24;28;31;18;30;27;20;19;10;8;3;
MQ_08110_FV1_LO (MQ1006);2;2;2;0;1;1;1;1;4;5;7;5;7;5;10;11;9;10;8;8;5;2;3;1;
MQ_08110_FV3_RO (MQ1007);0;1;0;1;1;0;1;3;7;10;11;7;8;8;9;12;11;8;11;7;5;2;2;0;
MQ_06160_FV2_R (MQ1009);32;34;24;20;32;34;25;33;59;68;92;95;120;126;160;178;161;158;172;184;118;54;39;28;
MQ_02020_FV4_L (MQ101);40;32;13;18;10;17;50;39;51;74;91;87;81;110;186;228;148;236;226;154;124;95;47;30;
MQ_03030_FV1_G (MQ1010);88;55;27;23;25;40;83;87;150;48;12;1;7;2;163;578;382;464;400;287;237;176;101;49;
LSA 3290 Schleifen (MQ1012);2866;2676;1785;1691;1494;1439;1223;1276;1658;2219;3129;3762;4558;4634;5610;5522;5227;5472;5153;4558;3401;2459;1884;1083;
LSA 8020 Schleifen (MQ1013);2784;2695;2042;1808;1744;1494;1197;1175;1548;2081;2782;3295;4142;4233;4988;4571;4267;4389;4369;3797;2976;2056;1661;843;
LSA 8030 Schleifen (MQ1014);1136;1149;784;651;638;582;390;458;548;744;1089;1318;1761;1654;2059;1796;1784;1745;1777;1570;1270;912;839;368;
LSA 8031 Schleifen (MQ1015);1233;1204;906;963;1039;822;656;555;591;654;767;878;1184;1193;1502;1348;1314;1233;1153;973;781;470;377;192;
