Name  /  Date: 2016_05_18;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);38;26;15;18;45;88;268;336;330;286;300;337;342;357;348;365;362;342;366;335;236;172;155;181;
MQ_03290_FV3_GR (MQ10);44;30;17;19;20;69;166;248;231;206;175;205;217;221;228;218;246;234;229;218;160;134;140;82;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;1;1;2;2;2;2;2;2;2;2;1;1;1;1;0;
MQ_06170_FV4_L (MQ1002);0;0;0;1;0;1;1;10;8;4;7;16;17;14;10;12;12;13;12;9;9;6;3;0;
MQ_08050_FV3_L (MQ1003);3;3;3;1;7;20;47;55;85;97;128;139;131;113;117;97;121;119;110;58;30;10;0;1;
MQ_06161_FV3_L (MQ1004);9;3;1;4;3;54;164;298;365;247;189;210;182;196;214;206;232;256;249;150;113;68;56;33;
MQ_06170_FV6_L (MQ1005);2;2;1;0;2;6;32;52;43;30;28;28;29;32;38;49;49;43;37;28;20;14;11;4;
MQ_08110_FV1_LO (MQ1006);1;0;0;0;0;2;8;12;19;21;17;19;28;28;20;29;35;35;30;17;12;7;6;4;
MQ_08110_FV3_RO (MQ1007);0;0;0;0;0;3;12;29;34;44;32;34;38;31;30;38;39;47;37;27;19;9;3;0;
LSA 29120 Schleifen (MQ1008);49;56;36;36;99;370;1145;1827;1654;1307;1300;1337;1424;1462;1536;1690;1965;2135;1728;1174;757;514;391;284;
MQ_06160_FV2_R (MQ1009);11;5;7;8;14;60;131;269;289;218;213;204;189;189;181;209;204;235;210;159;86;62;64;30;
MQ_02020_FV4_L (MQ101);18;3;7;9;6;38;113;282;294;235;253;273;255;280;323;337;405;375;347;210;183;108;66;32;
MQ_03030_FV1_G (MQ1010);35;17;9;10;27;106;444;913;775;515;495;552;641;703;754;851;993;841;710;473;302;235;172;68;
LSA 3290 Schleifen (MQ1012);707;486;297;318;576;1407;3901;6282;6352;5810;5674;6171;5973;6254;6280;6295;6496;6616;6307;5507;3961;3035;2895;2313;
LSA 8020 Schleifen (MQ1013);683;497;259;314;533;1389;3871;5946;5698;5009;4866;5480;5024;5744;5839;5907;6078;6192;5966;5327;3493;2510;2613;2254;
LSA 8030 Schleifen (MQ1014);311;195;101;112;200;494;1556;2597;2566;2223;2077;2270;2280;2435;2455;2538;2867;3014;2800;2311;1456;1054;1204;1192;
LSA 8031 Schleifen (MQ1015);201;177;144;125;142;376;1363;2184;2335;2159;2005;1964;1923;2085;2055;2289;2378;2381;2142;1948;1028;744;1090;2005;
LSA 8040 Schleifen (MQ1016);504;327;261;234;586;2229;6262;10253;9021;7113;6463;6799;6365;7453;7411;8014;9182;8862;7317;5758;3046;2043;1793;1853;
LSA 8032 Schleifen (MQ1017);212;144;81;94;163;604;1639;2707;2783;2384;2317;2460;2437;2603;2455;2699;2743;2763;2366;1997;1185;914;1052;1313;
LSA 8041 Schleifen (MQ1018);148;117;66;70;152;415;1056;1517;1549;1590;1602;1612;1513;1724;1746;1747;1822;1812;1695;1442;804;592;626;824;
LSA 8054 Schleifen (MQ1019);110;77;45;49;114;469;1594;2761;2486;1926;1703;1828;2025;2088;2027;2200;2665;2634;2145;1468;874;606;478;377;
MQ_02020_FV3_L (MQ102);3;1;0;2;2;5;33;49;46;42;42;57;59;46;54;52;56;61;61;34;20;24;12;11;
LSA 8140 Schleifen (MQ1020);58;47;30;25;78;281;859;1328;1238;1043;982;1056;1101;1100;1174;1218;1361;1475;1273;933;572;413;322;233;
MQ_01210_FV32_L (MQ1021);5;1;0;2;7;11;130;178;175;63;17;58;58;50;47;52;53;41;50;35;20;22;7;8;
MQ_01081_FV3_G (MQ1022);36;19;12;11;13;43;154;302;342;259;250;298;283;295;320;334;395;372;335;297;196;164;142;81;
MQ_03030_FV1_L (MQ1023);0;0;0;0;1;3;6;16;44;17;20;14;16;13;16;13;18;28;25;9;11;6;12;6;
MQ_01200_FV1_G (MQ1024);83;41;23;15;35;157;509;935;811;684;770;881;1064;1086;1085;1362;1553;1225;1045;763;470;427;340;174;
MQ_01121_FV1_G (MQ1025);2;4;2;8;16;45;113;207;253;239;266;214;176;185;169;158;164;172;129;101;66;32;22;19;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;1;2;2;2;3;3;4;4;4;3;4;4;3;2;1;1;1;0;
MQ_01121_FV3_G (MQ1027);3;3;1;0;0;5;33;69;80;91;125;158;174;177;187;166;180;186;163;114;66;54;40;14;
MQ_01121_FV1_R (MQ1028);0;1;0;1;2;6;16;28;34;33;36;29;24;25;23;22;22;23;17;14;9;5;3;3;
MQ_01200_FV1_L (MQ1029);5;2;0;16;5;2;113;101;94;43;48;43;41;45;76;68;71;63;74;37;21;20;54;13;
