Name  /  Date: 2015_03_25;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);29;23;17;16;28;92;280;354;362;378;360;378;349;354;358;377;341;360;388;295;235;154;156;87;
MQ_03020_FV4_L (MQ1);10;7;9;3;4;54;157;344;386;220;212;209;171;228;248;268;321;369;222;171;104;77;50;35;
MQ_03290_FV3_GR (MQ10);29;13;14;14;18;73;155;246;215;191;176;198;226;219;245;254;241;251;246;199;152;154;103;75;
MQ_03020_FV2_L (MQ100);3;2;1;0;1;0;14;36;33;22;33;22;29;36;37;28;52;38;23;22;17;11;16;5;
Alle Motion Det Albersloherweg (MQ1000);2332;1502;1200;1121;3238;10168;30731;52303;49198;39179;37427;37991;41220;42377;44774;48382;54310;53856;42366;30906;20708;14362;11645;6335;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;1;2;2;2;2;2;2;3;3;2;2;1;1;1;0;
MQ_06170_FV4_L (MQ1002);0;0;0;0;1;1;3;14;8;10;12;10;14;8;12;9;6;13;42;9;3;0;0;2;
MQ_08050_FV3_L (MQ1003);2;2;3;0;10;26;39;36;79;97;93;109;119;102;88;91;115;105;90;59;31;8;3;2;
MQ_06161_FV3_L (MQ1004);8;4;0;2;11;41;149;305;349;265;163;181;178;212;246;224;244;246;245;199;100;61;49;33;
MQ_06170_FV6_L (MQ1005);3;1;1;1;1;6;33;67;52;32;25;22;24;35;37;50;47;47;36;33;14;14;10;5;
MQ_08110_FV1_LO (MQ1006);1;1;0;0;0;1;4;8;14;14;15;15;17;14;20;19;20;23;20;12;9;4;4;3;
MQ_08110_FV3_RO (MQ1007);0;0;0;0;0;2;8;22;22;22;23;25;20;18;20;23;29;30;19;14;9;7;3;1;
MQ_06160_FV2_R (MQ1009);9;11;8;3;14;64;133;279;266;201;192;163;184;169;208;196;202;233;211;133;94;53;47;28;
MQ_02020_FV4_L (MQ101);18;7;12;6;12;47;138;285;327;302;254;263;298;333;348;375;435;417;365;256;181;122;76;53;
MQ_03030_FV1_G (MQ1010);16;20;10;10;26;109;485;931;688;587;555;600;682;728;732;980;1014;872;716;478;304;246;168;72;
LSA 3290 Schleifen (MQ1012);488;387;259;230;475;1514;3838;6493;6600;6228;6196;6285;6424;6364;6618;6565;6666;6953;6686;5503;4075;2802;2426;1546;
LSA 8020 Schleifen (MQ1013);431;360;257;225;451;1486;4065;6389;6390;5753;5549;5452;5943;6167;6335;6562;6993;6582;6127;4764;3566;2460;2215;1456;
LSA 8030 Schleifen (MQ1014);190;136;89;76;146;528;1565;2747;2701;2358;2165;2038;2412;2550;2533;2668;3069;2986;2526;1921;1510;966;1034;571;
LSA 8031 Schleifen (MQ1015);152;78;93;65;114;446;1439;2475;2493;2272;2063;1900;2124;2203;2168;2494;2658;2383;1884;1467;1005;672;647;507;
LSA 8040 Schleifen (MQ1016);345;250;247;213;587;2056;6227;10126;9352;7128;6721;6815;7351;7331;7945;8572;9754;9600;6979;4772;3009;1942;1454;774;
LSA 8032 Schleifen (MQ1017);179;108;99;85;175;595;1680;2831;2858;2364;2425;2426;2828;2859;2824;2929;3144;2928;2410;1776;1369;959;873;510;
LSA 8041 Schleifen (MQ1018);119;69;62;56;141;422;1267;1841;1912;1805;1833;1867;2009;1968;2083;2110;2239;2130;1743;1410;917;551;464;293;
LSA 8054 Schleifen (MQ1019);96;55;41;32;134;429;1421;2687;2485;1789;1703;1740;1946;1973;2007;2261;2625;2652;1880;1318;872;618;452;236;
MQ_02020_FV3_L (MQ102);5;0;0;1;0;4;31;62;44;36;40;46;40;48;45;60;61;60;60;34;25;7;20;6;
LSA 8140 Schleifen (MQ1020);53;36;22;29;91;286;897;1397;1273;983;951;969;1052;1087;1177;1280;1519;1392;1127;831;542;412;318;154;
MQ_01210_FV32_L (MQ1021);3;4;1;0;5;17;115;199;189;65;29;36;52;67;44;43;50;57;46;35;26;23;12;7;
MQ_01081_FV3_G (MQ1022);44;11;15;8;13;46;157;319;387;242;281;271;269;311;291;355;369;346;348;281;206;181;145;93;
MQ_03030_FV1_L (MQ1023);2;1;1;0;0;3;9;19;28;27;19;22;15;15;18;28;40;23;26;9;2;11;9;4;
MQ_01200_FV1_G (MQ1024);71;39;29;17;40;140;495;936;833;685;760;864;1088;1163;1291;1596;1746;1448;1068;831;528;498;349;172;
MQ_01121_FV1_G (MQ1025);4;3;3;6;24;33;115;199;263;277;242;246;219;202;188;176;198;197;197;139;49;37;32;18;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;1;2;2;2;2;3;4;4;4;3;4;4;4;2;2;3;1;0;
MQ_01121_FV3_G (MQ1027);6;3;2;0;1;4;25;72;88;90;103;139;186;179;192;170;215;184;172;116;78;136;53;16;
MQ_01121_FV1_R (MQ1028);1;0;0;1;3;5;16;27;36;38;33;34;30;28;26;24;27;27;27;19;7;5;5;2;
MQ_01200_FV1_L (MQ1029);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);2;1;2;3;1;3;5;12;33;19;20;22;13;16;16;13;18;11;15;14;6;10;9;4;
---Test (MQ1032);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_09040_FV1_G (MQ1033);33;19;4;3;8;25;86;189;170;182;218;197;235;287;282;305;303;316;344;237;195;137;119;57;
MQ_09040_FV3_G (MQ1034);14;6;5;7;13;65;181;303;331;357;334;279;285;270;277;293;312;328;317;238;137;101;84;35;
MQ_09050_FV1_G (MQ1035);44;22;5;13;20;62;274;456;378;313;347;446;460;540;537;603;583;565;562;410;304;269;191;104;
MQ_09050_FV3_G (MQ1036);16;6;2;6;24;123;372;562;554;509;451;373;355;387;421;407;472;534;481;343;206;136;105;52;
