Name  /  Date: 2015_04_14;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);26;23;5;11;28;98;277;341;357;352;362;329;343;327;365;369;359;354;372;345;244;147;154;66;
MQ_03020_FV4_L (MQ1);12;10;2;8;10;53;159;329;339;229;188;167;213;240;215;273;357;325;236;206;146;84;50;30;
MQ_03290_FV3_GR (MQ10);20;16;7;16;17;67;147;252;226;207;196;189;230;233;203;213;247;226;210;197;158;118;104;45;
MQ_03020_FV2_L (MQ100);2;3;0;0;0;1;16;49;36;29;29;29;28;42;34;47;43;49;47;29;28;19;5;3;
Alle Motion Det Albersloherweg (MQ1000);2344;1715;1148;1337;3358;10155;31486;53163;49502;39663;38240;37953;40116;42249;43202;48909;53822;55313;44055;32041;22769;15139;12771;5727;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;0;0;
MQ_06170_FV4_L (MQ1002);1;1;0;0;0;0;2;11;9;9;10;18;22;17;9;12;12;17;23;10;10;2;6;2;
MQ_08050_FV3_L (MQ1003);4;4;1;2;6;31;47;41;87;100;117;126;125;126;87;117;106;111;78;60;37;5;5;2;
MQ_06161_FV3_L (MQ1004);6;6;5;1;14;39;151;300;323;256;172;182;191;180;222;204;238;291;255;201;100;63;50;15;
MQ_06170_FV6_L (MQ1005);1;0;0;0;2;7;30;69;47;35;26;26;33;32;36;50;50;46;44;32;27;11;9;5;
MQ_08110_FV1_LO (MQ1006);1;0;0;0;0;1;5;9;11;13;17;15;16;15;16;18;27;27;17;13;7;7;5;2;
MQ_08110_FV3_RO (MQ1007);0;0;0;0;1;3;8;19;23;24;21;22;23;16;23;24;32;29;22;18;10;5;2;1;
MQ_06160_FV2_R (MQ1009);8;8;8;7;15;55;158;291;257;215;197;180;197;176;180;201;214;227;192;149;104;85;43;19;
MQ_02020_FV4_L (MQ101);18;9;2;7;13;41;133;269;325;284;246;248;303;307;315;404;443;433;339;246;190;115;74;29;
MQ_03030_FV1_G (MQ1010);20;11;6;18;24;111;448;942;853;572;514;570;662;692;725;911;1032;826;698;509;332;257;178;70;
LSA 3290 Schleifen (MQ1012);461;392;198;277;482;1386;4105;6370;6533;6387;6340;5984;6282;6262;6306;6736;6670;6759;6377;5530;4249;2912;2743;1298;
LSA 8020 Schleifen (MQ1013);469;406;179;225;481;1524;4207;6356;6600;5866;5847;5486;5829;5979;6002;6614;6792;6655;6174;4862;3627;2430;2634;1222;
LSA 8030 Schleifen (MQ1014);199;174;63;89;175;557;1672;2693;2835;2398;2193;2053;2197;2366;2439;2786;2913;3017;2432;2011;1557;960;1172;529;
LSA 8031 Schleifen (MQ1015);133;105;76;78;117;479;1461;2448;2808;2425;2111;1992;2198;2125;2109;2638;2767;2820;1905;1463;1035;634;699;284;
LSA 8040 Schleifen (MQ1016);348;297;222;238;613;2172;6138;10196;9488;7294;6819;6558;7094;7432;7372;8416;9311;9606;6858;4913;3134;2050;1620;670;
LSA 8032 Schleifen (MQ1017);176;115;84;60;175;641;1769;2831;2753;2468;2470;2419;2579;2770;2615;3059;3181;3144;2535;1886;1484;940;1033;400;
LSA 8041 Schleifen (MQ1018);104;75;58;31;158;442;1107;1588;1636;1626;1670;1675;1774;1826;1726;2004;1943;2031;1775;1383;934;573;571;235;
LSA 8054 Schleifen (MQ1019);99;67;52;44;137;442;1516;2777;2470;1774;1713;1755;1941;2057;1989;2332;2644;2772;2056;1387;999;715;492;199;
MQ_02020_FV3_L (MQ102);2;2;1;0;0;3;23;63;67;51;37;56;40;37;48;44;61;46;52;46;31;10;14;3;
LSA 8140 Schleifen (MQ1020);61;40;29;40;104;261;920;1418;1321;1004;943;953;993;1043;1183;1316;1453;1517;1211;849;652;424;312;157;
MQ_01210_FV32_L (MQ1021);11;0;1;1;4;25;137;181;188;58;36;54;52;52;51;46;53;43;55;38;28;19;18;3;
MQ_01081_FV3_G (MQ1022);35;16;8;6;15;57;133;280;341;250;261;263;308;337;309;368;384;381;371;276;217;148;192;93;
MQ_03030_FV1_L (MQ1023);0;1;0;0;0;2;8;22;26;26;8;11;13;12;19;19;24;16;20;13;11;10;4;5;
MQ_01200_FV1_G (MQ1024);55;29;20;20;37;163;513;1000;829;681;718;830;1034;1053;1138;1494;1651;1391;1113;775;593;433;344;158;
MQ_01121_FV1_G (MQ1025);3;4;2;5;4;25;74;170;275;256;239;198;174;181;171;209;192;174;184;125;54;50;22;12;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;1;1;1;2;2;3;3;3;3;3;4;4;4;3;3;1;1;0;
MQ_01121_FV3_G (MQ1027);5;2;1;1;3;6;22;47;55;71;92;159;147;165;154;169;176;181;196;150;121;57;49;10;
MQ_01121_FV1_R (MQ1028);0;1;0;1;1;4;10;23;38;35;33;27;24;25;23;28;26;24;25;17;8;7;3;2;
MQ_01200_FV1_L (MQ1029);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);2;0;1;3;1;4;4;14;32;18;9;15;18;11;15;14;13;14;14;12;10;13;11;9;
---Test (MQ1032);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_09040_FV1_G (MQ1033);28;19;3;7;4;23;97;257;206;150;210;231;233;204;243;272;327;333;310;245;164;128;126;56;
