Name  /  Date: 2016_12_15;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);51;27;27;40;31;97;239;314;337;352;352;346;338;358;341;358;348;337;354;318;257;165;220;174;
MQ_03020_FV4_L (MQ1);16;10;7;4;8;45;164;394;407;257;208;213;234;293;257;320;328;389;288;170;105;91;71;20;
MQ_03290_FV3_GR (MQ10);66;32;39;28;35;72;165;218;255;209;194;235;216;239;223;233;238;238;232;231;228;166;156;74;
MQ_03020_FV2_L (MQ100);2;1;1;0;0;5;21;40;32;25;27;61;35;39;36;52;46;29;34;31;32;22;18;14;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;1;2;2;2;2;2;3;3;2;2;1;1;1;1;0;
MQ_06170_FV4_L (MQ1002);0;0;0;0;0;0;1;7;9;9;10;16;19;13;11;12;16;17;15;10;10;2;3;1;
MQ_08050_FV3_L (MQ1003);4;2;1;2;14;21;40;42;92;109;121;135;142;152;136;107;124;110;107;84;30;13;2;3;
MQ_06161_FV3_L (MQ1004);7;3;1;2;8;50;194;393;363;283;196;218;211;197;233;266;250;300;252;163;101;66;61;33;
MQ_06170_FV6_L (MQ1005);1;0;0;1;5;4;29;74;49;32;32;27;30;35;41;52;52;36;38;34;24;18;12;6;
MQ_08110_FV1_LO (MQ1006);2;0;0;0;0;1;5;8;15;15;15;17;22;18;19;20;28;28;17;12;10;4;4;4;
MQ_08110_FV3_RO (MQ1007);1;1;0;1;2;3;8;19;25;24;29;30;27;21;23;28;32;25;21;17;7;5;2;1;
LSA 29120 Schleifen (MQ1008);133;199;9;48;128;334;877;1390;1098;795;1123;1100;1160;1160;1160;1160;1495;1654;1431;880;646;426;392;165;
MQ_06160_FV2_R (MQ1009);8;4;7;4;24;57;128;274;288;242;182;205;196;191;217;222;234;243;209;171;99;60;54;25;
MQ_02020_FV4_L (MQ101);16;12;7;8;;;;;;;;;;;;;374;388;256;247;174;114;94;56;
MQ_03030_FV1_G (MQ1010);53;17;18;9;22;108;417;885;881;621;636;659;661;779;840;984;1112;949;795;523;319;220;173;106;
LSA 3290 Schleifen (MQ1012);1050;612;655;647;600;1470;3753;6054;6284;6286;6327;6243;6391;6588;6549;6603;6638;6589;6376;5570;4649;3426;3400;2217;
LSA 8020 Schleifen (MQ1013);1093;632;756;665;617;1545;3913;6157;6453;5661;5808;5836;6010;6661;6231;6319;6271;6176;6118;5945;4282;3008;3371;2043;
LSA 8030 Schleifen (MQ1014);390;262;358;289;232;537;1574;2720;2799;2336;2301;2344;2459;2651;2735;2778;2987;3117;2752;2778;1805;1271;1897;1143;
LSA 8031 Schleifen (MQ1015);657;420;370;342;246;515;1383;2506;2654;2310;1995;2015;2224;2173;2309;2488;2659;2468;2123;2209;1196;808;1820;899;
LSA 8040 Schleifen (MQ1016);624;393;358;369;605;2251;5949;9826;9728;
LSA 8032 Schleifen (MQ1017);374;170;238;150;186;611;1693;2783;2912;2430;2344;2384;2640;2727;2662;2748;2953;2940;2328;2045;1478;1015;1529;763;
LSA 8041 Schleifen (MQ1018);239;109;138;111;142;407;1180;1645;1792;1605;1714;1636;1843;1788;1890;1878;1872;1901;1658;1543;1006;664;919;507;
LSA 8054 Schleifen (MQ1019);163;98;84;86;113;465;1489;2682;2502;1898;1803;1807;2048;2286;2208;2460;2760;2533;2043;1481;1164;701;625;348;
MQ_02020_FV3_L (MQ102);5;1;0;3;;;;;;;;;;;;;65;61;52;52;30;19;19;12;
LSA 8140 Schleifen (MQ1020);87;52;38;44;83;287;847;1363;1272;1024;1035;1025;1141;1118;1180;1362;1441;1343;1210;860;637;414;421;211;
MQ_01210_FV32_L (MQ1021);4;3;1;2;3;22;116;187;192;108;46;33;54;64;57;55;57;57;51;33;28;24;19;19;
MQ_01081_FV3_G (MQ1022);53;34;39;38;16;47;130;293;321;273;331;295;327;339;318;364;371;393;375;302;242;177;178;136;
MQ_03030_FV1_L (MQ1023);3;3;0;0;1;3;8;18;35;34;45;19;23;8;19;20;26;19;28;21;3;6;9;9;
MQ_01200_FV1_G (MQ1024);107;53;32;26;30;145;460;923;779;671;770;889;1093;1231;1347;1586;1674;1411;1277;1104;815;517;515;257;
MQ_01121_FV1_G (MQ1025);8;6;6;4;6;18;82;159;210;263;298;272;232;228;260;258;286;317;231;161;71;47;32;14;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;1;1;1;2;2;3;4;5;5;5;5;5;6;6;5;2;2;1;
MQ_01121_FV3_G (MQ1027);6;3;4;1;0;5;30;56;55;66;100;159;211;254;236;250;260;245;297;274;224;98;90;27;
MQ_01121_FV1_R (MQ1028);1;1;1;1;1;3;11;22;29;36;40;37;32;31;35;35;39;43;32;22;10;6;4;2;
MQ_01200_FV1_L (MQ1029);5;0;2;4;0;2;11;77;122;39;41;53;49;51;63;69;79;93;50;39;29;14;19;11;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);12;3;3;6;1;4;5;20;24;20;23;17;15;14;21;19;15;32;27;15;15;17;13;10;
Test (MQ1032);86;64;48;40;43;82;188;483;540;521;535;571;524;513;515;530;526;535;530;433;315;244;239;166;
MQ_09040_FV1_G (MQ1033);41;32;13;6;15;22;95;191;165;171;198;235;292;268;301;319;367;375;374;359;269;167;159;85;
MQ_09040_FV3_G (MQ1034);23;17;6;8;21;46;174;265;324;358;338;314;266;304;356;349;326;320;294;255;157;95;90;43;
MQ_09050_FV1_G (MQ1035);52;23;15;17;25;55;253;372;366;303;355;415;487;454;475;515;575;586;524;461;370;283;215;140;
MQ_09050_FV3_G (MQ1036);34;20;13;9;27;93;391;462;528;521;449;412;339;398;455;432;464;516;418;315;195;144;128;69;
MQ_03023_FV1_G (MQ104);43;18;9;7;14;65;291;702;685;449;438;471;509;589;640;777;879;709;582;383;230;173;150;80;
MQ_03250_FV1_R (MQ1043);5;2;1;1;1;3;14;25;24;16;23;27;36;33;35;38;44;44;42;41;31;18;16;10;
MQ_03250_FV1_G (MQ1044);28;14;6;3;7;17;81;139;136;91;132;152;202;186;196;217;249;250;241;234;173;104;93;57;
MQ_03250_FV1_L (MQ1045);9;13;5;3;7;10;29;62;61;76;69;71;80;75;94;85;97;89;112;88;64;52;49;21;
MQ_03250_FV2_R (MQ1046);5;3;3;2;5;13;32;62;65;62;58;60;57;55;59;60;65;66;56;58;32;23;18;9;
MQ_03250_FV2_G (MQ1047);32;21;20;11;38;92;231;451;478;453;427;438;415;405;434;443;476;484;414;424;236;167;129;69;
MQ_03250_FV2_L (MQ1048);14;3;7;6;18;37;130;123;165;146;140;183;185;187;184;186;209;211;176;147;107;102;68;51;
MQ_03250_FV3_R (MQ1049);7;4;2;2;6;20;77;86;104;105;91;85;66;80;92;88;87;89;79;61;39;28;26;13;
MQ_03250_FV3_G (MQ105);22;12;5;6;19;61;230;257;313;314;272;254;199;241;277;265;260;267;238;182;116;83;77;39;
MQ_03250_FV3_L (MQ1050);13;7;5;6;2;11;66;99;104;90;78;63;81;71;83;70;99;109;85;70;42;32;26;20;
MQ_03250_FV4_R (MQ1051);10;7;4;6;4;15;37;87;73;75;83;85;89;96;95;106;104;108;97;62;64;53;48;35;
MQ_03250_FV4_G (MQ1052);40;29;18;25;18;60;146;346;291;299;332;339;354;382;380;422;416;431;387;250;256;211;193;139;
MQ_03250_FV4_L (MQ1053);3;0;2;1;2;2;5;22;20;24;20;24;28;34;28;30;16;31;39;23;14;16;6;7;
MQ_03030_FV1_R (MQ1054);2;0;1;1;1;3;10;57;56;36;54;63;65;75;77;59;77;79;56;45;33;18;16;6;
MQ_03030_FV2_G (MQ1055);1;0;0;0;0;0;0;1;2;2;3;2;2;2;2;4;2;2;2;1;1;1;2;1;
MQ_03030_FV2_L (MQ1056);9;4;1;1;1;2;3;12;28;24;44;27;29;31;29;59;22;23;29;17;16;11;21;16;
MQ_03030_FV2_R (MQ1057);6;3;1;0;0;1;2;8;19;16;30;18;19;21;20;41;15;16;20;12;11;8;15;11;
MQ_03030_FV3_G (MQ1058);56;23;13;9;31;122;415;817;831;671;591;543;595;588;642;725;748;760;600;416;266;191;176;85;
MQ_03030_FV3_L (MQ1059);3;1;2;1;2;7;36;102;114;70;58;64;72;90;92;87;86;91;90;70;43;26;12;18;
MQ_03080_FV4_R (MQ106);3;2;0;0;0;3;47;178;161;98;76;77;65;72;64;76;93;82;71;49;32;22;13;12;
MQ_03030_FV3_R (MQ1060);1;0;0;0;1;2;6;10;11;9;9;8;8;8;9;10;10;11;8;6;4;3;3;1;
MQ_03030_FV4_G (MQ1061);1;0;0;0;0;1;6;8;10;10;8;7;9;11;9;10;10;10;10;7;6;4;3;1;
MQ_03030_FV4_L (MQ1062);6;0;0;0;2;8;41;52;65;69;56;49;61;74;64;65;70;66;66;49;38;28;21;9;
MQ_03030_FV4_R (MQ1063);6;0;0;0;2;8;41;52;65;69;56;49;61;74;64;65;70;66;66;49;38;28;21;9;
MQ_06070_10_D_TLS_S1S2 (MQ1064);86;64;48;40;43;82;188;483;540;521;535;571;524;513;515;530;526;535;530;433;315;244;239;166;
MQ_06070_11_D_TLS_S3S4 (MQ1065);141;110;95;65;57;92;260;528;586;562;633;617;645;576;648;665;707;658;673;539;422;283;281;173;
MQ_03120_FV1_G (MQ107);77;38;42;37;59;207;577;1073;1096;980;908;976;1053;1142;1093;1324;1281;1195;1129;832;608;413;322;216;
MQ_03020_FV2_R (MQ108);12;1;2;1;3;6;17;60;66;48;51;52;69;71;60;92;86;80;73;57;47;29;31;16;
MQ_03120_FV1_R (MQ109);1;1;1;1;1;2;6;10;10;9;9;10;11;11;11;13;12;12;11;9;7;5;4;3;
MQ_08050_FV2_L (MQ11);32;13;17;14;28;81;148;234;254;349;387;461;480;536;566;592;570;518;456;299;195;115;41;30;
MQ_03120_FV2_L (MQ110);0;0;2;0;1;5;19;20;41;40;39;28;29;35;33;50;49;13;22;23;17;15;6;3;
MQ_03120_FV2_R (MQ111);0;0;0;1;0;1;13;25;23;12;29;16;22;23;26;32;35;23;14;19;14;13;13;2;
MQ_06160_FV3_L (MQ112);2;0;0;0;2;6;21;71;80;69;58;65;73;62;77;73;99;69;84;62;38;26;11;7;
MQ_03120_FV3_G (MQ113);55;30;17;29;34;212;832;1349;1295;963;850;861;973;997;1099;1171;1189;1238;1076;781;507;412;333;178;
MQ_03020_FV2_G (MQ114);15;5;6;4;8;10;36;104;103;77;105;109;119;139;100;146;167;149;157;128;112;63;68;41;
MQ_03120_FV3_L (MQ115);5;0;0;1;1;11;88;128;81;49;52;56;68;48;67;75;72;54;51;43;33;16;13;3;
MQ_03140_FV1_G (MQ116);49;24;10;24;23;175;733;1151;1194;867;814;805;901;914;1026;1102;1144;1136;965;738;479;396;318;172;
MQ_03140_FV1_L (MQ117);0;0;0;0;1;1;4;25;23;29;18;18;38;21;38;44;33;63;47;30;20;13;2;5;
MQ_03140_FV1_R (MQ118);2;1;0;1;1;4;16;27;29;20;20;20;21;21;23;26;25;26;22;18;11;10;8;5;
MQ_03140_FV2_G (MQ119);0;0;0;0;0;0;1;2;1;1;1;1;1;1;1;2;1;1;1;2;1;0;0;0;
MQ_03290_FV3_G (MQ12);62;30;37;26;33;68;155;205;240;196;182;221;203;225;210;219;224;224;218;217;214;156;147;70;
MQ_03140_FV2_L (MQ120);1;0;0;0;1;2;9;35;22;18;16;14;15;25;15;29;25;19;20;36;15;4;1;3;
MQ_08040_FV1_L (MQ121);13;5;11;12;4;5;17;39;33;
MQ_03140_FV2_R (MQ122);1;0;0;0;1;2;15;55;34;29;26;22;24;39;23;45;39;31;32;57;24;6;2;4;
MQ_08040_FV1_G (MQ123);95;44;61;39;29;108;241;434;429;
MQ_03140_FV3_G (MQ124);65;32;31;29;57;210;570;1052;1086;918;858;967;1052;1132;1075;1361;1296;1250;1159;801;563;366;304;189;
MQ_03140_FV3_L (MQ125);1;1;0;2;0;1;10;13;20;19;14;21;20;18;30;33;33;35;39;16;17;12;8;8;
MQ_03140_FV3_R (MQ126);1;1;1;1;1;5;10;17;17;15;14;15;17;19;18;23;23;21;20;14;10;7;6;4;
MQ_08040_FV1_R (MQ127);55;24;28;13;12;14;37;93;129;
MQ_08040_FV2_R (MQ128);5;2;0;0;5;23;69;61;82;
MQ_08040_FV2_L (MQ129);14;4;8;7;25;82;185;231;242;
MQ_08050_FV3_G (MQ13);49;48;23;37;59;239;761;1402;1155;937;778;711;717;818;887;1078;1155;1040;803;576;357;277;176;93;
MQ_03140_FV4_G (MQ130);3;0;0;0;1;1;13;71;42;10;20;24;22;34;32;30;36;44;28;20;19;7;4;7;
MQ_03140_FV4_L (MQ131);1;1;0;2;0;6;27;59;49;39;42;37;45;48;49;37;39;45;41;23;17;14;12;5;
MQ_03160_FV1_G (MQ132);41;21;13;24;30;202;620;983;990;822;809;733;850;855;1005;1029;1000;991;873;739;460;379;272;174;
MQ_03160_FV1_L (MQ133);23;11;7;9;9;53;293;325;333;225;193;218;223;268;261;280;289;286;276;203;127;112;88;34;
MQ_03160_FV1_R (MQ134);4;2;1;3;2;15;48;69;72;62;59;55;59;57;69;70;68;65;59;52;34;27;21;13;
MQ_03160_FV2_G (MQ135);23;25;14;14;26;93;211;401;444;392;333;352;394;401;399;529;489;425;351;248;170;92;94;40;
MQ_03160_FV2_L (MQ136);1;2;0;0;3;5;10;43;56;50;34;58;72;78;77;108;133;120;63;23;20;5;6;3;
MQ_08040_FV3_L (MQ137);31;30;15;23;45;174;402;833;715;
MQ_03160_FV3_G (MQ138);47;31;15;24;35;158;541;678;787;670;572;659;657;740;686;739;757;769;744;518;397;277;229;148;
MQ_08040_FV3_R (MQ139);11;11;7;10;8;38;81;111;95;
MQ_03070_FV1_L (MQ14);2;1;0;0;1;1;26;53;47;37;41;46;52;52;58;46;57;54;35;22;11;11;7;2;
MQ_08040_FV3_G (MQ140);40;23;23;21;34;143;446;653;656;
MQ_03160_FV3_L (MQ141);0;1;0;2;1;3;5;18;24;21;18;20;23;20;29;33;49;50;36;23;17;9;5;2;
MQ_03160_FV3_R (MQ142);0;0;0;0;0;1;3;4;5;4;3;4;3;4;4;4;4;4;4;3;2;1;1;1;
MQ_03160_FV4_G (MQ143);25;17;12;1;12;42;238;244;209;160;149;168;162;147;154;173;145;123;131;140;115;58;60;36;
MQ_03160_FV4_L (MQ144);59;16;25;23;30;100;267;360;349;294;303;382;389;388;386;431;468;422;451;389;309;245;202;123;
MQ_03171_FV1_G (MQ145);28;19;16;23;36;183;511;836;810;661;657;636;755;766;851;918;911;863;763;582;370;320;233;151;
MQ_08040_FV4_R (MQ146);34;26;23;22;51;172;469;873;924;
MQ_08040_FV4_L (MQ147);12;9;7;11;16;75;210;280;295;
MQ_08040_FV6_R (MQ148);2;1;0;0;1;10;20;35;51;
MQ_03171_FV1_L (MQ149);1;0;0;0;0;2;9;13;21;11;15;11;13;16;14;13;13;12;17;8;5;7;2;1;
MQ_03290_FV4_G (MQ15);36;21;18;7;9;25;82;165;200;213;196;211;187;205;186;203;235;245;210;205;112;96;86;62;
MQ_03171_FV3_G (MQ151);38;39;13;20;35;147;539;792;856;666;592;648;653;720;702;768;772;848;717;507;389;280;227;133;
MQ_03171_FV3_R (MQ152);0;0;0;0;0;1;3;4;4;3;3;3;3;3;3;3;4;4;3;2;2;2;1;1;
MQ_03180_FV1_G (MQ153);40;37;16;17;33;96;333;431;487;394;401;435;452;512;482;532;550;558;495;359;300;209;183;114;
MQ_03180_FV1_L (MQ154);3;3;1;1;0;1;13;41;61;56;52;65;48;53;54;66;59;51;53;31;24;21;13;11;
MQ_03180_FV1_R (MQ155);3;3;1;2;2;9;22;26;31;26;27;29;30;34;30;36;39;35;34;25;21;15;14;10;
MQ_03180_FV2_G (MQ156);15;6;4;5;3;8;64;101;130;138;148;189;298;205;202;337;313;223;201;169;122;76;41;29;
MQ_03180_FV2_L (MQ157);2;0;0;1;0;3;4;13;18;15;19;32;29;26;27;30;35;20;21;21;11;6;4;5;
MQ_03180_FV2_R (MQ158);2;0;1;1;0;1;5;11;17;21;20;21;38;27;24;31;33;26;23;21;13;10;5;6;
MQ_03180_FV3_G (MQ159);14;9;11;14;28;120;322;467;464;460;423;416;463;448;506;486;470;483;427;366;201;174;124;97;
MQ_03290_FV4_L (MQ16);18;11;16;13;22;60;155;249;242;245;248;237;246;242;250;237;257;245;238;237;152;112;90;51;
MQ_03180_FV3_L (MQ160);10;10;4;5;5;60;171;368;373;216;243;234;294;323;361;450;440;378;346;210;156;133;104;45;
MQ_03180_FV3_R (MQ161);0;0;0;0;1;3;7;13;14;12;11;11;12;12;14;15;14;14;12;11;6;5;5;3;
MQ_03180_FV4_G (MQ162);9;9;1;0;5;17;75;196;216;138;119;101;88;104;125;131;128;148;120;72;55;28;23;19;
MQ_08041_FV1_G (MQ163);128;59;86;53;34;113;278;464;507;408;461;469;534;565;531;544;608;654;477;401;446;310;552;319;
MQ_03180_FV4_L (MQ164);6;4;4;2;3;10;34;37;58;52;49;48;37;37;42;59;41;45;45;46;38;22;12;10;
MQ_08041_FV1_L (MQ165);5;2;3;2;6;6;17;25;26;22;39;41;49;36;43;31;40;38;33;39;18;18;14;8;
MQ_08041_FV1_R (MQ166);3;1;2;1;2;3;19;19;18;14;16;16;17;24;28;17;11;21;16;15;13;10;48;15;
MQ_03180_FV4_R (MQ167);7;2;2;4;6;57;225;377;384;292;204;237;251;223;237;269;272;333;266;183;112;89;67;33;
MQ_03021_FV1_G (MQ168);59;32;15;13;40;134;479;952;982;765;670;633;700;715;757;843;861;894;711;500;316;219;205;111;
MQ_08041_FV2_L (MQ169);4;3;2;5;9;7;15;36;68;70;107;107;133;129;131;136;116;106;101;85;45;14;35;11;
MQ_03070_FV1_R (MQ17);9;4;1;6;10;41;75;141;152;141;148;137;142;153;158;152;141;137;134;100;73;57;27;22;
MQ_05010_FV1_L (MQ170);27;28;17;14;32;102;332;688;682;463;370;331;351;368;354;420;458;407;339;253;159;105;94;43;
MQ_05010_FV1_R (MQ171);2;0;0;1;2;9;103;202;214;54;33;28;45;41;35;58;56;48;21;17;9;3;3;0;
MQ_08041_FV3_G (MQ172);54;29;26;29;47;191;610;756;775;732;556;500;487;508;580;570;589;589;572;654;313;211;138;79;
MQ_05010_FV2_G (MQ173);45;25;16;12;20;83;549;497;516;325;281;312;307;287;286;347;331;289;273;230;161;137;112;55;
MQ_08041_FV3_L (MQ174);2;0;2;0;0;8;37;33;25;11;28;23;27;19;16;23;20;24;11;7;8;4;4;4;
MQ_08041_FV3_R (MQ175);1;4;1;5;9;45;59;89;100;108;134;141;129;125;134;101;105;91;104;76;20;12;13;1;
MQ_05010_FV2_R (MQ176);43;23;16;12;15;68;146;243;206;224;238;294;263;316;322;359;381;363;372;316;232;166;130;65;
MQ_03021_FV3_G (MQ177);78;26;26;13;29;134;469;1063;1034;695;682;752;768;886;986;1142;1250;1059;868;588;398;278;211;123;
MQ_08041_FV4_L (MQ178);4;0;0;0;0;0;5;3;4;4;8;8;15;14;11;13;8;9;7;6;5;4;6;5;
MQ_05010_FV3_G (MQ179);3;4;0;1;5;27;50;166;230;198;179;249;316;335;355;673;588;484;301;127;85;20;16;7;
MQ_03070_FV2_G (MQ18);28;18;20;14;4;27;74;159;184;144;150;171;202;224;207;228;230;249;235;174;151;81;105;59;
MQ_03020_FV3_L (MQ180);5;2;2;0;1;4;6;19;32;24;29;32;40;38;34;55;56;48;36;27;23;17;10;9;
