Name  /  Date: 2016_04_04;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);37;9;12;12;27;81;283;359;347;346;333;349;334;364;359;376;357;374;379;294;220;157;168;70;
MQ_03020_FV4_L (MQ1);10;9;10;11;15;50;147;361;303;246;213;202;190;234;242;243;350;333;253;197;100;74;46;24;
MQ_03290_FV3_GR (MQ10);35;20;7;13;23;86;184;241;225;226;212;217;221;203;217;237;240;226;216;188;169;112;125;52;
MQ_03020_FV2_L (MQ100);3;2;2;0;1;5;22;95;28;19;27;29;26;27;34;34;49;43;34;23;26;12;17;7;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;0;
MQ_06170_FV4_L (MQ1002);0;1;0;0;0;2;3;7;6;10;10;16;8;12;12;8;18;9;14;11;8;2;0;0;
MQ_08050_FV3_L (MQ1003);2;2;2;0;5;28;41;55;104;87;137;128;136;121;118;105;133;92;111;58;46;7;1;0;
MQ_06161_FV3_L (MQ1004);7;5;4;5;16;49;197;341;381;235;192;202;186;191;205;233;229;283;252;145;103;59;36;19;
MQ_06170_FV6_L (MQ1005);2;1;0;0;3;7;32;61;41;37;26;29;27;32;28;49;50;47;46;30;16;14;8;4;
MQ_08110_FV1_LO (MQ1006);1;0;0;0;1;2;4;16;20;26;21;28;29;20;28;34;34;43;34;17;12;6;7;3;
MQ_08110_FV3_RO (MQ1007);0;0;1;0;1;3;8;20;36;33;37;49;49;31;39;55;42;47;34;26;20;10;2;2;
LSA 29120 Schleifen (MQ1008);50;45;45;34;106;324;994;1645;1377;1100;1144;1155;1207;1198;1256;1528;1689;1684;1249;940;669;440;367;125;
MQ_06160_FV2_R (MQ1009);11;5;12;11;11;57;167;301;284;203;174;223;172;179;203;194;237;237;193;154;85;54;53;15;
