Name  /  Date: 2015_02_16;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);32;45;16;20;16;51;122;205;180;230;240;254;349;252;259;223;241;303;280;257;178;144;174;82;
MQ_03020_FV4_L (MQ1);11;11;9;9;11;30;53;111;126;118;161;214;216;213;183;208;187;216;155;104;80;32;36;15;
MQ_03290_FV3_GR (MQ10);37;14;13;15;13;47;87;140;122;127;167;143;182;182;200;226;218;224;192;184;164;128;106;68;
MQ_03020_FV2_L (MQ100);0;1;0;0;0;7;8;11;17;15;22;20;26;40;31;20;30;28;22;21;6;14;5;7;
Alle Motion Det Albersloherweg (MQ1000);2850;2433;1366;1491;2549;7144;16335;24814;24527;25749;29844;31713;33717;30179;29546;29492;34407;33278;27181;21192;15217;10751;8877;4856;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;0;1;1;1;1;2;2;1;2;2;2;2;1;1;1;0;0;0;
MQ_06170_FV4_L (MQ1002);1;0;0;1;0;1;4;3;5;9;6;8;11;11;8;8;6;3;11;3;7;5;2;0;
MQ_08050_FV3_L (MQ1003);3;3;2;2;5;18;26;32;70;99;139;159;136;118;83;87;109;88;64;41;20;4;3;3;
MQ_06161_FV3_L (MQ1004);10;9;3;6;6;29;59;103;118;150;160;177;234;165;188;162;159;204;189;107;82;47;33;21;
MQ_06170_FV6_L (MQ1005);0;1;1;1;4;2;14;30;32;22;26;28;35;31;23;22;33;32;24;21;13;6;6;4;
MQ_08110_FV1_LO (MQ1006);1;1;0;0;0;1;3;5;9;9;12;13;16;9;12;11;15;15;13;9;5;4;3;1;
MQ_08110_FV3_RO (MQ1007);1;0;0;0;0;2;5;11;15;26;32;40;27;17;14;14;17;20;16;12;7;6;1;1;
MQ_06160_FV2_R (MQ1009);15;5;10;8;6;41;78;119;133;136;152;142;132;141;144;136;156;136;133;111;70;41;34;27;
MQ_02020_FV4_L (MQ101);18;7;8;11;6;39;95;142;186;235;254;299;291;332;295;316;330;315;234;154;116;61;43;21;
MQ_03030_FV1_G (MQ1010);14;10;2;8;18;62;252;449;376;371;444;604;751;692;738;669;600;575;391;252;149;138;52;26;
LSA 3290 Schleifen (MQ1012);724;525;276;292;373;987;1856;2867;3106;3627;4210;4098;4716;4385;4093;4081;4597;4696;4222;4222;3086;2508;2198;1175;
LSA 8020 Schleifen (MQ1013);594;580;232;255;326;886;2051;3193;3280;3376;3617;3576;4011;3718;3638;3889;4628;4406;3753;3781;2929;2233;2247;1242;
LSA 8030 Schleifen (MQ1014);245;337;89;95;119;333;788;1265;1240;1347;1522;1533;1766;1621;1632;1673;2009;2051;1690;1780;1346;978;1148;539;
LSA 8031 Schleifen (MQ1015);153;135;87;53;92;268;723;1180;1194;1261;1232;1233;1320;1215;1322;1372;1672;1557;1281;1229;920;687;662;398;
LSA 8040 Schleifen (MQ1016);369;310;218;248;510;1555;3695;5400;5178;5064;5704;6396;6519;5917;6101;5709;6195;5983;4588;3307;2209;1469;1095;622;
LSA 8032 Schleifen (MQ1017);189;198;89;70;116;343;776;1206;1260;1401;1607;1529;1563;1475;1455;1630;2034;1700;1330;1260;971;675;648;360;
LSA 8041 Schleifen (MQ1018);138;112;54;57;129;319;739;1117;1255;1342;1588;1673;1570;1495;1507;1498;1585;1560;1281;1110;737;447;400;235;
LSA 8054 Schleifen (MQ1019);105;89;62;56;90;346;793;1194;1170;1153;1350;1534;1633;1468;1364;1301;1610;1562;1206;825;564;451;290;173;
MQ_02020_FV3_L (MQ102);5;0;0;1;2;4;12;27;34;34;35;54;52;40;29;31;34;36;25;34;13;15;14;7;
LSA 8140 Schleifen (MQ1020);80;56;34;44;90;195;459;684;596;704;832;836;896;829;799;827;966;937;742;580;410;281;238;122;
