Name  /  Date: 2015_02_07;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);129;102;91;103;73;81;76;93;130;242;280;269;287;286;317;297;296;317;312;262;204;141;170;153;
MQ_03020_FV4_L (MQ1);20;24;13;22;8;30;31;43;87;125;157;203;296;246;206;202;190;194;209;123;92;64;57;43;
MQ_03290_FV3_GR (MQ10);123;88;62;69;56;60;53;86;107;139;114;42;91;207;208;195;132;145;216;197;153;132;129;106;
MQ_03020_FV2_L (MQ100);10;7;5;2;3;1;6;8;14;14;21;30;31;28;38;30;35;32;21;27;23;11;14;13;
Alle Motion Det Albersloherweg (MQ1000);9756;7036;5385;4733;4448;5398;6563;10723;15963;25946;32771;37298;44327;42362;40457;37891;39676;35847;31965;28008;19793;11885;13201;10565;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;2;1;1;1;1;0;
MQ_06170_FV4_L (MQ1002);0;1;2;0;0;2;0;2;5;4;5;9;14;14;17;8;6;7;11;11;5;0;6;2;
MQ_08050_FV3_L (MQ1003);3;0;2;1;3;6;4;15;52;114;155;194;169;174;197;152;149;146;104;74;50;2;2;1;
MQ_06161_FV3_L (MQ1004);33;24;8;9;8;25;40;57;105;177;190;205;176;227;210;187;181;172;179;137;75;60;42;45;
MQ_06170_FV6_L (MQ1005);8;3;2;2;0;4;3;7;18;26;34;44;38;40;29;32;31;32;25;25;16;8;13;9;
MQ_08110_FV1_LO (MQ1006);2;1;0;1;1;2;1;3;6;7;12;13;17;14;12;14;11;12;12;9;5;3;2;2;
MQ_08110_FV3_RO (MQ1007);1;1;0;0;1;0;2;6;16;19;22;32;30;24;19;14;18;18;20;14;12;6;2;1;
MQ_06160_FV2_R (MQ1009);41;41;23;20;26;42;28;60;96;118;166;201;214;193;206;170;161;158;143;145;78;89;68;44;
MQ_02020_FV4_L (MQ101);48;23;15;15;11;19;40;47;125;151;204;232;279;314;282;278;237;277;272;201;162;102;49;57;
MQ_03030_FV1_G (MQ1010);72;49;33;17;32;46;94;203;259;287;400;471;599;638;581;522;495;473;535;327;257;223;156;107;
Alle Motion Det Weselerstr. (MQ1011);21753;17229;14103;13373;13109;13109;13109;13109;13109;13109;13109;13109;13109;13109;13109;67504;69129;70098;67211;53721;41363;32052;28919;26687;
LSA 3290 Schleifen (MQ1012);2611;1992;1656;1554;1346;1313;1352;1786;2441;4129;4906;5314;6175;5970;6136;5678;5424;5666;5501;5098;4282;2922;3424;2662;
LSA 8020 Schleifen (MQ1013);2727;2086;1911;1845;1552;1361;1238;1646;1995;3331;3973;4639;5578;5189;4974;4761;5103;4883;4676;4977;3722;2469;3352;2522;
LSA 8030 Schleifen (MQ1014);1204;913;746;667;581;530;469;609;869;1362;1609;1882;2340;2136;2078;2017;2405;2135;2007;2254;1765;1060;1759;1153;
LSA 8031 Schleifen (MQ1015);1293;991;987;961;881;711;679;760;898;1172;1398;1453;1737;1578;1563;1384;1663;1414;1323;1472;1091;666;1115;955;
LSA 8040 Schleifen (MQ1016);1360;825;566;532;589;730;1167;1960;3113;4474;5636;6505;7951;7269;7128;6428;7659;6309;5140;4501;2778;1683;1784;1357;
LSA 8032 Schleifen (MQ1017);861;610;450;404;389;338;381;579;798;1263;1691;1955;2384;2238;2211;2070;2209;2011;1833;1743;1264;736;1111;759;
LSA 8041 Schleifen (MQ1018);539;351;269;214;232;228;334;520;803;1300;1646;1875;2032;1929;1875;1786;1866;1781;1582;1390;883;539;651;469;
LSA 8054 Schleifen (MQ1019);309;225;161;136;127;183;235;496;800;1168;1465;1684;2136;1981;1909;1748;2122;1569;1359;1130;774;423;455;373;
MQ_02020_FV3_L (MQ102);10;5;4;6;2;6;4;13;16;38;35;54;62;71;62;67;54;58;49;38;29;15;21;22;
LSA 8140 Schleifen (MQ1020);198;153;99;73;74;128;169;290;413;704;905;1043;1185;1118;1100;1047;996;956;832;740;531;293;296;263;
MQ_01210_FV32_L (MQ1021);16;20;12;5;4;4;3;12;40;43;24;29;19;40;42;23;31;24;41;23;16;18;17;9;
MQ_01081_FV3_G (MQ1022);101;67;51;41;40;45;50;69;114;142;196;227;271;267;271;285;243;263;304;288;197;148;144;121;
MQ_03030_FV1_L (MQ1023);6;3;2;2;0;6;1;14;12;20;8;7;14;25;22;22;31;47;36;16;3;8;20;20;
MQ_01200_FV1_G (MQ1024);230;152;91;79;63;79;147;205;344;470;628;823;1085;1143;1162;1257;1137;1226;1010;719;540;440;349;311;
MQ_01121_FV1_G (MQ1025);11;12;10;18;22;31;69;84;154;224;299;300;268;284;246;216;209;161;133;92;74;36;33;64;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;0;1;1;2;3;4;5;5;5;5;5;5;5;3;2;1;1;1;
