Name  /  Date: 2015_08_02;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);139;150;85;85;74;80;86;70;86;119;123;197;235;261;281;280;270;273;252;239;218;174;163;68;
MQ_03020_FV4_L (MQ1);28;26;22;10;7;20;17;27;36;64;85;100;119;121;98;139;109;129;112;94;85;69;40;25;
MQ_03290_FV3_GR (MQ10);135;137;87;75;83;77;63;67;63;109;123;170;183;187;185;196;194;195;207;197;158;142;109;81;
MQ_03020_FV2_L (MQ100);8;4;5;3;3;2;3;2;10;16;18;17;20;26;25;24;27;18;29;21;17;18;11;6;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
MQ_06170_FV4_L (MQ1002);2;0;2;0;0;1;0;1;0;8;5;7;2;11;9;8;8;7;10;8;8;6;0;0;
MQ_08050_FV3_L (MQ1003);8;1;0;2;2;0;18;12;12;24;51;76;89;62;60;41;21;4;4;5;9;4;1;3;
MQ_06161_FV3_L (MQ1004);14;20;14;16;12;6;4;6;18;32;46;44;70;72;76;106;86;80;64;64;50;46;30;10;
MQ_06170_FV6_L (MQ1005);8;6;2;2;1;2;3;4;7;17;24;28;22;30;25;28;18;28;32;20;18;16;5;3;
MQ_08110_FV1_LO (MQ1006);2;2;1;1;1;0;1;1;1;3;3;8;8;8;9;11;7;7;8;7;6;5;2;1;
MQ_08110_FV3_RO (MQ1007);2;2;1;0;0;0;1;0;6;12;11;9;8;11;10;8;8;9;5;6;8;3;2;1;
MQ_06160_FV2_R (MQ1009);33;30;38;22;25;34;17;30;39;66;84;92;124;173;144;150;149;169;186;159;137;108;80;33;
MQ_02020_FV4_L (MQ101);27;33;19;13;12;7;34;22;34;66;105;150;157;144;176;154;167;177;167;112;110;86;61;33;
MQ_03030_FV1_G (MQ1010);81;50;34;17;20;32;49;52;86;184;278;339;348;380;427;383;319;340;369;280;235;206;129;99;
LSA 3290 Schleifen (MQ1012);2615;2493;1660;1498;1435;1273;1136;1039;1212;2143;2773;3779;4127;4570;4892;5020;4848;4601;4571;4380;3744;3203;2417;1566;
LSA 8020 Schleifen (MQ1013);2506;2429;1855;1692;1614;1491;1147;902;1026;1790;2271;3211;3743;3864;4265;4078;4096;3853;3634;3423;3336;2606;2192;1283;
LSA 8030 Schleifen (MQ1014);1064;1038;730;667;674;594;434;315;386;678;878;1205;1486;1481;1757;1591;1561;1594;1469;1444;1328;1096;1011;517;
LSA 8040 Schleifen (MQ1016);1190;888;622;533;596;617;744;742;930;1798;3048;4205;5120;4834;4815;4212;3854;3496;3273;2679;2573;1855;1464;825;
LSA 8032 Schleifen (MQ1017);726;609;455;463;475;364;355;311;414;695;958;1356;1638;1664;1693;1619;1544;1491;1260;1248;1201;868;789;429;
LSA 8041 Schleifen (MQ1018);419;332;255;263;262;204;222;217;247;476;632;853;921;944;1025;950;943;855;852;766;742;522;451;245;
LSA 8054 Schleifen (MQ1019);351;277;182;151;138;148;161;161;256;527;771;1046;1179;1151;1212;1095;982;966;897;794;727;684;458;239;
MQ_02020_FV3_L (MQ102);14;5;4;3;3;2;5;5;14;8;12;28;19;21;31;25;25;21;18;23;23;15;12;5;
MQ_01210_FV32_L (MQ1021);4;7;4;7;5;1;3;4;0;9;17;21;31;23;29;19;44;34;36;34;23;14;10;9;
MQ_01081_FV3_G (MQ1022);89;58;63;43;35;34;35;32;48;82;110;145;160;165;203;205;185;218;221;180;180;149;110;76;
MQ_03030_FV1_L (MQ1023);3;0;2;0;1;3;2;3;12;2;5;17;28;11;20;13;12;8;10;5;6;2;2;1;
MQ_01200_FV1_G (MQ1024);314;164;120;102;63;53;81;84;119;297;435;585;674;747;793;757;695;770;756;551;395;394;256;230;
MQ_01121_FV1_G (MQ1025);16;4;7;15;6;8;13;7;25;81;88;142;94;85;85;87;68;84;92;77;38;35;20;18;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;0;0;0;1;0;1;1;2;1;1;1;1;1;2;1;1;0;0;
MQ_01121_FV3_G (MQ1027);12;7;5;3;3;1;2;3;12;21;19;60;68;76;57;65;69;64;60;79;39;29;17;17;
MQ_01121_FV1_R (MQ1028);2;1;1;2;1;1;2;1;3;11;12;19;13;12;12;12;9;12;13;11;5;5;3;3;
MQ_01200_FV1_L (MQ1029);12;16;2;5;0;2;0;4;2;12;11;20;31;81;24;28;28;26;40;31;24;13;14;6;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);4;2;1;5;0;2;0;3;3;7;7;14;5;4;11;5;4;5;5;5;8;2;3;5;
---Test (MQ1032);12;16;2;5;0;2;0;4;2;12;11;20;31;81;24;28;28;26;40;31;24;13;14;6;
MQ_09040_FV1_G (MQ1033);90;69;45;38;33;31;30;36;49;75;109;161;136;196;195;200;231;241;245;177;158;141;98;65;
MQ_09040_FV3_G (MQ1034);70;67;42;23;20;34;39;56;71;102;145;160;175;206;216;240;227;221;255;222;172;151;107;51;
MQ_09050_FV1_G (MQ1035);122;73;79;54;50;45;36;45;82;148;229;287;272;378;406;419;345;380;391;310;247;221;174;79;
MQ_09050_FV3_G (MQ1036);115;71;58;34;23;47;48;51;85;190;218;248;268;320;361;333;330;361;385;344;272;200;147;64;
MQ_09060_FV11_G (MQ1037);127;77;78;49;44;49;39;48;81;153;230;275;284;374;405;391;322;363;371;294;241;206;164;81;
MQ_09060_FV11L (MQ1038);11;13;16;3;9;8;3;2;12;9;19;26;18;22;28;33;33;25;26;59;19;25;9;5;
MQ_09060_FV2_L (MQ1039);25;12;8;5;2;12;15;13;16;41;57;84;95;101;100;46;34;66;69;46;51;32;6;7;
MQ_03023_FV1_G (MQ104);57;40;29;19;15;26;33;42;42;125;199;275;287;328;341;335;322;320;373;216;176;156;89;53;
MQ_09060_FV2_R (MQ1040);5;3;2;1;1;3;3;3;3;8;12;17;20;20;20;10;7;14;14;10;10;7;1;2;
MQ_09060_FV3_G (MQ1041);132;77;74;48;47;52;131;58;78;167;223;253;275;244;334;345;319;353;384;346;265;204;151;76;
MQ_09060_FV3_R (MQ1042);22;16;6;0;12;25;20;17;30;48;62;71;99;102;103;118;83;111;111;106;97;65;37;18;
MQ_03250_FV1_R (MQ1043);10;7;5;4;3;3;3;4;6;9;15;16;15;26;22;25;23;28;27;18;17;16;10;7;
MQ_03250_FV1_G (MQ1044);54;41;27;21;19;17;19;23;32;49;83;91;82;145;126;142;131;160;152;102;95;92;58;42;
MQ_03250_FV1_L (MQ1045);32;20;13;14;11;12;8;17;23;43;31;70;41;45;56;63;72;59;80;66;45;34;28;21;
MQ_03250_FV2_R (MQ1046);10;10;7;6;5;7;7;8;8;16;25;28;36;41;39;40;37;37;40;37;31;22;15;7;
MQ_03250_FV2_G (MQ1047);74;71;52;45;35;47;51;58;58;119;182;202;265;302;283;292;271;268;295;270;224;162;110;53;
MQ_03250_FV2_L (MQ1048);33;14;23;18;13;15;13;15;31;56;81;110;122;127;165;155;117;133;145;122;78;62;63;28;
MQ_03250_FV3_R (MQ1049);19;15;11;6;6;9;9;11;15;31;40;53;51;60;68;63;64;66;71;64;50;39;30;12;
MQ_03250_FV3_G (MQ105);58;44;34;17;17;26;27;32;46;92;119;160;152;181;203;188;191;198;212;191;149;118;89;36;
MQ_03250_FV3_L (MQ1050);39;15;20;15;14;15;13;9;19;43;57;63;81;80;91;81;78;97;102;97;63;51;30;23;
MQ_03250_FV4_R (MQ1051);27;22;19;13;13;15;10;8;13;26;34;46;55;61;75;74;59;70;75;70;58;45;37;18;
MQ_03250_FV4_G (MQ1052);107;88;75;53;54;59;38;31;52;103;134;186;221;243;301;294;234;282;298;281;232;181;148;72;
MQ_03250_FV4_L (MQ1053);8;12;10;3;7;1;0;4;6;3;10;10;13;19;17;20;28;21;16;17;21;17;8;9;
MQ_03030_FV1_R (MQ1054);6;1;1;0;1;0;4;6;26;90;113;99;97;92;58;51;38;25;26;17;25;11;9;6;
MQ_03030_FV2_G (MQ1055);0;0;0;0;0;0;0;0;0;1;1;2;2;1;2;2;2;2;1;0;1;1;0;0;
MQ_03030_FV2_L (MQ1056);4;2;1;1;1;2;2;1;3;9;15;21;22;17;30;24;31;21;13;3;8;9;5;2;
MQ_03030_FV2_R (MQ1057);3;1;1;1;1;1;1;1;2;6;11;15;15;12;21;16;22;15;9;2;6;6;3;2;
MQ_03030_FV3_G (MQ1058);77;57;36;21;26;50;47;56;68;163;236;287;302;318;322;302;310;319;264;252;226;170;105;68;
MQ_03030_FV3_L (MQ1059);15;6;6;3;3;1;5;14;25;43;87;91;79;89;68;69;52;55;55;33;32;35;18;11;
MQ_03080_FV4_R (MQ106);6;3;4;1;3;1;3;4;5;16;22;25;29;27;30;15;17;12;26;20;13;15;11;6;
MQ_03030_FV3_R (MQ1060);1;1;1;0;0;0;1;1;1;2;3;4;5;5;5;5;4;5;4;4;4;2;2;1;
MQ_03030_FV4_G (MQ1061);2;1;1;0;0;0;;;;;1;1;1;1;0;3;1;2;1;0;0;1;2;1;
MQ_03030_FV4_L (MQ1062);10;6;5;2;3;2;;;;;6;5;5;4;2;19;7;10;5;2;2;3;15;9;
MQ_03030_FV4_R (MQ1063);10;6;5;2;3;2;;;;;6;5;5;4;2;19;7;10;5;2;2;3;15;9;
MQ_03120_FV1_G (MQ107);180;143;84;62;71;100;110;92;209;325;426;520;576;603;690;572;552;591;602;506;425;333;246;122;
MQ_03020_FV2_R (MQ108);11;8;4;5;4;2;8;2;7;18;34;33;30;37;49;40;38;49;32;33;25;22;19;11;
MQ_03120_FV1_R (MQ109);2;2;1;1;1;1;2;1;3;4;5;6;7;7;8;7;6;7;7;6;5;4;3;1;
MQ_08050_FV2_L (MQ11);13;8;13;8;24;6;18;18;31;23;71;220;353;358;297;282;229;155;65;29;31;29;11;13;
MQ_03120_FV2_L (MQ110);3;3;1;0;0;6;11;6;7;9;19;13;21;20;23;28;15;23;22;15;13;7;6;1;
MQ_03120_FV2_R (MQ111);4;0;6;0;0;1;4;10;7;5;7;8;5;11;17;20;12;19;17;14;9;5;4;0;
MQ_06160_FV3_L (MQ112);3;4;1;3;2;2;0;4;8;9;19;20;33;21;32;25;33;30;39;34;24;18;13;5;
MQ_03120_FV3_G (MQ113);176;138;95;57;49;84;91;98;124;261;421;500;558;627;638;646;541;622;678;553;454;379;244;142;
MQ_03020_FV2_G (MQ114);26;19;10;13;7;5;9;6;20;45;56;50;66;67;69;81;69;80;81;54;53;32;35;18;
MQ_03120_FV3_L (MQ115);4;5;4;1;0;9;5;5;4;13;11;14;23;20;25;14;18;28;20;21;29;14;12;7;
MQ_03140_FV1_G (MQ116);149;119;75;35;34;69;74;88;116;228;393;464;538;589;608;598;501;564;611;500;420;330;224;129;
MQ_03140_FV1_L (MQ117);4;3;0;0;1;3;1;0;3;9;9;14;14;16;15;16;19;27;30;17;17;11;6;7;
MQ_03140_FV1_R (MQ118);4;4;2;1;1;2;2;3;4;7;11;12;14;16;15;16;13;15;17;13;11;9;7;4;
MQ_03140_FV2_G (MQ119);0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;
MQ_03290_FV3_G (MQ12);127;129;82;71;78;72;59;63;59;102;116;160;172;176;174;184;182;183;195;185;149;134;102;76;
MQ_03140_FV2_L (MQ120);3;0;1;0;0;1;1;1;3;7;8;9;11;8;11;9;8;15;11;13;6;6;2;1;
MQ_08040_FV1_L (MQ121);27;31;17;19;20;22;15;10;8;10;16;24;38;30;41;37;47;38;43;40;34;23;39;15;
MQ_03140_FV2_R (MQ122);5;1;2;0;0;1;2;2;5;11;13;14;18;13;17;14;13;23;18;20;10;10;3;2;
MQ_08040_FV1_G (MQ123);152;126;96;99;77;69;71;59;75;122;200;275;321;346;315;285;254;273;221;225;212;177;161;87;
