Name  /  Date: 2015_05_25;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);92;69;38;44;44;49;56;79;71;105;140;203;240;253;286;269;281;301;290;269;178;130;153;60;
MQ_03020_FV4_L (MQ1);18;15;7;5;6;16;17;13;26;52;88;101;104;126;145;122;137;134;139;105;64;41;19;21;
MQ_03290_FV3_GR (MQ10);73;63;36;38;39;35;25;41;68;108;153;153;180;165;228;175;206;200;208;209;162;112;109;66;
MQ_03020_FV2_L (MQ100);6;5;5;4;2;0;1;2;8;6;17;17;13;13;22;19;29;24;15;19;17;11;5;9;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;1;2;2;1;1;1;0;0;
MQ_06170_FV4_L (MQ1002);0;1;0;1;0;0;0;1;1;0;3;3;4;1;5;3;6;3;10;8;3;3;0;1;
MQ_08050_FV3_L (MQ1003);3;1;1;0;1;1;0;2;1;0;6;8;11;9;8;9;10;3;3;8;4;2;2;3;
MQ_06161_FV3_L (MQ1004);21;14;6;9;4;22;23;10;25;61;103;110;129;146;170;147;144;175;179;156;116;82;69;31;
MQ_06170_FV6_L (MQ1005);2;5;1;0;1;0;3;2;7;10;13;21;26;24;33;26;28;27;29;26;17;6;10;2;
MQ_08110_FV1_LO (MQ1006);2;2;1;1;0;0;0;0;3;3;5;5;7;7;8;8;11;8;10;10;6;5;2;1;
MQ_08110_FV3_RO (MQ1007);1;0;0;0;0;0;1;1;4;7;8;8;7;10;11;7;8;12;8;7;4;2;3;1;
MQ_06160_FV2_R (MQ1009);29;21;19;9;9;21;16;21;29;72;87;93;114;120;152;153;157;186;169;136;115;67;48;21;
MQ_02020_FV4_L (MQ101);23;18;8;3;6;3;27;18;27;58;114;105;142;144;181;182;200;234;208;144;120;98;52;25;
MQ_03030_FV1_G (MQ1010);37;26;18;9;8;26;55;61;64;142;208;282;351;388;453;409;390;451;392;313;220;180;95;64;
LSA 3290 Schleifen (MQ1012);1822;1376;1024;876;1031;784;681;706;1143;1939;2739;3462;4006;4137;4857;4597;4832;5102;4466;4456;3275;2448;2382;1087;
LSA 8020 Schleifen (MQ1013);1849;1481;1082;1006;1097;790;708;585;905;1478;2157;2827;3337;3406;4146;3726;3947;4116;3591;3789;2830;2070;2293;1110;
LSA 8030 Schleifen (MQ1014);815;704;346;389;413;291;264;205;309;571;867;1183;1525;1486;2001;1538;1832;1779;1471;1754;1239;871;1136;481;
LSA 8040 Schleifen (MQ1016);828;551;293;330;346;344;493;469;757;1156;1998;2617;2682;2872;3747;3042;3441;3418;3052;3012;2075;1443;1203;624;
LSA 8032 Schleifen (MQ1017);446;385;203;265;351;185;243;205;348;521;801;966;1285;1187;1837;1365;1546;1569;1278;1443;1010;705;785;339;
LSA 8041 Schleifen (MQ1018);269;194;113;147;157;112;182;162;253;318;510;655;774;779;939;775;920;913;866;853;609;435;419;200;
LSA 8054 Schleifen (MQ1019);225;160;87;103;91;84;116;124;224;365;612;774;834;854;1072;957;965;1037;954;868;595;448;332;194;
MQ_02020_FV3_L (MQ102);2;6;0;2;0;0;2;3;10;8;17;18;25;22;28;30;21;29;19;21;18;7;10;4;
LSA 8140 Schleifen (MQ1020);152;101;54;65;58;57;79;88;168;256;434;520;645;681;821;791;761;842;730;635;456;319;228;115;
MQ_01210_FV32_L (MQ1021);4;3;3;2;1;2;1;4;7;26;17;21;20;19;15;37;31;37;36;23;14;9;12;4;
