Name  /  Date: 2016_02_12;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);57;29;13;11;30;91;265;348;353;353;326;352;371;361;378;364;373;386;324;363;295;189;253;243;
MQ_03020_FV4_L (MQ1);22;7;6;5;7;56;133;363;341;227;214;191;234;299;273;274;254;257;245;186;99;51;52;40;
MQ_03290_FV3_GR (MQ10);39;33;23;16;22;63;179;239;226;217;206;195;243;220;241;238;225;243;233;229;200;190;184;128;
MQ_03020_FV2_L (MQ100);3;1;0;0;0;4;12;47;44;21;31;36;41;44;46;40;50;33;36;31;19;19;34;20;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;0;
MQ_06170_FV4_L (MQ1002);1;0;0;0;0;0;2;11;10;11;12;23;13;8;13;16;10;22;25;12;7;3;0;6;
MQ_08050_FV3_L (MQ1003);2;2;3;1;6;27;34;51;89;103;111;133;150;137;137;155;134;149;112;75;40;16;7;4;
MQ_06161_FV3_L (MQ1004);8;5;3;4;10;43;166;336;344;250;194;212;212;267;243;265;247;261;211;168;97;76;56;58;
MQ_06170_FV6_L (MQ1005);4;2;0;2;2;5;27;56;40;36;29;30;35;52;44;46;44;44;35;30;18;8;10;8;
MQ_08110_FV1_LO (MQ1006);1;0;1;0;1;3;7;16;24;19;22;27;30;23;31;36;32;28;20;19;14;7;5;8;
MQ_08110_FV3_RO (MQ1007);1;0;1;0;1;5;11;38;42;34;31;45;50;34;42;40;51;43;32;21;18;12;5;5;
LSA 29120 Schleifen (MQ1008);71;54;27;27;103;320;858;1546;1326;1040;1157;1128;1406;1621;1542;1603;1444;1517;1465;952;559;472;434;306;
MQ_06160_FV2_R (MQ1009);13;9;6;4;22;60;133;256;277;232;199;189;207;221;254;252;209;214;229;173;107;82;100;43;
MQ_02020_FV4_L (MQ101);31;3;15;8;13;39;146;270;301;275;278;264;337;404;406;386;335;333;293;219;168;106;76;49;
MQ_03030_FV1_G (MQ1010);42;12;15;16;27;119;435;870;802;577;530;609;738;856;927;917;856;754;646;482;296;209;184;124;
LSA 3290 Schleifen (MQ1012);783;543;272;206;417;1318;3732;6027;6015;5756;5835;5857;6191;6070;6366;6369;6280;6176;5954;5729;4475;3511;4127;3345;
LSA 8020 Schleifen (MQ1013);926;539;246;155;490;1426;4199;6155;6232;5504;5610;5746;6663;6825;6920;6869;6268;6368;6164;5860;4054;3368;4095;3497;
LSA 8030 Schleifen (MQ1014);428;248;84;58;177;519;1608;2553;2684;2233;2314;2348;2762;3089;3083;2915;2847;3062;2977;2594;1830;1460;2259;1880;
LSA 8031 Schleifen (MQ1015);199;105;74;45;125;406;1352;2163;2268;2162;2106;2191;2622;2934;2751;2469;2372;2810;3083;2080;1147;869;1683;1728;
LSA 8040 Schleifen (MQ1016);442;319;226;204;600;2026;6124;10482;8815;6936;6749;7051;8330;9208;9498;9095;8735;8122;7772;5403;3389;2331;2254;2112;
LSA 8032 Schleifen (MQ1017);259;161;75;53;143;587;1710;2770;2695;2335;2387;2420;2817;2994;3029;2760;2619;2657;2769;1946;1262;994;1439;1325;
LSA 8041 Schleifen (MQ1018);155;101;63;49;135;401;1109;1526;1612;1508;1615;1671;1843;1963;1977;1838;1764;1755;1750;1341;869;675;792;759;
LSA 8054 Schleifen (MQ1019);130;83;38;36;124;443;1342;2723;2244;1747;1785;1816;2286;2428;2578;2515;2404;2251;1971;1415;995;655;573;544;
MQ_02020_FV3_L (MQ102);2;3;1;0;2;3;38;51;53;46;45;58;54;48;59;53;65;59;60;48;33;11;22;16;
LSA 8140 Schleifen (MQ1020);76;51;31;30;80;255;842;1363;1199;959;1036;1015;1249;1409;1415;1376;1248;1351;1234;889;543;466;401;348;
MQ_01210_FV32_L (MQ1021);1;1;3;1;4;24;125;170;140;56;34;38;50;56;54;61;47;42;37;41;22;18;18;10;
MQ_03030_FV1_L (MQ1023);0;1;0;0;1;4;6;14;35;28;7;8;24;21;13;18;21;10;14;13;3;4;7;6;
MQ_01200_FV1_G (MQ1024);66;35;29;21;33;144;477;873;794;716;765;978;1237;1435;1497;1415;1392;1268;1112;833;555;446;410;357;
MQ_01121_FV1_G (MQ1025);8;4;1;6;4;20;73;193;205;239;230;199;175;205;212;212;220;203;178;133;71;46;31;33;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;1;1;1;2;2;3;4;4;4;3;4;4;4;3;2;2;1;1;
MQ_01121_FV3_G (MQ1027);4;1;2;0;1;3;26;54;63;82;110;151;187;199;190;160;189;208;188;154;95;74;69;46;
MQ_01121_FV1_R (MQ1028);1;1;0;1;1;3;10;26;28;33;31;27;24;28;29;29;30;28;24;18;10;6;4;5;
MQ_01200_FV1_L (MQ1029);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);6;4;2;0;0;3;1;21;22;18;27;20;10;29;13;17;26;14;23;17;11;16;18;8;
---Test (MQ1032);12;9;5;6;8;62;198;420;377;266;314;344;402;515;458;533;408;404;396;284;215;129;144;87;
MQ_09040_FV1_G (MQ1033);36;14;4;1;3;30;83;224;182;163;211;248;310;369;386;334;336;341;315;275;220;161;141;126;
MQ_09040_FV3_G (MQ1034);12;6;6;7;14;42;181;296;343;329;343;306;289;320;338;334;336;325;305;262;189;140;116;83;
MQ_09050_FV1_G (MQ1035);39;18;12;9;17;67;250;478;367;347;376;440;557;636;645;596;579;563;558;430;332;249;248;212;
MQ_09050_FV3_G (MQ1036);23;12;4;6;30;99;394;513;530;499;432;421;444;476;531;503;443;505;472;409;257;168;152;112;
MQ_09060_FV11_G (MQ1037);33;16;11;7;18;75;272;471;398;343;349;425;528;650;655;581;575;550;544;418;308;226;245;205;
MQ_09060_FV11L (MQ1038);2;2;1;2;4;12;18;64;44;39;44;29;42;55;56;53;53;49;32;36;23;21;18;10;
MQ_09060_FV2_L (MQ1039);4;1;1;1;5;17;76;150;136;125;124;162;203;249;243;201;188;184;149;131;64;47;36;21;
MQ_03023_FV1_G (MQ104);19;10;7;7;15;75;312;638;553;405;419;467;568;660;626;686;622;589;531;332;212;192;149;110;
MQ_09060_FV2_R (MQ1040);1;0;0;0;1;3;16;31;28;25;25;33;42;51;50;41;38;38;31;27;13;10;7;4;
MQ_09060_FV3_G (MQ1041);25;17;6;17;30;101;415;489;477;483;406;420;421;459;520;524;482;500;471;345;228;173;145;115;
MQ_09060_FV3_R (MQ1042);6;4;1;1;8;69;162;271;225;179;133;140;160;165;199;157;170;178;168;122;78;33;29;22;
MQ_03250_FV1_R (MQ1043);3;2;1;0;1;4;14;32;24;20;27;29;38;47;45;41;41;41;38;33;22;16;15;16;
MQ_03250_FV1_G (MQ1044);18;10;4;0;3;21;80;179;136;114;151;167;214;267;257;232;235;231;216;187;122;93;87;89;
MQ_03250_FV1_L (MQ1045);11;4;0;1;3;8;27;58;65;61;65;73;87;95;94;89;75;88;79;78;70;44;40;30;
MQ_03250_FV2_R (MQ1046);4;2;2;1;4;13;35;54;63;52;58;58;60;68;60;60;54;59;59;51;35;27;25;16;
MQ_03250_FV2_G (MQ1047);31;17;15;9;27;94;254;396;463;378;425;428;438;498;442;441;398;433;434;373;254;197;183;119;
MQ_03250_FV2_L (MQ1048);7;8;5;4;10;38;134;179;174;148;154;183;197;233;225;243;212;188;204;133;118;92;81;76;
MQ_03250_FV3_R (MQ1049);4;2;1;2;6;20;83;91;94;98;90;81;84;89;91;94;93;91;89;73;48;32;29;22;
MQ_03250_FV3_G (MQ105);13;7;2;6;19;61;248;274;282;294;271;242;252;268;272;281;278;272;267;218;143;95;87;66;
MQ_03250_FV3_L (MQ1050);5;4;2;3;4;19;62;120;133;104;84;89;98;111;115;97;93;105;95;119;55;53;46;23;
MQ_03250_FV4_R (MQ1051);12;3;2;4;3;16;39;84;77;76;80;91;89;91;106;98;94;101;91;72;67;47;51;56;
MQ_03250_FV4_G (MQ1052);48;14;8;14;14;66;154;335;307;306;321;362;356;366;422;390;378;405;365;288;266;188;202;222;
MQ_03250_FV4_L (MQ1053);0;6;1;1;0;2;6;27;25;20;106;22;32;32;42;26;33;29;26;19;29;15;17;24;
MQ_03030_FV1_R (MQ1054);5;0;0;1;0;3;11;56;49;51;61;49;74;65;100;76;71;56;57;42;22;17;10;7;
MQ_03030_FV2_G (MQ1055);0;0;0;0;0;0;0;1;2;2;1;1;1;2;2;2;2;2;3;1;1;1;1;0;
MQ_03030_FV2_L (MQ1056);2;1;0;3;1;2;2;7;20;31;20;7;17;19;22;24;23;24;36;11;10;13;14;5;
MQ_03030_FV2_R (MQ1057);2;1;0;2;0;1;2;5;14;21;14;5;12;13;15;16;16;16;25;8;7;9;9;3;
MQ_03030_FV3_G (MQ1058);40;23;13;9;22;118;429;809;757;594;503;492;582;670;673;685;596;608;516;396;236;171;142;133;
MQ_03030_FV3_L (MQ1059);4;0;0;0;2;8;29;94;90;66;83;53;80;76;78;116;72;88;91;61;47;21;18;20;
MQ_03080_FV4_R (MQ106);1;3;0;0;1;7;33;146;145;77;51;42;67;79;61;83;51;54;75;46;39;13;9;11;
MQ_03030_FV3_R (MQ1060);1;0;0;0;0;1;5;10;10;8;6;6;8;9;9;10;8;8;7;6;4;3;2;2;
MQ_03030_FV4_G (MQ1061);1;0;0;0;0;1;6;11;11;8;8;10;10;10;9;10;11;13;11;7;5;6;3;2;
MQ_03030_FV4_L (MQ1062);6;0;0;1;2;7;39;77;74;56;52;67;66;65;62;65;75;85;72;49;34;40;18;11;
MQ_03030_FV4_R (MQ1063);6;0;0;1;2;7;39;77;74;56;52;67;66;65;62;65;75;85;72;49;34;40;18;11;
MQ_03120_FV1_G (MQ107);67;28;17;28;67;204;544;1103;1048;918;833;984;1169;1357;1337;1274;1105;1170;1034;733;517;355;337;287;
MQ_03020_FV2_R (MQ108);5;0;1;0;2;4;23;70;63;58;57;52;73;85;73;79;64;66;60;49;28;27;36;29;
MQ_03120_FV1_R (MQ109);1;0;0;0;1;3;6;10;10;9;8;10;11;14;14;12;11;12;11;8;6;4;4;3;
MQ_08050_FV2_L (MQ11);25;17;25;15;28;85;177;227;314;354;410;451;516;617;643;582;576;527;439;287;226;106;48;40;
MQ_03120_FV2_L (MQ110);1;2;1;2;0;8;13;37;37;36;26;41;51;39;67;49;37;33;17;18;21;14;6;0;
MQ_03120_FV2_R (MQ111);0;3;2;0;4;3;11;43;21;20;22;34;26;33;46;29;21;17;10;16;16;12;8;2;
MQ_06160_FV3_L (MQ112);1;1;0;0;3;8;22;77;57;63;68;68;71;67;79;73;87;76;82;63;31;22;13;4;
MQ_03120_FV3_G (MQ113);68;23;23;13;46;214;768;1378;1138;882;874;858;977;1058;1149;1152;1055;1016;965;821;603;378;302;250;
MQ_03020_FV2_G (MQ114);9;6;3;1;4;9;36;122;98;72;92;106;141;153;150;145;133;116;126;117;70;57;75;49;
MQ_03120_FV3_L (MQ115);1;2;1;1;2;16;54;107;69;37;43;33;67;56;69;65;47;31;47;30;32;13;14;6;
MQ_03140_FV1_G (MQ116);51;11;18;14;32;174;675;1189;1049;828;788;806;929;1012;1085;1106;972;992;902;757;575;359;303;217;
MQ_03140_FV1_L (MQ117);1;0;1;0;2;1;2;30;24;28;27;25;31;31;32;54;54;44;50;29;16;20;8;3;
MQ_03140_FV1_R (MQ118);1;0;1;0;1;4;15;29;25;18;19;17;20;24;25;26;24;24;22;19;15;10;8;6;
MQ_03140_FV2_G (MQ119);0;0;0;0;0;0;1;2;1;1;1;1;1;2;1;1;1;2;1;1;1;0;0;0;
MQ_03290_FV3_G (MQ12);37;31;22;15;21;59;168;225;212;204;194;183;229;207;227;224;212;229;219;215;188;179;173;120;
MQ_03140_FV2_L (MQ120);0;0;0;0;1;2;9;31;17;17;14;16;13;33;19;24;18;31;13;12;11;3;6;3;
MQ_08040_FV1_L (MQ121);14;11;1;1;7;4;17;32;55;52;55;68;80;107;106;81;77;111;130;72;40;22;106;123;
MQ_03140_FV2_R (MQ122);0;0;0;0;2;3;14;50;28;27;23;26;20;52;30;38;29;50;20;19;17;5;10;4;
MQ_08040_FV1_G (MQ123);68;40;25;12;22;105;254;432;472;404;471;483;556;554;630;574;511;529;525;405;275;224;302;272;
MQ_03140_FV3_G (MQ124);60;24;13;23;60;190;532;1091;979;863;779;927;1126;1287;1296;1272;1100;1151;1044;739;497;332;293;266;
MQ_03140_FV3_L (MQ125);4;0;0;0;1;1;8;12;18;20;15;30;34;29;33;36;32;38;35;19;15;12;9;10;
MQ_03140_FV3_R (MQ126);2;1;0;1;2;5;10;18;16;15;14;14;17;22;22;21;19;20;18;13;10;6;6;5;
MQ_08040_FV1_R (MQ127);12;13;4;1;0;16;44;104;109;122;173;172;244;255;273;233;191;220;214;112;75;63;119;165;
MQ_08040_FV2_R (MQ128);2;0;0;1;3;21;79;84;85;94;79;77;90;117;97;64;81;75;129;103;40;30;23;15;
MQ_08040_FV2_L (MQ129);6;6;5;8;21;81;162;284;229;178;170;191;210;213;224;244;178;169;166;90;48;21;28;14;
MQ_08050_FV3_G (MQ13);38;33;9;19;81;229;751;1461;1130;837;751;758;904;986;1023;1049;968;886;788;517;376;284;233;189;
MQ_03140_FV4_G (MQ130);0;0;0;0;0;1;7;43;24;13;12;14;24;29;30;36;26;26;21;11;13;10;6;5;
MQ_03140_FV4_L (MQ131);3;0;0;1;2;6;25;63;54;49;35;30;42;50;45;49;64;44;39;24;14;9;12;13;
MQ_03160_FV1_G (MQ132);44;19;19;14;37;192;593;1037;893;773;772;763;863;937;981;1008;951;977;891;764;564;327;300;196;
MQ_03160_FV1_L (MQ133);18;4;7;3;9;45;295;332;349;222;204;238;275;258;287;272;232;205;219;164;118;94;63;68;
MQ_03160_FV1_R (MQ134);4;2;2;1;4;17;46;75;68;57;59;55;58;65;66;67;67;64;65;54;41;26;23;16;
MQ_03160_FV2_G (MQ135);26;10;5;8;27;84;203;376;382;340;333;378;433;442;485;483;388;397;310;237;171;123;99;71;
MQ_03160_FV2_L (MQ136);2;1;0;0;1;4;10;44;30;29;66;58;79;105;115;120;82;76;50;25;9;12;11;4;
MQ_08040_FV3_L (MQ137);20;22;11;18;49;152;410;882;711;490;431;468;586;668;732;737;678;617;453;305;238;160;113;76;
MQ_03160_FV3_G (MQ138);50;19;8;23;37;149;503;694;742;636;508;608;733;806;762;818;719;689;690;542;329;233;216;215;
MQ_08040_FV3_R (MQ139);8;10;9;4;17;36;85;128;114;143;167;172;210;241;289;253;247;239;199;118;85;46;25;23;
MQ_03070_FV1_L (MQ14);0;1;0;0;1;5;36;54;55;47;40;38;38;47;42;36;32;21;38;18;7;12;5;5;
MQ_08040_FV3_G (MQ140);40;23;16;13;53;140;471;709;666;607;611;589;620;648;640;609;587;527;569;412;286;201;158;145;
MQ_03160_FV3_L (MQ141);0;2;0;0;0;3;2;15;22;24;23;26;24;34;25;37;36;41;25;21;13;5;4;7;
MQ_03160_FV3_R (MQ142);0;0;0;0;0;1;3;4;4;3;3;3;4;5;4;5;4;4;4;3;2;1;1;1;
MQ_03160_FV4_G (MQ143);19;7;2;8;10;40;245;256;239;144;163;151;178;171;184;161;161;175;174;144;88;74;74;46;
MQ_03160_FV4_L (MQ144);47;21;8;16;15;66;308;384;378;295;327;374;397;461;429;456;417;416;407;370;290;198;181;161;
MQ_03171_FV1_G (MQ145);41;11;24;12;35;187;505;855;748;613;689;683;795;845;922;955;825;837;740;586;457;275;266;194;
MQ_08040_FV4_R (MQ146);27;18;19;17;37;154;492;944;710;479;395;439;582;569;644;624;664;546;446;377;206;156;84;97;
MQ_08040_FV4_L (MQ147);8;4;6;5;18;59;227;290;250;171;178;180;152;213;164;182;176;175;221;166;83;58;50;47;
MQ_08040_FV6_R (MQ148);4;0;4;0;5;3;23;47;39;27;36;22;27;25;33;44;28;36;23;33;23;13;12;12;
MQ_03171_FV1_L (MQ149);0;2;0;0;0;0;0;7;9;9;13;12;18;15;7;12;15;6;9;9;5;0;3;1;
MQ_03290_FV4_G (MQ15);28;10;9;6;9;29;77;174;219;200;192;204;236;192;203;235;202;233;221;207;152;119;92;89;
MQ_03171_FV3_G (MQ151);47;17;11;18;34;134;508;727;806;622;538;598;719;808;786;790;719;696;663;529;329;252;223;222;
MQ_03171_FV3_R (MQ152);0;0;0;0;0;1;3;3;4;3;3;3;3;4;4;4;4;3;3;3;2;1;1;1;
MQ_03290_FV4_L (MQ16);19;13;9;8;20;66;191;224;228;219;252;243;253;266;265;282;259;227;254;232;145;107;144;88;
MQ_08041_FV1_G (MQ163);92;55;22;12;22;118;245;427;435;391;393;438;550;565;582;561;481;512;532;395;307;273;492;464;
MQ_08041_FV1_L (MQ165);1;1;2;1;6;12;20;12;24;34;33;34;37;55;45;27;57;35;32;27;8;3;6;8;
MQ_08041_FV1_R (MQ166);1;1;0;1;2;5;16;23;11;13;17;22;19;23;16;24;18;19;25;16;10;10;14;22;
MQ_03021_FV1_G (MQ168);49;27;15;11;29;137;479;926;877;685;613;572;688;779;779;824;680;713;622;465;302;207;172;156;
MQ_08041_FV2_L (MQ169);1;4;4;3;8;7;19;33;56;79;117;118;133;140;178;150;148;159;118;78;35;17;5;18;
MQ_03070_FV1_R (MQ17);7;5;2;4;13;44;90;142;164;164;145;115;144;136;154;173;121;116;101;91;68;40;32;27;
MQ_05010_FV1_L (MQ170);25;10;6;11;26;105;287;602;541;396;338;354;391;385;384;407;359;380;380;259;183;139;111;76;
MQ_05010_FV1_R (MQ171);0;0;0;0;1;12;96;201;175;49;34;34;54;55;41;49;43;30;23;17;5;4;3;3;
MQ_08041_FV3_G (MQ172);48;24;17;15;51;189;557;756;696;560;526;533;532;608;542;520;508;506;628;516;377;271;223;189;
MQ_05010_FV2_G (MQ173);27;10;9;10;16;71;569;483;530;230;241;244;224;212;193;200;176;234;210;136;101;88;71;61;
MQ_08041_FV3_L (MQ174);2;0;0;1;0;7;34;29;23;23;20;17;19;17;17;22;13;18;13;10;5;7;4;4;
MQ_08041_FV3_R (MQ175);0;2;3;2;19;22;74;86;106;122;147;135;137;162;114;153;146;120;103;56;11;5;3;4;
MQ_05010_FV2_R (MQ176);37;9;9;10;14;49;141;221;204;227;246;277;350;347;375;374;333;329;359;288;198;150;130;106;
MQ_03021_FV3_G (MQ177);50;18;17;20;36;137;488;978;921;660;648;720;853;966;1043;1048;966;902;781;546;359;296;247;158;
MQ_08041_FV4_L (MQ178);0;0;0;1;0;1;2;3;7;8;9;9;9;5;7;9;13;3;6;5;2;3;0;0;
MQ_05010_FV3_G (MQ179);7;4;0;0;7;25;66;186;191;181;268;363;525;593;732;661;437;463;217;103;63;17;33;7;
MQ_03070_FV2_G (MQ18);21;14;10;4;9;24;81;171;172;116;150;171;191;214;214;238;219;208;176;149;117;89;75;60;
MQ_03020_FV3_L (MQ180);0;2;0;0;0;2;10;26;36;42;45;47;65;62;59;57;61;40;33;36;19;15;20;12;
MQ_05010_FV3_L (MQ181);1;1;0;0;3;5;9;17;36;17;32;58;77;110;131;112;101;79;43;20;12;3;7;0;
MQ_03020_FV3_G (MQ183);21;13;8;6;21;96;347;583;965;807;728;774;861;687;538;567;490;479;392;293;197;118;106;79;
MQ_03290_FV5_R (MQ19);10;6;1;0;0;6;23;90;99;72;50;48;99;97;111;100;92;89;87;58;41;48;58;65;
MQ_03040_FV1_G (MQ195);43;12;14;15;30;122;447;901;846;594;551;614;758;858;934;931;840;757;668;491;301;207;186;125;
MQ_03040_FV1_L (MQ196);0;0;0;0;3;1;23;65;67;34;27;29;22;34;20;18;18;10;10;6;5;2;4;1;
MQ_03040_FV1_R (MQ197);0;0;0;0;0;1;15;14;17;6;9;9;9;20;11;21;14;2;6;1;0;2;0;3;
MQ_03040_FV2_G (MQ198);1;0;0;0;0;2;5;18;18;23;23;30;36;45;35;37;39;26;16;12;6;4;3;3;
MQ_03040_FV2_L (MQ199);1;0;0;0;0;2;5;18;18;23;23;30;36;45;35;37;39;26;16;12;6;4;3;3;
MQ_03070_FV1_G (MQ2);14;9;12;11;18;96;382;692;665;429;356;344;432;515;532;505;462;423;359;263;169;106;110;74;
MQ_03070_FV2_L (MQ20);2;0;0;2;2;16;35;63;86;63;58;83;74;60;82;69;64;64;57;31;20;12;14;12;
MQ_08054_FV1_R (MQ200);3;3;0;1;5;39;127;247;168;99;93;88;89;67;79;48;72;49;20;16;15;9;5;6;
MQ_08054_FV1_G (MQ201);80;39;22;15;30;109;331;693;639;572;654;711;953;1087;1258;1226;1157;1131;1032;781;484;355;337;351;
MQ_03040_FV2_R (MQ202);1;0;0;0;0;2;5;18;18;23;23;30;36;45;35;37;39;26;16;12;6;4;3;3;
MQ_08054_FV2_R (MQ203);1;0;0;0;0;0;2;14;14;17;21;12;35;31;19;22;22;17;10;2;12;3;1;1;
MQ_08054_FV2_L (MQ204);2;3;0;0;2;2;10;48;53;46;67;67;133;126;95;107;83;66;38;11;47;9;3;2;
MQ_03040_FV3_G (MQ205);47;24;11;10;22;116;432;862;808;607;546;563;614;710;732;723;678;670;569;404;252;212;164;142;
MQ_03040_FV3_L (MQ206);0;1;0;0;0;2;7;14;20;9;2;7;15;17;3;18;13;8;8;4;4;5;4;1;
MQ_03040_FV3_R (MQ207);3;2;1;0;1;5;18;36;34;25;25;25;26;32;31;32;31;30;27;19;12;10;9;8;
MQ_08054_FV3_G (MQ208);38;34;13;19;82;277;794;1537;1204;889;779;813;861;922;954;943;918;890;806;591;371;266;221;179;
MQ_08054_FV3_L (MQ209);0;0;1;0;0;3;19;39;33;16;21;13;7;9;10;10;14;4;3;0;1;0;0;0;
MQ_03020_FV4_G (MQ21);7;4;3;4;2;17;56;192;180;132;110;95;103;118;123;141;130;131;125;119;53;41;28;19;
MQ_08060_FV1_R (MQ210);3;2;2;0;1;2;22;53;43;56;57;56;69;58;70;68;50;55;44;35;21;12;15;8;
MQ_03040_FV4_G (MQ211);0;0;0;0;0;1;4;16;8;7;11;9;11;13;16;15;15;8;7;7;9;6;3;2;
MQ_08060_FV1_G (MQ212);70;34;20;13;16;65;246;450;434;416;494;555;783;902;992;1045;974;990;940;683;424;312;300;321;
MQ_03040_FV4_L (MQ213);0;0;0;0;0;1;4;16;8;7;11;9;11;13;16;15;15;8;7;7;9;6;3;2;
MQ_08060_FV1_L (MQ214);3;0;0;1;6;16;22;148;111;68;79;71;111;125;149;133;131;99;77;58;35;25;17;13;
MQ_03040_FV4_R (MQ215);0;0;0;0;0;1;4;16;8;7;11;9;11;13;16;15;15;8;7;7;9;6;3;2;
MQ_03050_FV1_G (MQ216);34;16;19;17;29;145;513;1026;972;656;578;649;748;859;901;877;810;716;658;465;290;190;181;121;
MQ_03050_FV1_L (MQ217);9;9;2;3;8;23;140;299;294;231;205;177;191;234;211;233;219;176;165;125;79;53;33;22;
MQ_02010_FV3_L (MQ218);1;1;0;0;1;2;5;13;12;7;9;10;13;15;14;14;14;14;14;12;8;5;4;3;
MQ_08060_FV2_G (MQ219);2;1;1;4;4;25;64;106;118;113;103;93;102;126;134;124;116;104;83;47;24;23;19;6;
MQ_03020_FV4_R (MQ22);2;1;1;1;1;6;19;64;60;44;37;32;34;39;41;47;43;44;42;40;18;14;9;6;
MQ_08060_FV2_L (MQ220);15;10;7;5;10;28;36;89;113;72;91;111;116;126;163;147;125;101;148;77;71;76;74;73;
MQ_03050_FV1_R (MQ221);0;4;5;0;0;23;56;134;118;90;75;75;68;78;62;64;58;51;43;31;24;11;14;7;
MQ_03050_FV2_G (MQ222);17;3;2;0;5;15;59;143;99;87;93;106;145;142;151;143;123;110;124;115;67;59;46;38;
MQ_03050_FV2_L (MQ223);8;0;0;0;1;4;20;54;44;51;69;51;83;89;83;86;77;81;69;59;39;27;22;16;
MQ_08060_FV3_R (MQ224);2;0;1;0;2;17;51;174;168;85;73;76;89;88;100;105;63;86;78;47;37;24;19;12;
MQ_08060_FV3_G (MQ225);30;27;10;19;76;247;766;1397;1069;752;659;657;677;719;716;748;728;730;690;515;325;223;191;167;
MQ_03050_FV2_R (MQ226);14;7;2;2;8;20;51;97;105;102;115;131;161;183;187;189;202;154;149;127;83;70;63;45;
MQ_08060_FV3_L (MQ227);15;4;6;3;12;57;174;344;302;188;213;145;191;206;193;186;210;185;141;82;59;46;35;35;
MQ_03050_FV3_G (MQ228);46;21;12;9;19;98;340;642;642;482;477;516;574;671;710;690;648;618;531;370;242;200;137;140;
MQ_03050_FV3_L (MQ229);;;;;;;;;;;53;;;;;;;;;;;230;18;94;
MQ_03020_FV3_R (MQ23);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_03050_FV3_R (MQ230);2;2;0;2;1;7;22;79;79;77;52;46;58;68;52;62;69;59;54;48;21;23;15;12;
MQ_03050_FV4_G (MQ231);9;5;4;2;2;13;38;89;112;108;105;113;123;118;139;138;144;89;105;60;56;30;16;16;
