Name  /  Date: 2016_12_22;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);55;51;33;18;30;90;237;335;304;333;354;345;364;354;373;336;355;360;353;344;249;204;187;117;
MQ_03020_FV4_L (MQ1);11;13;5;12;14;48;163;384;337;226;225;259;293;286;282;339;340;358;289;167;83;63;54;32;
MQ_03290_FV3_GR (MQ10);66;61;40;27;29;77;164;238;230;220;225;231;241;246;233;242;232;223;241;225;217;192;233;118;
MQ_03020_FV2_L (MQ100);4;2;2;3;0;2;23;46;33;27;33;44;45;35;39;45;40;39;46;38;25;13;14;13;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;3;3;3;2;2;1;1;0;0;
MQ_06170_FV4_L (MQ1002);0;0;1;0;0;2;0;10;2;7;7;14;15;11;11;16;13;10;17;16;11;2;2;2;
MQ_08050_FV3_L (MQ1003);3;2;0;3;8;30;39;45;130;145;184;159;177;161;166;165;175;159;145;107;53;16;5;4;
MQ_06161_FV3_L (MQ1004);11;8;3;6;15;46;167;357;303;229;210;219;225;253;249;279;262;261;238;158;109;62;50;40;
MQ_06170_FV6_L (MQ1005);5;4;1;2;2;7;26;55;49;39;44;36;41;46;51;57;51;46;44;25;16;16;13;8;
MQ_08110_FV1_LO (MQ1006);1;0;0;0;1;1;5;10;17;16;17;24;19;18;24;27;31;30;20;11;10;6;5;2;
MQ_08110_FV3_RO (MQ1007);0;0;0;0;1;2;8;19;23;30;42;36;36;20;33;37;36;40;25;16;11;8;1;2;
LSA 29120 Schleifen (MQ1008);80;40;65;273;770;1531;2250;2250;2250;1098;1355;1346;1471;1661;1719;1688;1849;1849;1849;1849;1849;237;
MQ_06160_FV2_R (MQ1009);19;11;13;6;20;54;153;238;252;243;234;213;203;229;232;218;258;230;195;147;107;79;53;44;
MQ_02020_FV4_L (MQ101);13;12;6;11;12;29;124;286;267;233;280;351;286;317;363;376;431;361;303;249;180;99;68;45;
MQ_03030_FV1_G (MQ1010);45;29;12;14;27;108;417;856;788;579;590;678;722;860;852;1039;982;837;661;403;258;226;160;84;
LSA 3290 Schleifen (MQ1012);1012;831;498;384;579;1402;3779;6016;6059;6161;6556;6460;6607;6521;6674;6500;6415;6375;6237;5760;4472;3440;3388;2120;
LSA 8020 Schleifen (MQ1013);1020;842;528;425;628;1421;3852;6269;5711;5577;5866;5979;5964;6169;6357;6148;6178;6123;5969;5320;4130;3066;3166;2044;
LSA 8030 Schleifen (MQ1014);408;348;189;161;240;519;1453;2667;2388;2274;2385;2536;2816;2850;3018;3015;3047;2924;2792;2444;1661;1231;1581;980;
LSA 8031 Schleifen (MQ1015);297;267;214;185;265;493;1264;2318;2447;2198;2189;2311;2098;2170;2297;2518;2548;2163;1852;1569;1102;782;1088;791;
LSA 8032 Schleifen (MQ1017);282;173;145;113;196;561;1631;2696;2621;2424;2597;2645;2721;2820;2864;3076;3136;2797;2361;2001;1426;1035;1049;620;
LSA 8041 Schleifen (MQ1018);195;122;97;100;160;389;1120;1576;1669;1632;1759;1876;1883;1857;1909;2008;2008;1887;1693;1460;1062;728;713;413;
LSA 8054 Schleifen (MQ1019);172;99;58;74;128;418;1428;2586;2329;1888;1972;2066;2283;2257;2406;2672;2820;2536;2109;1537;1051;676;553;322;
MQ_02020_FV3_L (MQ102);8;6;2;1;2;5;33;42;39;56;47;58;60;68;81;68;62;71;69;47;41;16;14;6;
