Name  /  Date: 2016_03_05;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);123;138;71;66;75;95;93;126;171;299;317;375;385;388;390;389;378;354;326;299;224;225;243;261;
MQ_03020_FV4_L (MQ1);27;19;13;9;5;30;22;45;99;122;159;189;226;203;184;165;151;167;149;113;84;70;51;41;
MQ_03290_FV3_GR (MQ10);138;129;77;76;79;75;72;94;101;164;211;206;212;242;248;219;223;231;225;217;176;142;192;198;
MQ_03020_FV2_L (MQ100);8;5;8;4;3;3;9;7;14;21;25;30;29;24;34;25;25;18;26;25;21;16;14;11;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;0;
MQ_06170_FV4_L (MQ1002);2;0;0;1;0;4;0;2;13;15;17;28;15;12;9;9;14;9;9;3;8;10;5;0;
MQ_08050_FV3_L (MQ1003);3;2;2;1;3;4;7;26;60;104;161;161;183;197;163;172;145;163;111;69;46;5;2;0;
MQ_06161_FV3_L (MQ1004);33;23;9;9;10;34;32;54;139;193;187;223;235;237;244;190;180;180;167;124;90;70;58;33;
MQ_06170_FV6_L (MQ1005);5;2;2;0;2;2;4;10;20;35;43;30;36;41;39;30;34;32;30;21;19;11;9;11;
MQ_08110_FV1_LO (MQ1006);2;1;1;2;1;2;3;5;9;14;14;17;20;19;24;21;16;16;20;9;9;8;6;4;
MQ_08110_FV3_RO (MQ1007);2;2;0;1;1;2;5;10;23;38;42;44;52;38;32;30;25;27;23;17;15;11;5;3;
LSA 29120 Schleifen (MQ1008);184;103;75;89;99;155;194;361;529;949;1031;1185;1246;1232;1258;1144;1014;1043;1034;731;566;462;396;312;
MQ_06160_FV2_R (MQ1009);34;32;14;19;24;35;40;78;103;162;199;219;223;215;192;151;163;161;169;146;99;85;81;46;
MQ_02020_FV4_L (MQ101);31;33;14;12;18;19;44;45;86;161;208;261;260;276;307;271;215;250;260;167;138;97;76;51;
MQ_03030_FV1_G (MQ1010);73;30;23;11;21;58;73;193;282;338;393;443;491;526;556;581;481;476;409;285;190;221;168;135;
Alle Motion Det Weselerstr. (MQ1011);19360;15898;12983;12283;12246;15583;17462;23673;35623;48961;60096;64947;70941;73146;74223;71793;65694;69852;65832;48189;39724;33175;32339;28877;
LSA 3290 Schleifen (MQ1012);2048;2006;1054;1325;1210;1216;1203;1781;2611;4416;5267;5994;6214;6555;6444;5901;6066;5874;5607;5033;4202;3600;4133;3821;
LSA 8020 Schleifen (MQ1013);2217;2295;1402;1638;1556;1398;1156;1717;2316;3973;4746;5349;5628;5971;5836;5417;5349;5416;5104;4944;3653;3499;4390;4181;
LSA 8030 Schleifen (MQ1014);952;957;525;595;538;517;405;638;922;1655;1954;2302;2442;2680;2668;2327;2390;2482;2291;2469;1658;1608;2491;2187;
LSA 8031 Schleifen (MQ1015);821;859;678;725;719;614;499;650;795;1347;1734;1751;1764;1941;1819;1741;1600;1657;1503;1612;904;968;1850;1786;
LSA 8040 Schleifen (MQ1016);897;671;458;462;516;863;1016;2051;2968;4799;6094;6945;7189;7470;7453;6646;6331;6130;5440;4452;2599;2204;2334;1937;
LSA 8032 Schleifen (MQ1017);475;447;253;316;335;362;332;655;924;1443;1985;2184;2286;2465;2400;2279;2065;2158;1749;1691;1082;1091;1448;1226;
LSA 8041 Schleifen (MQ1018);275;303;157;206;230;255;247;465;764;1342;1746;1985;2085;2178;2036;2011;1861;1786;1523;1433;809;723;901;789;
LSA 8054 Schleifen (MQ1019);294;169;95;138;125;193;261;633;795;1231;1531;1768;1792;1964;2032;1711;1559;1669;1442;1148;836;598;593;543;
MQ_02020_FV3_L (MQ102);9;3;5;2;2;4;6;7;24;29;41;66;73;73;60;53;48;60;51;32;38;13;20;11;
LSA 8140 Schleifen (MQ1020);197;99;60;73;72;124;146;315;458;781;980;1096;1133;1161;1155;1022;933;971;892;696;516;440;367;326;
MQ_01210_FV32_L (MQ1021);4;5;1;3;2;6;3;7;10;28;19;36;37;35;36;17;30;36;41;23;12;14;10;11;
MQ_01081_FV3_G (MQ1022);83;77;53;34;35;47;30;54;120;135;178;184;263;257;292;254;238;253;253;194;162;147;131;142;
MQ_03030_FV1_L (MQ1023);2;3;1;0;1;4;4;8;54;24;15;7;12;10;13;16;17;12;24;11;7;6;4;7;
MQ_01200_FV1_G (MQ1024);187;130;68;64;52;89;113;201;322;486;598;742;969;1028;1167;1281;1161;1198;1040;656;458;402;391;369;
MQ_01121_FV1_G (MQ1025);19;15;4;11;28;36;65;102;147;221;282;278;277;265;231;232;189;156;126;91;59;36;34;25;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;0;1;1;2;2;4;5;5;5;5;5;5;4;3;2;1;1;1;
MQ_01121_FV3_G (MQ1027);17;6;4;4;2;3;17;39;55;70;108;176;227;250;254;238;229;254;220;136;69;45;43;34;
MQ_01121_FV1_R (MQ1028);3;2;1;2;4;5;9;14;20;30;38;38;38;36;31;32;26;21;17;12;8;5;5;4;
MQ_01200_FV1_L (MQ1029);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);8;5;3;2;0;1;5;5;9;23;20;21;15;17;13;12;9;14;14;9;11;8;6;10;
MQ_09040_FV1_G (MQ1033);95;53;32;29;23;38;35;55;104;156;192;247;307;313;355;313;309;333;291;244;172;153;144;106;
MQ_09040_FV3_G (MQ1034);63;28;23;22;21;62;59;91;179;325;386;377;341;341;340;307;253;269;260;209;172;109;89;93;
MQ_09050_FV1_G (MQ1035);113;66;44;36;37;46;57;92;183;250;349;420;504;506;571;545;487;506;502;369;272;35;29;188;
MQ_09050_FV3_G (MQ1036);79;46;33;28;38;78;78;125;276;411;537;483;457;476;447;401;357;414;398;304;260;15;64;124;
MQ_09060_FV11_G (MQ1037);107;70;45;33;32;45;61;94;193;246;343;424;508;505;539;522;458;494;479;336;242;44;71;189;
MQ_09060_FV11L (MQ1038);9;6;10;5;9;5;12;14;21;31;30;36;35;39;41;46;32;29;36;32;26;11;18;21;
