Name  /  Date: 2016_05_19;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_08080_FV1_G (MQ266);77;42;30;26;35;99;358;600;609;541;656;755;855;864;935;
MQ_08080_FV1_R (MQ267);0;0;0;0;0;0;1;2;2;2;3;3;3;3;4;
MQ_08080_FV1_L (MQ268);5;2;1;2;1;3;16;61;51;26;52;55;75;93;88;
MQ_06161_FV2_R (MQ269);5;6;2;3;1;13;62;83;131;111;115;107;99;123;128;
MQ_08020_FV2_R (MQ27);2;12;2;0;0;7;20;36;41;25;33;28;32;34;50;
MQ_06161_FV2_L (MQ270);19;15;12;14;22;87;231;496;441;359;290;289;311;307;341;
MQ_03150_FV4_G (MQ271);3;6;3;3;3;9;40;103;106;57;62;71;71;78;83;
MQ_08080_FV2_R (MQ272);2;0;0;0;2;17;38;188;115;59;53;61;60;56;70;
MQ_08080_FV2_L (MQ273);1;0;0;0;1;4;10;50;31;16;14;16;16;15;19;
MQ_08080_FV2_G (MQ274);0;0;0;0;0;1;3;13;8;4;4;4;4;4;5;
MQ_08080_FV3_R (MQ275);2;4;2;2;3;9;22;29;36;35;40;34;54;35;46;
MQ_08080_FV3_G (MQ276);52;30;21;25;86;322;1013;1678;1385;999;833;782;774;796;780;
MQ_03150_FV4_L (MQ277);9;9;7;7;7;13;58;126;117;81;88;112;100;100;89;
MQ_08080_FV3_L (MQ278);0;0;0;1;1;3;4;9;12;10;29;12;18;17;16;
MQ_03150_FV4_R (MQ279);3;6;3;2;2;8;36;95;97;52;57;65;65;72;77;
MQ_08020_FV2_L (MQ28);21;11;5;5;9;18;64;94;91;78;99;89;103;103;114;
MQ_03170_FV1_G (MQ280);;
MQ_06161_FV3_G (MQ281);22;11;6;7;12;41;97;255;273;221;222;271;283;312;294;
MQ_08080_FV4_G (MQ282);1;0;0;0;1;2;8;24;16;14;12;12;16;16;16;
MQ_08080_FV4_R (MQ283);0;0;0;0;0;2;5;9;9;7;5;8;7;7;8;
MQ_08080_FV4_L (MQ284);2;1;1;1;2;6;17;55;37;32;26;28;37;36;36;
