Name  /  Date: 2016_08_12;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);66;28;13;16;23;82;242;321;344;340;339;343;362;384;361;367;369;367;350;321;256;191;199;137;
MQ_03020_FV4_L (MQ1);6;13;7;12;12;38;126;223;270;196;183;169;203;263;210;215;223;219;163;133;65;56;49;32;
MQ_03290_FV3_GR (MQ10);57;24;13;14;26;62;149;200;203;189;200;222;235;254;229;249;233;234;233;191;166;168;139;107;
MQ_03020_FV2_L (MQ100);2;3;0;0;3;2;9;23;26;16;26;28;37;41;35;21;29;26;37;21;18;11;16;4;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;2;2;2;1;1;0;0;0;
MQ_06170_FV4_L (MQ1002);1;3;0;0;0;0;2;8;10;9;22;20;8;4;15;14;10;18;14;11;6;6;3;1;
MQ_08050_FV3_L (MQ1003);2;5;2;2;11;26;30;37;76;110;142;121;151;114;120;161;142;122;136;77;46;10;1;1;
MQ_06161_FV3_L (MQ1004);16;6;3;2;9;52;180;288;249;213;207;199;204;208;232;210;220;227;197;116;106;82;54;52;
MQ_06170_FV6_L (MQ1005);2;1;0;1;2;5;17;46;37;30;29;28;31;36;43;42;36;38;31;27;18;12;8;7;
MQ_08110_FV1_LO (MQ1006);1;0;0;0;0;1;3;8;12;11;14;18;20;20;23;19;19;17;15;9;9;6;6;3;
MQ_08110_FV3_RO (MQ1007);0;0;0;0;0;3;7;15;19;27;35;38;25;21;24;23;28;23;22;15;7;8;5;2;
LSA 29120 Schleifen (MQ1008);85;79;47;26;89;282;821;1093;1011;969;1112;1129;1215;1383;1261;1428;1368;1275;1086;838;600;472;332;261;
MQ_06160_FV2_R (MQ1009);27;8;10;5;11;52;141;202;208;185;199;163;213;165;211;214;186;200;177;143;119;76;71;37;
MQ_02020_FV4_L (MQ101);10;10;8;5;14;43;113;212;231;223;229;224;268;340;318;295;317;270;237;192;153;97;66;54;
MQ_03030_FV1_G (MQ1010);30;13;11;8;28;110;352;654;557;559;511;586;683;703;789;789;650;588;488;396;241;180;117;92;
LSA 3290 Schleifen (MQ1012);1142;570;355;445;630;1346;3715;5218;5472;5739;5942;6424;6544;6496;6671;6757;6375;6175;5947;5328;4480;3510;3418;2356;
LSA 8020 Schleifen (MQ1013);1060;465;376;364;596;1497;3845;5252;5481;5251;5325;5681;6107;6088;6061;6027;5899;5674;5275;4812;3992;3198;3250;2215;
LSA 8030 Schleifen (MQ1014);481;189;121;108;209;508;1489;2160;2187;2089;2075;2361;2563;2696;2816;2637;2674;2514;2271;2073;1720;1412;1680;938;
LSA 8031 Schleifen (MQ1015);208;106;92;64;139;430;1255;1867;1943;1884;1709;2055;2383;2233;2200;1952;2026;1749;1704;1364;1138;908;942;788;
LSA 8032 Schleifen (MQ1017);276;147;95;82;163;612;1616;2381;2244;2113;2228;2473;2765;2807;2784;2646;2509;2226;1984;1658;1347;1046;938;653;
LSA 8041 Schleifen (MQ1018);178;124;74;68;136;400;1024;1301;1397;1383;1516;1643;1735;1736;1779;1777;1706;1534;1419;1165;917;704;602;429;
LSA 8054 Schleifen (MQ1019);148;94;53;54;107;436;1447;2182;1900;1651;1645;1835;2246;2277;2398;2359;2235;1916;1722;1259;906;655;524;346;
MQ_02020_FV3_L (MQ102);3;0;2;0;2;9;23;34;27;37;45;62;55;52;61;38;63;57;57;35;15;9;17;10;
LSA 8140 Schleifen (MQ1020);74;56;34;25;72;243;783;1009;937;876;978;1021;1123;1168;1189;1296;1257;1140;1003;772;573;467;325;228;
MQ_01210_FV32_L (MQ1021);1;6;0;3;6;15;95;116;117;49;38;36;51;51;38;48;45;49;30;37;9;14;9;13;
MQ_01081_FV3_G (MQ1022);56;25;13;13;16;52;111;210;226;229;234;266;272;294;312;270;295;263;278;207;167;123;147;96;
MQ_03030_FV1_L (MQ1023);2;0;0;0;0;3;3;15;15;16;12;12;19;8;17;25;17;11;15;13;9;6;16;5;
MQ_01200_FV1_G (MQ1024);88;45;25;26;35;141;351;650;604;654;773;877;1147;1319;1340;1306;1232;1053;953;780;501;391;316;249;
MQ_01121_FV1_G (MQ1025);11;10;4;2;5;23;76;136;153;178;220;214;212;183;207;187;181;170;136;107;63;41;32;27;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;1;1;1;2;2;3;3;4;4;3;4;4;4;3;2;2;2;1;
MQ_01121_FV3_G (MQ1027);7;3;1;0;0;7;24;35;64;72;103;131;167;190;187;164;192;199;200;145;103;68;74;28;
MQ_01121_FV1_R (MQ1028);2;1;1;0;1;3;10;19;21;24;30;29;29;25;28;26;25;23;19;14;9;6;5;4;
MQ_01200_FV1_L (MQ1029);4;2;2;4;0;1;11;65;67;43;53;41;43;67;53;43;58;54;49;24;33;22;14;9;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);5;0;0;1;0;3;4;14;13;22;20;21;17;23;14;7;11;13;11;16;4;8;7;9;
MQ_09040_FV1_G (MQ1033);37;20;13;12;8;28;67;108;126;134;198;208;237;253;242;304;284;289;250;229;184;140;131;82;
MQ_09040_FV3_G (MQ1034);22;12;10;6;12;52;135;216;230;240;262;280;228;231;242;254;248;243;246;190;146;113;106;67;
MQ_09050_FV1_G (MQ1035);45;14;10;15;16;74;182;213;188;237;309;328;347;356;378;414;412;403;365;322;266;211;168;127;
MQ_09050_FV3_G (MQ1036);30;18;13;10;16;97;277;334;336;292;292;289;284;301;319;319;313;291;318;291;205;177;141;101;
MQ_09060_FV11_G (MQ1037);42;14;6;16;20;77;189;241;204;222;279;299;317;341;364;402;406;395;340;283;179;189;171;115;
MQ_09060_FV11L (MQ1038);5;3;2;1;0;6;28;47;18;36;27;43;23;24;41;31;30;23;44;33;91;14;8;14;
MQ_09060_FV2_L (MQ1039);7;4;2;2;2;19;41;71;64;71;71;75;114;131;115;140;101;94;100;68;58;34;25;7;
MQ_03023_FV1_G (MQ104);24;13;11;4;22;78;229;459;405;359;374;457;488;557;577;598;555;466;400;286;170;183;99;70;
MQ_09060_FV2_R (MQ1040);2;1;0;1;1;4;9;14;13;15;15;15;23;27;24;29;21;19;20;14;12;7;5;2;
MQ_09060_FV3_G (MQ1041);55;31;17;27;37;138;399;458;478;455;488;581;640;663;713;779;707;725;669;562;434;348;324;210;
MQ_09060_FV3_R (MQ1042);80;36;25;30;48;212;532;664;585;489;559;475;364;396;477;526;421;404;360;272;220;182;133;109;
MQ_03250_FV1_R (MQ1043);4;2;1;2;1;3;11;14;15;14;20;26;27;27;28;36;31;32;28;25;20;13;13;11;
MQ_03250_FV1_G (MQ1044);24;9;4;9;3;16;64;77;86;79;112;145;150;156;157;207;175;181;157;140;112;76;75;60;
MQ_03250_FV1_L (MQ1045);8;10;3;2;3;10;23;53;58;56;62;71;76;90;81;92;90;81;78;82;50;41;33;17;
MQ_03250_FV2_R (MQ1046);6;3;2;2;4;13;34;45;55;54;54;58;58;61;56;56;54;51;49;39;31;25;20;12;
MQ_03250_FV2_G (MQ1047);43;21;17;13;29;91;247;329;403;395;395;422;425;446;411;414;395;373;361;282;225;186;144;88;
MQ_03250_FV2_L (MQ1048);15;7;4;7;12;47;89;88;76;126;141;128;158;146;153;150;165;151;133;99;92;71;52;43;
MQ_03250_FV3_R (MQ1049);6;4;3;2;4;18;56;65;70;56;66;63;62;62;64;66;66;59;62;50;38;33;26;19;
MQ_03250_FV3_G (MQ105);18;12;8;6;11;54;167;194;209;167;197;188;187;186;191;197;197;176;185;149;115;100;77;58;
MQ_03250_FV3_L (MQ1050);6;2;5;3;3;25;53;65;77;55;53;56;62;61;67;62;61;68;78;82;55;55;46;27;
MQ_03250_FV4_R (MQ1051);13;6;3;4;6;14;39;70;67;72;76;76;88;88;96;91;87;88;78;70;59;49;47;31;
MQ_03250_FV4_G (MQ1052);54;24;10;17;22;57;158;279;270;286;302;306;354;354;386;366;347;351;314;282;234;194;188;122;
MQ_03250_FV4_L (MQ1053);6;1;0;5;0;1;6;11;9;21;23;25;31;33;33;25;27;34;39;19;30;9;18;9;
MQ_03030_FV1_R (MQ1054);2;3;0;0;2;3;15;51;35;55;73;75;72;97;95;79;73;65;52;45;20;12;10;7;
MQ_03030_FV2_G (MQ1055);0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;
MQ_03030_FV2_L (MQ1056);4;0;0;1;1;2;2;7;12;14;14;16;13;18;18;11;14;26;18;19;10;10;18;9;
MQ_03030_FV2_R (MQ1057);3;0;0;0;0;2;2;5;8;10;10;11;9;12;12;8;10;17;12;13;7;7;12;6;
MQ_03030_FV3_G (MQ1058);27;25;15;14;30;98;380;574;588;497;465;439;531;642;587;556;510;480;423;308;211;158;123;85;
MQ_03030_FV3_L (MQ1059);5;6;1;1;0;4;25;86;64;55;57;79;75;77;94;88;71;70;68;53;32;28;26;4;
MQ_03080_FV4_R (MQ106);2;0;0;0;3;7;35;96;92;83;54;49;46;59;49;42;56;48;45;32;21;12;7;10;
MQ_03030_FV3_R (MQ1060);0;0;0;0;0;1;4;7;8;7;6;6;7;9;8;8;7;7;6;5;3;3;2;1;
MQ_03030_FV4_G (MQ1061);0;1;0;0;0;2;6;9;11;7;7;9;7;10;10;11;10;9;11;7;6;6;2;2;
MQ_03030_FV4_L (MQ1062);2;3;1;2;2;13;39;62;71;48;47;60;47;64;66;73;68;61;72;45;38;40;13;13;
MQ_03030_FV4_R (MQ1063);2;3;1;2;2;13;39;62;71;48;47;60;47;64;66;73;68;61;72;45;38;40;13;13;
MQ_03120_FV1_G (MQ107);84;61;25;28;78;208;507;850;892;821;877;947;1149;1064;1225;1115;1006;893;864;620;480;366;307;230;
MQ_03020_FV2_R (MQ108);5;4;3;0;1;2;20;44;43;48;38;50;71;63;75;52;57;53;42;40;28;17;10;12;
MQ_03120_FV1_R (MQ109);1;1;0;0;1;2;5;8;9;8;9;10;12;11;12;11;10;9;9;7;6;4;4;3;
MQ_08050_FV2_L (MQ11);25;20;20;18;22;80;157;215;260;310;437;431;538;578;614;594;504;442;398;273;196;99;44;31;
MQ_03120_FV2_L (MQ110);0;0;1;0;0;4;12;23;46;32;35;36;26;33;42;35;28;32;20;19;22;9;8;1;
MQ_03120_FV2_R (MQ111);0;0;1;0;0;2;9;10;18;15;21;28;15;28;31;23;20;22;10;15;11;10;3;1;
MQ_06160_FV3_L (MQ112);2;0;0;0;0;11;17;40;49;43;52;87;80;87;80;69;79;84;85;53;42;34;11;3;
