Name  /  Date: 2015_03_28;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);121;96;87;74;81;161;120;171;195;357;375;331;351;381;386;361;375;393;371;353;251;192;223;196;
MQ_03020_FV4_L (MQ1);17;16;30;51;18;6;18;41;114;89;149;160;171;211;169;143;216;98;151;109;79;72;46;41;
MQ_03290_FV3_GR (MQ10);99;85;113;41;71;98;133;116;134;164;149;259;180;238;238;221;216;239;202;198;186;157;159;133;
MQ_03020_FV2_L (MQ100);3;-6;3;0;1;0;3;4;18;20;27;7;27;21;26;14;28;32;31;17;22;12;7;10;
Alle Motion Det Albersloherweg (MQ1000);8057;7220;5816;4792;5072;6198;9096;13168;21198;30272;36860;42246;42083;41201;43735;40464;39254;38070;35872;30918;21065;14633;14325;13023;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;0;0;1;1;2;2;1;2;2;2;1;2;1;2;1;1;1;0;
MQ_06170_FV4_L (MQ1002);0;0;0;0;0;4;1;2;5;4;14;2;20;19;10;12;0;5;10;9;3;2;3;1;
MQ_08050_FV3_L (MQ1003);2;0;;7;1;7;17;28;67;116;83;155;140;134;193;147;223;220;124;89;47;9;3;4;
MQ_06161_FV3_L (MQ1004);23;9;12;20;13;25;33;41;99;149;215;167;155;221;207;137;236;153;184;134;84;68;37;38;
MQ_06170_FV6_L (MQ1005);7;6;2;1;2;3;4;11;23;31;30;26;28;33;32;14;39;25;22;26;14;11;4;6;
MQ_08110_FV1_LO (MQ1006);2;1;1;1;0;1;1;1;8;9;9;10;20;16;12;14;11;6;14;10;7;5;3;3;
MQ_08110_FV3_RO (MQ1007);0;0;;4;1;0;5;10;13;16;21;38;32;26;23;19;26;20;16;16;9;8;4;2;
MQ_06160_FV2_R (MQ1009);35;45;16;6;31;61;34;54;130;138;185;188;223;192;206;219;263;118;156;138;118;70;62;50;
MQ_02020_FV4_L (MQ101);31;16;30;26;15;10;41;102;154;164;191;253;282;271;261;214;280;235;220;185;109;96;77;47;
MQ_03030_FV1_G (MQ1010);59;38;46;25;32;58;129;237;267;348;415;370;491;590;581;488;292;440;416;315;251;187;119;108;
LSA 3290 Schleifen (MQ1012);2159;2225;1662;1686;1503;1635;1968;2308;3172;4881;5927;6031;6440;6641;6446;6376;6838;6237;5972;5769;4352;3386;3635;3279;
LSA 8020 Schleifen (MQ1013);2135;2499;1927;1590;1770;1801;1633;1996;2813;4266;4741;5447;5740;5682;5828;5594;6076;5335;5288;5464;3925;2983;3577;3249;
LSA 8030 Schleifen (MQ1014);893;898;628;586;624;692;599;679;1026;1874;1890;1986;2084;2285;2322;1974;2318;2173;2198;2316;1678;1240;1907;1476;
LSA 8031 Schleifen (MQ1015);814;1076;1334;927;1198;1319;911;766;912;1379;1601;1722;1729;1752;1778;1601;1784;1821;1618;1477;1036;855;1028;1028;
LSA 8040 Schleifen (MQ1016);922;657;641;510;589;1258;1766;2308;3259;5027;5882;6959;7094;7216;7594;7611;7044;6053;5434;4591;2915;1895;1757;1544;
LSA 8032 Schleifen (MQ1017);671;508;560;458;535;551;702;744;1506;1826;2093;2983;2736;2999;2931;2697;2661;2488;2524;2194;1616;1153;1457;1174;
LSA 8041 Schleifen (MQ1018);371;281;282;132;264;251;434;612;873;1585;1704;2261;2055;2157;2129;2042;1936;1953;1812;1564;926;583;696;570;
LSA 8054 Schleifen (MQ1019);282;191;;;;356;484;796;951;1473;1535;1814;1845;2024;2019;1837;1493;1842;1670;1372;938;605;553;507;
MQ_02020_FV3_L (MQ102);14;2;11;0;1;9;5;8;39;60;56;56;49;54;64;49;45;47;50;40;37;17;11;10;
LSA 8140 Schleifen (MQ1020);173;111;84;80;72;104;220;335;447;873;1025;1219;1132;1040;1145;1111;800;905;896;768;538;387;319;321;
MQ_01210_FV32_L (MQ1021);4;0;1;2;3;2;12;37;19;27;23;30;19;16;27;23;45;27;29;21;22;23;14;5;
MQ_01081_FV3_G (MQ1022);125;90;52;46;36;64;45;68;106;148;213;227;233;313;288;252;259;306;281;206;161;115;138;96;
MQ_03030_FV1_L (MQ1023);7;0;;;;0;3;14;6;8;13;8;9;13;13;13;7;15;22;9;2;2;6;4;
MQ_01200_FV1_G (MQ1024);206;117;127;104;79;102;143;267;307;450;612;662;832;1115;1294;1153;1242;1088;1016;705;505;377;314;323;
MQ_01121_FV1_G (MQ1025);11;6;11;18;25;38;109;114;174;249;350;220;232;284;247;263;241;161;147;89;54;34;31;19;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;0;1;2;2;2;5;5;5;5;4;5;6;5;3;2;1;1;1;
MQ_01121_FV3_G (MQ1027);13;7;2;17;1;6;14;42;65;88;116;198;240;231;266;261;174;267;223;133;82;44;36;34;
MQ_01121_FV1_R (MQ1028);2;2;2;3;3;5;12;17;23;37;46;33;33;39;34;33;30;22;20;12;8;5;4;3;
MQ_01200_FV1_L (MQ1029);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);4;3;4;2;3;0;2;5;8;19;9;10;12;19;14;4;0;19;10;13;9;12;13;13;
---Test (MQ1032);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_09040_FV1_G (MQ1033);64;30;28;24;21;15;56;67;99;187;187;253;197;276;311;264;301;291;294;269;200;146;129;105;
MQ_09040_FV3_G (MQ1034);58;23;17;18;23;41;98;109;183;310;353;375;352;343;299;263;260;276;249;248;184;128;98;76;
MQ_09050_FV1_G (MQ1035);106;49;44;62;35;36;76;124;141;287;358;317;500;444;481;609;585;560;478;387;343;235;235;186;
MQ_09050_FV3_G (MQ1036);81;52;28;41;23;127;102;148;277;418;567;559;366;360;431;459;397;415;398;344;260;172;110;140;
MQ_09060_FV11_G (MQ1037);108;122;33;37;32;57;85;114;172;256;376;386;475;502;484;443;466;510;477;350;303;231;218;184;
MQ_09060_FV11L (MQ1038);9;4;2;0;7;0;2;20;27;28;27;37;24;45;19;24;33;43;42;42;28;27;15;23;
MQ_09060_FV2_L (MQ1039);31;10;2;2;9;5;26;33;59;104;86;107;138;176;163;143;90;122;104;90;67;50;26;20;
MQ_03023_FV1_G (MQ104);48;40;18;4;16;48;59;97;128;220;275;325;308;410;495;446;437;458;386;267;197;145;82;87;
MQ_09060_FV2_R (MQ1040);6;2;1;1;1;4;5;7;12;15;22;27;31;21;33;33;17;24;21;19;14;10;5;4;
