Name  /  Date: 2015_12_03;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03020_FV4_L (MQ1);12;3;6;12;14;56;135;357;320;235;178;234;220;280;255;292;307;326;267;163;99;82;53;31;
MQ_03020_FV2_L (MQ100);4;3;0;0;1;3;18;35;41;29;27;29;41;51;32;45;50;38;28;34;21;16;20;13;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;2;3;2;2;1;1;1;1;0;
MQ_06170_FV4_L (MQ1002);3;0;0;1;0;1;0;3;12;9;12;16;13;10;8;23;19;20;14;10;0;7;6;2;
MQ_08050_FV3_L (MQ1003);1;4;4;2;9;20;42;46;84;97;129;127;112;128;107;121;99;95;108;58;30;7;5;2;
MQ_06161_FV3_L (MQ1004);8;4;2;3;9;47;172;345;389;277;207;235;194;217;235;222;275;292;261;162;95;68;62;28;
MQ_06170_FV6_L (MQ1005);2;0;0;1;2;5;28;68;53;29;32;32;29;36;34;49;44;50;40;31;12;14;10;8;
MQ_08110_FV1_LO (MQ1006);1;0;0;0;1;1;4;9;11;13;15;17;14;18;15;23;30;26;21;13;7;7;2;4;
MQ_08110_FV3_RO (MQ1007);0;0;0;0;1;4;8;23;23;26;31;29;27;23;25;30;32;29;23;18;10;5;2;1;
LSA 29120 Schleifen (MQ1008);68;67;34;29;127;303;957;1347;1329;1168;1086;1106;1272;1581;1661;1814;1934;1874;1376;919;641;461;364;246;
MQ_06160_FV2_R (MQ1009);20;11;10;7;9;58;142;250;289;219;236;221;203;162;201;217;239;245;209;113;99;64;60;39;
MQ_02020_FV4_L (MQ101);18;4;7;9;8;40;120;274;282;277;239;266;261;284;344;359;414;373;358;253;162;137;72;40;
MQ_03030_FV1_G (MQ1010);26;24;8;7;25;129;440;933;859;546;774;677;697;814;800;1000;1054;938;770;501;374;266;166;83;
Alle Motion Det Weselerstr. (MQ1011);13411;10882;9903;9693;11310;19946;48124;80828;78149;69603;70625;73568;75244;77678;79725;86174;89856;87620;81082;
LSA 8020 Schleifen (MQ1013);741;483;372;281;532;1449;3987;5526;5757;5407;5313;5633;5704;5686;5803;5988;5800;5604;5601;4843;3542;2739;2464;1731;
