Name  /  Date: 2016_08_10;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);51;20;7;12;27;80;271;311;316;
MQ_03020_FV4_L (MQ1);16;9;11;3;11;54;132;267;228;192;184;176;162;191;208;203;264;250;217;140;88;93;34;29;
MQ_03290_FV3_GR (MQ10);44;27;21;8;25;74;151;200;172;
MQ_03020_FV2_L (MQ100);2;1;0;0;1;3;11;20;33;30;30;22;21;27;31;27;45;37;37;29;22;10;8;5;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;1;1;1;2;1;2;2;2;2;2;2;2;1;1;1;0;0;
MQ_06170_FV4_L (MQ1002);0;1;0;0;0;0;2;2;4;7;13;9;6;7;8;9;12;11;7;10;5;2;5;1;
MQ_08050_FV3_L (MQ1003);2;5;2;2;10;20;38;42;60;90;97;125;138;145;106;121;126;132;110;74;38;25;1;1;
MQ_06161_FV3_L (MQ1004);16;4;4;4;14;51;195;271;264;206;164;172;171;202;200;198;246;279;233;140;96;81;59;36;
MQ_06170_FV6_L (MQ1005);2;2;1;1;2;6;25;46;42;24;26;25;32;29;35;37;41;39;40;28;21;16;9;9;
MQ_08110_FV1_LO (MQ1006);1;0;1;0;0;2;5;8;13;12;11;15;13;15;12;19;19;24;17;11;9;7;4;1;
MQ_08110_FV3_RO (MQ1007);0;0;0;0;1;1;7;10;18;18;29;24;23;17;23;22;22;26;18;12;9;7;3;1;
LSA 29120 Schleifen (MQ1008);83;57;25;21;67;192;462;732;775;627;734;825;839;926;860;1068;1274;1221;1056;697;585;471;337;157;
MQ_06160_FV2_R (MQ1009);11;11;8;7;12;56;156;205;215;178;168;186;158;163;205;178;205;229;202;150;99;69;64;21;
MQ_02020_FV4_L (MQ101);16;6;10;6;16;53;112;235;245;225;189;219;220;273;239;283;350;345;305;167;125;103;67;43;
MQ_03030_FV1_G (MQ1010);24;18;5;12;32;113;390;684;670;468;485;497;563;594;646;841;957;805;580;395;239;226;128;65;
