Name  /  Date: 2015_10_30;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);49;30;20;18;23;77;242;357;357;371;346;363;367;380;370;373;378;357;371;363;276;194;221;170;
MQ_03020_FV4_L (MQ1);16;10;6;8;15;48;129;317;317;250;208;224;271;338;307;364;340;344;321;233;168;99;68;26;
MQ_03290_FV3_GR (MQ10);42;28;11;17;30;65;149;249;239;213;227;214;234;255;239;242;237;235;236;235;192;176;208;150;
MQ_03020_FV2_L (MQ100);3;4;0;0;1;2;10;40;34;34;37;34;45;44;30;36;55;38;25;34;20;17;19;13;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;2;2;2;2;2;3;3;2;2;2;1;1;1;1;0;
MQ_06170_FV4_L (MQ1002);0;0;1;0;0;0;1;15;10;9;19;12;17;12;14;10;17;11;15;7;6;5;2;2;
MQ_08050_FV3_L (MQ1003);3;3;2;2;10;33;43;42;80;101;148;159;148;148;152;163;165;155;108;73;42;9;3;2;
MQ_06161_FV3_L (MQ1004);10;13;1;6;9;45;155;307;324;224;206;216;222;245;265;296;272;258;219;161;104;75;58;62;
MQ_06170_FV6_L (MQ1005);2;1;0;2;2;6;30;62;39;35;37;29;40;41;62;46;36;45;44;31;18;14;9;9;
MQ_08110_FV1_LO (MQ1006);1;0;0;0;0;1;5;8;17;11;16;19;20;22;25;23;20;26;17;13;7;7;6;4;
MQ_08110_FV3_RO (MQ1007);0;0;0;1;0;2;9;22;22;28;31;40;29;23;28;31;38;32;23;14;14;7;2;2;
LSA 29120 Schleifen (MQ1008);70;39;40;45;125;305;1061;1459;1290;1101;1088;1222;1245;1368;1576;1704;1578;1451;1251;1005;631;438;432;392;
MQ_06160_FV2_R (MQ1009);16;9;4;6;14;56;118;271;256;233;206;191;183;222;223;251;230;259;261;170;116;35;26;58;
MQ_02020_FV4_L (MQ101);20;11;6;5;16;46;118;267;319;259;270;313;375;403;423;375;410;417;322;259;228;134;134;73;
MQ_03030_FV1_G (MQ1010);41;6;6;10;21;103;446;925;751;571;611;625;783;925;945;1024;870;724;743;529;376;375;272;197;
LSA 3290 Schleifen (MQ1012);816;544;341;297;540;1335;3734;6486;6651;6304;6373;6605;6765;6913;6977;6933;6884;6666;6746;6623;5168;3854;4100;3387;
LSA 8020 Schleifen (MQ1013);809;497;264;253;573;1426;3845;6303;6538;5774;5695;5922;6594;7323;6900;6713;6534;6348;6021;5533;4174;3250;3701;3117;
LSA 8030 Schleifen (MQ1014);323;205;94;94;182;499;1480;2824;2793;2452;2225;2338;2748;2913;3223;3298;3201;2786;2601;2338;1736;1374;1850;1316;
LSA 8031 Schleifen (MQ1015);219;152;68;65;159;419;1272;2383;2483;2239;1991;2112;2497;2545;2532;2760;2560;1993;1846;1666;1199;905;1085;931;
LSA 8040 Schleifen (MQ1016);651;305;261;261;663;2206;5875;10671;9043;7227;7272;7532;8914;9350;9547;9024;8806;7859;6640;5397;3549;2297;2198;1644;
LSA 8032 Schleifen (MQ1017);249;130;73;83;199;601;1559;2832;2706;2316;2424;2596;2802;2924;2928;3584;2952;2557;2313;1820;1324;1101;1162;914;
LSA 8041 Schleifen (MQ1018);168;97;52;73;149;427;1018;1566;1586;1508;1566;1734;1801;1876;1972;2093;1791;1760;1604;1347;922;737;728;585;
MQ_02020_FV3_L (MQ102);3;1;3;1;3;5;28;57;62;54;71;58;66;84;68;85;80;72;81;50;42;25;16;15;
LSA 8140 Schleifen (MQ1020);83;36;24;34;95;259;846;1378;1150;1033;1002;1066;1150;1321;1395;1392;1480;1268;1168;921;583;440;405;351;
MQ_01210_FV32_L (MQ1021);5;1;3;4;4;14;105;157;133;56;52;39;51;67;56;74;73;57;49;46;27;11;18;9;
MQ_03030_FV1_L (MQ1023);4;1;1;2;0;3;9;24;21;23;10;20;19;12;11;18;10;9;20;14;16;8;8;6;
MQ_01200_FV1_G (MQ1024);85;34;35;21;37;139;490;886;787;706;877;1007;1413;1429;1278;1021;1315;1274;1131;813;650;729;772;584;
MQ_01121_FV1_G (MQ1025);6;5;6;5;5;13;76;188;231;257;267;247;257;223;203;231;231;217;246;345;365;138;91;57;
