Name  /  Date: 2015_12_11;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);;;;;;
MQ_03020_FV4_L (MQ1);17;12;;;;;;;;;295;217;283;258;315;313;322;287;301;212;132;91;67;43;
MQ_03290_FV3_GR (MQ10);;;;;;
MQ_03020_FV2_L (MQ100);6;0;;;;;;;;;40;29;46;45;30;37;37;34;31;34;21;15;30;24;
Alle Motion Det Albersloherweg (MQ1000);;
MQ_03181_FV3_R (MQ1001);0;0;;;;;;;;;1;2;2;2;2;2;2;2;2;1;1;1;1;1;
MQ_06170_FV4_L (MQ1002);0;0;;;;;;;;;25;15;13;11;17;15;13;10;8;10;7;4;1;5;
MQ_08050_FV3_L (MQ1003);1;4;;;;;;;;;132;135;138;139;117;141;125;138;100;70;34;14;3;4;
MQ_06161_FV3_L (MQ1004);9;13;;;;;;;;;247;213;227;255;278;291;262;253;205;145;118;68;82;55;
MQ_06170_FV6_L (MQ1005);3;2;;;;;;;;;28;30;37;45;51;46;44;43;39;28;20;10;12;10;
MQ_08110_FV1_LO (MQ1006);1;2;;;;;;;;;14;23;34;30;36;34;34;23;19;18;11;6;9;3;
MQ_08110_FV3_RO (MQ1007);0;0;;;;;;;;;55;50;46;44;49;46;45;38;27;13;17;10;3;3;
LSA 29120 Schleifen (MQ1008);93;89;;;;;;;;;1292;1172;1372;1574;1558;1452;1395;1336;1178;914;614;497;484;443;
MQ_06160_FV2_R (MQ1009);16;9;;;;;;;;;221;212;218;216;213;210;223;221;223;155;122;93;88;58;
MQ_02020_FV4_L (MQ101);18;13;;;;;;;;;274;276;326;433;424;383;347;315;298;272;196;115;115;78;
MQ_03030_FV1_G (MQ1010);43;26;;;;;;;;;571;754;828;943;947;1020;897;744;710;548;321;291;167;154;
Alle Motion Det Weselerstr. (MQ1011);13572;12582;12199;12199;12199;12199;12199;12199;12199;12199;72076;75126;82101;85748;87902;85793;80037;78327;
LSA 3290 Schleifen (MQ1012);;;;;;
LSA 8020 Schleifen (MQ1013);917;444;;;;;;;;;5676;5583;6442;6563;6767;6319;6228;5997;6223;5337;4118;3267;3979;3228;
LSA 8030 Schleifen (MQ1014);327;188;;;;;;;;;2421;2540;2717;2894;2951;2847;2795;2652;2789;2442;1715;1285;2109;1581;
LSA 8031 Schleifen (MQ1015);286;127;;;;;;;;;1998;1957;2373;2475;2297;2203;2001;1921;2399;1866;1153;846;1493;1053;
LSA 8040 Schleifen (MQ1016);580;392;;;;;;;;;7238;7437;8600;9331;9931;9288;8336;7862;7362;5287;3309;2433;2728;2048;
LSA 8032 Schleifen (MQ1017);296;144;;;;;;;;;2369;2462;2802;2995;2892;2737;2521;2386;2375;1843;1415;1049;1450;1007;
