Name  /  Date: 2015_05_31;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);160;175;107;123;149;89;77;64;62;129;172;183;259;279;305;300;290;333;316;275;185;122;143;50;
MQ_03020_FV4_L (MQ1);45;29;15;10;3;24;14;26;51;75;92;112;116;131;162;148;145;140;166;100;70;52;41;14;
MQ_03290_FV3_GR (MQ10);126;132;107;69;85;58;65;54;55;94;153;153;171;205;231;202;225;239;243;201;187;100;135;50;
MQ_03020_FV2_L (MQ100);10;8;4;7;7;1;2;5;8;11;22;51;34;21;35;26;30;31;33;16;17;10;15;6;
Alle Motion Det Albersloherweg (MQ1000);10701;8941;6358;5893;5411;5227;4883;4515;6527;12554;18310;21461;24504;26945;29697;27209;25613;29253;26858;21751;16505;11143;10742;4497;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;1;1;1;0;0;0;
MQ_06170_FV4_L (MQ1002);1;1;0;0;0;0;0;0;1;0;9;5;6;7;6;4;3;3;3;7;8;0;1;1;
MQ_08050_FV3_L (MQ1003);3;0;3;3;0;2;1;2;2;4;6;14;11;11;5;8;4;5;7;5;2;2;1;2;
MQ_06161_FV3_L (MQ1004);45;21;25;13;8;19;20;22;35;94;129;130;181;168;184;208;186;191;210;148;103;62;49;29;
MQ_06170_FV6_L (MQ1005);8;3;5;2;1;2;1;5;11;17;23;30;27;30;28;28;31;28;29;20;15;14;10;2;
MQ_08110_FV1_LO (MQ1006);3;2;1;1;0;1;1;1;4;4;6;6;7;7;8;8;9;9;11;9;7;5;4;1;
MQ_08110_FV3_RO (MQ1007);1;1;1;0;1;0;1;2;6;13;8;11;8;8;10;10;8;11;9;9;6;2;2;1;
MQ_06160_FV2_R (MQ1009);41;48;29;21;19;37;28;34;40;63;109;110;133;171;206;187;187;191;162;155;98;48;41;22;
MQ_02020_FV4_L (MQ101);34;27;24;17;20;16;28;34;36;85;196;146;186;168;220;214;183;197;210;158;113;92;60;32;
MQ_03030_FV1_G (MQ1010);86;49;35;21;17;28;60;68;90;182;298;340;328;424;520;467;456;521;415;363;226;151;134;62;
LSA 3290 Schleifen (MQ1012);2783;2642;1826;1664;1704;1321;1221;1015;1122;2175;3275;3937;4663;4903;5455;5012;4957;5731;5329;4565;3289;2463;2510;1030;
LSA 8020 Schleifen (MQ1013);2833;2817;1991;1764;1795;1593;1320;870;941;1757;2801;3038;3765;4055;4610;3977;3969;4583;4311;3572;2812;1848;2188;951;
LSA 8030 Schleifen (MQ1014);1183;1205;705;736;691;610;455;315;325;661;1219;1314;1741;1895;2109;1759;1672;2158;1745;1538;1164;753;1008;359;
LSA 8031 Schleifen (MQ1015);1067;1191;908;1028;1220;940;692;515;426;558;993;1163;1287;1525;1585;1337;1387;1444;1177;991;825;501;528;214;
LSA 8040 Schleifen (MQ1016);1450;1103;714;660;674;695;618;563;817;1811;2663;3243;3480;3733;4169;3683;3464;3972;3320;2751;2200;1400;1346;572;
LSA 8032 Schleifen (MQ1017);799;713;576;494;564;461;346;253;363;663;1115;1285;1586;1715;1845;1639;1601;1835;1536;1356;1035;694;809;301;
LSA 8041 Schleifen (MQ1018);488;407;320;294;305;263;210;184;231;443;673;847;903;973;1022;951;951;1021;889;782;622;432;422;194;
LSA 8054 Schleifen (MQ1019);392;297;200;211;152;165;175;169;251;490;745;842;1018;1117;1200;1147;1001;1168;1038;838;631;406;406;169;
MQ_02020_FV3_L (MQ102);11;4;4;1;6;1;7;11;13;11;24;19;23;15;37;26;37;24;33;28;20;9;15;5;
LSA 8140 Schleifen (MQ1020);221;167;135;109;90;95;98;113;189;379;521;616;687;748;894;822;775;866;845;660;467;338;284;103;
MQ_01210_FV32_L (MQ1021);6;7;1;2;2;1;2;5;11;12;22;17;29;30;22;32;30;35;34;30;18;20;15;9;
MQ_01081_FV3_G (MQ1022);111;89;77;52;42;49;25;45;61;93;125;167;185;228;206;232;243;254;246;250;218;159;154;52;
MQ_03030_FV1_L (MQ1023);3;3;0;1;1;3;2;3;8;14;9;7;14;14;22;14;14;5;6;3;9;0;1;3;
MQ_01200_FV1_G (MQ1024);236;161;114;88;56;61;85;104;151;273;542;597;669;907;903;859;842;888;770;581;390;311;273;104;
MQ_01121_FV1_G (MQ1025);17;14;6;10;4;4;14;13;31;94;105;119;95;92;130;154;115;130;94;66;47;29;16;9;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;1;1;1;0;
MQ_01121_FV3_G (MQ1027);17;11;5;3;6;1;3;5;11;30;31;66;105;86;73;74;92;114;93;102;35;35;27;10;
MQ_01121_FV1_R (MQ1028);2;2;1;1;1;1;2;2;4;13;14;16;13;13;18;21;16;18;13;9;7;4;2;1;
MQ_01200_FV1_L (MQ1029);15;10;12;3;2;1;4;2;4;13;31;25;20;24;46;39;27;40;37;30;23;18;16;3;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);6;2;2;4;0;0;1;1;2;9;9;14;9;8;8;15;9;9;9;11;6;5;6;7;
---Test (MQ1032);15;10;12;3;2;1;4;2;4;13;31;25;20;24;46;39;27;40;37;30;23;18;16;3;
MQ_09040_FV1_G (MQ1033);66;83;53;43;26;24;21;34;49;73;142;121;162;155;215;200;242;273;266;224;183;109;119;40;
MQ_09040_FV3_G (MQ1034);75;61;38;34;15;38;34;47;73;139;177;168;180;217;248;256;261;289;309;250;153;101;95;33;
MQ_09050_FV1_G (MQ1035);118;96;68;49;33;49;45;70;109;142;250;298;377;398;399;408;458;503;438;359;260;184;196;58;
MQ_09050_FV3_G (MQ1036);96;83;51;45;30;53;39;64;105;232;278;267;289;304;393;387;395;436;438;372;203;161;121;45;
MQ_09060_FV11_G (MQ1037);117;102;69;45;30;43;43;71;103;139;249;295;350;383;395;370;410;470;424;328;229;173;191;51;
MQ_09060_FV11L (MQ1038);12;19;10;10;10;13;7;7;17;25;30;32;44;36;43;48;53;47;37;36;25;13;11;6;
MQ_09060_FV2_L (MQ1039);17;16;14;9;5;5;22;18;20;41;65;86;100;98;125;107;109;135;124;79;54;37;35;6;
MQ_03023_FV1_G (MQ104);73;47;23;21;19;21;36;47;55;119;239;262;267;363;351;340;415;437;399;265;143;112;92;42;
MQ_09060_FV2_R (MQ1040);4;3;3;2;1;1;5;4;4;8;13;18;21;20;26;22;22;28;25;16;11;8;7;1;
MQ_09060_FV3_G (MQ1041);103;92;69;48;34;69;44;75;113;215;279;276;290;304;395;382;384;405;422;354;200;147;117;48;
