Name  /  Date: 2016_01_12;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);30;26;15;15;10;100;283;339;353;372;349;327;342;337;364;360;360;360;387;312;252;152;179;67;
MQ_03020_FV4_L (MQ1);15;9;19;6;16;54;156;370;363;260;189;175;221;242;226;272;289;328;232;164;111;63;60;28;
MQ_03290_FV3_GR (MQ10);38;14;10;10;15;70;163;244;246;190;226;210;224;213;187;212;236;207;241;189;143;119;115;48;
MQ_03020_FV2_L (MQ100);2;1;0;0;0;2;19;67;28;22;30;31;44;46;33;54;39;45;39;17;23;18;7;3;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;0;
MQ_06170_FV4_L (MQ1002);0;0;0;0;0;0;2;6;10;5;1;8;16;4;10;15;16;12;6;8;3;3;2;0;
MQ_08050_FV3_L (MQ1003);3;3;3;2;7;28;36;42;71;86;90;118;102;100;96;92;93;116;75;53;28;8;1;3;
MQ_06161_FV3_L (MQ1004);6;1;1;7;5;50;178;341;389;271;219;192;176;181;216;237;246;273;244;182;88;67;51;18;
MQ_06170_FV6_L (MQ1005);2;2;0;1;1;7;32;74;53;29;32;37;30;37;41;44;48;45;44;26;13;16;11;9;
MQ_08110_FV1_LO (MQ1006);2;1;0;0;0;1;6;11;23;18;20;21;27;22;31;33;33;35;29;14;9;9;4;2;
MQ_08110_FV3_RO (MQ1007);0;0;0;1;1;4;12;33;34;41;37;47;35;31;36;44;57;48;35;22;14;7;3;1;
LSA 29120 Schleifen (MQ1008);98;49;23;34;112;296;937;1560;1278;1130;1072;1160;1208;1281;1290;1548;1646;1589;1240;783;583;396;335;147;
MQ_06160_FV2_R (MQ1009);10;5;11;4;12;58;143;266;262;233;218;196;181;177;242;222;195;230;185;136;68;53;57;27;
MQ_02020_FV4_L (MQ101);31;5;12;4;19;50;127;302;322;249;203;291;271;315;344;414;442;406;333;205;169;111;74;40;
MQ_03030_FV1_G (MQ1010);39;8;9;9;16;123;456;943;860;607;505;570;670;748;754;912;1109;895;734;485;319;245;169;80;
LSA 3290 Schleifen (MQ1012);742;441;261;202;371;1383;3844;6332;6287;5954;5971;5837;6091;5915;6281;6472;6712;6480;6158;5164;3728;2720;2676;1195;
LSA 8020 Schleifen (MQ1013);599;418;228;186;368;1357;3926;5672;6121;5384;5009;5264;5649;5461;5727;5745;6183;5952;5284;4482;3220;2299;2625;1009;
LSA 8030 Schleifen (MQ1014);281;169;84;67;126;512;1586;2502;2592;2217;1977;2045;2295;2267;2454;2524;2793;2740;2296;1988;1421;975;1311;430;
LSA 8031 Schleifen (MQ1015);2014;1925;1953;2258;2347;2107;1614;1229;851;642;663;251;
LSA 8040 Schleifen (MQ1016);413;310;240;199;544;1985;6285;10304;9412;6762;6142;6543;6609;7222;7537;8412;9633;8806;6699;4528;2764;1898;1474;730;
