Name  /  Date: 2015_06_08;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);42;37;17;22;18;90;296;328;350;347;350;322;338;360;356;364;368;358;355;321;226;168;156;72;
MQ_03020_FV4_L (MQ1);13;13;6;7;11;52;130;313;305;244;183;183;200;218;223;251;295;271;229;186;87;77;42;29;
MQ_03290_FV3_GR (MQ10);47;25;9;13;21;73;168;240;248;208;211;184;210;220;205;232;242;239;198;184;116;103;102;62;
MQ_03020_FV2_L (MQ100);4;0;1;0;1;1;13;30;34;24;30;34;29;25;27;32;41;45;40;27;19;13;13;9;
Alle Motion Det Albersloherweg (MQ1000);2978;2582;1409;1764;3499;10253;30793;51119;48096;38956;37069;38530;38717;40039;40645;46129;53304;52628;41127;31244;20319;14424;11423;5387;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;1;2;2;2;1;2;2;2;2;2;2;1;1;1;0;
MQ_06170_FV4_L (MQ1002);0;0;;;;;;;;;;;;;;16;19;5;21;18;11;3;4;0;
MQ_08050_FV3_L (MQ1003);3;3;2;2;12;25;34;35;99;104;119;116;152;114;105;118;126;144;88;81;40;9;3;4;
MQ_06161_FV3_L (MQ1004);5;10;3;4;10;39;167;274;323;224;214;181;184;181;197;206;247;274;256;155;105;69;43;21;
MQ_06170_FV6_L (MQ1005);3;0;;;;;;;;;;;;;;17;59;37;45;31;17;13;10;3;
MQ_08110_FV1_LO (MQ1006);0;2;0;0;1;1;4;12;15;11;17;16;17;18;15;19;23;27;20;10;9;6;2;1;
MQ_08110_FV3_RO (MQ1007);1;0;1;0;0;2;9;17;24;22;24;27;27;21;26;32;27;28;23;18;13;5;2;2;
MQ_06160_FV2_R (MQ1009);13;13;9;8;15;59;121;256;241;187;195;171;160;160;185;207;212;222;175;139;97;58;64;22;
MQ_02020_FV4_L (MQ101);17;7;6;17;6;51;140;245;331;273;253;264;267;298;327;354;449;409;338;240;184;134;76;22;
MQ_03030_FV1_G (MQ1010);17;16;7;8;25;114;436;861;769;544;495;490;571;654;708;861;978;774;710;481;295;235;186;65;
LSA 3290 Schleifen (MQ1012);740;572;316;307;452;1559;4070;6089;6277;5743;5990;5931;6000;6273;6258;6446;6811;6581;5989;5195;3687;2945;2301;1153;
LSA 8020 Schleifen (MQ1013);754;539;285;275;498;1518;4180;6274;6187;5521;5467;5397;5616;5872;5999;6412;6908;6847;5545;4617;3269;2513;2326;1083;
LSA 8030 Schleifen (MQ1014);318;220;122;99;154;554;1647;2637;2609;2283;2221;2200;2198;2344;2319;2630;2964;3003;2355;1948;1398;1010;1032;454;
LSA 8031 Schleifen (MQ1015);172;161;124;131;159;468;1470;2450;2451;2216;1973;1937;1929;2027;1958;2425;2657;2228;1693;1370;895;705;575;250;
LSA 8040 Schleifen (MQ1016);385;306;194;224;624;2074;6027;10032;9046;7341;6559;6507;6673;6907;7206;8252;9317;9102;6846;4823;3005;2026;1439;685;
