Name  /  Date: 2015_03_26;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03290_FV12_GR (MQ0);45;33;25;14;24;94;288;343;353;382;350;350;342;354;403;378;351;349;371;332;276;157;267;78;
MQ_03020_FV4_L (MQ1);16;6;9;12;10;49;140;329;357;223;193;205;262;235;235;243;315;318;274;187;114;83;58;28;
MQ_03290_FV3_GR (MQ10);48;28;16;18;18;61;163;233;253;199;187;201;202;238;208;252;243;240;231;226;168;140;113;63;
MQ_03020_FV2_L (MQ100);3;3;0;2;1;1;14;49;24;23;25;25;30;28;45;33;37;39;38;35;23;21;15;8;
Alle Motion Det Albersloherweg (MQ1000);3193;2363;1893;1498;2181;2181;2181;2181;2181;2181;2181;2181;2181;2181;2181;2181;2181;2181;2181;34065;21829;15750;16909;6476;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;1;2;2;2;2;2;3;3;3;2;2;1;1;1;0;
MQ_06170_FV4_L (MQ1002);0;0;0;0;0;1;3;6;2;4;16;10;11;11;14;13;14;7;15;10;2;7;6;2;
MQ_08050_FV3_L (MQ1003);3;3;5;0;9;27;45;41;63;108;104;115;144;110;108;87;102;109;106;53;32;6;2;2;
MQ_06161_FV3_L (MQ1004);12;5;1;3;12;32;160;320;354;222;193;215;200;222;222;230;267;258;265;190;98;52;65;24;
MQ_06170_FV6_L (MQ1005);1;1;0;1;3;6;35;62;49;39;26;26;29;26;29;46;49;47;42;30;16;19;8;6;
MQ_08110_FV1_LO (MQ1006);1;1;0;0;0;1;3;9;15;11;14;15;17;14;19;21;27;28;20;14;9;5;6;2;
MQ_08110_FV3_RO (MQ1007);0;1;0;0;0;2;6;17;26;25;29;26;24;18;20;21;32;29;22;15;10;5;2;0;
