Name  /  Date: 2015_11_23;0:00;1:00;2:00;3:00;4:00;5:00;6:00;7:00;8:00;9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00
MQ_03020_FV4_L (MQ1);7;6;9;1;7;59;171;346;350;267;192;202;208;226;250;269;354;328;212;160;87;72;18;17;
MQ_03020_FV2_L (MQ100);1;3;1;2;1;3;17;42;35;20;29;20;41;34;30;41;57;46;39;24;20;11;10;8;
MQ_03181_FV3_R (MQ1001);0;0;0;0;0;0;1;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;0;0;
MQ_06170_FV4_L (MQ1002);0;0;0;0;0;1;3;10;9;18;15;17;14;9;15;11;20;18;20;1;6;4;1;0;
MQ_08050_FV3_L (MQ1003);4;5;2;1;10;30;34;39;92;95;99;136;133;130;144;133;121;123;93;56;26;6;1;3;
MQ_06161_FV3_L (MQ1004);10;8;4;3;11;49;184;339;390;292;206;198;193;188;212;225;280;307;233;153;92;45;29;17;
MQ_06170_FV6_L (MQ1005);1;1;0;0;2;6;30;62;48;34;35;27;33;37;34;40;54;42;46;26;15;16;11;3;
MQ_08110_FV1_LO (MQ1006);0;0;0;0;0;2;4;8;15;14;14;18;19;17;18;20;31;21;25;9;5;4;4;1;
MQ_08110_FV3_RO (MQ1007);0;0;0;1;1;2;7;32;29;21;25;32;27;20;19;33;33;31;26;13;8;6;2;0;
LSA 29120 Schleifen (MQ1008);62;39;25;38;110;336;906;1648;1397;1093;1087;1093;1211;1225;1218;1644;1651;1458;1303;831;512;400;289;114;
MQ_06160_FV2_R (MQ1009);10;9;8;6;12;50;145;265;288;215;219;182;166;183;202;225;235;213;183;126;102;53;55;20;
MQ_02020_FV4_L (MQ101);14;6;8;5;7;42;140;269;310;270;232;268;266;266;307;344;451;386;325;205;163;93;85;20;
MQ_03030_FV1_G (MQ1010);19;15;10;5;21;110;429;903;925;600;545;550;692;713;746;918;1097;926;703;457;304;244;154;47;
LSA 8020 Schleifen (MQ1013);454;390;188;166;398;1572;4026;5323;5420;5159;5302;5260;5576;5494;5798;5861;5538;5324;5325;4461;3151;2282;2351;1157;
LSA 8030 Schleifen (MQ1014);203;215;78;51;141;542;1599;2395;2401;2224;2209;2199;2254;2254;2433;2770;2699;2640;2350;1971;1334;952;1235;540;
LSA 8031 Schleifen (MQ1015);105;105;61;45;115;458;1408;2049;2302;2020;1990;1816;1957;1936;2104;2386;2391;1995;1667;1205;816;576;539;334;
LSA 8040 Schleifen (MQ1016);282;248;194;263;586;2219;6123;9651;9559;7225;6737;6467;7318;7256;7747;8743;9519;8834;6707;4437;2724;1954;1458;654;
LSA 8032 Schleifen (MQ1017);153;156;68;71;180;641;1736;2634;2737;2212;2398;2208;2424;2488;2520;2823;2888;2623;2059;1547;1085;789;721;356;
LSA 8041 Schleifen (MQ1018);98;98;63;53;157;447;1071;1455;1581;1461;1636;1553;1651;1692;1737;1862;1866;1752;1473;1183;737;519;445;200;
LSA 8054 Schleifen (MQ1019);79;65;37;56;121;495;1456;2614;2564;1896;1753;1792;1995;2045;2097;2520;2711;2337;2028;1221;816;642;412;176;
MQ_02020_FV3_L (MQ102);4;0;2;1;2;5;40;58;52;57;52;64;62;53;61;58;59;55;51;33;30;11;19;3;
LSA 8140 Schleifen (MQ1020);54;45;22;34;94;286;844;1406;1218;1029;972;966;1091;1088;1175;1261;1481;1300;1255;817;489;364;278;97;
MQ_01210_FV32_L (MQ1021);4;1;1;2;4;25;133;188;198;76;34;48;47;44;66;69;45;81;27;49;22;20;11;7;
MQ_03030_FV1_L (MQ1023);1;1;1;0;0;4;5;14;37;29;8;8;19;20;11;14;17;18;16;4;8;6;9;3;
MQ_01200_FV1_G (MQ1024);31;22;18;14;33;171;527;940;822;694;759;835;1015;1101;1173;1445;1727;1479;1192;794;574;414;293;121;
MQ_01121_FV1_G (MQ1025);6;5;2;3;5;19;92;183;240;275;235;223;180;205;191;215;224;220;177;136;69;32;29;9;
MQ_01121_FV3_L (MQ1026);0;0;0;0;0;0;1;1;1;2;2;3;3;4;4;5;4;5;4;4;3;1;1;0;
MQ_01121_FV3_G (MQ1027);6;3;1;0;1;3;22;54;61;85;111;140;155;181;183;238;199;225;195;175;131;62;66;17;
MQ_01121_FV1_R (MQ1028);1;1;0;0;1;3;13;25;33;37;32;30;24;28;26;29;31;30;24;19;10;5;4;1;
MQ_01200_FV1_L (MQ1029);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01070_FV2_L (MQ1030);;;;;;;;;;;;;;;;;;;;;;;;;
MQ_01121_FV2_G (MQ1031);5;1;0;1;2;2;2;14;18;23;14;15;17;12;17;18;26;20;28;19;14;10;8;6;
